Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680)
5.662063534227575e-10,0.06210963536780779,0.0,0.15320038391151283,0.031075110263184432,0.31902005259911903,0.3502601874193698,0.2068878282644379,0.09201636275595862,0.0,1.648472341665925e-23,2.1125077169768583e-09,1.2115341086024742e-25,0.0,1.5158189594929609e-35,6.04271024763965e-07,1.0647075622482931e-27,1.5927907263947903e-26,6.031406680405142e-44,4.484770526914905e-15,1.0440451813403024e-21,2.0147817689330896e-70,2.379486653106778e-16,3.593447121883542e-48,2.0525537842543832e-25,1.173200783372274e-47,2.0809334658272937e-09,2.4346328886170195e-45,6.8920477371539e-06,0.0002721426764394025,0.0002550541088032687,0.0002246026076621273,2.6271592181256634e-05,7.835959718720828e-05,1.668729316922216e-07,1.6775856776338943e-05,3.937770154815114e-12,1.1776416841416384e-05,1.0554495616762604e-05,1.712411098562867e-05,9.284726462785773e-10,9.810102071661805e-05,2.751103274615029e-16,9.067679578480792e-13,3.0095211518515605e-15,1.9301964742786205e-08
5.670489427502454e-10,0.06210963536780779,0.0,0.1531989131979244,0.031075110263184432,0.3190195062928305,0.3502598865303034,0.20688768337912336,0.09201638490084436,0.0,1.6595101652030463e-23,2.1156504311890344e-09,1.218542002139618e-25,0.0,1.529399124634678e-35,6.072299322229925e-07,1.0710345755656964e-27,1.5975324822296315e-26,6.05836953872787e-44,4.498097141240293e-15,1.0455984410166278e-21,2.0298159306707673e-70,2.386408565231787e-16,3.609511258524058e-48,2.0647908208032175e-25,1.1837115078234022e-47,2.083982717443139e-09,2.4491430179480842e-45,6.892040138525742e-06,0.00027249786095132696,0.00025549027947257766,0.00022490349358587786,2.627144759296525e-05,7.844426365757092e-05,1.6708299862809855e-07,1.681763958137322e-05,3.949500293932714e-12,1.182027096029338e-05,1.0575254223377716e-05,1.716643368536486e-05,9.310031080110545e-10,9.82459933845989e-05,2.7551768949358124e-16,9.08118395737928e-13,3.0107182083826767e-15,1.9359198216671208e-08
5.678915320777333e-10,0.06210963536780779,0.0,0.1531974425825255,0.031075110263184432,0.319018960083056,0.35025958573384197,0.20688753849815447,0.09201640710939611,0.0,1.670602561730216e-23,2.1187931427018943e-09,1.225580650758513e-25,0.0,1.5430805003244923e-35,6.101989582876228e-07,1.0773896723088236e-27,1.6022812791549398e-26,6.085412623988794e-44,4.511443434754396e-15,1.0471516995347623e-21,2.0449397009987006e-70,2.3933415046373014e-16,3.6256231931209565e-48,2.077082448064993e-25,1.1943005675000575e-47,2.0870318299475188e-09,2.4637178675180034e-45,6.8920326069954985e-06,0.00027285292528340883,0.0002559265238160005,0.00022520428690462433,2.6271301555022774e-05,7.852883975707425e-05,1.6729301470564797e-07,1.685945106678859e-05,3.961247858592585e-12,1.186421143398095e-05,1.0596011744792364e-05,1.7208778056544586e-05,9.335362993143733e-10,9.839096307264978e-05,2.7592504585025493e-16,9.094689006085232e-13,3.0119187128634066e-15,1.9416515657950033e-08
5.687341214052213e-10,0.06210963536780779,0.0,0.15319597206582938,0.031075110263184432,0.3190184139697821,0.35025928502995785,0.20688739362151407,0.09201642938170103,0.0,1.6817496937753625e-23,2.1219358515162673e-09,1.2326501471438527e-25,0.0,1.5568636887952713e-35,6.131781219299658e-07,1.0837729349151627e-27,1.6070371171427853e-26,6.112536055306813e-44,4.524809407052718e-15,1.0487049568947392e-21,2.060153479851098e-70,2.400285474877753e-16,3.641782996642284e-48,2.0894288277355503e-25,1.2049684285259467e-47,2.0900808033487536e-09,2.4783576291777186e-45,6.892025142551861e-06,0.00027320786953668547,0.00025636284139242833,0.0002255049876460255,2.6271154084328518e-05,7.861332552257103e-05,1.6750297996707715e-07,1.690129115148953e-05,3.973012848599107e-12,1.1908238245295103e-05,1.0616768154910963e-05,1.725114396872827e-05,9.36072217274585e-10,9.853592978097765e-05,2.763323961451141e-16,9.108192715502048e-13,3.013114909311587e-15,1.9473917063508336e-08
5.695767107327092e-10,0.06210963536780779,0.0,0.1531945016483493,0.031075110263184432,0.319017867952995,0.3502589844186234,0.20688724874918527,0.09201645171784621,0.0,1.6929517239033472e-23,2.1250785576329855e-09,1.23975058413438e-25,0.0,1.570749294960116e-35,6.161674421205345e-07,1.090184445939843e-27,1.611799996165246e-26,6.139739951800559e-44,4.538195057730789e-15,1.0502582130965912e-21,2.0754576683500532e-70,2.4072404795045127e-16,3.6579907400559233e-48,2.1018301217465863e-25,1.215715559099297e-47,2.0931296376551657e-09,2.4930624950602536e-45,6.892017745183281e-06,0.0002735626938120502,0.0002567992317608541,0.00022580559583773306,2.6271005197588162e-05,7.86977209910143e-05,1.6771289445342476e-07,1.694315975446307e-05,3.984795263756053e-12,1.195235137685553e-05,1.063752342780551e-05,1.7293531291491696e-05,9.386108589789543e-10,9.86808935097904e-05,2.767397407064399e-16,9.121696999594146e-13,3.01431443553244e-15,1.9531402429824633e-08
5.704193000601971e-10,0.06210963536780779,0.0,0.15319303133059872,0.031075110263184432,0.31901732203268146,0.350258683899811,0.20688710388115136,0.09201647411791866,0.0,1.70420881471443e-23,2.128221261052878e-09,1.2468820547229423e-25,0.0,1.5847379264202677e-35,6.191669378281789e-07,1.0966242880556227e-27,1.6165699161944026e-26,6.167024432588399e-44,4.551600386384167e-15,1.0518114681403501e-21,2.0908526688073107e-70,2.4142065220659104e-16,3.674246494329597e-48,2.114286492265639e-25,1.2265424294989746e-47,2.096178332875074e-09,2.5078326575807062e-45,6.8920104148779676e-06,0.00027391739821025144,0.0002572356944803748,0.00022610611150739173,2.6270854911315975e-05,7.878202619945677e-05,1.6792275820456418e-07,1.698505679477881e-05,3.996595103866589e-12,1.199655081108624e-05,1.0658277537715083e-05,1.7335939894426424e-05,9.41152221515962e-10,9.882585425929688e-05,2.7714707973466364e-16,9.13520251879443e-13,3.0155170366926753e-15,1.958897175351118e-08
5.71261889387685e-10,0.06210963536780779,0.0,0.1531915611130911,0.031075110263184432,0.3190167762088278,0.35025838347349314,0.20688695901739576,0.09201649658200539,0.0,1.7155211288427294e-23,2.1313639617767743e-09,1.2540446520565432e-25,0.0,1.598830193473032e-35,6.221766280200209e-07,1.1030925440528749e-27,1.6213468772023456e-26,6.194389616788439e-44,4.565025392608438e-15,1.0533647220260495e-21,2.10633888472602e-70,2.4211836061072485e-16,3.6905503304308673e-48,2.1267981016960613e-25,1.2374495120906166e-47,2.099226889016798e-09,2.5226683094362414e-45,6.892003151623894e-06,0.0002742719828318934,0.0002576722291101936,0.0002264065346826394,2.627070324183705e-05,7.886624118505045e-05,1.6813257125920632e-07,1.702698219158894e-05,4.008412368733265e-12,1.2040836530216259e-05,1.0679030459045292e-05,1.737836964714022e-05,9.436963019753084e-10,9.897081202970694e-05,2.77554412596804e-16,9.148706341404985e-13,3.016715899970403e-15,1.9646625031546568e-08
5.721044787151729e-10,0.06210963536780779,0.0,0.15319009099633984,0.031075110263184432,0.31901623048142047,0.35025808313964196,0.2068868141579022,0.09201651911019333,0.0,1.7268888289546857e-23,2.1345066598055058e-09,1.2612384694363948e-25,0.0,1.6130267091197098e-35,6.251965316613877e-07,1.1095892968395743e-27,1.6261308791611713e-26,6.221835623518515e-44,4.578470075999217e-15,1.054917974753721e-21,2.121916720802499e-70,2.428171735170822e-16,3.706902319327133e-48,2.13936511267701e-25,1.248437281332773e-47,2.102275306088655e-09,2.5375696436060827e-45,6.891995955408787e-06,0.0002746264477774357,0.0002581088352096199,0.00022670686539110689,2.627055020528947e-05,7.895036598504757e-05,1.683423336549025e-07,1.7068935864128208e-05,4.0202470581580234e-12,1.208520851628024e-05,1.069978216636774e-05,1.7420820419257493e-05,9.462430974479162e-10,9.911576682123134e-05,2.7796173964209723e-16,9.16221040410497e-13,3.0179179813128774e-15,1.970436226040928e-08
5.729470680426609e-10,0.06210963536780779,0.0,0.15318862098085861,0.031075110263184432,0.31901568485044596,0.3502577828982299,0.20688666930265448,0.09201654170256943,0.0,1.7383120777475238e-23,2.137649355139901e-09,1.2684636003179697e-25,0.0,1.62732808907354e-35,6.282266677157454e-07,1.116114629441283e-27,1.630921922042981e-26,6.249362571896204e-44,4.591934436152151e-15,1.056471226323397e-21,2.1375865829279926e-70,2.435170912795931e-16,3.7233025319856357e-48,2.1519876880834153e-25,1.2595062137830515e-47,2.105323584098961e-09,2.5525368533515034e-45,6.891988826220127e-06,0.0002749807931471937,0.0002585455123380721,0.00022700710366041816,2.6270395817626428e-05,7.903440063679992e-05,1.6855204542804764e-07,1.711091773171397e-05,4.0320991719422005e-12,1.2129666751119167e-05,1.0720532634419498e-05,1.7463292080419674e-05,9.48792605025933e-10,9.926071863408178e-05,2.783690613788627e-16,9.17571643476767e-13,3.019122489937319e-15,1.9762183436606995e-08
5.737896573701488e-10,0.06210963536780779,0.0,0.15318715106716105,0.031075110263184432,0.3190151393158907,0.35025748274922947,0.2068865244516366,0.09201656435922052,0.0,1.749791037947707e-23,2.14079204778079e-09,1.2757201383110546e-25,0.0,1.6417349517676564e-35,6.312670551446341e-07,1.1226686250011358e-27,1.6357200058198843e-26,6.276970581038812e-44,4.605418472662908e-15,1.0580244767351095e-21,2.1533488781904302e-70,2.4421811425189027e-16,3.739751039373453e-48,2.1646659910259725e-25,1.2706567881042778e-47,2.1083717230560333e-09,2.5675701322158182e-45,6.8919817640451525e-06,0.000275335019041338,0.0002589822600550794,0.00022730724951819002,2.6270240094618402e-05,7.911834517775813e-05,1.6876170661388282e-07,1.7152927713746167e-05,4.043968709886521e-12,1.2174211216380973e-05,1.0741281838102567e-05,1.750578450028569e-05,9.51344821802737e-10,9.940566746847098e-05,2.787763768451827e-16,9.189220481667669e-13,3.0203241429017777e-15,1.9820088557220343e-08
5.746322466976367e-10,0.06210963536780779,0.0,0.15318568125576076,0.031075110263184432,0.31901459387774106,0.35025718269261286,0.20688637960483278,0.09201658708023344,0.0,1.7613258723093987e-23,2.1439347377290005e-09,1.2830081771798022e-25,0.0,1.6562479183630549e-35,6.343177129076009e-07,1.1292513667798296e-27,1.6405251304639957e-26,6.304659770063383e-44,4.6189221851271945e-15,1.0595777259888907e-21,2.1692040148761893e-70,2.4492024278731014e-16,3.7562479124575013e-48,2.177400184851112e-25,1.2818894850706627e-47,2.111419722968185e-09,2.582669674024377e-45,6.8919747688708526e-06,0.0002756891255598949,0.0002594190779202821,0.00022760730299203265,2.6270083051855253e-05,7.920219964547287e-05,1.689713172464986e-07,1.7194965729707363e-05,4.055855671791098e-12,1.2218841893521237e-05,1.076202975248336e-05,1.7548297548532354e-05,9.538997448729372e-10,9.955061332461261e-05,2.791836863032978e-16,9.202724175528983e-13,3.0215287970037704e-15,1.987807761876113e-08
5.753905770923758e-10,0.06210963536780779,0.0,0.15318435851338924,0.031075110263184432,0.31901410306582195,0.3502569127206235,0.20688624924629948,0.09201660758424615,0.0,1.7717551301804292e-23,2.146763156380837e-09,1.2895944230308745e-25,0.0,1.669400822728582e-35,6.370721016983159e-07,1.13520048130745e-27,1.644855762562117e-26,6.329649547434601e-44,4.631092348951188e-15,1.0609756493272887e-21,2.1835533557261445e-70,2.455531040174537e-16,3.7711365095574507e-48,2.1889088811941246e-25,1.2920695262682112e-47,2.114162804012587e-09,2.596316076893327e-45,6.891968530488603e-06,0.0002760077194430243,0.0002598122736118057,0.00022787727215304546,2.6269940597718882e-05,7.927759168490872e-05,1.6915992362010107e-07,1.7232823846600627e-05,4.066568834825543e-12,1.225908319862206e-05,1.0780701752597077e-05,1.758657682152247e-05,9.562014871166619e-10,9.968106204891568e-05,2.795502604668547e-16,9.214879553033015e-13,3.0226138835022625e-15,1.993033954066404e-08
5.761489074871149e-10,0.06210963536780779,0.0,0.1531830358546692,0.031075110263184432,0.31901361233197056,0.35025664282342256,0.20688611889115557,0.09201662814052546,0.0,1.7822298966579762e-23,2.1495915728528785e-09,1.2962063292369109e-25,0.0,1.6826406332961453e-35,6.398348386337681e-07,1.1411730086713361e-27,1.649192097719777e-26,6.354705263830752e-44,4.643278449675387e-15,1.0623735717278114e-21,2.197978529145785e-70,2.461868612968604e-16,3.7860643920890766e-48,2.2004631010651726e-25,1.3023168314221163e-47,2.1169057724433983e-09,2.610016451670061e-45,6.8919623463563246e-06,0.00027632621678554787,0.0002602055254459071,0.00022814716652555197,2.6269797098178815e-05,7.935291082302781e-05,1.6934848909551664e-07,1.727070454724333e-05,4.077296110958826e-12,1.2299394306379591e-05,1.079937267036641e-05,1.762487260297446e-05,9.585054169893836e-10,9.981150836116914e-05,2.799168297808732e-16,9.227034144468589e-13,3.0236974009260118e-15,1.9982669449665027e-08
5.769072378818539e-10,0.06210963536780779,0.0,0.15318171327997518,0.031075110263184432,0.3190131216761769,0.35025637300099005,0.20688598853939005,0.09201664874913455,0.0,1.7927502904412255e-23,2.15241998714573e-09,1.3028439644729054e-25,0.0,1.695967808591448e-35,6.42605937531065e-07,1.1471690098127288e-27,1.6535341359166603e-26,6.379827006087609e-44,4.655480487005122e-15,1.0637714931904817e-21,2.212479835272837e-70,2.4682151488250455e-16,3.8010316117869266e-48,2.212062964033512e-25,1.3126317554281055e-47,2.119648628266678e-09,2.6237709402391943e-45,6.89195621646401e-06,0.00027664461766008436,0.00026059883310180316,0.00022841698612966534,2.6269652564233002e-05,7.942815708741061e-05,1.6953701369521845e-07,1.73086077731099e-05,4.0880375000439676e-12,1.2339775202877833e-05,1.0818042487954238e-05,1.766318479792162e-05,9.608115323756453e-10,9.994195226153071e-05,2.802833936240073e-16,9.239186889062915e-13,3.0247845322864906e-15,2.0035067343446352e-08
5.77665568276593e-10,0.06210963536780779,0.0,0.15318039078968165,0.031075110263184432,0.3190126310984312,0.35025610325330586,0.20688585819099178,0.09201666941013661,0.0,1.803316430243684e-23,2.1552483992599962e-09,1.3095073975152637e-25,0.0,1.709382808949873e-35,6.453854122058431e-07,1.1531885457499657e-27,1.6578818771324564e-26,6.405014861040776e-44,4.667698460645735e-15,1.0651694137153223e-21,2.227057575035714e-70,2.474570650311709e-16,3.8160382203854434e-48,2.2237085898230135e-25,1.3230146545826115e-47,2.1223913714884857e-09,2.637579684670365e-45,6.891950140801493e-06,0.0002769629221391582,0.0002609921962587872,0.0002286867309854943,2.6269507006766003e-05,7.950333050570312e-05,1.69725497440932e-07,1.7346533465729002e-05,4.098793001933591e-12,1.238022587407621e-05,1.0836711187630004e-05,1.7701513311410032e-05,9.631198311608055e-10,0.0001000723937501587,2.806499536834301e-16,9.251342670006046e-13,3.0258731971387457e-15,2.0087533219103506e-08
5.784238986713321e-10,0.06210963536780779,0.0,0.1531790683841633,0.031075110263184432,0.31901214059872324,0.35025583358034973,0.20688572784594986,0.09201669012359479,0.0,1.8139284347922688e-23,2.15807680919628e-09,1.3161966972418313e-25,0.0,1.722886096521217e-35,6.481732764722283e-07,1.1592316775784741e-27,1.662235321346859e-26,6.430268915525679e-44,4.679932370302595e-15,1.0665673333023562e-21,2.2417120501545573e-70,2.48093511999455e-16,3.831084269618965e-48,2.235400098312159e-25,1.3334658865864374e-47,2.1251340021148776e-09,2.651442827218228e-45,6.891944119358434e-06,0.0002772811302951986,0.0002613856145962318,0.00022895640111314307,2.6269360436550115e-05,7.957843110561544e-05,1.6991394035363707e-07,1.7384481566683518e-05,4.1095626164799165e-12,1.2420746305809935e-05,1.085537875176939e-05,1.7739858048498838e-05,9.65430311231041e-10,0.00010020283282721218,2.810165089323257e-16,9.263497378227293e-13,3.0269584824451182e-15,2.0140067074634407e-08
5.791063960265973e-10,0.06210963536780779,0.0,0.15317787829198923,0.031075110263184432,0.31901169921570033,0.3502555909385653,0.20688561053827287,0.09201670881060926,0.0,1.8235185513817802e-23,2.1606223762772585e-09,1.3222392400200518e-25,0.0,1.7351149243353071e-35,6.506895388289255e-07,1.1646907212686535e-27,1.6661582971868504e-26,6.453054236931067e-44,4.69095651404416e-15,1.0678254601288813e-21,2.2549669365014215e-70,2.4866708126360883e-16,3.844659478430406e-48,2.2459617848647287e-25,1.3429307167504797e-47,2.1276022734145577e-09,2.6639662836236402e-45,6.8919387464086415e-06,0.0002775674353392279,0.00026173973801429056,0.00022919904035204533,2.6269227666269353e-05,7.964595940877661e-05,1.7008350407958955e-07,1.7418653968431306e-05,4.119267335770632e-12,1.245727432782103e-05,1.0872178574130093e-05,1.777438210459922e-05,9.675116065465776e-10,0.00010032022593479598,2.813464043244938e-16,9.27443596544115e-13,3.0279374997264724e-15,2.0187405665374292e-08
5.797888933818624e-10,0.06210963536780779,0.0,0.15317668826905942,0.031075110263184432,0.31901125789587287,0.3502553483572797,0.20688549323329794,0.09201672754021029,0.0,1.8331460011633942e-23,2.1631679415949994e-09,1.3283028410406502e-25,0.0,1.7474159800802616e-35,6.532126180112976e-07,1.1701689718276388e-27,1.670085892424472e-26,6.475893313596499e-44,4.701993565505485e-15,1.069083586195818e-21,2.2682844445936414e-70,2.4924137734613774e-16,3.8582667137751114e-48,2.2565608212399867e-25,1.3524514501508906e-47,2.1300704535212735e-09,2.6765340218439776e-45,6.891933417360329e-06,0.00027785366247285863,0.00026209390563525215,0.00022944161909205175,2.626909409199505e-05,7.971342877184054e-05,1.7025303476144347e-07,1.7452844431147136e-05,4.128983486084969e-12,1.249385883379169e-05,1.0888977449817303e-05,1.7808919155731676e-05,9.695946654516718e-10,0.00010043761708925047,2.8167629608199274e-16,9.285375423615168e-13,3.028918293150638e-15,2.023479931591304e-08
5.804713907371276e-10,0.06210963536780779,0.0,0.15317549831564722,0.031075110263184432,0.3190108166392334,0.3502551058364784,0.20688537593101736,0.09201674631244383,0.0,1.8428108707132937e-23,2.165713505149943e-09,1.334387550726457e-25,0.0,1.7597896044516512e-35,6.557425240865521e-07,1.175666473954129e-27,1.6740181070449283e-26,6.498786208824641e-44,4.713043524471824e-15,1.0703417115031833e-21,2.2816647960342118e-70,2.4981640043371143e-16,3.8719060133671896e-48,2.26719729515052e-25,1.3620283504837821e-47,2.1325385424394403e-09,2.6891461459672672e-45,6.891928132205616e-06,0.0002781398117486949,0.0002624481172255452,0.0002296841373478089,2.6268959721351605e-05,7.978083921514292e-05,1.7042253241295044e-07,1.74870529123576e-05,4.1387110673143665e-12,1.2530499813139222e-05,1.0905775366202424e-05,1.7843469132712443e-05,9.71679486407053e-10,0.00010055500629069289,2.8200618416229896e-16,9.2963147550629e-13,3.0298970951899087e-15,2.028224802459226e-08
5.811538880923927e-10,0.06210963536780779,0.0,0.15317430843202562,0.031075110263184432,0.31901037544577504,0.35025486337614664,0.20688525863142337,0.0920167651273558,0.0,1.8525132466141604e-23,2.168259066942529e-09,1.340493419566936e-25,0.0,1.77223613934743e-35,6.58279267120808e-07,1.1811832723973798e-27,1.6779549410334282e-26,6.521732985918042e-44,4.72410639072844e-15,1.0715998360509933e-21,2.2951082129481917e-70,2.503921507128783e-16,3.8855774149206875e-48,2.277871294410321e-25,1.371661682375918e-47,2.1350065401734725e-09,2.7018027602029138e-45,6.891922890936504e-06,0.0002784258832192786,0.00026280237255165204,0.0002299265951339602,2.6268824561892642e-05,7.984819075906189e-05,1.7059199704737724e-07,1.7521279369624877e-05,4.148450079350009e-12,1.256719725520039e-05,1.0922572310725788e-05,1.7878031966366963e-05,9.737660678739917e-10,0.00010067239353924083,2.823360681073211e-16,9.307253148149521e-13,3.0308769563401625e-15,2.0329751789728396e-08
5.818363854476579e-10,0.06210963536780779,0.0,0.1531731186184678,0.031075110263184432,0.31900993431549024,0.35025462097626997,0.2068851413345085,0.09201678398499219,0.0,1.8622532154546618e-23,2.1708046269731953e-09,1.3466204981182015e-25,0.0,1.7847559278705845e-35,6.608228571790743e-07,1.1867194119571987e-27,1.6818963943751823e-26,6.544733708179138e-44,4.735182164060611e-15,1.0728579598392648e-21,2.308614917983282e-70,2.509686283700658e-16,3.899280956149576e-48,2.2885829069347864e-25,1.3813517113867687e-47,2.1374744467277846e-09,2.7145039688816978e-45,6.891917693544886e-06,0.0002787118769370892,0.0002631566713801086,0.00023016899246514622,2.6268688621101676e-05,7.991548342401845e-05,1.7076142867750658e-07,1.7555523760546717e-05,4.158200522082815e-12,1.2603951149231633e-05,1.0939368270896491e-05,1.7912607587530022e-05,9.758544083143018e-10,0.00010078977883501232,2.8266594826825917e-16,9.318192311462243e-13,3.0318596429585932e-15,2.0377310609387396e-08
5.825188828029231e-10,0.06210963536780779,0.0,0.1531719288752469,0.031075110263184432,0.3190094932483718,0.35025437863683356,0.2068850240402651,0.09201680288539883,0.0,1.872030863828857e-23,2.1733501852423826e-09,1.3527688370030387e-25,0.0,1.797349314332224e-35,6.633733043252253e-07,1.1922749374839437e-27,1.6858424670554048e-26,6.567788438910256e-44,4.7462708442536314e-15,1.0741160828680143e-21,2.3221851343104988e-70,2.515458335915814e-16,3.9130166747677584e-48,2.299332220740705e-25,1.391098704010899e-47,2.139942262106789e-09,2.727249876455773e-45,6.891912540022544e-06,0.0002789977929545444,0.00026351101347750597,0.00023041132935600444,2.6268551906392827e-05,7.998271723047576e-05,1.7093082731563853e-07,1.7589786042756486e-05,4.16796239540345e-12,1.2640761484409302e-05,1.0956163234292197e-05,1.794719592704593e-05,9.779445061903395e-10,0.00010090716217812586,2.829958250440341e-16,9.329132318027897e-13,3.0328410027098745e-15,2.042492448180489e-08
5.832013801581882e-10,0.06210963536780779,0.0,0.15317073920263594,0.031075110263184432,0.31900905224441245,0.3502541363578228,0.2068849067486858,0.09201682182862167,0.0,1.8818462783356954e-23,2.1758957417505296e-09,1.3589384869109208e-25,0.0,1.8100166442541916e-35,6.65930618621978e-07,1.197849893878514e-27,1.6897931590593122e-26,6.590897241413605e-44,4.757372431092802e-15,1.0753742051372575e-21,2.33581908562474e-70,2.521237665636127e-16,3.9267846084890715e-48,2.3101193239462522e-25,1.4009029276799932e-47,2.1424099863149004e-09,2.7400405874986607e-45,6.891907430361145e-06,0.0002792836313239994,0.0002638653986104907,0.00023065360582116945,2.6268414425111385e-05,8.004989219893926e-05,1.7110019297359145e-07,1.7624066173923128e-05,4.1777356992023106e-12,1.267762824982989e-05,1.0972957188558972e-05,1.7981796915768617e-05,9.800363599650071e-10,0.00010102454356870028,2.8332569777695964e-16,9.340071141713971e-13,3.0338219101099788e-15,2.0472593405421666e-08
5.838838775134534e-10,0.06210963536780779,0.0,0.1531695496009081,0.031075110263184432,0.3190086113036049,0.35025389413922314,0.20688478945976313,0.09201684081470651,0.0,1.8916995455784665e-23,2.1784412964980756e-09,1.3651294985980255e-25,0.0,1.8227582643719415e-35,6.68494810130871e-07,1.2034443260923491e-27,1.6937484703721238e-26,6.614060178991277e-44,4.768486924363443e-15,1.0766323266470113e-21,2.3495169961454126e-70,2.5270242747222835e-16,3.94058479502728e-48,2.320944304770986e-25,1.4107646507650776e-47,2.14487761935653e-09,2.7528762067052498e-45,6.891902364552244e-06,0.00027956939209774736,0.0002642198265457647,0.00023089582187527279,2.626827618453451e-05,8.011700834995706e-05,1.7126952566270274e-07,1.7658364111751176e-05,4.187520433369537e-12,1.2714551434510232e-05,1.0989750121411088e-05,1.801641048456184e-05,9.821299681017508e-10,0.00010114192300685483,2.8365556631547404e-16,9.351009705941389e-13,3.034805747355805e-15,2.052031737838128e-08
5.845663748687185e-10,0.06210963536780779,0.0,0.15316836007033655,0.031075110263184432,0.31900817042594204,0.3502536519810199,0.2068846721734898,0.09201685984369923,0.0,1.9015907521642742e-23,2.180986849485459e-09,1.371341922887255e-25,0.0,1.835574522637267e-35,6.71065888912241e-07,1.209058279127421e-27,1.6977084009790614e-26,6.63727731494526e-44,4.7796143238508825e-15,1.077890447397292e-21,2.3632790906170234e-70,2.5328181650337864e-16,3.9544172720960804e-48,2.3318072515358368e-25,1.4206841425786358e-47,2.147345161236092e-09,2.7657568388917945e-45,6.891897342587281e-06,0.000279855075328019,0.00026457429705008646,0.00023113797753294312,2.626813719187181e-05,8.018406570411968e-05,1.714388253938301e-07,1.769267981398078e-05,4.197316597795007e-12,1.2751531027387733e-05,1.1006542020630875e-05,1.805103656429929e-05,9.842253290645657e-10,0.00010125930049270921,2.8398543155760506e-16,9.36194983540067e-13,3.0357894941989595e-15,2.05680963987438e-08
5.852488722239837e-10,0.06210963536780779,0.0,0.15316717061119434,0.031075110263184432,0.3190077296114164,0.3502534098831985,0.20688455488985852,0.09201687891564563,0.0,1.9115199847034866e-23,2.1835324007131188e-09,1.3775758106682538e-25,0.0,1.8484657682211777e-35,6.736438650251988e-07,1.2146917980362319e-27,1.7016729508653506e-26,6.660548712577413e-44,4.790754629340465e-15,1.0791485673881155e-21,2.377105594309803e-70,2.5386193384289596e-16,3.9682820774090994e-48,2.3427082526631005e-25,1.4306616733768345e-47,2.1498126119579968e-09,2.7786825889959098e-45,6.891892364457585e-06,0.00028014068106698326,0.0002649288098902715,0.0002313800728088059,2.6267997454265987e-05,8.025106428205964e-05,1.716080921773525e-07,1.772701323838768e-05,4.2071241923683395e-12,1.2788567017320595e-05,1.1023332874068519e-05,1.8085675085864757e-05,9.863224413179926e-10,0.00010137667602638351,2.843152932089578e-16,9.372889542216618e-13,3.0367719003162168e-15,2.0615930464949016e-08
5.859313695792489e-10,0.06210963536780779,0.0,0.1531659812237547,0.031075110263184432,0.3190072888600207,0.35025316784574434,0.20688443760886216,0.09201689803059153,0.0,1.9214873298092897e-23,2.186077950181495e-09,1.3838312128974232e-25,0.0,1.8614323515162205e-35,6.762287485276133e-07,1.2203449279218088e-27,1.7056421200162182e-26,6.683874435189496e-44,4.8019078406175475e-15,1.080406686619498e-21,2.390996733020208e-70,2.5444277967649543e-16,3.982179248679893e-48,2.353647396676433e-25,1.44069751436132e-47,2.152279971526656e-09,2.7916535620765684e-45,6.891887430154369e-06,0.00028042620936674656,0.00026528336483319274,0.0002316221077174839,2.626785697879338e-05,8.031800410445182e-05,1.717773260231713e-07,1.7761364342783216e-05,4.2169432169788925e-12,1.2825659393087993e-05,1.1040122669641922e-05,1.8120325980152267e-05,9.88421303327122e-10,0.00010149404960799829,2.846451503145918e-16,9.383828091526138e-13,3.0377569423407022e-15,2.066381957530645e-08
5.86613866934514e-10,0.06210963536780779,0.0,0.15316479190829063,0.031075110263184432,0.3190068481717478,0.35025292586864265,0.2068843203304936,0.0920169171885827,0.0,1.9314928740969173e-23,2.1886234978910254e-09,1.3901081805979478e-25,0.0,1.8744746241405144e-35,6.788205494760767e-07,1.2260177139376976e-27,1.7096159084168953e-26,6.707254546083145e-44,4.8130739574675e-15,1.081664805091456e-21,2.4049527330717948e-70,2.5502435418977566e-16,3.996108823621951e-48,2.3646247722008435e-25,1.4507919376823405e-47,2.154747239946481e-09,2.804669863314099e-45,6.891882539668726e-06,0.00028071166027935317,0.00026563796164578074,0.0002318640822735967,2.6267715772464815e-05,8.03848851920137e-05,1.7194652694071132e-07,1.779573308501435e-05,4.226773671515763e-12,1.2862808143390393e-05,1.1056911395336449e-05,1.8154989178066266e-05,9.90521913557595e-10,0.00010161142123767442,2.8497500403438373e-16,9.394767643973333e-13,3.038741751281792e-15,2.0711763727843124e-08
