Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202),NOX(214),CNOX(740),NO2X(206),H2NO3(231),SX(544),SX(876),SX(882),H3NO3(822),HNO(87),H2NOX(203),CH3NX(670),CH2NX(679),HNO2(94),HONO(92),SX(685),HNO(549),SX(1060),SX(540),SX(1177),SX(858),SX(1228),SX(1291)
2.817641089098645e-13,0.135789383521573,0.0,0.3371632951347532,0.031075065046923516,0.31940487825624503,0.35047888811071437,0.2070120004639665,0.0920175805281246,1.6953436905200405e-48,1.0940050615771268e-21,1.3152254525521602e-06,7.991030336211229e-17,1.494908228339879e-34,1.8554151914381411e-31,1.4394406143367227e-13,6.807219923229821e-25,1.4967817062396396e-18,7.310334820491406e-29,1.5089787632477072e-13,9.659790317617673e-12,1.8978303139686267e-45,4.903699428982995e-08,2.4762881955590816e-29,1.4771034376450343e-20,1.406370865177752e-37,1.3152431018201656e-06,1.5708175467679148e-34,6.14728130603486e-07,2.1781274898834709e-07,2.1646620766988584e-07,1.78922028289481e-07,1.4699485126517324e-07,7.925521398447966e-08,6.366145410724224e-08,6.542858431068174e-10,4.410327180960092e-06,1.037860112127185e-11,2.5118983262344193e-09,3.905381351722499e-09,2.0958497196374684e-08,7.218798057032501e-08,9.737649290409634e-13,4.606373368817799e-11,4.2139994165604387e-10,5.48715088290627e-11,6.092986750525211e-17,2.3380446730504707e-15,1.4140689369818458e-19,4.013360765901025e-12,3.1518866347200367e-26,5.169238683489246e-08,2.8496590193257795e-08,5.254504867278508e-18,9.4619214151742e-25,2.926117418590824e-08,4.380607541032807e-06,8.052274172920328e-14,6.421323743961033e-17,2.8871342986660616e-13,2.0297967030573474e-12,1.0281117447405172e-12,3.7060902289760686e-08,9.414754546019109e-17,4.6073083362697756e-15,5.9247738821952065e-12,2.9154082611236194e-13,6.221009025509525e-16,1.3680576931697316e-14,5.793045136251664e-20,7.961982944640183e-20,-1.4476914978846553e-20,2.7857616940961446e-16,4.930313047555599e-19,2.476029981988324e-22
2.833923718262467e-13,0.135789383521573,0.0,0.33716328535212864,0.03107506479080069,0.31940485051740497,0.35047885401559964,0.20701199921983549,0.092017577295172,1.76585781283757e-48,1.1130921037118264e-21,1.3228257763340005e-06,8.131980049025368e-17,1.5393208719044435e-34,1.9096169819899086e-31,1.4563987137369444e-13,6.947523255641442e-25,1.5141318241662077e-18,7.437803805543575e-29,1.526426880114257e-13,9.71561242933229e-12,1.9533038663807908e-45,4.9320362791804365e-08,2.5194667734330957e-29,1.502829362592422e-20,1.4474549370665117e-37,1.3228435720803508e-06,1.6074117282556311e-34,6.179594816047501e-07,2.190020480191358e-07,2.1781899404820965e-07,1.7993327700375426e-07,1.4781874107883917e-07,7.974232220160041e-08,6.401430943723191e-08,6.620187493418992e-10,4.4358133143702065e-06,1.056048454402687e-11,2.5411267264665036e-09,3.950023920280082e-09,2.1089492673208802e-08,7.260210980233094e-08,9.793564985197948e-13,4.634124638381983e-11,4.2588409608190274e-10,5.615068843294161e-11,6.175723505941669e-17,2.391311473475361e-15,1.4389340885589307e-19,4.059863937949362e-12,3.262955845523789e-26,5.198985932406238e-08,2.864654944517088e-08,5.347061687606412e-18,9.790092867060866e-25,2.9430260267171092e-08,4.4059218463899065e-06,8.144985368243807e-14,6.651390286343922e-17,2.964692909066717e-13,2.0533334825281947e-12,1.0403099580602646e-12,3.727645377630118e-08,9.544382457955977e-17,4.713024387685977e-15,5.9934443781339285e-12,2.9492453717313453e-13,6.346928028831654e-16,1.384831229675045e-14,5.893696956120668e-20,3.6913445776653395e-20,2.9729853152907625e-20,2.8373828642467014e-16,5.116215916691947e-19,2.6316222993357484e-22
2.850206347426289e-13,0.135789383521573,0.0,0.33716327557270837,0.03107506453473373,0.31940482277879073,0.3504788199207474,0.20701199797599237,0.09201757406568209,1.8388789414948992e-48,1.1324000614650559e-21,1.3304260987145028e-06,8.274594865034555e-17,1.5847906002839135e-34,1.9650777371174293e-31,1.4734596075270517e-13,7.08994659019589e-25,1.5315819316023174e-18,7.566746012902035e-29,1.543974803139988e-13,9.77143454061147e-12,2.0100670628726e-45,4.9603731210835774e-08,2.563144387297208e-29,1.5288519210180693e-20,1.4894932871466628e-37,1.3304440414321947e-06,1.6446412228634244e-34,6.211873704140114e-07,2.2019057932460613e-07,2.1917291781148373e-07,1.8094426862219276e-07,1.4864234306208427e-07,8.02297243917094e-08,6.436700091917228e-08,6.697985856616655e-10,4.461299443932849e-06,1.0744490014265265e-11,2.5705252027826897e-09,3.994913205503009e-09,2.122060625489307e-08,7.301620436543038e-08,9.849475999445712e-13,4.6618736919856846e-11,4.3038132014621167e-10,5.745130233409798e-11,6.25903108480355e-17,2.4454375854976476e-15,1.4640916245121981e-19,4.106634796029012e-12,3.3772695399662264e-26,5.228731104811685e-08,2.8796349975053527e-08,5.440708853061128e-18,1.0127520317987315e-24,2.9599346169042048e-08,4.431236146931852e-06,8.23822165316915e-14,6.888164046669121e-17,3.043729059535057e-13,2.0770060465115055e-12,1.0525830556656667e-12,3.749202180957895e-08,9.674923617736531e-17,4.820466227346723e-15,6.062510500830762e-12,2.9832782272089583e-13,6.474473668689521e-16,1.4017173687929896e-14,5.995501797877456e-20,-2.3638203466181976e-20,9.184538367339227e-20,2.8895632462767953e-16,5.3077741427880905e-19,2.7958796518706374e-22
2.8664889765901113e-13,0.135789383521573,0.0,0.33716326579648925,0.03107506427872257,0.31940479504040203,0.35047878582615766,0.20701199673243698,0.09201757083965115,1.9144818544143575e-48,1.1519302113462032e-21,1.338026419693676e-06,8.418884940791705e-17,1.6313365083662204e-34,2.0218193310661856e-31,1.490623362260587e-13,7.2345107030233355e-25,1.5491320287226096e-18,7.697169907115178e-29,1.5616225239696668e-13,9.827256651455287e-12,2.0681423440279815e-45,4.988709954693247e-08,2.607323904408914e-29,1.5551728052854455e-20,1.5325024959069841e-37,1.3380445098754064e-06,1.6825133445777402e-34,6.244118007396509e-07,2.2137834340054726e-07,2.2052797840330312e-07,1.8195500321013093e-07,1.4946565731545108e-07,8.07174198544386e-08,6.471952869790382e-08,6.776253744674268e-10,4.486785569648152e-06,1.0930630034391583e-11,2.6000937674255144e-09,4.0400490930850555e-09,2.1351838012264494e-08,7.343026426253299e-08,9.905382333546257e-13,4.6896205300312595e-11,4.3489140020375166e-10,5.877355957751052e-11,6.34290943117943e-17,2.5004306962643336e-15,1.4895433172437097e-19,4.153673337014445e-12,3.4949036006689545e-26,5.2584741904294834e-08,2.8945991952891013e-08,5.535452955881669e-18,1.0474404325306661e-24,2.9768431889712523e-08,4.456550442658681e-06,8.331988425924592e-14,7.131801602708421e-17,3.1242603105571857e-13,2.100814396859817e-12,1.064931083953032e-12,3.7707606399664075e-08,9.806377918510912e-17,4.9296497271202585e-15,6.131972249554594e-12,3.01750683641659e-13,6.603652614849049e-16,1.4187162956907648e-14,6.098468162412351e-20,-2.2733934037642093e-21,7.207020069787428e-20,2.9423055197600457e-16,5.505120491152139e-19,2.9692291704481075e-22
2.8827716057539334e-13,0.135789383521573,0.0,0.337163256023468,0.031075064022767163,0.31940476730223893,0.3504787517318303,0.2070119954891693,0.09201756761707551,1.992741977445281e-48,1.1716838299075391e-21,1.3456267392715285e-06,8.564860434953518e-17,1.6789777753383816e-34,2.079863727885398e-31,1.5078900445425462e-13,7.381236404796528e-25,1.566782115701726e-18,7.829083952731323e-29,1.5793700342483098e-13,9.883078761863815e-12,2.127552242839608e-45,5.0170467800102735e-08,2.6520081920256694e-29,1.5817937077097915e-20,1.5764992119075973e-37,1.345644977409695e-06,1.7210354221203106e-34,6.276327762886372e-07,2.2256534074263486e-07,2.218841752673811e-07,1.8296548083289752e-07,1.502886839394695e-07,8.120540788956835e-08,6.507189291820753e-08,6.854991381130939e-10,4.51227169151625e-06,1.1118917107780456e-11,2.6298324325976946e-09,4.085431468755901e-09,2.1483188016099967e-08,7.384428949654824e-08,9.961283987892855e-13,4.717365152917584e-11,4.3941412237279554e-10,6.0117669258134e-11,6.427358488805013e-17,2.5562984907909333e-15,1.5152909395779299e-19,4.20097955778015e-12,3.615934387524032e-26,5.288215178989122e-08,2.909547554860513e-08,5.631300589392672e-18,1.0830946487572827e-24,2.993751742737002e-08,4.4818647335704285e-06,8.426291065933779e-14,7.382460579312519e-17,3.2063042635862286e-13,2.124758535425668e-12,1.07735408928048e-12,3.7923207556617965e-08,9.938745251985291e-17,5.040590757096599e-15,6.201829623574332e-12,3.051931208171278e-13,6.734471491192126e-16,1.435828195548582e-14,6.202602360486263e-20,2.2317428521469017e-21,6.918421859346909e-20,2.9956123751817196e-16,5.708388539288673e-19,3.1521047451430222e-22
2.8990542349177556e-13,0.135789383521573,0.0,0.33716324625364125,0.031075063766867434,0.3194047395643011,0.3504787176377653,0.20701199424618913,0.09201756439795143,2.0737368788778843e-48,1.191662193845243e-21,1.3532270574480694e-06,8.712531513270075e-17,1.7277338626544614e-34,2.139233192725939e-31,1.5252597211517039e-13,7.530144622902466e-25,1.5845321927143087e-18,7.962496614298556e-29,1.5972173256217746e-13,9.938900871837136e-12,2.188319602117407e-45,5.045383597035482e-08,2.6972001174047904e-29,1.6087163204434308e-20,1.6215003119439835e-37,1.3532454440347687e-06,1.7602148340003192e-34,6.30850300763169e-07,2.2375157184616096e-07,2.2324150784782995e-07,1.8397570155580108e-07,1.511114230346274e-07,8.169368779735329e-08,6.54240937246636e-08,6.934198988533545e-10,4.537757809537278e-06,1.1309363741078709e-11,2.6597412103675296e-09,4.131060218366398e-09,2.1614656336973372e-08,7.425828007038539e-08,1.001718096287878e-12,4.7451075610341543e-11,4.439492726747543e-10,6.1483840666309e-11,6.512378200302533e-17,2.613048647934347e-15,1.5413362657689182e-19,4.248553455200667e-12,3.74043984841818e-26,5.3179540602389896e-08,2.9244800931903495e-08,5.7282583505856755e-18,1.1197351891913525e-24,3.010660278018878e-08,4.507179019667127e-06,8.521134938424252e-14,7.640302073637605e-17,3.289878653452864e-13,2.148838464061599e-12,1.0898521178771791e-12,3.813882529047288e-08,1.007202550514378e-16,5.153305183475744e-15,6.272082622158945e-12,3.086551351224741e-13,6.866936773632545e-16,1.4530532535905065e-14,6.307910597383736e-20,2.4534372917149538e-21,7.061687077988322e-20,3.0494865400734255e-16,5.917714563491257e-19,3.34496196461434e-22
2.9153368640815777e-13,0.135789383521573,0.0,0.3371632364870059,0.031075063511023338,0.31940471182658847,0.35047868354396255,0.2070119930034964,0.09201756118227525,2.1575463244071515e-48,1.2118665800015318e-21,1.3608273742233066e-06,8.861908348646011e-17,1.7776245186092784e-34,2.1999502964588295e-31,1.542732459042538e-13,7.681256402704914e-25,1.6023822599350002e-18,8.097416356364738e-29,1.6151643897367708e-13,9.994722981375329e-12,2.2504675792536935e-45,5.073720405769706e-08,2.7429025478034517e-29,1.635942335474003e-20,1.6675229045478457e-37,1.3608459097503382e-06,1.800059009053491e-34,6.340643778606281e-07,2.249370372060302e-07,2.2459997558916518e-07,1.8498566544413004e-07,1.5193387470137e-07,8.21822588785424e-08,6.577613126164947e-08,7.013876788465637e-10,4.56324392371137e-06,1.1501982444225395e-11,2.6898201126675644e-09,4.1769352278897435e-09,2.174624304525351e-08,7.467223598695337e-08,1.0073073258897272e-12,4.772847754761196e-11,4.4849663692139395e-10,6.287228327465187e-11,6.597968507220818e-17,2.6706888397362895e-15,1.5676810715187472e-19,4.296395026150585e-12,3.868499550937461e-26,5.347690823946551e-08,2.9393968272277376e-08,5.8263328401461125e-18,1.1573829168259047e-24,3.027568794632969e-08,4.532493300948816e-06,8.616525400451228e-14,7.905490733149946e-17,3.3750013492501074e-13,2.1730541846201524e-12,1.1024252158420145e-12,3.835445961123158e-08,1.0206218560332006e-16,5.267808867321995e-15,6.342731244577464e-12,3.1213672744913806e-13,7.00105478843247e-16,1.470391655084826e-14,6.414399405090025e-20,-2.2160099012696062e-21,7.697548684705618e-20,3.1039307792625245e-16,6.133237593294768e-19,3.5482789546158907e-22
2.9316194932454e-13,0.135789383521573,0.0,0.33716322672355864,0.031075063255234812,0.3194046840891009,0.3504786494504219,0.20701199176109109,0.09201755797004327,2.2442519652308913e-48,1.2322982653415967e-21,1.3684276895972496e-06,9.013001119948272e-17,1.8286697336512933e-34,2.262037867648348e-31,1.560308325316488e-13,7.834592888199532e-25,1.6203323175384439e-18,8.23385164347754e-29,1.6332112182407192e-13,1.0050545090478468e-11,2.314019596823647e-45,5.102057206213768e-08,2.789118350478714e-29,1.6634734446514676e-20,1.7145842935827318e-37,1.3684463745561118e-06,1.840575418190757e-34,6.372750112743755e-07,2.261217373168235e-07,2.259595779362388e-07,1.8599537256315617e-07,1.5275603904010683e-07,8.267112043432114e-08,6.612800567337315e-08,7.094025001689592e-10,4.588730034038658e-06,1.169678572989217e-11,2.720069151316998e-09,4.223056383401273e-09,2.187794821113783e-08,7.508615724916091e-08,1.0128960876341527e-12,4.80058573447117e-11,4.5305600079589504e-10,6.428320668461929e-11,6.684129350277259e-17,2.7292267316285365e-15,1.594327133743729e-19,4.344504267504542e-12,4.0001944392849676e-26,5.377425459895198e-08,2.9542977739037462e-08,5.9255306618310125e-18,1.1960589933805678e-24,3.0444772923942406e-08,4.557807577415526e-06,8.712467804249046e-14,8.178194236126151e-17,3.4616903322098164e-13,2.1974056989538734e-12,1.1150734291650246e-12,3.857011052887223e-08,1.0341324296175296e-16,5.384117663544673e-15,6.413775490098976e-12,3.156378986795685e-13,7.136831735809333e-16,1.4878435853366645e-14,6.522075481222829e-20,4.911259681852152e-22,7.598868387559371e-20,3.1589478885593063e-16,6.355098999477904e-19,3.76255364281331e-22
2.947902122409222e-13,0.135789383521573,0.0,0.33716321696329615,0.031075062999501798,0.3194046563518383,0.3504786153571434,0.20701199051897298,0.09201755476125174,2.3339372173697124e-48,1.2529585269436849e-21,1.3760280035699067e-06,9.165820011470136e-17,1.8808897214110931e-34,2.325518971999976e-31,1.5779873872092007e-13,7.990175313415468e-25,1.6383823656992837e-18,8.371810940184446e-29,1.6513578027816896e-13,1.010636719914663e-11,2.3789993214533894e-45,5.130393998368499e-08,2.83585039268753e-29,1.6913113397000942e-20,1.762701962665604e-37,1.376046838451801e-06,1.8817715707310022e-34,6.404822046941056e-07,2.273056726728265e-07,2.2732031433420987e-07,1.8700482297813572e-07,1.535779161512149e-07,8.316027176629436e-08,6.64797171038882e-08,7.17464384820236e-10,4.614216140519277e-06,1.1893786113228174e-11,2.750488338031684e-09,4.2694235710694245e-09,2.2009771904667474e-08,7.550004385991646e-08,1.0184843815604702e-12,4.828321500529353e-11,4.5762714985187576e-10,6.571682059390637e-11,6.770860669485248e-17,2.788669982183731e-15,1.6212762304716944e-19,4.3928811761372114e-12,4.135606734872585e-26,5.4071579578828366e-08,2.9691829501329778e-08,6.025858422187055e-18,1.2357848555397128e-24,3.061385771116637e-08,4.583121849067296e-06,8.808967497425055e-14,8.458583085192185e-17,3.549963686034142e-13,2.2218930089153087e-12,1.1277968037369612e-12,3.878577805335045e-08,1.0477342588029957e-16,5.502247419748738e-15,6.485215357992616e-12,3.1915864969473173e-13,7.274273699919899e-16,1.5054092296846564e-14,6.630945422100863e-20,-1.0910516481565559e-21,7.932057921955553e-20,3.2145406919064906e-16,6.583442326034084e-19,3.9883029256342397e-22
2.964184751573044e-13,0.135789383521573,0.0,0.33716320720621523,0.031075062743824235,0.3194046286148005,0.350478581264127,0.207011989277142,0.09201755155589704,2.4266873352484504e-48,1.273848642002504e-21,1.3836283161412864e-06,9.320375213059172e-17,1.9343049257975457e-34,2.3904169196591506e-31,1.5957697120939946e-13,8.148025004710435e-25,1.6565324045921642e-18,8.511302711032771e-29,1.6696041350084193e-13,1.0162189307379891e-11,2.445430671342658e-45,5.1587307822347237e-08,2.88310154168674e-29,1.7194577122152592e-20,1.8118935806993397e-37,1.3836473014371149e-06,1.9236550153806155e-34,6.436859618057572e-07,2.2848884376802218e-07,2.2868218422855206e-07,1.8801401675430905e-07,1.5439950613503803e-07,8.36497121765107e-08,6.683126569708988e-08,7.25573354721545e-10,4.639702243153362e-06,1.209299611191245e-11,2.7810776844215824e-09,4.316036677158029e-09,2.2141714195723376e-08,7.591389582212825e-08,1.0240722077079938e-12,4.85605505329358e-11,4.6220986956912435e-10,6.717333478497628e-11,6.858162404168636e-17,2.8490262424061192e-15,1.6485301408723368e-19,4.441525748923309e-12,4.2748199825410363e-26,5.436888307722252e-08,2.984052372813163e-08,6.12732273061275e-18,1.276582223416569e-24,3.078294230613051e-08,4.608436115904158e-06,8.906029822242822e-14,8.746830718122747e-17,3.639839599622964e-13,2.2465161163570065e-12,1.1405953853468026e-12,3.900146219459893e-08,1.0614273307974502e-16,5.622213974954637e-15,6.5570508475275676e-12,3.2269898137375e-13,7.413386645246586e-16,1.5230887735017302e-14,6.741015736766144e-20,1.914714317569562e-21,7.809374399406395e-20,3.27071204201714e-16,6.818413369424135e-19,4.2260637612764993e-22
2.980467380736866e-13,0.135789383521573,0.0,0.33716319745231277,0.031075062488202077,0.3194046008779873,0.3504785471713726,0.20701198803559814,0.09201754835397548,2.522589520922915e-48,1.294969887835027e-21,1.3912286273113978e-06,9.476676920364122e-17,1.9889360327937792e-34,2.4567552775282343e-31,1.6136553674882372e-13,8.308163385026756e-25,1.6747824343917295e-18,8.652335420569632e-29,1.687950206570342e-13,1.0218011415178333e-11,2.5133378289508098e-45,5.187067557813268e-08,2.9308746647330746e-29,1.7479142536574972e-20,1.8621770112090512e-37,1.3912477635117649e-06,1.966233342049526e-34,6.46886286291342e-07,2.2967125109607704e-07,2.3004518706506786e-07,1.890229539569003e-07,1.5522080909188505e-07,8.413944096749438e-08,6.718265159670809e-08,7.337294317125446e-10,4.665188341941045e-06,1.229442824626116e-11,2.8118372019859523e-09,4.362895588030626e-09,2.2273775154018945e-08,7.632771313870436e-08,1.0296595661160336e-12,4.8837863931138866e-11,4.668039453200152e-10,6.865295911733783e-11,6.94603449295657e-17,2.910303154938645e-15,1.6760906453116236e-19,4.490437982737592e-12,4.417919123112965e-26,5.4666164992417716e-08,2.9989060588243945e-08,6.229930199482088e-18,1.3184731148074384e-24,3.0952026706952756e-08,4.63375037792615e-06,9.003660115872231e-14,9.043113676288037e-17,3.731336371919386e-13,2.2712750231315185e-12,1.1534692196771096e-12,3.92171629625262e-08,1.0752116324722025e-16,5.7440331582920804e-15,6.629281957973071e-12,3.26258894599841e-13,7.554176410643293e-16,1.540882402196625e-14,6.852292856393818e-20,-1.9686310078251326e-21,8.378656383074253e-20,3.3274648216338593e-16,7.060160302628692e-19,4.476394627100399e-22
2.9967500099006884e-13,0.135789383521573,0.0,0.3371631877015854,0.031075062232635252,0.31940457314139853,0.35047851307888017,0.20701198679434119,0.09201754515548338,2.6217329883049014e-48,1.3163235418831558e-21,1.3988289370802495e-06,9.634735334924499e-17,2.044803976108722e-34,2.5245578750147063e-31,1.6316444210558978e-13,8.470611975576467e-25,1.6931324552726257e-18,8.794917533341956e-29,1.7063960091176e-13,1.027383352254203e-11,2.582745246924805e-45,5.215404325104959e-08,2.979172629083144e-29,1.7766826553501495e-20,1.913570316699257e-37,1.398848224675461e-06,2.0095141825705613e-34,6.500831818288789e-07,2.3085289515033572e-07,2.314093222898945e-07,1.9003163465111662e-07,1.5604182512202938e-07,8.462945744226739e-08,6.753387494630436e-08,7.419326375503611e-10,4.690674436882461e-06,1.2498095039261712e-11,2.8427669021115137e-09,4.410000190152123e-09,2.2405954849097214e-08,7.67414958125525e-08,1.0352464568238964e-12,4.911515520332378e-11,4.714091624284689e-10,7.015590351480808e-11,7.034476873804499e-17,2.9725083533798077e-15,1.703959525374897e-19,4.539617874454866e-12,4.564990531728064e-26,5.496342522285529e-08,3.013744025028834e-08,6.333687444186597e-18,1.3614798518175087e-24,3.112111091173986e-08,4.659064635133304e-06,9.101863711800287e-14,9.347611698990676e-17,3.8244724137346363e-13,2.296169731091395e-12,1.166418352302226e-12,3.9432880367016327e-08,1.089087150364289e-16,5.867720787725528e-15,6.701908688598413e-12,3.2983839025415284e-13,7.696648706694894e-16,1.5587903012144304e-14,6.964783266703938e-20,2.762397716077942e-21,8.089579366118416e-20,3.38480194396527e-16,7.3088337412317275e-19,4.739876548970422e-22
3.0130326390645105e-13,0.135789383521573,0.0,0.3371631779540298,0.031075061977123706,0.3194045454050342,0.35047847898664963,0.20701198555337114,0.09201754196041705,2.724208990947796e-48,1.3379108817138395e-21,1.4064292454478501e-06,9.794560664133486e-17,2.1019299378610696e-34,2.593848804468631e-31,1.6497369406070097e-13,8.635392395448652e-25,1.7115824674094993e-18,8.939057513896486e-29,1.7249415343010422e-13,1.032965562947106e-11,2.6536776485634226e-45,5.2437410841106205e-08,3.027998301993444e-29,1.805764608479903e-20,1.9660917589855346e-37,1.4064486849279144e-06,2.053505210532501e-34,6.532766520924155e-07,2.3203377642382247e-07,2.3277458934950182e-07,1.910400589021485e-07,1.5686255432570915e-07,8.511976090436366e-08,6.78849358892729e-08,7.50182993910018e-10,4.716160527977746e-06,1.270400901654816e-11,2.8738667960730088e-09,4.457350370088271e-09,2.2538253350331653e-08,7.715524384658021e-08,1.0408328798708855e-12,4.939242435283283e-11,4.760253061245538e-10,7.168237794873009e-11,7.12348948403551e-17,3.035649461689626e-15,1.7321385638646261e-19,4.5890654209499716e-12,4.7161220285224326e-26,5.526066366713384e-08,3.0285662882708005e-08,6.438601083111676e-18,1.4056250613163147e-24,3.129019491858742e-08,4.684378887525659e-06,9.200645941580726e-14,9.660507757987434e-17,3.919266247191652e-13,2.3212002420891903e-12,1.1794428286887777e-12,3.9648614417929004e-08,1.1030538706872936e-16,5.99329266880611e-15,6.774931038672936e-12,3.3343746922074346e-13,7.840809115709149e-16,1.5768126560363524e-14,7.078493410576184e-20,-4.115541174411403e-21,8.964583769180537e-20,3.442726352467e-16,7.564586762667748e-19,5.017113788495733e-22
3.0293152682283326e-13,0.135789383521573,0.0,0.33716316820964276,0.03107506172166738,0.31940451766889405,0.3504784448946808,0.2070119843126878,0.0920175387687728,2.83011084415417e-48,1.3597331850187765e-21,1.4140295524142084e-06,9.956163121180199e-17,2.1603353484532844e-34,2.6646524207521676e-31,1.667932994096626e-13,8.802526360877476e-25,1.7301324709769962e-18,9.084763826779765e-29,1.7435867737722186e-13,1.03854777359655e-11,2.7261600273886058e-45,5.2720778348310795e-08,3.077354550720355e-29,1.8351618040978154e-20,2.019759798868247e-37,1.4140491442688363e-06,2.0982141409683877e-34,6.564667007520614e-07,2.3321389540924379e-07,2.3414098769069016e-07,1.9204822677516996e-07,1.5768299680312735e-07,8.561035065784195e-08,6.823583456884178e-08,7.584805223849668e-10,4.741646615227031e-06,1.2912182706367092e-11,2.905136895034159e-09,4.5049460145048046e-09,2.267067072692753e-08,7.756895724369474e-08,1.0464188352963012e-12,4.966967138293009e-11,4.806521616462514e-10,7.32325924205792e-11,7.213072260383221e-17,3.099734093613768e-15,1.760629544793991e-19,4.638780619097799e-12,4.871402884860646e-26,5.555788022400783e-08,3.043372865376923e-08,6.544677737602315e-18,1.4509316743635379e-24,3.1459278725579963e-08,4.709693135103248e-06,9.300012136343638e-14,9.981988082707228e-17,4.0157365048090017e-13,2.346366557977462e-12,1.192542694196551e-12,3.986436512509976e-08,1.1171117793431726e-16,6.120764593434049e-15,6.848349007466037e-12,3.3705613237921525e-13,7.986663092136006e-16,1.5949496521793396e-14,7.193429828251384e-20,6.379274622166367e-21,8.105410252927881e-20,3.5012410205271025e-16,7.827574918013847e-19,5.308734491978599e-22
3.045597897392155e-13,0.135789383521573,0.0,0.3371631584684213,0.031075061466266225,0.31940448993297793,0.3504784108029737,0.2070119830722911,0.09201753558054704,2.939533955591805e-48,1.381791729614682e-21,1.421629857979333e-06,1.0119552925020187e-16,2.220041887547322e-34,2.7369933419838016e-31,1.6862326496244573e-13,8.972035684969917e-25,1.7487824661497644e-18,9.232044936538153e-29,1.762331719183378e-13,1.0441299842025429e-11,2.8002176479255288e-45,5.3004145772671587e-08,3.127244242520141e-29,1.864875933119683e-20,2.0745930966967226e-37,1.4216496026979389e-06,2.1436487302399437e-34,6.596533314740016e-07,2.3439325259898926e-07,2.355085167605886e-07,1.9305613833533828e-07,1.5850315265445214e-07,8.610122600730038e-08,6.858657112807389e-08,7.668252444873507e-10,4.767132698630454e-06,1.312262863955667e-11,2.9365772100480828e-09,4.552787010167046e-09,2.280320704792251e-08,7.798263600680318e-08,1.0520043231394402e-12,4.99468962968016e-11,4.852895141345495e-10,7.480675694546381e-11,7.303225139028478e-17,3.164769852089692e-15,1.7894342533860587e-19,4.688763465773277e-12,5.0309238357936216e-26,5.585507479238702e-08,3.0581637731562076e-08,6.651924031943442e-18,1.4974229269742555e-24,3.162836233079094e-08,4.735007377866106e-06,9.399967627952077e-14,1.03122421993935e-16,4.113901929139066e-13,2.3716686806087678e-12,1.2057179940788627e-12,4.008013249833999e-08,1.131260861931721e-16,6.2501523386176045e-15,6.922162594247161e-12,3.4069438061489184e-13,8.1342159624028e-16,1.6132014751958958e-14,7.309598909462638e-20,-1.009151306297986e-20,9.946097827654719e-20,3.5603489513095155e-16,8.097956254437537e-19,5.615391440973321e-22
3.061880526555977e-13,0.135789383521573,0.0,0.337163148730362,0.03107506121092017,0.3194044621972858,0.3504783767115283,0.207011981832181,0.09201753239573604,3.0525758625173204e-48,1.4040877934439778e-21,1.4292301621432326e-06,1.0284740300367296e-16,2.28107148588012e-34,2.810896451177326e-31,1.7046359754350355e-13,9.143942277783612e-25,1.767532453102451e-18,9.380909307717817e-29,1.781176362187469e-13,1.0497121947650919e-11,2.8758760474033584e-45,5.3287513114196844e-08,3.177670244648954e-29,1.894908686325936e-20,2.1306105136116425e-37,1.4292500602149333e-06,2.189816776071327e-34,6.628365479204992e-07,2.3557184848513176e-07,2.3687717600665536e-07,1.9406379364779441e-07,1.593230219798167e-07,8.65923862578923e-08,6.893714570986647e-08,7.75217181647919e-10,4.792618778188145e-06,1.3335359349535547e-11,2.968187752057319e-09,4.6008732439398915e-09,2.293586238218663e-08,7.839628013881233e-08,1.057589343439597e-12,5.022409909755528e-11,4.899371488360876e-10,7.6405081536385e-11,7.393948055630774e-17,3.2307643286432966e-15,1.8185544760772263e-19,4.739013957851381e-12,5.194777097280364e-26,5.61522472713364e-08,3.072939028400037e-08,6.760346593351356e-18,1.5451223618927445e-24,3.179744573228281e-08,4.760321615814269e-06,9.500517750083452e-14,1.0651462980991989e-16,4.2137813728088327e-13,2.3971066118356675e-12,1.2189687734825468e-12,4.0295916547437055e-08,1.1455011037582585e-16,6.3814716652370516e-15,6.9963717982858065e-12,3.443522148046698e-13,8.283472924335022e-16,1.6315683106740127e-14,7.427007276484843e-20,1.7164800923955072e-20,7.417124018224887e-20,3.620053177717457e-16,8.37589134582249e-19,5.937762885764324e-22
