Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27)
3.6199240463237133e-10,0.12058130662282415,0.0,0.2983698580303549,0.031075110263184432,0.31916254520426773,0.35000417042846477,0.20700929791184186,0.09203217730694187,0.0,7.390773205371094e-13,0.0004735025307085469,1.6451252233883285e-10,0.0,2.8289080391439265e-28,3.602955319729136e-05,5.8840690821816306e-24,7.848908985965684e-16,8.202772290410093e-22,1.0750012767104985e-17,6.171139613984408e-10,5.92657525123117e-34,3.020659829687888e-06,7.832168522438809e-23,6.039677434001143e-23,2.759083264722228e-34,0.00047035799502718957,2.9226938801197406e-26,3.6150640425209893e-06,5.854496585536195e-06,0.0005692857319524612,7.119015854179288e-06,2.9216512587336346e-06,7.741600261856823e-06,2.38590410110768e-06,7.845546208999072e-06,3.897750086812343e-06,0.00020787474487324502,1.3922534070389563e-05,0.00020496002490691823
3.636811964850503e-10,0.12058130662282415,0.0,0.2983662537861771,0.031075110263184432,0.3191615306312168,0.35000196304402603,0.20700929794466727,0.09203235722304925,0.0,7.49337430269446e-13,0.00047571004578143925,1.668219214188288e-10,0.0,2.9224537226523774e-28,3.6477017125137554e-05,6.0223355504708494e-24,7.922823974167193e-16,8.318112703798722e-22,1.090088318113237e-17,6.199929555343467e-10,6.066108880997167e-34,3.0346453883886183e-06,7.942286734135657e-23,6.181560819233129e-23,2.840397071197778e-34,0.000472535755392814,2.977697076335924e-26,3.6150782851530383e-06,5.859219277586128e-06,0.0005710478460846309,7.118882910606473e-06,2.921615554328147e-06,7.735736769380956e-06,2.3920142889476226e-06,7.838992897288685e-06,3.91994388558221e-06,0.00020887861300048876,1.3918739307473542e-05,0.00020580381991793791
3.653699883377293e-10,0.12058130662282415,0.0,0.2983626617114756,0.031075110263184432,0.3191605167754099,0.34999975567320046,0.20700929797737222,0.09203253814666398,0.0,7.59683014183853e-13,0.0004779175469216085,1.6915277886801657e-10,0.0,3.018637070441238e-28,3.692724169442107e-05,6.163186638690097e-24,7.997091135705394e-16,8.434529288106572e-22,1.1053155925680752e-17,6.228719495794645e-10,6.208258269795834e-34,3.0486293982998146e-06,8.053432198831571e-23,6.32609520647901e-23,2.9237250541463114e-34,0.0004747133628308928,3.0334737439697645e-26,3.615092905148011e-06,5.863908663890781e-06,0.000572800219270975,7.118750265098499e-06,2.9215799703864267e-06,7.72991377609324e-06,2.398131801134447e-06,7.832484309507385e-06,3.942174721263693e-06,0.00020988158940620516,1.391503006772139e-05,0.00020664593255912645
3.6705878019040826e-10,0.12058130662282415,0.0,0.29835908176682036,0.031075110263184432,0.31915950363165313,0.34999754831598906,0.2070092980099571,0.09203272007825264,0.0,7.701142743319848e-13,0.00048012503412903275,1.7150519265520012e-10,0.0,3.1175197206400677e-28,3.738022002084226e-05,6.306658345913266e-24,8.07171056445239e-16,8.552027040479298e-22,1.120683743822103e-17,6.257509435335257e-10,6.353060021874658e-34,3.062611852081658e-06,8.165609684165883e-23,6.473317487826848e-23,3.0091077977362145e-34,0.0004768908173558815,3.0900311181092907e-26,3.615107900351847e-06,5.868564955221031e-06,0.000574542880715032,7.118617916731693e-06,2.921544506526594e-06,7.724131027924143e-06,2.4042563795418727e-06,7.826020173803858e-06,3.964442591058973e-06,0.00021088367997968796,1.3911405973870101e-05,0.00020748636812189248
3.6874757204308723e-10,0.12058130662282415,0.0,0.29835551391266774,0.031075110263184432,0.3191584911947848,0.3499953409723925,0.20700929804242224,0.09203290301825408,0.0,7.806314113835938e-13,0.00048233250740368984,1.7387926072607134e-10,0.0,3.2191644567064318e-28,3.7835945126112084e-05,6.452787002381439e-24,8.14668235448503e-16,8.670610958060284e-22,1.136193415554134e-17,6.286299373962624e-10,6.500551081349249e-34,3.076592742419716e-06,8.278823957759985e-23,6.623264894094823e-23,3.09658652019132e-34,0.0004790681189821268,3.1473764678533266e-26,3.6151232686099912e-06,5.873188361096422e-06,0.0005762758597724701,7.1184858645791716e-06,2.9215091623655586e-06,7.718388272291529e-06,2.410387768851203e-06,7.819600219499736e-06,3.9867474921703055e-06,0.00021188489058590035,1.3907866638897489e-05,0.00020832513188863238
3.704363638957662e-10,0.12058130662282415,0.0,0.29835195810936405,0.031075110263184432,0.3191574794596762,0.34999313364241164,0.2070092980747681,0.09203308696707947,0.0,7.912346246372249e-13,0.00048453996674555793,1.762750810031267e-10,0.0,3.323635223268304e-28,3.829440993953126e-05,6.6016092709911916e-24,8.222006600083347e-16,8.790286037990665e-22,1.1518452513747131e-17,6.315089311674057e-10,6.650768733773294e-34,3.0905720620250457e-06,8.393079787217382e-23,6.775974996343149e-23,3.1862030809045058e-34,0.00048124526772386856,3.205517096316109e-26,3.615139007767537e-06,5.877779089791865e-06,0.0005779991859478327,7.1183541077109274e-06,2.9214739375190496e-06,7.712685258092896e-06,2.416525716535238e-06,7.813224177108712e-06,4.00908942180003e-06,0.00021288522706510728,1.390441166656373e-05,0.00020916222913285694
3.721251557484452e-10,0.12058130662282415,0.0,0.2983484143171481,0.031075110263184432,0.31915646842123063,0.3499909263260475,0.207009298106995,0.09203327192511222,0.0,8.019241120308656e-13,0.00048674741215461485,1.7869275138558378e-10,0.0,3.430997142110842e-28,3.8755607299559874e-05,6.75316214878255e-24,8.297683395729015e-16,8.911057277409303e-22,1.1676398948261161e-17,6.343879248466879e-10,6.8037506077085104e-34,3.1045498036343146e-06,8.508381940123781e-23,6.931485707385504e-23,3.277999987600986e-34,0.0004834222635952402,3.264460340631909e-26,3.615155115669361e-06,5.882337348344341e-06,0.0005797128888913099,7.118222645193891e-06,2.921438831601644e-06,7.707021735697563e-06,2.4226699728420596e-06,7.806891778353946e-06,4.03146837715056e-06,0.00021388469523253052,1.3901040651931334e-05,0.0002099976651193143
3.7381394760112415e-10,0.12058130662282415,0.0,0.29834488249615443,0.031075110263184432,0.3191554580743837,0.34998871902330075,0.20700929813910338,0.09203345789270832,0.0,8.127000701525555e-13,0.0004889548436308388,1.811323697492982e-10,0.0,3.5413165283081714e-28,3.921952995537759e-05,6.907482968426552e-24,8.373712836103785e-16,9.032929673452783e-22,1.1835779893823561e-17,6.372669184338405e-10,6.959534676294592e-34,3.1185259600098976e-06,8.624735184047152e-23,7.089835283299942e-23,3.37202040355148e-34,0.0004855991066102702,3.3242135719596563e-26,3.6151715901602783e-06,5.886863342559609e-06,0.0005814169983955405,7.1180914760920145e-06,2.921403844226796e-06,7.701397456938907e-06,2.42882029077868e-06,7.800602756183915e-06,4.053884355424391e-06,0.00021488330087802445,1.38977531818644e-05,0.00021083144510410922
3.7550273945380313e-10,0.12058130662282415,0.0,0.29834136260641586,0.031075110263184432,0.3191544484141027,0.34998651173417233,0.2070092981710936,0.09203364487019612,0.0,8.235626942509468e-13,0.0004911622611742077,1.8359403394668133e-10,0.0,3.65466090650083e-28,3.968617056843418e-05,7.064609399712467e-24,8.450095016087919e-16,9.155908223255388e-22,1.1996601784491835e-17,6.401459119285956e-10,7.118159258819138e-34,3.1325005239399897e-06,8.742144286537811e-23,7.251062324939353e-23,3.4683081548353843e-34,0.00048777579678288324,3.3847841954875635e-26,3.6151884290851797e-06,5.8913572770189074e-06,0.0005831115443924453,7.1179605994663494e-06,2.9213689750068655e-06,7.695812175106543e-06,2.4349764260945765e-06,7.794356844786839e-06,4.076337353824088e-06,0.00021588104976577244,1.3894548835507982e-05,0.000211663574334818
3.771915313064821e-10,0.12058130662282415,0.0,0.2983378546078664,0.031075110263184432,0.3191534394353867,0.34998430445866313,0.20700929820296604,0.0920338328578766,0.0,8.345121782458274e-13,0.0004933696647846998,1.8607784180661882e-10,0.0,3.771099027319478e-28,4.015552171399049e-05,7.224579451034647e-24,8.526830030758641e-16,9.279997923949115e-22,1.215887105364092e-17,6.430249053306846e-10,7.279663022287595e-34,3.146473488238708e-06,8.860614015128485e-23,7.415205779441392e-23,3.5669077376541157e-34,0.0004899523341269007,3.4461796504377534e-26,3.6152056302891745e-06,5.895819355085649e-06,0.0005847965569500835,7.117830014375106e-06,2.9213342235531456e-06,7.690265644938563e-06,2.441138137265121e-06,7.788153779603618e-06,4.09882736955229e-06,0.00021687794763400266,1.3891427184748275e-05,0.00021249405805059976
3.788803231591611e-10,0.12058130662282415,0.0,0.29833435846034445,0.031075110263184432,0.31915243113326663,0.34998209719677403,0.2070092982347211,0.09203402185602348,0.0,8.455487147385956e-13,0.0004955770544622932,1.8858389113438892e-10,0.0,3.8907008839555387e-28,4.06275758826496e-05,7.387431470879001e-24,8.603917975388558e-16,9.405203772663642e-22,1.2322594133963187e-17,6.459038986398398e-10,7.444084982993176e-34,3.1604448457461867e-06,8.980149137334382e-23,7.582304941737932e-23,3.667864325694757e-34,0.000492128718656043,3.508407410070877e-26,3.6152231916177357e-06,5.900249778912104e-06,0.0005864720662695416,7.117699719873735e-06,2.921299589475897e-06,7.684757622613728e-06,2.4473051854749025e-06,7.781993297339625e-06,4.1213543998117095e-06,0.00021787400019472304,1.3888387794654363e-05,0.0002133229014823038
3.8056911501184005e-10,0.12058130662282415,0.0,0.29833087412359505,0.031075110263184432,0.3191514235028043,0.34997988994850576,0.2070092982663592,0.09203421186488309,0.0,8.566724950226951e-13,0.0004977844302069658,1.9111227971158218e-10,0.0,4.0135377288793914e-28,4.1102325481878205e-05,7.553204149309116e-24,8.681358945444097e-16,9.53153076652633e-22,1.2487777457468504e-17,6.487828918557927e-10,7.611464508086789e-34,3.174414589328679e-06,9.10075442065327e-23,7.752399456064036e-23,3.771223777544183e-34,0.0004943049503839296,3.571474981690753e-26,3.6152411109168407e-06,5.904648749446081e-06,0.0005881381026818458,7.1175697150149965e-06,2.92126507238437e-06,7.679287865743709e-06,2.4534773346009695e-06,7.77587513597515e-06,4.1439184418051265e-06,0.0002188692131334734,1.3885430223902273e-05,0.00021415010985257292
3.8225790686451903e-10,0.12058130662282415,0.0,0.2983274015572733,0.031075110263184432,0.3191504165390931,0.3499776827138594,0.20700929829788067,0.09203440288467472,0.0,8.678837090940046e-13,0.0004999917920186958,1.9366310529602107e-10,0.0,4.139682090706738e-28,4.157976283751806e-05,7.721936519452008e-24,8.759153036583938e-16,9.658983902662207e-22,1.2654427455484247e-17,6.516618849782752e-10,7.781841317146938e-34,3.1883827118786505e-06,9.222434632565552e-23,7.925529317466417e-23,3.877032644153788e-34,0.0004964810293240801,3.635389906648986e-26,3.615259386033114e-06,5.909016466437594e-06,0.0005897946966449043,7.117439998849035e-06,2.9212306718868347e-06,7.673856133365308e-06,2.4596543511959793e-06,7.769799034774802e-06,4.16651949273539e-06,0.00021986359210909517,1.3882554025181934e-05,0.000214975688375943
3.83946698717198e-10,0.12058130662282415,0.0,0.29832394072094653,0.031075110263184432,0.31914941023725707,0.3499754754928357,0.207009298329286,0.09203459491559055,0.0,8.791825456611851e-13,0.0005021991398974618,1.9623646562168031e-10,0.0,4.2692077912138055e-28,4.205988019528768e-05,7.893667958983502e-24,8.837300344657428e-16,9.787568178193971e-22,1.282255055865532e-17,6.545408780070193e-10,7.955255483749643e-34,3.202349206314873e-06,9.345194540534327e-23,8.101734873311424e-23,3.985338176354988e-34,0.0004986569554899161,3.7001597603496054e-26,3.6152780148139716e-06,5.913353128445508e-06,0.0005914418787404741,7.117310570423444e-06,2.9211963875906117e-06,7.668462185932735e-06,2.4658360044712793e-06,7.763764734295801e-06,4.189157549805417e-06,0.00022085714275351789,1.3879758745587791e-05,0.00021579964225893882
3.85635490569877e-10,0.12058130662282415,0.0,0.29832049157409724,0.031075110263184432,0.31914840459245136,0.3499732682854356,0.20700929836057547,0.09203478795779582,0.0,8.905691921559843e-13,0.0005044064738432417,1.9883245839860803e-10,0.0,4.402189962502001e-28,4.2542669722273705e-05,8.068438191613286e-24,8.91580096570302e-16,9.917288590241959e-22,1.2992153196944216e-17,6.574198709417568e-10,8.131747437038325e-34,3.2163140655825127e-06,9.469038912005476e-23,8.281056824792513e-23,4.096188332425637e-34,0.0005008327288947618,3.7657921522536893e-26,3.6152969951077597e-06,5.917658932844184e-06,0.0005930796796711536,7.117181428783337e-06,2.921162219102094e-06,7.663105785309832e-06,2.4720220662799118e-06,7.757771976395288e-06,4.211832610218188e-06,0.00022184987067156057,1.3877043926993602e-05,0.00021662197670016526
3.8732428242255595e-10,0.12058130662282415,0.0,0.2983170540761263,0.031075110263184432,0.31914739959986144,0.3499710610916599,0.20700929839174959,0.0920349820114289,0.0,9.020438347434973e-13,0.0005066137938560136,2.0145118131284706e-10,0.0,4.538705064312641e-28,4.3028123508412545e-05,8.246287288569534e-24,8.994654995946687e-16,1.0048150135924155e-21,1.316324179963101e-17,6.602988637822194e-10,8.311357963293725e-34,3.2302772826532197e-06,9.593972514407721e-23,8.463536228437265e-23,4.209631785707509e-34,0.0005030083495518451,3.8322947258840004e-26,3.615316324763894e-06,5.921934075830089e-06,0.0005947081302574014,7.117052572971421e-06,2.9211281660267804e-06,7.657786694762378e-06,2.4782123110995655e-06,7.751820504236703e-06,4.234544671176744e-06,0.00022284178144074899,1.3874409106412077e-05,0.00021744269689039593
3.8901307427523493e-10,0.12058130662282415,0.0,0.29831362818635493,0.031075110263184432,0.31914639525470356,0.3499688539115095,0.2070092984228086,0.09203517707660147,0.0,9.13606658332385e-13,0.0005088210999357558,2.0409273202635701e-10,0.0,4.678830901492433e-28,4.351623356796163e-05,8.427255670083235e-24,9.073862531800358e-16,1.0180157812356177e-21,1.3335822795313416e-17,6.631778565281393e-10,8.494128207503775e-34,3.24423885052521e-06,9.72000011515271e-23,8.649214497613868e-23,4.325717932275003e-34,0.0005051838174742985,3.8996751588296193e-26,3.6153360016330068e-06,5.926178752428403e-06,0.000596327261434582,7.116924002028062e-06,2.921094227969299e-06,7.6525046789504e-06,2.4844065160154603e-06,7.745910062295283e-06,4.257293729884196e-06,0.00022383288061114722,1.387185381633996e-05,0.00021826180801265708
3.907018661279139e-10,0.12058130662282415,0.0,0.29831021386402773,0.031075110263184432,0.31914539155222393,0.34996664674498534,0.20700929845375302,0.09203537315339846,0.0,9.252578465850499e-13,0.0005110283920824468,2.067572081769368e-10,0.0,4.822646641610273e-28,4.400699184096062e-05,8.611384106872114e-24,9.153423669860315e-16,1.0313316616651255e-21,1.3509902611906799e-17,6.660568491792482e-10,8.680099674933487e-34,3.2581987622233515e-06,9.847126481635079e-23,8.838133404037131e-23,4.444496898655211e-34,0.0005073591326751602,3.967941162750576e-26,3.6153560235670813e-06,5.930393156499602e-06,0.0005979371042500339,7.11679571499135e-06,2.921060404533434e-06,7.647259503920454e-06,2.4906044607031987e-06,7.740040396362733e-06,4.280079783543709e-06,0.00022482317370520254,1.3869377585089032e-05,0.00021907931524230774
3.923906579805929e-10,0.12058130662282415,0.0,0.2983068110683155,0.031075110263184432,0.31914438848769916,0.3499644395920884,0.20700929848458324,0.09203557024187842,0.0,9.36997581927766e-13,0.0005132356702960649,2.094447073781477e-10,0.0,4.970232832726073e-28,4.450039019468232e-05,8.798713721624207e-24,9.233338506905638e-16,1.0447631545920236e-21,1.3685487676644205e-17,6.689358417352781e-10,8.869314232694833e-34,3.2721570107992432e-06,9.975356381232528e-23,9.030335079274012e-23,4.566019549599511e-34,0.0005095342951673757,4.037100483382492e-26,3.6153763884195926e-06,5.93457748074602e-06,0.0005995376898601625,7.116667710897176e-06,2.9210266953221567e-06,7.64205093709801e-06,2.496805927411555e-06,7.734211253551159e-06,4.302902829358512e-06,0.00022581266621760432,1.386697993710366e-05,0.00021989522374711665
3.9407944983327185e-10,0.12058130662282415,0.0,0.2983034197583177,0.031075110263184432,0.31914338605643544,0.3499622324528194,0.20700929851529962,0.09203576834207344,0.0,9.488260455607705e-13,0.0005154429345765882,2.12155327219237e-10,0.0,5.121671421312171e-28,4.499642042507335e-05,8.989285990481075e-24,9.313607139896612e-16,1.0583107597271579e-21,1.3862584416076399e-17,6.718148341959612e-10,9.061814111316614e-34,3.2861135893312943e-06,1.0104694581305897e-22,9.225862016248634e-23,4.690337495906816e-34,0.0005117093049637982,4.1071609005412106e-26,3.6153970940456483e-06,5.938731916718379e-06,0.0006011290495275605,7.116539988779287e-06,2.9209930999376474e-06,7.636878747279789e-06,2.5030107009452387e-06,7.728422382296253e-06,4.325762864531887e-06,0.00022680136361515505,1.3864660393265344e-05,0.00022070953868733514
3.957682416859508e-10,0.12058130662282415,0.0,0.2983000398930648,0.031075110263184432,0.31914238425376873,0.34996002532717924,0.20700929854590255,0.09203596745398933,0.0,9.607434174683082e-13,0.0005176501849239951,2.148891652650624e-10,0.0,5.27704577032802e-28,4.549507425818433e-05,9.183142744520655e-24,9.394229665973146e-16,1.0719749767811312e-21,1.404119925607188e-17,6.746938265610291e-10,9.257641906314329e-34,3.300068490924797e-06,1.0235145849199239e-22,9.424757070746831e-23,4.817503102298657e-34,0.0005138841620771898,4.178130228127437e-26,3.6154181383021287e-06,5.942856654822315e-06,0.0006027112146181492,7.11641254766936e-06,2.920959617981325e-06,7.631742704626156e-06,2.509218568647616e-06,7.722673532359817e-06,4.348659886267179e-06,0.00022778927133665383,1.386241847118477e-05,0.00022152226521576627
3.974570335386298e-10,0.12058130662282415,0.0,0.29829667143152166,0.031075110263184432,0.31914138307506484,0.34995781821516886,0.2070092985763925,0.09203616757760576,0.0,9.727498764286358e-13,0.000519857421338264,2.1764631905601612e-10,0.0,5.436440677448761e-28,4.599634335158989e-05,9.380326171239746e-24,9.475206182453189e-16,1.0857563054643067e-21,1.4221338621816906e-17,6.77572818830214e-10,9.456840579760034e-34,3.3140217087120035e-06,1.0366714952239874e-22,9.627063462920178e-23,4.9475694953462305e-34,0.0005160588665202224,4.250016314131379e-26,3.6154395190478197e-06,5.9469518843248595e-06,0.0006042842165983448,7.116285386597066e-06,2.920926249053868e-06,7.626642580653563e-06,2.515429320383409e-06,7.716964454831665e-06,4.371593891767781e-06,0.0002287763947927914,1.3860253685481897e-05,0.0002223334084778305
3.991458253913088e-10,0.12058130662282415,0.0,0.2982933143325892,0.031075110263184432,0.3191403825157185,0.34995561111678913,0.20700929860676978,0.09203636871287633,0.0,9.848456000239812e-13,0.0005220646438193735,2.2042688610795085e-10,0.0,5.599942393448295e-28,4.650021929579797e-05,9.580878816036136e-24,9.55653678683116e-16,1.099655245486804e-21,1.4403008937815546e-17,6.804518110032478e-10,9.6594534618522e-34,3.327973235852192e-06,1.04994066577385e-22,9.832824778789562e-23,5.0805905714495645e-34,0.0005182334183054796,4.322827040637388e-26,3.615461234143554e-06,5.951017793360919e-06,0.0006058480870322485,7.116158504590135e-06,2.9208929927552504e-06,7.6215781482269506e-06,2.521642748521372e-06,7.711294902130932e-06,4.394564878237147e-06,0.00022976273936605628,1.3858165548054483e-05,0.000223142973611628
4.0083461724398775e-10,0.12058130662282415,0.0,0.29828996855510787,0.031075110263184432,0.3191393825711543,0.3499534040320411,0.20700929863703488,0.09203657085972888,0.0,9.970307646504617e-13,0.0005242718523673016,2.2323096391210506e-10,0.0,5.767638640737524e-28,4.700669361564896e-05,9.784843583690376e-24,9.638221576776353e-16,1.1136722965584987e-21,1.458621662788967e-17,6.833308030798624e-10,9.865524252485556e-34,3.341923065531743e-06,1.0633225732989217e-22,1.0042084971748217e-22,5.216621004868941e-34,0.0005204078174454561,4.396570323828597e-26,3.615483281452346e-06,5.955054568939702e-06,0.0006074028575788612,7.116031900674424e-06,2.9208598486847557e-06,7.616549181552261e-06,2.5278586479169335e-06,7.705664628006839e-06,4.417572842878778e-06,0.00023074831041065147,1.3856153568335483e-05,0.0002239509657479965
4.025234090966667e-10,0.12058130662282415,0.0,0.2982866340578594,0.031075110263184432,0.3191383832368251,0.3499511969609255,0.20700929866718812,0.09203677401806536,0.0,1.0093055455279578e-12,0.0005264790469820272,2.2605864993502957e-10,0.0,5.939618632058363e-28,4.751575777170399e-05,9.99226373984717e-24,9.720260650131352e-16,1.127807958389022e-21,1.4770968115178992e-17,6.862097950597899e-10,1.007509702282094e-33,3.355871190964198e-06,1.076817694526964e-22,1.0254888364064317e-22,5.355716255808767e-34,0.0005225820639525603,4.4712541139915675e-26,3.615505658839529e-06,5.959062396951144e-06,0.0006089485599893185,7.115905573873973e-06,2.920826816441013e-06,7.611555456168921e-06,2.534076815894841e-06,7.700073387538924e-06,4.440617782896232e-06,0.00023173311325242187,1.3854217253539814e-05,0.00022475739001056723
4.042122009493457e-10,0.12058130662282415,0.0,0.2982833107995698,0.031075110263184432,0.31913738450821316,0.3499489899034433,0.20700929869722992,0.09203697818776219,0.0,1.0216701167099435e-12,0.0005286862276635284,2.2891004161851425e-10,0.0,6.115973089334157e-28,4.802740316162278e-05,1.0203182912496435e-23,9.80265410491047e-16,1.1420627306877594e-21,1.4957269822141102e-17,6.890887869427624e-10,1.0288216216855132e-33,3.369817605390331e-06,1.0904265061840946e-22,1.0471279648383044e-22,5.4979325785539895e-34,0.0005247561578391143,4.546886395520926e-26,3.6155283641728937e-06,5.963041462172283e-06,0.0006104852261041516,7.1157795232110815e-06,2.9207938956220144e-06,7.606596748942374e-06,2.540297052231789e-06,7.694520937136848e-06,4.463699695493112e-06,0.00023271715318879074,1.385235610890081e-05,0.00022556225151581583
4.0590099280202467e-10,0.12058130662282415,0.0,0.29827999873891176,0.031075110263184432,0.3191363863808293,0.34994678285959535,0.20700929872716076,0.09203718336867024,0.0,1.0341246510932758e-12,0.0005308933944117839,2.317852363795155e-10,0.0,6.296794262677164e-28,4.854162112153102e-05,1.0417645093453989e-23,9.885402039298154e-16,1.1564371131638494e-21,1.514512817055149e-17,6.919677787285121e-10,1.0504926652990678e-33,3.3837623020782035e-06,1.1041494849947957e-22,1.0691303889228164e-22,5.643327029659246e-34,0.0005269300991173553,4.623475186924021e-26,3.615551395322812e-06,5.966991948273627e-06,0.0006120128878505708,7.11565374770636e-06,2.920761085825147e-06,7.601672838056658e-06,2.54651915913903e-06,7.689007034539674e-06,4.486818577873073e-06,0.000233700435488706,1.3850569637896841e-05,0.00022636555537311075
4.0758978465470365e-10,0.12058130662282415,0.0,0.2982766978345073,0.031075110263184432,0.31913538885021264,0.34994457582938254,0.20700929875698096,0.09203738956061511,0.0,1.0466693204279387e-12,0.0005331005472267726,2.346843316100841e-10,0.0,6.482175949553682e-28,4.905840292737684e-05,1.0635694639841864e-23,9.968504551647393e-16,1.1709316055261834e-21,1.5334549581503578e-17,6.948467704167708e-10,1.072527352560574e-33,3.397705274323231e-06,1.1179871076819214e-22,1.0915006524503134e-22,5.791957476190859e-34,0.0005291038877994363,4.701028540825558e-26,3.615574750162382e-06,5.970914037825476e-06,0.0006135315772397693,7.115528246378799e-06,2.920728386647212e-06,7.596783503006993e-06,2.5527429412449915e-06,7.683531438814795e-06,4.509974427239814e-06,0.00023468296539259543,1.3848857342468405e-05,0.00022716730668475812
4.092785765073826e-10,0.12058130662282415,0.0,0.29827340804492974,0.031075110263184432,0.319134391911931,0.34994236881280594,0.20700929878669092,0.09203759676339722,0.0,1.059304295326745e-12,0.0005353076861084724,2.3760742467729397e-10,0.0,6.6722135141075e-28,4.957773979627684e-05,1.0857376275568285e-23,1.0051961740478162e-15,1.185546707483404e-21,1.5525540475408693e-17,6.977257620072708e-10,1.0949302406623896e-33,3.411646515448235e-06,1.1319398509667038e-22,1.1142433366991708e-22,5.943882604021894e-34,0.0005312775238974281,4.779554543972253e-26,3.6155984265675563e-06,5.974807912304226e-06,0.0006150413263642524,7.115403018245832e-06,2.920695797684452e-06,7.591928524592413e-06,2.558968205577887e-06,7.678093910356452e-06,4.533167240797088e-06,0.00023566474811233013,1.3847218723226113e-05,0.0002279675105460431
4.109673683600616e-10,0.12058130662282415,0.0,0.29827012932870683,0.031075110263184432,0.31913339556158016,0.34994016180986626,0.20700929881629104,0.0920378049767919,0.0,1.072029745274994e-12,0.0005375148110568621,2.4055461292317064e-10,0.0,6.867003906642267e-28,5.009962288785123e-05,1.1082735092807282e-23,1.0135773704475838e-15,1.2002829187439042e-21,1.5718107271996175e-17,7.00604753499744e-10,1.117705924708396e-33,3.4255860188035033e-06,1.1460081915687626e-22,1.1373630605858022e-22,6.099161926180338e-34,0.0005334510074233183,4.859061317237478e-26,3.615622422417272e-06,5.978673752098635e-06,0.0006165421673951886,7.1152780623233935e-06,2.920663318532579e-06,7.58710768490843e-06,2.5651947615483335e-06,7.672694210883874e-06,4.5563970157486865e-06,0.0002366457888311965,1.3845653279649869e-05,0.0002287661720452687
4.1265616021274057e-10,0.12058130662282415,0.0,0.29826686164432287,0.031075110263184432,0.3191323997947838,0.34993795482056445,0.20700929884578181,0.0920380142005496,0.0,1.0848458386400891e-12,0.0005397219220719205,2.435259936646216e-10,0.0,7.0666456832634385e-28,5.062404330554837e-05,1.1311816553477929e-23,1.0219940542489598e-15,1.215140739015826e-21,1.5912256390313333e-17,7.034837448939226e-10,1.1408590378709804e-33,3.4395237777668414e-06,1.1601926062061087e-22,1.1608644808146253e-22,6.257855791250624e-34,0.0005356243383890144,4.939557015625912e-26,3.615646735593586e-06,5.982511736516066e-06,0.0006180341325797808,7.115153377625982e-06,2.920630948786792e-06,7.582320767339744e-06,2.5714224209319705e-06,7.667332103439089e-06,4.579663749298446e-06,0.0002376260927038759,1.3844160510279626e-05,0.0002295632962637903
4.1434495206541955e-10,0.12058130662282415,0.0,0.298263604950221,0.031075110263184432,0.3191314046071939,0.34993574784490156,0.20700929887516353,0.09203822443439612,0.0,1.0977527426811072e-12,0.000541929019153626,2.4652166419336533e-10,0.0,7.271239025680403e-28,5.115099209795842e-05,1.1544666490723244e-23,1.0304462353530883e-15,1.2301206680070606e-21,1.6107994248725515e-17,7.063627361895388e-10,1.1643942515480147e-33,3.453459785743622e-06,1.174493571595154e-22,1.184752292027971e-22,6.420025391828624e-34,0.0005377975168063431,5.021049828278192e-26,3.615671363981802e-06,5.986322043788693e-06,0.0006195172542386626,7.115028963166726e-06,2.9205986880418086e-06,7.577567556552958e-06,2.5776509978520918e-06,7.66200735238444e-06,4.602967438650251e-06,0.000238605664856432,1.3842739912898035e-05,0.0002303588882760479
4.160337439180985e-10,0.12058130662282415,0.0,0.29826035920480587,0.031075110263184432,0.31913040999448966,0.3499335408828783,0.2070092989044367,0.09203843567803259,0.0,1.1107506235583272e-12,0.0005441361023019572,2.4954172177586285e-10,0.0,7.480885761169443e-28,5.168046026011634e-05,1.1781331110388722e-23,1.0389339236771789e-15,1.2452232054252461e-21,1.6305327264916098e-17,7.092417273863245e-10,1.1883162755198364e-33,3.4673940361668384e-06,1.1889115644507193e-22,1.2090312269559492e-22,6.585732773030242e-34,0.0005399705426870526,5.103547978475565e-26,3.6156963054706026e-06,5.990104851079675e-06,0.0006209915647633149,7.114904817957434e-06,2.9205665358918845e-06,7.572847838489364e-06,2.583880308762282e-06,7.656719723399767e-06,4.6263080810080215e-06,0.0002395845103863046,1.3841390984705234e-05,0.00023115295314959534
