Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202)
2.6521693393499502e-11,0.11302162890393913,0.0,0.28054073203221375,0.031072820142310373,0.3193851434315812,0.3504612412460495,0.2070027689751715,0.0920145869539488,0.0,1.230169083035312e-17,1.5625719150615852e-05,5.1142843596706805e-15,0.0,1.372490545307743e-26,7.594952342366748e-09,7.514631405774043e-20,5.996283149642635e-17,1.2045709966428586e-26,5.593490198795753e-11,7.2032990634044365e-12,4.113787180928195e-42,3.675641304399501e-08,5.748497830092475e-28,9.70171076456684e-19,1.5418564454772918e-33,1.561854275617759e-05,1.2974914088894175e-30,3.6548988433947344e-06,5.619827708294709e-06,3.851009812765699e-05,7.921116129401472e-06,3.209423518208892e-06,7.391215837066475e-06,1.0316150426916875e-06,2.4811909454371653e-06,3.861232001184328e-08,1.7587927938406408e-06,5.086958978438325e-06,6.5747378444084244e-06,1.36692221303405e-06,5.642779260395294e-06,5.826162093722765e-12,5.703139036740661e-10,1.7127016713095636e-10,5.981613483640698e-07,4.006522589731878e-13,2.9967433481041346e-11,4.037618383993944e-13,4.058203965463745e-09,4.139766832232201e-16,1.8294178097109136e-06,6.574656935200632e-07
2.6628214919092327e-11,0.11302162890393913,0.0,0.280540358105525,0.03107281593455689,0.31938505190982086,0.35046116539919425,0.20700274294733484,0.09201458751369657,0.0,1.2502297784300175e-17,1.5688460029289645e-05,5.17615280373267e-15,0.0,1.4057144153672833e-26,7.708137471834036e-09,7.634389631346084e-20,6.044545120400421e-17,1.2191432467993231e-26,5.637009273522903e-11,7.232229554360104e-12,4.1970650650269545e-42,3.6904086277839147e-08,5.818039587231418e-28,9.85697891406931e-19,1.5791816761910563e-33,1.5681224024496878e-05,1.3181820631750124e-30,3.6549090993771567e-06,5.623154178481598e-06,3.871637866158061e-05,7.93418960369703e-06,3.2103912349669774e-06,7.406364265976932e-06,1.0342969280140487e-06,2.4963572943923895e-06,3.877633750214366e-08,1.7774973723537086e-06,5.114946194632013e-06,6.619473447998838e-06,1.3767458744738784e-06,5.663179192531502e-06,5.84722924071724e-12,5.723826527753538e-10,1.7169803240291977e-10,6.028181301389896e-07,4.0487702343915596e-13,3.0387415953643046e-11,4.1142951649139633e-13,4.0907062378773305e-09,4.2356486127702005e-16,1.828551240267593e-06,6.590842732132617e-07
2.673473644468515e-11,0.11302162890393913,0.0,0.28053998404184083,0.03107281176405919,0.31938496040568143,0.350461089634613,0.2070027169349845,0.09201458807757792,0.0,1.2705425488154763e-17,1.5751200766048547e-05,5.23851822520819e-15,0.0,1.4396041769413264e-26,7.822535340243337e-09,7.755560541267233e-20,6.093000523165096e-17,1.2338325489082255e-26,5.680685330667246e-11,7.261160039743204e-12,4.28168618782055e-42,3.7051760260575104e-08,5.888139932720558e-28,1.001408971926777e-18,1.617255042667259e-33,1.5743904897185146e-05,1.339116978848919e-30,3.6549193474711747e-06,5.626449792709088e-06,3.8922879222183155e-05,7.947180817596758e-06,3.21134354505147e-06,7.421395840724806e-06,1.0369699798597455e-06,2.511523387961137e-06,3.894042923670976e-08,1.796309180553018e-06,5.142911729660795e-06,6.664324323508089e-06,1.3865896242635973e-06,5.683562236513366e-06,5.868278984623304e-12,5.744497556895315e-10,1.7212754042990102e-10,6.07491714539352e-07,4.0912681122855446e-13,3.0811642513432854e-11,4.1921106920310535e-13,4.123336852657658e-09,4.333322098912031e-16,1.8276578930096807e-06,6.607002059275218e-07
2.6841257970277976e-11,0.11302162890393913,0.0,0.28053960984166904,0.031072807630734195,0.3193848689190259,0.3504610139517886,0.20700269093787663,0.09201458864560169,0.0,1.2911095903550882e-17,1.581394136092259e-05,5.3013826128882695e-15,0.0,1.4741704170747996e-26,7.938153709652289e-09,7.878154946641901e-20,6.141649357796207e-17,1.2486393711802903e-26,5.724518240269683e-11,7.290090519555873e-12,4.3676667333792396e-42,3.7199434995150165e-08,5.9588011008378565e-28,1.0173057415936793e-18,1.656088440564767e-33,1.5806585374181115e-05,1.360298027466951e-30,3.65492958740545e-06,5.629715000401593e-06,3.91295985368887e-05,7.960090288067596e-06,3.2122806925219912e-06,7.436311137257764e-06,1.0396342079552737e-06,2.5266888674282356e-06,3.9104595236489764e-08,1.8152281690976004e-06,5.1708550358633624e-06,6.709290077150744e-06,1.3964533081368906e-06,5.703928406193846e-06,5.889311339663176e-12,5.765152136539637e-10,1.7255868756708382e-10,6.121820876242445e-07,4.1340163459690233e-13,3.1240137520930415e-11,4.2710771121729235e-13,4.1560957944685134e-09,4.4328125420763463e-16,1.826738132447639e-06,6.623134455619452e-07
2.69477794958708e-11,0.11302162890393913,0.0,0.2805392355055166,0.031072803534497997,0.3193847774497196,0.35046093835020753,0.20700266495577097,0.09201458921777662,0.0,1.3119331088157079e-17,1.5876681813941696e-05,5.364747955577427e-15,0.0,1.50942384737748e-26,8.055000355194478e-09,8.002183695879413e-20,6.190491624153327e-17,1.2635641818259808e-26,5.768507872477719e-11,7.319020993800229e-12,4.4550230152462814e-42,3.734711048449445e-08,6.030025325859334e-28,1.0333896289855892e-18,1.6956939055239125e-33,1.5869265455423495e-05,1.3817270870636043e-30,3.654939818905672e-06,5.632950244429567e-06,3.9336535342148816e-05,7.97291852882746e-06,3.213202917571184e-06,7.451110731750466e-06,1.042289622404585e-06,2.5418533769627927e-06,3.9268835522267277e-08,1.8342542863647706e-06,5.198775571745791e-06,6.754370315516379e-06,1.406336772589952e-06,5.7242777154144966e-06,5.910326320192824e-12,5.785790284585304e-10,1.7299147015064148e-10,6.168892354636923e-07,4.177015054290998e-13,3.1672925345329366e-11,4.351206649316198e-13,4.188983047975345e-09,4.534145427118494e-16,1.8257923201027238e-06,6.639239466227016e-07
2.7054301021463625e-11,0.11302162890393913,0.0,0.28053886103389025,0.03107279947526589,0.3193846859976297,0.3504608628293591,0.2070026389884313,0.09201458979411135,0.0,1.3330153195463917e-17,1.59394221251357e-05,5.428616242093723e-15,0.0,1.545375304969687e-26,8.173083064995209e-09,8.127657674651505e-20,6.239527322096065e-17,1.2786074490555007e-26,5.812654097545366e-11,7.347951462478339e-12,4.5437714769537007e-42,3.749478673152108e-08,6.101814842059066e-28,1.0496620676751467e-18,1.7360836142295476e-33,1.5931945140851014e-05,1.403406042144822e-30,3.654950041695017e-06,5.636155961203538e-06,3.954368838336317e-05,7.985666050365776e-06,3.2141104565869795e-06,7.465795200538313e-06,1.0449362336816068e-06,2.5570165636100745e-06,3.9433150114662236e-08,1.8533874784724157e-06,5.226672801942559e-06,6.799564645586456e-06,1.416239864881824e-06,5.744610178005495e-06,5.931323940558407e-12,5.806412021195072e-10,1.7342588463713878e-10,6.216131441388345e-07,4.220264352649146e-13,3.211003036412834e-11,4.4325116047119623e-13,4.22199859784526e-09,4.637346473202177e-16,1.8248208145133812e-06,6.65531664227026e-07
2.716082254705645e-11,0.11302162890393913,0.0,0.28053848642729545,0.03107279545295235,0.319384594562625,0.35046078738873626,0.20700261303562495,0.09201459037461453,0.0,1.3543584474565001e-17,1.600216229453435e-05,5.492989461268809e-15,0.0,1.5820357534374305e-26,8.292409640088905e-09,8.254587805849952e-20,6.288756451484042e-17,1.2937696410787922e-26,5.856956785833072e-11,7.376881925592245e-12,4.6339286925380637e-42,3.7642463739126336e-08,6.17417188370918e-28,1.0661244962238818e-18,1.777269885484709e-33,1.59946244304024e-05,1.4253367836807841e-30,3.6549602554945077e-06,5.639332580764216e-06,3.97510564148032e-05,7.998333359963659e-06,3.2150035422118206e-06,7.480365120054386e-06,1.047574052623033e-06,2.572178077282818e-06,3.959753903413168e-08,1.8726276893009693e-06,5.254546197177303e-06,6.844872674750211e-06,1.426162433034475e-06,5.7649258077856245e-06,5.952304214789695e-12,5.82701735684647e-10,1.7386192758746033e-10,6.263537997431254e-07,4.263764352729735e-13,3.255147696279504e-11,4.515004357008782e-13,4.255142428747027e-09,4.742441634657641e-16,1.8238239712426316e-06,6.671365541061812e-07
2.7267344072649275e-11,0.11302162890393913,0.0,0.2805381116862371,0.031072791467471106,0.3193845031445769,0.35046071202783463,0.20700258709712313,0.09201459095929465,0.0,1.3759647269940998e-17,1.6064902322167285e-05,5.557869601947986e-15,0.0,1.6194162837840984e-26,8.412987894335902e-09,8.382985049544126e-20,6.33817901217691e-17,1.3090512261055393e-26,5.901415807807614e-11,7.405812383143964e-12,4.7255113670562326e-42,3.779014151018968e-08,6.247098685079861e-28,1.0827783581764127e-18,1.8192651812804065e-33,1.605730332401639e-05,1.447521209098689e-30,3.6549704600234253e-06,5.64248052687415e-06,3.9958638199532466e-05,8.010920961714193e-06,3.2158824034031074e-06,7.494821066766784e-06,1.050203090421017e-06,2.5873375707527932e-06,3.976200230097057e-08,1.8919748605154904e-06,5.2823952342237614e-06,6.890294010820952e-06,1.4361043258329843e-06,5.785224618562318e-06,5.973267157107943e-12,5.847606303467234e-10,1.7429959546116768e-10,6.311111883814176e-07,4.307515162342558e-13,3.299728953439954e-11,4.598697362376671e-13,4.28841452535108e-09,4.849457101844209e-16,1.8228021428850297e-06,6.687385726088741e-07
2.7363213445682817e-11,0.11302162890393913,0.0,0.28053777430473487,0.031072787911957656,0.31938442088272617,0.3504606442707709,0.2070025637645155,0.09201459148908508,0.0,1.3956372276599164e-17,1.6121368225851676e-05,5.616696790236914e-15,0.0,1.6536837012526757e-26,8.522584977260775e-09,8.499806038475767e-20,6.382824700450197e-17,1.3229071206226574e-26,5.941562485913365e-11,7.431849790186473e-12,4.809168454228867e-42,3.792305215926982e-08,6.3132217974973035e-28,1.0979317065945463e-18,1.8577630795526713e-33,1.611371398969187e-05,1.4677056651150632e-30,3.654979635939946e-06,5.645289507822952e-06,4.0145643549546575e-05,8.022182067159868e-06,3.216661402893991e-06,7.507734448493779e-06,1.0525617260927384e-06,2.6009791029151356e-06,3.991008282477028e-08,1.9094787157567232e-06,5.30743811371245e-06,6.931269766901703e-06,1.4450684275596242e-06,5.803479179416081e-06,5.992118998575967e-12,5.86612236508382e-10,1.7469488293054203e-10,6.35407133423583e-07,4.347105419607117e-13,3.340227392241807e-11,4.675057641173886e-13,4.318469066801633e-09,4.947434720917174e-16,1.8218614241473942e-06,6.701778986561852e-07
2.745908281871636e-11,0.11302162890393913,0.0,0.2805374368150922,0.031072784386143876,0.31938433863441573,0.3504605765775127,0.20700254044315036,0.09201459202227191,0.0,1.4155263410597514e-17,1.617783401475127e-05,5.675937645807487e-15,0.0,1.6885517395531266e-26,8.633207974053985e-09,8.61783233844147e-20,6.427627067864506e-17,1.3368604440466968e-26,5.98183559518952e-11,7.45788719272663e-12,4.894006164395471e-42,3.8055963431145684e-08,6.379809853825908e-28,1.1132423487244277e-18,1.896935787494747e-33,1.617012433456379e-05,1.4880985395219999e-30,3.6549888039123204e-06,5.648075901769482e-06,4.033282015536738e-05,8.033379378032203e-06,3.2174292249479574e-06,7.520556399342607e-06,1.0549132670315035e-06,2.6146184706467145e-06,4.005822360081594e-08,1.927069114280168e-06,5.332460471134387e-06,6.9723366989866274e-06,1.4540479512225854e-06,5.821720138101492e-06,6.010956823101839e-12,5.884625182282455e-10,1.750914814308226e-10,6.397166108624902e-07,4.3868989912563244e-13,3.381083230531389e-11,4.752409467351111e-13,4.3486274798825185e-09,5.047008620711581e-16,1.8209010035687817e-06,6.716148330862012e-07
2.7545365254446548e-11,0.11302162890393913,0.0,0.28053713298225663,0.031072781238251433,0.31938426462243874,0.3504605157078355,0.20700251946340206,0.09201459250504898,0.0,1.433613109481738e-17,1.62286531266376e-05,5.729609299686298e-15,0.0,1.7204534075582305e-26,8.733650557106604e-09,8.725093216188721e-20,6.468083159118438e-17,1.3495020189483015e-26,6.018189414323467e-11,7.481320851164416e-12,4.971379826192329e-42,3.817558411003106e-08,6.440137977751506e-28,1.127157290997707e-18,1.932775942933193e-33,1.62208933706246e-05,1.5066314784241404e-30,3.654997048124132e-06,5.650564589347831e-06,4.050142479377543e-05,8.043402711815867e-06,3.2181108399472346e-06,7.532018328905202e-06,1.057023595206007e-06,2.6268918466469524e-06,4.019160182688196e-08,1.9429744286060286e-06,5.354962741373278e-06,7.009374657818902e-06,1.4621426184648034e-06,5.838125379364312e-06,6.027898889131509e-12,5.901266397431458e-10,1.7544953891054721e-10,6.436067024044225e-07,4.422887098570563e-13,3.418160532466007e-11,4.822881521453993e-13,4.375858852665736e-09,5.138006135573676e-16,1.8200199873873021e-06,6.729060039994234e-07
2.7631647690176736e-11,0.11302162890393913,0.0,0.2805368290623908,0.031072778114316205,0.31938419062129136,0.35046045488928673,0.2070024984925163,0.09201459299058648,0.0,1.451877875695278e-17,1.6279472145581188e-05,5.783618255460536e-15,0.0,1.752854493524143e-26,8.834932943099114e-09,8.833342827440745e-20,6.50866616031923e-17,1.362223036562521e-26,6.054645497764866e-11,7.504754505957442e-12,5.0497290159284944e-42,3.829520529655138e-08,6.500845212935047e-28,1.1412012788454799e-18,1.9691772058357657e-33,1.6271662146765844e-05,1.5253353884748376e-30,3.6550052855823616e-06,5.653035434695711e-06,4.067016679306892e-05,8.05337492609257e-06,3.2187836451180445e-06,7.543406845879066e-06,1.0591281904440474e-06,2.639163090238724e-06,4.032502887945262e-08,1.9589497696406445e-06,5.377447823451257e-06,7.046486030872313e-06,1.4702496106024243e-06,5.854519618320407e-06,6.044829617749061e-12,5.917896899769253e-10,1.7580865438667607e-10,6.475077396397194e-07,4.4590399986730873e-13,3.4555300672211274e-11,4.894170987291346e-13,4.403174344276863e-09,5.230326888175901e-16,1.8191233975478693e-06,6.741951909972156e-07
2.7717930125906925e-11,0.11302162890393913,0.0,0.28053652505576077,0.031072775014290562,0.31938411663090943,0.35046039412160596,0.2070024775303798,0.09201459347888877,0.0,1.4703218499184954e-17,1.6330291071597554e-05,5.8379655701172015e-15,0.0,1.7857612037442555e-26,8.937059314875457e-09,8.942587085755063e-20,6.549376071392355e-17,1.3750237457145512e-26,6.091203776929033e-11,7.528188157106701e-12,5.1290629291343174e-42,3.841482699219745e-08,6.561932746754646e-28,1.1553750913450352e-18,2.0061465497234224e-33,1.6322430662955022e-05,1.5442112934905958e-30,3.6550135161357125e-06,5.655488648529357e-06,4.083904551648331e-05,8.063296281239516e-06,3.2194477536723247e-06,7.55472225631903e-06,1.0612270595004276e-06,2.6514320236912686e-06,4.045850476892997e-08,1.9749951012098664e-06,5.399915453562439e-06,7.08367061084047e-06,1.4783688491040032e-06,5.870902862280397e-06,6.061749016104461e-12,5.934516703163988e-10,1.7616882630649418e-10,6.514197152102396e-07,4.495357740625951e-13,3.493193132739783e-11,4.966284671390239e-13,4.430573946573131e-09,5.323985369071997e-16,1.8182114143637624e-06,6.754823723784132e-07
2.7804212561637113e-11,0.11302162890393913,0.0,0.28053622096263253,0.03107277193812659,0.31938404265122955,0.3504603334045339,0.207002456576881,0.09201459396996026,0.0,1.488946246423199e-17,1.6381109904702206e-05,5.892652300649286e-15,0.0,1.8191798016148704e-26,9.040033860611981e-09,9.052831920594417e-20,6.590212892263296e-17,1.3879043952294775e-26,6.127864183276855e-11,7.551621804613167e-12,5.2093908189434353e-42,3.853444919845314e-08,6.623401766587584e-28,1.1696795097052038e-18,2.0436910122884776e-33,1.6373198919159624e-05,1.5632602200506869e-30,3.6550217396328153e-06,5.65792443906311e-06,4.100806033086396e-05,8.073167036307605e-06,3.220103277366743e-06,7.565964866159332e-06,1.0633202092668941e-06,2.663698470483091e-06,4.059202950564825e-08,1.991110386236259e-06,5.42236537041364e-06,7.120928190634224e-06,1.48650025576615e-06,5.887275118550038e-06,6.078657091030838e-12,5.951125811791769e-10,1.7653005296129302e-10,6.553426217638707e-07,4.5318403721342165e-13,3.531151027214383e-11,5.039229413928572e-13,4.458057651412482e-09,5.418996172381213e-16,1.8172842168897912e-06,6.767675267123949e-07
2.7890494997367302e-11,0.11302162890393913,0.0,0.28053591678327156,0.031072768885776075,0.3193839686821891,0.3504602727378132,0.2070024356319095,0.09201459446380528,0.0,1.5077522835269683e-17,1.6431928644910606e-05,5.947679504055784e-15,0.0,1.8531166079738238e-26,9.143860773789483e-09,9.164083277312067e-20,6.631176622857543e-17,1.4008652339322716e-26,6.164626648314759e-11,7.575055448477815e-12,5.2907219962725985e-42,3.865407191679545e-08,6.685253459810307e-28,1.1841153172643397e-18,2.0818176957752545e-33,1.642396691534718e-05,1.5824831974946503e-30,3.6550299559223313e-06,5.660343012038773e-06,4.1177210606639234e-05,8.082987449028262e-06,3.220750326521791e-06,7.577134981194902e-06,1.0654076467697857e-06,2.675962255298679e-06,4.072560309987407e-08,2.007295586746555e-06,5.444797315210677e-06,7.158258563386685e-06,1.4946437527134291e-06,5.9036363944302176e-06,6.0955538520130135e-12,5.96772422862935e-10,1.7689233235262637e-10,6.59276451953806e-07,4.568487939200085e-13,3.5694050490744415e-11,5.113012088776536e-13,4.485625450653581e-09,5.515373996078803e-16,1.8163419829253256e-06,6.780506328396542e-07
2.797677743309749e-11,0.11302162890393913,0.0,0.2805356125179429,0.031072765857190522,0.31938389472372597,0.3504602121211871,0.20700241469535646,0.09201459496042812,0.0,1.5267411835850843e-17,1.648274729223817e-05,6.0030482373417146e-15,0.0,1.8875780014420315e-26,9.248544253165743e-09,9.276347117137142e-20,6.672267263100606e-17,1.413906510647794e-26,6.201491103594686e-11,7.5984890887016e-12,5.373065830001517e-42,3.8773695148694436e-08,6.747489013798418e-28,1.1986832994883029e-18,2.120533767364029e-33,1.647473465148519e-05,1.6018812579197985e-30,3.655038164853024e-06,5.662744570753897e-06,4.134649571779403e-05,8.092757775820101e-06,3.2213890100401137e-06,7.5882329070648485e-06,1.0674893791677674e-06,2.6882232040250983e-06,4.085922556180678e-08,2.023550663879012e-06,5.4672110316446715e-06,7.1956615224579775e-06,1.5027992623981854e-06,5.919986697216963e-06,6.1124393073272036e-12,5.984311967506934e-10,1.7725566286566527e-10,6.632211984366679e-07,4.605300486286425e-13,3.607956496971504e-11,5.187639603537296e-13,4.5132773361558035e-09,5.613133642281992e-16,1.8153848890175532e-06,6.793316698721458e-07
2.806305986882768e-11,0.11302162890393913,0.0,0.2805353081669112,0.031072762852321138,0.3193838207757791,0.3504601515544007,0.2070023937671144,0.0920145954598331,0.0,1.5459141729824834e-17,1.6533565846700295e-05,6.058759557518133e-15,0.0,1.9225704187644345e-26,9.354088502747977e-09,9.389629417159951e-20,6.713484812917996e-17,1.427028474200793e-26,6.238457480714058e-11,7.621922725285469e-12,5.456431747152684e-42,3.8893318895613395e-08,6.810109615926691e-28,1.2133842439684425e-18,2.159846459554289e-33,1.6525502127541202e-05,1.6214554361787215e-30,3.6550463662738386e-06,5.6651293160902465e-06,4.1515915041845624e-05,8.102478271795667e-06,3.222019435424943e-06,7.599258949232491e-06,1.0695654137495474e-06,2.7004811437486015e-06,4.099289690157871e-08,2.039875577890789e-06,5.4896062658783385e-06,7.233136861440045e-06,1.5109667076003874e-06,5.936326034201442e-06,6.129313458143016e-12,6.000889040369429e-10,1.7762004310793408e-10,6.671768538739454e-07,4.642278056646262e-13,3.646806669768721e-11,5.263118899587846e-13,4.541013299779246e-09,5.712290017537007e-16,1.8144131104647092e-06,6.806106171936522e-07
2.8140714060984848e-11,0.11302162890393913,0.0,0.28053503417792486,0.031072760168175475,0.3193837542315684,0.3504600970866959,0.20700237493871473,0.09201459591167985,0.0,1.5633282766731654e-17,1.6579302466328942e-05,6.109193531092801e-15,0.0,1.954522986829349e-26,9.449817764718775e-09,9.492459223484683e-20,6.750689115378144e-17,1.438907434298099e-26,6.27181430679611e-11,7.643012995099591e-12,5.532342792344506e-42,3.900098070938646e-08,6.866798355366546e-28,1.2267294293850566e-18,2.195744023742153e-33,1.6571192633594705e-05,1.6392236348836337e-30,3.6550537410069814e-06,5.66726137555794e-06,4.166850667386425e-05,8.11118432262903e-06,3.2225798453049174e-06,7.609121178926485e-06,1.07142897936746e-06,2.7115105748526295e-06,4.1113242906246536e-08,2.0546276774814824e-06,5.509745966591715e-06,7.266926380941784e-06,1.518327549591266e-06,5.951022067748773e-06,6.144490540223057e-12,6.015799288188348e-10,1.7794888126649256e-10,6.707462648634166e-07,4.675698999512585e-13,3.682028308750775e-11,5.331784303332169e-13,4.5660475471069346e-09,5.80273736324279e-16,1.813526098275857e-06,6.817598662599998e-07
2.8218368253142017e-11,0.11302162890393913,0.0,0.2805347601199255,0.03107275750316423,0.31938368769578307,0.3504600426589714,0.20700235611688467,0.09201459636578666,0.0,1.5808933890523302e-17,1.6625039010760176e-05,6.159906626802226e-15,0.0,1.986915720311947e-26,9.546250732092782e-09,9.596123216461318e-20,6.787996214478885e-17,1.4508521336747992e-26,6.305253584397365e-11,7.664103261966804e-12,5.609096362813837e-42,3.910864294256262e-08,6.923800811167846e-28,1.2401835310423653e-18,2.23213612746555e-33,1.661688292893187e-05,1.6571360877781128e-30,3.6550611094252446e-06,5.6693801200646856e-06,4.182120606809478e-05,8.11985040024055e-06,3.223133728490102e-06,7.618925652487563e-06,1.0732879412537788e-06,2.7225373052006552e-06,4.123362851740991e-08,2.069436281846126e-06,5.529870311511766e-06,7.300774211036664e-06,1.5256979412359145e-06,5.9657092302066076e-06,6.1596584809939466e-12,6.030700904598461e-10,1.7827856688874373e-10,6.74324500824535e-07,4.70925367454003e-13,3.717493914296412e-11,5.401150407750258e-13,4.591149885187086e-09,5.894339233164612e-16,1.8126274585472416e-06,6.829073915356669e-07
2.8296022445299186e-11,0.11302162890393913,0.0,0.280534485993105,0.031072754857251268,0.3193836211683803,0.350459988271044,0.20700233730154854,0.09201459682215661,0.0,1.5986104124941925e-17,1.6670775480005136e-05,6.210899615220089e-15,0.0,2.0197534337295913e-26,9.643390480389695e-09,9.700625786284452e-20,6.825406110165944e-17,1.462862753723903e-26,6.338775263746708e-11,7.685193525887775e-12,5.6866994523765626e-42,3.9216305596194595e-08,6.981117848925061e-28,1.2537471275024611e-18,2.2690281804659083e-33,1.6662573013529076e-05,1.6751935549842844e-30,3.655068471419151e-06,5.67148569114353e-06,4.197401277798674e-05,8.128476687920034e-06,3.2236811605133668e-06,7.628672592163343e-06,1.0751423049833799e-06,2.733561211216074e-06,4.135405374231719e-08,2.08430136021054e-06,5.549979120671637e-06,7.3346802017529826e-06,1.5330778269207255e-06,5.980387526880128e-06,6.174817285698916e-12,6.045593898447557e-10,1.786090989016923e-10,6.779115564177186e-07,4.742942110178506e-13,3.753204433675401e-11,5.471222343435938e-13,4.616320308087203e-09,5.987106712267213e-16,1.8117173164900974e-06,6.840531785568198e-07
2.8373676637456355e-11,0.11302162890393913,0.0,0.28053421179765525,0.03107275223040028,0.3193835546493172,0.3504599339227312,0.20700231849263193,0.09201459728079277,0.0,1.6164802519963868e-17,1.6716511874074947e-05,6.262173266924063e-15,0.0,2.053040980592446e-26,9.74124008850578e-09,9.80597133351876e-20,6.862918802385046e-17,1.4749394758383442e-26,6.372379295102805e-11,7.706283786863154e-12,5.765159093444412e-42,3.9323968671330665e-08,7.03875033423211e-28,1.2674207987169474e-18,2.3064256363046862e-33,1.6708262887362713e-05,1.693396798425809e-30,3.655075826879506e-06,5.673578228810853e-06,4.212692635924537e-05,8.137063368116852e-06,3.2242222160334422e-06,7.638362220042072e-06,1.076992076210982e-06,2.744582170100302e-06,4.147451858817347e-08,2.0992228812405722e-06,5.570072215691934e-06,7.368644203282441e-06,1.5404671512464803e-06,5.995056963071335e-06,6.189966959862697e-12,6.06047827501875e-10,1.7894047610496606e-10,6.815074263070704e-07,4.776764334075552e-13,3.789160814268585e-11,5.54200526324195e-13,4.641558809875253e-09,6.081050954734998e-16,1.8107957965048302e-06,6.851972130383363e-07
2.8451330829613523e-11,0.11302162890393913,0.0,0.28053393753376776,0.03107274962257482,0.3193834881385516,0.3504598796138513,0.2070022996900609,0.09201459774169816,0.0,1.6345038151750634e-17,1.6762248192980677e-05,6.3137283524958396e-15,0.0,2.0867832536078814e-26,9.83980263869809e-09,9.912164269090362e-20,6.900534291081922e-17,1.4870824814109848e-26,6.406065628754052e-11,7.727374044893594e-12,5.844482357131138e-42,3.943163216901478e-08,7.096699132682365e-28,1.2812051260257481e-18,2.3443339925931376e-33,1.6753952550409183e-05,1.7117465818264112e-30,3.655083175697431e-06,5.6756578715820886e-06,4.227994636981709e-05,8.145610622443751e-06,3.224756968845017e-06,7.647994758043182e-06,1.0788372606698847e-06,2.7556000598306575e-06,4.159502306214078e-08,2.1142008130463373e-06,5.59014941977264e-06,7.402666065982714e-06,1.547865859028189e-06,6.009717544079057e-06,6.205107508928646e-12,6.075354039173887e-10,1.7927269727792265e-10,6.851121051599572e-07,4.810720372958075e-13,3.825364003562107e-11,5.613504342303305e-13,4.666865384619673e-09,6.176183184136762e-16,1.8098630221831524e-06,6.863394808737955e-07
