Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202)
1.765021524328823e-11,0.11302162890393913,0.0,0.2805713426077829,0.031073307255398315,0.31939284684940883,0.3504679062077017,0.2070050266498724,0.09201455388641404,0.0,2.463819495425211e-18,1.0399942195670469e-05,1.5075116772346302e-15,0.0,1.2051360000194194e-27,1.6820197726314828e-09,1.5021114153675727e-20,2.6557643153829972e-17,3.5504654283661644e-27,2.5332337841493868e-11,4.7938486391203776e-12,5.370286294488173e-43,2.4459971656015774e-08,1.6943775192212597e-28,1.9270816491831056e-19,1.3537404533823528e-34,1.0396849024247263e-05,2.590763662896757e-31,3.653976260984973e-06,5.171215307043779e-06,2.2252357911591277e-05,6.484186359502203e-06,3.0391145039207422e-06,5.665845323404554e-06,7.77424300670436e-07,1.25936447819418e-06,2.5210482369138514e-08,5.764808420697397e-07,2.749286463021801e-06,3.2928445706022203e-06,6.362397631702729e-07,3.88312334102549e-06,4.009086191195216e-12,3.9208265848551953e-10,1.4190695522169393e-10,2.707167495204233e-07,1.3446671500515377e-13,7.48893352871727e-12,5.972930988955676e-14,1.8032809591543008e-09,3.905715490769661e-17,1.7647766724031977e-06,5.188986512749543e-07
1.770441295982138e-11,0.11302162890393913,0.0,0.2805711590701776,0.031073303441309867,0.31939279914398827,0.35046786300021576,0.2070050120204547,0.09201455401230375,0.0,2.4930963751106885e-18,1.0431870588851032e-05,1.5214405591507443e-15,0.0,1.227432145266444e-27,1.7012360908656885e-09,1.5204665326671556e-20,2.672098843240393e-17,3.583272367267804e-27,2.5484654900448097e-11,4.8085685978051085e-12,5.4532447307912455e-43,2.4535081695751047e-08,1.7100338016261272e-28,1.950715187373195e-19,1.378786611363322e-34,1.0428757707222023e-05,2.622445298243246e-31,3.653983924848237e-06,5.175495391986928e-06,2.23451111932858e-05,6.495454397273468e-06,3.0409901712276407e-06,5.679437053117521e-06,7.791525528299415e-07,1.266295669597532e-06,2.529082539043603e-08,5.814951009803466e-07,2.763108447989281e-06,3.3100059879656822e-06,6.400706659833477e-07,3.894245955399905e-06,4.0205709805826745e-12,3.932081030746635e-10,1.4204456993906933e-10,2.7234636663384267e-07,1.3559791610043915e-13,7.56509304159094e-12,6.059337951832601e-14,1.8143358992476388e-09,3.9766331314718264e-17,1.7662807878104318e-06,5.197339319713382e-07
1.7758610676354533e-11,0.11302162890393913,0.0,0.2805709754870128,0.03107329963752069,0.3193927514490173,0.35046781982884556,0.20700499740625367,0.09201455413909972,0.0,2.5226420005241644e-18,1.0463798944538587e-05,1.535454975101236e-15,0.0,1.2500704845439877e-27,1.7206125735192583e-09,1.5389883293642088e-20,2.6884834485561013e-17,3.616280779068501e-27,2.5637407532648212e-11,4.823288554949025e-12,5.537225221024145e-43,2.4610191845773235e-08,1.7257862310163759e-28,1.9745645010911103e-19,1.4042171844618939e-34,1.0460666288953958e-05,2.654414873633133e-31,3.6539915003457455e-06,5.1797483400816906e-06,2.2437959857621312e-05,6.5066863232752505e-06,3.042850641016048e-06,5.692988976739698e-06,7.808788929125802e-07,1.273237285836151e-06,2.5371187005975592e-08,5.865354570588645e-07,2.776943269960473e-06,3.327205477463543e-06,6.439107382004486e-07,3.905363886674295e-06,4.032050943514593e-12,3.943330860418834e-10,1.4218276786764946e-10,2.7398064656668017e-07,1.3673488676192498e-13,7.641842439177068e-12,6.146729511007865e-14,1.825424397861026e-09,4.0486044012978274e-17,1.7677674011101944e-06,5.205696990765038e-07
1.7812808392887685e-11,0.11302162890393913,0.0,0.28057079185832684,0.031073295844035193,0.31939270376443396,0.35046777669347545,0.20700498280714633,0.09201455426680087,0.0,2.5524581371458294e-18,1.0495727262738457e-05,1.5495551869180687e-15,0.0,1.2730551954979884e-27,1.7401500507635345e-09,1.5576777960050518e-20,2.7049181313111103e-17,3.6494912804947314e-27,2.5790595554698656e-11,4.838008510553204e-12,5.6222371799751616e-43,2.4685302106735038e-08,1.741635101698593e-28,1.9986308847267578e-19,1.4300368660460655e-34,1.049257476943803e-05,2.686674102163301e-31,3.653998990529162e-06,5.183974350411629e-06,2.2530903588695182e-05,6.517882253156714e-06,3.044696036265431e-06,5.706501111009791e-06,7.826033137036399e-07,1.2801892480197011e-06,2.5451567220679273e-08,5.916019406017121e-07,2.790790773800923e-06,3.344442996148885e-06,6.477599530198946e-07,3.916477136804972e-06,4.043526082012972e-12,3.954576076084205e-10,1.4232154730847563e-10,2.756195873522906e-07,1.3787763463220795e-13,7.7191846136939e-12,6.235113846647171e-14,1.8365464529563283e-09,4.1216414146723517e-17,1.7692365897857291e-06,5.214059492531309e-07
1.7867006109420837e-11,0.11302162890393913,0.0,0.2805706081841584,0.031073292060857696,0.3193926560901768,0.35046773359399,0.2070049682230107,0.09201455439540619,0.0,2.5825465573792027e-18,1.052765554345595e-05,1.5637414564337054e-15,0.0,1.2963904937005835e-27,1.7598493542687643e-09,1.5765359258867378e-20,2.721402891486411e-17,3.682904488272789e-27,2.5944218783280478e-11,4.852728464618714e-12,5.708290080071584e-43,2.476041247928699e-08,1.7575807079792326e-28,2.0229156363466497e-19,1.4562503920960193e-34,1.0524483148669154e-05,2.7192247016989796e-31,3.6540063983503326e-06,5.188173620626179e-06,2.2623942071876668e-05,6.529042302196634e-06,3.04652647896006e-06,5.719973473575126e-06,7.843258080610058e-07,1.287151477408897e-06,2.5531966039454585e-08,5.966945816110323e-07,2.804650804921843e-06,3.361718500911121e-06,6.516182836516201e-07,3.927585707747409e-06,4.0549963980987556e-12,3.96581667996352e-10,1.4246090612866594e-10,2.772631870252876e-07,1.390261673035825e-13,7.797122460940232e-12,6.324499181104717e-14,1.8477020624955216e-09,4.195756383058836e-17,1.7706884312235001e-06,5.222426790166463e-07
1.792120382595399e-11,0.11302162890393913,0.0,0.280570424464547,0.031073288287992405,0.3193926084261849,0.35046769053027454,0.20700495365372582,0.09201455452491471,0.0,2.612909040554254e-18,1.0559583786696371e-05,1.5780140454811066e-15,0.0,1.320080632875438e-27,1.7797113171993577e-09,1.5955637150554702e-20,2.737937729063003e-17,3.716521019128797e-27,2.6098277035151305e-11,4.867448417146615e-12,5.795393451555585e-43,2.4835522964077463e-08,1.7736233441646164e-28,2.047420057691997e-19,1.48286254145734e-34,1.0556391426642208e-05,2.752068394871058e-31,3.6540137266644953e-06,5.192346346950746e-06,2.2717074993800906e-05,6.540166585304593e-06,3.0483420900970726e-06,5.733406082982214e-06,7.860463689152307e-07,1.2941238954166904e-06,2.5612383467194443e-08,6.018134097955304e-07,2.818523209280492e-06,3.3790319484775907e-06,6.554857033177851e-07,3.93868960145625e-06,4.066461893791455e-12,3.9770526742703706e-10,1.426008425456367e-10,2.7891144362076016e-07,1.4018049231823467e-13,7.875658880266698e-12,6.414893778998094e-14,1.8588912244406883e-09,4.270961615367118e-17,1.7721230027111428e-06,5.230798847382013e-07
1.797540154248714e-11,0.11302162890393913,0.0,0.2805702406995326,0.03107328452544343,0.31939256077239764,0.35046764750221426,0.2070049390991716,0.09201455465532556,0.0,2.643547372930415e-18,1.0591511992465015e-05,1.5923732158937369e-15,0.0,1.3441299051239696e-27,1.7997367742091509e-09,1.614762162305024e-20,2.754522644021889e-17,3.750341489788695e-27,2.62527701271453e-11,4.8821683681379575e-12,5.883556882660119e-43,2.491063356175267e-08,1.7897633045609333e-28,2.0721454541767984e-19,1.5098781360952403e-34,1.0588299603352026e-05,2.7852069090733994e-31,3.654020978233346e-06,5.196492724196716e-06,2.2810302042362957e-05,6.551255217022159e-06,3.0501429896944567e-06,5.746798958666574e-06,7.877649892695814e-07,1.3011064236094307e-06,2.5692819508777208e-08,6.069584545713156e-07,2.832407833380531e-06,3.3963832954151735e-06,6.593621852533751e-07,3.949788819885301e-06,4.0779225711103996e-12,3.988284061212208e-10,1.4274135504693273e-10,2.80564355174353e-07,1.4134061716842788e-13,7.954796774554245e-12,6.506305947282822e-14,1.8701139367540205e-09,4.347269518360593e-17,1.7735403814354534e-06,5.239175626475991e-07
1.8029599259020293e-11,0.11302162890393913,0.0,0.280570056889156,0.031073280773214765,0.31939251312875516,0.3504676045096952,0.20700492455922906,0.092014554786638,0.0,2.6744633476995034e-18,1.0623440160767162e-05,1.6068192295055677e-15,0.0,1.3685426411519947e-27,1.8199265614366917e-09,1.6341322691751674e-20,2.7711576363440778e-17,3.784366516978247e-27,2.6407697876173164e-11,4.8968883175937834e-12,5.972790019784792e-43,2.498574427295668e-08,1.8060008834742406e-28,2.0970931348859302e-19,1.5373020413492589e-34,1.0620207678793394e-05,2.818641976460151e-31,3.6540281557280323e-06,5.2006129457714036e-06,2.290362290671183e-05,6.562308311524066e-06,3.051929296798976e-06,5.760152120942433e-06,7.894816622000769e-07,1.3080989837080158e-06,2.5773274169066684e-08,6.121297450627435e-07,2.8463045242723605e-06,3.413772498131896e-06,6.632477027067986e-07,3.960883364987536e-06,4.089378432074188e-12,3.9995108429956183e-10,1.4288244212084132e-10,2.8222191972253416e-07,1.425065492966898e-13,8.034539050191977e-12,6.598744035326708e-14,1.8813701973978173e-09,4.4246925970631076e-17,1.7749406444804013e-06,5.247557088361941e-07
1.8083796975553444e-11,0.11302162890393913,0.0,0.2805698730334584,0.0310732770313103,0.3193924654951975,0.3504675615526034,0.20700491003378013,0.09201455491885135,0.0,2.7056587649885443e-18,1.0655368291608082e-05,1.6213523481510808e-15,0.0,1.3933232104971666e-27,1.8402815165005298e-09,1.6536750399500837e-20,2.787842706010584e-17,3.8185967174230406e-27,2.6563060099222042e-11,4.911608265515129e-12,6.06310256767175e-43,2.5060855098331415e-08,1.8223363752104618e-28,2.1222644125732303e-19,1.5651391661888513e-34,1.0652115652961062e-05,2.8523753339430606e-31,3.6540352617320258e-06,5.204707203687928e-06,2.299703727724462e-05,6.573325982619386e-06,3.0537011294940335e-06,5.773465590992264e-06,7.911963808555048e-07,1.3151014975890199e-06,2.5853747452912103e-08,6.173273101032627e-07,2.8602131295534164e-06,3.4311995128785364e-06,6.671422289404726e-07,3.9719732387150965e-06,4.1008294786992726e-12,4.010733021837756e-10,1.4302410173348573e-10,2.8388413530311724e-07,1.436782960960044e-13,8.114888617052158e-12,6.692216434983932e-14,1.892660004334487e-09,4.503243455165395e-17,1.7763238688251704e-06,5.255943192597451e-07
1.8137994692086596e-11,0.11302162890393913,0.0,0.2805696891324818,0.031073273299733816,0.31939241787166583,0.35046751863082554,0.2070048955227077,0.09201455505196501,0.0,2.7371354318625078e-18,1.0687296384993033e-05,1.6359728336652703e-15,0.0,1.4184760217569015e-27,1.8608024784945217e-09,1.6733914816567947e-20,2.8045778530024235e-17,3.853032707848484e-27,2.6718856613355566e-11,4.926328211903018e-12,6.154504289581564e-43,2.513596603851668e-08,1.8387700740753892e-28,2.1476606036595872e-19,1.5933944634695298e-34,1.0684023525849735e-05,2.8864087231887944e-31,3.654042298743934e-06,5.208775688575025e-06,2.309054484560064e-05,6.584308343752706e-06,3.055458604907465e-06,5.786739390857798e-06,7.929091384574279e-07,1.322113887285804e-06,2.5934239365148174e-08,6.225511782362616e-07,2.8741334973684615e-06,3.4486642957502403e-06,6.710457372314054e-07,3.983058443019293e-06,4.1122757130023756e-12,4.021950599948787e-10,1.431663321923282e-10,2.855509999543988e-07,1.448558649100066e-13,8.195848388460372e-12,6.786731580668885e-14,1.9039833555265464e-09,4.582934795431207e-17,1.777690131342222e-06,5.264333897412411e-07
1.8192192408619748e-11,0.11302162890393913,0.0,0.2805695051862686,0.031073269578489007,0.3193923702581011,0.35046747574424836,0.2070048810258955,0.0920145551859785,0.0,2.7688951623269357e-18,1.0719224440927273e-05,1.6506809478836474e-15,0.0,1.4440055228170865e-27,1.8814902879831485e-09,1.6932826040635814e-20,2.821363077300625e-17,3.88767510497981e-27,2.6875087235713755e-11,4.941048156758469e-12,6.247005007469115e-43,2.521107709415014e-08,1.8553022743746823e-28,2.173283028231023e-19,1.6220729301898779e-34,1.0715931297454086e-05,2.920743890616252e-31,3.6540492691801868e-06,5.212818589686774e-06,2.318414530465562e-05,6.595255508005286e-06,3.0572018392192635e-06,5.799973543430206e-06,7.946199283001723e-07,1.3291360749896114e-06,2.6014749910595055e-08,6.278013777159184e-07,2.8880654764098293e-06,3.4661668026881253e-06,6.74958200871771e-07,3.9941389798506e-06,4.123717136999129e-12,4.033163579531738e-10,1.4330913210415921e-10,2.872225117152004e-07,1.4603926303316784e-13,8.277421281173142e-12,6.882297949429757e-14,1.9153402489366186e-09,4.663779420102972e-17,1.7790395087953934e-06,5.272729159736823e-07
1.82463901251529e-11,0.11302162890393913,0.0,0.280569321194862,0.03107326586757943,0.3193923226544451,0.35046743289275933,0.2070048665432285,0.09201455532089127,0.0,2.8009397773304837e-18,1.0751152459416034e-05,1.6654769526422428e-15,0.0,1.4699162010813327e-27,1.9023457869968482e-09,1.713349419678413e-20,2.8381983788862147e-17,3.92252452554207e-27,2.7031751783513013e-11,4.95576810008249e-12,6.340614602159479e-43,2.528618826586738e-08,1.8719332704138676e-28,2.1991330100367767e-19,1.6511796077491843e-34,1.074783896776873e-05,2.9553825873938887e-31,3.6540561753776554e-06,5.216836094912281e-06,2.3277838348515904e-05,6.606167588096228e-06,3.058930947669254e-06,5.813168072439596e-06,7.963287437508052e-07,1.336167983050643e-06,2.609527909405837e-08,6.330779365080521e-07,2.9020089159176625e-06,3.4837069894808937e-06,6.788795931694755e-07,4.005214851158667e-06,4.135153752703887e-12,4.0443719627996715e-10,1.4345249955819842e-10,2.888986686256828e-07,1.4722849771098007e-13,8.359610215356103e-12,6.978924061021879e-14,1.926730682527438e-09,4.745790231307102e-17,1.7803720778380148e-06,5.281128935228273e-07
1.8300587841686052e-11,0.11302162890393913,0.0,0.2805691371583054,0.03107326216700856,0.3193922750606399,0.350467390076246,0.20700485207459218,0.09201455545670302,0.0,2.8332711047673785e-18,1.0783080440464548e-05,1.6803611097776104e-15,0.0,1.4962125837007762e-27,1.9233698190273495e-09,1.733592943747369e-20,2.8550837577402274e-17,3.957581586260141e-27,2.71888500740461e-11,4.970488041876084e-12,6.435343013523807e-43,2.5361299554301852e-08,1.8886633564983402e-28,2.2252118764873863e-19,1.680719582205687e-34,1.077974653678826e-05,2.990326569437033e-31,3.6540630195962007e-06,5.220828390785279e-06,2.3371623672512716e-05,6.617044696383642e-06,3.060646044564705e-06,5.826323002446048e-06,7.980355782490979e-07,1.3432095339791215e-06,2.6175826920329242e-08,6.383808822909772e-07,2.9159636656801225e-06,3.501284811766438e-06,6.828098874487218e-07,4.0162860588923086e-06,4.14658556213044e-12,4.055575751962921e-10,1.4359643278556524e-10,2.905794687266881e-07,1.4842357614014888e-13,8.442418114554998e-12,7.076618477980866e-14,1.938154654261846e-09,4.8289802314589636e-17,1.781687915011052e-06,5.289533178299131e-07
1.8354785558219204e-11,0.11302162890393913,0.0,0.28056895307664315,0.03107325847677975,0.3193922274766281,0.3504673472945964,0.20700483761987332,0.09201455559341343,0.0,2.8658909794797785e-18,1.0815008384078034e-05,1.6953336811268304e-15,0.0,1.5228992378045801e-27,1.9445632290230342e-09,1.7540141942530658e-20,2.872019213843704e-17,3.9928469038587244e-27,2.7346381924682103e-11,4.985207982140242e-12,6.531200240655212e-43,2.5436410960084918e-08,1.9054928269333624e-28,2.251520958652773e-19,1.7106979845356115e-34,1.0811654004507221e-05,3.0255775974052104e-31,3.6540698040211255e-06,5.224795662493675e-06,2.3465500973196456e-05,6.627886944865792e-06,3.062347243287866e-06,5.8394383588304455e-06,7.997404253074786e-07,1.350260650446332e-06,2.6256393394184262e-08,6.437102424563576e-07,2.9299295760335745e-06,3.518900225033449e-06,6.867490570505626e-07,4.0273526049995076e-06,4.158012567291643e-12,4.066774949221053e-10,1.4374093050829372e-10,2.9226491005939085e-07,1.4962450546878362e-13,8.525847905673082e-12,7.175389805695484e-14,1.9496121621027923e-09,4.91336252366738e-17,1.7829870967412757e-06,5.297941842143345e-07
1.8408983274752356e-11,0.11302162890393913,0.0,0.28056876894991994,0.03107325479689624,0.3193921799023527,0.3504673045476988,0.20700482317895932,0.09201455573102225,0.0,2.898801243260058e-18,1.0846936290261699e-05,1.710394928527513e-15,0.0,1.5499807707309097e-27,1.9659268633842967e-09,1.7746141919130865e-20,2.889004747177687e-17,4.028321095062341e-27,2.7504347152866364e-11,4.999927920875951e-12,6.628196342044649e-43,2.551152248384587e-08,1.922421976024064e-28,2.278061591260315e-19,1.741119990892735e-34,1.0843561370920112e-05,3.0611374366994666e-31,3.6540765307655684e-06,5.228738093889033e-06,2.3559469948331022e-05,6.63869444518225e-06,3.0640346563034785e-06,5.852514167784195e-06,8.014432785109717e-07,1.3573212552856574e-06,2.633697852038553e-08,6.490660441100636e-07,2.9439064978627484e-06,3.5365531846230264e-06,6.906970753334525e-07,4.0384144914274225e-06,4.169434770199115e-12,4.0779695567786827e-10,1.4388599114765818e-10,2.9395499066608766e-07,1.5083129279657901e-13,8.609902518950622e-12,7.275246692480331e-14,1.961103204013334e-09,4.998950312138841e-17,1.784269699339452e-06,5.306354878762953e-07
1.8463180991285508e-11,0.11302162890393913,0.0,0.2805685847781811,0.031073251127361184,0.31939213233775693,0.35046726183544197,0.20700480875173882,0.09201455586952931,0.0,2.932003744852967e-18,1.0878864159020744e-05,1.7255451138178007e-15,0.0,1.5774618302587669e-27,1.98746156995892e-09,1.7953939601784032e-20,2.906040357723227e-17,4.064004776595335e-27,2.7662745576120507e-11,5.014647858084186e-12,6.726341435756801e-43,2.55866341262119e-08,1.9394510980754432e-28,2.3048351126929313e-19,1.7719908228689226e-34,1.0875468636021406e-05,3.0970078574596925e-31,3.6540832018727906e-06,5.232655867495972e-06,2.3653530296888184e-05,6.649467308615057e-06,3.0657083951661804e-06,5.865550456299752e-06,8.031441315171225e-07,1.364391271493583e-06,2.641758230368066e-08,6.544483140730321e-07,2.9578942826008834e-06,3.5542436457302784e-06,6.946539156737876e-07,4.04947172012238e-06,4.1808521728641295e-12,4.089159576849776e-10,1.440316126868332e-10,2.9564970859033403e-07,1.5204394517500526e-13,8.694584887937904e-12,7.376197829648205e-14,1.9726277779566394e-09,5.085756902581144e-17,1.785535798998563e-06,5.314772238994159e-07
1.851737870781866e-11,0.11302162890393913,0.0,0.2805684005614722,0.031073247468177606,0.3193920847827848,0.35046721915771506,0.20700479433810107,0.09201455600893448,0.0,2.965500339957704e-18,1.0910791990360357e-05,1.740784498836373e-15,0.0,1.6053471048404158e-27,2.009168198037473e-09,1.8163545252318112e-20,2.923126045461377e-17,4.099898565181874e-27,2.782157701204236e-11,5.0293677937659165e-12,6.825645699605963e-43,2.566174588780815e-08,1.9565804873923659e-28,2.3318428649871584e-19,1.8033157477553227e-34,1.0907375799805522e-05,3.1331906345619514e-31,3.6540898193183983e-06,5.236549164521503e-06,2.3747681719041977e-05,6.660205646089846e-06,3.0673685705278673e-06,5.878547252162422e-06,8.048429780559079e-07,1.3714706222306914e-06,2.6498204748802764e-08,6.598570788821267e-07,2.9718927822298303e-06,3.571971563405931e-06,6.986195514664426e-07,4.060524293029876e-06,4.192264777296748e-12,4.10034501163439e-10,1.4417779377408766e-10,2.973490618758428e-07,1.5326246960750113e-13,8.779897949466902e-12,7.478251951582209e-14,1.9841858818959825e-09,5.1737957026066273e-17,1.786785471792058e-06,5.323193872533054e-07
1.8571576424351812e-11,0.11302162890393913,0.0,0.28056821629983975,0.031073243819348433,0.31939203723738036,0.35046717651440745,0.2070047799379363,0.09201455614923774,0.0,2.9992928912299146e-18,1.0942719784285712e-05,1.7561133454224467e-15,0.0,1.6336413238343014e-27,2.0310475983487134e-09,1.8374969159863542e-20,2.940261810373197e-17,4.1360030775459505e-27,2.7980841278305942e-11,5.0440877279221065e-12,6.926119371331921e-43,2.5736857769257675e-08,1.9738104382795653e-28,2.359086193831223e-19,1.8351000788041213e-34,1.0939282862266855e-05,3.169687547615805e-31,3.6540963850125054e-06,5.240418164864314e-06,2.384192391616313e-05,6.670909568177009e-06,3.0690152921450016e-06,5.891504583940582e-06,8.065398119296431e-07,1.3785592308226409e-06,2.6578845860470506e-08,6.652923647910001e-07,2.9859018492801535e-06,3.5897368925579234e-06,7.025939561252996e-07,4.07157221209458e-06,4.203672585506137e-12,4.111525863328986e-10,1.4432453316047722e-10,2.990530485670456e-07,1.54486873049655e-13,8.865844643633722e-12,7.581417835807693e-14,1.9957775137947475e-09,5.2630802221350775e-17,1.7880187936721166e-06,5.331619727961105e-07
