Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648)
6.838118174207304e-09,0.045450764422602166,0.0,0.10355015191122902,0.031075110263184432,0.3154518471716688,0.34807291890805203,0.2058745967602993,0.09213034062154017,0.0,5.445157647746073e-30,4.996226898240655e-13,6.732222896160423e-32,0.0,5.281080715131864e-44,3.0440317927962355e-05,9.391463619995698e-35,1.0016862393362605e-34,1.4659060750731486e-59,1.5276318670347887e-18,3.446170447237158e-30,4.451681661752189e-95,5.642575528353357e-20,1.2279842802390398e-65,1.7893311953561473e-31,7.561496656290377e-61,4.0915897600746505e-13,7.717908345737416e-58,1.49151861021629e-05,0.003066671107367829,0.0017800754307703644,0.002411873230988166,0.00020581882375766066,0.0006616334671156812,1.749837660569262e-08,0.00010058223249016375,9.574987479477722e-15,4.23587285619965e-05,8.647571719425684e-05,1.8701311791030238e-06,2.296357622008302e-12,0.0009316809979513174,3.2569872545994e-19,9.94671954511056e-13,1.3398805009247978e-16,1.1344965056593924e-07,1.0147560903113513e-08
6.846614683530745e-09,0.045450764422602166,0.0,0.10354001565202453,0.031075110263184432,0.3154472909748427,0.3480700993590449,0.20587355606768837,0.092130629450768,0.0,5.447524194241588e-30,5.002413795380596e-13,6.781472865696686e-32,0.0,5.319634328966044e-44,3.0542564246279596e-05,9.43588073825524e-35,1.004164941042773e-34,1.4713704456626637e-59,1.5313222981320061e-18,3.450442571529167e-30,4.4793781583815704e-95,5.671115248318788e-20,1.2325617388594284e-65,1.7978771342672308e-31,7.616706521435879e-61,4.095695673993326e-13,7.755873658579318e-58,1.4913816469952038e-05,0.0030703347464913497,0.001781799795070496,0.0024146927799946856,0.00020579751483622104,0.0006620478157231196,1.7494308559651652e-08,0.0001007756675319434,9.597795411545843e-15,4.24287264015152e-05,8.669000504508363e-05,1.8674497031886547e-06,2.301126702354097e-12,0.0009327424819497596,3.2681859090357857e-19,9.975842976641491e-13,1.342748538698046e-16,1.1393800875381193e-07,1.0176733713890603e-08
6.855111192854186e-09,0.045450764422602166,0.0,0.10352988214122923,0.031075110263184432,0.3154427356190366,0.34806728022063604,0.2058725155847044,0.09213091849150627,0.0,5.449883904171049e-30,5.008600642407305e-13,6.831033061204123e-32,0.0,5.358419896824022e-44,3.064500784751339e-05,9.480449827209208e-35,1.0066466778126233e-34,1.476848364275329e-59,1.5350169309971265e-18,3.45471467392302e-30,4.507212273798261e-95,5.699768917674254e-20,1.2371505464245188e-65,1.8064527624433752e-31,7.672248626728805e-61,4.099799527894619e-13,7.793977777827776e-58,1.491244724257099e-05,0.0030739980815738897,0.0017835228651271627,0.002417511918402828,0.0002057762095580658,0.0006624613490860141,1.7490242854461324e-08,0.00010096916089879934,9.620627993217096e-15,4.249871764158665e-05,8.690451808533685e-05,1.8647762502234305e-06,2.3058985008337868e-12,0.0009338037512903151,3.2794098438568737e-19,1.0005006189667615e-12,1.3456187895869569e-16,1.1442771752694257e-07,1.0205943570813848e-08
6.872104211501068e-09,0.045450764422602166,0.0,0.10350962336255184,0.031075110263184432,0.31543362742943865,0.3480616431752132,0.20587043524719575,0.09213149720643032,0.0,5.45458293495576e-30,5.020974186150199e-13,6.931090582873556e-32,0.0,5.436691280348249e-44,3.085048705745711e-05,9.570045179356872e-35,1.0116192561517573e-34,1.4878449123887177e-59,1.5424187986328643e-18,3.4632588130336975e-30,4.563295409304533e-95,5.757419335599343e-20,1.2463622643597823e-65,1.8236933402621094e-31,7.784335841958422e-61,4.1080010604003823e-13,7.87060376156119e-58,1.4909710001187604e-05,0.0030813238396739905,0.0017869651231150392,0.0024231489638244434,0.00020573361003378945,0.0006632859735362745,1.7482118415176344e-08,0.00010135632137276734,9.666367070078169e-15,4.263868022795774e-05,8.733421858763707e-05,1.8594532622520258e-06,2.3154502272054117e-12,0.0009359256463113038,3.301933620851631e-19,1.0063451914317992e-12,1.3513659347533395e-16,1.1541119286414579e-07,1.0264474346005818e-08
6.885991422175189e-09,0.045450764422602166,0.0,0.10349307543198534,0.031075110263184432,0.31542618643616854,0.34805703762927714,0.20586873575396678,0.09213197077574355,0.0,5.458403076252317e-30,5.031086072921595e-13,7.013795889245936e-32,0.0,5.501355376040582e-44,3.101899720990756e-05,9.643719301649722e-35,1.0156920120019898e-34,1.496872008341258e-59,1.548480302349335e-18,3.4702412778742534e-30,4.6095413900098794e-95,5.804874091625078e-20,1.2539241880435607e-65,1.8378715890307077e-31,7.876937198637389e-61,4.1146974932393365e-13,7.933639959409923e-58,1.4907474244488948e-05,0.0030873097686319986,0.001789774397993423,0.0024277545097595925,0.00020569880744698992,0.0006639574676279847,1.7475485720512405e-08,0.00010167289126513418,9.703819570763498e-15,4.275304209771969e-05,8.768604928774857e-05,1.8551266637088032e-06,2.323264207963772e-12,0.000937659086429013,3.3204159750942975e-19,1.0111333597645261e-12,1.3560692584546242e-16,1.1621894315041401e-07,1.0312417341821094e-08
6.899878632849309e-09,0.045450764422602166,0.0,0.10347653483647443,0.031075110263184432,0.3154187476864124,0.34805243317899975,0.20586703681944987,0.09213244490674337,0.0,5.46220532367345e-30,5.041197825907704e-13,7.09735005119869e-32,0.0,5.56665277674897e-44,3.1188034879230364e-05,9.717803318325547e-35,1.0197728746996447e-34,1.5059355041322256e-59,1.5545530204163263e-18,3.477223684268642e-30,4.6561613790050316e-95,5.852637075541316e-20,1.261516603236866e-65,1.8521299375560367e-31,7.970445679097312e-61,4.121388437523857e-13,7.997051084767411e-58,1.4905239565847632e-05,0.0030932948855227006,0.0017925802172728386,0.0024323589600358975,0.0002056640149031383,0.0006646267945310217,1.7468859122920247e-08,0.00010198961315796333,9.741337812714987e-15,4.286738604522785e-05,8.80384780249538e-05,1.850821035969087e-06,2.331085372905668e-12,0.000939391954066249,3.3389660750205475e-19,1.0159321418366207e-12,1.360778507271319e-16,1.1703032012735854e-07,1.0360459066963689e-08
6.9137658435234295e-09,0.045450764422602166,0.0,0.10346000157343961,0.031075110263184432,0.3154113111790258,0.3480478298239446,0.20586533844319183,0.09213291959824584,0.0,5.465989805183565e-30,5.051309445140347e-13,7.181760243979299e-32,0.0,5.632588346927691e-44,3.1357600230199716e-05,9.792298611146516e-35,1.023861843818909e-34,1.5150354726957951e-59,1.5606369491307161e-18,3.4842060322358485e-30,4.7031576382467504e-95,5.900709637492378e-20,1.2691395710333898e-65,1.866468663632932e-31,8.06486825355351e-61,4.1280738984289795e-13,8.060838592597273e-58,1.4903005964059346e-05,0.0030992791903960834,0.001795382581665966,0.0024369623150900153,0.00020562923250740708,0.0006652939580227639,1.746223856916061e-08,0.00010230648571325257,9.77892175743477e-15,4.29817119696987e-05,8.839150354855244e-05,1.8465362192962305e-06,2.3389136948978053e-12,0.0009411242495646621,3.3575839970760395e-19,1.0207415327640623e-12,1.3654936857830014e-16,1.1784533035571248e-07,1.0408599437878462e-08
6.92765305419755e-09,0.045450764422602166,0.0,0.10344347564028306,0.031075110263184432,0.3154038769128631,0.3480432275636752,0.20586364062474152,0.0921333948490668,0.0,5.4697566474916466e-30,5.061420930651342e-13,7.267033688912616e-32,0.0,5.699166977978692e-44,3.1527693424654704e-05,9.867206563254469e-35,1.0279589189341597e-34,1.5241719869644033e-59,1.5667320847915917e-18,3.491188321794844e-30,4.750532438774926e-95,5.949093129805559e-20,1.2767931525253578e-65,1.8808880453629469e-31,8.160211930859771e-61,4.134753881124234e-13,8.125003940462306e-58,1.4900773437922575e-05,0.0031052626832975667,0.001798181491903443,0.0024415645753584334,0.00020559446036284084,0.0006659589618813899,1.7455624006981765e-08,0.00010262350759650051,9.816571366433935e-15,4.30960197714968e-05,8.874512460816152e-05,1.8422720556408644e-06,2.3467491468573536e-12,0.0009428559732656911,3.376269830316768e-19,1.025561527798973e-12,1.3702147986993583e-16,1.1866398038678182e-07,1.0456838371215745e-08
6.94154026487167e-09,0.045450764422602166,0.0,0.10342695703438867,0.031075110263184432,0.3153964448867776,0.3480386263977551,0.20586194336365055,0.09213387065802188,0.0,5.473505976065678e-30,5.071532282472485e-13,7.353177653571207e-32,0.0,5.76639358833338e-44,3.169831462150685e-05,9.942528559167364e-35,1.0320640996199621e-34,1.533345119868747e-59,1.5728384237002494e-18,3.498170552964583e-30,4.7982880607290644e-95,5.99778890698235e-20,1.2844774088035313e-65,1.8953883611535878e-31,8.256483758625863e-61,4.1414283907736533e-13,8.189548588523457e-58,1.4898541986238586e-05,0.0031112453642680206,0.001800976948733759,0.0024461657412774636,0.00020555969857039314,0.000666621809885847,1.7449015385107693e-08,0.00010294067747670313,9.854286601232543e-15,4.321030935212202e-05,8.909933995373191e-05,1.8380283886226726e-06,2.3545917017519477e-12,0.0009445871255105618,3.3950236441859725e-19,1.0303921222827923e-12,1.3749418507096605e-16,1.1948627676246662e-07,1.0505175783830146e-08
6.9554274755457906e-09,0.045450764422602166,0.0,0.10341044575312229,0.031075110263184432,0.3153890150996212,0.3480340263257483,0.20586024665947233,0.09213434702392649,0.0,5.477237915149244e-30,5.081643500635565e-13,7.440199451972787e-32,0.0,5.834273123547465e-44,3.186946397674872e-05,1.001826598477508e-34,1.036177385451071e-34,1.5425549443377862e-59,1.578955962160193e-18,3.5051527257640076e-30,4.8464267933674e-95,6.046798325688248e-20,1.2921924009572078e-65,1.9099698897174255e-31,8.353690823353684e-61,4.148097432535784e-13,8.254473999538556e-58,1.4896311607811393e-05,0.003117227233343795,0.0018037689529231387,0.00245076581328325,0.00020552494722896793,0.0006672825058158145,1.744241265323184e-08,0.00010325799402634945,9.892067423359626e-15,4.332458061419501e-05,8.945414833556708e-05,1.8338050635096421e-06,2.362441332599681e-12,0.000946317706640288,3.413845502766651e-19,1.035233311394238e-12,1.379674846432499e-16,1.203122260152853e-07,1.0553611592779056e-08
6.969314686219911e-09,0.045450764422602166,0.0,0.10339394179383163,0.031075110263184432,0.3153815875502447,0.34802942734721876,0.20585855051176283,0.09213482394559591,0.0,5.480952587773764e-30,5.091754585172354e-13,7.528106444728898e-32,0.0,5.902810556372325e-44,3.204114164346043e-05,1.009442022733633e-34,1.0402987760024295e-34,1.5518015332987422e-59,1.5850846964771308e-18,3.51213484021204e-30,4.894950935081262e-95,6.096122744745083e-20,1.299938190074223e-65,1.9246329100714295e-31,8.451840250539785e-61,4.154761011563684e-13,8.319781638861414e-58,1.4894082301447746e-05,0.003123208290556738,0.0018065575052554498,0.0024553647918117588,0.00020549020643545043,0.000667941053451676,1.7435815762012484e-08,0.00010357545592141863,9.92991379435324e-15,4.343883346144644e-05,8.980954850433723e-05,1.8296019272023578e-06,2.370298012469107e-12,0.0009480477169956703,3.432735496988912e-19,1.0400850903585497e-12,1.3844137906300666e-16,1.211418346683924e-07,1.0602145715321606e-08
6.983201896894031e-09,0.045450764422602166,0.0,0.10337744515384661,0.031075110263184432,0.315374162237498,0.34802482946173074,0.20585685492008013,0.0921353014218453,0.0,5.484650115779124e-30,5.101865536114616e-13,7.616906039298208e-32,0.0,5.972010886876662e-44,3.221334777182071e-05,1.017099267547334e-34,1.044428270849169e-34,1.5610849596771019e-59,1.5912246229589778e-18,3.5191168963275904e-30,4.9438627934195526e-95,6.14576352511794e-20,1.3077148372409496e-65,1.9393777015358352e-31,8.550939204850079e-61,4.161419133004935e-13,8.385472974440232e-58,1.4891854065957112e-05,0.0031291885359342264,0.0018093426065320546,0.0024599626772987843,0.0002054554762847586,0.0006685974565744715,1.7429224663035268e-08,0.0001038930618413745,9.967825675760462e-15,4.35530677986989e-05,9.016553921110265e-05,1.8254188282077406e-06,2.3781617144792314e-12,0.0009497771569172954,3.451693706528219e-19,1.0449474545924771e-12,1.3891586881145384e-16,1.219751092356092e-07,1.0650778068916846e-08
6.997089107568152e-09,0.045450764422602166,0.0,0.1033609558304793,0.031075110263184432,0.3153667391602295,0.34802023266884863,0.2058551598839844,0.09213577945148961,0.0,5.4883306198251395e-30,5.111976353494096e-13,7.706605690130368e-32,0.0,6.041879142515569e-44,3.238608250911316e-05,1.0247984719168869e-34,1.0485658695666106e-34,1.570405296396614e-59,1.59737573791585e-18,3.526098894129556e-30,4.9931646851026117e-95,6.195722029907736e-20,1.3155224035422977e-65,1.9542045437335002e-31,8.650994890219005e-61,4.168071802001649e-13,8.451549476816702e-58,1.4889626900151644e-05,0.0031351679694991844,0.0018121242575717222,0.0024645594701799443,0.0002054207568698717,0.0006692517189658725,1.742263930881385e-08,0.00010421081046916255,1.0005803029137435e-14,4.366728353185673e-05,9.052211920732699e-05,1.8212556166241212e-06,2.386032411799511e-12,0.000951506026745536,3.470720168819344e-19,1.0498203993948706e-12,1.3939095435117195e-16,1.2281205622144098e-07,1.0699508571222746e-08
7.010976318242272e-09,0.045450764422602166,0.0,0.10334447382102405,0.031075110263184432,0.3153593183172869,0.34801563696813687,0.205853465403038,0.09213625803334381,0.0,5.491994219409442e-30,5.122087037342535e-13,7.79721289889238e-32,0.0,6.112420378239243e-44,3.255934599973614e-05,1.0325397749761466e-34,1.052711571730262e-34,1.5797626163792939e-59,1.6035380376600653e-18,3.533080833636814e-30,5.0428589360440596e-95,6.245999624339543e-20,1.3233609500617179e-65,1.9691137165888979e-31,8.75201455000569e-61,4.1747190236904747e-13,8.518012619124609e-58,1.4887400802846155e-05,0.0031411465912701145,0.0018149024592104986,0.0024691551708906807,0.00020538604828187416,0.0006699038444081384,1.741605965279314e-08,0.00010452870049120509,1.004384581604938e-14,4.3781480567890705e-05,9.087928724489753e-05,1.8171121441185064e-06,2.3939100776498475e-12,0.0009532343268205498,3.489814976295127e-19,1.0547039198643046e-12,1.3986663616101203e-16,1.2365268212110426e-07,1.0748337140094536e-08
7.0248635289163925e-09,0.045450764422602166,0.0,0.10332799912275764,0.031075110263184432,0.3153518997075164,0.34801104235916025,0.20585177147680545,0.09213673716622274,0.0,5.495641032876498e-30,5.132197587691655e-13,7.888735214588468e-32,0.0,6.183639676550508e-44,3.2733138385207996e-05,1.0403233159943036e-34,1.05686537691582e-34,1.589156992545423e-59,1.6097115185061433e-18,3.540062714868229e-30,5.092947881362317e-95,6.296597675756395e-20,1.3312305378811985e-65,1.9841055003275856e-31,8.85400546707655e-61,4.1813608032026013e-13,8.584863877089088e-58,1.4885175772858104e-05,0.003147124401261111,0.001817677212301634,0.002473749779866259,0.00020535135060997822,0.0006705538366840967,1.7409485649322986e-08,0.00010484673059739884,1.0081953998070604e-14,4.389565881482961e-05,9.12370420761357e-05,1.8129882639141638e-06,2.4017946853005828e-12,0.0009549620574822801,3.5089782712066323e-19,1.0595980115599081e-12,1.4034291475500724e-16,1.2449699342054022e-07,1.0797263693583976e-08
7.038750739590513e-09,0.045450764422602166,0.0,0.10331153173293933,0.031075110263184432,0.31534448332976317,0.3480064488414837,0.20585007810485312,0.09213721684894115,0.0,5.499271177436497e-30,5.142308004573166e-13,7.981180233804277e-32,0.0,6.255542147622117e-44,3.29074598041777e-05,1.0481492343753745e-34,1.06102728469917e-34,1.5985884978135478e-59,1.6158961767708007e-18,3.547044537842655e-30,5.1434338654041285e-95,6.347517553606677e-20,1.339131228081269e-65,1.9991801754751193e-31,8.956974963973728e-61,4.187997145663771e-13,8.652104729025104e-58,1.4882951809007584e-05,0.0031531013994818896,0.0018204485177154425,0.0024783432975417686,0.00020531666394156976,0.0006712016995770971,1.740291725361228e-08,0.00010516489948110951,1.0120127536784547e-14,4.400981818174423e-05,9.159538245381854e-05,1.8088838307665533e-06,2.409686208072497e-12,0.0009566892190704539,3.528210043292379e-19,1.0645026701996097e-12,1.4081979059617204e-16,1.2534499659644365e-07,1.0846288149937586e-08
7.052637950264633e-09,0.045450764422602166,0.0,0.103295071648811,0.031075110263184432,0.31533706918287147,0.34800185641467235,0.20584838528674965,0.09213769708031386,0.0,5.50288476917478e-30,5.152418288018766e-13,8.07455560083632e-32,0.0,6.328132929358834e-44,3.30823103924304e-05,1.0560176696579384e-34,1.0651972946563831e-34,1.6080572051004828e-59,1.6220920087729536e-18,3.554026302578925e-30,5.194319241756977e-95,6.39876062943745e-20,1.3470630817409989e-65,2.014338022856486e-31,9.060930403004315e-61,4.1946280561942767e-13,8.719736655836666e-58,1.4880728910117286e-05,0.003159077585937805,0.0018232163763392253,0.002482935724352116,0.00020528198836223196,0.0006718474368709881,1.7396354421788357e-08,0.0001054832058391693,1.0158366393783776e-14,4.4123958578738404e-05,9.195430713119009e-05,1.8047987009497999e-06,2.4175846193367977e-12,0.0009584158119245833,3.547510278003061e-19,1.0694178904714348e-12,1.412972641215999e-16,1.2619669811627917e-07,1.0895410427595928e-08
7.0665251609387536e-09,0.045450764422602166,0.0,0.10327861886759726,0.031075110263184432,0.3153296572656843,0.3479972650782915,0.20584669302206543,0.09213817785915557,0.0,5.50648192307171e-30,5.162528438060141e-13,8.16886900795405e-32,0.0,6.401417187523325e-44,3.325769028289898e-05,1.0639287615145954e-34,1.0693754063637199e-34,1.6175631873213097e-59,1.6282990108337126e-18,3.56100800909586e-30,5.245606373274308e-95,6.450328276880922e-20,1.3550261599379997e-65,2.029579323594937e-31,9.165879186421095e-61,4.201253539908978e-13,8.78776114101519e-58,1.4878507075012481e-05,0.0031650529606298858,0.0018259807890771227,0.0024875270607320346,0.00020524732395579292,0.00067249105235007,1.7389797110875925e-08,0.000105801648371871,1.0196670530670033e-14,4.4238079916932195e-05,9.231381486198367e-05,1.8007327322315196e-06,2.4254898925151205e-12,0.000960141836383963,3.566879283748855e-19,1.0743436674827675e-12,1.417753358981686e-16,1.2705210443831062e-07,1.0944630445191674e-08
7.080412371612874e-09,0.045450764422602166,0.0,0.1032621733865055,0.031075110263184432,0.31532224757704386,0.34799267483190643,0.20584500131037298,0.0921386591842811,0.0,5.510062753010623e-30,5.172638454728966e-13,8.264128195516043e-32,0.0,6.475400115791894e-44,3.3433599605668946e-05,1.071882649751729e-34,1.073561619397629e-34,1.6271065173893793e-59,1.6345171792763834e-18,3.567989657412267e-30,5.2972976320866215e-95,6.50222187164843e-20,1.363020523748424e-65,2.0449043591114865e-31,9.271828756502637e-61,4.207873601917299e-13,8.85617967063881e-58,1.4876286302521004e-05,0.003171027523554845,0.0018287417568500443,0.0024921173071160737,0.0002052126708043459,0.0006731325497990743,1.738324527867536e-08,0.0001061202257829658,1.0235039909054242e-14,4.435218210845418e-05,9.267390440043184e-05,1.7966857838607859e-06,2.433402001079517e-12,0.0009618672927876712,3.5863171600187995e-19,1.07927999829515e-12,1.4225400645750514e-16,1.2791122201161245e-07,1.099394812154906e-08
7.094299582286994e-09,0.045450764422602166,0.0,0.10324573520272612,0.031075110263184432,0.31531484011579075,0.3479880856750829,0.20584331015124666,0.09213914105450524,0.0,5.5136273717974464e-30,5.1827483380569e-13,8.360340952235165e-32,0.0,6.550086935881855e-44,3.361003848799001e-05,1.0798794743089649e-34,1.0777559333347435e-34,1.6366872682163128e-59,1.6407465104264662e-18,3.574971247546937e-30,5.349395399626987e-95,6.554442791516796e-20,1.3710462342469668e-65,2.0603134111237353e-31,9.378786595736194e-61,4.2144882473232434e-13,8.924993733370713e-58,1.4874066591473228e-05,0.0031770012747051163,0.0018314992805955233,0.002496706463938604,0.0002051780289882954,0.0006737719330031153,1.737669888381663e-08,0.00010643893677965739,1.0273474490556539e-14,4.446626506642522e-05,9.303457450128809e-05,1.7926577165435607e-06,2.4413209185524495e-12,0.0009635921814745685,3.6058234653266826e-19,1.0842268778295732e-12,1.4273327610690061e-16,1.2877405727610466e-07,1.1043363375681864e-08
7.108186792961115e-09,0.045450764422602166,0.0,0.10322930431343244,0.031075110263184432,0.31530743488076507,0.3479834976073866,0.20584161954426272,0.09213962346864289,0.0,5.51717589116703e-30,5.192858088075591e-13,8.457515115279555e-32,0.0,6.625482897599945e-44,3.3787007054280466e-05,1.087919375258964e-34,1.0819583477518863e-34,1.6463055127119987e-59,1.6469870006116509e-18,3.58195277951865e-30,5.401902066640613e-95,6.606992416323059e-20,1.3791033525068672e-65,2.0758067616454402e-31,9.486760226887266e-61,4.2210974812253943e-13,8.994204820458542e-58,1.4871847940702034e-05,0.003182974214068866,0.0018342533612676537,0.0025012945316338136,0.00020514339858637354,0.0006744092057476729,1.737015788592752e-08,0.00010675778007259977,1.031197423680628e-14,4.4580328704951675e-05,9.339582391983539e-05,1.7886483924319522e-06,2.4492466185067877e-12,0.0009653165027832984,3.625398561056646e-19,1.089184298389063e-12,1.4321314539895855e-16,1.2964061666256434e-07,1.1092876126793076e-08
7.122074003635235e-09,0.045450764422602166,0.0,0.10321288071578097,0.031075110263184432,0.3153000318708056,0.34797891062838376,0.20583992948899937,0.092140106425509,0.0,5.520708421803397e-30,5.202967704816674e-13,8.555658570551384e-32,0.0,6.701593278976254e-44,3.3964505426139305e-05,1.0960024928068556e-34,1.0861688622260666e-34,1.6559613237845992e-59,1.6532386461618197e-18,3.588934253346168e-30,5.454820033211646e-95,6.659872127950137e-20,1.387191939599907e-65,2.0913846929852782e-31,9.595757213191952e-61,4.227701308716925e-13,9.063814425732687e-58,1.4869630349042765e-05,0.0031889463416300227,0.0018370039998369416,0.0025058815106357075,0.0002051087796756873,0.0006750443718185422,1.736362224535024e-08,0.00010707675437589141,1.0350539109442091e-14,4.4694372939109014e-05,9.37576514119084e-05,1.7846576750991724e-06,2.4571790745657953e-12,0.0009670402570522852,3.6450434100177184e-19,1.094152258630027e-12,1.4369361515518256e-16,1.3051090659264865e-07,1.1142486294272773e-08
7.1359612143093554e-09,0.045450764422602166,0.0,0.10319646440691144,0.031075110263184432,0.3152926310847502,0.34797432473764034,0.20583823998503648,0.09214058992391863,0.0,5.524225073344947e-30,5.213077188311771e-13,8.654779252778113e-32,0.0,6.77842338630795e-44,3.4142533722350095e-05,1.1041289672900552e-34,1.0903874763344803e-34,1.6656547743405464e-59,1.6595014434090434e-18,3.595915669048239e-30,5.5081517087717776e-95,6.713083310322074e-20,1.3953120565964124e-65,2.1070474877464635e-31,9.705785158419734e-61,4.2342997348856036e-13,9.133824045605719e-58,1.4867413815333312e-05,0.0031949176573683,0.0018397511972902479,0.002510467401378113,0.00020507417233173197,0.0006756774350018194,1.7357091923012554e-08,0.0001073958584070731,1.038916907011186e-14,4.4808397684935644e-05,9.41200557339011e-05,1.7806854295297955e-06,2.4651182604031263e-12,0.000968763444619735,3.6647568764556045e-19,1.0991307585150382e-12,1.4417468551781252e-16,1.3138493347890984e-07,1.1192193797697926e-08
7.149848424983476e-09,0.045450764422602166,0.0,0.10318005538394692,0.031075110263184432,0.31528523252143553,0.34796973993472274,0.20583655103195592,0.09214107396268699,0.0,5.527725954405562e-30,5.223186538592495e-13,8.754885145807419e-32,0.0,6.855978554301006e-44,3.4321092058893744e-05,1.1122989391776615e-34,1.0946141896545094e-34,1.6753859372845458e-59,1.6657753886875802e-18,3.602897026643598e-30,5.561899512128583e-95,6.76662734938886e-20,1.4034637645652554e-65,2.122795428825448e-31,9.816851707077054e-61,4.2408927648137986e-13,9.204235179070578e-58,1.4865198338413975e-05,0.0032008881612592198,0.0018424949546306303,0.0025150522042946687,0.00020503957662843997,0.000676308399083847,1.7350566880966022e-08,0.00010771509088712161,1.042786408047278e-14,4.492240285941615e-05,9.448303564278954e-05,1.7767315220938278e-06,2.4730641497428162e-12,0.000970486065823635,3.684537958867292e-19,1.1041197837439704e-12,1.4465635662021075e-16,1.32262703724844e-07,1.124199855683013e-08
7.163735635657596e-09,0.045450764422602166,0.0,0.10316365364399391,0.031075110263184432,0.3152778361796976,0.3479651562191976,0.20583486262934106,0.0921415585406294,0.0,5.5312111725782296e-30,5.233295755690439e-13,8.855984282683239e-32,0.0,6.934264146106581e-44,3.4500180548951886e-05,1.1205125490703144e-34,1.0988490017637238e-34,1.6851548855195734e-59,1.672060478333875e-18,3.609878326150967e-30,5.616065871472611e-95,6.820505633122451e-20,1.411647124573853e-65,2.138628799411602e-31,9.928964544459566e-61,4.2474804035784885e-13,9.275049327700135e-58,1.4862983917127402e-05,0.003206857853274129,0.0018452352728772993,0.00251963591981883,0.00020500499263819083,0.0006769372678512027,1.7344047082228534e-08,0.00010803445054044805,1.0466624102191357e-14,4.503638838047606e-05,9.484658989613832e-05,1.7727958205379215e-06,2.4810167163592717e-12,0.0009722081210017526,3.704389997334954e-19,1.1091193269346763e-12,1.4513862994354532e-16,1.3314422372487818e-07,1.129190049161561e-08
7.1776228463317166e-09,0.045450764422602166,0.0,0.10314725918414254,0.031075110263184432,0.3152704420583709,0.34796057359063154,0.20583317477677737,0.09214204365656137,0.0,5.534680834456919e-30,5.24340483963719e-13,8.95808474595598e-32,0.0,7.013285553470147e-44,3.46797993029202e-05,1.1287699376995559e-34,1.1030919122398783e-34,1.6949616919468821e-59,1.678356708686556e-18,3.61685956758905e-30,5.670653224407186e-95,6.874719551500844e-20,1.4198621976881676e-65,2.1545478829858545e-31,1.0042131396866315e-60,4.254062656251265e-13,9.346267995645268e-58,1.4860770550318756e-05,0.003212826733380239,0.0018479721530654497,0.0025242185483838686,0.00020497042043186089,0.0006775640450906444,1.7337532489843805e-08,0.00010835393609489105,1.0505449096943454e-14,4.5150354166964954e-05,9.521071725212356e-05,1.7688781939598163e-06,2.4889759340772626e-12,0.0009739296104916353,3.724313146122963e-19,1.114129406297067e-12,1.4562150596535186e-16,1.3402949986438627e-07,1.1341899522182806e-08
7.191510057005837e-09,0.045450764422602166,0.0,0.10313087200146638,0.031075110263184432,0.3152630501562895,0.3479559920485915,0.20583148747385166,0.09214252930929853,0.0,5.538135045641352e-30,5.253513790464322e-13,9.061194667777259e-32,0.0,7.093048196776857e-44,3.4859948428412486e-05,1.137071245927654e-34,1.1073429206609151e-34,1.7048064294659976e-59,1.6846640760864367e-18,3.623840750976541e-30,5.72566401795728e-95,6.929270496503103e-20,1.4281090449727106e-65,2.1705529633202915e-31,1.0156360031664926e-60,4.2606395278983435e-13,9.417892689634309e-58,1.4858558236835612e-05,0.0032187948015406313,0.0018507055962462102,0.002528800090422868,0.0002049358600788358,0.0006781887345890946,1.7331023068024335e-08,0.00010867354628171475,1.0544339026414275e-14,4.526430013865038e-05,9.55754164695406e-05,1.7649785127981856e-06,2.4969417767719116e-12,0.00097565053463061,3.74430104576559e-19,1.1191499969384048e-12,1.461049835061734e-16,1.3491853851976788e-07,1.1391995568842193e-08
7.205397267679957e-09,0.045450764422602166,0.0,0.10311449209302298,0.031075110263184432,0.31525566047228604,0.3479514115926446,0.20582980072015272,0.09214301549765687,0.0,5.541573910750178e-30,5.263622608203392e-13,9.165322230105726e-32,0.0,7.173557525150418e-44,3.504062803026959e-05,1.1454166147471865e-34,1.1116020266049622e-34,1.714689170974721e-59,1.6909825768765116e-18,3.630821876332117e-30,5.781100708589153e-95,6.984159862098779e-20,1.436387727490538e-65,2.1866443244772703e-31,1.0271658257433592e-60,4.2672110235805625e-13,9.489924918971792e-58,1.485634697552778e-05,0.0032247620577142864,0.001853435603486532,0.002533380546368729,0.0002049013116470404,0.0006788113401336029,1.732451878224405e-08,0.0001089932798356043,1.0583293852298436e-14,4.537822621620664e-05,9.594068630781923e-05,1.7610966488144392e-06,2.504914218368688e-12,0.0009773708937557835,3.764357097488173e-19,1.1241810762252815e-12,1.465890641335296e-16,1.358113460584252e-07,1.1442188552084979e-08
