Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202),NOX(214),CNOX(740),NO2X(206),H2NO3(231),SX(544),SX(876)
5.265569367315265e-12,0.1547348997255798,0.0,0.38418188304576373,0.031074338336778806,0.3175196718521756,0.3485387258375622,0.20700911126029992,0.09201454977364813,0.0,1.8720795015258948e-16,7.64775729103469e-05,1.7508546733239435e-12,0.0,1.6595661234105837e-22,1.3106479081783496e-09,2.313335162461754e-18,1.2481235416615807e-14,5.137684164339125e-23,2.6263701721311767e-10,2.975769776268047e-09,2.5428980880348017e-35,1.7051315341013816e-05,7.062252254874853e-23,1.3408237430805175e-14,3.306245849670251e-28,7.648458957815184e-05,4.554763530370485e-27,3.6444530277073267e-06,1.0996044441924893e-06,9.623734264535208e-06,1.9271508005162985e-06,1.6555262068721213e-06,8.879524583322894e-07,9.018535582163706e-07,1.3804337963204493e-07,0.001873137549322365,2.0142232381766553e-09,1.1204876286535527e-06,1.227662242686983e-06,1.3090936588986082e-05,9.76478213368821e-07,6.201936576040042e-11,2.059509160074319e-09,1.8337404883654983e-08,4.5318473498089243e-07,5.461280801137794e-14,3.3339028057126876e-11,2.453688162744018e-14,4.494096940822853e-09,4.633659583606048e-19,5.046164839036862e-07,1.031429942541437e-07,8.173759868973772e-14,1.4743110239132452e-17,4.5134822668724764e-07,0.0018670750007621646,1.704862205657202e-08,1.1368481060285254e-07
5.282211412946572e-12,0.1547348997255798,0.0,0.38418181563633347,0.031074336010498298,0.3175137333865504,0.348532613242618,0.207009104206565,0.09201454862769054,0.0,1.8906110557341913e-16,7.671859623708976e-05,1.767484924305531e-12,0.0,1.6850852241899746e-22,1.3197392849674228e-09,2.3407716140942434e-18,1.2560655185489714e-14,5.186551635642778e-23,2.6409440087634494e-10,2.985174714860398e-09,2.58333716971771e-35,1.710502715137276e-05,7.129424722109602e-23,1.3527592895991127e-14,3.357110617295836e-28,7.672563542949896e-05,4.610998148737023e-27,3.6456254271621385e-06,1.099833481073283e-06,9.664064147409233e-06,1.9298442318420217e-06,1.6579867560005458e-06,8.881678798927961e-07,9.03470341761523e-07,1.381825758532603e-07,0.0018790237747690294,2.0029372240954007e-09,1.1254664204339005e-06,1.2344115585261447e-06,1.313507560519715e-05,9.784320531992395e-07,6.214348014163511e-11,2.063679165518187e-09,1.8393926422139117e-08,4.5575215305351434e-07,5.48645497515334e-14,3.358847748857151e-11,2.4779953599462112e-14,4.52199995171439e-09,4.654390558717915e-19,5.04979277013716e-07,1.0317142600759617e-07,8.222700000748525e-14,1.4928802194324503e-17,4.5214762839269946e-07,0.0018729420165728623,1.7201091079907654e-08,1.1456739561753085e-07
5.2988534585778785e-12,0.1547348997255798,0.0,0.38418174824117135,0.03107433368446968,0.3175077951356223,0.3485265008770477,0.20700909716334084,0.09201454749513387,0.0,1.9092695725403313e-16,7.695961525470618e-05,1.7842199541404415e-12,0.0,1.7109121169266875e-22,1.3288684114632402e-09,2.36844287167561e-18,1.2640329345462639e-14,5.2357279984428247e-23,2.6555469337170934e-10,2.9945796528780456e-09,2.624289094613648e-35,1.7158737837456393e-05,7.197021778072717e-23,1.3647607611813863e-14,3.4085893357417026e-28,7.696667690258975e-05,4.6677430642410734e-27,3.646784625337452e-06,1.1000594301696578e-06,9.704424630384847e-06,1.932525236049477e-06,1.6604367963364746e-06,8.883771731918741e-07,9.050807312634911e-07,1.3831918904960104e-07,0.0018849097878330817,1.9918725651748025e-09,1.1304456735191761e-06,1.2411729378654354e-06,1.3179215757458317e-05,9.803806415891842e-07,6.226726097678639e-11,2.0678383104444895e-09,1.845055974328519e-08,4.583247159959146e-07,5.511630371815221e-14,3.383906309662639e-11,2.5024705317685036e-14,4.549985907977242e-09,4.675105907204017e-19,5.053387821758247e-07,1.0319981642653968e-07,8.2716770431151e-14,1.511617805205108e-17,4.5294429789618595e-07,0.0018788088196957107,1.7353360591430388e-08,1.1545287953065506e-07
5.315495504209185e-12,0.1547348997255798,0.0,0.38418168086008564,0.031074331358692784,0.3175018570993695,0.34852038874078334,0.20700909013058252,0.09201454637582941,0.0,1.9280555470906502e-16,7.720062996338531e-05,1.8010600892511483e-12,0.0,1.737049485578815e-22,1.33803535976389e-09,2.3963501517918573e-18,1.272025792016574e-14,5.285214225904099e-23,2.670178868779151e-10,3.003984590321444e-09,2.665758725143521e-35,1.721244739931949e-05,7.265044760349255e-23,1.3768282874006797e-14,3.4606873657080578e-28,7.720771399704459e-05,4.7250012315742765e-27,3.647930770914593e-06,1.1002823311321092e-06,9.744815570215166e-06,1.93519386954874e-06,1.6628763727543587e-06,8.885804072858055e-07,9.066847473630205e-07,1.3845323590906478e-07,0.0018907955885259582,1.9810254637528777e-09,1.1354253505719484e-06,1.2479463329116983e-06,1.3223356980331468e-05,9.823239926509254e-07,6.239070916218546e-11,2.0719866250889452e-09,1.850730447416992e-08,4.609024100439052e-07,5.536806726586759e-14,3.409078657924181e-11,2.5271143715058034e-14,4.578054778700612e-09,4.6958073275116125e-19,5.056950260142727e-07,1.0322816659796513e-07,8.320690052645451e-14,1.5305246618283832e-17,4.537382573970222e-07,0.0018846754101421751,1.7505408368078023e-08,1.1634126236733547e-07
5.332137549840492e-12,0.1547348997255798,0.0,0.384181613492887,0.03107432903316743,0.3174959192777703,0.3485142768337569,0.20700908310824537,0.09201454526963025,0.0,1.9469694750407964e-16,7.74416403633162e-05,1.8180056560360593e-12,0.0,1.7635000283440522e-22,1.3472402020558998e-09,2.4244946729262388e-18,1.28004409332289e-14,5.335011291191308e-23,2.684839735946846e-10,3.0133895271910417e-09,2.7077509543655586e-35,1.7266155837016767e-05,7.333495006523543e-23,1.3889619974702552e-14,3.513410096421157e-28,7.744874671248551e-05,4.7827756126932736e-27,3.649064010899927e-06,1.1005022231008833e-06,9.78523682459008e-06,1.9378501884938527e-06,1.6653055299370253e-06,8.887776506162796e-07,9.082824107170045e-07,1.3858473310869167e-07,0.0018966811768590947,1.9703921972916925e-09,1.14040541460708e-06,1.2547316960259313e-06,1.3267499209117488e-05,9.84262120458804e-07,6.251382559175506e-11,2.0761241396053024e-09,1.8564160242049192e-08,4.634852214711178e-07,5.561983777257766e-14,3.434364962423947e-11,2.5519275737692865e-14,4.606206532984654e-09,4.716496510482046e-19,5.060480349503394e-07,1.0325647758369659e-07,8.369738092620682e-14,1.549601670165402e-17,4.545295290020379e-07,0.0018905417879237175,1.7657212349946096e-08,1.1723254408200802e-07
5.348779595471799e-12,0.1547348997255798,0.0,0.38418154613938754,0.031074326707893462,0.3174899816708033,0.3485081651559011,0.20700907609628488,0.092014544176391,0.0,1.966011852553833e-16,7.768264645468781e-05,1.835056980869554e-12,0.0,1.7902664576832382e-22,1.3564830106138158e-09,2.4528776554516562e-18,1.2880878408280726e-14,5.385120167469035e-23,2.6995294574270244e-10,3.0227944634872893e-09,2.7502707060715326e-35,1.731986315060283e-05,7.402373854179172e-23,1.4011620202442702e-14,3.5667629456812286e-28,7.768977504853632e-05,4.841069176812114e-27,3.650184490643731e-06,1.1007191447125515e-06,9.825688252128419e-06,1.9404942487839876e-06,1.6677243123764928e-06,8.889689710141381e-07,9.098737419972813e-07,1.387136973123839e-07,0.0019025665528439233,1.9599691179745015e-09,1.1453858289888668e-06,1.261528979723407e-06,1.3311642379849675e-05,9.861950390493334e-07,6.263661115701464e-11,2.0802508840655496e-09,1.8621126674363857e-08,4.6607313658889556e-07,5.5871612639328016e-14,3.459765390930056e-11,2.5769108344880695e-14,4.634441139940487e-09,4.73717513946365e-19,5.06397835203618e-07,1.0328475042092803e-07,8.418820233023042e-14,1.568849711328481e-17,4.553181347243373e-07,0.0018964079530517995,1.7808750640939138e-08,1.18126724559023e-07
5.3654216411031056e-12,0.1547348997255798,0.0,0.3841814787994019,0.03107432438287072,0.31748404427844673,0.3485020537071485,0.20700906909465677,0.09201454309596797,0.0,1.9851831762983307e-16,7.792364823768919e-05,1.8522143901020177e-12,0.0,1.8173515003438018e-22,1.3657638577997776e-09,2.4815003216230887e-18,1.296157036894855e-14,5.435541827901736e-23,2.714247955635585e-10,3.032199399210632e-09,2.7933229348829634e-35,1.7373569340132197e-05,7.471682640899002e-23,1.4134284842187472e-14,3.6207513599102306e-28,7.79307990048225e-05,4.8998849003946735e-27,3.6512923538588556e-06,1.1009331341065032e-06,9.866169712370225e-06,1.943126106064605e-06,1.6701327643747894e-06,8.891544357031324e-07,9.114587618894421e-07,1.3884014516877437e-07,0.001908451716491876,1.949752652214536e-09,1.150366557428188e-06,1.2683381366737807e-06,1.3355786429287187e-05,9.881227624213018e-07,6.27590667470877e-11,2.084366888460133e-09,1.867820339874575e-08,4.686661417461855e-07,5.6123389290191086e-14,3.485280110195449e-11,2.6020648509108834e-14,4.662758568690173e-09,4.757844890440886e-19,5.067444527933033e-07,1.0331298612274906e-07,8.46793555052716e-14,1.5882696666624373e-17,4.561040964820989e-07,0.0019022739055378798,1.7960001509299034e-08,1.190238036133169e-07
5.382063686734412e-12,0.1547348997255798,0.0,0.38418141147274587,0.031074322058099065,0.3174781071006795,0.34849594248743204,0.20700906210331693,0.09201454202821908,0.0,2.00448394344647e-16,7.816464571250912e-05,1.8694782100598802e-12,0.0,1.8447578973831223e-22,1.3750828160631016e-09,2.5103638955700533e-18,1.3042516838858425e-14,5.486277245653748e-23,2.7289951531969204e-10,3.041604334361515e-09,2.8369126263473244e-35,1.742727440565931e-05,7.541422704265161e-23,1.4257615175325448e-14,3.675380814199415e-28,7.817181858097127e-05,4.9592257671471346e-27,3.6523877426391666e-06,1.1011442289313484e-06,9.906681065769073e-06,1.9457458157285992e-06,1.6725309300447613e-06,8.893341113036893e-07,9.130374910916502e-07,1.3896409330914296e-07,0.0019143366678143813,1.939739300084142e-09,1.1553475639796792e-06,1.275159119701194e-06,1.339993129490854e-05,9.900453045358716e-07,6.288119324870802e-11,2.088472182698162e-09,1.8735390043023692e-08,4.7126422332943093e-07,5.637516517214248e-14,3.510909285956804e-11,2.6273903216077303e-14,4.691158788366727e-09,4.778507432178634e-19,5.070879135394799e-07,1.0334118567866006e-07,8.517083128490484e-14,1.607862417727983e-17,4.568874360974144e-07,0.001908139645393416,1.8110943388019716e-08,1.1992378099115897e-07
5.398705732365719e-12,0.1547348997255798,0.0,0.38418134415923777,0.031074319733578333,0.3174721701374803,0.3484898314966853,0.20700905512222145,0.09201454097300386,0.0,2.0239146516721332e-16,7.84056388793365e-05,1.886848767045651e-12,0.0,1.872488404191798e-22,1.3844399579398637e-09,2.5394696032890817e-18,1.3123717841635124e-14,5.537327393889274e-23,2.743770972943359e-10,3.0510092689403804e-09,2.8810447970342563e-35,1.7480978347238498e-05,7.61159538185904e-23,1.4381612479683182e-14,3.7306568123567387e-28,7.841283377661158e-05,5.019094768010479e-27,3.6534707974777855e-06,1.1013524663512426e-06,9.94722217368451e-06,1.9483534329174556e-06,1.6749188533108822e-06,8.895080638366852e-07,9.14609950313473e-07,1.3908555834538072e-07,0.0019202214068228655,1.929925634672951e-09,1.1603288130389236e-06,1.2819918817843642e-06,1.3444076914905137e-05,9.919626793166834e-07,6.30029915462261e-11,2.092566796607623e-09,1.8792686235229597e-08,4.738673677624644e-07,5.6626937754936595e-14,3.536653082933527e-11,2.6528879464715383e-14,4.7196417681141e-09,4.799164426380498e-19,5.074282430644052e-07,1.0336935005507679e-07,8.56626205694296e-14,1.6276288462852054e-17,4.5766817529516493e-07,0.0019140051726298628,1.82615548751575e-08,1.2082665637096395e-07
5.415347777997026e-12,0.1547348997255798,0.0,0.38418127685869746,0.03107431740930839,0.317466233388828,0.34848372073484135,0.2070090481513265,0.09201453993018341,0.0,2.0434757991490032e-16,7.864662773836005e-05,1.9043263873379576e-12,0.0,1.900545790516829e-22,1.393835356052485e-09,2.5688186726362368e-18,1.3205173400902153e-14,5.588693245772399e-23,2.7585753379146007e-10,3.0604142029476683e-09,2.925724494631772e-35,1.753468116492402e-05,7.682202011261301e-23,1.4506278029534915e-14,3.786584886954074e-28,7.865384459137418e-05,5.079494901153032e-27,3.6545416572851267e-06,1.1015578830521293e-06,9.987792898374498e-06,1.9509490125223798e-06,1.6772965779100566e-06,8.896763587272299e-07,9.161761602747254e-07,1.3920455686800033e-07,0.0019261059335287545,1.9203083013832323e-09,1.165310269339658e-06,1.288836376056671e-06,1.3488223228174854e-05,9.938749006499552e-07,6.31244625216155e-11,2.096650759935593e-09,1.885009160360466e-08,4.7647556150639985e-07,5.687870453098187e-14,3.5625116648267865e-11,2.6785584267197985e-14,4.748207477087187e-09,4.819817527860102e-19,5.077654667937904e-07,1.0339748019582466e-07,8.615471432575942e-14,1.6475698342771256e-17,4.58446335701937e-07,0.0019198704872586733,1.841181473404572e-08,1.2173242936416306e-07
5.431989823628333e-12,0.1547348997255798,0.0,0.38418120957094676,0.031074315085289097,0.3174602968547017,0.34847761020183426,0.2070090411905887,0.09201453889962036,0.0,2.0631678845486572e-16,7.888761228976857e-05,1.921911397191578e-12,0.0,1.9289328404847056e-22,1.4032690831093193e-09,2.5984123333196446e-18,1.3286883540281731e-14,5.640375774467081e-23,2.7734081713571645e-10,3.069819136383818e-09,2.9709567980424675e-35,1.7588382858770046e-05,7.753243930051875e-23,1.463161309561208e-14,3.843170599374265e-28,7.889485102489143e-05,5.1404291719630404e-27,3.6556004594067264e-06,1.1017605152479007e-06,1.0028393102988018e-05,1.953532609185442e-06,1.679664147392423e-06,8.89839060808454e-07,9.177361417043256e-07,1.3932110544419307e-07,0.001931990247943471,1.9108840171697093e-09,1.1702918979510016e-06,1.2956925558062285e-06,1.353237017431565e-05,9.957819823845825e-07,6.324560705447935e-11,2.1007241023484508e-09,1.8907605776605654e-08,4.790887910595261e-07,5.71304630152149e-14,3.5884851943186004e-11,2.7044024648962096e-14,4.776855884451819e-09,4.840468384724358e-19,5.080996099580787e-07,1.0342557702262298e-07,8.664710358730429e-14,1.6676862638133484e-17,4.59221938844973e-07,0.001925735589291299,1.8561701893421476e-08,1.2264109951612524e-07
5.4486318692596394e-12,0.1547348997255798,0.0,0.3841811422958091,0.031074312761520312,0.31745436053508064,0.3484714998975978,0.20700903423996453,0.09201453788117897,0.0,2.0829914070386626e-16,7.912859253375065e-05,1.939604122837479e-12,0.0,1.9576523526244174e-22,1.4127412119042471e-09,2.6282518168920573e-18,1.3368848283394806e-14,5.692375953137152e-23,2.7882693967238305e-10,3.0792240692492668e-09,3.016746817479731e-35,1.764208342883065e-05,7.824722475809952e-23,1.4757618945112956e-14,3.9004195398579966e-28,7.913585307679747e-05,5.2019005930412736e-27,3.6566473396408716e-06,1.10196039868648e-06,1.0069022651557665e-05,1.956104277300704e-06,1.6820216051221482e-06,8.89996234325305e-07,9.192899153391623e-07,1.3943522061593074e-07,0.001937874350078436,1.901649569730401e-09,1.1752736642747002e-06,1.302560374475954e-06,1.3576517693619215e-05,9.976839383322412e-07,6.336642602205668e-11,2.104786853432084e-09,1.8965228382911208e-08,4.817070429572e-07,5.738221074497321e-14,3.614573833070994e-11,2.7304207648722934e-14,4.805586959384753e-09,4.86111863856789e-19,5.084306975937184e-07,1.0345364143555929e-07,8.713977945384545e-14,1.6879790171537897e-17,4.599950061511598e-07,0.0019316004787391892,1.8711195447471688e-08,1.2355266630712306e-07
5.465273914890946e-12,0.1547348997255798,0.0,0.38418107503311,0.031074310438001913,0.31744842442994403,0.3484653898220665,0.2070090272994109,0.09201453687472498,0.0,2.1029468662806722e-16,7.936956847049494e-05,1.957404890482856e-12,0.0,1.986707139890365e-22,1.4222518153162663e-09,2.6583383567434443e-18,1.3451067653861043e-14,5.744694754946323e-23,2.8031589376730834e-10,3.0886290015444488e-09,3.0630996945639457e-35,1.769578287515982e-05,7.896638986113995e-23,1.4884296841712208e-14,3.958337327550499e-28,7.937685074672821e-05,5.263912184193674e-27,3.6576824322560343e-06,1.1021575686558257e-06,1.0109681408992383e-05,1.9586640710153463e-06,1.6843689942782246e-06,8.901479429383476e-07,9.208375019229724e-07,1.3954691889811265e-07,0.0019437582399450687,1.892601816654651e-09,1.1802555340423885e-06,1.3094397856636225e-06,1.3620665727064692e-05,9.995807822674846e-07,6.348692029922875e-11,2.1088390426921017e-09,1.9022959051428235e-08,4.843303037717393e-07,5.763394527986644e-14,3.640777741725195e-11,2.7566140318490206e-14,4.8344006710736784e-09,4.881769924677708e-19,5.087587545444338e-07,1.0348167431355404e-07,8.763273309140336e-14,1.708448976692495e-17,4.6076555894605237e-07,0.001937465155613792,1.8860274655804876e-08,1.2446712915333744e-07
5.481915960522253e-12,0.1547348997255798,0.0,0.3841810077826766,0.031074308114733773,0.3174424885392713,0.34845927997517445,0.20700902036888477,0.09201453588012563,0.0,2.123034762428517e-16,7.961054010018997e-05,1.97531402631116e-12,0.0,2.016100029685189e-22,1.4318009663090892e-09,2.688673188093606e-18,1.3533541675298843e-14,5.797333153058174e-23,2.818076718068567e-10,3.098033933269796e-09,3.110020602418707e-35,1.7749481197811475e-05,7.968994798541729e-23,1.5011648045570384e-14,4.016929610548075e-28,7.961784403432127e-05,5.326466972424039e-27,3.6587058700081045e-06,1.1023520599898578e-06,1.015036924107022e-05,1.9612120442307873e-06,1.6867063578552589e-06,8.902942497275675e-07,9.223789222052349e-07,1.3965621677675627e-07,0.001949641917554786,1.8837376845341293e-09,1.185237473312873e-06,1.3163307431219205e-06,1.3664814216312382e-05,1.0014725279278454e-06,6.36070907585254e-11,2.1128806995540426e-09,1.9080797411298403e-08,4.869585601123178e-07,5.788566420164739e-14,3.667097079900895e-11,2.7829829723584163e-14,4.863296988717206e-09,4.902423872247402e-19,5.09083805462492e-07,1.0350967651481593e-07,8.81259557320991e-14,1.729097024941538e-17,4.6153361845293374e-07,0.0019433296199265523,1.9008918943355332e-08,1.253844874078938e-07
5.49855800615356e-12,0.1547348997255798,0.0,0.3841809405443379,0.031074305791715766,0.317436552863042,0.3484531703568568,0.20700901344834335,0.09201453489724969,0.0,2.143255596126304e-16,7.985150742302422e-05,1.9933318564821437e-12,0.0,2.045833863882513e-22,1.4413887379307408e-09,2.7192575479848186e-18,1.3616270371325318e-14,5.85029212063617e-23,2.8330226619785234e-10,3.1074388644257394e-09,3.157514745767021e-35,1.780317839683943e-05,8.041791250670152e-23,1.5139673813343454e-14,4.076202065944456e-28,7.985883293921595e-05,5.389567991926728e-27,3.659717784157432e-06,1.102543907074307e-06,1.0191086014431186e-05,1.9637482506038013e-06,1.6890337386642604e-06,8.904352171961799e-07,9.239141969400701e-07,1.3976313070723172e-07,0.0019555253829190034,1.8750541680421928e-09,1.190219448469431e-06,1.3232332007584846e-06,1.3708963103697559e-05,1.0033591890139336e-06,6.372693827013139e-11,2.1169118533635853e-09,1.9138743091904598e-08,4.895917986248571e-07,5.813736511408222e-14,3.693532006195561e-11,2.80952829426516e-14,4.892275881524867e-09,4.923082104600121e-19,5.09405874809966e-07,1.0353764887728743e-07,8.86194386740091e-14,1.749924044515011e-17,4.6229920579190755e-07,0.0019491938716889145,1.9157107900225166e-08,1.2630474036192643e-07
5.5152000517848665e-12,0.1547348997255798,0.0,0.38418087331792466,0.031074303468947774,0.31743061740123574,0.34844706096704825,0.20700900653774404,0.09201453392596734,0.0,2.1636098685065082e-16,8.009247043918615e-05,2.0114587071318907e-12,0.0,2.0759114988495938e-22,1.4510152033131606e-09,2.750092675274495e-18,1.369925376555631e-14,5.903572630843644e-23,2.847996693675246e-10,3.1168437950127078e-09,3.2055873610275227e-35,1.7856874472297417e-05,8.115029680075519e-23,1.526837539819228e-14,4.13616039987698e-28,8.009981746105339e-05,5.45321828407942e-27,3.6607183044856754e-06,1.10273314385249e-06,1.0231831596570169e-05,1.9662727435476263e-06,1.691351179333425e-06,8.905709072744408e-07,9.254433468851567e-07,1.398676771125389e-07,0.001961408636049135,1.8665483289865012e-09,1.1952014262171292e-06,1.3301471126359343e-06,1.375311233222426e-05,1.0052407791895377e-06,6.384646370189271e-11,2.1209325333867578e-09,1.9196795722877578e-08,4.922300059919221e-07,5.838904564281992e-14,3.720082678183795e-11,2.8362507067681822e-14,4.921337318717105e-09,4.943746239419651e-19,5.097249868599946e-07,1.0356559221908194e-07,8.911317328101328e-14,1.7709309181130918e-17,4.630623419790274e-07,0.0019550579109123205,1.9304821281469914e-08,1.2722788724566504e-07
5.531842097416173e-12,0.1547348997255798,0.0,0.38418080610326927,0.031074301146429683,0.31742468215383224,0.34844095180568424,0.2070089996370443,0.09201453296615034,0.0,2.1840980811880704e-16,8.033342914886413e-05,2.0296949043728544e-12,0.0,2.106335805469891e-22,1.4606804356718036e-09,2.7811798106278873e-18,1.3782491881606381e-14,5.95717565684381e-23,2.8629987376345375e-10,3.126248725031129e-09,3.254243716410675e-35,1.7910569424239087e-05,8.188711424333358e-23,1.539775404979204e-14,4.196810347572615e-28,8.034079759947638e-05,5.517420897435897e-27,3.6617075593124586e-06,1.1029198038310107e-06,1.027260585582992e-05,1.9687855762330703e-06,1.6936587223089156e-06,8.907013813234581e-07,9.26966392800657e-07,1.3996987238162684e-07,0.00196729167695659,1.8582172953393486e-09,1.200183373580157e-06,1.3370724329718994e-06,1.3797261845559167e-05,1.0071173120817221e-06,6.396566791932285e-11,2.124942768810143e-09,1.925495493410255e-08,4.948731689326145e-07,5.864070343526135e-14,3.746749252416759e-11,2.8631509204022465e-14,4.950481269525283e-09,4.964417888988971e-19,5.100411656980375e-07,1.0359350733891124e-07,8.960715098263726e-14,1.792118528506209e-17,4.638230479254576e-07,0.0019609217376082093,1.9452039006832472e-08,1.2815392722953912e-07
5.54848414304748e-12,0.1547348997255798,0.0,0.384180738900206,0.03107429882416138,0.31741874712081153,0.34843484287270005,0.20700899274620194,0.09201453201767175,0.0,2.2047207362744909e-16,8.057438355224651e-05,2.0480407742938914e-12,0.0,2.137109669165546e-22,1.4703845083052484e-09,2.812520196510799e-18,1.3865984743088823e-14,6.011102171799754e-23,2.8780287185351576e-10,3.1356536544814263e-09,3.3034891120149806e-35,1.7964263252718008e-05,8.262837821018462e-23,1.5527811014341707e-14,4.258157673393795e-28,8.058177335412947e-05,5.582178887718858e-27,3.6626856755118492e-06,1.1031039200853848e-06,1.0313408661394112e-05,1.9712868015896107e-06,1.6959564098556391e-06,8.908267001390072e-07,9.284833554481546e-07,1.4006973286775438e-07,0.0019731745056527795,1.8500582602498119e-09,1.2051652578991843e-06,1.3440091161390343e-06,1.3841411588025491e-05,1.0089888012809264e-06,6.408455178560907e-11,2.1289425887410886e-09,1.9313220355725836e-08,4.975212742024681e-07,5.889233616042742e-14,3.773531884421648e-11,2.8902296470395276e-14,4.979707703191664e-09,4.98509866043573e-19,5.103544352231265e-07,1.036213950165049e-07,9.010136327388803e-14,1.81348775851928e-17,4.645813444366673e-07,0.0019667853517880197,1.9598741160430018e-08,1.2908285942529652e-07
5.565126188678787e-12,0.1547348997255798,0.0,0.38418067170857073,0.03107429650214277,0.31741281230215357,0.3484287341680316,0.20700898586517483,0.09201453108040622,0.0,2.2254783363519267e-16,8.081533364952154e-05,2.066496642960299e-12,0.0,2.1682359899197755e-22,1.480127494594804e-09,2.8441150771823387e-18,1.3949732373615642e-14,6.065353148874443e-23,2.893086561258273e-10,3.145058583364024e-09,3.353328879923193e-35,1.801795595778766e-05,8.337410207704885e-23,1.5658547534573387e-14,4.320208170884089e-28,8.082274472465893e-05,5.647495317812786e-27,3.6636527785286356e-06,1.1032855252655965e-06,1.0354239883280455e-05,1.973776472306493e-06,1.6982442840580216e-06,8.909469239553444e-07,9.299942555896055e-07,1.401672748868924e-07,0.00197905712214911,1.842068481041531e-09,1.2101470468287297e-06,1.3509571166650292e-06,1.3885561504596942e-05,1.010855260341064e-06,6.420311616161864e-11,2.132932022207912e-09,1.937159161816166e-08,5.001743085933428e-07,5.914394150882705e-14,3.800430728701196e-11,2.917487599891176e-14,5.009016588969418e-09,5.0057901559841e-19,5.106648191491124e-07,1.0364925601302053e-07,9.059580171508416e-14,1.835039491016047e-17,4.6533725221165855e-07,0.0019726487534631886,1.9744907990398143e-08,1.300146828871325e-07
5.581768234310094e-12,0.1547348997255798,0.0,0.38418060452820113,0.031074294180373736,0.3174068776978384,0.3484226256916146,0.20700897899392115,0.09201453015422967,0.0,2.246371384487288e-16,8.105627944087742e-05,2.085062836413851e-12,0.0,2.19971768229918e-22,1.48990946800412e-09,2.875965698687683e-18,1.4033734796797574e-14,6.119929561230715e-23,2.9081721908869213e-10,3.1544635116793437e-09,3.403768384298517e-35,1.8071647539501458e-05,8.412429921965956e-23,1.5789964849761754e-14,4.382967662813715e-28,8.106371171071282e-05,5.7133732577568184e-27,3.6646089923944358e-06,1.1034646516015786e-06,1.0395099392333895e-05,1.9762546408338178e-06,1.7005223868207772e-06,8.910621124490214e-07,9.314991139862982e-07,1.4026251471616564e-07,0.0019849395264569885,1.8342452781995835e-09,1.2151287083345532e-06,1.3579163892326103e-06,1.3929711540891677e-05,1.0127167027796194e-06,6.432136190590518e-11,2.136911098160114e-09,1.9430068352098862e-08,5.028322589333192e-07,5.939551719232482e-14,3.827445938733278e-11,2.944925493508886e-14,5.038407896122618e-09,5.026493973212508e-19,5.109723410059097e-07,1.0367709107144586e-07,9.109045793167995e-14,1.8567746088834935e-17,4.660907918422247e-07,0.00197851194264515,1.9890519908496138e-08,1.3094939661282537e-07
5.5984102799414004e-12,0.1547348997255798,0.0,0.38418053735893637,0.031074291858854183,0.31740094330784613,0.34841651744338537,0.20700897213239905,0.09201452923901948,0.0,2.2674003842263353e-16,8.129722092650234e-05,2.1037396806728316e-12,0.0,2.231557675475967e-22,1.4997305020788011e-09,2.9080733088508793e-18,1.4117992036244078e-14,6.174832382031284e-23,2.923285532705467e-10,3.163868439427803e-09,3.454813021480824e-35,1.81253379979127e-05,8.487898301374258e-23,1.5922064195733358e-14,4.446442001224863e-28,8.130467431194089e-05,5.7798157847376806e-27,3.665554439743614e-06,1.1036413309086263e-06,1.043598706021986e-05,1.9787213593836266e-06,1.702790759869679e-06,8.911723247426994e-07,9.329979513978272e-07,1.4035546859233527e-07,0.001990821718587817,1.8265860343496373e-09,1.2201102106910622e-06,1.3648868886795334e-06,1.397386164316637e-05,1.0145731420777483e-06,6.443928987471475e-11,2.1408798454685753e-09,1.9488650188507756e-08,5.054951120865948e-07,5.964706094400823e-14,3.8545776669705144e-11,2.97254404378644e-14,5.067881593926226e-09,5.047211705316811e-19,5.112770241407331e-07,1.0370490091699272e-07,9.158532361408383e-14,1.878693995016351e-17,4.6684198381224055e-07,0.0019843749193453365,2.00355574896771e-08,1.3188699954487606e-07
