Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511),CHOX(665),NO2X(213),SX(672),H2NO3(231),CH2NX(666),CNO2X(792),SX(731),S(698),S(882),CH3NX(657),HN2O2(399),SX(545),H2NOX(203),SX(542),SX(1241),HNOH(93),S(1037),SX(481),SX(1371),SX(482),CNO2X(669),HNO2X(492)
5.318891619056769e-12,0.13560010218963095,0.0,33.66697535947173,0.031003528649378952,0.31869079430371744,0.35009072333176317,0.20670476518061398,0.09166694162915891,4.180666610639997e-31,1.3121828705953947e-16,2.4339781824953927e-05,3.254831661040208e-14,1.0843917952635276e-19,3.9233813027533053e-23,9.404803213646125e-09,4.409954125579479e-18,5.1349192893463855e-16,4.644151986475043e-25,4.8406338587264586e-09,1.7634891592969276e-10,4.103719059739965e-39,8.728585996254511e-07,1.5499035599675076e-25,8.836508401542563e-15,2.9516344767939044e-29,2.476192992481858e-05,1.574972397825724e-27,0.00035082516607112075,0.00018181861310955178,0.0007971864217093366,0.00023477225991537284,0.00017041452335492417,0.00012011128880334379,0.0001660542301869608,7.415719555637376e-05,8.041675889762578e-05,2.118518678737543e-05,1.7147963170512192e-05,3.823600390923127e-06,9.806375737566982e-05,7.798464166543447e-05,1.1365354414507438e-11,6.954929369886482e-05,1.593192854228451e-09,7.928472796682981e-08,1.773148761081453e-07,1.5326692082367654e-05,4.765981507112408e-05,3.7001748118966825e-08,2.83066031483103e-06,2.976395629969694e-12,4.707485310155482e-10,1.3876857525373228e-07,8.930179958098664e-12,7.933191558546665e-05,9.23114441085309e-10,6.229387862219687e-16,1.3378647217066863e-06,6.273201406990798e-08,2.998902073623834e-06,3.0714488876811917e-12,2.3379786940589307e-07,4.270390284337289e-10,7.900434907005002e-05,4.0219631542224643e-10,3.5303697995913086e-16,6.782448208548546e-05,8.193525923663792e-13,3.125762151972768e-07,4.877229354067777e-13,1.1881913626805726e-08,2.5892843553281047e-12,1.6768110922179364e-11
5.334155916295065e-12,0.13560010218963095,0.0,33.666968993150306,0.031003341693256893,0.3186888408177308,0.35008983397747023,0.20670411073239847,0.09166683282043357,4.264654603632596e-31,1.3289655410351108e-16,2.4409203587325197e-05,3.282726720240218e-14,1.0997244604456383e-19,3.9793826380111e-23,9.502483446735928e-09,4.4594956673666455e-18,5.164418476571603e-16,4.6842360298752e-25,4.8672490463315225e-09,1.7685466721880605e-10,4.1629243906153725e-39,8.753077890179278e-07,1.5632808352576101e-25,8.911320420979772e-15,2.9938043067456537e-29,2.483478464629139e-05,1.5928099260801835e-27,0.000350933304965122,0.00018197226062596813,0.000800255182537314,0.0002352049605463476,0.00017067598068538337,0.00012041120052435599,0.00016638753484563107,7.429293338198763e-05,8.064796656670931e-05,2.1275867611579764e-05,1.715762719855552e-05,3.840820768375125e-06,9.855046501924885e-05,7.837191234321457e-05,1.151456512036684e-11,6.965652579310429e-05,1.5971713379488354e-09,7.948352677920828e-08,1.77542347350835e-07,1.541346914246188e-05,4.775056763587913e-05,3.711032978465097e-08,2.8668158815011806e-06,2.9935502656349916e-12,4.734622322356951e-10,1.3955962361252848e-07,8.964358056533621e-12,7.955829890212706e-05,9.279336518423547e-10,6.273405225710445e-16,1.3437018121993722e-06,6.298112186844974e-08,3.02144515867754e-06,3.084217922462702e-12,2.3635176892990972e-07,4.325475454884467e-10,7.925551790248248e-05,4.0787030382824223e-10,3.5935885631380543e-16,6.819313153168053e-05,8.310358639175128e-13,3.143214174319653e-07,4.91983535061266e-13,1.1983024996757528e-08,2.5977028439858228e-12,1.6886020364324317e-11
5.34942021353336e-12,0.13560010218963095,0.0,33.6669626283428,0.03100315478710351,0.31868688761498326,0.35008894565143445,0.20670345714136754,0.09166672509986364,4.350066882566962e-31,1.345912397574455e-16,2.447862296053775e-05,3.310779607643097e-14,1.115224404619118e-19,4.0360182458757865e-23,9.600905653813627e-09,4.5094499477299866e-18,5.194002074158224e-16,4.7245499865245135e-25,4.89393058175715e-09,1.773604168992533e-10,4.2228110019528024e-39,8.777566965883208e-07,1.57673483890514e-25,8.98654554448086e-15,3.0364524202571807e-29,2.490765727734574e-05,1.6107967526936868e-27,0.0003510403598385548,0.00018212499650164328,0.0008033267974061212,0.00023563663553785065,0.0001709365822337305,0.00012071087882566078,0.00016671968915929272,7.442839659217314e-05,8.087917766016285e-05,2.136650992454352e-05,1.7167252175312682e-05,3.858023853450323e-06,9.903806219546838e-05,7.875973296951148e-05,1.1665322920795524e-11,6.97633321911408e-05,1.601146726180396e-09,7.968217285028054e-08,1.777702428812919e-07,1.5500485651726825e-05,4.784096056996472e-05,3.7218343910912516e-08,2.9032399747122797e-06,3.010749193106084e-12,4.761852160262095e-10,1.4035288289964437e-07,8.9985980106677e-12,7.978467510507259e-05,9.327642854130933e-10,6.31763207609711e-16,1.3495311150272724e-06,6.322980604886404e-08,3.044068421070075e-06,3.096987709722117e-12,2.3892479771675616e-07,4.3810911092876135e-10,7.950678757684624e-05,4.136059689264377e-10,3.6577546434625344e-16,6.856250893591907e-05,8.428487026878927e-13,3.160711911079916e-07,4.962707842410817e-13,1.208470005898623e-08,2.606120834829899e-12,1.7004408928592744e-11
5.364684510771655e-12,0.13560010218963095,0.0,33.666956265039,0.031002967930809155,0.318684934693897,0.35008805835122675,0.20670280440472413,0.0916666184565788,4.436923049270401e-31,1.3630245398336332e-16,2.4548039945111336e-05,3.338990756663184e-14,1.1308928793519977e-19,4.093293442715377e-23,9.700073341468701e-09,4.559819212008639e-18,5.223670081467563e-16,4.765094513171599e-25,4.920678413363875e-09,1.7786616497312842e-10,4.283384755095292e-39,8.802053225778126e-07,1.5902657900786556e-25,9.062184824014651e-15,3.079582835681929e-29,2.4980547880964956e-05,1.6289336836211478e-27,0.0003511463415673845,0.00018227682622990295,0.0008064012573953934,0.0002360672873175331,0.00017119633079549644,0.00012101032388954335,0.00016705069468302494,7.456358571871525e-05,8.111039218434964e-05,2.145711242395125e-05,1.7176838582606637e-05,3.875209620808327e-06,9.952654710361375e-05,7.914810061025202e-05,1.1817639545019055e-11,6.98697141641653e-05,1.6051190213410338e-09,7.988066630419054e-08,1.779985638031569e-07,1.5587741373058106e-05,4.793099376377752e-05,3.7325793069377335e-08,2.9399328219521078e-06,3.0279923357917432e-12,4.789174947016488e-10,1.411483528012986e-07,9.032899961785234e-12,8.00110441960244e-05,9.376063289243497e-10,6.362069076766548e-16,1.35535268546024e-06,6.347806158930362e-08,3.0667716223548613e-06,3.1097581407159486e-12,2.415170232078441e-07,4.437240453470106e-10,7.975815771737337e-05,4.1940376881345295e-10,3.722879398716107e-16,6.893261171471927e-05,8.547921171827051e-13,3.178255339077901e-07,5.005847841078576e-13,1.2186940287528475e-08,2.6145382889241228e-12,1.7123277382349862e-11
5.3799488080099506e-12,0.13560010218963095,0.0,33.666949903228804,0.03100278112426571,0.3186829820529042,0.35008717207442375,0.20670215251968013,0.09166651287981788,4.525242910203128e-31,1.380303071186786e-16,2.4617454541565155e-05,3.367360600623406e-14,1.1467311406226377e-19,4.1512135737555326e-23,9.799990021953964e-09,4.610605711306215e-18,5.25342249786133e-16,4.8058702665597645e-25,4.94749248955256e-09,1.783719114425186e-10,4.344651544888969e-39,8.826536672269469e-07,1.6038739079449057e-25,9.13823931090053e-15,3.123199593291852e-29,2.505345651993394e-05,1.647221526718471e-27,0.00035125126091844545,0.00018242775527100452,0.0008094785536208436,0.00023649691830729958,0.00017145522915707972,0.00012130953589814232,0.0001673805529898165,7.469850129034289e-05,8.134161014560924e-05,2.1547673817303487e-05,1.718638689702924e-05,3.892378049209456e-06,0.00010001591794642742,7.953701233897825e-05,1.197152677755676e-11,6.997567298215229e-05,1.6090882258467049e-09,8.007900726503331e-08,1.7822731127963307e-07,1.5675236070024492e-05,4.802066711686317e-05,3.743267978908941e-08,2.976894644147769e-06,3.0452796169289636e-12,4.816590805929352e-10,1.4194603300376004e-07,9.067264055390621e-12,8.023740617670062e-05,9.424597695711791e-10,6.406716895832986e-16,1.3611665781764874e-06,6.372588351020897e-08,3.0895545222917347e-06,3.1225291074473105e-12,2.4412851263858836e-07,4.493926697990525e-10,8.000962794881927e-05,4.252641631583838e-10,3.7889742891961537e-16,6.930343728816889e-05,8.668671200898502e-13,3.195844435149238e-07,5.049256360742687e-13,1.2289747155671141e-08,2.622955168771606e-12,1.724262649400993e-11
5.395213105248246e-12,0.13560010218963095,0.0,33.66694354290219,0.031002594367366573,0.3186810296904459,0.3500862868186076,0.20670150148345665,0.09166640835892764,4.615046477857381e-31,1.3977490987592754e-16,2.46868667504179e-05,3.395889572755345e-14,1.1627404488063234e-19,4.20978401314953e-23,9.900659213168556e-09,4.6618117024894886e-18,5.28325932270162e-16,4.846877903427012e-25,4.974372758764355e-09,1.7887765630950405e-10,4.406617299778337e-39,8.85101730775634e-07,1.617559411668833e-25,9.214710055809006e-15,3.1673067553314527e-29,2.5126383256837578e-05,1.6656610917405277e-27,0.00035135512855053624,0.0001825777890523354,0.0008125586772340821,0.00023692553092332207,0.00017171328009577683,0.00012160851503344964,0.00016770926567028456,7.48331438327739e-05,8.157283155025751e-05,2.1638192821913552e-05,1.7195897589993756e-05,3.909529121473391e-06,0.00010050617293008884,7.992646523685587e-05,1.2126996458310439e-11,7.00812099138296e-05,1.613054342111416e-09,8.027719585685406e-08,1.7845648653007595e-07,1.5762969506913366e-05,4.8109980537888904e-05,3.7539006555553046e-08,3.0141256557193106e-06,3.0626109595856946e-12,4.844099860480921e-10,1.4274592319334833e-07,9.10169044107992e-12,8.04637610488162e-05,9.473245946188576e-10,6.451576206098201e-16,1.3669728472204105e-06,6.397326687432072e-08,3.1124168788653654e-06,3.1353005026625535e-12,2.467593330369003e-07,4.551153057969438e-10,8.026119789646809e-05,4.3118761319751183e-10,3.8560508779825753e-16,6.967498307996468e-05,8.790747282771505e-13,3.213479176140844e-07,5.092934418070101e-13,1.2393122135951742e-08,2.6313714382752822e-12,1.7362457033035876e-11
5.410477402486541e-12,0.13560010218963095,0.0,33.666937184049196,0.031002407660006635,0.31867907760497316,0.35008540258136617,0.2067008512932839,0.09166630488336187,4.706353972159917e-31,1.4153637334249377e-16,2.4756276572187717e-05,3.424578106199328e-14,1.1789220686617597e-19,4.26901016404816e-23,1.0002084438640983e-08,4.713439448187072e-18,5.313180555350934e-16,4.888118080506059e-25,5.001319169480678e-09,1.793833995761584e-10,4.469287981901555e-39,8.875495134631518e-07,1.6313225204135766e-25,9.291598108762323e-15,3.2119084060717724e-29,2.5199328154059217e-05,1.6842531903391237e-27,0.00035145795501550326,0.00018272693296860978,0.0008156416194224369,0.00023735312757605344,0.0001719704863798116,0.00012190726147731095,0.0001680368343323975,7.496751386875949e-05,8.18040564045866e-05,2.172866816490358e-05,1.7205371127786996e-05,3.926662824439827e-06,0.00010099731026419519,8.031645639268186e-05,1.228406048265279e-11,7.018632622664883e-05,1.617017372547232e-09,8.04752322036471e-08,1.7868609082779836e-07,1.5850941448774444e-05,4.819893394461561e-05,3.764477581173777e-08,3.0516260646313803e-06,3.0799862866635612e-12,4.87170223432945e-10,1.435480230564334e-07,9.136179272412365e-12,8.069010881408303e-05,9.522007914047875e-10,6.496647685006631e-16,1.372771545960927e-06,6.422020678668883e-08,3.1353584483036564e-06,3.1480722198479116e-12,2.4940955122169374e-07,4.608922753016156e-10,8.051286718613844e-05,4.3717458172897874e-10,3.9241208315759077e-16,7.004724651745119e-05,8.914159627895108e-13,3.231159538910906e-07,5.136883032297066e-13,1.2497066700158781e-08,2.639787062698595e-12,1.7482769769938883e-11
5.4257416997248365e-12,0.13560010218963095,0.0,33.666930826659964,0.031002221002082282,0.31867712579494584,0.3500845193602935,0.20670020194640099,0.09166620244268016,4.799185821877928e-31,1.4331480898033094e-16,2.4825684007392214e-05,3.453426634004497e-14,1.1952772693174707e-19,4.328897458669576e-23,1.0104269227512186e-08,4.765491216788091e-18,5.343186195172151e-16,4.929591454524333e-25,5.028331670223173e-09,1.7988914124454827e-10,4.5326695871857206e-39,8.899970155281485e-07,1.6451634533404733e-25,9.368904519135025e-15,3.257008651864348e-29,2.5272291273779108e-05,1.7029986360609766e-27,0.000351559750759314,0.00018287519238206483,0.0008187273714087732,0.0002377797106702408,0.00017222685076836498,0.00012220577541142554,0.00016836326060120136,7.51016119181282e-05,8.203528471486514e-05,2.1819098583199776e-05,1.7214807971620847e-05,3.9437791489286806e-06,0.00010148932816174199,8.070698290289205e-05,1.2442730801515565e-11,7.029102318675617e-05,1.6209773195642712e-09,8.067311642935503e-08,1.7891612549619978e-07,1.5939151661462124e-05,4.8287527263869407e-05,3.774998995609301e-08,3.0893960724453176e-06,3.0974055209005875e-12,4.899398051317937e-10,1.4435233227943554e-07,9.170730706787228e-12,8.091644947420995e-05,9.5708834734032e-10,6.541932014608033e-16,1.3785627270528816e-06,6.446669839467889e-08,3.1583789850961374e-06,3.16084415322614e-12,2.5207923380141036e-07,4.667239007155429e-10,8.076463544418905e-05,4.4322553310742486e-10,3.9931959205386186e-16,7.042022503165888e-05,9.038918488460346e-13,3.248885500328888e-07,5.181103225258059e-13,1.2601582319332114e-08,2.6482020086275414e-12,1.7603565476277923e-11
5.441005996963132e-12,0.13560010218963095,0.0,33.66692447072473,0.03100203439349137,0.31867517425883335,0.3500836371529887,0.2066995534400562,0.09166610102654685,4.893562666028307e-31,1.451103286256818e-16,2.4895089056548467e-05,3.4824355891288904e-14,1.2118073242580987e-19,4.3894513583690793e-23,1.0207217114518692e-08,4.817969282440892e-18,5.373276241528542e-16,4.971298682203982e-25,5.055410209553683e-09,1.8039488131673384e-10,4.596768145442151e-39,8.924442372086454e-07,1.6590824296090627e-25,9.44663033565455e-15,3.3026116211951156e-29,2.5345272677972943e-05,1.7218982443456932e-27,0.0003516605261231194,0.00018302257262265534,0.0008218159244513181,0.0002382052826049392,0.00017248237601160462,0.00012250405701734663,0.00016868854611854956,7.523543849782913e-05,8.226651648733813e-05,2.190948282352694e-05,1.722420857768337e-05,3.960878089703571e-06,0.00010198222483910419,8.10980418715681e-05,1.260301942147747e-11,7.039530205896379e-05,1.6249341855707156e-09,8.08708486578676e-08,1.7914659190775124e-07,1.6027599911676035e-05,4.8375760431512725e-05,3.785465134537614e-08,3.1274358743679645e-06,3.1148685848739173e-12,4.927187435480507e-10,1.4515885054882554e-07,9.205344905317472e-12,8.114278303090268e-05,9.619872499124974e-10,6.587429881507907e-16,1.3843464423974373e-06,6.471273688797546e-08,3.1814782420123447e-06,3.1736161977531676e-12,2.547684471725574e-07,4.726105048754123e-10,8.101650229752395e-05,4.4934093323859276e-10,4.063288020137099e-16,7.079391605734178e-05,9.165034158370907e-13,3.2666570372755125e-07,5.225596021413759e-13,1.2706670463763333e-08,2.656616243932269e-12,1.7724844924659262e-11
5.4547438644775974e-12,0.13560010218963095,0.0,33.66691875161815,0.031001866487856362,0.3186734181092718,0.35008284403120643,0.20669897050073893,0.09166601061955704,4.979840024693239e-31,1.4674099586696818e-16,2.495755156114478e-05,3.5086811718652454e-14,1.2268349301527628e-19,4.444524352785416e-23,1.030052558768581e-08,4.865565909731239e-18,5.400429450310926e-16,5.009035674772752e-25,5.079837315462621e-09,1.8085004601864322e-10,4.6550748536836926e-39,8.946464971885667e-07,1.671676416441851e-25,9.516943029029867e-15,3.3440875522908647e-29,2.541097162602947e-05,1.7390403762777826e-27,0.00035175035998896703,0.00018315446752573377,0.0008245980098959465,0.00023858743478304736,0.00017271163352705054,0.00012277231197200622,0.00016898032911199365,7.535565073796602e-05,8.247462804788262e-05,2.199078812971714e-05,1.723263851287617e-05,3.976252272145159e-06,0.00010242658173401472,8.145044780805519e-05,1.2748672795231852e-11,7.048879662306618e-05,1.6284927327012534e-09,8.104867780827867e-08,1.7935438198819754e-07,1.6107406666842955e-05,4.845486230701367e-05,3.794837590107187e-08,3.1619025263192474e-06,3.130622752756968e-12,4.95227798383374e-10,1.4588660546684683e-07,9.236551483406878e-12,8.134647715989732e-05,9.664059533221436e-10,6.628561107231518e-16,1.389545445255473e-06,6.493378017725641e-08,3.202334673235202e-06,3.1851110466289625e-12,2.572054927380501e-07,4.779557226157065e-10,8.124326645657356e-05,4.549002833569672e-10,4.1272503536614546e-16,7.113084506062176e-05,9.279706874782228e-13,3.282690368505457e-07,5.265873462540617e-13,1.280174051744023e-08,2.6641884225734997e-12,1.783441066705121e-11
5.467107945240617e-12,0.13560010218963095,0.0,33.66691360541667,0.031001715406821104,0.3186718377624007,0.350082130920589,0.20669844643392085,0.09166592994962253,5.0585867531285895e-31,1.4822057343824714e-16,2.5013766163492434e-05,3.532413860810494e-14,1.2404825280383984e-19,4.494558831798148e-23,1.0385036285148495e-08,4.908701062104441e-18,5.424925793137112e-16,5.043161773928289e-25,5.101867379262861e-09,1.8125969314756576e-10,4.708055288571422e-39,8.966283372973147e-07,1.6830653373309552e-25,9.58051626977728e-15,3.381769439054577e-29,2.547011342207495e-05,1.7545761198334433e-27,0.0003518305170058553,0.0001832725709109539,0.0008271038154111463,0.00023893067456132278,0.00017291738768597842,0.00012301358076716423,0.00016924214593533468,7.54636544120493e-05,8.266193085815981e-05,2.2063929319701917e-05,1.7240200939736107e-05,3.990076997648663e-06,0.00010282710923466298,8.176797816869825e-05,1.288089723813885e-11,7.057265381947664e-05,1.6316932944800335e-09,8.120861893833762e-08,1.795416939229572e-07,1.6179397298891464e-05,4.8525804505488114e-05,3.8032348160231275e-08,3.19310960019893e-06,3.1448317575775934e-12,4.974924438297271e-10,1.4654311436219283e-07,9.264681086221092e-12,8.152979695871259e-05,9.703906284422757e-10,6.665727993150529e-16,1.394219443168076e-06,6.513239918133114e-08,3.2211596556504197e-06,3.195456352897323e-12,2.594124453906495e-07,4.828049129910606e-10,8.144742199971541e-05,4.5994893867284897e-10,4.185536358316027e-16,7.143457129817567e-05,9.383865385978644e-13,3.297151900024472e-07,5.302313282549704e-13,1.2887701970866959e-08,2.6710028518781526e-12,1.7933355853262126e-11
5.4794720260036365e-12,0.13560010218963095,0.0,33.66690846015201,0.0310015643579766,0.3186702575925539,0.35008141847085505,0.2066979229137166,0.09166584993385553,5.138384545948477e-31,1.497115599011651e-16,2.506997920127147e-05,3.5562525756343234e-14,1.2542471263305296e-19,4.545040476771334e-23,1.0470053954433419e-08,4.9521199703599045e-18,5.449477513960166e-16,5.077442472126125e-25,5.123940679653714e-09,1.816693392328594e-10,4.76151694910384e-39,8.986099938669583e-07,1.694505852123112e-25,9.64436654544831e-15,3.4197885761713277e-29,2.552926732407993e-05,1.770214465520794e-27,0.00035191002259991866,0.0001833901068428002,0.0008296114432712445,0.00023927325516485346,0.0001731225961421406,0.000123254697454123,0.00016950321728467657,7.557148088480994e-05,8.28492359510095e-05,2.2137038016059642e-05,1.7247740385892748e-05,4.0038903211291054e-06,0.00010322821014239536,8.208585275141631e-05,1.3014204979404295e-11,7.065623895277248e-05,1.6348918390832209e-09,8.136846056313927e-08,1.797292917079695e-07,1.6251543695514843e-05,4.859651032393509e-05,3.8115961802024766e-08,3.224494012491747e-06,3.1590693809142564e-12,4.99763250337768e-10,1.472010720555743e-07,9.292852166636456e-12,8.171311209998767e-05,9.743827260988552e-10,6.703036216445134e-16,1.3988886324336583e-06,6.533071248274362e-08,3.2400358412085215e-06,3.2058015477060892e-12,2.6163232954818127e-07,4.876907503217518e-10,8.165164156966326e-05,4.6504071226918264e-10,4.2445110849145737e-16,7.173876046582048e-05,9.488932539307821e-13,3.3116432925779526e-07,5.338933787792082e-13,1.2974041669887386e-08,2.677816761839748e-12,1.8032619799776404e-11
5.491836106766656e-12,0.13560010218963095,0.0,33.666903315819134,0.031001413341271305,0.3186686775989354,0.3500807066807396,0.20669739993868083,0.09166577056696001,5.219244781738245e-31,1.512140154078916e-16,2.5126190674755678e-05,3.5801975462536987e-14,1.2681294101187202e-19,4.595972246377449e-23,1.0555580484720473e-08,4.9958238541319086e-18,5.474084612442444e-16,5.111878118365232e-25,5.146057189375913e-09,1.8207898427560597e-10,4.815463105287069e-39,9.005914670227981e-07,1.7059980772852402e-25,9.708494412139058e-15,3.45814720044894e-29,2.5588433364581253e-05,1.7859558503255083e-27,0.00035198888207009754,0.00018350707809265888,0.0008321208888976625,0.00023961517785771964,0.00017332726033990233,0.0001234956621290872,0.0001697635440636947,7.567913042563103e-05,8.30365433297055e-05,2.2210113571542933e-05,1.725525708435275e-05,4.017692247218764e-06,0.00010362988351573149,8.24040700319171e-05,1.3148602507108466e-11,7.07395526924405e-05,1.6380883677869013e-09,8.152820274841841e-08,1.7991717615301276e-07,1.6323845734518966e-05,4.866697974549783e-05,3.8199217994472376e-08,3.256055854946186e-06,3.1733355813241817e-12,5.020402245384868e-10,1.478604783804657e-07,9.32106481688917e-12,8.189642258462317e-05,9.783822397944588e-10,6.740486150581398e-16,1.4035530390325769e-06,6.552871760638686e-08,3.258963095297637e-06,3.2161465766243176e-12,2.638651800829995e-07,4.926134069782555e-10,8.185592496920985e-05,4.701758547032155e-10,4.304181048468046e-16,7.204341120759365e-05,9.594913885375983e-13,3.3261645339009845e-07,5.375735527874707e-13,1.3060760394438815e-08,2.6846301376905417e-12,1.813220291919798e-11
5.5042001875296755e-12,0.13560010218963095,0.0,33.666898172413035,0.03100126235665428,0.31866709778075325,0.3500799955489802,0.20669687750737226,0.091665691843683,5.301178932348477e-31,1.5272800027115226e-16,2.51824005842186e-05,3.6042490025465216e-14,1.2821300663405449e-19,4.64735711196701e-23,1.0641617767565687e-08,5.039813935531361e-18,5.49874708824646e-16,5.146469061642321e-25,5.16821688118744e-09,1.8248862827688454e-10,4.869897041898658e-39,9.025727568898692e-07,1.7175421292834904e-25,9.772900425668198e-15,3.4968475583280435e-29,2.5647611576024832e-05,1.8018007120441556e-27,0.0003520671006722233,0.0001836234874183921,0.0008346321477267039,0.000239956443901577,0.0001735313817198058,0.00012373647488819888,0.00017002312718279234,7.578660330273762e-05,8.322385299751149e-05,2.2283155343107782e-05,1.7262751266056938e-05,4.031482782178681e-06,0.00010403212841461038,8.272262848921149e-05,1.3284096333455429e-11,7.082259570733954e-05,1.641282881866328e-09,8.16878455598853e-08,1.8010534808341088e-07,1.639630329414475e-05,4.8737212757150504e-05,3.828211788677311e-08,3.2877952166681003e-06,3.1876303173006227e-12,5.043233730721915e-10,1.48521333170363e-07,9.349319130584864e-12,8.207972841351848e-05,9.823891630672251e-10,6.778078170904692e-16,1.4082126885548972e-06,6.572641209536164e-08,3.277941282601162e-06,3.2264913855301654e-12,2.661110317734691e-07,4.975730555036776e-10,8.206027200139288e-05,4.753546171892118e-10,4.364552810321711e-16,7.234852216920556e-05,9.701814992685917e-13,3.3407156117334855e-07,5.41271905358753e-13,1.3147858924137173e-08,2.6914429651454187e-12,1.8232105624580362e-11
5.516564268292695e-12,0.13560010218963095,0.0,33.66689302992871,0.03100111140407516,0.31866551813721933,0.35007928507431685,0.2066963556183533,0.09166561375881434,5.384198563392469e-31,1.5425357496412538e-16,2.5238608929933577e-05,3.6284071743516515e-14,1.2962497837766448e-19,4.699198057592795e-23,1.0728167696895443e-08,5.08409143914534e-18,5.523464941034898e-16,5.181215650951849e-25,5.190419727863495e-09,1.8289827123777136e-10,4.924822058520799e-39,9.045538635929432e-07,1.7291381245832456e-25,9.837585141577166e-15,3.5358919059007945e-29,2.5706801990765187e-05,1.8177494892835057e-27,0.0003521446836193686,0.0001837393375644041,0.0008371452152094943,0.00024029705455566206,0.0001737349617185805,0.00012397713582753728,0.00017028196755901307,7.589389978321103e-05,8.341116495768109e-05,2.2356162691910336e-05,1.7270223159897224e-05,4.045261933886174e-06,0.00010443494390038426,8.304152660561557e-05,1.3420692994803191e-11,7.090536866569132e-05,1.644475382595916e-09,8.184738906322562e-08,1.8029380834018898e-07,1.6468916253079693e-05,4.8807209349687205e-05,3.836466260937621e-08,3.3197121841374877e-06,3.2019535472738035e-12,5.066127025886783e-10,1.4918363625878394e-07,9.37761520266088e-12,8.226302958757173e-05,9.864034894913266e-10,6.815812654628611e-16,1.4128676061886443e-06,6.592379351097211e-08,3.2969702671041416e-06,3.236835920609729e-12,2.683699193034854e-07,5.025698686111936e-10,8.22646824694967e-05,4.805772515965076e-10,4.4256329783838276e-16,7.265409199805146e-05,9.809641447625915e-13,3.3552965138202133e-07,5.44988491691263e-13,1.3235338038277122e-08,2.6982552303902206e-12,1.833232832942632e-11
5.5289283490557146e-12,0.13560010218963095,0.0,33.66688788836123,0.031000960483484188,0.31866393866754944,0.35007857525549196,0.2066958342701902,0.09166553630718614,5.468315334744999e-31,1.5579080012033705e-16,2.5294815712173692e-05,3.6526722914689306e-14,1.310489253045738e-19,4.751498080034035e-23,1.0815232169000681e-08,5.1286575920366486e-18,5.548238170470595e-16,5.216118235286025e-25,5.212665702196505e-09,1.833079131593397e-10,4.98024146957354e-39,9.065347872565277e-07,1.7407861796491193e-25,9.90254911513035e-15,3.575282508929582e-29,2.576600464106492e-05,1.8338026214598265e-27,0.0003522216360821954,0.00018385463126170638,0.0008396600868119205,0.00024063701107679628,0.0001739380017691529,0.00012421764504311924,0.000170540066115954,7.600102013300272e-05,8.359847921345796e-05,2.2429134983303335e-05,1.7277672992733303e-05,4.0590297118245115e-06,0.00010483832903581262,8.336076286675199e-05,1.3558399051693737e-11,7.098787223507121e-05,1.6476658712492578e-09,8.200683332410011e-08,1.804825577785955e-07,1.6541684490468903e-05,4.8876969517710795e-05,3.844685327423469e-08,3.3518068412230864e-06,3.216305229611862e-12,5.08908219747394e-10,1.4984738747926782e-07,9.405953129348983e-12,8.244632610767967e-05,9.904252126774124e-10,6.853689980820827e-16,1.4175178167102547e-06,6.612085943272052e-08,3.3160499120996288e-06,3.2471801283558834e-12,2.706418772620002e-07,5.076040191814865e-10,8.246915617705405e-05,4.858440104475544e-10,4.487428207354762e-16,7.296011934322323e-05,9.9183988544586e-13,3.3699072279107575e-07,5.487233671033048e-13,1.3323198515832187e-08,2.7050669200703636e-12,1.8432871447687574e-11
