Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511),CHOX(665),NO2X(213),SX(672),H2NO3(231),CH2NX(666),CNO2X(792)
5.428964657197477e-13,0.1547348997255798,0.0,38.42033767944324,0.03106608397890137,0.31914781785961727,0.35024357338898077,0.2069681892897526,0.09190235940501566,0.0,2.1423587353231875e-19,7.899855073801092e-06,1.88827055272576e-15,0.0,2.254867919803401e-25,4.184224947318732e-11,4.862820934031674e-20,2.9316524556769226e-18,5.630134080061002e-26,3.532980598981095e-10,3.0678178027243743e-10,2.9621701433679237e-40,1.731433753869742e-06,7.739379871683698e-26,1.7617084530955027e-15,4.4849222566151616e-31,7.916784718912285e-06,3.961304090853476e-29,0.00011573108354832529,3.8609766316313366e-05,4.57686490187315e-05,3.494577354599692e-05,2.9076878507673994e-05,1.4316167530847115e-05,2.0444512802422497e-05,1.3184189997841337e-05,0.00019408900040203522,4.7128557994220434e-07,4.724681127395832e-06,1.9726027382664385e-08,1.6260751853504451e-06,1.9163067938633398e-06,8.192657885876637e-15,1.0428724961586921e-05,9.086610512270546e-10,2.944242107831363e-08,4.243802046600903e-07,1.8242342855682105e-07,6.0126899045018194e-06,3.7053752557403923e-09,7.558754163570552e-11,7.587828200813386e-14,8.478809136386745e-12,4.944020982694534e-09,2.0206936296698215e-12,0.00019235170704842835,1.7030731786459177e-11,7.419823782925404e-17
5.463709438058336e-13,0.1547348997255798,0.0,38.420335613151614,0.03106602864572425,0.31914615578744016,0.3502420469422197,0.20696792029323616,0.0919017477299804,0.0,2.186916725745941e-19,7.95036412893093e-06,1.9247137046597747e-15,0.0,2.3276641818270726e-25,4.240811567083221e-11,4.975173709480384e-20,2.9705229977968737e-18,5.738918254301805e-26,3.577684557183981e-10,3.087449432553615e-10,3.058174646068079e-40,1.7424731768538259e-06,7.888918292514873e-26,1.795494689934582e-15,4.629734945542601e-31,7.967506177550114e-06,4.063088035878946e-29,0.00011634208773786543,3.880799757610273e-05,4.6135006137572e-05,3.51530581589783e-05,2.9250181901397586e-05,1.440379171208192e-05,2.0600905854855014e-05,1.3265936299244842e-05,0.00019533021313662772,4.777391952735395e-07,4.746153678499677e-06,2.011203161735064e-08,1.6467147010478905e-06,1.941141342770524e-06,8.354717601973594e-15,1.0492669300789022e-05,9.142268604456198e-10,2.9627476459674752e-08,4.2787905783099375e-07,1.867958126467223e-07,6.051080564710249e-06,3.80184307964171e-09,7.959286522278241e-11,7.69247750295872e-14,8.67185605725462e-12,5.007362407492113e-09,2.0553370318828203e-12,0.00019358180566653177,1.741679660469503e-11,7.593351682773366e-17
5.498454218919195e-13,0.1547348997255798,0.0,38.420333547946704,0.031065973337194654,0.3191444938688351,0.3502405207054471,0.20696765145188556,0.09190113750422006,0.0,2.2321455070106557e-19,8.000872562381804e-06,1.961622206274219e-15,0.0,2.402324823406493e-25,4.297827330728383e-11,5.089429412268293e-20,3.009664976931583e-18,5.849094675716881e-26,3.622661218557909e-10,3.107081036872254e-10,3.1566523324455425e-40,1.7535120789831187e-06,8.040370540460219e-26,1.829706910799104e-15,4.778257239644938e-31,8.01822830603905e-06,4.166813246638814e-29,0.00011695164268132823,3.900569264042091e-05,4.650221449014949e-05,3.5360144942602e-05,2.9423330263928706e-05,1.4491366548472004e-05,2.0757522845633858e-05,1.3347656149327012e-05,0.00019657141404906526,4.842398444555454e-07,4.767537798144056e-06,2.0503003453300646e-08,1.6674817808763868e-06,1.9661362102272072e-06,8.518963066052487e-15,1.0556564972080817e-05,9.197895354428223e-10,2.981242846485698e-08,4.3135875466879985e-07,1.912366338073434e-07,6.089469040561482e-06,3.90013932844955e-09,8.378224645966362e-11,7.797847573414074e-14,8.867671746107932e-12,5.0711051783401326e-09,2.0902045736805414e-12,0.00019481189251776299,1.7808307812816346e-11,7.76927504170589e-17
5.533198999780054e-13,0.1547348997255798,0.0,38.420331483826054,0.031065918053212172,0.3191428321034236,0.3502389946784736,0.2069673827655622,0.0919005287242973,0.0,2.278051870664864e-19,8.05138037421858e-06,1.998998995865352e-15,0.0,2.4788852872817977e-25,4.355273457590594e-11,5.205608826622705e-20,3.0490786905514994e-18,5.960672195116171e-26,3.667910429504046e-10,3.126712615695002e-10,3.2576506795779878e-40,1.7645504603962294e-06,8.193748782063612e-26,1.8643477031002715e-15,4.930559686351357e-31,8.068951103929524e-06,4.272504007834489e-29,0.0001175597518162519,3.920285295679055e-05,4.687027264882209e-05,3.5567034084811986e-05,2.959632373386665e-05,1.4578892067815633e-05,2.0914362200243563e-05,1.342934965014113e-05,0.0001978126031407355,4.907875578099711e-07,4.788833853973559e-06,2.0898970647521762e-08,1.688376383735717e-06,1.991291364065558e-06,8.685410822971019e-15,1.062041179383e-05,9.253490779846021e-10,2.999727714188042e-08,4.348189092143854e-07,1.9574625022407933e-07,6.1278553048372445e-06,4.000284099901102e-09,8.816283115253797e-11,7.903938426114925e-14,9.066266145892427e-12,5.135249260677128e-09,2.1252921279780503e-12,0.00019604196760350417,1.820528144184146e-11,7.94759385395425e-17
5.567943780640914e-13,0.1547348997255798,0.0,38.420329420787155,0.031065862793676825,0.3191411704908283,0.35023746886110985,0.20696711423412745,0.09189992138678292,0.0,2.3246426551734933e-19,8.101887564506086e-06,2.036847011469315e-15,0.0,2.557381458123223e-25,4.413151173912919e-11,5.323732841913774e-20,3.088764436126507e-18,6.073659663276184e-26,3.7134320365100903e-10,3.1463441690365526e-10,3.3612177682297804e-40,1.7755883212315656e-06,8.349065183822208e-26,1.8994196527601064e-15,5.086713713395792e-31,8.119674570773772e-06,4.380184749088324e-29,0.00011816641857202122,3.9399479968832874e-05,4.7239179189280695e-05,3.57737257733737e-05,2.976916244968681e-05,1.4666368297895407e-05,2.107142235626725e-05,1.3511016903092858e-05,0.0001990537804130238,4.973823649455105e-07,4.810042212118365e-06,2.1299960738455333e-08,1.7093984686843082e-06,2.0166067712914102e-06,8.854077464680374e-15,1.0684209585816905e-05,9.309054898359038e-10,3.018202253860552e-08,4.382591437158821e-07,2.003250118919874e-07,6.166239330128742e-06,4.102297457838542e-09,9.274198949738727e-11,8.010750074428593e-14,9.267648852720213e-12,5.1997946199447325e-09,2.1605955256019837e-12,0.00019727203092513544,1.860773276704019e-11,8.128307600482771e-17
5.602688561501773e-13,0.1547348997255798,0.0,38.42032735882755,0.03106580755848903,0.31913950903067245,0.35023594325316704,0.20696684585744293,0.09189931548825586,0.0,2.3719247461903784e-19,8.152394133309125e-06,2.0751691908622166e-15,0.0,2.6378496651593004e-25,4.47146171284676e-11,5.443822452570475e-20,3.128722511125912e-18,6.188065930940019e-26,3.7592258861502223e-10,3.165975696911589e-10,3.4674022866642343e-40,1.7866256616273304e-06,8.506331912186469e-26,1.9349253442123004e-15,5.246791634064608e-31,8.170398706125808e-06,4.4898800448342423e-29,0.00011877164636988678,3.959557511627825e-05,4.760893269054204e-05,3.598022019587414e-05,2.9941846549740752e-05,1.475379526647828e-05,2.122870176342103e-05,1.3592658008944937e-05,0.00020029494586731343,5.040242947620275e-07,4.831163237200471e-06,2.1706001040445595e-08,1.7305479949382258e-06,2.042082398090792e-06,9.024979630489922e-15,1.0747958169227496e-05,9.364587727606766e-10,3.0366664702738385e-08,4.4167908867873374e-07,2.0497326056571441e-07,6.204621088836693e-06,4.206199426978688e-09,9.752732127836242e-11,8.11828253115321e-14,9.471829115627765e-12,5.26474122158768e-09,2.1961105571766407e-12,0.0001985020824840348,1.9015676307950393e-11,8.311415251762331e-17
5.637433342362632e-13,0.1547348997255798,0.0,38.42032529794472,0.031065752347549637,0.3191378477225809,0.35023441785445614,0.20696657763537035,0.09189871102530317,0.0,2.4199050768295484e-19,8.202900080692469e-06,2.113968471560214e-15,0.0,2.720326684803065e-25,4.530206314453454e-11,5.56589875799661e-20,3.168953213018434e-18,6.303899848817398e-26,3.8052918250850534e-10,3.1856071993347797e-10,3.5762535344558226e-40,1.7976624817215274e-06,8.665561133560204e-26,1.9708673604030686e-15,5.410866652440455e-31,8.22112350954143e-06,4.6016146142084326e-29,0.00011937543862298433,3.979113983497669e-05,4.7979531734941745e-05,3.618651753972213e-05,3.011437617225637e-05,1.4841173001315566e-05,2.138619888358463e-05,1.3674273067821948e-05,0.00020153609950498562,5.107133754547935e-07,4.852197292339879e-06,2.2117118638146827e-08,1.7518249218701758e-06,2.067718209836461e-06,9.198134007331982e-15,1.0811657366646483e-05,9.420089285218743e-10,3.055120368183587e-08,4.45078382912023e-07,2.096913297131539e-07,6.2430005531713615e-06,4.312009987615688e-09,1.0252666113021233e-10,8.226535808516888e-14,9.678815836473418e-12,5.330089031053799e-09,2.231832975016181e-12,0.000199732122281578,1.9429125828696256e-11,8.496915270817547e-17
5.672178123223491e-13,0.1547348997255798,0.0,38.420323238136206,0.031065697160759905,0.3191361865661791,0.3502328926647887,0.20696630956777146,0.09189810799452004,0.0,2.468590627936289e-19,8.253405406720857e-06,2.1532477908195938e-15,0.0,2.8048497432762733e-25,4.589386225705832e-11,5.689982962486912e-20,3.2094568392721886e-18,6.42117026758468e-26,3.8516297000615773e-10,3.20523867632078e-10,3.687821426302374e-40,1.808698781651958e-06,8.826765014300605e-26,2.007248282792e-15,5.579012868642328e-31,8.271848980578197e-06,4.715413320940121e-29,0.00011997779873635407,3.998617555690823e-05,4.835097490812754e-05,3.6392617992148456e-05,3.0286751455337952e-05,1.4928501530142942e-05,2.154391219082833e-05,1.375586217921506e-05,0.00020277724132741922,5.174496345187373e-07,4.873144739160775e-06,2.253334038086939e-08,1.7732292090085108e-06,2.093514171094434e-06,9.373557330026632e-15,1.0875307002050397e-05,9.475559588814578e-10,3.0735639523310804e-08,4.484566735710687e-07,2.144795444728318e-07,6.281377695152594e-06,4.419749070257705e-09,1.0774808386388718e-10,8.335509918176989e-14,9.88861756997319e-12,5.3958380137940205e-09,2.267758495021823e-12,0.00020096215031913876,1.9848094338605834e-11,8.684805616544116e-17
5.70692290408435e-13,0.1547348997255798,0.0,38.42032117939953,0.03106564199802151,0.3191345255610936,0.350231367683976,0.20696604165450824,0.09189750639250965,0.0,2.517988428357999e-19,8.303910111459e-06,2.1930100856368534e-15,0.0,2.8914565192316422e-25,4.649002700489719e-11,5.816096375143179e-20,3.250233687354675e-18,6.539886037884893e-26,3.8982393579131257e-10,3.224870127884234e-10,3.8021564958372375e-40,1.8197345615562224e-06,8.989955720718278e-26,2.0440706913529146e-15,5.751305284061836e-31,8.322575118795407e-06,4.831301173242428e-29,0.00012057873010695968,4.018068371019346e-05,4.872326079905232e-05,3.6598521740205995e-05,3.045897253696632e-05,1.5015780880680455e-05,2.1701840171436164e-05,1.3837425441986777e-05,0.00020401837133599118,5.242330987527007e-07,4.894005937797652e-06,2.2954692876865888e-08,1.7947608160362472e-06,2.11947024563051e-06,9.551266381546619e-15,1.0938906900800743e-05,9.530998656003944e-10,3.0919972274437304e-08,4.5181361619630085e-07,2.1933822161501472e-07,6.319752486609864e-06,4.529436550198585e-09,1.1319990985436975e-10,8.445204871219566e-14,1.0101242523873795e-11,5.4619881352623694e-09,2.3038827985829807e-12,0.00020219216659808872,2.027259409312498e-11,8.875083747292632e-17
5.741667684945209e-13,0.1547348997255798,0.0,38.420319121732184,0.03106558685923653,0.31913286470695207,0.3502298429118299,0.20696577389544277,0.09189690621588334,0.0,2.5681055552148163e-19,8.354414194971576e-06,2.233258292748787e-15,0.0,2.9801851463730957e-25,4.709056999605391e-11,5.944260409790479e-20,3.2912840547327663e-18,6.660056010327763e-26,3.9451206455593146e-10,3.2445015540397704e-10,3.919309899441404e-40,1.8307698215717214e-06,9.155145419077286e-26,2.0813371645747083e-15,5.927819806595627e-31,8.373301923754118e-06,4.9493033237032973e-29,0.00012117823612370774,4.037466571910383e-05,4.909638799996752e-05,3.680422897076992e-05,3.063103955499893e-05,1.5103011080632535e-05,2.185998132392543e-05,1.3918962954375674e-05,0.0002052594895320762,5.310637942637068e-07,4.914781246901443e-06,2.338120248755812e-08,1.816419702790087e-06,2.1455863964167877e-06,9.731277993282285e-15,1.1002456889637152e-05,9.586406504386565e-10,3.1104201982355976e-08,4.5514887474841945e-07,2.2426766950653412e-07,6.358124899182309e-06,4.641092242025555e-09,1.1889071048972176e-10,8.555620678158944e-14,1.0316698559261654e-11,5.5285393609159715e-09,2.34020153448126e-12,0.0002034221711197972,2.0702636595024687e-11,9.067746624714881e-17
