Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202)
1.8293038584649407e-11,0.07659248437779444,0.0,19.013346549689768,0.030939650864112447,0.317954311703761,0.34961969518430086,0.20613985745178176,0.09153451601425593,0.0,1.8362186241238782e-26,1.3444341626669245e-08,5.583528405387999e-24,0.0,4.0183358031240984e-35,6.165623517705053e-09,5.40255986884478e-26,3.0440169331430205e-27,4.622766473805903e-39,3.4781083759612505e-13,2.162345240684253e-18,8.477670408171005e-63,5.5797611253762676e-14,3.124398464752914e-42,3.25481961284762e-24,6.589174154754859e-45,1.316743137833769e-08,9.312196754757503e-41,0.0004836393731668029,0.0010660318098616483,0.0007553657035365423,0.0008650835108969904,0.000518716234821351,0.00035364649326427594,0.00037698533696145384,4.0430193542278974e-08,9.077410983692283e-13,1.2353024863495669e-05,0.00013545939907197525
1.8364674157159297e-11,0.07659248437779444,0.0,19.01333132250893,0.030939180795201922,0.31794871267966873,0.34961641011491634,0.20613711729767945,0.09153450184952246,0.0,1.857861664203403e-26,1.3496925050994711e-08,5.659174959292531e-24,0.0,4.1134017202845287e-35,6.240333339308467e-09,5.487278890728913e-26,3.067866715027798e-27,4.6772309290924546e-39,3.5053809667066004e-13,2.170796380006041e-18,8.644820740812552e-63,5.612915532198967e-14,3.1612094642876265e-42,3.3058590924258674e-24,6.745043155111816e-45,1.3217857967187016e-08,9.458813816141638e-41,0.0004836533850316851,0.0010699923673361997,0.0007584844535901695,0.0008683685276981689,0.0005200745282258278,0.0003550283539593647,0.00037852538428545404,4.058521898579818e-08,9.146983848167834e-13,1.245144415024224e-05,0.0001359294679825019
1.8436309729669187e-11,0.07659248437779444,0.0,19.013316100484854,0.03093871116081344,0.3179431144134055,0.3496131258299108,0.20613438117717756,0.09153448806214952,0.0,1.8796740028511884e-26,1.3549507981296565e-08,5.735566412843632e-24,0.0,4.210332332365527e-35,6.315659593670581e-09,5.57298724764869e-26,3.0918093139477266e-27,4.732121108531577e-39,3.532759915510481e-13,2.1792474070712997e-18,8.8145961919312e-63,5.6461568371713e-14,3.198308198830925e-42,3.357494597146668e-24,6.903969035475286e-45,1.3268275820448863e-08,9.607154657209604e-41,0.00048366701958629343,0.001073951315427626,0.0007616044345624216,0.0008716527601206562,0.0005214288086012846,0.00035641019408309176,0.0003800658819444896,4.0740202409675556e-08,9.216817423769125e-13,1.255026465600462e-05,0.00013639910237098424
1.8507945302179077e-11,0.07659248437779444,0.0,19.013300883595253,0.0309382419605456,0.3179375169047032,0.349609842329097,0.20613164907845447,0.0915344746422464,0.0,1.901656298044004e-26,1.3602090417692762e-08,5.8127074366249554e-24,0.0,4.309156726146826e-35,6.3916050535164756e-09,5.659692551041726e-26,3.115844727094409e-27,4.787438663817555e-39,3.5602452207906276e-13,2.1876983220451542e-18,8.987027538423328e-63,5.67948502530082e-14,3.235695784716404e-42,3.409730712423179e-24,7.065999469670745e-45,1.331868493968265e-08,9.757232722248238e-41,0.00048368028672152587,0.0010779086548224574,0.0007647256461735491,0.0008749362083520708,0.0005227790877414483,0.00035779201366325245,0.00038160682940347596,4.089514361165419e-08,9.286911656064312e-13,1.2649486497425634e-05,0.00013686830263882175
1.8579580874688967e-11,0.07659248437779444,0.0,19.01328567181813,0.030937773193997382,0.31793192015329397,0.3496065596122871,0.2061289209897235,0.09153446158018161,0.0,1.923809207740414e-26,1.3654672360301237e-08,5.890602714642856e-24,0.0,4.409904325993985e-35,6.4681724944555705e-09,5.747402440581007e-26,3.139972951660991e-27,4.84318524658706e-39,3.587836880966913e-13,2.1961491250922454e-18,9.162145796381242e-63,5.712900081595446e-14,3.2733733382387255e-42,3.462572040677335e-24,7.231182684678249e-45,1.3369085326447515e-08,9.909061507569098e-41,0.0004836931960690735,0.0010818643862069899,0.0007678480881436725,0.0008782188725799827,0.0005241253774053851,0.00035917381272755925,0.00038314822612756685,4.1050042389457736e-08,9.357266490633882e-13,1.2749109791008658e-05,0.00013733706918704248
1.8651216447198857e-11,0.07659248437779444,0.0,19.013270465131782,0.030937304860768122,0.31792632415890987,0.3496032776792938,0.20612619689923242,0.09153444886657612,0.0,1.946133389880783e-26,1.3707253809239885e-08,5.969256944322996e-24,0.0,4.512604896433888e-35,6.545364694981805e-09,5.836124584164425e-26,3.164193984842173e-27,4.899362508419261e-39,3.6155348944613394e-13,2.2045998163767306e-18,9.339982222013215e-63,5.746401991063451e-14,3.311341975653679e-42,3.516023201333558e-24,7.399567464850728e-45,1.341947698230229e-08,1.0062654561506428e-40,0.0004837057570082125,0.0010858185102672847,0.0007709717601927841,0.0008815007529919128,0.0005254676893176024,0.0003605555913036426,0.00038469007158215365,4.120489854079162e-08,9.42788187307062e-13,1.2849134653117675e-05,0.00013780540241630342
1.8722852019708747e-11,0.07659248437779444,0.0,19.01325526351478,0.030936836960457535,0.3179207289212833,0.3495999965299294,0.2061234767952637,0.09153443649229662,0.0,1.9686295023872803e-26,1.375983476462659e-08,6.048674836506973e-24,0.0,4.6172885447396285e-35,6.62318443647381e-09,5.925866677904342e-26,3.1885078238342177e-27,4.9559721008359306e-39,3.6433392596980345e-13,2.213050396062287e-18,9.520568312563453e-63,5.77999073871347e-14,3.349602813178264e-42,3.570088830812439e-24,7.571203156147633e-45,1.3469859908805529e-08,1.021802548441516e-40,0.00048371797867241957,0.0010897710276891706,0.0007740966620407469,0.0008847818497753339,0.0005268060351681503,0.0003619373494190508,0.0003862323652328655,4.1359711863343955e-08,9.49875774897961e-13,1.2949561199977344e-05,0.00013827330272689106
1.8794487592218637e-11,0.07659248437779444,0.0,19.01324006694597,0.030936369492665705,0.31791513444014674,0.3495967161640066,0.2061207606661341,0.09153442444844918,0.0,1.9912982031638878e-26,1.3812415226579189e-08,6.1288611154489286e-24,0.0,4.723985723524768e-35,6.701634503195078e-09,6.016636446117119e-26,3.2129144658349558e-27,5.013015675301545e-39,3.6712499751032395e-13,2.2215008643121133e-18,9.703935807232009e-63,5.81366630955448e-14,3.3881569669907504e-42,3.6247735825244426e-24,7.746139670383937e-45,1.3520234107515485e-08,1.0375187928668917e-40,0.0004837298699558131,0.0010937219391582414,0.0007772227934072959,0.0008880621631176699,0.0005281404266127231,0.00036331908710125055,0.0003877751065455696,4.1514482154786746e-08,9.56989406397823e-13,1.3050389547673053e-05,0.00013874077051872143
1.8866123164728527e-11,0.07659248437779444,0.0,19.013224875404465,0.030935902456993087,0.31790954071523275,0.34959343658133807,0.20611804850019494,0.09153441272637304,0.0,2.0141401500964052e-26,1.3864995195215502e-08,6.209820518812177e-24,0.0,4.832727233346984e-35,6.780717682294139e-09,6.108441641312706e-26,3.237413908043799e-27,5.070494883223393e-39,3.699267039105311e-13,2.2299512212889274e-18,9.890116688094626e-63,5.847428688595807e-14,3.427005553230756e-42,3.680082126863603e-24,7.924427489494496e-45,1.3570599579990123e-08,1.0534155598657985e-40,0.00048374143951942524,0.0010976712453598578,0.0007803501540120383,0.0008913416932062965,0.0005294708752727604,0.0003647008043776272,0.00038931829498637044,4.166920921277682e-08,9.641290763696171e-13,1.3151619812151e-05,0.0001392078061913407
1.8937758737238417e-11,0.07659248437779444,0.0,19.013209688869654,0.030935435853040507,0.31790394774627395,0.3495901577817363,0.20611534028583145,0.09153440131763425,0.0,2.037156001052457e-26,1.3917574670653322e-08,6.2915577976658176e-24,0.0,4.943544225321065e-35,6.8604367638047214e-09,6.201290044184175e-26,3.262006147661741e-27,5.1284113759516767e-39,3.7273904501347056e-13,2.2384014671549708e-18,1.0079143181022568e-62,5.881277860847109e-14,3.466149687999319e-42,3.73601915120123e-24,8.106117669813726e-45,1.3620956327787117e-08,1.0694942250787346e-40,0.00048375269579731137,0.0011016189469791483,0.0007834787435744537,0.0008946204402285406,0.0005307973927355472,0.0003660825012754848,0.00039086193002161045,4.182389283495684e-08,9.712947793775403e-13,1.3253252109218228e-05,0.00013967441014392542
1.9009394309748307e-11,0.07659248437779444,0.0,19.013194507321174,0.03093496968040915,0.3178983555330034,0.3495868797650142,0.20611263601146326,0.09153439021402003,0.0,2.0603464138814964e-26,1.3970153653010405e-08,6.374077716481349e-24,0.0,5.056468203741313e-35,6.940794540645929e-09,6.295189463597311e-26,3.286691181891372e-27,5.186766804779619e-39,3.755620206623981e-13,2.2468516020720123e-18,1.0271047756602301e-62,5.91521381131839e-14,3.505590487358954e-42,3.7925893598796076e-24,8.291261846370616e-45,1.3671304352463846e-08,1.0857561693474667e-40,0.00048376364700249694,0.0011055650447010057,0.0007866085618138944,0.0008978984043716813,0.0005321199905543148,0.00036746417782204655,0.0003924060111178694,4.197853281895643e-08,9.784865099870178e-13,1.335528655454271e-05,0.00014014058277528286
1.9081029882258198e-11,0.07659248437779444,0.0,19.01317933073889,0.030934503938700578,0.3178927640751539,0.3495836025309844,0.206109935665544,0.0915343794075328,0.0,2.0837120464148122e-26,1.4022732142404486e-08,6.4573850531292995e-24,0.0,5.171531028713258e-35,7.0217938086224e-09,6.390147736580163e-26,3.311469007936884e-27,5.245562820943561e-39,3.783956307007787e-13,2.255301626201344e-18,1.0465863131055246e-62,5.949236525019976e-14,3.5453290673337404e-42,3.849797474205709e-24,8.479912237199076e-45,1.3721643655577404e-08,1.102202778714831e-40,0.0004837743011327707,0.0011095095392100911,0.0007897396084495861,0.0009011755858229486,0.0005334386802483415,0.00036884583404445516,0.000393950537741965,4.213312896239303e-08,9.857042627647046e-13,1.3457723263653395e-05,0.00014060632448385148
1.9152665454768088e-11,0.07659248437779444,0.0,19.013164159102942,0.03093403862751673,0.3178871733724586,0.3495803260794598,0.20610723923656113,0.09153436889038455,0.0,2.1072535564655365e-26,1.4075310138953268e-08,6.541484598875834e-24,0.0,5.288764918794776e-35,7.103437366424477e-09,6.486172728312629e-26,3.336339623004076e-27,5.304801075623067e-39,3.81239874972286e-13,2.2637515397037846e-18,1.0663622267157346e-62,5.983345986962524e-14,3.585366543909377e-42,3.907648232444901e-24,8.672121647663599e-45,1.3771974238684586e-08,1.1188354444245345e-40,0.0004837846659763246,0.001113452431190833,0.0007928718832006271,0.000904451984769525,0.0005347534733030506,0.0003702274699697727,0.0003954955093609522,4.2287681062873014e-08,9.92948032278483e-13,1.356056235194029e-05,0.00014107163566770103
1.9224301027277978e-11,0.07659248437779444,0.0,19.013148992393706,0.030933573746459893,0.3178815834246509,0.3495770504102533,0.20610454671303602,0.09153435865499143,0.0,2.130971601828649e-26,1.4127887642774434e-08,6.626381158379383e-24,0.0,5.408202453646532e-35,7.185728015628373e-09,6.583272332116033e-26,3.361303024300364e-27,5.3644832199410334e-39,3.8409475332080133e-13,2.2722013427396847e-18,1.0864358375158683e-62,6.017542182157003e-14,3.6257040330332613e-42,3.9661463898146554e-24,8.867943474800219e-45,1.3822296103341904e-08,1.135655562920958e-40,0.00048379474911724676,0.001117393721327426,0.0007960053857859906,0.0009077276013985443,0.000536064381170112,0.00037160908562498156,0.00039704092544212336,4.244218891799262e-08,1.000217813097463e-12,1.3663803934654502e-05,0.0001415365167245332
1.9295936599787868e-11,0.07659248437779444,0.0,19.01313383059176,0.03093310929513274,0.317875994231464,0.3495737755231777,0.2061018580835237,0.09153434869396823,0.0,2.1548668402809824e-26,1.4180464653985623e-08,6.712079549687257e-24,0.0,5.52987657669179e-35,7.268668560696321e-09,6.68145446944271e-26,3.386359209034783e-27,5.424610904963778e-39,3.869602655904138e-13,2.2806510354689213e-18,1.1068104913702956e-62,6.051825095614709e-14,3.666342650614551e-42,4.025296718478269e-24,9.06743171167278e-45,1.3872609251105571e-08,1.1526645358489555e-40,0.00048380455794086994,0.001121333410303832,0.0007991401159245234,0.0009110024358970924,0.0005373714152675401,0.000372990681036984,0.0003985867854530084,4.2596652325338925e-08,1.0075135997919821e-12,1.3767448126908301e-05,0.00014200096805168166
1.9367572172297758e-11,0.07659248437779444,0.0,19.01311867367795,0.030932645273138312,0.31787040579263165,0.3495705014180461,0.20609917333661293,0.09153433900012346,0.0,2.178939929581229e-26,1.4233041172704462e-08,6.798584604232264e-24,0.0,5.653820597785548e-35,7.352261808976756e-09,6.78072708986558e-26,3.411508174418001e-27,5.4851857817011544e-39,3.898364116254189e-13,2.289100618050906e-18,1.1274895590746948e-62,6.086194712347243e-14,3.707283512524235e-42,4.085104007538574e-24,9.270640951744493e-45,1.392291368353152e-08,1.1698637700536588e-40,0.0004838140996389806,0.0011252714988037812,0.0008022760733349467,0.000914276488452207,0.0005386745869797928,0.00037437225623260245,0.00040013308886137464,4.275107108249081e-08,1.0148353869336056e-12,1.3871495043675203e-05,0.00014246499004611266
1.9439207744807648e-11,0.07659248437779444,0.0,19.013103521633322,0.03093218168008,0.3178648181078873,0.3495672280946714,0.20609649246092598,0.09153432956645398,0.0,2.2031915274699475e-26,1.428561719904854e-08,6.88590116682934e-24,0.0,5.780068195893041e-35,7.436510570704454e-09,6.881098171067759e-26,3.4367499176623185e-27,5.546209501106642e-39,3.9272319127031855e-13,2.297550090644582e-18,1.148476436447995e-62,6.120651017366515e-14,3.748527734595205e-42,4.145573063031659e-24,9.477626393264802e-45,1.3973209402175377e-08,1.1872546775802807e-40,0.0004838233812148903,0.0011292079875107697,0.0008054132577358565,0.000917549759250878,0.0005399739076578714,0.0003757538112385808,0.00040167983513522633,4.290544498701996e-08,1.022183169095124e-12,1.3975944799790016e-05,0.00014292858310442543
1.9582478889827428e-11,0.07659248437779444,0.0,19.01307323207689,0.03093125577918716,0.3178536449995984,0.3495606837924451,0.20609114227787964,0.09153431145254151,0.0,2.252232879884402e-26,1.439076777508265e-08,7.062988262329729e-24,0.0,6.03961070072109e-35,7.606985889873455e-09,7.085167767030977e-26,3.487511726591682e-27,5.669610071454638e-39,3.985286507688356e-13,2.3144487065004504e-18,1.1913873291448377e-62,6.189823632314422e-14,3.831930722362472e-42,4.268515782089162e-24,9.903149724046601e-45,1.4073774704337917e-08,1.2226171867793423e-40,0.0004838411911001626,0.001137076168278692,0.0008116913063828963,0.0009240939563266079,0.000542561041148809,0.00037851686078819557,0.0004047746541525907,4.321405742846638e-08,1.036956696775141e-12,1.418605328870942e-05,0.00014385448399725854
1.9711422920345227e-11,0.07659248437779444,0.0,19.013045987942995,0.030930423931373966,0.3178435917784504,0.3495547965921752,0.20608634023926498,0.09153429597325168,0.0,2.2969871945121965e-26,1.448540161077078e-08,7.225190882872899e-24,0.0,6.281422708395411e-35,7.762683784492368e-09,7.272667746551378e-26,3.5335146269805915e-27,5.78222218790754e-39,4.037899297075815e-13,2.3296570861957175e-18,1.2310944240818041e-62,6.252375309353783e-14,3.908042096362504e-42,4.381476031071428e-24,1.0299601618182404e-44,1.4164253690749636e-08,1.2551132399185793e-40,0.00048385639694907047,0.0011441520665299832,0.0008173457436471001,0.0009299810619626264,0.0005448764039454635,0.0003810035366009542,0.000407561500536057,4.349165319892304e-08,1.0503417202345413e-12,1.4376529788491752e-05,0.0001446863318104603
1.9840366950863027e-11,0.07659248437779444,0.0,19.01301875930019,0.030929593467162626,0.31783354099641203,0.349548911921892,0.20608155056799116,0.09153428123612319,0.0,2.342330105319609e-26,1.4580033852992196e-08,7.390098747347017e-24,0.0,6.531239236475151e-35,7.920549379390686e-09,7.463852091617509e-26,3.579818084360588e-27,5.896314227667909e-39,4.0908565913343513e-13,2.3448651119795403e-18,1.2718527875447718e-62,6.315207623360941e-14,3.985153708984017e-42,4.49665592005029e-24,1.0709174957419699e-44,1.4254704468687327e-08,1.2882525123999463e-40,0.0004838708608117524,0.001151222792071212,0.0008230041519783981,0.0009358656376136416,0.0005471794644033274,0.00038349014741159444,0.00041034977354094247,4.376910049848629e-08,1.0638108832104768e-12,1.4568313267339099e-05,0.00014551679602180253
1.9969310981380826e-11,0.07659248437779444,0.0,19.012991546045406,0.0309287643842534,0.31782349265193466,0.3495430297805065,0.20607677319890297,0.09153426720650716,0.0,2.3882654475946613e-26,1.4674664502431689e-08,7.557740594143366e-24,0.0,6.789270403567398e-35,8.080599168244013e-09,7.658768343126037e-26,3.6264220825337394e-27,6.011895817071426e-39,4.1441583814690516e-13,2.3600727847621654e-18,1.3136831408663058e-62,6.378320486935847e-14,4.063272066395721e-42,4.614084089280795e-24,1.113221410983856e-44,1.4345127047212946e-08,1.322043427271813e-40,0.00048388461733818986,0.0011582883488801402,0.0008286665297311582,0.0009417476843684468,0.0005494702875245611,0.00038597669337324966,0.00041313947007322213,4.404639814645642e-08,1.0773641540957732e-12,1.476140438996083e-05,0.00014634587893102048
2.0098255011898626e-11,0.07659248437779444,0.0,19.0129643480775,0.0309279366803504,0.3178134467434713,0.34953715016693054,0.20607200806718928,0.09153425385137236,0.0,2.434797056435488e-26,1.4769293559773736e-08,7.728145301863745e-24,0.0,7.055730419991382e-35,8.242849675039999e-09,7.857464336234003e-26,3.673326605319741e-27,6.128976581869979e-39,4.197804658506158e-13,2.375280105449042e-18,1.356606475396214e-62,6.441713812681315e-14,4.14240367437173e-42,4.733789356276297e-24,1.15690701476263e-44,1.443552143538539e-08,1.3564944621552873e-40,0.00048389769956084025,0.0011653487409320983,0.000834332875258459,0.0009476272033153359,0.0005517489379678714,0.0003884631746382409,0.0004159305870413577,4.432354496213168e-08,1.0910015012961025e-12,1.4955803819615173e-05,0.0001471735828340223
2.0227199042416425e-11,0.07659248437779444,0.0,19.012937165297238,0.03092711035316153,0.31780340326947626,0.3495312730800763,0.20606725510838164,0.09153424113922944,0.0,2.4819287667504456e-26,1.4863921025702538e-08,7.901341889256646e-24,0.0,7.330837639968796e-35,8.4073174540811e-09,8.059988200162808e-26,3.7205316365559995e-27,6.247566147233492e-39,4.2517954134929624e-13,2.3904870749408495e-18,1.4006440542378742e-62,6.505387513202932e-14,4.22255503829282e-42,4.855800715690199e-24,1.2020100932553466e-44,1.452588764226051e-08,1.3916141492405528e-40,0.00048391013897021754,0.0011724039721999866,0.0008400031869120968,0.0009535041955421025,0.0005540154800503248,0.0003909495913580814,0.0004187231213562961,4.460053976482509e-08,1.104722893229981e-12,1.51515122181104e-05,0.00014799991002289588
2.0356143072934225e-11,0.07659248437779444,0.0,19.012909997607213,0.030926285400398514,0.3177933622284053,0.3495253985188565,0.20606251425835193,0.091534229040059,0.0,2.5296644132582286e-26,1.4958546900901986e-08,8.077359515153406e-24,0.0,7.61481461413503e-35,8.574019089987343e-09,8.266388358002336e-26,3.768037160097724e-27,6.367674137751765e-39,4.3061306374976905e-13,2.4056936941335245e-18,1.4458174139843657e-62,6.569341501108975e-14,4.3037326631476546e-42,4.980147339197768e-24,1.2485671201974976e-44,1.461622567689111e-08,1.4274110752832069e-40,0.0004839219655868961,0.001179454046654279,0.0008456774630425898,0.0009593786621360421,0.000556269977749156,0.00039343594368348143,0.00042151706993146833,4.487738137388108e-08,1.1185282983287582e-12,1.5348530245805972e-05,0.0001488248627859151
2.0485087103452024e-11,0.07659248437779444,0.0,19.012882844911744,0.030925461819776883,0.3177833236187156,0.3495195264821843,0.20605778545331122,0.09153421752524289,0.0,2.578007830487979e-26,1.5053171186055685e-08,8.256227478404398e-24,0.0,7.90788814236376e-35,8.742971197699037e-09,8.476713526515206e-26,3.815843159818007e-27,6.489310177436304e-39,4.360810321609392e-13,2.42089996391828e-18,1.492148366454418e-62,6.633575689010323e-14,4.3859430535340304e-42,5.106858575378012e-24,1.296615265534421e-44,1.4706535548326952e-08,1.4638938816006173e-40,0.0004839332080301789,0.0011864989682630223,0.0008513557019991855,0.0009652506041839522,0.0005585124947035607,0.0003959222317643522,0.0004243124296827891,4.515406860869192e-08,1.1324176850366121e-12,1.5546858561613734e-05,0.00014964844340754628
2.0614031133969824e-11,0.07659248437779444,0.0,19.01285570711685,0.03092463960901597,0.31777328743886546,0.34951365696897346,0.20605306862980732,0.09153420656749887,0.0,2.6269628527794007e-26,1.5147793881846946e-08,8.437975217815182e-24,0.0,8.210289326911725e-35,8.914190422479387e-09,8.691012715941164e-26,3.8639496196078964e-27,6.61248388972212e-39,4.4158344569378295e-13,2.4361058851816375e-18,1.5396590004281684e-62,6.698089989520387e-14,4.469192713660092e-42,5.2359639495956695e-24,1.346192404125109e-44,1.4796817265614747e-08,1.501071264068288e-40,0.0004839438935834921,0.0011935387409918415,0.0008570379021298659,0.0009711200227721326,0.0005607430942164838,0.0003984084557498116,0.0004271091975286543,4.543060028871396e-08,1.1463910218105427e-12,1.5746497822999063e-05,0.00015047065416845458
2.0742975164487623e-11,0.07659248437779444,0.0,19.012828584130144,0.030923818765838915,0.317763253687315,0.34950778997813814,0.20604836372472346,0.09153419614081822,0.0,2.6765333142828713e-26,1.5242414988958788e-08,8.622632312082706e-24,0.0,8.522253625878803e-35,9.087693439917136e-09,8.90933522980159e-26,3.912356523376474e-27,6.737204897469518e-39,4.471203034613374e-13,2.4513114588054462e-18,1.5883716833827363e-62,6.762884315255e-14,4.5534881473455414e-42,5.367493163883263e-24,1.3973371244976248e-44,1.4887070837798168e-08,1.538951973116235e-40,0.00048395404825672217,0.0012005733688039396,0.000862724061781352,0.000976986918986388,0.000562961839256397,0.00040089461578818726,0.0004299073703899408,4.570697523348354e-08,1.1604482771203652e-12,1.5947448685982023e-05,0.0001512914973455105
2.0871919195005423e-11,0.07659248437779444,0.0,19.012801475860815,0.030922999287972635,0.31775322236252557,0.34950192550859294,0.2060436706752764,0.09153418622040635,0.0,2.7267230489595544e-26,1.533703450807393e-08,8.810228479731491e-24,0.0,8.844020906982983e-35,9.263496955929125e-09,9.131730664704172e-26,3.9610638550509126e-27,6.863482822965901e-39,4.5269160457868877e-13,2.466516685666912e-18,1.638309063227609e-62,6.827958578832372e-14,4.6388358580228516e-42,5.501476096823232e-24,1.4500887376560586e-44,1.4977296273917836e-08,1.5775448137253765e-40,0.00048396369684564983,0.0012076028556601002,0.0008684141792991119,0.0009828512939120263,0.0005651687924590638,0.0004033807120270223,0.0004327069451900055,4.598319226263296e-08,1.1745894194487023e-12,1.6149711805138578e-05,0.00015211097521179622
2.1000863225523223e-11,0.07659248437779444,0.0,19.01277438221953,0.030922181173147816,0.31774319346295954,0.3494960635592532,0.20603898941901447,0.09153417678262608,0.0,2.7775358905815124e-26,1.54316524398748e-08,9.000793579049813e-24,0.0,9.175835501649155e-35,9.441617706762797e-09,9.358248910147695e-26,4.010071598576544e-27,6.991327287927513e-39,4.582973481629623e-13,2.4817215666386186e-18,1.6894940700398468e-62,6.893312692872981e-14,4.725242348738458e-42,5.637942803430152e-24,1.5044872859388446e-44,1.5067493583011355e-08,1.6168586454239315e-40,0.00048397286298862684,0.0012146272055186893,0.0008741082530273637,0.0009887131486338613,0.000567364016129301,0.0004058667446130788,0.0004355079188546827,4.625925019590607e-08,1.1888144172909784e-12,1.6353287833601708e-05,0.0001529290900366121
2.1129807256041022e-11,0.07659248437779444,0.0,19.012747303118413,0.030921364419098946,0.3177331669870812,0.3494902041290345,0.20603431989381615,0.0915341678049436,0.0,2.8289756727318165e-26,1.552626878504353e-08,9.194357608025912e-24,0.0,9.517946259412371e-35,9.622072458998677e-09,9.588940148326958e-26,4.059379737916915e-27,7.12074791350123e-39,4.639375333333105e-13,2.4969261025885525e-18,1.7419499177991017e-62,6.958946569999491e-14,4.812714122153951e-42,5.776923515033029e-24,1.5605735519285525e-44,1.5157662774113258e-08,1.6569023822838304e-40,0.00048398156922060693,0.0012216464223356587,0.0008798062813090823,0.0009945724842362128,0.0005695475722427246,0.00040835271369234265,0.0004383102883122843,4.653514785317384e-08,1.2031232391554135e-12,1.655817742306258e-05,0.0001537458440854827
2.125875128655882e-11,0.07659248437779444,0.0,19.012720238470955,0.030920549023564267,0.31772314293335596,0.34948434721685306,0.20602966203788806,0.09153415926587702,0.0,2.881046228804662e-26,1.5620883544261974e-08,9.390950704284204e-24,0.0,9.870606602635683e-35,9.804878009552785e-09,9.823854853937833e-26,4.108988257053832e-27,7.251754320266273e-39,4.696121592109037e-13,2.512130294380129e-18,1.7957001061224535e-62,7.024860122836689e-14,4.901257680547252e-42,5.918448639157688e-24,1.6183890674131632e-44,1.524780385625506e-08,1.6976849929171354e-40,0.00048398983702464886,0.0012286605100645448,0.0008855082624860053,0.0010004293018029057,0.0005717195224474917,0.0004108386194100279,0.0004411140504935979,4.68108840544496e-08,1.2175158535630143e-12,1.6764381223771745e-05,0.00015456123962016358
2.138769531707662e-11,0.07659248437779444,0.0,19.012693188192014,0.030919734984285775,0.3177131213002505,0.34947849282162546,0.20602501578976323,0.0915341511449473,0.0,2.9337513920054815e-26,1.5715496718211665e-08,9.590603145021468e-24,0.0,1.0234074581542185e-34,9.990051185679047e-09,1.0063043793982454e-25,4.158897139987419e-27,7.384356128235971e-39,4.753212249189188e-13,2.5273341428722163e-18,1.8507684219990653e-62,7.09105326401139e-14,4.9908795258137875e-42,6.062548759409214e-24,1.677976122398775e-44,1.5337916838465233e-08,1.7392155004724733e-40,0.00048399768688101247,0.0012356694726564739,0.0008912141948986374,0.0010062836024172738,0.0005738799280660292,0.0004133244619105811,0.00044391920233188576,4.7086457619904383e-08,1.2319922290475702e-12,1.6971899884540257e-05,0.0001553752788986474
2.151663934759442e-11,0.07659248437779444,0.0,19.012666152197703,0.030918922299009256,0.3177031020862329,0.349472640942269,0.20602038108829965,0.09153414342263128,0.0,2.987094995351051e-26,1.5810108307573855e-08,9.793345346943075e-24,0.0,1.060861292956083e-34,1.0177608844971603e-08,1.0306558027574549e-25,4.209106370736157e-27,7.51856295685946e-39,4.810647295825279e-13,2.5425376489191575e-18,1.9071789415246526e-62,7.157525906152363e-14,5.081586159467654e-42,6.209254635354512e-24,1.7393777741736612e-44,1.542800172976922e-08,1.7815029826314797e-40,0.00048400513831396117,0.0012426733140601617,0.0008969240768862562,0.0010121353871621575,0.0005760288500967572,0.00041581024133768515,0.00044672574076288346,4.736186736988187e-08,1.2465523341556445e-12,1.7180734052740875e-05,0.00015618796417517017
2.164558337811222e-11,0.07659248437779444,0.0,19.012639130405393,0.030918110965484212,0.31769308528977314,0.3494667915777012,0.20601575787267828,0.09153413608031731,0.0,3.041080871669607e-26,1.590471831302952e-08,9.999207866199217e-24,0.0,1.0994489118985448e-34,1.0367567875367104e-08,1.055444890574488e-25,4.2596159333369185e-27,7.65438442502341e-39,4.868426723288889e-13,2.5577408133707947e-18,1.9649560316357757e-62,7.224277961890243e-14,5.173384082642774e-42,6.358597202404905e-24,1.8026378564236026e-44,1.5518058539189413e-08,1.8245565716052505e-40,0.0004840122099363831,0.001249672038221916,0.0009026379067869171,0.0010179846571199064,0.0005781663492157982,0.00041829595783426433,0.00044953366272479833,4.763711212491337e-08,1.2611961374465696e-12,1.739088437430919e-05,0.00015699929770021762
2.177452740863002e-11,0.07659248437779444,0.0,19.012612122733643,0.030917300981463895,0.31768307090934167,0.3494609447268403,0.20601114608240134,0.09153412910026246,0.0,3.095712853600955e-26,1.5999326735259318e-08,1.0208221398321104e-23,0.0,1.1391975416946945e-34,1.0559945195146967e-08,1.0806768071246843e-25,4.3104258118450144e-27,7.791830151053711e-39,4.926550522871349e-13,2.572943637072496e-18,2.024124351843945e-62,7.291309343857464e-14,5.266279796094038e-42,6.510607571698842e-24,1.8678009883984663e-44,1.5608087275745198e-08,1.868385454130808e-40,0.00048401891949233266,0.001256665649085638,0.0009083556829374599,0.0010238314133723789,0.0005802924857786833,0.0004207816115424877,0.000452342965158309,4.7912190705732645e-08,1.2759236074924385e-12,1.76023514937448e-05,0.00015780928172053188
