Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216)
6.593373275995977e-09,0.06662394546715897,0.0,16.085280857752856,0.02933344430561337,0.15402035880436082,0.30158664964224846,0.11855639928641348,0.20714278108307485,0.0,1.0391965132685383e-17,1.4883748085944523e-07,5.577852073728745e-19,0.0,1.3890075115395368e-25,0.02300558084926202,1.595341281803769e-20,6.330593963031133e-25,1.5690018861800633e-37,5.292754655951564e-10,5.043003261610166e-19,6.818054857249595e-60,9.254337820716805e-13,2.161140655862415e-41,1.988303270496882e-18,6.803308536915875e-37,1.065370460807176e-08,3.597377186686047e-36,0.0013248407859509607,0.03543475571482816,0.13340456082487398,0.04889799365981129,0.0010264667709185757,0.08742935359360751,0.005397840327287199,2.6971946077325537e-05,2.904612193223792e-10,0.005854830585646481,0.001741665957571096,0.10235673891299286,0.0022256360631508535,0.016345157240778868,0.015977989359236104
6.6147019472127026e-09,0.06662394546715897,0.0,16.084654793399277,0.029333509947717697,0.15377005974360483,0.30158612718757033,0.11835061431277237,0.2074734151348576,0.0,1.0391194579943694e-17,1.4930686156309763e-07,5.623648602222509e-19,0.0,1.410933115538556e-25,0.023093093014200938,1.6101874376748238e-20,6.392773716556147e-25,1.5823773930206023e-37,5.323921561922703e-10,5.055267547859501e-19,6.91747193305849e-60,9.269859334585972e-13,2.1795645348906297e-41,2.006754759877601e-18,6.906733892970874e-37,1.0654040047481918e-08,3.64006000984944e-36,0.0013268872748398073,0.03538308714309662,0.13350115084882852,0.048898515645108616,0.0010246445741324331,0.08763696076091808,0.005387292021762052,2.68987937010529e-05,2.912030422820418e-10,0.005843241379472315,0.00174160031546677,0.10263047477381824,0.002217134287345825,0.01639552652339847,0.01605745175442221
6.636030618429428e-09,0.06662394546715897,0.0,16.084030170187443,0.029333575435090072,0.1535203038206697,0.3015856459378713,0.11814520699627577,0.20780334156898048,0.0,1.0390365583192728e-17,1.4977624148579338e-07,5.669666257985766e-19,0.0,1.4331315245960144e-25,0.023180517328583044,1.6251218542759597e-20,6.455326637263187e-25,1.5958179000281533e-37,5.355162320231993e-10,5.067510546879424e-19,7.017978327576251e-60,9.285345653137973e-13,2.1980779540334692e-41,2.025315293666967e-18,7.0113707561122124e-37,1.0654377298362283e-08,3.6830979289700076e-36,0.0013289293045691702,0.03533146186428033,0.13359722679835553,0.048898996425427825,0.00102282588089941,0.08784418676752365,0.005376775125048676,2.682601717601392e-05,2.9194368342959787e-10,0.005831683788027463,0.0017415348280943959,0.10290363574133507,0.0022086947582303134,0.016445821245050694,0.01613689076413051
6.657359289646154e-09,0.06662394546715897,0.0,16.0834069817817,0.0293336407684459,0.15327108865103442,0.3015852050347271,0.11794017658187635,0.2081325629600221,0.0,1.0389478851759577e-17,1.5024562069099254e-07,5.715905349012506e-19,0.0,1.4556052236938186e-25,0.023267853306291997,1.6401447522307912e-20,6.518253306830494e-25,1.6093234515333935e-37,5.386476795299886e-10,5.079732297731832e-19,7.119581844017396e-60,9.300796913812569e-13,2.2166809744293868e-41,2.0439851382760913e-18,7.117229013682428e-37,1.0654716311664268e-08,3.726492576117821e-36,0.0013309668910096368,0.035279880547185026,0.13369279269503254,0.04889943685919285,0.0010210106833961306,0.0880510323762949,0.005366289490986607,2.6753613337753788e-05,2.9268314542537005e-10,0.005820157784313843,0.0017414694947385692,0.10317622370715514,0.0022003167773934516,0.01649604140299742,0.01621630539085835
6.6786879608628795e-09,0.06662394546715897,0.0,16.08278522190097,0.029333705948494146,0.15302241187368779,0.3015848036364264,0.11773552231635022,0.20846108186751047,0.0,1.0388535084563619e-17,1.507149992408322e-07,5.762366182359006e-19,0.0,1.4783567120893418e-25,0.023355100468501224,1.6552563518034504e-20,6.581554301795082e-25,1.6228940912563032e-37,5.417864851818135e-10,5.091932839400555e-19,7.22229030826416e-60,9.316213253349685e-13,2.2353736563758085e-41,2.062764559638506e-18,7.224318596633063e-37,1.0655057039280427e-08,3.7702455837356456e-36,0.001333000049946796,0.035228343845449143,0.13378785252869632,0.04889983778811489,0.001019198973824276,0.08825749834825405,0.0053558349738368465,2.6681579052835928e-05,2.9342143091452087e-10,0.0058086633380781605,0.001741404314690322,0.10344824055379033,0.0021919996560204194,0.016546186998091943,0.016295694646776625
6.700016632079605e-09,0.06662394546715897,0.0,16.082164884318082,0.02933377097593743,0.15277427115077935,0.3015844409176491,0.11753124344829041,0.2087889008359921,0.0,1.0387534970301315e-17,1.511843771961523e-07,5.809049064148593e-19,0.0,1.5013885033470255e-25,0.023442258343607945,1.670456872899188e-20,6.6452301935712e-25,1.6365298623091614e-37,5.449326354749127e-10,5.104112210791529e-19,7.326111568775816e-60,9.331594807791015e-13,2.2541560593332669e-41,2.081653823210974e-18,7.332649479518409e-37,1.0655399434027803e-08,3.8143585846227763e-36,0.0013350287970815178,0.03517685239784794,0.1338824102576194,0.04890020003751433,0.0010173907444104304,0.08846358544258161,0.005345411428298404,2.6609911218575193e-05,2.9415854252725293e-10,0.005797200415915943,0.0017413392872470384,0.10371968815465259,0.0021837427147470274,0.01659625803470284,0.01637505755367745
6.721345303296331e-09,0.06662394546715897,0.0,16.081545962859114,0.029333835851472093,0.15252666416727778,0.30158411606914914,0.1173273392281,0.20911602239510235,0.0,1.0386479187627323e-17,1.5165375461652068e-07,5.855954299576353e-19,0.0,1.5247031253699142e-25,0.023529326467167478,1.6857465350649775e-20,6.709281548468859e-25,1.6502308071995436e-37,5.480861169325236e-10,5.1162704507330005e-19,7.431053496497839e-60,9.346941712481694e-13,2.2730282419295224e-41,2.1006531939742904e-18,7.442231680488821e-37,1.0655743449631519e-08,3.8588332119189484e-36,0.0013370531480302438,0.03512540682859152,0.13397646980868744,0.048900524416636774,0.0010155859874059253,0.08866929441662302,0.005335018709524122,2.6538606762788775e-05,2.948944828790052e-10,0.00578576898137307,0.0017412744117123785,0.10399056837405582,0.0021755452835165137,0.016646254520638858,0.016454393142921783
6.7426739745130564e-09,0.06662394546715897,0.0,16.080928451402787,0.029333900575788267,0.15227958863063373,0.30158382829744607,0.1171238089079859,0.20944244905963671,0.0,1.0385368405331878e-17,1.521231315602582e-07,5.903082192913828e-19,0.0,1.5483031204311126e-25,0.023616304381827685,1.7011255574901207e-20,6.773708927712419e-25,1.6639969678332956e-37,5.512469161048173e-10,5.12840759797569e-19,7.537123984770949e-60,9.36225410207196e-13,2.2919902619636583e-41,2.1197629364340917e-18,7.553075261283558e-37,1.065608904070864e-08,3.9036710990883576e-36,0.0013390731183252505,0.03507400774761648,0.1340700350775774,0.04890081171896288,0.0010137846950866954,0.08887462602589558,0.005324656673135821,2.646766264353841e-05,2.956292545706467e-10,0.005774368995044849,0.0017412096873961984,0.10426088306722031,0.002167406701438551,0.016696176467075198,0.0165337004553869
6.764002645729782e-09,0.06662394546715897,0.0,16.080312343879815,0.029333965149569995,0.1520330422704501,0.3015835768245202,0.11692065174195215,0.2097681833296233,0.0,1.038420328251464e-17,1.5259250808446267e-07,5.950433047513639e-19,0.0,1.5721910452051688e-25,0.023703191637263605,1.7165941590068608e-20,6.838512887459234e-25,1.6778283855175e-37,5.544150195688328e-10,5.140523691193002e-19,7.644330949240043e-60,9.377532110518854e-13,2.3110421764101674e-41,2.1389833146216696e-18,7.665190327223139e-37,1.0656436162752242e-08,3.9488738799037624e-36,0.0013410887234149506,0.03502265575087158,0.1341631099289363,0.048901062722512226,0.001011986859753123,0.08907958102409476,0.005314325175238787,2.6397075848862545e-05,2.96362860188666e-10,0.005763000414672691,0.0017411451136144767,0.10453063408027875,0.0021593263166504815,0.016746023888480843,0.016612978541413723
6.785331316946508e-09,0.06662394546715897,0.0,16.079697634272275,0.029334029573495235,0.15178702283815704,0.3015833608875149,0.11671786698579358,0.2100932276903959,0.0,1.0382984468755015e-17,1.5306188424503284e-07,5.998007165814094e-19,0.0,1.5963694707993864e-25,0.023789987790112377,1.7321525580909935e-20,6.903693978818348e-25,1.691725100963429e-37,5.575904139284135e-10,5.152618768981194e-19,7.752682327762984e-60,9.392775871087957e-13,2.330184041423016e-41,2.1583145920947873e-18,7.778587027201288e-37,1.0656784772115818e-08,3.9944431884306905e-36,0.0013430999786642073,0.03497135142059748,0.13425569819656097,0.048901278190141395,0.0010101924737298956,0.0892841601631012,0.005304024072435594,2.6326843396524835e-05,2.970953023053575e-10,0.005751663195238446,0.001741080689689234,0.10479982325028467,0.0021513034861806953,0.016795796802547128,0.016692226460754068
6.806659988163233e-09,0.06662394546715897,0.0,16.07908431661302,0.029334093848236008,0.15154152810669294,0.3015831797384442,0.11651545389708924,0.21041758461266855,0.0,1.0381712604279049e-17,1.5353126009669195e-07,6.045804849343723e-19,0.0,1.6208409827850647e-25,0.023876692403908287,1.74780097286248e-20,6.969252747869258e-25,1.7056871542894856e-37,5.607730858141407e-10,5.164692869859572e-19,7.862186080319279e-60,9.407985516355133e-13,2.3494159123396926e-41,2.177757031938497e-18,7.893275553676362e-37,1.0657134825997837e-08,4.040380659011729e-36,0.0013451068993546318,0.0349200953256006,0.13434780368357818,0.048901458869836274,0.0010084015293658573,0.0894883641929869,0.00529375322183933,2.625696233375877e-05,2.9782658347900576e-10,0.005740357289056418,0.0017410164149484644,0.10506845240522229,0.002143337575814135,0.016845495230117455,0.016771443282517767
6.827988659379959e-09,0.06662394546715897,0.0,16.078472384985076,0.02933415797445841,0.15129655587019125,0.301583032643906,0.11631341173519617,0.21074125655261053,0.0,1.0380388320122987e-17,1.5400063569301036e-07,6.093826398725814e-19,0.0,1.645608181228662e-25,0.023963305049018127,1.7635396210860697e-20,7.035189735680717e-25,1.7197145850241316e-37,5.639630218832718e-10,5.176746032270669e-19,7.972850188918644e-60,9.423161178208314e-13,2.36873784368524e-41,2.1973108967659637e-18,8.0092661426624e-37,1.0657486282426603e-08,4.086687926250909e-36,0.0013471095006849043,0.03486888802152149,0.1344394301626257,0.0489016054949988,0.0010066140190338655,0.08969219386202201,0.005283512481086189,2.618742973700049e-05,2.9855670625406475e-10,0.0057290826458631485,0.0017409522887260566,0.10533652336401873,0.0021354279599599202,0.016895119195118137,0.016850628085119668
6.849317330596685e-09,0.06662394546715897,0.0,16.07786183352103,0.029334221952822745,0.15105210394367233,0.30158291888480143,0.11611173976124309,0.21106424595192208,0.0,1.0379012238293539e-17,1.5447001108642816e-07,6.142072113682872e-19,0.0,1.6706736807228905e-25,0.0240498253025768,1.7793687201719176e-20,7.101505478329582e-25,1.7338074321088016e-37,5.671602088196738e-10,5.188778294580431e-19,8.084682657509463e-60,9.43830298784929e-13,2.3881498891762667e-41,2.216976448719291e-18,8.126569073719662e-37,1.0657839100245344e-08,4.133366624998187e-36,0.0013491077977711098,0.034817730051097374,0.13453058137603344,0.04890171878472808,0.0010048299351306505,0.08989564991668111,0.00527330170834749,2.6118242711635813e-05,2.9928567316133567e-10,0.005717839212904981,0.0017408883103617258,0.10560403793655743,0.0021275740215210537,0.01694466872449041,0.016929779956226586
6.87064600181341e-09,0.06662394546715897,0.0,16.077252656402454,0.029334285783983532,0.1508081701627408,0.30158283775605793,0.11591043723812403,0.21138655523791144,0.0,1.0377584971924952e-17,1.5493938632827718e-07,6.190542293041048e-19,0.0,1.6960401104177362e-25,0.02413625274842314,1.7952884871762057e-20,7.168200506919707e-25,1.7479657339008096e-37,5.703646333337617e-10,5.200789695078403e-19,8.197691511887129e-60,9.453411075795566e-13,2.4076521017249493e-41,2.236753949470347e-18,8.245194669944749e-37,1.065819323909754e-08,4.1804183903340125e-36,0.0013511018056470618,0.03476662194441954,0.13462126103600558,0.04890179944409623,0.0010030492700766713,0.09009873310164974,0.005263120762341133,2.6049398391747476e-05,3.000134867181407e-10,0.005706626935023468,0.0017408244792009413,0.10587099792369367,0.0021197751517661504,0.01699414384812354,0.017008897992704105
6.891974673030136e-09,0.06662394546715897,0.0,16.076644847859328,0.02933434946858962,0.1505647523832885,0.3015827885663602,0.11570950343049205,0.2117081868235718,0.0,1.0376107125432946e-17,1.5540876146880274e-07,6.239237234734537e-19,0.0,1.721710114051409e-25,0.024222586977036078,1.8112991388017717e-20,7.235275347600887e-25,1.7621895281762384e-37,5.735762821624332e-10,5.2127802719779e-19,8.311884799602293e-60,9.468485571882194e-13,2.4272445334430097e-41,2.256643660221596e-18,8.365153297960298e-37,1.0658548659412484e-08,4.2278448575539846e-36,0.0013530915392646384,0.034715564219185265,0.1347114728248029,0.04890184816441889,0.0010012720163159784,0.09030144415983075,0.005252969502342491,2.598089393985017e-05,3.007401494284941e-10,0.005695445754738673,0.0017407607945948552,0.10613740511727156,0.002112030750203202,0.017043544598789036,0.017087981300563316
6.9133033442468616e-09,0.06662394546715897,0.0,16.076038402169488,0.029334413007284232,0.1503218484812019,0.30158277063788347,0.11550893760475323,0.2120291431076597,0.0,1.0374579294665583e-17,1.558781365571846e-07,6.288157235809929e-19,0.0,1.747686349981219e-25,0.024308827585471062,1.8274008913987314e-20,7.302730521587834e-25,1.7764788521328184e-37,5.767951420690065e-10,5.224750063416204e-19,8.427270589869002e-60,9.483526605263689e-13,2.446927235645678e-41,2.276645841706934e-18,8.486455367904204e-37,1.065890532239108e-08,4.275647662153603e-36,0.0013550770134941443,0.03466455738094446,0.1348012203949256,0.04890186562352045,0.0009994981663160754,0.09050378383235065,0.0052428477881947665,2.5912726546636898e-05,3.014656637832709e-10,0.005684295612330402,0.0017406972559002353,0.10640326130014253,0.002104340224455341,0.017092871012075954,0.017167028994907484
6.934632015463587e-09,0.06662394546715897,0.0,16.075433313658028,0.02933447640070507,0.1500794563520751,0.30158278330603466,0.11530873902906022,0.21234942647477334,0.0,1.037300206705115e-17,1.5634751164155807e-07,6.337302592430516e-19,0.0,1.7739714912143814e-25,0.024394974177296726,1.84359396096511e-20,7.370566545179186e-25,1.7908337423927946e-37,5.800211998431561e-10,5.236699107454737e-19,8.543856973472759e-60,9.498534304415925e-13,2.466700258855644e-41,2.2967607541925194e-18,8.609111333418437e-37,1.0659263189991886e-08,4.323828439813115e-36,0.0013570582431246514,0.03461360192334148,0.1348905073692964,0.04890185248599423,0.0009977277125677822,0.09070575285856589,0.005232755480318846,2.584489343072909e-05,3.021900322603718e-10,0.005673176445917406,0.001740633862479397,0.10666856824618547,0.0020967029901385412,0.0171421231263273,0.017246040199878642
6.955960686680313e-09,0.06662394546715897,0.0,16.074829576696768,0.029334539649484338,0.14983757391092775,0.30158282591919605,0.11510890697330643,0.21266903929543224,0.0,1.0371376021743089e-17,1.5681688676903405e-07,6.386673599880561e-19,0.0,1.8005682254387517e-25,0.02448102636253199,1.8598785631474722e-20,7.438783929776558e-25,1.805254235005783e-37,5.832544423008512e-10,5.248627442079239e-19,8.661652062678466e-60,9.513508797138082e-13,2.4865636528069855e-41,2.316988657477617e-18,8.7331316916374e-37,1.065962222491735e-08,4.3723888263824375e-36,0.0013590352428643497,0.034562698328351724,0.13497933734144438,0.0489018094034577,0.000995960647585101,0.0909073519760691,0.005222692439722639,2.577739183841486e-05,3.0291325732488553e-10,0.005662088191534604,0.0017405706137001331,0.10693332772032821,0.0020891184707412594,0.017191300982577474,0.01732501404860408
6.9772893578970385e-09,0.06662394546715897,0.0,16.074227185703737,0.029334602754248814,0.1495961990919275,0.3015828978384757,0.11490944070911976,0.21298798392615637,0.0,1.0369701729762082e-17,1.572862619857194e-07,6.43627055256954e-19,0.0,1.8274792550534864e-25,0.02456698375758332,1.876254913241554e-20,7.50738318190363e-25,1.8197403654516115e-37,5.864948562842919e-10,5.260535105199957e-19,8.78066399113831e-60,9.52845021055463e-13,2.506517466449078e-41,2.3373298108954296e-18,8.858526983175892e-37,1.0659982390600323e-08,4.421330457866181e-36,0.0013610080273409307,0.034511847066513446,0.13506771387568833,0.04890173701480279,0.0009941969639050805,0.09110858192069536,0.005212658528009932,2.571021904339579e-05,3.0363534142924937e-10,0.005651030783208376,0.0017405075089356528,0.10719754147857026,0.0020815860975060044,0.01724040462449079,0.017403949683142815
6.998618029113764e-09,0.06662394546715897,0.0,16.07362613514257,0.029334665715619955,0.14935532984811742,0.30158299843746195,0.11471033950985654,0.21330626270954695,0.0,1.0367979754135322e-17,1.577556373367362e-07,6.486093744036332e-19,0.0,1.854707297199636e-25,0.02465284598518243,1.8927232261928963e-20,7.576364803225236e-25,1.834292168643152e-37,5.897424286618468e-10,5.272422134651815e-19,8.900900913799528e-60,9.543358671117326e-13,2.5265617479504975e-41,2.357784473313948e-18,8.985307792116619e-37,1.0660343651190748e-08,4.4706549704087535e-36,0.0013629766111019459,0.03446104859715481,0.13515564050732112,0.048901635946441264,0.0009924366540876874,0.09130944342652843,0.005202653607388779,2.564337234653988e-05,3.043562870134054e-10,0.005640004153029957,0.0017404445475645129,0.10746121126800735,0.002074105309312744,0.017289434098301002,0.017482846254431958
7.01994670033049e-09,0.06662394546715897,0.0,16.073026419522037,0.029334728534213917,0.14911496415114828,0.3015831271019822,0.11451160265059561,0.21362387797436658,0.0,1.0366210650033038e-17,1.5822501286624134e-07,6.536143466953362e-19,0.0,1.882255083790666e-25,0.024738612674324242,1.909283716597481e-20,7.645729290566529e-25,1.8489096789291383e-37,5.92997146327992e-10,5.284288568194595e-19,9.022371006812129e-60,9.558234304607227e-13,2.5466965447029e-41,2.3783529031367892e-18,9.113484745997283e-37,1.0660705971542594e-08,4.520364000279564e-36,0.0013649410086151667,0.0344103033686163,0.13524312074279396,0.04890150681254554,0.000990679710715672,0.09150993722590665,0.005192677540679434,2.557684907562397e-05,3.050760965049552e-10,0.00562900823122697,0.0017403817289705552,0.10772433882685667,0.00206667555256418,0.0173383894527519,0.017561702922233087
7.0412753715472154e-09,0.06662394546715897,0.0,16.072428033395486,0.029334791210641628,0.14887509999101492,0.30158328322986716,0.11431322940813234,0.2139408320356209,0.0,1.0364394964902345e-17,1.5869438861744502e-07,6.586420013130737e-19,0.0,1.9101253615429046e-25,0.024824283460205255,1.9259365987023662e-20,7.715477135932115e-25,1.8635929300969735e-37,5.96258996203247e-10,5.296134443513124e-19,9.145082467436496e-60,9.573077236136752e-13,2.566921903324887e-41,2.3990353583040424e-18,9.243068515797265e-37,1.0661069317201012e-08,4.570459183858305e-36,0.001366901234268985,0.03435961181846851,0.1353301580599007,0.048901350215284765,0.000988926126394441,0.09171006404942929,0.00518273019132184,2.5510646585081807e-05,3.057947723193117e-10,0.0056180429462331484,0.0017403190525428413,0.10798692588448357,0.0020592962810728572,0.01738727073903885,0.01764051885507851
7.062604042763941e-09,0.06662394546715897,0.0,16.07183097136034,0.029334853745508878,0.14863573537579783,0.30158346623071947,0.11411521906097269,0.21425712719463955,0.0,1.0362533238598464e-17,1.5916376463262953e-07,6.636923673520307e-19,0.0,1.938320892005923e-25,0.024909857984162183,1.9426820864063273e-20,7.785608826525262e-25,1.8783419553755263e-37,5.995279652341149e-10,5.30795979821743e-19,9.269043513950961e-60,9.587887590151797e-13,2.5872378696658493e-41,2.419832096293117e-18,9.374069815923893e-37,1.0661433654389682e-08,4.620942157620312e-36,0.00136885730237279,0.03430897437372548,0.1354167559079625,0.0489011667450564,0.0009871758937519293,0.0919098246259625,0.005172811423382686,2.5444762255759915e-05,3.06512316859848e-10,0.005607108224756294,0.0017402565176755946,0.10824897416142965,0.0020519669559500363,0.017436078010751425,0.017719293230217543
7.083932713980667e-09,0.06662394546715897,0.0,16.07123522805758,0.029334916139416335,0.1483968683314082,0.3015836755256862,0.11391757088932729,0.21457276573915823,0.0,1.0360626003513372e-17,1.596331409531673e-07,6.687654738219716e-19,0.0,1.966844451592847e-25,0.024995335893610998,1.959520393260492e-20,7.856124844767084e-25,1.893156787437912e-37,6.028040403930193e-10,5.319764669842947e-19,9.39426238555927e-60,9.602665490433785e-13,2.607644488809807e-41,2.440743374119591e-18,9.506499404198276e-37,1.0661798949998408e-08,4.671814558122045e-36,0.0013708092271573413,0.03425839145105371,0.13550291770801245,0.04890095698071338,0.0009854290054384727,0.0921092196826453,0.0051629211015620635,2.5379193494664822e-05,3.072287325180447e-10,0.0055962039918444765,0.0017401941237681342,0.10851048536944151,0.0020446870454963457,0.01748481132381694,0.017798025233562734
7.105261385197392e-09,0.06662394546715897,0.0,16.070640798171265,0.029334978392959656,0.1481584969013384,0.30158391054723604,0.11372028417510563,0.2148877499434005,0.0,1.0358673784701933e-17,1.6010251761953857e-07,6.7386134964764005e-19,0.0,1.995698831610592e-25,0.025080716841986313,1.9764517324689843e-20,7.927025668315784e-25,1.9080374584042657e-37,6.060872086782442e-10,5.331549095850669e-19,9.520747342297993e-60,9.617411060101864e-13,2.628141805079215e-41,2.461769448338061e-18,9.640368081840745e-37,1.0662165171570885e-08,4.723078021986618e-36,0.0013727570227751705,0.034207863456976864,0.1355886468529804,0.048900721489786816,0.0009836854541266826,0.09230824994489555,0.005153059091199716,2.5313937734713237e-05,3.0794402167363313e-10,0.005585330170950552,0.0017401318702248176,0.1087714612115011,0.0020374560250941845,0.017533470736444977,0.017876714059636038
7.126590056414118e-09,0.06662394546715897,0.0,16.070047676427993,0.029335040506729488,0.1479206191464157,0.3015841707389413,0.11352335820191024,0.21520208206816077,0.0,1.0356677100005609e-17,1.6057189467134913e-07,6.789800236691556e-19,0.0,2.024886838290036e-25,0.02516600048868112,1.993476316889565e-20,7.998311770085883e-25,1.9229839998445016e-37,6.093774571138714e-10,5.343313113627334e-19,9.648506664943878e-60,9.632124421615023e-13,2.648729862038772e-41,2.482910575042987e-18,9.775686693455892e-37,1.0662532287292702e-08,4.774734185889435e-36,0.0013747007033009819,0.034157390788076274,0.13567394670787722,0.04890046082870453,0.0009819452325113224,0.09250691613641603,0.005143225258280893,2.524899243449103e-05,3.086581866947382e-10,0.005574486683995021,0.0017400697564549778,0.10903190338185666,0.0020302733771018185,0.01758205630907292,0.017955358911515017
7.147918727630844e-09,0.06662394546715897,0.0,16.069455857596456,0.0293351024813116,0.14768323314456078,0.30158445555526314,0.11332679225503088,0.21551576436088593,0.0,1.0354636460173695e-17,1.6104127214734715e-07,6.841215246424065e-19,0.0,2.0544112928161157e-25,0.025251186498986944,2.0105943590342734e-20,8.069983618267477e-25,1.9379964427810615e-37,6.126747727497207e-10,5.355056760485601e-19,9.777548654921143e-60,9.64680569677433e-13,2.6694087024991993e-41,2.5041670098695544e-18,9.912466127017195e-37,1.0662900265979523e-08,4.826784686543912e-36,0.0013766402827320335,0.03410697383118738,0.13575882060998032,0.04890017554300523,0.0009802083333091847,0.09270521897920021,0.0051334194694418476,2.5184355078005462e-05,3.0937122993801676e-10,0.005563673451427245,0.001740007781872868,0.10929181356605479,0.002023138590749162,0.017630568104312364,0.018033959000778973
