Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511)
1.7442298633677948e-09,0.051829194243811355,0.0,12.613108337189853,0.031168192423855094,0.21522923321358464,0.2805388164334721,0.17539888301080803,0.10442044167677976,0.0,1.0034742972476497e-22,1.783677750233599e-11,1.2985044012440473e-28,0.0,4.346416623801075e-39,0.00010004691077760462,2.4908819795506457e-30,2.7248521165562154e-35,1.126961222972452e-52,3.670202648071066e-15,2.0886657496569472e-26,3.0361921028068648e-84,6.286780425170232e-18,6.44161301165558e-58,1.597771426633825e-27,9.727233736358573e-54,5.051443866517911e-12,1.6198377543948802e-50,0.0012339806609499482,0.06933214850222448,0.0383546963815626,0.06013978315946642,0.006911310612050057,0.024700815014912066,0.01749698170110031,2.151054848137384e-05,3.4039390828993644e-14,0.0026924128322127834,0.011250096981475322,0.001898731184679722,0.010804806736892181,0.0013847212925537982,2.5155182043882087e-05,2.603868673134281e-05,2.302479295822658e-16,3.3829233313823385e-11,2.9440255683593624e-14,1.1270807288536707e-06,0.009803638408554041,6.095801132842099e-14,2.5541201491486098e-06,8.442785305638106e-08
1.7474483490090944e-09,0.051829194243811355,0.0,12.612761167427536,0.03117042452816537,0.21507775433413928,0.28042806572762047,0.17535884600784463,0.10445832713587379,0.0,1.0072796564630102e-22,1.7866199540757217e-11,1.3052735809419198e-28,0.0,4.3872695375158764e-39,0.00010044404376510881,2.5049973063143562e-30,2.73600043890268e-35,1.1329885187300655e-52,3.683341935216938e-15,2.092262731139502e-26,3.063453506435638e-84,6.295547901149704e-18,6.476064528171892e-58,1.6068234394937217e-27,9.819227889703467e-54,5.050998640063389e-12,1.6315005267577713e-50,0.0012344024934493817,0.06943144188865984,0.038396174564275805,0.06023465968271394,0.0069095899680035626,0.02474256436097865,0.017513752257829127,2.151625539189879e-05,3.4107262214196486e-14,0.0027002432666181323,0.011264721438556445,0.0019063178609900156,0.010809935570782614,0.0013878594789915038,2.529742126211165e-05,2.6000247633697495e-05,2.3066713999261215e-16,3.4009478194550033e-11,2.956781147153959e-14,1.134893030344282e-06,0.00981949573886253,6.099055703107424e-14,2.5709724153606218e-06,8.491631449722788e-08
1.750666834650394e-09,0.051829194243811355,0.0,12.612414331304917,0.031172660859184364,0.21492640157983686,0.28031737491685776,0.17531882100526294,0.10449624860694327,0.0,1.0110882089241616e-22,1.789560996483729e-11,1.3120633566745158e-28,0.0,4.428421347637761e-39,0.00010084172540095063,2.5191618863410954e-30,2.7471783118443596e-35,1.139036571827033e-52,3.6965034084928065e-15,2.0958588915950922e-26,3.0909077260646994e-84,6.30430107996415e-18,6.510634692032126e-58,1.61590701986742e-27,9.911901829486747e-54,5.050545333800835e-12,1.6432251494668295e-50,0.0012348246285116046,0.0695306470743279,0.03843756413680304,0.06032948345029529,0.006907869152748931,0.02478430183482776,0.017530480240366252,2.152193036448208e-05,3.417507980200399e-14,0.002708078168757462,0.011279328763310873,0.0019139169620334445,0.010815021088468617,0.0013909979798318144,2.5440117720075106e-05,2.5961963250725776e-05,2.310864175508937e-16,3.4190335050372055e-11,2.969571763156986e-14,1.1427466532967622e-06,0.009835345853484143,6.10229926548829e-14,2.5879009456896866e-06,8.540649775533828e-08
1.7535634717275637e-09,0.051829194243811355,0.0,12.612102463644696,0.031174677161283224,0.21479029184281784,0.28021780436690086,0.17528280874849514,0.1045304086263369,0.0,1.014518611322945e-22,1.7922069421438926e-11,1.318191773724468e-28,0.0,4.4657148083932364e-39,0.00010120010640842708,2.531952164296673e-30,2.757263703331001e-35,1.1444975927048813e-52,3.708367698368328e-15,2.0990947342303468e-26,3.115782202291786e-84,6.312166733854742e-18,6.541849429116189e-58,1.624109260786317e-27,9.995892546812431e-54,5.050130493671166e-12,1.6538303651183835e-50,0.0012352048076092997,0.06961985639322726,0.03847473916060068,0.060414779761512105,0.006906320282305157,0.024821855415532577,0.01754549908302634,2.1527010548059448e-05,3.423606958481557e-14,0.002715133379872912,0.01129246072783632,0.0019207667583691023,0.010819561112015074,0.001393822899884508,2.556893545426221e-05,2.592763882380484e-05,2.31463825051301e-16,3.4353629932602285e-11,2.981113296101717e-14,1.1498503582508815e-06,0.009849604791171161,6.105217649398773e-14,2.603201972353242e-06,8.584913614428656e-08
1.7564601088047333e-09,0.051829194243811355,0.0,12.611790865465967,0.03117669686905362,0.2146542840900836,0.28011828227506147,0.17524680618465932,0.10456459763887607,0.0,1.0179515536523409e-22,1.794851948008791e-11,1.3243368907942729e-28,0.0,4.50325275295567e-39,0.0001015589289199816,2.5447824199551473e-30,2.76737310544816e-35,1.1499754746156782e-52,3.720249949302788e-15,2.1023299122120165e-26,3.1408143902899268e-84,6.320020838820717e-18,6.573160542560014e-58,1.6323371241318583e-27,1.0080439399627205e-53,5.049709190119502e-12,1.6644860022120176e-50,0.0012355852296444395,0.06970899438759127,0.038511842727218436,0.060500033389943725,0.006904771291066155,0.024859399389019446,0.017560483550970295,2.1532064890610477e-05,3.42970157003106e-14,0.0027221921713044333,0.011305578853107736,0.0019276265856971208,0.010824066222597118,0.0013966480755096154,2.5698123516487962e-05,2.589343829942171e-05,2.318412874672394e-16,3.451742139535082e-11,2.99268324965521e-14,1.1569877467837318e-06,0.009863857891484576,6.108138438060514e-14,2.618565040158967e-06,8.629317162598416e-08
1.759356745881903e-09,0.051829194243811355,0.0,12.611479536405781,0.03117871997400731,0.21451837823787306,0.2800188086144166,0.1752108133009671,0.10459881556090889,0.0,1.021387013883107e-22,1.7974960145357807e-11,1.3304987159750455e-28,0.0,4.541036312149653e-39,0.00010191819156443715,2.5576526922805315e-30,2.777506553578624e-35,1.1554702400775345e-52,3.7321501567017265e-15,2.1055644257189023e-26,3.1660050184334694e-84,6.327863410002186e-18,6.604568161076065e-58,1.6405906347942166e-27,1.0165545008227386e-53,5.0492814612934905e-12,1.6751922138903445e-50,0.0012359658936069802,0.06979806111325587,0.03854887498696859,0.060585244358918496,0.0069032221873332154,0.024896933759673244,0.01757543369639542,2.1537093406325406e-05,3.4357918106090345e-14,0.0027292545248468925,0.01131868315705063,0.0019344964283817213,0.010828536502263866,0.00139947350714838,2.58276818857565e-05,2.5859361013718314e-05,2.3221880505921276e-16,3.468170985187119e-11,3.004281643042217e-14,1.1641589200054116e-06,0.009878105157892796,6.111045882425072e-14,2.63399027555316e-06,8.67386053395417e-08
1.7622533829590727e-09,0.051829194243811355,0.0,12.61116847610132,0.031180746467669065,0.21438257420250162,0.279919383358063,0.17517483008474313,0.10463306230877197,0.0,1.0248249700143808e-22,1.800139142181962e-11,1.3366772573126055e-28,0.0,4.579066619699967e-39,0.00010227789297257244,2.570563020145619e-30,2.7876640831196105e-35,1.1609819115934839e-52,3.744068315972778e-15,2.108798274929572e-26,3.191354817178695e-84,6.335694462594111e-18,6.636072413290632e-58,1.6488698176048985e-27,1.0251211999954607e-53,5.048847345133901e-12,1.6859491534892998e-50,0.0012363467984887304,0.06988705662599352,0.03858583609023639,0.06067041269174802,0.006901672979300954,0.024934458531872407,0.017590349571442957,2.154209610976861e-05,3.441877676033137e-14,0.002736320422330017,0.011331773657563998,0.0019413762707971394,0.010832972033078673,0.0014022991952495176,2.595761053860864e-05,2.5825406307286916e-05,2.3259637807165016e-16,3.484649571514088e-11,3.015908495373693e-14,1.171363979104242e-06,0.00989234659386106,6.113954962183929e-14,2.6494778049008366e-06,8.718543841924872e-08
1.7651500200362424e-09,0.051829194243811355,0.0,12.6108576841899,0.03118277634157664,0.21424687190036082,0.27982000647911764,0.1751388565234236,0.10466733779879217,0.0,1.0282654000739951e-22,1.8027813314041836e-11,1.3428725228076524e-28,0.0,4.617344812231947e-39,0.00010263803177714202,2.5835134423322348e-30,2.797845729482577e-35,1.1665105116514915e-52,3.756004422525667e-15,2.112031460022357e-26,3.2168645190658457e-84,6.34351401184581e-18,6.667673427743875e-58,1.657174697336901e-27,1.0337443009198326e-53,5.048406879375751e-12,1.6967569745379785e-50,0.0012367279432833561,0.06997598098151345,0.03862272618747717,0.06075553841172707,0.006900123675058632,0.02497197370998903,0.01760523122819806,2.1547073015875402e-05,3.4479591621781585e-14,0.002743389845618352,0.011344850372520329,0.0019482660973277252,0.010837372897117715,0.001405125140269105,2.608790944913104e-05,2.5791573525133825e-05,2.329740067420006e-16,3.501177939770742e-11,3.0275638257847196e-14,1.178603025346412e-06,0.009906582202851406,6.116868606273035e-14,2.665027754485731e-06,8.7633671994585e-08
1.7680466571134121e-09,0.051829194243811355,0.0,12.610547160308995,0.03118480958728081,0.21411127124791832,0.2797206779507173,0.1751028926045551,0.1047016419472878,0.0,1.0317082821187903e-22,1.805422582659038e-11,1.3490845204159536e-28,0.0,4.655872029271819e-39,0.00010299860661289618,2.5965039975314834e-30,2.808051528093011e-35,1.1720560627244612e-52,3.767958471772213e-15,2.1152639811753628e-26,3.2425348587211626e-84,6.35132207306048e-18,6.699371332889876e-58,1.6655052987048748e-27,1.0424240677398314e-53,5.04796010154943e-12,1.7076158307584764e-50,0.0012371093269863884,0.07006483423546177,0.038659545429213266,0.0608406215421336,0.0068985742825914305,0.02500947929838884,0.017620078718689747,2.1552024139948876e-05,3.454036264975651e-14,0.002750462776611207,0.0113579133197657,0.001955165892368041,0.010841739176468542,0.0014079513426704707,2.6218578588965308e-05,2.5757862016643505e-05,2.33351691333176e-16,3.517756130749499e-11,3.0392476535027737e-14,1.1858761600756331e-06,0.0099208119883227,6.119770612763424e-14,2.680640250509957e-06,8.808330719023153e-08
1.7709432941905818e-09,0.051829194243811355,0.0,12.610236904096205,0.031186846196345337,0.21397577216171812,0.27962139774601913,0.17506693831579342,0.10473597467057019,0.0,1.0351535942349229e-22,1.8080628964028663e-11,1.355313258048523e-28,0.0,4.694649413247043e-39,0.00010335961611660048,2.6095347243439968e-30,2.818281514390238e-35,1.1776185872702457e-52,3.779930459126319e-15,2.1184958385664622e-26,3.268366572858902e-84,6.359118661594698e-18,6.731166257096669e-58,1.6738616463652814e-27,1.0511607653047104e-53,5.0475070489818094e-12,1.7185258760657225e-50,0.0012374909485952244,0.07015361644342161,0.03869629396603107,0.0609256621062289,0.006897024809781731,0.02504697530143126,0.017634892094890827,2.1556949497656686e-05,3.4601089804135466e-14,0.0027575391972426123,0.011370962517119783,0.001962075640322962,0.010846070953228686,0.0014107778029240833,2.6349617927317175e-05,2.5724271135542972e-05,2.3372943209090665e-16,3.534384185199409e-11,3.050959997612663e-14,1.1931834847127779e-06,0.009935035953730628,6.122673917985768e-14,2.6963154190931085e-06,8.85343451260816e-08
1.7738399312677515e-09,0.051829194243811355,0.0,12.609926915189284,0.03118888616034698,0.21384037455838006,0.27952216583819994,0.17503099364490185,0.10477033588494486,0.0,1.0386013145381749e-22,1.810702273091756e-11,1.3615587435718046e-28,0.0,4.73367810948664e-39,0.00010372105892705539,2.6226056612801793e-30,2.8285357238272254e-35,1.1831981077316501e-52,3.791920380003971e-15,2.121727032373302e-26,3.2943604002833653e-84,6.366903792857957e-18,6.763058328646298e-58,1.682243764916553e-27,1.059954659169246e-53,5.0470477587973484e-12,1.7294872645673232e-50,0.0012378728071091357,0.07024232766091328,0.038732971948578054,0.06101066012725742,0.006895475264410372,0.025084461723469422,0.017649671408717846,2.1561849105027896e-05,3.4661773045357795e-14,0.002764619089481268,0.011383997982375894,0.0019689953256077715,0.010850368309504237,0.0014136045215074452,2.6481027430965617e-05,2.5690800239866474e-05,2.3410722924507833e-16,3.551062143941179e-11,3.062700877210355e-14,1.200525100755533e-06,0.009949254102527701,6.125578639609952e-14,2.71205338627227e-06,8.8986786917252e-08
1.7767365683449212e-09,0.051829194243811355,0.0,12.609617193226146,0.031190929470875532,0.21370507835459998,0.2794229822004567,0.17499505857975042,0.10480472550671317,0.0,1.0420514211742552e-22,1.8133407131815394e-11,1.367820984807855e-28,0.0,4.772959266221516e-39,0.0001040829336851156,2.6357168467604607e-30,2.8388141918703846e-35,1.1887946465364441e-52,3.803928229823241e-15,2.1249575627733048e-26,3.320517081890913e-84,6.374677482312168e-18,6.795047675734863e-58,1.6906516788992513e-27,1.068806015593978e-53,5.046582267919199e-12,1.7405001505633945e-50,0.0012382549015292701,0.0703309679433945,0.03876957952755986,0.06109561562844695,0.0068939256541578845,0.02512193856885018,0.017664416712031058,2.1566722978449884e-05,3.4722412334419157e-14,0.002771702435330494,0.01139701973330106,0.001975924932648256,0.010854631327408461,0.0014164314989049832,2.6612807064272043e-05,2.56574486919206e-05,2.344850830600965e-16,3.567790047257018e-11,3.074470311523613e-14,1.207901109778051e-06,0.009963466438163263,6.128474808610936e-14,2.727854278001583e-06,8.944063367409376e-08
1.779633205422091e-09,0.051829194243811355,0.0,12.609307737844844,0.031192976119533772,0.21356988346714995,0.2793238468060063,0.1749591331083142,0.10483914345217368,0.0,1.0455038923191033e-22,1.815978217127799e-11,1.3740999895345215e-28,0.0,4.81249403458477e-39,0.00010444523903370889,2.6488683191155342e-30,2.849116953999373e-35,1.1944082260973671e-52,3.81595400400427e-15,2.1281874299436696e-26,3.346837360671981e-84,6.382439745471184e-18,6.827134426472547e-58,1.6990854127962287e-27,1.0777151015454535e-53,5.046110613070308e-12,1.7515646885464042e-50,0.001238637230858657,0.0704195373462605,0.038806116853737326,0.06118052863300852,0.006892375986605724,0.025159405841914173,0.017679128056634352,2.1571571134665133e-05,3.478300763286773e-14,0.0027787892168281867,0.011410027787636034,0.0019828644458807997,0.010858860089060387,0.0014192587356079427,2.6744956789189476e-05,2.5624215858249753e-05,2.348629937836035e-16,3.584567935342277e-11,3.086268319609409e-14,1.2153116134305972e-06,0.009977672964083507,6.131371846090457e-14,2.743718220151534e-06,8.989588650220351e-08
1.7825298424992606e-09,0.051829194243811355,0.0,12.608998548683589,0.031195026097937496,0.21343478981287758,0.27922475962808563,0.17492321721867238,0.10487358963762332,0.0,1.048958706179188e-22,1.8186147853858625e-11,1.3803957654856274e-28,0.0,4.852283568612009e-39,0.00010480797361785532,2.662060116586608e-30,2.85944404570691e-35,1.2000388688121366e-52,3.827997697969281e-15,2.1314166340613748e-26,3.373321981713092e-84,6.390190597900313e-18,6.859318708883686e-58,1.7075449910327776e-27,1.0866821846964669e-53,5.045632830774492e-12,1.762681033201007e-50,0.0012390197941022137,0.07050803592484417,0.03884258407792357,0.06126539916413649,0.006890826269237494,0.025196863546995813,0.01769380549427521,2.1576393590768157e-05,3.4843558902800614e-14,0.0027858794160467676,0.01142302216309536,0.001989813849752481,0.010863054676583448,0.0014220862321142852,2.6877476565271743e-05,2.5591101109601844e-05,2.3524096163542967e-16,3.6013958486081265e-11,3.098094920521824e-14,1.2227567134391988e-06,0.009991873683731443,6.134267179105958e-14,2.759645338508872e-06,9.035254650243425e-08
