Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35)
1.712666872718965e-11,0.06210963536780779,0.0,15.417061782469654,0.03089549204223586,0.3180144812408411,0.3497361442355734,0.20616050058217242,0.09135242053966176,0.0,3.265306703940141e-25,6.385217374341809e-11,9.027845717681648e-30,0.0,1.1453970250864682e-42,1.7826483059838803e-09,8.916736459246746e-32,4.0254113233312264e-33,1.664858120465658e-48,4.1169009958386485e-16,3.152518086695141e-23,5.083312840643351e-78,1.9646592855872762e-17,9.91912768098161e-53,1.6928500089227233e-29,8.857360178002084e-55,6.278792322735667e-11,2.0407299319058823e-49,0.0006772675336117409,0.0009398182448505532,0.0007665824329206538,0.000748647840113445,0.0005535399243055953,0.00029817789425042393,0.0003001701409246731,2.046247509108131e-05,3.545476332273595e-15,2.078407114744289e-06,0.0001280004196477247,6.800422410043488e-08,0.00012118061551286607,2.635707674754339e-06,5.266295770654567e-12,0.0002020479320227879,8.620345005691322e-16,1.7794853986260588e-09
1.7170669424046527e-11,0.06210963536780779,0.0,15.41705140267367,0.030895074422454656,0.3180109105680891,0.3497342289724162,0.2061584786895884,0.091352331648602,0.0,3.294181097397097e-25,6.401604290422945e-11,9.118936446038111e-30,0.0,1.1631232243583526e-42,1.796545785411881e-09,9.008353200840468e-32,4.046085981053141e-33,1.6777096022467454e-48,4.1380651446960355e-16,3.160601028797493e-23,5.148891067001823e-78,1.9743464637235536e-17,9.995696060018738e-53,1.7102434717713922e-29,8.994417874744816e-55,6.294624778378436e-11,2.0617670834885953e-49,0.0006773943088239042,0.0009422160735280577,0.0007685500245236196,0.0007505631031068143,0.0005547975124856404,0.00029894218950723045,0.00030093449321887654,2.046320857236637e-05,3.5635759492512986e-15,2.089042887507343e-06,0.00012833606371337713,6.852539355673194e-08,0.00012153986303933218,2.64900836322139e-06,5.32123868198271e-12,0.0002025139418878992,8.643372838433173e-16,1.7886325303288702e-09
1.7214670120903406e-11,0.06210963536780779,0.0,15.41704102570014,0.030894657108370003,0.3180073399655265,0.349732313750618,0.20615645758267157,0.0913522440752758,0.0,3.3232266755559413e-25,6.417991116764993e-11,9.210709832579456e-30,0.0,1.1810772183356082e-42,1.810514387835817e-09,9.100672224044503e-32,4.066813462806504e-33,1.6906269850268816e-48,4.1592834721635134e-16,3.1686838916424395e-23,5.215144074946831e-78,1.984055991429036e-17,1.007265707335877e-52,1.72777026227943e-29,9.133236528984298e-55,6.310455713567316e-11,2.082966389323795e-49,0.0006775197776173215,0.0009446138173073483,0.0007705172915449905,0.0007524783247411692,0.0005560543235220113,0.0002997064762171423,0.00030169881062832877,2.0463940392312263e-05,3.581720934981804e-15,2.099705510369667e-06,0.00012867177586932076,6.904919439370553e-08,0.00012189912367925509,2.662341023261109e-06,5.3766088435661866e-12,0.00020297956610671467,8.668137500487202e-16,1.7978030716513668e-09
1.7258670817760284e-11,0.06210963536780779,0.0,15.417030651536397,0.03089424010050211,0.3180037694331509,0.34973039857017757,0.2061544372609424,0.0913521578062106,0.0,3.3524439505230313e-25,6.434377853369885e-11,9.303169208908474e-30,0.0,1.1992613388142341e-42,1.8245542818416497e-09,9.193697084251194e-32,4.087593767640583e-33,1.7036104366923446e-48,4.18055597763533e-16,3.1767666752607756e-23,5.282077054361276e-78,1.9937878561498316e-17,1.0150011721258315e-52,1.7454310554284004e-29,9.273834161599461e-55,6.326285128442536e-11,2.1043286795786625e-49,0.0006776439534580257,0.0009470114761926766,0.0007724842332260784,0.0007543935050177407,0.0005573103578910215,0.0003004707543833715,0.000302463093153422,2.0464670590901025e-05,3.599911284069339e-15,2.1103949810976473e-06,0.00012900755632607152,6.957563297021576e-08,0.00012225839739910574,2.6757056423933003e-06,5.432408433572148e-12,0.0002034448039545537,8.691091935811625e-16,1.806997022656607e-09
1.7302671514617162e-11,0.06210963536780779,0.0,15.417020280169892,0.03089382339936999,0.31800019897096,0.34972848343109364,0.2061524177239216,0.09135207282807263,0.0,3.381833434443207e-25,6.450764500239564e-11,9.396317913952085e-30,0.0,1.217677935384058e-42,1.8386656358890495e-09,9.287431345584153e-32,4.1084268946044674e-33,1.7166601251247102e-48,4.201882660505959e-16,3.1848493796832766e-23,5.349695221618062e-78,2.003542045326725e-17,1.0227761003945933e-52,1.7632265278574192e-29,9.416228930925312e-55,6.34211302314431e-11,2.125854786530596e-49,0.0006777668496733467,0.0009494090501882915,0.0007744508488105354,0.0007563086439377593,0.0005585656160686923,0.0003012350240091272,0.0003032273407945476,2.0465399207219824e-05,3.618146991118721e-15,2.121111297457775e-06,0.00012934340529362236,7.010471564291428e-08,0.00012261768416611544,2.689102208129067e-06,5.488639635280008e-12,0.00020390965470847317,8.714239784219719e-16,1.8162143828526988e-09
1.7342272141788355e-11,0.06210963536780779,0.0,15.417010948321424,0.03089344863103814,0.3179969856149943,0.349726759841277,0.20615060081113273,0.09135199744058176,0.0,3.4084316319451175e-25,6.465512405700266e-11,9.480743890062488e-30,0.0,1.2344535957005778e-42,1.8514270919972567e-09,9.372401671529474e-32,4.1272218710068733e-33,1.728461615899873e-48,4.221122996265226e-16,3.1921237459765084e-23,5.411141740486082e-78,2.0123398926114395e-17,1.0298073597774931e-52,1.7793581644056492e-29,9.545935894383653e-55,6.356356828743533e-11,2.1453690356410383e-49,0.0006778763730918208,0.0009515667942071496,0.0007762205234006797,0.0007580322336069378,0.0005596946851781956,0.0003019228593728521,0.0003039151338460918,2.0466053640665948e-05,3.6345979040618905e-15,2.130778933351462e-06,0.00012964572811428995,7.058315600257568e-08,0.00012294105338526165,2.701186421308243e-06,5.539618553419082e-12,0.00020432768882558847,8.736781820902893e-16,1.8245300214921315e-09
1.7381872768959548e-11,0.06210963536780779,0.0,15.417001618719718,0.030893074111958334,0.31799377231587445,0.34972503628495727,0.20614878453322083,0.09135192307852527,0.0,3.4351701069758266e-25,6.480260238478425e-11,9.565733377272428e-30,0.0,1.2514212174064416e-42,1.8642466897178553e-09,9.457952116940338e-32,4.146059631870567e-33,1.7403170168155406e-48,4.2404072147861312e-16,3.1993980481684363e-23,5.4731513484701815e-78,2.021155803365246e-17,1.036870738507189e-52,1.7955999361949722e-29,9.677126791216994e-55,6.370599403218109e-11,2.1650172618328236e-49,0.000677984880220807,0.0009537244694718737,0.0007779899326936829,0.0007597557897791969,0.0005608231263046601,0.0003026106878237253,0.00030460289864222347,2.046670685069928e-05,3.65108554865225e-15,2.140468310770048e-06,0.00012994810675072388,7.106374785813246e-08,0.00012326443312381556,2.7132964919966584e-06,5.590950448434731e-12,0.00020474540828788003,8.757444465722205e-16,1.8328646213313014e-09
1.742147339613074e-11,0.06210963536780779,0.0,15.416992291355909,0.030892699842506408,0.31799055907359913,0.3497233127621336,0.20614696888983705,0.0913518497324658,0.0,3.4620492329695743e-25,6.495007998575457e-11,9.651288824851553e-30,0.0,1.2685825506794953e-42,1.8771245515948547e-09,9.544085298196071e-32,4.1649401765019584e-33,1.7522264502476177e-48,4.259735315627718e-16,3.206672286281456e-23,5.535727903609807e-78,2.0299897684215506e-17,1.0439663094945273e-52,1.8119523399377298e-29,9.809815147196643e-55,6.3848407466703e-11,2.1848000762202023e-49,0.0006780923804933804,0.0009558820759855558,0.0007797590761429715,0.00076147931245543,0.000561950939794497,0.00030329850936407985,0.000305290635183227,2.0467358864033097e-05,3.667609920957919e-15,2.1501794280855187e-06,0.00013025054135492106,7.154649583898945e-08,0.00012358782335940272,2.725432411071922e-06,5.642636922542879e-12,0.00020516281257194053,8.777545722863508e-16,1.8412181820260616e-09
1.7461074023301933e-11,0.06210963536780779,0.0,15.416982966221216,0.03089232582305742,0.31798734588816635,0.34972158927280494,0.20614515388063293,0.0913517773930534,0.0,3.489069383386286e-25,6.509755685992768e-11,9.737412686859236e-30,0.0,1.2859393575958362e-42,1.890060800088968e-09,9.630803837400022e-32,4.183863504207336e-33,1.7641900385689278e-48,4.279107298349179e-16,3.213946460337953e-23,5.598875281491199e-78,2.0388417786103434e-17,1.0510941456485176e-52,1.8284158734329173e-29,9.944014580005598e-55,6.399080859202361e-11,2.2047180913017733e-49,0.000678198883255121,0.0009580396137512865,0.0007815279532034804,0.0007632028016365293,0.0005630781259939252,0.0003039863239962469,0.0003059783434693863,2.0468009706841997e-05,3.684171017047394e-15,2.1599122836699303e-06,0.00013055303207853378,7.203140457309901e-08,0.00012391122407010664,2.7375941694059987e-06,5.694679581303427e-12,0.0002055799011555078,8.800323742286884e-16,1.8495907030403353e-09
1.7500674650473126e-11,0.06210963536780779,0.0,15.416973643306939,0.03089195205398563,0.3179841327595746,0.3497198658169706,0.20614333950526006,0.091351706051025,0.0,3.5162309317116616e-25,6.524503300731776e-11,9.824107422140849e-30,0.0,1.3034934121834e-42,1.9030555575775134e-09,9.718110362378477e-32,4.202829614292872e-33,1.776207904149216e-48,4.298523162509856e-16,3.221220570360297e-23,5.662597375286986e-78,2.0477118247582267e-17,1.058254319876335e-52,1.8449910355659768e-29,1.0079738799652194e-54,6.413319740916563e-11,2.2247719209604397e-49,0.0006783043977649172,0.0009601970827721545,0.0007832965633316483,0.0007649262573233858,0.0005642046852489723,0.00030467413172255556,0.00030666602350098467,2.0468659404772557e-05,3.700768832989553e-15,2.1696668758954053e-06,0.00013085557907286977,7.251847868696012e-08,0.00012423463523445963,2.7497817578652252e-06,5.747080033617833e-12,0.00020599667351746658,8.821276105489662e-16,1.8579821846121891e-09
1.754027527764432e-11,0.06210963536780779,0.0,15.416964322604471,0.03089157853566448,0.31798091968782205,0.34971814239462967,0.20614152576337036,0.09135163569720331,0.0,3.5435342514572806e-25,6.539250842793891e-11,9.911375494324033e-30,0.0,1.3212465004756255e-42,1.9161089463543057e-09,9.806007506679577e-32,4.221838506064622e-33,1.7882801693551506e-48,4.3179829076692386e-16,3.2284946163708487e-23,5.726898095795807e-78,2.0565998976884282e-17,1.0654469050833229e-52,1.8616783263085935e-29,1.0217001608884284e-54,6.427557391915181e-11,2.2449621804633717e-49,0.0006784089331957659,0.0009623544830512472,0.000785064905985407,0.0007666496795168893,0.0005653306179054745,0.00030536193254533303,0.0003073536752783052,2.0469307982953888e-05,3.717403364853657e-15,2.179443203134138e-06,0.0001311581824888916,7.300772280561739e-08,0.00012455805683143383,2.7619951673103282e-06,5.799839891726665e-12,0.00020641312913784914,8.840697559687119e-16,1.866392626500038e-09
1.757591584209839e-11,0.06210963536780779,0.0,15.416955935856292,0.030891242583875274,0.317978027971841,0.34971659134315886,0.20613989393701007,0.09135157321616438,0.0,3.5682287625208946e-25,6.552523568512219e-11,9.990409002378809e-30,0.0,1.3373959396294326e-42,1.927907227013341e-09,9.885622097308995e-32,4.238983086427265e-33,1.7991918208539925e-48,4.3355341962026123e-16,3.235041203068732e-23,5.785266716603341e-78,2.064614568637184e-17,1.071948003411591e-52,1.8767931720398873e-29,1.0341865114318527e-54,6.44037022563665e-11,2.263250571166634e-49,0.000678502185483932,0.0009642960845307634,0.0007866561852363453,0.0007682007308549609,0.0005663434218402498,0.0003059809473852355,0.0003079725377207199,2.046989076629208e-05,3.7324058323961644e-15,2.188260479740002e-06,0.00013143057392834488,7.34499016879364e-08,0.00012484914517156957,2.773009305195723e-06,5.847632391184548e-12,0.00020678766795331866,8.861189200623011e-16,1.873978234661887e-09
1.7611556406552464e-11,0.06210963536780779,0.0,15.416947550886604,0.030890906835767073,0.31797513630189717,0.34971504031881623,0.2061382626232357,0.09135151152163774,0.0,3.5930386833269097e-25,6.565796235364438e-11,1.0069910715446759e-29,0.0,1.3537093715794402e-42,1.939753187040485e-09,9.96571915531248e-32,4.256162318887495e-33,1.8101477243650858e-48,4.353121027667322e-16,3.2415877379514476e-23,5.844110082987806e-78,2.0726438271491332e-17,1.078475466830243e-52,1.8919996138108279e-29,1.0467996326690771e-54,6.453182062635911e-11,2.2816504200111166e-49,0.0006785946586471152,0.0009662376303341889,0.0007882472470020625,0.0007697517550647843,0.0005673557187620208,0.000306599956636855,0.0003085913772776043,2.0470472680189164e-05,3.7474380337868845e-15,2.1970953592015594e-06,0.00013170301130092853,7.389384538885486e-08,0.0001251402419307171,2.7840443440019286e-06,5.895718497975801e-12,0.00020716194941043192,8.880315482317303e-16,1.8815792003659296e-09
1.7647196971006537e-11,0.06210963536780779,0.0,15.416939167689304,0.030890571291610488,0.31797224467798946,0.34971348932160123,0.20613663182179384,0.0913514506071087,0.0,3.6179642862194105e-25,6.579068843351578e-11,1.0149882439433582e-29,0.0,1.3701881235003467e-42,1.951646915414042e-09,1.0046300612430338e-31,4.273376202939179e-33,1.8211479690873447e-48,4.3707434017425427e-16,3.248134221035271e-23,5.903431082699205e-78,2.0806876665274747e-17,1.0850293484834686e-52,1.907298018356785e-29,1.0595405502529141e-54,6.465992902987538e-11,2.300162178402446e-49,0.000678686359197144,0.0009681791204637716,0.000789838090890461,0.0007713027521470069,0.0005683675089225039,0.00030721896030188396,0.0003092101939491645,2.0471053741930662e-05,3.762499966161101e-15,2.2059478403322786e-06,0.00013197549471597584,7.433955727700541e-08,0.0001254313470944257,2.7951002770548176e-06,5.944099394351661e-12,0.0002075359731325225,8.89944624552592e-16,1.8891955233206487e-09
1.76792734790152e-11,0.06210963536780779,0.0,15.416931624322118,0.030890269476471395,0.31796964225583224,0.3497120934473014,0.20613516453833117,0.09135139644558996,0.0,3.6404964621128586e-25,6.591014140211211e-11,1.0222260345459447e-29,0.0,1.3851614521689325e-42,1.9623921863826485e-09,1.0119239684685603e-31,4.288898325278007e-33,1.8310861747942006e-48,4.3866339270771456e-16,3.2540260115361026e-23,5.957230755057364e-78,2.0879395830720947e-17,1.090950473484635e-52,1.9211455143014677e-29,1.0711174946428468e-54,6.477521807231911e-11,2.3169188174357437e-49,0.000678768234446112,0.0009699264139811166,0.0007912696637816288,0.0007726986263274424,0.0005692776869939809,0.00030777605882527316,0.0003097671093867859,2.0471575982938242e-05,3.776081122921296e-15,2.213930121796427e-06,0.00013222076924600577,7.474221255982862e-08,0.00012569334891593503,2.805068475864235e-06,5.987895225075998e-12,0.00020787237380825418,8.916714222093046e-16,1.8960633442969325e-09
1.7711349987023866e-11,0.06210963536780779,0.0,15.416924082381282,0.030889967826948382,0.3179670398709623,0.3497106975949739,0.20613369766946807,0.09135134290596365,0.0,3.663122759672121e-25,6.602959389391714e-11,1.0295021746558134e-29,0.0,1.4002707503298086e-42,1.973176286527315e-09,1.0192574101494795e-31,4.304448514626807e-33,1.841060434154757e-48,4.40255324143273e-16,3.259917760104859e-23,6.011421780549323e-78,2.095203299807316e-17,1.0968930790420482e-52,1.9350680660796845e-29,1.082799546298433e-54,6.489049904306473e-11,2.3337667999300966e-49,0.0006788494937797425,0.0009716736624061053,0.0007927010595908862,0.0007740944785355152,0.0005701874549759292,0.000308333152826126,0.0003103240062876106,2.0472097559608937e-05,3.789686357369877e-15,2.2219266587866257e-06,0.00013246608123819095,7.514630525651344e-08,0.0001259553575234889,2.8150535887339135e-06,6.0319316596949416e-12,0.0002082085651406064,8.933620041991088e-16,1.902943604445202e-09
1.774342649503253e-11,0.06210963536780779,0.0,15.416916541862454,0.03088966634323763,0.3179644375233788,0.34970930176461834,0.2061322312150202,0.09135128998359271,0.0,3.6858433774718974e-25,6.614904590893838e-11,1.0368167965730458e-29,0.0,1.4155170021974031e-42,1.9839992805987686e-09,1.0266305278889514e-31,4.3200267706164455e-33,1.851070812190835e-48,4.418501344575616e-16,3.2658094667533893e-23,6.06600628862059e-78,2.102478811846688e-17,1.1028572038953276e-52,1.9490659425209345e-29,1.0945874658238352e-54,6.500577194265597e-11,2.3507064568469117e-49,0.0006789301418330148,0.0009734208657403732,0.0007941322780344013,0.0007754903087716956,0.00057109681305159,0.0003088902423056739,0.00031088088465178784,2.0472618483902124e-05,3.803315667418986e-15,2.2299374504379856e-06,0.00013271143077176283,7.555183782080527e-08,0.0001262173729070983,2.825055610790871e-06,6.076209564606031e-12,0.0002085445468565619,8.951068914052206e-16,1.909836303562417e-09
1.7775503003041195e-11,0.06210963536780779,0.0,15.416909002761324,0.030889365025534944,0.31796183521308086,0.3497079059562341,0.20613076517480305,0.09135123767387515,0.0,3.7086585140982706e-25,6.626849744718334e-11,1.0441700328025761e-29,0.0,1.4309011973005741e-42,1.9948612333115222e-09,1.0340434635361502e-31,4.3356330928777436e-33,1.861117373922936e-48,4.4344782362721896e-16,3.2717011314935326e-23,6.120986416411507e-78,2.109766114302362e-17,1.108842886783305e-52,1.96313941292175e-29,1.1064820179283842e-54,6.512103677163654e-11,2.367738119743369e-49,0.0006790101832060503,0.0009751680239855558,0.000795563318828968,0.0007768861170364534,0.0005720057614041223,0.0003094473272651471,0.000311437744479467,2.047313876758141e-05,3.816969050980928e-15,2.23796249588565e-06,0.00013295681792580336,7.595881270582131e-08,0.00012647939505694086,2.8350745371597513e-06,6.120729807637572e-12,0.00020888031868360115,8.968617173121448e-16,1.916741441580442e-09
1.780757951104986e-11,0.06210963536780779,0.0,15.416901465073622,0.03088906387403581,0.3179592329400675,0.34970651016982085,0.20612929954863238,0.09135118597224343,0.0,3.731568368148749e-25,6.638794850865949e-11,1.0515620160540598e-29,0.0,1.4464243305015335e-42,2.0057622093438357e-09,1.041496359186225e-31,4.351267481041472e-33,1.871200184370241e-48,4.450483916288899e-16,3.2775927543371294e-23,6.176364308771021e-78,2.1170652022850927e-17,1.114850166444028e-52,1.9772887470456232e-29,1.1184839714411863e-54,6.523629353055017e-11,2.3848621207724064e-49,0.0006790896224643745,0.0009769151371432881,0.0007969941816920022,0.0007782819033302582,0.0005729143002166029,0.0003100044077057754,0.00031199458577079754,2.0473658422217893e-05,3.830646505968172e-15,2.2460017942647886e-06,0.00013320224277924497,7.636723236404999e-08,0.00012674142396335806,2.8451103629628344e-06,6.165493258047783e-12,0.00020921588034970243,8.985433152456627e-16,1.9236590184699493e-09
1.7839656019058524e-11,0.06210963536780779,0.0,15.4168939287951,0.03088876288893538,0.3179566307043379,0.34970511440537805,0.20612783433632395,0.09135113487416445,0.0,3.7545731382322864e-25,6.650739909337437e-11,1.0589928792417467e-29,0.0,1.4620874020148177e-42,2.016702273337684e-09,1.0489893571802628e-31,4.366929934738348e-33,1.88131930855061e-48,4.466518384392254e-16,3.2834843352960094e-23,6.232142118270444e-78,2.1243760709042457e-17,1.1208790816147556e-52,1.991514215122939e-29,1.1305940993257647e-54,6.535154221994065e-11,2.4020787926827098e-49,0.0006791684641391757,0.0009786622052152041,0.0007984248663415458,0.0007796776676535789,0.0005738224296720269,0.00031056148362878746,0.00031255140852592825,2.047417745919328e-05,3.84434803029335e-15,2.2540553447106017e-06,0.00013344770541087023,7.677709924735096e-08,0.00012700345961685216,2.8551630833200393e-06,6.210500786523943e-12,0.00020955123158334241,9.00279632021382e-16,1.9305890339905386e-09
1.787173252706719e-11,0.06210963536780779,0.0,15.416886393921551,0.03088846207042843,0.3179540285058912,0.34970371866290534,0.20612636953769356,0.09135108437513921,0.0,3.7776730229693216e-25,6.662684920133549e-11,1.0664627554843496e-29,0.0,1.4778914174262813e-42,2.0276814898987225e-09,1.0565226001052525e-31,4.382620453599044e-33,1.891474811480586e-48,4.482581640348834e-16,3.2893758743819985e-23,6.288322005217238e-78,2.1316987152678038e-17,1.1269296710319616e-52,2.0058160878509e-29,1.1428131786947179e-54,6.546678284035174e-11,2.4193884688186914e-49,0.0006792467127275642,0.0009804092282029372,0.0007998553724962661,0.0007810734100068843,0.000574730149953307,0.0003111185550354113,0.00031310821274500817,2.0474695889703e-05,3.858073621869262e-15,2.262123146358318e-06,0.00013369320589931197,7.718841580695458e-08,0.00012726550200808397,2.8652326933489327e-06,6.255753265181532e-12,0.00020988637211349678,9.020481063377157e-16,1.9375314880523688e-09
1.7903809035075853e-11,0.06210963536780779,0.0,15.416878860448803,0.0308881614187094,0.3179514263447265,0.3497023229424021,0.20612490515255724,0.0913510344707026,0.0,3.800868220991798e-25,6.674629883255032e-11,1.0739717781049155e-29,0.0,1.493837387712117e-42,2.038699923596254e-09,1.0640962307940453e-31,4.3983390372541805e-33,1.9016667581753912e-48,4.498673683925272e-16,3.2952673716069193e-23,6.344906137668768e-78,2.1390331304823765e-17,1.1330019734313347e-52,2.0201946363934565e-29,1.1551419908244016e-54,6.558201539232727e-11,2.4367914831204835e-49,0.0006793243726928274,0.0009821562061081202,0.0008012856998754488,0.0007824691303906427,0.000575637461243274,0.0003116756219268742,0.00031366499842818617,2.0475213724759258e-05,3.871823278608867e-15,2.2702051983431973e-06,0.00013393874432305307,7.760118449346181e-08,0.0001275275511278701,2.875319188164732e-06,6.301251567563395e-12,0.00021022130166964013,9.037182102681748e-16,1.944486380673571e-09
1.7935885543084518e-11,0.06210963536780779,0.0,15.41687132837271,0.030887860933972392,0.3179488242208429,0.3497009272438679,0.206123441180731,0.091350985156423,0.0,3.8241589309431992e-25,6.68657479870264e-11,1.0815200806306957e-29,0.0,1.5099263292579072e-42,2.0497576389631928e-09,1.0717103923253168e-31,4.4140856853343266e-33,1.911895213648931e-48,4.514794514888275e-16,3.3011588269825873e-23,6.4018966914460805e-78,2.146379311653201e-17,1.1390960275477769e-52,2.0346501323812356e-29,1.1675813211696287e-54,6.569723987641103e-11,2.45428817012392e-49,0.0006794014484646846,0.0009839031389323849,0.0008027158481989981,0.000783864828805322,0.000576544363724677,0.0003122326843044025,0.00031422176557561077,2.047573097519402e-05,3.885596998425292e-15,2.2783014998005278e-06,0.00013418432076042633,7.801540775684375e-08,0.00012778960696718043,2.885422562880313e-06,6.34699656863886e-12,0.00021055601998174695,9.054480303309657e-16,1.9514537115837003e-09
1.7967962051093182e-11,0.06210963536780779,0.0,15.416863797689166,0.030887560616411156,0.31794622213423956,0.34969953156730244,0.20612197762203088,0.09135093642790224,0.0,3.847545351478577e-25,6.698519666477118e-11,1.0891077967930164e-29,0.0,1.5261592638777064e-42,2.060854700496034e-09,1.079365228023532e-31,4.429860397470004e-33,1.9221602429137925e-48,4.530944133004606e-16,3.307050240520812e-23,6.459295850147658e-78,2.153737253884151e-17,1.1452118721154058e-52,2.0491828479114684e-29,1.1801319593784032e-54,6.58124562931469e-11,2.471878864960524e-49,0.0006794779444395394,0.000985650026677363,0.0008041458171874394,0.0007852605052513899,0.0005774508575801829,0.0003127897421692217,0.00031477851418743074,2.0476247651661997e-05,3.8993947792318265e-15,2.286412049865627e-06,0.00013442993528961432,7.843108804644153e-08,0.00012805166951713567,2.8955428126062155e-06,6.392989144802907e-12,0.00021089052678029168,9.072419916641015e-16,1.958433480666016e-09
1.8000038559101847e-11,0.06210963536780779,0.0,15.416856268394085,0.030887260466219087,0.31794362008491545,0.349698135912705,0.20612051447627316,0.09135088828077519,0.0,3.871027681264577e-25,6.710464486579223e-11,1.0967350605271492e-29,0.0,1.542537218833169e-42,2.0719911726548164e-09,1.0870608814589045e-31,4.445663173291684e-33,1.9324619109812447e-48,4.547122538041095e-16,3.3129416122334004e-23,6.517105805163185e-78,2.161106952277745e-17,1.1513495458675547e-52,2.0637930555479182e-29,1.1927946993066755e-54,6.592766464307868e-11,2.4895639033574947e-49,0.0006795538649807295,0.0009873968693446854,0.0008055756065619084,0.000786656159729313,0.0005783569429923766,0.0003133467955225566,0.0003153352442637945,2.047676376464355e-05,3.9132166189419245e-15,2.2945368476738403e-06,0.00013467558798864945,7.88482278109658e-08,0.00012831373876900475,2.9056799324506474e-06,6.439230173875297e-12,0.0002112248217962492,9.08901826912573e-16,1.965425688006472e-09
1.803211506711051e-11,0.06210963536780779,0.0,15.416848740483427,0.030886960483589243,0.31794101807286984,0.3496967402800753,0.20611905174327402,0.09135084071070954,0.0,3.894606118979467e-25,6.722409259009702e-11,1.1044020059721808e-29,0.0,1.5590612268526948e-42,2.0831671198630916e-09,1.094797496447361e-31,4.4614940124297915e-33,1.9428002828612415e-48,4.563329729764632e-16,3.318832942132152e-23,6.575328755687327e-78,2.1684884019351488e-17,1.1575090875367711e-52,2.078481028320813e-29,1.205570339033125e-54,6.604286492675027e-11,2.507343621637692e-49,0.0006796292144187755,0.0009891436669359818,0.0008070052160441562,0.0007880517922395588,0.0005792626201437616,0.0003139038443656314,0.00031589195580485025,2.0477279324447507e-05,3.927062515469204e-15,2.3026758923605444e-06,0.00013492127893541362,7.926682949849675e-08,0.00012857581471420254,2.915833917519491e-06,6.485720535099726e-12,0.00021155890476109537,9.106169128937082e-16,1.9724303333034128e-09
1.8064191575119176e-11,0.06210963536780779,0.0,15.41684121395318,0.030886660668714323,0.3179384160981019,0.3496953446694129,0.2061175894228499,0.09135079371340564,0.0,3.918280863313168e-25,6.734353983769305e-11,1.1121087674708843e-29,0.0,1.5757323261506194e-42,2.0943826065078885e-09,1.1025752170505037e-31,4.477352914514698e-33,1.9531754235624194e-48,4.579565707942173e-16,3.324724230228861e-23,6.633966908733472e-78,2.175881597956186e-17,1.1636905358548196e-52,2.093247039726768e-29,1.2184596808739666e-54,6.615805714470551e-11,2.525218356719625e-49,0.0006797039970516272,0.000990890419452882,0.0008084346453565511,0.0007894474027825932,0.0005801678892167591,0.000314460888699669,0.0003164486488107464,2.0477794341214015e-05,3.940932466727446e-15,2.3108291830611444e-06,0.00013516700820763824,7.968689555648347e-08,0.00012883789734428742,2.926004762916312e-06,6.532461109142957e-12,0.00021189277540680727,9.12443586918772e-16,1.979447416388279e-09
1.809626808312784e-11,0.06210963536780779,0.0,15.416833688799356,0.030886361021786695,0.3179358141606106,0.3496939490807171,0.20611612751481723,0.09135074728459615,0.0,3.9420521129672793e-25,6.746298660858784e-11,1.1198554795695888e-29,0.0,1.5925515604464258e-42,2.105637696939682e-09,1.1103941875755714e-31,4.4932398791767284e-33,1.9635873980920986e-48,4.59583047234074e-16,3.330615476535318e-23,6.693022479147517e-78,2.18328653543934e-17,1.1698939295526794e-52,2.1080913637287194e-29,1.2314635313977812e-54,6.627324129748833e-11,2.5431884461174334e-49,0.0006797782171449088,0.000992637126897015,0.0008098638942220678,0.0007908429913588824,0.000581072750393709,0.0003150179285258919,0.00031700532328163094,2.047830882491731e-05,3.954826470630599e-15,2.3189967189110757e-06,0.0001354127758829042,8.010842843174397e-08,0.00012909998665095883,2.936192463742358e-06,6.579452778093972e-12,0.0002122264334658638,9.14094684129096e-16,1.9864769374360126e-09
1.8128344591136505e-11,0.06210963536780779,0.0,15.416826165018005,0.030886061542998354,0.31793321226039517,0.3496925535139877,0.20611466601899248,0.09135070142004585,0.0,3.965920066655103e-25,6.758243290278887e-11,1.1276422770180503e-29,0.0,1.6095199789839984e-42,2.116932455472359e-09,1.1182545525754025e-31,4.509154906046162e-33,1.9740362714562866e-48,4.612124022727408e-16,3.336506681063307e-23,6.75249768962162e-78,2.190703209481762e-17,1.1761193073605482e-52,2.1230142747558502e-29,1.244582701440372e-54,6.63884173856426e-11,2.5612542279408803e-49,0.0006798518789321611,0.0009943837892700089,0.000811292962364289,0.0007922385579688918,0.000581977203856869,0.00031557496384552184,0.00031756197921765196,2.0478822785368388e-05,3.968744525092772e-15,2.3271784990458024e-06,0.00013565858203864144,8.053143057046468e-08,0.00012936208262605522,2.946397015096575e-06,6.626696425463101e-12,0.0002125598786712458,9.157838110911916e-16,1.9935188961208067e-09
