Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34)
1.7732539935865316e-13,0.09466578726852673,0.0,23.505428989012334,0.031072691797303428,0.31939179334908074,0.3504751900794241,0.20700050420588365,0.0919843473263404,0.0,1.6723532907717712e-27,7.680135224050869e-09,4.806648236114952e-25,0.0,2.0731048969341424e-41,1.880899053411056e-14,1.6130341157499206e-29,1.3575244558833e-26,7.818789402763455e-38,6.971860000122504e-15,1.396410033713051e-16,6.65405338954489e-61,9.018375931414842e-13,5.447057592809609e-40,3.756446523421833e-28,1.916212995384709e-49,7.679075575221371e-09,6.260504392230355e-42,3.384614387642157e-05,1.205812209638213e-05,8.58419265678022e-06,9.594379980310668e-06,7.895282537728764e-06,3.820400139460898e-06,3.886409016606438e-06,1.8769172050210486e-06,9.068104262948503e-13,4.278688214795588e-09,1.6269195319223573e-06,1.101937216836063e-11,6.516255741728313e-08,9.733061523515573e-09,7.183018778669788e-19,2.7215188346432123e-06,2.9164704057973643e-10
1.9557167149934052e-13,0.09466578726852673,0.0,23.505420310041355,0.031072443762004173,0.3193899543449951,0.35047420384739325,0.20699930598353466,0.09198103405806685,0.0,2.4816082454719184e-27,8.47038705568065e-09,6.448705715654795e-25,0.0,3.730916382978574e-41,2.527965406101969e-14,2.3809844926936582e-29,1.6512429593293486e-26,1.0489206199412318e-37,8.480382352751931e-15,1.5400921239768854e-16,1.0858205552137703e-60,9.947133122620951e-13,7.307436898200743e-40,5.557767238273137e-28,3.448561510683939e-49,8.46909636419009e-09,9.262873546157752e-42,3.7159202131917826e-05,1.3294485609594503e-05,9.479056222469202e-06,1.0579821759384018e-05,8.700380538823232e-06,4.213461381789772e-06,4.2880502606684065e-06,2.063333179107914e-06,1.0007605856649998e-12,5.205539721039501e-09,1.792964226338758e-06,1.478380232208847e-11,7.909231932744104e-08,1.1839429005054698e-08,1.0643553633358063e-18,3.001471690461665e-06,3.547510457366899e-10
2.1199331642595916e-13,0.09466578726852673,0.0,23.50541252501208,0.031072220660143222,0.3193882995076778,0.35047331652411995,0.2069982287432739,0.09197807821776147,0.0,3.457443226152755e-27,9.181611803133254e-09,8.213797223383852e-25,0.0,6.051717518117504e-41,3.2250635262520553e-14,3.281297015074592e-29,1.9401594997976093e-26,1.3359480863873692e-37,9.964258224164698e-15,1.669405294478932e-16,1.6249368477048978e-60,1.0783143549057042e-12,9.307049686228095e-40,7.672755399482572e-28,5.593723514553589e-49,9.180093414017699e-09,1.2788140182522954e-41,4.011485415471648e-05,1.4406515391962019e-05,1.0286249273120274e-05,1.1466433807898388e-05,9.423811078968634e-06,4.567209028104066e-06,4.649803520820752e-06,2.2300654321016016e-06,1.085418132719443e-12,6.117510445384728e-09,1.9421889221011976e-06,1.8830273572363916e-11,9.275286892927737e-08,1.391147850673541e-08,1.4713851475063677e-18,3.2534149791368973e-06,4.168238696191861e-10
2.284149613525778e-13,0.09466578726852673,0.0,23.505404764448695,0.031071997681224216,0.3193866449225483,0.35047242947128565,0.20699715260009888,0.09197514689219884,0.0,4.7239335037582435e-27,9.892834750194259e-09,1.0274812912759773e-24,0.0,9.468081054058045e-41,4.0407492698981645e-14,4.4155883810774023e-29,2.2523518339474185e-26,1.6710714229127676e-37,1.1567694960948938e-14,1.7987177923640067e-16,2.3596403360253233e-60,1.1619276716341364e-12,1.164172837156074e-39,1.0340652034948602e-27,8.75153326760893e-49,9.89106987848183e-09,1.7235094504321118e-41,4.3045992183630155e-05,1.5517884907176897e-05,1.1095155708448667e-05,1.2352775419292367e-05,1.0146146607751556e-05,4.920949598747937e-06,5.011818021205169e-06,2.395816873366607e-06,1.170172689832582e-12,7.103230294554709e-09,2.0912097836806448e-06,2.3555131860933867e-11,1.0747159116960719e-07,1.615057793431787e-08,1.9856823809935904e-18,3.5053445215358527e-06,4.838979140050832e-10
2.448366062791964e-13,0.09466578726852673,0.0,23.50539702815243,0.03107177482512301,0.31938499058945946,0.3504715426888068,0.2069960775523509,0.0919722398780683,0.0,6.3435215596497724e-27,1.060405589741239e-08,1.2654710172677112e-24,0.0,1.435970783202365e-40,4.984617287882955e-14,5.821259207244698e-29,2.587819062410417e-26,2.058015877064322e-37,1.3290690172086e-14,1.9280296183169462e-16,3.3388916937539246e-60,1.2455533175188606e-12,1.4337425356364188e-39,1.3650323738990795e-27,1.3272953501110132e-48,1.0602025695195751e-08,2.2751899155204937e-41,4.595281958038597e-05,1.662859454860812e-05,1.19057689286622e-05,1.3238846676889097e-05,1.0867388781121103e-05,5.2746830964724845e-06,5.374093408638031e-06,2.560593696469324e-06,1.2550242532367386e-12,8.16273749070364e-09,2.2400271496212824e-06,2.9010999039230685e-11,1.2324231024663138e-07,1.8556737828609108e-08,2.6247617752638982e-18,3.7572601089648655e-06,5.559730362373184e-10
2.61258251205815e-13,0.09466578726852673,0.0,23.50538931592613,0.03107155209171589,0.31938333650826406,0.35047065617660045,0.206995003598374,0.09196935697374578,0.0,8.387249300436215e-27,1.1315275245336205e-08,1.5376451464473035e-24,0.0,2.1197518621691314e-40,6.066320151305692e-14,7.538483154394224e-29,2.946560294205068e-26,2.5005066385879624e-37,1.5133241467486032e-14,2.0573407730215529e-16,4.6192152011661e-60,1.3291913474021834e-12,1.7420092639979158e-39,1.769725995620959e-27,1.9593262072656205e-48,1.13129608021781e-08,2.949776300891739e-41,4.883553801921414e-05,1.7738644709392774e-05,1.271808237314682e-05,1.4124647663978833e-05,1.1587539252517085e-05,5.628409524022637e-06,5.73662933020736e-06,2.724402057308498e-06,1.3399728191559482e-12,9.296070176228648e-09,2.388641358181668e-06,3.525050706282939e-11,1.4005888881912746e-07,2.1129968578894815e-08,3.4075040374445788e-18,4.009161532687871e-06,6.330490910208203e-10
2.776798961324336e-13,0.09466578726852673,0.0,23.505381627574284,0.031071329480879525,0.31938168267881506,0.3504697699345831,0.20699393073651473,0.09196649797927986,0.0,1.093528919872013e-26,1.2026492794514088e-08,1.8463004351499757e-24,0.0,3.055704161502925e-40,7.295568177307611e-14,9.610206688702873e-29,3.328574646644376e-26,3.0022688395073794e-37,1.709534645798589e-14,2.1866512571605925e-16,6.265242434947607e-60,1.4128418158985958e-12,2.0915681819470114e-39,2.2583572409119872e-27,2.8244425878469803e-48,1.2023875137850376e-08,3.764294076149978e-41,5.1694347500877896e-05,1.884803578243627e-05,1.3532089520228885e-05,1.5010178463819018e-05,1.2306599672873868e-05,5.982128884137168e-06,6.099425433272697e-06,2.887248074330462e-06,1.425018383806019e-12,1.050326641383951e-08,2.537052747334079e-06,4.2326297941384624e-11,1.5791522777916205e-07,2.3870280423007967e-08,4.354164066882189e-18,4.2610485839280975e-06,7.151259304547574e-10
2.9410154105905223e-13,0.09466578726852673,0.0,23.50537396290302,0.031071106992490986,0.31938002910096536,0.3504688839626715,0.20699285896512196,0.09196366269637786,0.0,1.4077459993692995e-26,1.2737708545494256e-08,2.19373415284818e-24,0.0,4.313307572013447e-40,8.682129255733165e-14,1.2082148841812893e-28,3.733861245244936e-26,3.567027554202513e-37,1.9177002755347056e-14,2.3159610714158023e-16,8.350255848212671e-60,1.496504777396106e-12,2.4850144090172026e-39,2.841799452344525e-27,3.986865391683812e-48,1.2734768641034536e-08,4.736873252395012e-41,5.452944636654181e-05,1.9956768160412527e-05,1.4347783886939304e-05,1.5895439159634344e-05,1.3024571690624195e-05,6.335841179548723e-06,6.462481365465001e-06,3.0491378287428955e-06,1.5101609433945854e-12,1.1784364186628346e-08,2.6852616547638776e-06,5.029102368860963e-11,1.7680526602648472e-07,2.677768344739832e-08,5.486379116610257e-18,4.512921053869742e-06,8.022034040643113e-10
3.1052318598567085e-13,0.09466578726852673,0.0,23.505366321720057,0.031070884626427746,0.31937837577456824,0.3504679982607826,0.2069917882825473,0.09196085092839205,0.0,1.7913735010264624e-26,1.3448922498824759e-08,2.5822440850770044e-24,0.0,5.975502450716941e-40,1.023582867623319e-13,1.5002800970428085e-28,4.162419223636642e-26,4.198507799487967e-37,2.1378207972253582e-14,2.445270216467887e-16,1.0956732396318537e-59,1.580180286057569e-12,2.9249430246236703e-39,3.531588085219208e-27,5.523257017505123e-48,1.3445641250950527e-08,5.886748341512287e-41,5.734103131156049e-05,2.1064842235764177e-05,1.5165159028778572e-05,1.6780429834616825e-05,1.3741456951703035e-05,6.689546412983835e-06,6.825796774686521e-06,3.210077364727868e-06,1.5954004941211617e-12,1.3139401398139325e-08,2.833268417868867e-06,5.919734627226904e-11,1.9672298024375346e-07,2.985218758720239e-08,6.8271769381913035e-18,4.764778733659638e-06,8.942813588322144e-10
3.2694483091228946e-13,0.09466578726852673,0.0,23.505358703834723,0.03107066238256767,0.31937672269947687,0.3504671128288331,0.20699071868714464,0.09195806248030611,0.0,2.255473730913904e-26,1.416013465505347e-08,3.0141285363410526e-24,0.0,8.140335960540075e-40,1.1966548956140366e-13,1.8423426515068044e-28,4.614247723473536e-26,4.900434534691194e-37,2.3698959722310025e-14,2.5745786929965213e-16,1.4176887107669715e-59,1.663868395822004e-12,3.4139490681177497e-39,4.3399206497709045e-27,7.524243038795814e-48,1.4156492907213863e-08,7.234258315508115e-41,6.0129297399127914e-05,2.217225840070278e-05,1.5984208539483508e-05,1.766515057192588e-05,1.4457257099551401e-05,7.043244587162954e-06,7.189371309110687e-06,3.3700726896536092e-06,1.6807370321771995e-12,1.4568415872438304e-08,2.981073373758671e-06,6.909793756420551e-11,2.1766238467321593e-07,3.3093802626314215e-08,8.400983896408715e-18,5.016621414408892e-06,9.913596392298781e-10
3.4336647583890807e-13,0.09466578726852673,0.0,23.505351109057926,0.031070440260789037,0.3193750698755446,0.35046622766673996,0.20698965017727056,0.09195529715872149,0.0,2.8122226792348864e-26,1.48713450147281e-08,3.491686333009833e-24,0.0,1.0922683310605379e-39,1.3884229668849155e-13,2.2398060758266145e-28,5.089345894345383e-26,5.676532661730605e-37,2.6139255620039378e-14,2.703886501680354e-16,1.8113216687655785e-59,1.7475691604059066e-12,3.954627538841345e-39,5.279656653241579e-27,1.0096003102632175e-47,1.4867323549833217e-08,8.800846565871483e-41,6.289443807383873e-05,2.327901704720894e-05,1.6804926050794943e-05,1.85496014546884e-05,1.5171973775120173e-05,7.396935704800456e-06,7.553204617181983e-06,3.529129774285463e-06,1.7661705537461395e-12,1.607144535418248e-08,3.128676859254109e-06,8.00454792903837e-11,2.396175308943207e-07,3.6502538197456513e-08,1.0233633065237966e-17,5.268448887194543e-06,1.0934380872482599e-09
3.597881207655267e-13,0.09466578726852673,0.0,23.505343537202144,0.031070218260970495,0.31937341730262486,0.35046534277442015,0.20698858275128396,0.09195255477184401,0.0,3.4749574879234164e-26,1.5582553578396198e-08,4.0172168261953685e-24,0.0,1.4456078789428896e-39,1.5998867272955237e-13,2.698351058195489e-28,5.587712893690334e-26,6.530527025193477e-37,2.8699093280881056e-14,2.8331936431970085e-16,2.2879043067719843e-59,1.8312826333045526e-12,4.5495733961812105e-39,6.364317541758733e-27,1.3361963300834384e-47,1.5578133119208024e-08,1.060906086297536e-40,6.563664517511614e-05,2.4385118567032587e-05,1.7627305232227063e-05,1.9433782565998794e-05,1.5885608616873913e-05,7.750619768604683e-06,7.917296347615835e-06,3.6872545529956196e-06,1.851701055003464e-12,1.764852750869006e-08,3.276079210886583e-06,9.209266298096769e-11,2.6258250760273446e-07,4.00784037822527e-08,1.2352372294668647e-17,5.520260943061177e-06,1.2005165424283428e-09
3.762097656921453e-13,0.09466578726852673,0.0,23.505335988081402,0.031069996382991124,0.3193717649805714,0.35046445815179045,0.20698751640754642,0.0919498351294705,0.0,4.258223050301356e-26,1.6293760346605127e-08,4.593019894617161e-24,0.0,1.8894628965791526e-39,1.8320514941961487e-13,3.2239354224250635e-28,6.109347886708377e-26,7.466142412413751e-37,3.137847032118882e-14,2.962500118223081e-16,2.8599056961814588e-59,1.9150088677932936e-12,5.201381559623151e-39,7.608086642070132e-27,1.7464564479560515e-47,1.6288921556126098e-08,1.268255331550494e-40,6.83561089505433e-05,2.5490563351693113e-05,1.8451339790837845e-05,2.0317693988919095e-05,1.6598163260794667e-05,8.104296781277943e-06,8.28164614939849e-06,3.844452923971941e-06,1.9373285321167556e-12,1.9299699922009806e-08,3.4232807648974704e-06,1.0529218992042025e-10,2.865514403903862e-07,4.3821408711299296e-08,1.4785872256648126e-17,5.7720573730225425e-06,1.3125948418913259e-09
3.926314106187639e-13,0.09466578726852673,0.0,23.50532846151128,0.031069774626730357,0.3193701129092377,0.35046357379876786,0.2069864511444218,0.09194713804297575,0.0,5.17781746099244e-26,1.7004965319902104e-08,5.221395947450423e-24,0.0,2.4415030903125008e-39,2.0859282394716615e-13,3.8227941035476516e-28,6.654250046275819e-26,8.487103553549657e-37,3.4177384358228783e-14,3.091805927434149e-16,3.5409861377081104e-59,1.9987479169288423e-12,5.912646908806093e-39,9.025809103096304e-27,2.2567127602471294e-47,1.6999688801761246e-08,1.504608032992356e-40,7.105301806906977e-05,2.6595351792479582e-05,1.927702347100095e-05,2.1201335806478987e-05,1.7309639340385768e-05,8.457966745516546e-06,8.64625367178691e-06,4.00073074942562e-06,2.023052981245742e-12,2.1025000100990694e-08,3.5702818572375246e-06,1.1969677109763416e-10,3.115184915268414e-07,4.773156216423917e-08,1.7564234463456284e-17,6.023837968063157e-06,1.4296728203684528e-09
4.0905305554538253e-13,0.09466578726852673,0.0,23.50532095730888,0.031069552992068056,0.31936846108847755,0.3504626897152695,0.20698538696027657,0.09194446332529925,0.0,6.250836598026622e-26,1.7716168498834152e-08,5.9046459271614355e-24,0.0,3.121867495246446e-39,2.3625335726443185e-13,4.501439123358434e-28,7.222418552860535e-26,9.597135121661205e-37,3.709583301017732e-14,3.2211110715047636e-16,4.346051512931122e-59,2.082499833550557e-12,6.68596428357609e-39,1.0632991837339163e-26,2.885579727936937e-47,1.7710434797670968e-08,1.7725502569968177e-40,7.372755963412007e-05,2.769948428045092e-05,2.0104350054178887e-05,2.2084708101675928e-05,1.802003848667563e-05,8.811629664010826e-06,9.011118564308615e-06,4.156093855797924e-06,2.1088743985423573e-12,2.2824465473351448e-08,3.7170828235662843e-06,1.353591271560864e-10,3.374778597417276e-07,5.180887316983522e-08,2.0718999264713417e-17,6.275602519139896e-06,1.551750310230551e-09
4.2547470047200114e-13,0.09466578726852673,0.0,23.505313475292834,0.031069331478884448,0.3193668095181448,0.3504618059012124,0.2069843238534797,0.09194181079093229,0.0,7.495717638228277e-26,1.8427369883948147e-08,6.64507131232714e-24,0.0,3.953384860894221e-39,2.662889724047529e-13,5.26665956588598e-28,7.81385259443822e-26,1.0799961732787518e-36,4.013381389611915e-14,3.350415551108462e-16,5.291307632543684e-59,2.1662646702817056e-12,7.52392848404018e-39,1.2445803462119236e-26,3.6541578696260085e-47,1.842115948579401e-08,2.0747784916181546e-40,7.637991919658415e-05,2.8802961206436087e-05,2.0933313358697457e-05,2.2967810957475162e-05,1.872936232822154e-05,9.165285539445151e-06,9.37624047676161e-06,4.310548033965812e-06,2.1947927801507876e-12,2.4698133387750127e-08,3.863683999251483e-06,1.5233198834402252e-10,3.6442378000842324e-07,5.605335060604474e-08,2.4283153818243284e-17,6.527350817183581e-06,1.678827141517226e-09
4.4189634539861976e-13,0.09466578726852673,0.0,23.50530601528327,0.031069110087060172,0.3193651581980935,0.35046092235651344,0.20698326182240256,0.09193918025590514,0.0,8.932281699802835e-26,1.9138569475790786e-08,7.444974120441541e-24,0.0,4.961802771372932e-39,2.988024528061143e-13,6.12552155280192e-28,8.428551366409406e-26,1.2099307946024037e-36,4.329132463604523e-14,3.479719366917758e-16,6.394314584512927e-59,2.2500424795307406e-12,8.429134270620184e-39,1.4481074240667249e-26,4.586245526693556e-47,1.9131862808448143e-08,2.4140996425474923e-40,7.901028076770878e-05,2.9905782961034307e-05,2.1763907239521496e-05,2.3850644456809827e-05,1.943761249111345e-05,9.51893437449795e-06,9.741619059214239e-06,4.464099039446631e-06,2.2808081222075275e-12,2.6646041113853615e-08,4.010085719368473e-06,1.706680944646653e-10,3.923505233288249e-07,6.046500320009432e-08,2.8291140038935565e-17,6.7790826531005255e-06,1.8109031419657661e-09
4.583179903252384e-13,0.09466578726852673,0.0,23.505298577101815,0.031068888816476247,0.31936350712817785,0.3504600390810899,0.2069822008654191,0.09193657153777403,0.0,1.0581775470834644e-25,1.9849767274908594e-08,8.30665691070684e-24,0.0,6.176026699802394e-39,3.3389714064170955e-13,7.085368218761477e-28,9.066514071517435e-26,1.3498898263599554e-36,4.6568362850850784e-14,3.6090225196041514e-16,7.674041079227206e-59,2.3338333134925475e-12,9.404176364106372e-39,1.6756296023050305e-26,5.708559809355952e-47,1.9842544708327793e-08,2.793431029072596e-40,8.161882683187432e-05,3.1007949934615204e-05,2.259612558803192e-05,2.4733208682580986e-05,2.0144790598977736e-05,9.872576171841742e-06,1.0107253962005063e-05,4.616752592601686e-06,2.36692042084143e-12,2.8668225842407176e-08,4.156288318699656e-06,1.9042019482645414e-10,4.2125239651934946e-07,6.504383952855536e-08,3.2778862522136184e-17,7.030797817774121e-06,1.94797813703971e-09
4.74739635251857e-13,0.09466578726852673,0.0,23.50529116057156,0.031068667667014088,0.31936185630825176,0.35045915607485884,0.2069811409809056,0.09193398445560884,0.0,1.2466911966586598e-25,2.0560963281847943e-08,9.232422786811218e-24,0.0,7.628368012249863e-39,3.7167693515687327e-13,8.153819686682854e-28,9.727739919767216e-26,1.500245713095312e-36,4.996492616233337e-14,3.7383250098381274e-16,9.150918793913071e-59,2.4176372241496957e-12,1.0451649445711038e-38,1.9289622186951759e-26,7.050965813469085e-47,2.055320512850172e-08,3.2158003800407255e-40,8.420573835927137e-05,3.210946251731903e-05,2.342996233180403e-05,2.561550371765773e-05,2.085089827298096e-05,1.0226210934143133e-05,1.0473144835742754e-05,4.7685143788388815e-06,2.4531296721737576e-12,3.0764724685303946e-08,4.302292131733907e-06,2.1164104819330884e-10,4.5112374199803277e-07,6.978986801742025e-08,3.778369644455493e-17,7.282496102066357e-06,2.0900519499571248e-09
4.911612801784757e-13,0.09466578726852673,0.0,23.505283765517095,0.031068446638555475,0.3193602057381698,0.3504582733377374,0.20698008216724087,0.09193141882998024,0.0,1.4611910323562942e-25,2.1272157497155024e-08,1.0224575399691798e-23,0.0,9.354801739893455e-39,4.122462910129846e-13,9.338773042960065e-28,1.0412228128344896e-25,1.66137089368108e-36,5.3481012193190746e-14,3.8676268382891563e-16,1.0846896714403063e-58,2.5014542632736797e-12,1.1574148157121983e-38,2.20998675782918e-26,8.64671486468737e-47,2.1263844012410784e-08,3.684345829824957e-40,8.677119481846697e-05,3.3210321099056804e-05,2.4265411434387118e-05,2.6497529644877202e-05,2.1555937131833688e-05,1.0579838664062865e-05,1.083929133130595e-05,4.919390048814265e-06,2.5394358723182344e-12,3.2935574675654393e-08,4.448097492666031e-06,2.3438342273492464e-10,4.819589375728317e-07,7.470309694217891e-08,4.3344495440374547e-17,7.5341772968193684e-06,2.2371244017185587e-09
5.075829251050944e-13,0.09466578726852673,0.0,23.505276391764433,0.03106822573098262,0.31935855541778624,0.3504573908696427,0.20697902442280613,0.09192887448294748,0.0,1.7042534737155852e-25,2.1983349921375862e-08,1.1285418950284289e-23,0.0,1.1395233409841129e-38,4.557102166378672e-13,1.0648402312615178e-27,1.111997792153833e-25,1.833637801326227e-36,5.711661856701905e-14,3.996928005625697e-16,1.2785495475967262e-58,2.585284482426157e-12,1.2774267100555874e-38,2.520650845170319e-26,1.0532691134086921e-46,2.1974461303865612e-08,4.20231591429363e-40,8.931537418887058e-05,3.431052606951059e-05,2.510246689508533e-05,2.737928654704471e-05,2.2259908791794167e-05,1.0933459364255825e-05,1.1205693099843164e-05,5.069385218632631e-06,2.625839017381099e-12,3.5180812767855784e-08,4.593704735396197e-06,2.587000959770928e-10,5.13752396231029e-07,7.978353442789624e-08,4.9501599454747106e-17,7.785841192856954e-06,2.389195311134703e-09
5.24004570031713e-13,0.09466578726852673,0.0,23.50526903914105,0.03106800494417808,0.3193569053469556,0.3504565086704922,0.2069779677459852,0.09192635123804585,0.0,1.9786132480976116e-25,2.2694540555056314e-08,1.2417258192258208e-23,0.0,1.3793775519270663e-38,5.021742725831202e-13,1.209115843438634e-27,1.185098853065841e-25,2.0174188635837298e-36,6.087174290831075e-14,4.1262285125151976e-16,1.4991861701844523e-58,2.6691279329601682e-12,1.4054600838811528e-38,2.8629682410853177e-26,1.2749667165579348e-46,2.2685056947044406e-08,4.773069566783179e-40,9.183845297309337e-05,3.5410077818133544e-05,2.5941122748739797e-05,2.8260774506933757e-05,2.2962814866672153e-05,1.1287073037371063e-05,1.1572349792772632e-05,5.218505470047048e-06,2.712339103461148e-12,3.750047583766162e-08,4.739114193529397e-06,2.8464385475205113e-10,5.464985659298143e-07,8.503118844928975e-08,5.629684257305678e-17,8.037487580986084e-06,2.546264494853747e-09
5.404262149583317e-13,0.09466578726852673,0.0,23.505261707475842,0.031067784278024823,0.3193552555255325,0.3504556267402031,0.20697691213516425,0.09192384892027447,0.0,2.287167108572773e-25,2.340572939874208e-08,1.362239843473883e-23,0.0,1.6599033162494102e-38,5.517445698880589e-13,1.3675769235755753e-27,1.2605259193961198e-25,2.2130865023582038e-36,6.474638284245257e-14,4.2555283596240983e-16,1.7492822340626052e-58,2.7529846660213593e-12,1.5417743895323067e-38,3.239018834862191e-26,1.5342567861793712e-46,2.3395630886490582e-08,5.400076114074133e-40,9.434060620920762e-05,3.650897673415027e-05,2.6781373065511988e-05,2.9141993607286117e-05,2.3664656967832626e-05,1.164067968605181e-05,1.1939261061782213e-05,5.366756350657436e-06,2.7989361266497935e-12,3.9894600682251024e-08,4.884326200374909e-06,3.1226749514886134e-10,5.80191929387972e-07,9.04460668308081e-08,6.377356082747772e-17,8.289116251998404e-06,2.708331767388433e-09
5.568478598849504e-13,0.09466578726852673,0.0,23.50525439659914,0.03106756373240619,0.3193536059533717,0.35045474507869245,0.20697585758873177,0.09192136735608426,0.0,2.632977463697512e-25,2.4116916452978675e-08,1.4903145545015033e-23,0.0,1.9864399228913208e-38,6.045277684505822e-13,1.5411239407915282e-27,1.3382789156570877e-25,2.421013133913524e-36,6.874053599572374e-14,4.3848275476178306e-16,2.0316939001489927e-58,2.8368547325491914e-12,1.6866290754213005e-38,3.6509486387131384e-26,1.8360743314678567e-46,2.410618306711066e-08,6.0869152723704626e-40,9.682200748290201e-05,3.760722320655683e-05,2.762321195066839e-05,3.0022943930811896e-05,2.4365436704199496e-05,1.1994279312935505e-05,1.2306426558829254e-05,5.5141433741081e-06,2.8856300830311112e-12,4.236322402029819e-08,5.029341088945763e-06,3.4162382246381656e-10,6.14827003878726e-07,9.602817724670994e-08,7.197659997969437e-17,8.540726996671718e-06,2.8753969411428173e-09
5.73269504811569e-13,0.09466578726852673,0.0,23.505247106342676,0.03106734330720591,0.3193519566303279,0.35045386368587783,0.20697480410507899,0.09191890637336574,0.0,3.0192759250922673e-25,2.4828101718311453e-08,1.6261805951233916e-23,0.0,2.364835882219249e-38,6.606310754047406e-13,1.730685048067276e-27,1.4183577670403532e-25,2.641571168880423e-36,7.28541999952939e-14,4.51412607716082e-16,2.3494562288106576e-58,2.920738183278147e-12,1.8402835860345195e-38,4.1009697817632804e-26,2.1858250157568715e-46,2.4816713434171954e-08,6.837277143282058e-40,9.928282893953771e-05,3.8704817624121044e-05,2.8466633544366347e-05,3.090362556018959e-05,2.5065155682259407e-05,1.234787192065382e-05,1.2673845936140465e-05,5.660672020284279e-06,2.972420968681888e-12,4.4906382492041685e-08,5.174159191958216e-06,3.727656511508762e-10,6.503983410236909e-07,1.0177752722114354e-07,8.095232328089826e-17,8.792319605771481e-06,3.04745982643874e-09
5.896911497381877e-13,0.09466578726852673,0.0,23.50523983653956,0.031067123002308104,0.31935030755625615,0.35045298256167656,0.20697375168259935,0.09191646580143717,0.0,3.4494667703771043e-25,2.5539285195285606e-08,1.7700686645081605e-23,0.0,2.8014803191215926e-38,7.201622435052329e-13,1.937216079729768e-27,1.500762399409169e-25,2.8751330122640827e-36,7.708737246922116e-14,4.64342394891649e-16,2.705788613053209e-58,3.004635068738926e-12,2.00299736193777e-38,4.591360504024856e-26,2.5894141707216467e-46,2.5527221933300376e-08,7.654962209810544e-40,0.00010172324129610296,3.980176037538262e-05,2.9311632021441172e-05,3.1784038578066176e-05,2.5763815506065418e-05,1.2701457511832665e-05,1.3041518846211804e-05,5.806347735507703e-06,3.05930877967167e-12,4.752411265935388e-08,5.318780841831223e-06,4.0574580477213045e-10,6.869005265879642e-07,1.0769412412822673e-07,9.074861920830863e-17,9.043893870052242e-06,3.2245202315419978e-09
6.061127946648063e-13,0.09466578726852673,0.0,23.505232587024324,0.031066902817597244,0.3193486587310113,0.35045210170600577,0.2069727003196888,0.09191404547103273,0.0,3.927130326035964e-25,2.6250466884446154e-08,1.9222095184450987e-23,0.0,3.3033352923423876e-38,7.832295695186696e-13,2.161700548930851e-27,1.585492739290971e-25,3.122071063451707e-36,8.144005104645028e-14,4.772721163547259e-16,3.104100211568455e-58,3.088545439259633e-12,2.1750298397815573e-38,5.124465150357486e-26,3.053276666520931e-46,2.6237708510478275e-08,8.543881332338235e-40,0.00010414341385306969,4.0898051848653396e-05,3.0158201591194518e-05,3.266418306705713e-05,2.6461417777240736e-05,1.3055036089092224e-05,1.3409444941808354e-05,5.95117593273114e-06,3.146293512062818e-12,5.021645100581017e-08,5.463206370685942e-06,4.4061711594829386e-10,7.243281802763205e-07,1.1377797519212759e-07,1.0141490917903806e-16,9.295449580259126e-06,3.4065779626882386e-09
6.22534439591425e-13,0.09466578726852673,0.0,23.50522535763283,0.031066682752958222,0.31934701015444866,0.35045122111878324,0.20697165001474577,0.09191164521429068,0.0,4.4560262688280215e-25,2.696164678633794e-08,2.0828339696095853e-23,0.0,3.877969060674389e-38,8.499418926217702e-13,2.405149645120097e-27,1.6725487138699895e-25,3.3827577162200825e-36,8.591223335681045e-14,4.902017721714543e-16,3.547995381591895e-58,3.172469344966961e-12,2.356640452306352e-38,5.702694164414284e-26,3.584407656930951e-46,2.6948173112042186e-08,9.508055744620396e-40,0.00010654351450615025,4.199369243201745e-05,3.1006336497183925e-05,3.3544059109746506e-05,2.7157964094982427e-05,1.3408607655046965e-05,1.3777623875964186e-05,6.095161991731959e-06,3.233375161910549e-12,5.2983433936758354e-08,5.607436110345206e-06,4.77432426309228e-10,7.626759555305313e-07,1.2002908748714553e-07,1.1300215524079882e-16,9.546986527129256e-06,3.5936328241085617e-09
