Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667)
1.4944542574485309e-24,0.07782336798655136,0.0,19.3235422710607,0.031075110263184415,0.31940968187635504,0.3504847921395395,0.20701222018021487,0.09201819554070571,0.0,4.3073084015301415e-65,1.5567910286406385e-21,7.911115351340793e-63,0.0,1.357562967868229e-106,7.907902480316473e-45,2.0523601772471887e-69,6.70484464974533e-53,1.803666467813033e-77,4.8461750010772214e-39,3.7104695093294477e-31,1.3942237880283604e-126,4.278050101598244e-27,1.4560477784102717e-80,3.6678909115690656e-70,3.0321948985098434e-116,1.5567910290116828e-21,4.45184271359233e-92,2.7043456127502706e-16,9.243613336860863e-17,6.47911340546813e-17,7.343485419099448e-17,6.082538186982819e-17,2.9196183297518803e-17,2.9579562677955036e-17,1.479360977217867e-17,4.2780501016090015e-27,1.1875769932624886e-31,1.2524082595822535e-17,1.8060394069106658e-45,5.475920083176991e-30,2.0178394287609987e-31,4.846611215038548e-58,2.0801340984972385e-17,1.3313288584164922e-33,5.699639720962382e-41,1.007342146185354e-48,3.4456380125844644e-71
2.9902069112979724e-24,0.07782336798655136,0.0,19.3235422710607,0.031075110263184397,0.31940968187635493,0.3504847921395394,0.20701222018021478,0.09201819554070544,0.0,3.4493401020515694e-64,3.1149346124755775e-21,6.335308477945184e-62,0.0,4.3495752617314445e-105,3.16845473774927e-44,1.6431360780401296e-68,2.6836851928421176e-52,1.444396012123603e-76,1.939732950085068e-38,7.424162710673949e-31,4.4681948999362046e-125,8.559817014754007e-27,1.166019129438756e-79,2.936550432435126e-69,9.71502726648347e-115,3.1149346132179833e-21,7.131237711489438e-91,5.411040787281932e-16,1.849525761493521e-16,1.2963855927710257e-16,1.4693350929787979e-16,1.2170360942329118e-16,5.841773252318487e-17,5.918482436779382e-17,2.96000723764684e-17,8.559817014797407e-27,4.753402888014062e-31,2.505904623647152e-17,1.445929674805916e-44,2.1917950992291274e-29,8.076616356360407e-31,3.8812494214531186e-57,4.162075437740344e-17,5.32878474861889e-33,4.5631772190741494e-40,8.092791281947726e-48,1.1077280428671489e-69
5.9817122189968555e-24,0.07782336798655136,0.0,19.3235422710607,0.03107511026318436,0.31940968187635466,0.35048479213953926,0.20701222018021462,0.0920181955407049,0.0,2.760870116882206e-63,6.231221780145454e-21,5.070814515387989e-61,0.0,1.392729538768101e-103,1.2703817569274567e-43,1.3150082664647561e-67,1.0738236433212006e-51,1.1561022308133555e-75,7.761458419512445e-38,1.4851549113362949e-30,1.4308918373434647e-123,1.7123350841068417e-26,9.332878970866579e-79,2.3501447776811276e-68,3.1107423961311766e-113,6.231221781630566e-21,1.1416616181222615e-89,1.082443113633908e-15,3.699854617108354e-16,2.5933340972198155e-16,2.939308195116487e-16,2.434600645302011e-16,1.1686083097451694e-16,1.1839534774747194e-16,5.921299758501567e-17,1.7123350841242755e-26,1.9019803146043127e-30,5.012897351776798e-17,1.1571831873910887e-43,8.770035342237034e-29,3.2316985705426935e-30,3.1066330309440115e-56,8.325958116226544e-17,2.1322078231979837e-32,3.651928325617451e-39,6.521396027669594e-47,3.571012369934478e-68
1.1964722834394623e-23,0.07782336798655136,0.0,19.323542271060695,0.031075110263184286,0.3194096818763541,0.350484792139539,0.20701222018021426,0.09201819554070381,0.0,2.209255444189928e-62,1.2463796115485203e-20,4.0576789563914294e-60,0.0,4.458151893702672e-102,5.1030548310276664e-43,1.0522064432063846e-66,4.295993805249047e-51,9.251160102918848e-75,3.105088763625793e-37,2.970632191874092e-30,4.580565756987357e-122,3.4250418493708765e-26,7.468194012557891e-78,1.8804920215108948e-67,9.957545460142274e-112,1.2463796118455665e-20,1.8271896303648887e-88,2.1651211834428672e-15,7.400512328337871e-16,5.187231106118853e-16,5.879254399391796e-16,4.869729747439565e-16,2.337470278771808e-16,2.368163945068304e-16,1.184388480019814e-16,3.425041849440759e-26,7.60915975362048e-30,1.0026882808035485e-16,9.259223664981924e-43,3.508585207296521e-28,1.2928898637902888e-29,2.486037652962995e-55,1.6653723473198894e-16,8.530218242057693e-32,2.9220970482347974e-38,5.2896467181595524e-46,1.1585023152347569e-66
2.3930744065190158e-23,0.07782336798655136,0.0,19.32354227106069,0.031075110263184137,0.319409681876353,0.35048479213953837,0.20701222018021354,0.09201819554070165,0.0,1.7676281229437394e-61,2.4928944786164682e-20,3.246554152922045e-59,0.0,1.4268559928156643e-100,2.057949873798144e-42,8.418451362867445e-66,1.718537378452007e-50,7.401865099294096e-74,1.2421365918131154e-36,5.9415867529496766e-30,1.466055001109852e-120,6.850455379903558e-26,5.975311636739306e-77,1.5045670728194638e-66,3.186969670320123e-110,2.492894479210559e-20,2.9239283112681326e-87,4.3304773230509036e-15,1.4801827750796318e-15,1.0375025123922759e-15,1.1759146807942149e-15,9.739987951712095e-16,4.675194216825073e-16,4.736584880255563e-16,2.368905488353975e-16,6.850455380183385e-26,3.0439116181294097e-29,2.0054853720550439e-16,7.408082273459921e-42,1.403548305130481e-27,5.171980356280928e-29,1.989246928403302e-54,3.330925418714338e-16,3.4123638296572276e-31,2.3378988558618307e-37,4.3465925063283254e-45,3.806520092088631e-65
4.786278652678123e-23,0.07782336798655136,0.0,19.323542271060678,0.03107511026318384,0.3194096818763508,0.3504847921395372,0.2070122201802121,0.09201819554069732,0.0,1.4141920108553908e-60,4.985924212752355e-20,2.5974077274994214e-58,0.0,4.566466658737732e-99,8.364634327788005e-42,6.735081692972635e-65,6.874429236472219e-50,5.921866909097653e-73,4.9687485471766765e-36,1.1883495875100803e-29,4.6918143845691773e-119,1.3701282440987366e-25,4.78055189853801e-76,1.2037597805205e-65,1.0199497556394836e-108,4.985924213940433e-20,4.678625248014403e-86,8.661189602227448e-15,2.960445859571085e-15,2.075061315955389e-15,2.351893162504176e-15,1.948050436024686e-15,9.35064209293156e-16,9.473426750630442e-16,4.737939505001683e-16,1.3701282442107265e-25,1.217614192352055e-28,4.0110795545570665e-16,5.926747170384011e-41,5.6144216730593705e-27,2.0688763257335355e-28,1.591763125836912e-53,6.662031561503152e-16,1.3650001389721639e-30,1.8704066778886682e-36,3.6606049277374637e-44,1.28137943044135e-63
9.572687144996337e-23,0.07782336798655136,0.0,19.323542271060656,0.031075110263183246,0.31940968187634644,0.3504847921395349,0.2070122201802092,0.09201819554068866,0.0,1.1313894147772074e-59,9.971983681024096e-20,2.07799194607642e-57,0.0,1.4614379739495105e-97,3.4519238271579777e-41,5.388194652810488e-64,2.7498276401175708e-49,4.737643463718864e-72,1.987539855575362e-35,2.376731411940289e-29,1.5014507477710406e-117,2.740293656322877e-25,3.824562558182939e-75,9.63109053082923e-65,3.2642264206558856e-107,9.971983683399743e-20,7.486072367946932e-85,1.7322614160422427e-14,5.920972028553048e-15,4.150178923090944e-15,4.703850125923666e-15,3.896153717727518e-15,1.870153784514437e-15,1.894711049138164e-15,9.476007538214656e-16,2.7402936567709556e-25,4.8705558613727725e-28,8.022267919557239e-16,4.741510279958469e-40,2.245814360528347e-26,8.275673672372692e-28,1.2738749023768905e-52,1.3324243847080458e-15,5.460104160616163e-30,1.4963589430179916e-35,3.2216252146783856e-43,4.505061298725633e-62
1.9145504129632763e-22,0.07782336798655136,0.0,19.323542271060614,0.03107511026318206,0.31940968187633767,0.35048479213953015,0.20701222018020343,0.09201819554067134,0.0,9.051258544774601e-59,1.9944102617567442e-19,1.6624198629015474e-56,0.0,4.677410506085066e-96,1.4655860174788827e-40,4.310609128617502e-63,1.0999422452522717e-48,3.790174746466447e-71,7.95024029643057e-35,4.75349506080064e-29,4.8047546273983805e-116,5.480624480800671e-25,3.059698463026064e-74,7.706217806953383e-64,1.0447398852563556e-105,1.9944102622316602e-19,1.197793337006824e-83,3.464546327617993e-14,1.1842024366513198e-14,8.30041413739937e-15,9.407764052760912e-15,7.792360281116704e-15,3.74033293495693e-15,3.789447797288982e-15,1.8952143604310804e-15,5.480624482593222e-25,1.948242163118356e-27,1.6044644649542102e-15,3.793253242027559e-39,8.9833488254056e-26,3.310303143135614e-27,1.0197947501340773e-51,2.6648668418233755e-15,2.1840578962349145e-29,1.1970982948631598e-34,3.0462493980661784e-42,1.7005244402537967e-60
3.829113809890562e-22,0.07782336798655136,0.0,19.32354227106053,0.031075110263179686,0.31940968187632013,0.3504847921395208,0.20701222018019189,0.09201819554063669,0.0,7.241064126879353e-58,3.9888340490653604e-19,1.3299464128308904e-55,0.0,1.4972458617560365e-94,6.540796215341583e-40,3.4485113636792424e-62,4.399791359518459e-48,3.0321637875525715e-70,3.180112293469939e-34,9.507022358521079e-29,1.5375394385320998e-114,1.0961286129874322e-24,2.4477781371603635e-73,6.167017144967978e-63,3.3442705799304316e-104,3.988834050014327e-19,1.916486745897245e-82,6.929116150516515e-14,2.3684129042418403e-14,1.66008845661655e-14,1.8815591906428463e-14,1.5584773407829148e-14,7.480691235841641e-15,7.578921293592926e-15,3.790441573518393e-15,1.0961286137044997e-24,7.79300828978776e-27,3.208939810944988e-15,3.0346206009653153e-38,3.5933578067977067e-25,1.3241279921208e-26,8.169282382595136e-51,5.329751756053513e-15,8.736228136197337e-29,9.576794121018625e-34,3.187282673715067e-41,7.098547453738264e-59
7.658240603745133e-22,0.07782336798655136,0.0,19.323542271060358,0.031075110263174936,0.3194096818762851,0.35048479213950195,0.20701222018016882,0.0920181955405674,0.0,5.792874218014455e-57,7.977681623682378e-19,1.0639613393057606e-54,0.0,4.794154349968985e-93,3.1590633469266516e-39,2.758823032246392e-61,1.7599210195186494e-47,2.425740626230177e-69,1.272048152374636e-33,1.9014076953960895e-28,4.920154935917211e-113,2.1922609428493856e-24,1.958230256453443e-72,4.936838469777529e-62,1.0708570140766588e-102,7.977681625576843e-19,3.066392718855595e-81,1.3858255795301646e-13,4.736833839416841e-14,3.3201825424294826e-14,3.763124761373582e-14,3.1169599660990356e-14,1.4961407837609965e-14,1.515786828621004e-14,7.58089599916535e-15,2.192260945717751e-24,3.1172112433951587e-26,6.417890502901766e-15,2.4277036837315884e-37,1.4373467779708432e-24,5.296525438240461e-26,6.55282773967726e-50,1.0659521584511691e-14,3.494461834931066e-28,7.661379522658573e-33,3.750249320762769e-40,3.331898348270413e-57
1.5316494191454274e-21,0.07782336798655136,0.0,19.323542271060017,0.031075110263165437,0.319409681876215,0.3504847921394643,0.2070122201801227,0.09201819554042881,0.0,4.634308541032929e-56,1.5955376772915557e-18,8.511707550980482e-54,0.0,1.5360175779913784e-91,1.6978164067880608e-38,2.2070709094623075e-60,7.039693029502547e-47,1.9405963394663077e-68,5.088199079478427e-33,3.8028186144836287e-28,1.5744541767267187e-111,4.3845256027621866e-24,1.5665873038584e-71,3.954612827740578e-61,3.4311364550302075e-101,1.5955376776690605e-18,4.906239490532413e-80,2.771653508082425e-13,9.473675709742685e-14,6.640370714294177e-14,7.526255902823954e-14,6.233925216625801e-14,2.992284104114224e-14,3.031576227148119e-14,1.5161804848348583e-14,4.3845256142358365e-24,1.2468860828554755e-25,1.2835791886716213e-14,1.9421658281705953e-36,5.749394421727623e-24,2.1186128692459934e-25,5.270074164813533e-49,2.131906124141967e-14,1.3977558670325003e-27,6.128987105220009e-32,4.920814606494508e-39,1.7448170658558796e-55
3.063300136687256e-21,0.07782336798655136,0.0,19.32354227105933,0.031075110263146438,0.31940968187607477,0.35048479213938905,0.20701222018003043,0.09201819554015164,0.0,3.7074504994775976e-55,3.191076707137849e-18,6.809372775945527e-53,0.0,4.9273229229573805e-90,1.0264761339836381e-37,1.7656727724586623e-59,2.8158790020839696e-46,1.552478606966732e-67,2.0352809257875556e-32,7.605640452657013e-28,5.038260721108022e-110,8.769054923343365e-24,1.2532710825656399e-70,3.171910523581863e-60,1.1007718748014223e-99,3.1910767078873043e-18,7.84999209715067e-79,5.543309363567884e-13,1.894735945029774e-13,1.328074705897888e-13,1.50525181856803e-13,1.246785571725743e-13,5.984570744818922e-14,6.063155024217119e-14,3.032362253827235e-14,8.769054969238343e-24,4.987547502415591e-25,2.5671594653948666e-14,1.553733815006448e-35,2.2997592301261628e-23,8.474456864849483e-25,4.260545817062101e-48,4.2638140555202125e-14,5.590781883160731e-27,4.902992364246971e-31,7.009451178511017e-38,9.926255178848969e-54
6.126601571770913e-21,0.07782336798655136,0.0,19.32354227105796,0.031075110263108444,0.3194096818757943,0.3504847921392385,0.2070122201798459,0.09201819553959731,0.0,2.965961866242075e-54,6.382154766829064e-18,5.447500915687685e-52,0.0,1.5844631715842148e-88,6.884657440951881e-37,1.4125623181973094e-58,1.1263519588873694e-45,1.241983499730118e-66,8.141126291139217e-32,1.5211284128997e-27,1.6122446076468983e-108,1.7538113567528024e-23,1.0026173618434812e-69,2.5506780284136197e-59,3.54043620666336e-98,6.3821547683057584e-18,1.2559994485273908e-77,1.108662106806255e-12,3.789472693102131e-13,2.6561499752169537e-13,3.0105042751215394e-13,2.493571671683308e-13,1.1969144026221293e-13,1.2126312618414188e-13,6.064725788434904e-14,1.7538113751108685e-23,1.9950196351628942e-24,5.1343200186827806e-14,1.242987512984994e-34,9.199039839103916e-23,3.389783823483428e-24,3.4796090417552625e-47,8.527629918263297e-14,2.2361173764619843e-26,3.922073853217497e-30,1.0523454403991863e-36,5.95549081439086e-52
1.2253204441938225e-20,0.07782336798655136,0.0,19.323542271055217,0.031075110263032456,0.3194096818752335,0.35048479213893746,0.20701222017947687,0.09201819553848863,0.0,2.372770079656081e-53,1.2764310886206012e-17,4.358001811907758e-51,0.0,5.119684565421787e-87,4.9767972268543164e-36,1.1300877862894566e-57,4.505408551633878e-45,9.935870454451936e-66,3.2564510340502813e-31,3.0422571481649863e-27,5.159184627486732e-107,3.5076230867986565e-23,8.020940877898859e-69,2.061580674537179e-58,1.1444369457579908e-96,1.2764310889070532e-17,2.009599688027189e-76,2.217324445114687e-12,7.57894618909223e-13,5.312300515383588e-13,6.021009188157519e-13,4.987143870923394e-13,2.393829058899795e-13,2.425262780704461e-13,1.2129452844141905e-13,3.507623160231074e-23,7.980079809025734e-24,1.0268641124624303e-13,9.943901947666913e-34,3.6796165159393277e-22,1.3559137448786643e-23,2.8975577173939255e-46,1.705526164369584e-13,8.942902610705703e-26,3.1371453978862895e-29,1.6282321394008996e-35,3.6839541661242e-50
2.4506410182272854e-20,0.07782336798655136,0.0,19.32354227104973,0.03107511026288048,0.31940968187411184,0.35048479213833533,0.20701222017873877,0.09201819553627127,0.0,1.8982162983907454e-52,2.5528623124937982e-17,3.4864018834850527e-50,0.0,1.669915881706693e-85,3.7689577879615815e-35,9.041306683472788e-57,1.8021635638518292e-44,7.948697346182645e-65,1.3025805171364191e-30,6.08451461868471e-27,1.6509393820696309e-105,7.015246551726052e-23,6.416753495560678e-68,1.6829252931304638e-57,3.735779707150169e-95,2.5528623130311546e-17,3.2153599571372253e-75,4.4346491113695456e-12,1.5157893180453972e-12,1.0624601601830869e-12,1.2042019013945328e-12,9.974288266703388e-13,4.787658371443891e-13,4.85052581852506e-13,2.425890690152256e-13,7.015246845456022e-23,3.192032177270676e-23,2.0537283333970125e-13,7.955122295439196e-33,1.4718467197027365e-21,5.423655410292933e-23,2.5002274056142552e-45,3.4110525094346435e-13,3.5759072907937697e-25,2.508894115308691e-28,2.5601564500483655e-34,2.3163743586532514e-48
4.901282166294211e-20,0.07782336798655136,0.0,19.323542271038765,0.03107511026257653,0.31940968187186847,0.35048479213713113,0.20701222017726256,0.09201819553183656,0.0,1.5185731325839363e-51,5.105724760231421e-17,2.789121683916794e-49,0.0,5.546077313287351e-84,2.930000890979219e-34,7.234011370010029e-56,7.208654541654997e-44,6.358958269951342e-64,5.2103222755573316e-30,1.216902955968077e-26,5.2830065046086365e-104,1.4030493500923596e-22,5.133403113710296e-67,1.4001972603474952e-56,1.2425413946106444e-93,5.105724761163943e-17,5.1445762964174655e-74,8.869298402431245e-12,3.031578716070362e-12,2.1249203799181494e-12,2.4084038664384326e-12,1.9948577047462668e-12,9.575316996487134e-13,9.701051894544313e-13,4.85178148001505e-13,1.403049467584408e-22,1.2768129216284994e-22,4.107456774251288e-13,6.364098130935198e-32,5.887387083586744e-21,2.1694622501205533e-22,2.2916372080388983e-44,6.822105199478965e-13,1.4293607270610137e-24,2.0058007373764104e-27,4.058325197163159e-33,1.4685588218328035e-46
9.802564462428061e-20,0.07782336798655136,0.0,19.32354227101683,0.031075110261968627,0.3194096818673817,0.35048479213472267,0.20701222017431017,0.09201819552296714,0.0,1.2148585436409525e-50,1.0211449655671581e-16,2.2312974236572617e-48,0.0,1.9042463092294216e-82,2.3096578576325286e-33,5.7887543308509e-55,2.883461873792426e-43,5.087166773095367e-63,2.0841289516084956e-29,2.4338059441499342e-26,1.6905621585584672e-102,2.806098747668969e-22,4.106722617818203e-66,1.206328977715981e-55,4.277520133040033e-92,1.0211449656967863e-16,8.231322366145457e-73,1.773859681876258e-11,6.063157511130757e-12,4.249840829170702e-12,4.816807796071587e-12,3.989715456577839e-12,1.915063424639386e-12,1.9402104048095053e-12,9.703562973287295e-13,2.806099217637283e-22,5.107251787859789e-22,8.214913651900282e-13,5.091278622041214e-31,2.3549548568881893e-20,8.67784917126995e-22,2.299528345413558e-43,1.3644210579224424e-12,5.709440764752972e-24,1.6025411792975168e-26,6.456871498232773e-32,9.345458710171846e-45
1.4703846758561912e-19,0.07782336798655136,0.0,19.323542270994896,0.031075110261360724,0.319409681862895,0.3504847921323142,0.20701222017135779,0.09201819551409772,0.0,3.606611333146169e-50,1.5317174551076657e-16,6.624164297430841e-48,0.0,9.174826343267532e-82,6.796654842043311e-33,1.6555164861544714e-54,6.127356517351824e-43,1.5102526490130784e-62,4.428774048015165e-29,3.650708932314435e-26,8.08795321499132e-102,4.20914815298268e-22,1.2191832878614363e-65,3.61361068390844e-55,2.0631037565995692e-91,1.5317174552310127e-16,3.1381916779033294e-72,2.6607895069301856e-11,9.09473630520162e-12,6.374761288205685e-12,7.225211725250096e-12,5.984573204089129e-12,2.872595149612081e-12,2.910315620315803e-12,1.4555344380106193e-12,4.2091491516654213e-22,1.0852910112370774e-21,1.2322370525489721e-12,1.4557874895357166e-30,5.0042790658159416e-20,1.8440429594486166e-21,7.572518745174e-43,2.0466315958626702e-12,1.2120827368681649e-23,4.5788227406217905e-26,2.3727927893832515e-31,5.20583167565433e-44
2.4506411350829615e-19,0.07782336798655136,0.0,19.323542270951027,0.031075110260144916,0.3194096818539215,0.3504847921274973,0.207012220165453,0.09201819549635887,0.0,1.689412692660027e-49,2.5528624341746465e-16,3.102898061545591e-47,0.0,1.5386076296212927e-80,3.161856704598558e-32,7.612412631929466e-54,1.6940338699366738e-42,7.0743414197915016e-62,1.2244257730126746e-28,6.084514908574018e-26,1.2196151577155858e-100,7.015246994558505e-22,5.71091124208387e-65,1.8990431582408394e-54,3.4754150633848648e-90,2.552862434114803e-16,2.580648227487652e-71,4.434649090721219e-11,1.5157893889385213e-11,1.0624602245405437e-11,1.2042019581788532e-11,9.974288681830577e-12,4.7876585994855625e-12,4.85052605193329e-12,2.4258906847930626e-12,7.015249755622753e-22,3.00051045942379e-21,2.053728425643038e-12,6.690258397836672e-30,1.3835359603841673e-19,5.098236443964083e-21,4.665519895620559e-42,3.4110526716058506e-12,3.342716364752649e-23,2.099490827687123e-25,1.8191951940904555e-30,1.3478913063737616e-42
3.307151838969879e-19,0.07782336798655136,0.0,19.323542270912696,0.031075110259082588,0.3194096818460808,0.3504847921232884,0.20701222016029364,0.09201819548085934,0.0,3.79947832021584e-49,3.4450999670654783e-16,6.978397883376192e-47,0.0,5.592190176406751e-80,7.079431547814485e-32,1.67005207047312e-53,2.967543289988511e-42,1.5910148519250023e-61,2.1449019122310433e-28,8.211081737261773e-26,4.250208467202897e-100,9.467109152066206e-22,1.2843802786731605e-64,4.5007489072850303e-54,1.2654209455878734e-89,3.445099966715892e-16,7.264445997145917e-71,5.984579883834815e-11,2.0455649714788292e-11,1.4337951200719827e-11,1.6250762556653774e-11,1.3460349872358328e-11,6.46096799515078e-12,6.545807921572706e-12,3.273750934390965e-12,9.467113988792329e-22,5.256178662542236e-21,2.7715162518524283e-12,1.4672153774413718e-29,2.4236249837107726e-19,8.93089424985708e-21,1.173478862530758e-41,4.603231764006321e-12,5.846430989017711e-23,4.598870722820969e-25,4.8219599624380214e-30,5.443363671535612e-42
4.163662542856796e-19,0.07782336798655136,0.0,19.323542270874366,0.03107511025802026,0.31940968183824014,0.35048479211907957,0.20701222015513426,0.0920181954653598,0.0,7.234527103980043e-49,4.3373374999448213e-16,1.3287458053527249e-46,0.0,1.531234266137595e-79,1.3438557939025725e-31,3.1255637923116715e-53,4.595110385532237e-42,3.0294264363944062e-61,3.3212863605757067e-28,1.0337648565892701e-25,1.1250816825002173e-99,1.191897133490808e-21,2.445568352733074e-64,9.011727648307913e-54,3.469598449114713e-89,4.337337499165817e-16,1.641504887356063e-70,7.534510622661867e-11,2.5753405536951276e-11,1.805130018806564e-11,2.0459505530030335e-11,1.694641104873985e-11,8.134277390757135e-12,8.241089791707283e-12,4.121611155680796e-12,1.1918978824366058e-21,8.138961693785218e-21,3.489304076732568e-12,2.745016055739976e-29,3.752876746042463e-19,1.3829097304183975e-20,2.4996187667599806e-41,5.795410856294417e-12,9.038224032063104e-23,8.592861861679178e-25,1.0730003131378141e-29,1.6068586976202077e-41
5.020173246743714e-19,0.07782336798655136,0.0,19.323542270836036,0.031075110256957934,0.3194096818303995,0.3504847921148707,0.2070122201499749,0.09201819544986027,0.0,1.2203427203952827e-48,5.229575032813501e-16,2.2413701036599054e-46,0.0,3.6101870127355303e-79,2.2609161410381914e-31,5.1868333603695675e-53,6.551281982739558e-42,5.11013151911811e-61,4.735181893214438e-28,1.2464215394470885e-25,2.555290570595494e-99,1.4370833541262864e-21,4.1252613931543595e-64,1.5978728871877126e-53,8.191281972468082e-89,5.229575031475446e-16,3.214649498852243e-70,9.084441311105028e-11,3.1051161356107086e-11,2.1764649205140207e-11,2.4668248502025236e-11,2.0432472211992112e-11,9.807586786308856e-12,9.936371662301426e-12,4.969471350697621e-12,1.437084421903716e-21,1.1603776325641367e-20,4.207091900379016e-12,4.553698495292937e-29,5.35050335699695e-19,1.9716243657185568e-20,4.623766678996573e-41,6.987589948478221e-12,1.286599381634994e-22,1.4237584319732984e-24,2.04126796498925e-29,4.0683720897498647e-41
6.733194654517548e-19,0.07782336798655136,0.0,19.323542270759372,0.031075110254833282,0.3194096818147181,0.35048479210645306,0.20701222013965614,0.09201819541886122,0.0,2.669084854620742e-48,7.014050098526697e-16,4.902235196547442e-46,0.0,1.3822748645263773e-78,4.921559989266761e-31,1.096465445886687e-52,1.1208406706937766e-41,1.1176675542901871e-60,8.101291416883748e-28,1.6717349051507712e-25,9.016847628275614e-99,1.9274558007264385e-21,9.022606942394804e-64,3.8068527052442926e-53,3.144858492848485e-88,7.014050095776721e-16,8.851347640396058e-70,1.218430257379636e-10,4.1646672987602946e-11,2.91913473066696e-11,3.308573444288352e-11,2.74045945087392e-11,1.3154205577288476e-11,1.3326935404531309e-11,6.665191681183551e-12,1.927457627557259e-21,1.9852579197075887e-20,5.642667544875752e-12,9.619453847474978e-29,9.1540276834734e-19,3.373197462422515e-20,1.1479043301083618e-40,9.37194813260945e-12,2.1955472331605324e-22,3.0018495673792556e-24,5.193855117508721e-29,1.7054619342036636e-40
8.446216062291383e-19,0.07782336798655136,0.0,19.323542270682708,0.03107511025270863,0.3194096817990368,0.3504847920980354,0.2070122201293374,0.09201819538786217,0.0,4.9705211248208185e-48,8.79852516420036e-16,9.12922034188807e-46,0.0,3.8647268261873225e-78,9.130126399862901e-31,1.983391354836055e-52,1.708389077615425e-41,2.0813838784280402e-60,1.234801531976964e-27,2.097048270834899e-25,2.3842798299676608e-98,2.4178282560444164e-21,1.6802410125629888e-63,7.64928635069652e-53,8.808266753628922e-88,8.798525159557821e-16,1.9667499352313868e-69,1.5284163649680512e-10,5.224218460794917e-11,3.6618045518423805e-11,4.1503220378619045e-11,3.437671675680723e-11,1.6500824368065538e-11,1.6717499148465112e-11,8.36091191425767e-12,2.4178310405060484e-21,3.0259367234323943e-20,7.078243184798361e-12,1.7388507113101e-28,1.3952599191403575e-18,5.141438788722689e-20,2.3791815202902365e-40,1.1756306316353991e-11,3.338050744167963e-22,5.41636426302528e-24,1.0902108801358558e-28,4.98644190877002e-40
1.0159237470065218e-18,0.07782336798655136,0.0,19.323542270606044,0.03107511025058398,0.31940968178335544,0.35048479208961775,0.20701222011901865,0.09201819535686312,0.0,8.37717870785805e-48,1.0583000229831886e-15,1.5386135338844732e-45,0.0,9.398214082596145e-78,1.5343085455284865e-30,3.2695838979373746e-52,2.4258023470747164e-41,3.5079067690580915e-60,1.75333856557477e-27,2.5223616364981828e-25,5.477871621214804e-98,2.9082007206547204e-21,2.8318316879009604e-63,1.3912168537030049e-52,2.145419501819311e-87,1.0583000222784467e-15,3.866225635389373e-69,1.8384024526447003e-10,6.283769621641104e-11,4.4044743847666757e-11,4.9920706308894245e-11,4.134883895298828e-11,1.9847443158626693e-11,2.0108062894215118e-11,1.005663204350059e-11,2.9082046744107394e-21,4.2966350596765424e-20,8.513818819845406e-12,2.8644014681201503e-28,1.981179094515615e-18,7.300511600021159e-20,4.433380250056719e-40,1.4140664499686363e-11,4.727667149986169e-22,8.905807634036694e-24,2.0488998641744185e-28,1.2583083500945254e-39
1.3585280285612887e-18,0.07782336798655136,0.0,19.323542270452716,0.031075110246334678,0.31940968175199275,0.35048479207278244,0.20701222009838116,0.09201819529486502,0.0,1.979431972345725e-47,1.4151950360966168e-15,3.635568693021442e-45,0.0,4.9782815631943726e-77,3.6108232790630995e-30,7.504876994104746e-52,4.2574672274416815e-41,8.288784380857907e-60,3.0772422544879024e-27,3.3729883677610556e-25,2.4236963432791984e-97,3.888945678270628e-21,6.691295923521506e-63,3.891288817879203e-52,1.1408161983533853e-86,1.4151950347543468e-15,1.221858186314995e-68,2.4583745671520443e-10,8.402871939701868e-11,5.889814086517345e-11,6.675567815275909e-11,5.529308318679526e-11,2.6540680739089232e-11,2.6889190391265045e-11,1.344807198470125e-11,3.8889526174125586e-21,7.540920627960149e-20,1.1384970075040859e-11,6.5637888689470305e-28,3.47711953586194e-18,1.2812951930704704e-19,1.305199348510727e-39,1.8909380865091612e-11,8.250570990970472e-22,2.0314482842895025e-23,6.120339305088403e-28,7.25203062603316e-39
