Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667)
2.718275517972354e-10,0.07782336798655136,0.0,19.263289211290623,0.03256343787591919,0.29920516372720407,0.34219807860984375,0.20090741781463298,0.09220957081879386,0.0,3.7559712385113616e-17,2.7924552309295173e-07,3.1215111358646344e-19,0.0,1.070019058352799e-27,6.439513143451222e-05,4.942803996993587e-21,1.6175804906136588e-24,6.159718476634583e-35,1.1798039375682862e-10,6.63644714302871e-17,6.031736409187163e-56,1.1142863115224663e-11,4.972558287951834e-38,2.755352874775021e-19,2.4840427510605537e-37,2.082012381478524e-07,1.6611705730648e-35,0.0004806082077230783,0.008072709745123856,0.021276019138519862,0.00828643428417332,0.0008996786071359546,0.005172780497889916,0.004169263016977935,8.113463890264926e-05,2.2128520385295915e-10,0.0018722506986220268,0.0008481523138467968,0.002206727480351632,0.005337250540193653,0.0014525764295597468,2.96038697152711e-06,6.217064155316802e-05,4.728777567560277e-12,3.1083153374704207e-09,4.043491068282774e-11,3.233998909708267e-05
2.724813252148876e-10,0.07782336798655136,0.0,19.263148823770067,0.03256937966449273,0.29916428144862933,0.3421868047343584,0.20089516283259168,0.09221368752588018,0.0,3.790367264294384e-17,2.7991045348443066e-07,3.14959496762821e-19,0.0,1.0849721140876005e-27,6.493336138089522e-05,4.987577994486515e-21,1.625383358651427e-24,6.203970327552037e-35,1.1854423200245145e-10,6.652200032196688e-17,6.104207756935866e-56,1.1188575531196143e-11,5.008281497275558e-38,2.780308811717605e-19,2.5187439567953895e-37,2.0855704002126057e-07,1.67711632658437e-35,0.00048063702334069034,0.008081207973697782,0.021340124119390413,0.008297707494728237,0.0008996172772568397,0.005184942396605926,0.004173564585561939,8.124261738075635e-05,2.2222520410771074e-10,0.0018782800318021832,0.0008482670362213862,0.002219201844067614,0.005355050502867415,0.0014561344565140275,2.9918940097486597e-06,6.198048202145132e-05,4.7399114553496785e-12,3.1156753912871585e-09,4.0494370477243854e-11,3.2494394307057347e-05
2.731350986325398e-10,0.07782336798655136,0.0,19.263008466937766,0.03257532069397007,0.29912342591600233,0.34217555926358795,0.20088290878947204,0.09221782038081612,0.0,3.8249925507587915e-17,2.8057536199671626e-07,3.1778608770863486e-19,0.0,1.1000963139784276e-27,6.547473073771226e-05,5.032642536230642e-21,1.6332058261700876e-24,6.248432252287218e-35,1.1910939427972156e-10,6.667951960472582e-17,6.177372160781616e-56,1.1234346711259959e-11,5.04417429302411e-38,2.8054266532546376e-19,2.553842072863449e-37,2.0891229373838008e-07,1.6931761785562177e-35,0.0004806659228420768,0.00808968274917895,0.021404243565102538,0.008308952300590148,0.0008995559486240189,0.005197102993681404,0.004177841031845465,8.135045628524496e-05,2.2316667656687182e-10,0.0018843047675527786,0.000848381017306529,0.0022317095907367834,0.005372860800780932,0.0014596855488119079,3.02366033245495e-06,6.179143998063331e-05,4.751044232217182e-12,3.123034984351783e-09,4.0553970552048465e-11,3.264916098853477e-05
2.73788872050192e-10,0.07782336798655136,0.0,19.262868141086187,0.03258126095986492,0.2990825970843429,0.34216434212647073,0.20087065568503257,0.09222196940505491,0.0,3.859847990943528e-17,2.8124024868493387e-07,3.206309557142064e-19,0.0,1.1153931807213967e-27,6.601924868347649e-05,5.0779987365582826e-21,1.6410479066501292e-24,6.293104735435449e-35,1.196758804469329e-10,6.683702927930005e-17,6.251234553054013e-56,1.1280176383802799e-11,5.080237066397888e-38,2.8307070199914e-19,2.5893406259211597e-37,2.0926700017748534e-07,1.7093506669151801e-35,0.00048069490632807047,0.008098134175721267,0.02146837716020009,0.008320168772820727,0.0008994946213840152,0.005209262289255208,0.004182092428094532,8.145815602469225e-05,2.241096184119656e-10,0.001890324852257434,0.000848494268187548,0.002244250664647782,0.005390681334147432,0.0014632296866575417,3.0556874083717194e-06,6.160350655950186e-05,4.762175898231964e-12,3.130394117213677e-09,4.061371081350259e-11,3.280428909767109e-05
2.744426454678442e-10,0.07782336798655136,0.0,19.262727846507197,0.03258720045777861,0.2990417949088101,0.3421531532521221,0.20085840351903525,0.09222613461997625,0.0,3.894934477892804e-17,2.819051136040712e-07,3.2349417010407947e-19,0.0,1.1308642466142262e-27,6.656692438032714e-05,5.12364771081692e-21,1.6489096136630618e-24,6.33798826150202e-35,1.202436903623945e-10,6.69945293464255e-17,6.325799889113003e-56,1.1326064277261586e-11,5.11647020852461e-38,2.856150533096058e-19,2.62524316479192e-37,2.096211602153874e-07,1.7256403308135282e-35,0.00048072397389942856,0.008106562356832926,0.021532524590077224,0.008331356982304427,0.0008994332956795527,0.005221420283466557,0.004186318846699342,8.156571700771154e-05,2.2505402682976095e-10,0.0018963402326311054,0.0008486067997944918,0.0022568250098329162,0.005408512003304556,0.0014667668505402146,3.087976710121416e-06,6.14166729763629e-05,4.7733064534631855e-12,3.1377527903536462e-09,4.067359125037369e-11,3.2959778590631604e-05
2.750964188854964e-10,0.07782336798655136,0.0,19.26258758349211,0.032593139183398984,0.2990010193447016,0.3421419925698343,0.2008461522912452,0.0922303160468863,0.0,3.930252904641327e-17,2.8256995680897827e-07,3.2637580023640565e-19,0.0,1.146511053590894e-27,6.711776697388455e-05,5.169590575364253e-21,1.656790960871597e-24,6.383083314902197e-35,1.2081282388443074e-10,6.715201980683784e-17,6.40107314739957e-56,1.1372010120127575e-11,5.152874110459326e-38,2.8817578142968966e-19,2.6615532605452526e-37,2.0997477472743634e-07,1.7420457106206342e-35,0.0004807531256568302,0.008114967395379915,0.02159668554097842,0.008342516999748962,0.0008993719716496647,0.005233576976455026,0.00419052036017108,8.167313964292503e-05,2.259998990122617e-10,0.0019023508557195255,0.000848718622904284,0.0022694325700706253,0.005426352708715449,0.0014702970212333059,3.120529714212695e-06,6.123093053793557e-05,4.78443589797956e-12,3.1451110043500812e-09,4.0733611731591215e-11,3.311562942359071e-05
2.757501923031486e-10,0.07782336798655136,0.0,19.26244735233166,0.032599077132499,0.29896027034745254,0.34213086000907605,0.20083390200143092,0.09223451370701787,0.0,3.965804164199548e-17,2.832347783543677e-07,3.2927591550230965e-19,0.0,1.1623351532563145e-27,6.767178559310586e-05,5.2158284475632545e-21,1.664691962029829e-24,6.428390379961235e-35,1.2138328087138096e-10,6.73095006612727e-17,6.477059329486385e-56,1.1418013640950444e-11,5.189449163184433e-38,2.9075294858795673e-19,2.698274506576014e-37,2.103278445875237e-07,1.758567347922641e-35,0.00048078236170087326,0.008123349393589517,0.021660859699998442,0.008353648895685704,0.0008993106494297964,0.005245732368360557,0.004194697041138748,8.178042433893605e-05,2.2694723215669635e-10,0.0019083566688986385,0.000848829748142843,0.0022820732888879313,0.005444203350969853,0.0014738201797932391,3.1533479010298464e-06,6.104627063826382e-05,4.795564231850006e-12,3.152468759634953e-09,4.0793772301455455e-11,3.3271841552731933e-05
2.7640396572080077e-10,0.07782336798655136,0.0,19.262307153315977,0.032605014300935625,0.2989195478726348,0.34211975549949164,0.20082165264936389,0.09223872762153056,0.0,4.001589149538925e-17,2.838995782948156e-07,3.3219458532525726e-19,0.0,1.1783381069210345e-27,6.82289893501414e-05,5.2623624457772575e-21,1.672612630983409e-24,6.473909940914403e-35,1.2195506118159993e-10,6.746697191046535e-17,6.553763460128445e-56,1.146407456834234e-11,5.226195757609692e-38,2.933466170684341e-19,2.735410518683623e-37,2.1068037066808543e-07,1.7752057855221338e-35,0.00048081168213207146,0.008131708453053808,0.021725046755082293,0.008364752740470155,0.0008992493291519065,0.005257886459323441,0.004198848962345999,8.18875715043022e-05,2.278960234655073e-10,0.0019143576198740278,0.0008489401859871694,0.0022947471095628976,0.00546206383078518,0.0014773363075584298,3.1864327548221553e-06,6.086268475764383e-05,4.806691455142672e-12,3.1598260568552604e-09,4.085407274505247e-11,3.342841493424804e-05
2.7705773913845297e-10,0.07782336798655136,0.0,19.262166986734638,0.032610950684648456,0.29887885187595586,0.34210867897090097,0.20080940423481874,0.09224295781151085,0.0,4.037608753577209e-17,2.845643566847612e-07,3.3513187916042347e-19,0.0,1.1945214856359519e-27,6.878938734019179e-05,5.3091936893650495e-21,1.680552981669728e-24,6.519642481906982e-35,1.2252816467345764e-10,6.762443355515108e-17,6.631190587313695e-56,1.1510192630981924e-11,5.263114284572226e-38,2.9595684921033667e-19,2.7729649351513413e-37,2.11032353840104e-07,1.791961567437808e-35,0.0004808410870508509,0.008140044674733117,0.02178924639502518,0.00837582860428237,0.0008991880109445653,0.0052700392494843375,0.0042029761966480145,8.199458154750842e-05,2.2884627014634063e-10,0.001920353656680338,0.0008490499467674086,0.00230745397512707,0.005479934049007577,0.0014808453861482268,3.219785763693199e-06,6.06801644615676e-05,4.817817567926409e-12,3.1671828963329106e-09,4.091451323358184e-11,3.3585349524340905e-05
2.7771151255610516e-10,0.07782336798655136,0.0,19.26202685287659,0.03261688627965867,0.2988381823132579,0.3420976303532991,0.20079715675757293,0.0922472042979723,0.0,4.0738638691637447e-17,2.852291135785077e-07,3.3808786649406223e-19,0.0,1.2108868702270497e-27,6.935298864136545e-05,5.35632329867598e-21,1.6885130281180877e-24,6.565588486994293e-35,1.2310259120533952e-10,6.778188559606485e-17,6.709345782313623e-56,1.1556367557618361e-11,5.300205134836544e-38,2.9858370740779474e-19,2.81094141682558e-37,2.1138379497311137e-07,1.808835238904139e-35,0.0004808705765575472,0.008148358158959514,0.02185345830947248,0.008386876557127405,0.0008991266949330504,0.005282190738984254,0.0042070788170083875,8.210145487694063e-05,2.2979796941203521e-10,0.0019263447276806915,0.0008491590406688787,0.0023201938283679154,0.005497813906612984,0.0014843473974618464,3.2534084195900696e-06,6.049870139968156e-05,4.828942570268535e-12,3.174539278878597e-09,4.097509335787415e-11,3.3742645279221735e-05
2.7829990863199213e-10,0.07782336798655136,0.0,19.26190076062113,0.03262222763760329,0.29880160227149494,0.3420877104036341,0.20078613482926105,0.09225104008658795,0.0,4.1066955734386474e-17,2.858273764484015e-07,3.407642954904681e-19,0.0,1.2257726458404212e-27,6.986297613260376e-05,5.3989959765122216e-21,1.6956939214675835e-24,6.607122803373104e-35,1.2362070616622165e-10,6.792358422226956e-17,6.7803121660036835e-56,1.1597973386179619e-11,5.333734559405816e-38,3.0096214667579334e-19,2.8454841600184193e-37,2.1169962926696435e-07,1.824122790405403e-35,0.0004808971895190955,0.00815582093666192,0.021911259271353227,0.00839679590852949,0.0008990715125010796,0.005293125967585879,0.004210750190801952,8.219752432058326e-05,2.306557384118046e-10,0.0019317324034032676,0.0008492566633018968,0.0023316878532673026,0.005513913938392355,0.0014874931503873596,3.283900594287303e-06,6.033628174465325e-05,4.838954123005935e-12,3.1811596326170514e-09,4.102973517830526e-11,3.388452021832411e-05
2.788883047078791e-10,0.07782336798655136,0.0,19.26177469531496,0.032627568350752735,0.29876504357359424,0.34207781295451933,0.20077511365982548,0.09225488910753156,0.0,4.13971941596897e-17,2.8642562198964513e-07,3.4345597322713766e-19,0.0,1.2408083008924548e-27,7.037557223873371e-05,5.441912056985696e-21,1.702890790179863e-24,6.648830770430225e-35,1.2413989257161252e-10,6.806527507054983e-17,6.851876141115057e-56,1.163962485729112e-11,5.367404167075025e-38,3.0335414919442128e-19,2.8803744603598446e-37,2.1201502584421619e-07,1.839506674255094e-35,0.0004809238711510641,0.008163265450054446,0.021969069699832786,0.008406692759398891,0.0008990163320334866,0.005304060142869923,0.004214401739825453,8.229348365428023e-05,2.3151467972736277e-10,0.001937115978080962,0.0008493537611227042,0.0023432085096001124,0.005530021625964897,0.0014906331515799492,3.3146134876786584e-06,6.017470578191183e-05,4.848964776390335e-12,3.187779616935036e-09,4.108449011275444e-11,3.402668763353426e-05
2.794178611761774e-10,0.07782336798655136,0.0,19.26166125975414,0.032632374439025,0.29873215896810645,0.34206892444640336,0.2007651952560433,0.09225836455255837,0.0,4.169605690248795e-17,2.869640281932565e-07,3.4589156278072957e-19,0.0,1.2544695066020074e-27,7.083914454013548e-05,5.480745315369639e-21,1.7093816395661653e-24,6.686516703610652e-35,1.2460807633622012e-10,6.81927901843192e-17,6.916797754745693e-56,1.1677150042371262e-11,5.39782690584693e-38,3.0551858572676614e-19,2.912075136453253e-37,2.1229850903749463e-07,1.8534348644617377e-35,0.0004809479433933358,0.008169949955515541,0.022021106993860055,0.00841558072910852,0.0008989666713623631,0.005313900000124602,0.004217671227904824,8.23797531564108e-05,2.322887275708616e-10,0.0019419576583430066,0.0008494407063435423,0.002353599835295655,0.0055445250310440074,0.0014934542244888851,3.342444711652702e-06,6.003000388117699e-05,4.857973595530283e-12,3.193737287235725e-09,4.1133866267417146e-11,3.41548883479278e-05
2.799474176444757e-10,0.07782336798655136,0.0,19.261547846344257,0.032637180000836895,0.2986992916020888,0.34206005408582646,0.2007552774667112,0.09226185073908166,0.0,4.1996485978672064e-17,2.8750242042109215e-07,3.4833958188105404e-19,0.0,1.2682539241210874e-27,7.130483994123658e-05,5.5197769904155626e-21,1.715885445072482e-24,6.724343836589509e-35,1.250771278120541e-10,6.832029899879375e-17,6.982209192271707e-56,1.1714711893880177e-11,5.428363631076109e-38,3.0769407869199376e-19,2.9440615238815996e-37,2.125816386506149e-07,1.8674417000131513e-35,0.00048097207137086536,0.008176619777189094,0.02207315161073277,0.008424450551293289,0.0008989170124116465,0.005323739004351545,0.004220924740151557,8.246593392710258e-05,2.3306372188198613e-10,0.0019467959600178192,0.0008495272373814973,0.002364012667393377,0.005559034526698424,0.0014962706191976377,3.3704564055494477e-06,5.9885976301373106e-05,4.866981686270415e-12,3.199694658808747e-09,4.118333409406293e-11,3.428332591887437e-05
2.80476974112774e-10,0.07782336798655136,0.0,19.261434455237463,0.032641985034261696,0.2986664414523917,0.34205120183600174,0.2007453602917174,0.09226534767809463,0.0,4.229848613060172e-17,2.880407987016865e-07,3.508000675263918e-19,0.0,1.2821624172496288e-27,7.17726632245767e-05,5.5590076798678406e-21,1.7224022143762547e-24,6.762312426397869e-35,1.2554704692389155e-10,6.844780151436372e-17,7.048113204975868e-56,1.1752310267859289e-11,5.459014550256681e-38,3.0988066137888206e-19,2.9763356228314967e-37,2.1286441514221764e-07,1.8815274735843246e-35,0.0004809962551367385,0.008183274966910875,0.02212520338755512,0.008433302262739709,0.0008988673552406038,0.005333577155626548,0.004224162315581398,8.255202618298039e-05,2.3383966119191647e-10,0.0019516308564476595,0.0008496133593149494,0.002374446974918501,0.00557355006062095,0.0014990823267511486,3.398649371401132e-06,5.974261880005329e-05,4.8759890486462115e-12,3.205651732026065e-09,4.123289341306858e-11,3.441200032312518e-05
2.810065305810723e-10,0.07782336798655136,0.0,19.261321086585625,0.03264678953740507,0.29863360849592074,0.34204236766021706,0.20073544373095123,0.09226885538055933,0.0,4.260206210000062e-17,2.88579163063516e-07,3.5327305672694125e-19,0.0,1.2961958540766023e-27,7.224261916501142e-05,5.598437981885957e-21,1.7289319551948923e-24,6.800422730028116e-35,1.2601783359651655e-10,6.857529773141919e-17,7.114512554281633e-56,1.1789945020389512e-11,5.489779870851525e-38,3.1207836709921774e-19,3.0088994433875543e-37,2.1314683897032478e-07,1.89569247837283e-35,0.00048102049474399536,0.008189915576254207,0.022177262161797048,0.008442135900159962,0.0008988176999072867,0.00534341445402556,0.004227383993249652,8.263803014056672e-05,2.3461654403404374e-10,0.0019564623211147706,0.0008496990771644628,0.0023849027267968145,0.005588071580562665,0.0015018893383123108,3.427024412868868e-06,5.9599927168678337e-05,4.884995682693341e-12,3.2116085070634584e-09,4.128254426417704e-11,3.454091153743543e-05
2.815360870493706e-10,0.07782336798655136,0.0,19.26120774054034,0.03265159350840465,0.2986007927096378,0.3420335515218345,0.2007255277843028,0.09227237385740675,0.0,4.290721862790576e-17,2.891175135349996e-07,3.5575858650460187e-19,0.0,1.3103551069921696e-27,7.271471252966408e-05,5.6380684950428444e-21,1.7354746752858352e-24,6.838675004433936e-35,1.2648948775471966e-10,6.870278765035028e-17,7.181410011770761e-56,1.1827616007592613e-11,5.520659800292297e-38,3.142872291877033e-19,3.0417550055601147e-37,2.1342891059234058e-07,1.90993700809871e-35,0.0004810447902456291,0.008196541656531145,0.022229327771294206,0.008450951500192073,0.0008987680464685605,0.00535325089962468,0.004230589812250144,8.27239460162733e-05,2.353943689439669e-10,0.001961290327641164,0.0008497843958934375,0.0023953798918555057,0.005602599034333246,0.0015046916451615865,3.455582335238757e-06,5.945789723228522e-05,4.8940015884479446e-12,3.2175649841687587e-09,4.1332286752536147e-11,3.467005953856422e-05
2.820656435176689e-10,0.07782336798655136,0.0,19.261094417252963,0.032656396945429725,0.2985679940705598,0.34202475338428984,0.2007156124516635,0.09227590311953683,0.0,4.321396045461661e-17,2.8965585014449836e-07,3.5825669389275805e-19,0.0,1.3246410526998408e-27,7.3188948077878e-05,5.677899818323202e-21,1.7420303824466137e-24,6.87706950653035e-35,1.269620093232982e-10,6.8830271271547e-17,7.248808359200903e-56,1.1865323085632538e-11,5.551654545979428e-38,3.165072810018634e-19,3.074904339312988e-37,2.1371063046505246e-07,1.9242613570043588e-35,0.0004810691416945847,0.008203153258793675,0.022281400054247898,0.008459749099400036,0.0008987183949801305,0.005363086492500162,0.004233779811714185,8.280977402639246e-05,2.3617313445948837e-10,0.001966114849788395,0.0008498693204087447,0.0024058784388239917,0.005617132369801333,0.001507489238696626,3.48432394541796e-06,5.931652484916072e-05,4.903006765945459e-12,3.223521163763652e-09,4.138212062742603e-11,3.4799444303274913e-05
2.825951999859672e-10,0.07782336798655136,0.0,19.260981116874575,0.03266119984668076,0.2985352125557585,0.3420159732110931,0.20070569773292554,0.09227944317781854,0.0,4.352229231964441e-17,2.9019417292031593e-07,3.6076741593606244e-19,0.0,1.3390545722286367e-27,7.366533056116871e-05,5.717932551121842e-21,1.748599084514903e-24,6.915606493193687e-35,1.2743539822705626e-10,6.895774859539924e-17,7.316710388523183e-56,1.1903066110716748e-11,5.582764315282126e-38,3.1873855592195237e-19,3.1083494845912047e-37,2.1399199904463183e-07,1.93866581985441e-35,0.0004810935491437585,0.008209750433834869,0.022333478849225066,0.008468528734273971,0.0008986687454965683,0.005372921232728408,0.004236954030809534,8.289551438708871e-05,2.369528391206114e-10,0.0019709358614573473,0.0008499538555613624,0.0024163983363347484,0.0056316715348948545,0.0015102821104318784,3.5132500519307677e-06,5.917580591051753e-05,4.91201121522064e-12,3.229477045935961e-09,4.143204589505085e-11,3.4929065808334975e-05
2.831247564542655e-10,0.07782336798655136,0.0,19.260867839555978,0.03266600221038916,0.2985024481423606,0.34200721096582787,0.20069578362798213,0.09228299404308989,0.0,4.383221896166167e-17,2.907324818906986e-07,3.6329078969022076e-19,0.0,1.3535965509452583e-27,7.414386472317676e-05,5.758167293242036e-21,1.7551807893685876e-24,6.954286221261609e-35,1.2790965439080455e-10,6.908521962229688e-17,7.3851189018997805e-56,1.1940844939097517e-11,5.613989315538388e-38,3.2098108735086183e-19,3.1420924913487723e-37,2.1427301678663493e-07,1.9531506919356205e-35,0.0004811180126459968,0.008216333232190086,0.02238556399515818,0.008477290441230287,0.0008986190980713382,0.005382755120385978,0.004240112508739396,8.298116731439041e-05,2.3773348146953584e-10,0.0019757533366880054,0.0008500380061469998,0.002426939552924143,0.005646216477601383,0.0015130702519982097,3.5423614649146433e-06,5.903573634017509e-05,4.921014936309447e-12,3.2354326309677142e-09,4.148206274913233e-11,3.505892403051561e-05
2.836543129225638e-10,0.07782336798655136,0.0,19.260754585447728,0.0326708040348167,0.2984697008075469,0.3419984666121511,0.20068587013672745,0.09228655572615797,0.0,4.414374511845147e-17,2.912707770838355e-07,3.658268522217758e-19,0.0,1.3682678785662582e-27,7.462455529962026e-05,5.7986046448938454e-21,1.7617755049258145e-24,6.993108947533108e-35,1.2838477773936075e-10,6.92126843526297e-17,7.454036711721511e-56,1.1978659427073258e-11,5.645329754054996e-38,3.23234908714028e-19,3.176135419576441e-37,2.1455368414600388e-07,1.967716269056756e-35,0.00048114253225409485,0.008222901704138115,0.02243765533134526,0.008486034256611819,0.0008985694527568214,0.005392588155549576,0.004243255284741383,8.306673302418154e-05,2.3851506005065467e-10,0.00198056724965923,0.0008501217769067161,0.0024375020570332534,0.005660767145968454,0.001515853655142512,3.5716589961162514e-06,5.8896312094243346e-05,4.930017929248551e-12,3.2413879194284872e-09,4.1532170885421976e-11,3.518901894659227e-05
2.841838693908621e-10,0.07782336798655136,0.0,19.26064135470009,0.032675605318255405,0.2984369705285526,0.3419897401137935,0.20067595725905654,0.09229012823779909,0.0,4.4456875526857014e-17,2.918090585278585e-07,3.683756406078932e-19,0.0,1.3830694491702208e-27,7.510740701824777e-05,5.8392452066924875e-21,1.768383239145054e-24,7.032074928768522e-35,1.2886076819754907e-10,6.934014278678749e-17,7.5234666406253875e-56,1.2016509430989844e-11,5.676785838107527e-38,3.255000534593394e-19,3.210480339329488e-37,2.1483400157706727e-07,1.9823628475484755e-35,0.00048116710802079577,0.008229455899702367,0.02248975269744976,0.008494760216687968,0.0008985198096043423,0.005402420338296066,0.004246382398086508,8.315221173219339e-05,2.3929757341055063e-10,0.001985377574688533,0.0008502051725275321,0.0024480858170086942,0.0056753234881039135,0.0015186323117273182,3.6011434588874703e-06,5.875752916081094e-05,4.939020194071247e-12,3.2473429111656232e-09,4.158237026396886e-11,3.5319350533344964e-05
2.847134258591604e-10,0.07782336798655136,0.0,19.26052814746308,0.03268040605902694,0.29840425728266656,0.34198103143455894,0.20066604499486526,0.09229371158875865,0.0,4.477161492273126e-17,2.9234732625084254e-07,3.709371919361463e-19,0.0,1.398002161209943e-27,7.559242459879173e-05,5.880089579656682e-21,1.775004000025155e-24,7.071184421689521e-35,1.2933762569020078e-10,6.946759492515984e-17,7.593411521512186e-56,1.2054394807241868e-11,5.708357774940354e-38,3.27776555057046e-19,3.245129330755491e-37,2.1511396953354134e-07,1.9970907242632173e-35,0.00048119173999879,0.00823599586865202,0.022541855933500513,0.008503468357654866,0.0008984701686641913,0.005412251668702458,0.004249493888078193,8.323760365399661e-05,2.4008102009799253e-10,0.0019901842862318484,0.0008502881976430343,0.0024586908011034396,0.005689885452176242,0.0015214062137304093,3.6308156681813838e-06,5.861938355963641e-05,4.948021730811281e-12,3.2532976064270676e-09,4.163266118836098e-11,3.5449918767557096e-05
2.8519002668062884e-10,0.07782336798655136,0.0,19.260426281175118,0.032684726260377495,0.29837482990594916,0.34197320882874077,0.20065712448153283,0.09229694588109577,0.0,4.505625997664844e-17,2.9283175549319777e-07,3.7325353110819737e-19,0.0,1.4115544740790343e-27,7.603079612758203e-05,5.917024270936833e-21,1.7809738292559188e-24,7.106505879958914e-35,1.2976753868593182e-10,6.958229646712041e-17,7.656804547932988e-56,1.2088521770565936e-11,5.736871743479379e-38,3.2983514428488775e-19,3.2765751317159546e-37,2.1536564226809754e-07,2.010415569056087e-35,0.0004812139568831451,0.008241869717881514,0.02258875373282847,0.008511290479043835,0.0008984254937503461,0.005421099137381198,0.004252280903613104,8.331438235944425e-05,2.407869189140582e-10,0.0019945072160895074,0.0008503626072520162,0.002468253407096986,0.005702995983807734,0.0015238986538280259,3.657681854668668e-06,5.849559417326976e-05,4.95612249140092e-12,3.258656579484441e-09,4.167800094034949e-11,3.5567632492740576e-05
2.856666275020973e-10,0.07782336798655136,0.0,19.260324434161017,0.03268904601964979,0.2983454162912154,0.3419654006008684,0.20064820446496065,0.09230018896974983,0.0,4.534221559655149e-17,2.9331617366459245e-07,3.755802653636331e-19,0.0,1.4252144039700299e-27,7.647092925027339e-05,5.954124975119456e-21,1.786954222481968e-24,7.141943977702535e-35,1.3019815386390832e-10,6.969699291009436e-17,7.720619068116999e-56,1.2122677164584855e-11,5.76547987165031e-38,3.3190298412323373e-19,3.3082704545502967e-37,2.1561703262514894e-07,2.0238067234228626e-35,0.00048123621937961746,0.00824773211958723,0.022635656041427813,0.008519098222498002,0.0008983808207036566,0.005429945915783311,0.004255055324788704,8.339109109944639e-05,2.4149357149683134e-10,0.001998827180017661,0.000850436723765936,0.002477833155563074,0.005716110989574859,0.0015263872306228456,3.6847013735932287e-06,5.83723149698358e-05,4.964222662298675e-12,3.264015312805392e-09,4.1723414606482665e-11,3.568553786664561e-05
2.8614322832356574e-10,0.07782336798655136,0.0,19.260222606529577,0.032693365335680735,0.29831601642201977,0.3419576067247066,0.20063928494507452,0.09230344086249033,0.0,4.5629485232619324e-17,2.9380058078537507e-07,3.7791742176006635e-19,0.0,1.4389826149916517e-27,7.691282739071058e-05,5.991392131179006e-21,1.7929451856185884e-24,7.177498901990188e-35,1.3062947116934634e-10,6.981168425436555e-17,7.784857168643298e-56,1.2156860884716684e-11,5.794182310469484e-38,3.3398009901798944e-19,3.3402168367650914e-37,2.1586814093418559e-07,2.037264404852587e-35,0.00048125852752650385,0.008253583109527332,0.022682562743438463,0.008526891614252697,0.0008983361495587288,0.005438792003965255,0.004257817180320524,8.34677300307882e-05,2.422009767928921e-10,0.002003144159681358,0.0008505105504540233,0.002487430023166825,0.005729230431819721,0.0015288719385045592,3.711874822366536e-06,5.824954311233211e-05,4.972322243528829e-12,3.2693738066160426e-09,4.176890222870206e-11,3.580363487235596e-05
2.8657216906288737e-10,0.07782336798655136,0.0,19.260130978323218,0.03269725234019098,0.29828956827861397,0.34195060448522846,0.20063125780178273,0.09230637509985604,0.0,4.588915423985e-17,2.9423653776259446e-07,3.8002979581560215e-19,0.0,1.4514671365007291e-27,7.731204763275337e-05,6.025075251009829e-21,1.798346094625532e-24,7.20959837513699e-35,1.3101825701794475e-10,6.991490210505349e-17,7.843035350328877e-56,1.2187650365253234e-11,5.820095265809494e-38,3.358574528126806e-19,3.3691845126693815e-37,2.1609389753326706e-07,2.0494333788084952e-35,0.00048127864392142803,0.008258839272835846,0.0227247824360494,0.008533893417773926,0.0008982959471824012,0.0054467528932375,0.004260292130422262,8.353664551207338e-05,2.4283828425970507e-10,0.002007026874751459,0.000850576749347159,0.0024960818215387453,0.005741041691937024,0.0015311048631006245,3.73646303088225e-06,5.813947989271043e-05,4.979611362495389e-12,3.274196246732465e-09,4.1809904197969535e-11,3.591008600870963e-05
2.87001109802209e-10,0.07782336798655136,0.0,19.26003936598384,0.03270113898392703,0.29826313124386056,0.3419436138303653,0.20062323106069369,0.09230931648044452,0.0,4.614989290826072e-17,2.9467248582005203e-07,3.8215065346090055e-19,0.0,1.4640403942286091e-27,7.771270279652398e-05,6.0588938730203685e-21,1.8037555744227813e-24,7.241792765628648e-35,1.3140761150548445e-10,7.001811582622908e-17,7.901559858381685e-56,1.2218462629068179e-11,5.846084845143321e-38,3.377423570573234e-19,3.3983579277502994e-37,2.1631942617965492e-07,2.061656575159908e-35,0.0004812987973520436,0.008264086247282795,0.02276700550954634,0.00854088363668895,0.0008982557463983891,0.005454713223518507,0.004262756946587044,8.360550468935527e-05,2.4347619980622937e-10,0.002010907144549988,0.0008506427184384026,0.0025047474503683,0.005752856487735985,0.0015333346454082565,3.7611768442986303e-06,5.802982330147563e-05,4.9869000038738525e-12,3.27901849323272e-09,4.1850965945247886e-11,3.6016692340797684e-05
