Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511),CHOX(665),NO2X(213),SX(672),H2NO3(231),CH2NX(666),CNO2X(792),SX(731),S(698)
7.050212903382051e-12,0.12567964629887188,0.0,31.20323499065942,0.030986090169207524,0.31866728886384815,0.3500763623019877,0.20663534265592612,0.09166224990354525,0.0,9.164473610524089e-17,1.4657900063696316e-05,5.484082980697244e-15,0.0,2.8618568640370276e-24,1.3467811714180862e-08,1.3008214093064337e-18,1.1871938302255884e-18,4.211172295451949e-26,2.6041081228372443e-09,3.602320327093206e-11,5.048089782770203e-41,1.7218512791478564e-07,6.256241346456801e-27,7.521224282526408e-16,1.0574867409340285e-30,1.4746247377197535e-05,1.497465354376165e-28,0.000355724548405919,0.00025745761450903773,0.0008990792168269151,0.00030928729111211965,0.0002020390024721602,0.00016076121055197892,0.0002817513789680001,7.948024336168321e-05,1.4166791743861234e-05,3.397228445372844e-05,2.424574739740848e-05,5.087354699881197e-06,0.00013995894098967502,9.725842426567703e-05,2.014766569485779e-11,9.269851420320055e-05,7.798245976090677e-10,5.055178518709998e-08,5.184884621644172e-08,1.3626978765815755e-05,6.370690237591831e-05,2.8332997490586784e-08,4.466483959953534e-06,3.2858383383183497e-12,2.9499890522151043e-10,1.071709439122168e-07,3.358720261733326e-12,1.3989588531552214e-05,5.489988729592561e-10,9.700679961001417e-17,3.4365790943692033e-07,1.8425096521714473e-06
7.064642342740377e-12,0.12567964629887188,0.0,31.203229303885728,0.0309859297893568,0.31866587567042876,0.35007573563524974,0.2066347871840318,0.0916622137735857,0.0,9.246721231300625e-17,1.4687667020109192e-05,5.517566270126842e-15,0.0,2.8910880184517623e-24,1.3570833747655782e-08,1.3113257454252545e-18,1.1920989227547797e-18,4.2370704578372406e-26,2.6144797390098693e-09,3.6096871239849885e-11,5.099940942326079e-41,1.725302999228389e-07,6.294716287737587e-27,7.567070861444221e-16,1.0683005440537456e-30,1.4776286426485878e-05,1.5096217372568876e-28,0.0003557610882811231,0.0002576469918098218,0.0009016270038485498,0.00030971119892435605,0.0002022369610038035,0.00016106265846141377,0.0002823322153986061,7.958479312361049e-05,1.4195739666123676e-05,3.4096200332657405e-05,2.425891765979568e-05,5.107778598010813e-06,0.0001404405042985743,9.762467691851304e-05,2.0341780102703495e-11,9.280871034997013e-05,7.812869738605265e-10,5.06468265075942e-08,5.1857046893794646e-08,1.3682441518487881e-05,6.380255422270989e-05,2.8367750901546164e-08,4.503152829168908e-06,3.301264183043656e-12,2.9620510847949737e-10,1.0760718911973102e-07,3.365619156455538e-12,1.4018173073084517e-05,5.508187994580476e-10,9.742172919416988e-17,3.4414240496501214e-07,1.8536408696991057e-06
7.079071782098703e-12,0.12567964629887188,0.0,31.20322361688795,0.030985769462764993,0.31866446270028603,0.3500751096222811,0.20663423225027458,0.09166217798242961,0.0,9.329531985691463e-17,1.4717433048118093e-05,5.5511846763880555e-15,0.0,2.920556834181868e-24,1.3674437408392261e-08,1.3218930363480472e-18,1.197014296953099e-18,4.2630745441635403e-26,2.6248707816470117e-09,3.617053901082045e-11,5.152217230188753e-41,1.7287544977786427e-07,6.333348591143286e-27,7.613101657014915e-16,1.0792024221549068e-30,1.4806324756907781e-05,1.5218514194330472e-28,0.0003557972939984968,0.00025783568845797844,0.0009041768265123008,0.00031013445350934845,0.00020243438249730334,0.0001613640002674223,0.00028291261091012914,7.968926702498806e-05,1.422468741341375e-05,3.422022136066465e-05,2.4272061245885893e-05,5.128222542536622e-06,0.00014092270094624165,9.799143373506463e-05,2.053737742204077e-11,9.291862042914551e-05,7.827488356754825e-10,5.074183466141388e-08,5.186532238172161e-08,1.373800971994992e-05,6.389797467461699e-05,2.840241176180886e-08,4.540013758661404e-06,3.3167309674387763e-12,2.9741442900419774e-10,1.0804430869615701e-07,3.372522605068804e-12,1.4046757436720362e-05,5.52640433140519e-10,9.783773472859523e-17,3.4462639081822135e-07,1.86481171399922e-06
7.093501221457029e-12,0.12567964629887188,0.0,31.20321792966411,0.030985609189391198,0.31866304995266165,0.3500744842620757,0.20663367785320036,0.09166214252701357,0.0,9.41290853677251e-17,1.4747198147849816e-05,5.584938465099801e-15,0.0,2.950264748952979e-24,1.3778624798561007e-08,1.332523527764159e-18,1.201939953865513e-18,4.289184770319118e-26,2.6352812439109366e-09,3.6244206584035344e-11,5.204921254463879e-41,1.732205775151757e-07,6.372138577394098e-27,7.659317024933055e-16,1.0901929096168616e-30,1.4836362368113397e-05,1.5341546893172028e-28,0.00035583316862816114,0.00025802370699675657,0.0009067286814986602,0.000310557055872638,0.00020263126840572063,0.00016166523600789998,0.0002834925643196995,7.979366526316036e-05,1.425363498580535e-05,3.434434679780804e-05,2.4285178409777764e-05,5.148686398961413e-06,0.00014140553047350138,9.835869357542871e-05,2.0734466011906133e-11,9.302824489984418e-05,7.842101832374754e-10,5.08368096608696e-08,5.187367257085413e-08,1.3793683331656897e-05,6.39931633363551e-05,2.843698008368231e-08,4.577067131737721e-06,3.3322386988089056e-12,2.986268726904593e-10,1.0848230257106009e-07,3.379430629227122e-12,1.4075341622533539e-05,5.54463770067111e-10,9.825481808738384e-17,3.451098686524644e-07,1.8760221956482204e-06
7.1079306608153546e-12,0.12567964629887188,0.0,31.20321224221223,0.030985448969195088,0.31866163742679937,0.3500738595536293,0.20663312399135914,0.09166210740430245,0.0,9.496853554645286e-17,1.4776962319431065e-05,5.618827901849288e-15,0.0,2.980213206191898e-24,1.3883398023473014e-08,1.3432174657993879e-18,1.2068758945369861e-18,4.315401352190779e-26,2.645711118966346e-09,3.6317873959685625e-11,5.258055633895071e-41,1.7356568317002926e-07,6.411086567208018e-27,7.70571732081366e-16,1.1012725429507538e-30,1.4866399259753928e-05,1.5465318358437678e-28,0.0003558687152120427,0.00025821104996005047,0.0009092825654970137,0.0003109790070182175,0.0002028276201781849,0.00016196636572072637,0.0002840720744527757,7.989798803305964e-05,1.4282582383372208e-05,3.446857590586874e-05,2.429826940371436e-05,5.169170033769563e-06,0.0001418889924223577,9.87264553004252e-05,2.0933054261482494e-11,9.313758422139195e-05,7.856710167358654e-10,5.0931751518259636e-08,5.188209735001825e-08,1.3849462315209267e-05,6.408811981509139e-05,2.847145587222354e-08,4.614313329833661e-06,3.3477873842684383e-12,2.9984244543800574e-10,1.0892117067401279e-07,3.3863432503770907e-12,1.4103925630597678e-05,5.562888063151449e-10,9.867298114480891e-17,3.4559283999323786e-07,1.8872723247788598e-06
7.1223601001736805e-12,0.12567964629887188,0.0,31.203206554530375,0.030985288802136884,0.31866022512194636,0.3500732354959389,0.20663257066330487,0.09166207261128893,0.0,9.581369716440877e-17,1.4806725562988444e-05,5.65285325219207e-15,0.0,3.0104036550372015e-24,1.3988759191576087e-08,1.3539750970157453e-18,1.2118221200124766e-18,4.3417245056638625e-26,2.6561603999803844e-09,3.6391541137961856e-11,5.311622997885511e-41,1.7391076677762341e-07,6.450192881300839e-27,7.752302900192237e-16,1.1124418608035654e-30,1.4896435431481627e-05,1.5589831484687558e-28,0.00035590393676412756,0.0002583977198724341,0.0009118384752055988,0.00031140030794853465,0.0002030234392599046,0.00016226738944376547,0.00028465114014311377,8.000223552722683e-05,1.4311529606187908e-05,3.459290794836243e-05,2.4311334478095003e-05,5.189673314437335e-06,0.0001423730863359804,9.909471777160265e-05,2.1133150590143867e-11,9.324663885331539e-05,7.871313363529283e-10,5.1026660245882986e-08,5.189059660710228e-08,1.3905346632350168e-05,6.41828437204518e-05,2.8505839125082466e-08,4.651752732505221e-06,3.3633770307418513e-12,3.010611531513539e-10,1.0936091293459475e-07,3.3932604897610925e-12,1.4132509460986262e-05,5.581155379786901e-10,9.909222577501026e-17,3.4607530623749454e-07,1.8985621110805253e-06
7.136789539532006e-12,0.12567964629887188,0.0,31.20320086661661,0.030985128688177398,0.31865881303735233,0.35007261208800317,0.20663201786759533,0.09166203814499344,0.0,9.6664597063239e-17,1.4836487878648471e-05,5.68701478165209e-15,0.0,3.0408375503498453e-24,1.4094710414451373e-08,1.3647966684112217e-18,1.2167786313369383e-18,4.3681544466222506e-26,2.6666290801226378e-09,3.6465208119054093e-11,5.365625986519535e-41,1.7425582837309915e-07,6.48945784038616e-27,7.799074118524794e-16,1.1237014039621562e-30,1.4926470882949777e-05,1.5715089171695327e-28,0.0003559388362707214,0.0002585837192491948,0.0009143964073314681,0.00031182095966449347,0.00020321872709217796,0.0001625683072148654,0.00028522976023273355,8.010640793583275e-05,1.4340476654325895e-05,3.471734219055109e-05,2.4324373881487188e-05,5.210196109444614e-06,0.00014285781175869006,9.946347985124399e-05,2.1334763447500093e-11,9.335540925533396e-05,7.885911422608801e-10,5.1121535856042506e-08,5.189917022807464e-08,1.396133624496381e-05,6.427733466452795e-05,2.8540129832960558e-08,4.689385717418247e-06,3.3790076449645958e-12,3.022830017397274e-10,1.0980152928239285e-07,3.4001823684242537e-12,1.4161093113772617e-05,5.599439611684199e-10,9.951255385245108e-17,3.4655726865622294e-07,1.90989156379954e-06
7.151218978890332e-12,0.12567964629887188,0.0,31.203195178469038,0.03098496862727795,0.3186574011722701,0.3500719893288226,0.20663146560279222,0.09166200400246383,0.0,9.752126215496432e-17,1.4866249266537566e-05,5.721312755721732e-15,0.0,3.0715163527237596e-24,1.4201253806809926e-08,1.3756824274195478e-18,1.221745429555321e-18,4.3946913909483595e-26,2.67711715256513e-09,3.653887490315186e-11,5.420067250584247e-41,1.746008679915399e-07,6.528881765175378e-27,7.846031331187872e-16,1.1350517153573071e-30,1.4956505613812683e-05,1.5841094324445644e-28,0.00035597341669070173,0.0002587690505963669,0.0009169563585904496,0.0003122409631654575,0.0002034134851124032,0.0001628691190718586,0.000285807933571887,8.021050544669884e-05,1.436942352785944e-05,3.484187789945413e-05,2.433738786063831e-05,5.230738288285694e-06,0.00014334316823594418,9.983274040237177e-05,2.153790131344157e-11,9.346389588735258e-05,7.900504346492084e-10,5.121637836101712e-08,5.190781809737038e-08,1.4017431115072872e-05,6.437159226188393e-05,2.8574327979694655e-08,4.727212660339051e-06,3.3946792334839604e-12,3.035079971169653e-10,1.1024301964700113e-07,3.4071089072151235e-12,1.4189676589029932e-05,5.617740720114561e-10,9.993396725189373e-17,3.4703872839665696e-07,1.9212606917394864e-06
7.165648418248658e-12,0.12567964629887188,0.0,31.20318949008579,0.03098480861940045,0.31865598952595475,0.3500713672173988,0.20663091386746116,0.09166197018077515,0.0,9.838371942201961e-17,1.4896009726782052e-05,5.7557474398618635e-15,0.0,3.10244152849645e-24,1.4308391486489246e-08,1.3866326219099618e-18,1.2267225157125704e-18,4.42133555452315e-26,2.687624610482322e-09,3.6612541490444164e-11,5.474949451591104e-41,1.7494588566797205e-07,6.568464976377694e-27,7.893174893478561e-16,1.146493340067761e-30,1.498653962372565e-05,1.5967849853131668e-28,0.00035600768095577206,0.0002589537164107661,0.0009195183257071076,0.00031266031944925186,0.00020360771475408973,0.00016316982505256165,0.0002863856590190261,8.031452824531793e-05,1.4398370226861685e-05,3.4966514343859825e-05,2.435037666048741e-05,5.251299721480106e-06,0.00014382915531432265,0.00010020249828875393,2.174257269818386e-11,9.357209920945402e-05,7.91509213726034e-10,5.131118777306034e-08,5.1916540097855274e-08,1.4073631204836397e-05,6.44656161295631e-05,2.8608433542380286e-08,4.765233935124992e-06,3.410391802659846e-12,3.047361452014378e-10,1.1068538395802073e-07,3.4140401267898257e-12,1.421825988683124e-05,5.636058666512275e-10,1.0035646784851536e-16,3.4751968648442423e-07,1.9326695032615275e-06
7.180077857606984e-12,0.12567964629887188,0.0,31.203183801465006,0.03098464866450732,0.3186545780976648,0.3500707457527351,0.20663036266017154,0.09166193667702933,0.0,9.925199591729239e-17,1.4925769259508165e-05,5.7903190995018895e-15,0.0,3.133614549759582e-24,1.4416125574449815e-08,1.3976475001869692e-18,1.2317098908536257e-18,4.448087153226124e-26,2.6981514470511142e-09,3.668620788111952e-11,5.530275261797519e-41,1.7529088143736474e-07,6.608207794700128e-27,7.940505160614529e-16,1.1580268253242583e-30,1.501657291234498e-05,1.6095358673152561e-28,0.000356041631970708,0.0002591377191800221,0.0009220823054147062,0.00031307902951216546,0.00020380141744686777,0.00016347042519477563,0.00028696293544077186,8.041847651487467e-05,1.4427316751405608e-05,3.509125079433632e-05,2.4363340524176694e-05,5.2718802805825206e-06,0.0001443157725415141,0.0001005727523749092,2.1948786142312256e-11,9.368001968189141e-05,7.929674796510237e-10,5.140596410446842e-08,5.1925336111837987e-08,1.4129936476546937e-05,6.455940588709468e-05,2.8642446491145847e-08,4.803449913716009e-06,3.4261453586657437e-12,3.059674519159634e-10,1.1112862214506001e-07,3.4209760476129894e-12,1.4246843007249414e-05,5.654393412473362e-10,1.007800575174979e-16,3.48000143825381e-07,1.9441180062847607e-06
7.19450729696531e-12,0.12567964629887188,0.0,31.203178112604867,0.030984488762561543,0.31865316688666123,0.35007012493383627,0.20662981197949687,0.09166190348835498,0.0,1.0012611876416206e-16,1.4955527864842047e-05,5.825028000039794e-15,0.0,3.165036894369576e-24,1.4524458194771676e-08,1.4087273109901086e-18,1.236707556023424e-18,4.474946402935326e-26,2.708697655450841e-09,3.6759874075365914e-11,5.58604736422847e-41,1.7563585533463024e-07,6.648110540847497e-27,7.988022487734041e-16,1.1696527205135782e-30,1.504660547932795e-05,1.6223623705110967e-28,0.00035607527261360814,0.0002593210613826132,0.0009246482944551693,0.00031349709434895366,0.00020399459461649982,0.00016377091953628562,0.00028753976171188114,8.052235043626608e-05,1.445626310156405e-05,3.521608652324276e-05,2.437627969306324e-05,5.2924798381938525e-06,0.0001448030194663015,0.00010094350152611233,2.215655021682631e-11,9.378765776508081e-05,7.944252325761054e-10,5.1500707367539456e-08,5.193420602011773e-08,1.418634689262923e-05,6.465296115650026e-05,2.8676366789552443e-08,4.841860966124935e-06,3.4419399074896634e-12,3.0720192318772987e-10,1.1157273413773452e-07,3.42791668996578e-12,1.4275425950357198e-05,5.672744919754313e-10,1.0120473813446342e-16,3.4848010120786877e-07,1.9556062082865475e-06
7.208936736323636e-12,0.12567964629887188,0.0,31.203172423503563,0.030984328913526638,0.31865175589220773,0.35006950475970894,0.20662926182401425,0.09166187061190717,0.0,1.0100611515653841e-16,1.4985285542909751e-05,5.859874406842198e-15,0.0,3.1967100459581845e-24,1.4633391474650961e-08,1.4198723034937177e-18,1.2417155122668967e-18,4.501913519527347e-26,2.7192632288632728e-09,3.683354007337085e-11,5.642268452698071e-41,1.7598080739462413e-07,6.68817353552244e-27,8.035727229895989e-16,1.1813715771825736e-30,1.5076637324332804e-05,1.635264787481054e-28,0.00035610860573613665,0.00025950374548789864,0.0009272162895790436,0.00031391451495284034,0.00020418724768489033,0.00016407130811486132,0.0002881161367152149,8.062615018812176e-05,1.448520927740969e-05,3.534102080474027e-05,2.438919440673037e-05,5.3130982679717e-06,0.00014529089563854872,0.00010131474460839976,2.2365873523184385e-11,9.389501391959381e-05,7.958824727316822e-10,5.159541757448572e-08,5.194314970204065e-08,1.424286241563813e-05,6.474628156230047e-05,2.871019439482193e-08,4.880467460428486e-06,3.4577754549349107e-12,3.084395649482115e-10,1.120177198656669e-07,3.4348620739482138e-12,1.430400871622718e-05,5.691113150270716e-10,1.0163051157555771e-16,3.4895955930473176e-07,1.967134116302882e-06
7.223366175681962e-12,0.12567964629887188,0.0,31.20316673415931,0.030984169117366626,0.31865034511357104,0.35006888522936086,0.20662871219230475,0.09166183804486713,0.0,1.0189201235890033e-16,1.5015042293837223e-05,5.894858585244384e-15,0.0,3.2286354939430795e-24,1.4742927544396473e-08,1.4310827273066935e-18,1.2467337606289697e-18,4.528988718877322e-26,2.729848160472612e-09,3.690720587532131e-11,5.6989412318312e-41,1.763257376521451e-07,6.728397099425405e-27,8.083619742079907e-16,1.1931839490422077e-30,1.5106668447018737e-05,1.64824341132534e-28,0.00035614163416376927,0.0002596857739561524,0.0009297862875454614,0.0003143312923155206,0.0002043793780700966,0.0001643715909682565,0.00028869205934170636,8.072987594682422e-05,1.4514155279015068e-05,3.546605291480267e-05,2.4402084902999166e-05,5.333735444640476e-06,0.00014577940060918673,0.00010168648048857478,2.257676469334802e-11,9.400208860615034e-05,7.97339200349082e-10,5.1690094737512135e-08,5.1952167035733803e-08,1.4299483008256545e-05,6.483936673152118e-05,2.874392925785102e-08,4.919269762758609e-06,3.4736520066207494e-12,3.0968038313308796e-10,1.1246357925848697e-07,3.441812219482501e-12,1.4332591304931794e-05,5.709498066095947e-10,1.0205737971747354e-16,3.49438518675141e-07,1.978701736928744e-06
7.237795615040288e-12,0.12567964629887188,0.0,31.203161044570347,0.030984009374046103,0.31864893455002047,0.3500682663418014,0.20662816308295326,0.09166180578444202,0.0,1.0278383770633359e-16,1.504479811775033e-05,5.929980800550377e-15,0.0,3.2608147335384183e-24,1.485306853742623e-08,1.44235883247226e-18,1.2517623021545664e-18,4.556172216858939e-26,2.7404524434654964e-09,3.6980871481403765e-11,5.756068417085075e-41,1.7667064614193558e-07,6.768781553254659e-27,8.131700379186001e-16,1.205090391971586e-30,1.5136698847045891e-05,1.6612985356637691e-28,0.00035617436069602785,0.0002598671492385963,0.0009323582851221031,0.0003147474274271627,0.00020457098718633908,0.00016467176813420937,0.0002892675284903304,8.083352788652852e-05,1.454310110645257e-05,3.5591182131227226e-05,2.4414951417939648e-05,5.354391244001366e-06,0.00014626853393020023,0.00010205870803421277,2.2789232389826272e-11,9.41088822856113e-05,7.987954154835881e-10,5.1784738868996114e-08,5.196125789854055e-08,1.4356208633292972e-05,6.493221629369984e-05,2.8777571323198315e-08,4.958268237293956e-06,3.4895695679837904e-12,3.109243836821627e-10,1.1291031224583169e-07,3.4487671463131595e-12,1.4361173716543336e-05,5.727899629459779e-10,1.0248534443725615e-16,3.499169797666182e-07,1.9903090763184998e-06
7.252225054398614e-12,0.12567964629887188,0.0,31.203155354734943,0.030983849683530146,0.31864752420082804,0.3500676480960417,0.20662761449454858,0.09166177382786478,0.0,1.0368161860456962e-16,1.5074553014774843e-05,5.965241318032958e-15,0.0,3.293249265765427e-24,1.4963816590264037e-08,1.4537008694677298e-18,1.2568011378886043e-18,4.5834642293444316e-26,2.7510760710309955e-09,3.7054536891804193e-11,5.813652734770859e-41,1.7701553289868134e-07,6.809327217706288e-27,8.179969496035174e-16,1.2170914640219923e-30,1.516672852407533e-05,1.674430454635504e-28,0.0003562067881067257,0.00026004787377743275,0.0009349322790851586,0.0003151629212764108,0.00020476207644401167,0.00016497183965044247,0.00028984254306807,8.09371061791826e-05,1.4572046759794444e-05,3.571640773364535e-05,2.4427794185882255e-05,5.375065542942376e-06,0.00014675829515461378,0.00010243142611366669,2.3003285305720178e-11,9.421539541897133e-05,8.00251118262555e-10,5.187934998123575e-08,5.197042216675645e-08,1.4413039253680085e-05,6.50248298808917e-05,2.8811120529197053e-08,4.997463246251312e-06,3.5055281442788813e-12,3.121715725392888e-10,1.133579187573452e-07,3.4557268740137827e-12,1.4389755951133948e-05,5.746317802747275e-10,1.029144076125487e-16,3.503949429167022e-07,2.0019561401862572e-06
7.26665449375694e-12,0.12567964629887188,0.0,31.20314966465138,0.030983690045784357,0.3186461140652686,0.3500670304910939,0.20662706642568318,0.09166174217239374,0.0,1.0458538253002267e-16,1.510430698503644e-05,6.000640402933734e-15,0.0,3.325940597462955e-24,1.5075173842536033e-08,1.4651090892042712e-18,1.2618502688759968e-18,4.610864972204586e-26,2.761719036360606e-09,3.712820210670805e-11,5.871696922075258e-41,1.7736039795701237e-07,6.850034413474194e-27,8.228427447369036e-16,1.2291877254209184e-30,1.5196757477769031e-05,1.6876394628988068e-28,0.00035623891914419515,0.0002602279500058774,0.0009375082662192919,0.0003155777748503871,0.00020495264724969207,0.00016527180555466273,0.0002904171019898872,8.104061099454646e-05,1.460099223911277e-05,3.584172900353282e-05,2.444061343942879e-05,5.395758219448273e-06,0.0001472486838364792,0.00010280463359607193,2.321893216476682e-11,9.432162846735191e-05,8.017063092073906e-10,5.1973928086122984e-08,5.1979659715882105e-08,1.4469974832472404e-05,6.511720712767576e-05,2.8844576808103636e-08,5.036855149877147e-06,3.521527740578951e-12,3.134219556522906e-10,1.1380639872267876e-07,3.462691421988046e-12,1.4418338008775628e-05,5.764752548497492e-10,1.0334457112138244e-16,3.5087240835503695e-07,2.013642933806295e-06
7.281083933115266e-12,0.12567964629887188,0.0,31.20314397431795,0.030983530460774865,0.31864470414261986,0.3500664135259725,0.20662651887495342,0.0916617108153126,0.0,1.0549515702982829e-16,1.5134060028660705e-05,6.036178320463177e-15,0.0,3.358890241298052e-24,1.5187142436967315e-08,1.476583743026671e-18,1.2669096961616525e-18,4.6383746613087394e-26,2.7723813326482616e-09,3.7201867126300324e-11,5.93020372708211e-41,1.77705241351502e-07,6.890903461250109e-27,8.277074587849948e-16,1.2413797385760948e-30,1.522678570778987e-05,1.7009258556307901e-28,0.00035627075653152975,0.00026040738034819233,0.0009400862433176039,0.00031599198913469413,0.00020514270100615225,0.0001655716658845614,0.0002909912041786886,8.11440425002122e-05,1.4629937544479504e-05,3.596714522422055e-05,2.4453409409463807e-05,5.416469152610542e-06,0.0001477396995308617,0.00010317832935135192,2.3436181721383793e-11,9.442758189199402e-05,8.031609882867614e-10,5.206847319610517e-08,5.1988970420104685e-08,1.4527015332845226e-05,6.520934767116115e-05,2.887794008631658e-08,5.076444306439115e-06,3.5375683617765733e-12,3.146755389728907e-10,1.1425575207149081e-07,3.4696608094767276e-12,1.4446919889540228e-05,5.78320382940234e-10,1.0377583684261221e-16,3.513493762049222e-07,2.025369462013435e-06
7.295513372473592e-12,0.12567964629887188,0.0,31.203138283732997,0.03098337092846831,0.31864329443216205,0.3500657971996928,0.20662597184095952,0.09166167975392986,0.0,1.0641096972188087e-16,1.516381214577313e-05,6.0718553358006694e-15,0.0,3.392099715776532e-24,1.529972451937843e-08,1.4881250827130987e-18,1.271979420790476e-18,4.665993512524786e-26,2.783062953090317e-09,3.727553195076549e-11,5.989175908793993e-41,1.7805006311666825e-07,6.93193468172359e-27,8.325911272061028e-16,1.253668068079526e-30,1.5256813213801627e-05,1.7142899285271681e-28,0.0003563023029668162,0.000260586167219719,0.0009426662071815949,0.0003164055651134174,0.00020533223911236868,0.00016587142067781406,0.0002915648485652952,8.12474008616238e-05,1.4658882675966443e-05,3.6092655680904854e-05,2.4466182325165676e-05,5.437198222637025e-06,0.000148231341793827,0.00010355251225022306,2.365504276071334e-11,9.453325615425106e-05,8.046151554770578e-10,5.2162985323615595e-08,5.199835415257427e-08,1.4584160718092665e-05,6.53012511509928e-05,2.8911210284478157e-08,5.116231072217901e-06,3.5536500125856167e-12,3.159323284566298e-10,1.1470597873344684e-07,3.476635055558355e-12,1.4475501593499457e-05,5.801671608305295e-10,1.0420820665593622e-16,3.5182584648501923e-07,2.03713572920345e-06
7.309942811831918e-12,0.12567964629887188,0.0,31.203132592894857,0.03098321144883181,0.3186418849331781,0.35006518151127164,0.20662542532230538,0.09166164898557898,0.0,1.0733284829487044e-16,1.5193563336499117e-05,6.107671714094555e-15,0.0,3.425570545253513e-24,1.5412922238681998e-08,1.4997333604748737e-18,1.2770594438073672e-18,4.6937217417191734e-26,2.793763890885562e-09,3.7349196580287505e-11,6.048616237153803e-41,1.7839486328697287e-07,6.97312839558201e-27,8.374937854506181e-16,1.2660532807115113e-30,1.528683999546895e-05,1.7277319778020061e-28,0.0003563335611233562,0.0002607643130269098,0.0009452481546211291,0.0003168185037691272,0.00020552126296353247,0.00016617106997208084,0.00029213803408841156,8.135068624209569e-05,1.468782763364524e-05,3.621825966065727e-05,2.4478932414017373e-05,5.457945310861148e-06,0.00014872361018242848,0.00010392718116419973,2.3875524098666327e-11,9.463865171558219e-05,8.060688113364406e-10,5.225746448049046e-08,5.2007810785996756e-08,1.4641410951625218e-05,6.53929172093573e-05,2.8944387317355593e-08,5.156215801499536e-06,3.569772697541242e-12,3.1719233006279387e-10,1.1515707863821955e-07,3.483614179149483e-12,1.4504083120724873e-05,5.82015584820018e-10,1.0464168244155284e-16,3.523018191111794e-07,2.04894173933352e-06
7.324372251190244e-12,0.12567964629887188,0.0,31.2031269018019,0.030983052021833,0.3186404756449538,0.35006456645972794,0.20662487931759874,0.09166161850761789,0.0,1.0826082050832021e-16,1.5223313600963977e-05,6.143627720462179e-15,0.0,3.459304259943984e-24,1.5526737746879308e-08,1.5114088289562274e-18,1.2821497662572212e-18,4.7215595647569025e-26,2.8044841392352066e-09,3.7422861015049855e-11,6.108527493066373e-41,1.7873964189682215e-07,7.014484923510591e-27,8.424154689610121e-16,1.2785359454446756e-30,1.531686605245735e-05,1.7412523001874718e-28,0.00035636453364989865,0.000260941820167361,0.0009478320824543991,0.00031723080608288143,0.00020570977395105986,0.00016647061380500617,0.00029271075969459484,8.145389880283233e-05,1.4716772417587398e-05,3.634395645243488e-05,2.449165990181751e-05,5.478710299751697e-06,0.00014921650425469464,0.00010430233496559948,2.4097634581966423e-11,9.474376903754523e-05,8.075219559111465e-10,5.235191067908007e-08,5.20173401922145e-08,1.4698765996968448e-05,6.548434549098871e-05,2.897747109403135e-08,5.1963988465671065e-06,3.5859364210008636e-12,3.184555497543398e-10,1.1560905171548877e-07,3.4905981990095367e-12,1.4532664471287887e-05,5.838656512230023e-10,1.050762660803924e-16,3.527772938981802e-07,2.0607874959226475e-06
7.33880169054857e-12,0.12567964629887188,0.0,31.203121210452522,0.030982892647440037,0.31863906656677754,0.35006395204408153,0.206624333825451,0.09166158831742886,0.0,1.0919491419262365e-16,1.5253062939292927e-05,6.179723619989944e-15,0.0,3.493302395933348e-24,1.564117319905684e-08,1.5231517412340701e-18,1.2872503891849294e-18,4.7495071975015407e-26,2.815223691342892e-09,3.7496525255235506e-11,6.168912468420044e-41,1.7908439898056682e-07,7.05600458619237e-27,8.473562131718404e-16,1.2911166334479966e-30,1.5346891384433183e-05,1.7548511929335863e-28,0.00035639522317086673,0.000261118691029845,0.0009504179875078873,0.0003176424730342279,0.00020589777346260223,0.00016677005221421893,0.0002932830243382216,8.155703870294743e-05,1.4745717027864285e-05,3.6469745347090355e-05,2.450436501269131e-05,5.499493072922221e-06,0.00014971002356961563,0.00010467797252754804,2.43213830881942e-11,9.484860858178972e-05,8.089745891284717e-10,5.244632393184968e-08,5.202694224209027e-08,1.4756225817761543e-05,6.557553564317417e-05,2.9010461518091144e-08,5.236780557692862e-06,3.602141187145286e-12,3.1972199349782393e-10,1.1606189789494144e-07,3.4975871337450397e-12,1.4561245645259776e-05,5.857173563685939e-10,1.055119594542844e-16,3.532522705612581e-07,2.072673002052082e-06
