Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33)
2.823575136729828e-09,0.045450764422602166,0.0,10.94426080452613,0.028120860701420322,0.17500510562746724,0.26085451052707465,0.15573849936968231,0.1024485484741675,0.0,4.1935547143489667e-26,1.790613343231803e-13,4.3174898326740184e-33,0.0,6.359298190753968e-45,6.025540029397048e-05,6.617696317010685e-35,3.5853173917683077e-40,7.860547766565595e-61,2.3859953086073215e-17,1.2042770657292413e-30,3.631060572250409e-97,1.1410911694048546e-20,6.58486699310872e-67,1.2021202464829499e-31,8.843950403588074e-62,3.357577476238513e-14,1.8018373067841898e-57,0.0017787971801918171,0.09782864726269781,0.04575609228191336,0.08963028161228735,0.01687290018114588,0.03440080346560302,0.027167988803046227,6.863339340059335e-06,3.6873931462023563e-16,0.0018532236690339096,0.018441856208716523,0.0009549911445397423,0.00533872022504386,0.0010907840323557518,2.0700345027281754e-05,2.13346902608919e-05,1.098344187342922e-15,1.71112201254271e-08,5.256202053046786e-11
2.8341423394294286e-09,0.045450764422602166,0.0,10.94337963342443,0.028105523145850117,0.17462084546674705,0.26057232263337704,0.15563520397611155,0.10250893854380247,0.0,4.215659932226738e-26,1.7963768559038548e-13,4.361878317684433e-33,0.0,6.475205850012554e-45,6.0717972118678735e-05,6.688550392112942e-35,3.6157604238709874e-40,7.94371440448265e-61,2.4029603312568958e-17,1.2082953329453816e-30,3.6958978457169263e-97,1.1442766385538465e-20,6.654536638172913e-67,1.2149881686908374e-31,9.005802954519992e-62,3.354823289070306e-14,1.8276967350898994e-57,0.0017796592656191058,0.09808997300099237,0.045857807273929754,0.08991246950598435,0.016864618055962396,0.034512380863378864,0.027224891476037374,6.860408387315971e-06,3.699170120827095e-16,0.0018647083764481733,0.018498409767507305,0.0009623743445088929,0.00533201816393362,0.0010968142851928958,2.0918357786355165e-05,2.1252276254236303e-05,1.108627276366968e-15,1.7231949354451636e-08,5.2811214678838086e-11
2.844709542129029e-09,0.045450764422602166,0.0,10.942500238512768,0.028090176167628832,0.17423749208600475,0.26029048012462486,0.15553205652363433,0.10256936009582028,0.0,4.237693386661284e-26,1.802134134151337e-13,4.406533378586324e-33,0.0,6.592727743378415e-45,6.118185612316879e-05,6.759848894292696e-35,3.6463765292266907e-40,8.027435853964601e-61,2.4199802674262322e-17,1.2123109360260352e-30,3.761637970610277e-97,1.1474553591329634e-20,6.72467105591619e-67,1.2279367592000207e-31,9.169928940912685e-62,3.3520614941873833e-14,1.8538263985647572e-57,0.0017805214736741344,0.09835068932881648,0.04595923290949816,0.09019431201473602,0.016856279904034162,0.034623866346424045,0.027281543015794833,6.857419094335791e-06,3.7109115821305415e-16,0.0018762127189028868,0.018554875281447246,0.0009697775331966331,0.0053252186852206914,0.0011028555669209397,2.113757363826687e-05,2.1170440825866755e-05,1.1189637350372566e-15,1.7353060064985955e-08,5.306075562395909e-11
2.8552767448286296e-09,0.045450764422602166,0.0,10.941622612379323,0.028074819943689204,0.17385504318168674,0.26000898251026033,0.15542905573877674,0.10262981212790148,0.0,4.259654317861077e-26,1.8078851856041487e-13,4.451455391429982e-33,0.0,6.711879203784824e-45,6.164704791398201e-05,6.831592461152328e-35,3.677166350480194e-40,8.111713589928196e-61,2.4370550719013994e-17,1.2163238787730752e-30,3.8282899493458313e-97,1.150627377929519e-20,6.795271481902941e-67,1.2409661332189598e-31,9.336350394164213e-62,3.349292284152605e-14,1.8802280582663625e-57,0.0017813837903385692,0.0986107977796267,0.046060371561877964,0.0904758096290999,0.016847886831969104,0.034735260081604935,0.027337944169873663,6.854371805617144e-06,3.722617607278594e-16,0.0018877365721388932,0.018611252836186698,0.0009772005992929763,0.005318322951699056,0.0011089078797532218,2.135799136902909e-05,2.1089177290360802e-05,1.129353621878955e-15,1.7474551893295986e-08,5.3310641452038155e-11
2.86584394752823e-09,0.045450764422602166,0.0,10.940746747656455,0.028059454649901512,0.17347349645693078,0.25972782930072047,0.15532620036762623,0.10269029364294159,0.0,4.281541980238553e-26,1.8136300178813523e-13,4.4966447304887645e-33,0.0,6.832675637324008e-45,6.211354314632633e-05,6.903781725681936e-35,3.708130531311465e-40,8.19654908415255e-61,2.454184699550331e-17,1.2203341649557599e-30,3.895862837702843e-97,1.1537927416217062e-20,6.866339149069189e-67,1.2540764051168412e-31,9.50508945813682e-62,3.346515848021618e-14,1.9069034795416895e-57,0.0017822462017153937,0.09887029988245405,0.04616122559206277,0.09075696283863913,0.0168394399280036,0.03484656223459816,0.027394095683621313,6.851266867044463e-06,3.7342882739700765e-16,0.0018992798123259808,0.018667542517541956,0.000984643431780424,0.005311332120338009,0.0011149712259164966,2.157960974604449e-05,2.100847906596604e-05,1.1397969956426898e-15,1.7596424475513755e-08,5.356087115206403e-11
2.8753544299578705e-09,0.045450764422602166,0.0,10.93995996935795,0.028045618275278468,0.17313087387519205,0.25947508547443415,0.1552337538414647,0.1027447513945336,0.0,4.3011776266999376e-26,1.8187950558241344e-13,4.537544007481292e-33,0.0,6.942811671563345e-45,6.253449974613371e-05,6.969133654735706e-35,3.736147904329321e-40,8.273379126168576e-61,2.469648201011794e-17,1.2239411542470577e-30,3.957473342618851e-97,1.1566359173193727e-20,6.930700557634295e-67,1.2659449113648384e-31,9.658954565381285e-62,3.344011030670062e-14,1.9311468873414884e-57,0.001783022441545179,0.09910333460766443,0.04625175280868235,0.091009706664925,0.016831792573019876,0.034946656005507316,0.027444419217766733,6.848423418638168e-06,3.744761707145509e-16,0.001909685202336418,0.018718128170077838,0.0009913587897641192,0.005304960014973652,0.0011204376728111572,2.178009180451767e-05,2.0936328647208644e-05,1.1492418120890963e-15,1.7706435045136622e-08,5.378636989989803e-11
2.883913864144547e-09,0.045450764422602166,0.0,10.939253079293412,0.028033159482616345,0.17282313539376307,0.2592478539161436,0.15515065108558812,0.10279378250777178,0.0,4.3187980266227357e-26,1.8234392927298664e-13,4.5745389750411444e-33,0.0,7.043093415103158e-45,6.29142578471004e-05,7.028259870129395e-35,3.7614851282737155e-40,8.342914339750564e-61,2.4836032618164877e-17,1.227185609628096e-30,4.013572399393304e-97,1.1591902266972073e-20,6.988951005124231e-67,1.2766827393939657e-31,9.799067108206802e-62,3.341751929146463e-14,1.953157842061684e-57,0.0017837211052100658,0.09931264790614196,0.04633303322344361,0.09123693822321505,0.016824874048438673,0.035036677186489194,0.02748953847130871,6.845824839998075e-06,3.7541634110700773e-16,0.001919063320197407,0.018763594512087967,0.0009974161579299036,0.00529916074767412,0.0011253651190537956,2.1961355535154864e-05,2.0871776439259896e-05,1.1577792657656554e-15,1.7805707779974242e-08,5.3989554724826e-11
2.891617354912556e-09,0.045450764422602166,0.0,10.938617855357615,0.0280219417431499,0.17254667341346086,0.259043537978801,0.15507593834265193,0.10283792556241209,0.0,4.3346142019165213e-26,1.8276156286395716e-13,4.607984965156483e-33,0.0,7.134293145745962e-45,6.325676491810879e-05,7.08172442510482e-35,3.7843874111380504e-40,8.405811121631479e-61,2.4961935027457283e-17,1.2301041348154209e-30,4.0645919258335025e-97,1.1614854417927009e-20,7.041640362485187e-67,1.286392335382073e-31,9.926502133891445e-62,3.3397149593418436e-14,1.9731239408358834e-57,0.0017843499350550169,0.09950069202366219,0.04640602945294809,0.09144125416055723,0.016818618767049102,0.035117645121073376,0.02753000687563424,6.843454303738553e-06,3.762605228061996e-16,0.0019275143164845575,0.01880446505556976,0.001002878711263018,0.005293889785636448,0.001129806013370553,2.212516450936778e-05,2.081398694336296e-05,1.1654930674467266e-15,1.7895266286649334e-08,5.417261137844902e-11
2.899320845680565e-09,0.045450764422602166,0.0,10.937983554218816,0.02801071950078035,0.1722706867173898,0.2588394041815506,0.15500130066350853,0.10288208248449064,0.0,4.350390133323402e-26,1.8317886733056066e-13,4.641573700432123e-33,0.0,7.226395533776682e-45,6.359995694656004e-05,7.135426980530745e-35,3.8073835363695465e-40,8.469006996354068e-61,2.5088127967989223e-17,1.2330212549562988e-30,4.116117627923914e-97,1.1637772049385923e-20,7.094580273733277e-67,1.296145129489628e-31,1.005520975723352e-61,3.3376744811196856e-14,1.9932387713525805e-57,0.0017849787903220322,0.09968841667976301,0.04647887868764057,0.09164538795780719,0.01681233679408509,0.03519856468323733,0.027570343964205678,6.8410537672142326e-06,3.771028398148012e-16,0.0019359753911980535,0.018845289057030607,0.0010083515675563374,0.005288570375456576,0.0011342527753620242,2.228960923160515e-05,2.0756486252551403e-05,1.1732354025719094e-15,1.7985026481032337e-08,5.4355847512726145e-11
2.907024336448574e-09,0.045450764422602166,0.0,10.937350173095222,0.027999492821901395,0.17199517442674772,0.2586354523363674,0.15492673759361447,0.10292625289656566,0.0,4.366125555363785e-26,1.835958429661786e-13,4.6753053230203305e-33,0.0,7.319406669445742e-45,6.394383232996632e-05,7.189367774058797e-35,3.8304737550421145e-40,8.532502528905742e-61,2.521461126624952e-17,1.2359369714588045e-30,4.1681531033851996e-97,1.1660655340225255e-20,7.147771212168789e-67,1.3059411646460056e-31,1.018519874456664e-61,3.3356305621510797e-14,2.0135030246429678e-57,0.0017856076658275375,0.09987582245951808,0.04655158182151915,0.09184933980298998,0.016806028521817902,0.03527943593525347,0.027610550022133272,6.838623366433062e-06,3.7794329522423695e-16,0.0019444464970725679,0.0188860665499872,0.0010138346842915188,0.005283202955507361,0.0011387054059051962,2.2454689195240837e-05,2.069927198148343e-05,1.181006294288474e-15,1.807498822333102e-08,5.453926281768586e-11
2.914727827216583e-09,0.045450764422602166,0.0,10.93671770921716,0.02798826177261628,0.17172013566458688,0.25843168225550184,0.1548522486835047,0.10297043642272012,0.0,4.3818202064658627e-26,1.8401249006388982e-13,4.7091799746088465e-33,0.0,7.413332663544802e-45,6.428838947945138e-05,7.243547042073405e-35,3.853658318513365e-40,8.596298283394676e-61,2.5341384748949922e-17,1.2388512857225067e-30,4.22070196512638e-97,1.1683504468965968e-20,7.201213650355457e-67,1.315780483549996e-31,1.0316477893932568e-61,3.3335832692060307e-14,2.033917392932487e-57,0.0017862365564215957,0.1000629099467756,0.046624139745038665,0.09205310988385515,0.01679969433775342,0.03536025893908096,0.02765062533391308,6.83616323769499e-06,3.78781892138502e-16,0.0019529275869618929,0.018926797568000808,0.0010193280190342103,0.005277787962468941,0.0011431639058782602,2.2620403889029023e-05,2.0642341771408612e-05,1.188805765810538e-15,1.816515137434806e-08,5.4722856598226855e-11
2.922431317984592e-09,0.045450764422602166,0.0,10.936086159827042,0.02797702641873911,0.17144556955580928,0.2582280937514792,0.15477783348873278,0.10301463268856825,0.0,4.3974738289500763e-26,1.8442880891647054e-13,4.7431977964260057e-33,0.0,7.508179647389206e-45,6.463362681972781e-05,7.297965019696608e-35,3.8769374784234685e-40,8.660394823051268e-61,2.5468448243024007e-17,1.2417641991385666e-30,4.273767841261018e-97,1.1706319613767199e-20,7.254908060121714e-67,1.325663128670685e-31,1.0449056035072707e-61,3.3315326681654796e-14,2.0544825696384183e-57,0.0017868654569878175,0.10024967972416181,0.04669655334510097,0.0922566983878774,0.01679333462468936,0.035441033756368735,0.0276905701834283,6.833673517578752e-06,3.7961863367383084e-16,0.001961418613838655,0.01896748214467695,0.0010248315294342125,0.005272325831322738,0.0011476282761602842,2.2786752797191857e-05,2.0585693289812143e-05,1.1966338404195377e-15,1.8255515795520333e-08,5.4906627733771835e-11
2.930134808752601e-09,0.045450764422602166,0.0,10.935455522179296,0.027965786825796205,0.17117147522716156,0.25802468663709865,0.15470349156981203,0.1030588413212617,0.0,4.41308616901298e-26,1.8484479981639523e-13,4.77735892924575e-33,0.0,7.603953772800082e-45,6.497954278907108e-05,7.352621940792778e-35,3.900311486694077e-40,8.724792710228232e-61,2.5595801575626106e-17,1.2446757130898285e-30,4.3273543751231704e-97,1.1729100952420112e-20,7.308854912560749e-67,1.3355891422483096e-31,1.0582942029419057e-61,3.3294788240329257e-14,2.0751992493674763e-57,0.0017874943624432618,0.10043613237308444,0.04676882350504594,0.09246010550225744,0.01678694976077083,0.035521760448458485,0.027730384853950577,6.8311543429289145e-06,3.8045352295838055e-16,0.001969919530794036,0.019008120313665056,0.0010303451732256185,0.005266816995345921,0.0011520985176309015,2.2953735399505633e-05,2.0529324230063072e-05,1.204490541464755e-15,1.8346081347479825e-08,5.509057611641483e-11
2.93783829952061e-09,0.045450764422602166,0.0,10.934825793540346,0.02795454305902735,0.17089785180723027,0.257821460725433,0.15462922249215671,0.10310306194949571,0.0,4.428656976711316e-26,1.8526046305583682e-13,4.811663513392672e-33,0.0,7.700661212086539e-45,6.532613583929475e-05,7.407518037973368e-35,3.9237805955272255e-40,8.789492506402337e-61,2.5723444574130147e-17,1.2475858289509132e-30,4.3814652252834283e-97,1.1751848662341727e-20,7.363054678031977e-67,1.3455585662951246e-31,1.0718144770085377e-61,3.32742180094617e-14,2.0960681279134026e-57,0.0017881232677383454,0.10062226847373582,0.04684095110464226,0.09266333141392263,0.01678054011954629,0.0356024390763877,0.027770069628141308,6.828605850843042e-06,3.8128656313190895e-16,0.0019784302910374842,0.019048712108658182,0.0010358689082269597,0.0052612618861057345,0.0011565746311699983,2.3121351171387354e-05,2.0473232311070095e-05,1.2123758923632825e-15,1.8436847891514342e-08,5.527470118919988e-11
2.944768741813051e-09,0.045450764422602166,0.0,10.93426003293852,0.027944424095970487,0.17065208828805314,0.2576387833030854,0.15456246823559025,0.10314285496432998,0.0,4.442629554296866e-26,1.8563413456985733e-13,4.842648314432299e-33,0.0,7.788466659869273e-45,6.563852543821599e-05,7.457109858509337e-35,3.9449760424678555e-40,8.847958098482674e-61,2.5838525924953067e-17,1.2502027199326487e-30,4.4305970965533177e-97,1.1772285040348769e-20,7.412031979162206e-67,1.3545646837010907e-31,1.0840912402742404e-61,3.325568536813065e-14,2.114973436851243e-57,0.0017886890578468722,0.10078945572464264,0.04690571957444453,0.09284600883626998,0.016774752820884562,0.03567498054962035,0.027805661254195386,6.8262881623880455e-06,3.8203442989986743e-16,0.001986095365613065,0.019085190901127584,0.001040846922406788,0.005256225048487931,0.0011606065833343448,2.3272687244125713e-05,2.0423004194970584e-05,1.2194944460144905e-15,1.8518677611094902e-08,5.544049931943873e-11
2.951699184105492e-09,0.045450764422602166,0.0,10.93369500388405,0.027934301854422756,0.170406704572222,0.25745625225386626,0.15449577227702715,0.10318265712053752,0.0,4.45656814107414e-26,1.8600754133407006e-13,4.873749435353642e-33,0.0,7.877037038718182e-45,6.595146069523109e-05,7.506895615725393e-35,3.966248849275512e-40,8.9066689078027e-61,2.5953841457555526e-17,1.2528184814385464e-30,4.4801589923130904e-97,1.1792694472225875e-20,7.461214701918441e-67,1.363606000303365e-31,1.0964759513065707e-61,3.32371279645879e-14,2.1340030032706606e-57,0.0017892548401354327,0.10095638766044406,0.046970374004987325,0.09302853988548865,0.016768946032536314,0.035747483214373606,0.027841148179384368,6.8239469566127424e-06,3.827808049062439e-16,0.001993768335364602,0.01912163221180484,0.0010458330394356773,0.005251151418445422,0.0011646432895236715,2.342453496895158e-05,2.0372996936532375e-05,1.2266362241360832e-15,1.860066979507071e-08,5.560643921982735e-11
2.9586296263979328e-09,0.045450764422602166,0.0,10.933130704411148,0.027924176381299064,0.17016170002901618,0.2572738674422293,0.15442913430996458,0.10322246815097906,0.0,4.4704725629909803e-26,1.863806835605966e-13,4.904966977421225e-33,0.0,7.966376885430205e-45,6.626494051100976e-05,7.556875476416122e-35,3.987599200168428e-40,8.965625341387233e-61,2.6069391046691445e-17,1.2554331144528366e-30,4.53015360822291e-97,1.181307708635892e-20,7.510603187272885e-67,1.3726825462234488e-31,1.1089692642262961e-61,3.321854624834214e-14,2.1531573362664113e-57,0.0017898206109960041,0.10112306470109832,0.04703491502943039,0.09321092469712526,0.016763120017179535,0.03581994711447231,0.02787653060826686,6.821582333819871e-06,3.835256904600914e-16,0.00200144916646589,0.019158036065312727,0.0010508272287749346,0.0052460413066548325,0.0011686847503780211,2.3576893955184074e-05,2.032320892643861e-05,1.2338012439215656e-15,1.868282434245506e-08,5.577252089354537e-11
2.9655600686903737e-09,0.045450764422602166,0.0,10.93256713256174,0.0279140477233298,0.16991707402890865,0.2570916287328049,0.15436255403096882,0.10326228778954058,0.0,4.4843426484825147e-26,1.867535614613624e-13,4.936301041617447e-33,0.0,8.056490750178171e-45,6.657896379501976e-05,7.607049606566807e-35,4.009027279545968e-40,9.02482780568925e-61,2.6185174567255972e-17,1.2580466199545864e-30,4.580583649963276e-97,1.1833433010873958e-20,7.560197775718717e-67,1.381794351435586e-31,1.1215718352272135e-61,3.319994066351091e-14,2.1724369457048845e-57,0.001790386366842173,0.10128948726577611,0.04709934327857393,0.09339316340654917,0.01675727503461525,0.03589237229354929,0.027911808745004953,6.819194394447112e-06,3.842690888773036e-16,0.0020091378251674945,0.019194402486301824,0.0010558294599414815,0.005240895022660028,0.0011727309665368847,2.3729763809497343e-05,2.0273638571277044e-05,1.2409895226099068e-15,1.8765141153615296e-08,5.593874312273165e-11
2.9709226490612728e-09,0.045450764422602166,0.0,10.932131554684718,0.027906208298008193,0.1697280487193141,0.25695071774651407,0.15431107549040549,0.10329310483950274,0.0,4.4950512579750615e-26,1.8704190258386256e-13,4.960626481790838e-33,0.0,8.126752374632869e-45,6.682231840382939e-05,7.646006352117648e-35,4.025661179812286e-40,9.070806094774828e-61,2.6274925038578556e-17,1.2600681035121819e-30,4.6199055234753256e-97,1.1849165615406595e-20,7.59871431999584e-67,1.388869024303744e-31,1.1313987441298786e-61,3.31855280866684e-14,2.1874412571696387e-57,0.001790824120159727,0.1014180859747863,0.0471491190439173,0.09353407439283987,0.016752739499248798,0.03594838630554465,0.027939034529256824,6.8173307373168995e-06,3.848432904919288e-16,0.0020150924422672233,0.019222516122734883,0.0010597055444136565,0.00523688834620491,0.0011758650779622986,2.3848400512886412e-05,2.023543079494793e-05,1.2465675818198791e-15,1.8828946864728215e-08,5.606745764042458e-11
2.976285229432172e-09,0.045450764422602166,0.0,10.931696410384122,0.027898367015208078,0.16953924938523807,0.25680989409142935,0.15425963117115196,0.10332392676222431,0.0,4.505739130864301e-26,1.873300856733084e-13,4.98502179324605e-33,0.0,8.197482272941877e-45,6.706599725401325e-05,7.68507958630918e-35,4.042341813980635e-40,9.116932118858506e-61,2.636481543730092e-17,1.2620889130347829e-30,4.6594909843168563e-97,1.186488237594508e-20,7.637354623780425e-67,1.3959648393299608e-31,1.1412917682128647e-61,3.317110168309611e-14,2.2025211170798743e-57,0.0017912618607103428,0.10154653276726955,0.047198827954601265,0.0936748980479242,0.016748192879568156,0.03600437718044719,0.02796619808767925,6.815453226869119e-06,3.854166041931924e-16,0.0020210517101983995,0.019250607373688076,0.001063586411418332,0.00523286033971419,0.0011790020371745316,2.3967342663126795e-05,2.0197351664138287e-05,1.2521595850371468e-15,1.8892849620188475e-08,5.6196256060030514e-11
2.981647809803071e-09,0.045450764422602166,0.0,10.931261698762288,0.027890523896352687,0.169350675736501,0.25666915770505544,0.15420822093634576,0.10335475343569198,0.0,4.516406190711809e-26,1.8761811082763811e-13,5.0094870224242404e-33,0.0,8.268682569548041e-45,6.730999985115905e-05,7.72426938504653e-35,4.05906926770056e-40,9.16320606553659e-61,2.6454845705637836e-17,1.2641090489697192e-30,4.699341298332841e-97,1.1880583351519235e-20,7.676118844225386e-67,1.4030818102201047e-31,1.1512512140280824e-61,3.315666165203996e-14,2.21767676259178e-57,0.001791699586859029,0.10167482783645035,0.04724847029994182,0.09381563443429784,0.016743635292455032,0.0360603449382379,0.027993299514368342,6.8135619097848735e-06,3.8598903106203655e-16,0.0020270156134200345,0.019278676250615225,0.0010674720469021444,0.005228811145189435,0.0011821418444688155,2.408659007484952e-05,2.0159400459848097e-05,1.2577655403044786e-15,1.895684937367534e-08,5.6325138143551734e-11
2.98701039017397e-09,0.045450764422602166,0.0,10.930827418924297,0.027882678962800025,0.16916232748334756,0.2565285085249596,0.15415684465018342,0.1033855847382636,0.0,4.5270523619577925e-26,1.8790597814471968e-13,5.034022215669001e-33,0.0,8.340355393675069e-45,6.75543257039846e-05,7.763575823948064e-35,4.075843626685832e-40,9.209628122201187e-61,2.6545015785853893e-17,1.2661285117625333e-30,4.739457734971829e-97,1.1896268601061527e-20,7.715007138312564e-67,1.4102199506278638e-31,1.1612773888697936e-61,3.314220819089395e-14,2.2329084311363652e-57,0.0017921372969784668,0.10180297137527315,0.04729804636840387,0.09395628361439334,0.016739066853798654,0.03611628959883097,0.028020338903279065,6.811656832784865e-06,3.8656057218163887e-16,0.002032984136418457,0.019306722764979883,0.001071362436831734,0.005224740904222805,0.0011852845001399874,2.420614256179941e-05,2.012157646854294e-05,1.2633854556810432e-15,1.9020946078906487e-08,5.645410366157657e-11
2.992372970544869e-09,0.045450764422602166,0.0,10.930393569977957,0.027874832235843125,0.16897420433644586,0.25638794648877233,0.15410550217791208,0.10341642054866917,0.0,4.5376775699181875e-26,1.8819368772235115e-13,5.058627419227137e-33,0.0,8.412502879324424e-45,6.779897432433217e-05,7.802998978346093e-35,4.092664976714291e-40,9.256198476040298e-61,2.6635325620263374e-17,1.268147301856997e-30,4.779841567288436e-97,1.1911938183406172e-20,7.754019662852841e-67,1.4173792741548763e-31,1.1713706007744384e-61,3.312774149521707e-14,2.2482163604190714e-57,0.0017925749894489886,0.10193096357640315,0.04734755644760033,0.09409684565058041,0.016734487678503975,0.03617221118207433,0.028047316348225437,6.809738042627596e-06,3.8713122863736705e-16,0.0020389572637072606,0.019334746928255285,0.0010752575671937584,0.005220649757996399,0.0011884300044824525,2.4325999936848324e-05,2.0083878982104557e-05,1.2690193392425101e-15,1.9085139689625678e-08,5.658315240542422e-11
3.0030981312866673e-09,0.045450764422602166,0.0,10.929527161205014,0.02785913348656485,0.16859863220618201,0.25610708359895806,0.15400291814123218,0.1034781052097666,0.0,4.55886480160705e-26,1.887686340501063e-13,5.108048041791364e-33,0.0,8.558230395066021e-45,6.828923793055144e-05,7.882195733534867e-35,4.126448993331586e-40,9.349784822975132e-61,2.6816364321167092e-17,1.2721828657171799e-30,4.861416529218243e-97,1.1943230581342954e-20,7.832418029682577e-67,1.4317615247137415e-31,1.191759371628111e-61,3.309876917343317e-14,2.279061953390441e-57,0.0017934503150027912,0.10218649473485152,0.04744637978438181,0.09437770854039419,0.01672529757274727,0.03628398519557483,0.028101085780777753,6.805859510053151e-06,3.882698919093518e-16,0.0020509172693464668,0.019390728247479328,0.0010830619932619004,0.005212405312438423,0.0011947295603564828,2.4566628598445036e-05,2.00088607181418e-05,1.2803290433055148e-15,1.9213817442783863e-08,5.684149868861982e-11
3.0127507759542854e-09,0.045450764422602166,0.0,10.928748858063846,0.02784499869105956,0.1682613842583886,0.2558546044058831,0.15391070682109254,0.1035336356126087,0.0,4.5778608842862825e-26,1.8928554725584556e-13,5.152766499363996e-33,0.0,8.691030007653882e-45,6.873157420764904e-05,7.953872730104813e-35,4.1570161794847865e-40,9.434521585252036e-61,2.6979776533630002e-17,1.275812576979104e-30,4.935761333376445e-97,1.1971340745852641e-20,7.903402997611256e-67,1.4447781318750774e-31,1.210341637562576e-61,3.307265074660614e-14,2.3070861890551415e-57,0.001794238031549549,0.1024159571296607,0.047535097972049675,0.09463018773346862,0.016716990891126063,0.03638450308096191,0.028149267359980804,6.80232240152852e-06,3.8929167423534796e-16,0.002061696866291954,0.019441035109351534,0.0010901020488305613,0.005204915223368014,0.0012004089060421565,2.478423521650443e-05,1.994176993253916e-05,1.2905556295086552e-15,1.932995837441452e-08,5.707429277448482e-11
3.0224034206219035e-09,0.045450764422602166,0.0,10.927971937260013,0.027830858413123515,0.16792486117443006,0.2556024065919609,0.15381860300939373,0.10358917875192254,0.0,4.5967879241490445e-26,1.8980195090352914e-13,5.197712505238562e-33,0.0,8.825400929604751e-45,6.917494880189627e-05,8.02592904345201e-35,4.187736953547995e-40,9.519741732214625e-61,2.7143640654804286e-17,1.2794401155203563e-30,5.01099246315558e-97,1.199940105904936e-20,7.974792903133669e-67,1.4578635815101166e-31,1.2291459280664815e-61,3.304649239914025e-14,2.3353612188084435e-57,0.0017950256660728213,0.10264493217395983,0.04762360678840775,0.09488238554739026,0.016708651165672175,0.036484946501427355,0.028197249693315617,6.798741591097133e-06,3.903106072253964e-16,0.0020724911415352584,0.019491269732563245,0.001097157246380917,0.00519735957811043,0.0012060974859775162,2.5002826723281036e-05,1.987507825244266e-05,1.3008275989812034e-15,1.9446412562730534e-08,5.730735311088621e-11
3.0320560652895216e-09,0.045450764422602166,0.0,10.92719639368782,0.0278167127746133,0.16758906128213022,0.2553504897957109,0.153726605957121,0.10364473393400767,0.0,4.615645516914113e-26,1.9031784556099324e-13,5.242886325726103e-33,0.0,8.961355778758147e-45,6.961935897857516e-05,8.09836510266399e-35,4.218611818075525e-40,9.605446348187698e-61,2.730795635004147e-17,1.2830654838667241e-30,5.087117473726152e-97,1.2027411860387994e-20,8.046588654609011e-67,1.471017951078457e-31,1.2481740664205968e-61,3.3020295207384027e-14,2.363888438820426e-57,0.0017958132094012397,0.10287342098133939,0.04771190787988274,0.09513430234363963,0.016700279031987012,0.03658531557038476,0.02824503332283733,6.795117352583233e-06,3.913266972827037e-16,0.0020833000057397092,0.019541432184369677,0.0011042275049123725,0.005189739185130588,0.0012117953018588442,2.522240199760746e-05,1.9808781737570992e-05,1.3111449994211943e-15,1.956317973972462e-08,5.754067839593762e-11
3.0417087099571397e-09,0.045450764422602166,0.0,10.926422222269608,0.027802561896718803,0.16725398291369625,0.2550988536563039,0.15363471492561728,0.10370030046912351,0.0,4.634433267255573e-26,1.908332317953446e-13,5.288288226181216e-33,0.0,9.098907222856755e-45,7.006480203529497e-05,8.171181333880963e-35,4.249641276283269e-40,9.691636515367163e-61,2.7472723285201628e-17,1.2866886845264584e-30,5.164143958310048e-97,1.2055373488224313e-20,8.118791158613085e-67,1.4842413175034142e-31,1.267427883682146e-61,3.2994060229733904e-14,2.3926692481111793e-57,0.00179660065244242,0.10310142466249901,0.047800002883887,0.09538593848304615,0.016691875115975686,0.03668561040058633,0.028292618789138513,6.7914499600665944e-06,3.923399508299909e-16,0.002094123369851296,0.019591522532123647,0.0011113127436352308,0.0051820548485416625,0.0012175023553749299,2.544295991018988e-05,1.974287650070342e-05,1.32150787870221e-15,1.968025963784044e-08,5.777426735686241e-11
3.051361354624758e-09,0.045450764422602166,0.0,10.925649417955581,0.02778840589996693,0.16691962440570468,0.2548474978135596,0.15354292918643053,0.10375587767150067,0.0,4.653150788744863e-26,1.9134811017296197e-13,5.333918471015764e-33,0.0,9.23806797948551e-45,7.051127530187144e-05,8.244378160308571e-35,4.280825832046275e-40,9.778313313822839e-61,2.763794112665049e-17,1.2903097199905156e-30,5.242079548226185e-97,1.2083286279799744e-20,8.191401319940668e-67,1.4975337571743431e-31,1.2869092186811451e-61,3.296778850693103e-14,2.4217050485435333e-57,0.0017973879861826333,0.1033289443252571,0.047887893428804985,0.09563729432578995,0.0166834400339919,0.03678583110413066,0.028340006631353123,6.787739687850715e-06,3.933503743087145e-16,0.002104961145097831,0.01964154084327466,0.0011184128819708133,0.005174307368095631,0.0012232186482064383,2.5664499323847542e-05,1.9677358706823168e-05,1.331916284873802e-15,1.9797651989996072e-08,5.800811872376519e-11
