Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33)
9.90241790366682e-12,0.07782336798655136,0.0,0.019320866857464754,0.031075110263184432,0.31940888133059103,0.350484304050825,0.20701169987935186,0.09201772974950874,0.0,7.486142735117533e-27,1.0315465801610603e-08,1.3422709676289752e-24,0.0,3.1796974819325004e-39,1.0532135047346773e-12,1.1311078370369715e-29,2.2068702296167522e-27,3.0591202866054604e-39,1.5946908037682663e-16,2.4585946649105465e-18,4.020000951233193e-63,2.8361121742692195e-14,2.4695391621491498e-42,6.316775210364891e-28,7.400073880355059e-49,1.0314973562308911e-08,3.0129198513558646e-44,4.657730666442378e-07,5.936063440142797e-07,4.069588140027119e-07,4.777722234346628e-07,3.268734142169834e-07,1.99037989676993e-07,1.62762164075978e-09,3.898130512268562e-09,1.4291938234674782e-12,1.5516631894921242e-10,3.846704434827014e-09,2.4366721854803274e-09,1.0253345570845257e-12,1.9338364423251823e-07,2.5788406036100286e-18,4.454126321670026e-15,1.7660840145687918e-16,6.038177233071369e-13,4.319620232918897e-11
9.972377537290449e-12,0.07782336798655136,0.0,0.01932085138016414,0.031075110263184432,0.31940887573010324,0.35048430066443254,0.20701169667207275,0.09201772945810949,0.0,7.64987730258927e-27,1.0388343528260519e-08,1.3709251663757158e-24,0.0,3.316842699713315e-39,1.0762124117274057e-12,1.1634108497308885e-29,2.238163001050607e-27,3.124416567696372e-39,1.6173003187258104e-16,2.475964379643353e-18,4.1640262040239113e-63,2.8561595468996094e-14,2.522250956507331e-42,6.497111508721717e-28,7.71925035336581e-49,1.0387844310655862e-08,3.0989660537325106e-44,4.660644657643065e-07,5.976687604320306e-07,4.0996543799493096e-07,4.810857309378538e-07,3.2871432048051653e-07,2.0046348507127028e-07,1.6431123234795587e-09,3.95330590231992e-09,1.441962538427768e-12,1.5846813517692262e-10,3.900790449275186e-09,2.4791973418793097e-09,1.0325784340633935e-12,1.9474939605766624e-07,2.6507626591849516e-18,4.594530829796154e-15,1.7785605871189305e-16,6.152026462153198e-13,4.380571328619562e-11
1e-11,0.07782336798655136,0.0,0.019320845272678557,0.031075110263184432,0.31940887351904773,0.3504842993276047,0.20701169540728467,0.09201772934517145,0.0,7.715206096072409e-27,1.0417118153982691e-08,1.3823501850934908e-24,0.0,3.3723324079540597e-39,1.0853866242102133e-12,1.1763538222541409e-29,2.250579123631623e-27,3.150451472473581e-39,1.6262711452967084e-16,2.482822538662279e-18,4.222016163629607e-63,2.864074979155377e-14,2.543268180202106e-42,6.569367182089307e-28,7.848390906654762e-49,1.0416616167582573e-08,3.1334425249319853e-44,4.6617740459408685e-07,5.99272245636771e-07,4.111530740713905e-07,4.823937811663938e-07,3.2943961830483806e-07,2.010263853288204e-07,1.6492327785916455e-09,3.975197340976938e-09,1.4470143865055894e-12,1.5978455363088975e-10,3.922247596989468e-09,2.496098783749318e-09,1.0354385650812842e-12,1.9528863990605368e-07,2.679575618288523e-18,4.650881462694736e-15,1.7834867782234296e-16,6.197398682114093e-13,4.404752950611037e-11
1.0042337170914078e-11,0.07782336798655136,0.0,0.019320835915469625,0.031075110263184432,0.3194088701303749,0.3504842972788976,0.20701169347043977,0.09201772917435518,0.0,7.816088718557186e-27,1.0461221254206378e-08,1.3999843424371008e-24,0.0,3.4588822155054346e-39,1.099551252439827e-12,1.1964008468232676e-29,2.2696760741470692e-27,3.190635456361231e-39,1.6400689487733942e-16,2.493334094107061e-18,4.3121502045476374e-63,2.876207072044182e-14,2.575707545172492e-42,6.681281661588574e-28,8.049817267715876e-49,1.0460715009192473e-08,3.186842219381471e-44,4.6634822301051745e-07,6.017293753247934e-07,4.1297394246073397e-07,4.843983808049928e-07,3.3054958279089253e-07,2.01889219241195e-07,1.6586182156236849e-09,4.008867326622912e-09,1.4547687364388415e-12,1.6181631139165713e-10,3.95524734086816e-09,2.5221258694534142e-09,1.0398223108557e-12,1.9611514130141603e-07,2.7241985486319614e-18,4.7382656535674716e-15,1.7910372048577977e-16,6.267405574408197e-13,4.441943801582289e-11
1.0112296804537707e-11,0.07782336798655136,0.0,0.019320820463162903,0.031075110263184432,0.31940886453140566,0.3504842938942202,0.2070116902744357,0.09201772889804563,0.0,7.984799805431382e-27,1.0534098979448357e-08,1.4294513391420562e-24,0.0,3.605954769989626e-39,1.1232327355551158e-12,1.2300874990980123e-29,2.301409448899931e-27,3.25778342498496e-39,1.662996693144365e-16,2.510703808302143e-18,4.4644598201817624e-63,2.896254749809044e-14,2.6299141531123323e-42,6.869339619697639e-28,8.392097512876851e-49,1.0533585657919043e-08,3.276574109633886e-44,4.666245385666742e-07,6.057881895428914e-07,4.159843275197728e-07,4.877101732595725e-07,3.3237921844646036e-07,2.0331519153098332e-07,1.674139064628232e-09,4.064814743017805e-09,1.4676124174738114e-12,1.6521116645476573e-10,4.0100749660887315e-09,2.5654581673048204e-09,1.0470661874614807e-12,1.9748087996558678e-07,2.799169775136023e-18,4.8853837473590994e-15,1.8035138693261508e-16,6.384326011607369e-13,4.503737529393371e-11
1.0182256438161336e-11,0.07782336798655136,0.0,0.019320805023030987,0.031075110263184432,0.3194088589331952,0.3504842905104,0.2070116870840432,0.09201772862898602,0.0,8.156033523124559e-27,1.0606976703986636e-08,1.4593289998526315e-24,0.0,3.758202032742762e-39,1.1472595744505803e-12,1.2644805449093691e-29,2.333363125302985e-27,3.325866945952202e-39,1.6860835510722806e-16,2.5280735222290706e-18,4.621043137079517e-63,2.91630258030031e-14,2.684876005294321e-42,7.06133971059665e-28,8.746420794702291e-49,1.0606456256835867e-08,3.3681876658286374e-44,4.66893607372934e-07,6.098452039362709e-07,4.1899659328500897e-07,4.910211085249894e-07,3.342032446925248e-07,2.0474140128534967e-07,1.6896746241808065e-09,4.121148109172296e-09,1.4804935815057906e-12,1.686530191334241e-10,4.065273181317029e-09,2.609194628054333e-09,1.0543100638807702e-12,1.9884661205196693e-07,2.875698001550411e-18,5.035938490045504e-15,1.815990582076651e-16,6.502799224557966e-13,4.565952389508036e-11
1.0252216071784965e-11,0.07782336798655136,0.0,0.019320789594866036,0.031075110263184432,0.3194088533357432,0.35048428712743673,0.20701168389924515,0.09201772836698646,0.0,8.329812970450058e-27,1.0679854427821393e-08,1.4896201679640326e-24,0.0,3.915768643165806e-39,1.1716344872002057e-12,1.29958979018144e-29,2.3655371033500237e-27,3.394892491647332e-39,1.7093295217909053e-16,2.5454432358883146e-18,4.7819894686604714e-63,2.9363505636241e-14,2.740598326685694e-42,7.257336638645992e-28,9.113123730678849e-49,1.0679326805943242e-08,3.4617090093111945e-44,4.6715561926317594e-07,6.139004193545029e-07,4.2201073986287515e-07,4.943311868245448e-07,3.3602167872150956e-07,2.0616784784950684e-07,1.7052246540606553e-09,4.177867382581697e-09,1.4934122285078927e-12,1.721421881005257e-10,4.1208418428307224e-09,2.6533356380015613e-09,1.0615539401136035e-12,2.0021233756231508e-07,2.9538050509263755e-18,5.189983685031478e-15,1.82846734467427e-16,6.622836673096928e-13,4.6285882592504694e-11
1.0322175705408593e-11,0.07782336798655136,0.0,0.019320774178465255,0.031075110263184432,0.3194088477390493,0.35048428374533025,0.20701168072002435,0.09201772811186214,0.0,8.50616138652145e-27,1.0752732150952801e-08,1.5203276869046503e-24,0.0,4.078802251695771e-39,1.1963601965771839e-12,1.335425108407694e-29,2.3979313830348393e-27,3.4648665344544446e-39,1.7327346045342065e-16,2.5628129492803423e-18,4.947389364101047e-63,2.956398699886542e-14,2.7970863422534576e-42,7.457385485015784e-28,9.492549945838289e-49,1.0752197305241457e-08,3.557164441432463e-44,4.674107590987682e-07,6.179538366467838e-07,4.250267673534302e-07,4.976404083814463e-07,3.3783453767312003e-07,2.0759453056916672e-07,1.7207889199828645e-09,4.234972520569113e-09,1.5063683584532315e-12,1.756789919345745e-10,4.176780806805207e-09,2.697881577280995e-09,1.0687978161600153e-12,2.0157805649836051e-07,3.033512903989514e-18,5.3475735602899375e-15,1.840944158696391e-16,6.744449826062516e-13,4.691645015813959e-11
1.0392135339032222e-11,0.07782336798655136,0.0,0.019320758773630743,0.031075110263184432,0.3194088421431132,0.3504842803640802,0.20701167754636376,0.09201772786343304,0.0,8.685102152153685e-27,1.0825609873381045e-08,1.5514544001360898e-24,0.0,4.2474535613024135e-39,1.2214394300564416e-12,1.371996440650479e-29,2.4305459643512234e-27,3.535795546757368e-39,1.7562987985363507e-16,2.5801826624056226e-18,5.117334616825022e-63,2.9764469891937643e-14,2.8543452769643867e-42,7.661541707682958e-28,9.885050169332155e-49,1.0825067754730812e-08,3.6545804435476384e-44,4.6765920689881517e-07,6.220054566619374e-07,4.2804467585051227e-07,5.009487734188084e-07,3.396418386345058e-07,2.0902144879054042e-07,1.7363671934465532e-09,4.292463480285638e-09,1.5193619713149213e-12,1.7926374911957756e-10,4.23308992931381e-09,2.742832820014082e-09,1.0760416920200417e-12,2.029437688618042e-07,3.1148436981225667e-18,5.508762768399409e-15,1.853421025732821e-16,6.86765016127947e-13,4.755122536261011e-11
1.0462094972655851e-11,0.07782336798655136,0.0,0.019320743380169387,0.031075110263184432,0.31940883654793467,0.3504842769836865,0.20701167437824633,0.09201772762152398,0.0,8.866658791265779e-27,1.0898487595106301e-08,1.5830031511532009e-24,0.0,4.421876369269085e-39,1.246874919817162e-12,1.4093137955405376e-29,2.463380847292967e-27,3.6076860009396516e-39,1.7800221030317025e-16,2.59755237526462e-18,5.291918272994028e-63,2.996495431651906e-14,2.912380355785029e-42,7.86986114142835e-28,1.0290982331667783e-48,1.0897938154411591e-08,3.753983677015056e-44,4.679011379669886e-07,6.26055280248415e-07,4.3106446544188925e-07,5.042562821596524e-07,3.4144359864042197e-07,2.1044860186033853e-07,1.7519592515869534e-09,4.350340218710547e-09,1.5323930670660772e-12,1.8289677804493772e-10,4.2897690663279885e-09,2.788189734457403e-09,1.0832855676937168e-12,2.0430947465431922e-07,3.1978197286194413e-18,5.673606386580574e-15,1.8658979473858232e-16,6.992449165552344e-13,4.81902069752345e-11
1.053205460627948e-11,0.07782336798655136,0.0,0.019320727997892702,0.031075110263184432,0.31940883095351325,0.3504842736041489,0.20701167121565506,0.09201772738596418,0.0,9.050854972284991e-27,1.0971365316128743e-08,1.614976783484108e-24,0.0,4.602227609257158e-39,1.272669402745302e-12,1.4473872492765139e-29,2.4964360318538606e-27,3.680544369384578e-39,1.8039045172548175e-16,2.6149220878577993e-18,5.471234639998062e-63,3.016544027367107e-14,2.9711968036816984e-42,8.08239999783378e-28,1.0710711662604226e-48,1.0970808504284087e-08,3.855400983195046e-44,4.6813672301504154e-07,6.301033082542975e-07,4.340861362094055e-07,5.075629348269087e-07,3.43239834673391e-07,2.118759891257719e-07,1.7675648770312623e-09,4.408602692651472e-09,1.5454616456798137e-12,1.8657839700534663e-10,4.34681807371753e-09,2.833952683147072e-09,1.0905294431810757e-12,2.056751738775515e-07,3.2824634497897385e-18,5.842159916735456e-15,1.8783749252701515e-16,7.118858334650084e-13,4.883339376402603e-11
1.0602014239903109e-11,0.07782336798655136,0.0,0.01932071262661676,0.031075110263184432,0.31940882535984866,0.3504842702254671,0.20701166805857307,0.09201772715658747,0.0,9.237714509552532e-27,1.1044243036448555e-08,1.6473781406902405e-24,0.0,4.7886673936540104e-39,1.2988256204360947e-12,1.4862269456244694e-29,2.529711518027695e-27,3.754377124475155e-39,1.8279460404404437e-16,2.632291800185624e-18,5.655379294945982e-63,3.0365927764455116e-14,3.030799845620485e-42,8.299214865279153e-28,1.114461078970815e-48,1.1043678804348594e-08,3.958859383448773e-44,4.6836612828309243e-07,6.341495415272969e-07,4.3710968822912396e-07,5.108687316434175e-07,3.450305636638628e-07,2.1330360993455138e-07,1.783183857758174e-09,4.467250858744606e-09,1.5585677071292463e-12,1.9030892420067778e-10,4.404236807250746e-09,2.8801220230394426e-09,1.0977733184821534e-12,2.070408665331205e-07,3.368797474683071e-18,6.014479285491004e-15,1.8908519610130833e-16,7.246889173288342e-13,4.948078449569461e-11
1.0671973873526738e-11,0.07782336798655136,0.0,0.019320697266162017,0.031075110263184432,0.3194088197669406,0.35048426684764095,0.20701166490698342,0.09201772693323197,0.0,9.427261364730728e-27,1.1117120756065913e-08,1.680210066366361e-24,0.0,4.9813590562049033e-39,1.3253463191965514e-12,1.5258430959173976e-29,2.5632073058082603e-27,3.8291907385941204e-39,1.852146671823516e-16,2.649661512248555e-18,5.84444909315601e-63,3.056641678993271e-14,3.091194706567249e-42,8.520362708939525e-28,1.1593059837570395e-48,1.1116549054605395e-08,4.0643860791371023e-44,4.6858951565675714e-07,6.38193980914756e-07,4.401351215714645e-07,5.141736728319284e-07,3.468158024903757e-07,2.1473146363488863e-07,1.7988159869609977e-09,4.5262846734548726e-09,1.5717112513874916e-12,1.9408867773588014e-10,4.462025122594673e-09,2.9266981056482234e-09,1.1050171935969854e-12,2.0840655262261992e-07,3.4568445744526736e-18,6.190620844245585e-15,1.9033290562544563e-16,7.376553195116821e-13,5.013237793564773e-11
1.0741933507150367e-11,0.07782336798655136,0.0,0.01932068191635325,0.031075110263184432,0.31940881417478856,0.35048426347067024,0.2070116617608693,0.09201772671574011,0.0,9.619519648211706e-27,1.1189998474980992e-08,1.7134754041405957e-24,0.0,5.180469194928871e-39,1.3522342500479514e-12,1.5662459790547307e-29,2.5969233951893444e-27,3.904991684123944e-39,1.8765064106391522e-16,2.667031224047052e-18,6.038542176646246e-63,3.076690735116539e-14,3.15238661148762e-42,8.745900870782204e-28,1.2056446527683528e-48,1.118941925505478e-08,4.1720084516194423e-44,4.688070427812111e-07,6.422366272636508e-07,4.431624363013379e-07,5.174777586151022e-07,3.485955679797156e-07,2.1615954957549592e-07,1.8144610629142842e-09,4.585704093076131e-09,1.5848922784276646e-12,1.9791797562087114e-10,4.520182875315273e-09,2.9736812771780828e-09,1.1122610685256056e-12,2.0977223214761815e-07,3.54662767840942e-18,6.370641369216878e-15,1.9158062126466952e-16,7.507861922706587e-13,5.078817284799153e-11
1.0811893140773996e-11,0.07782336798655136,0.0,0.01932066657701941,0.031075110263184432,0.31940880858339243,0.35048426009455463,0.20701165862021395,0.09201772650395838,0.0,9.814513620527502e-27,1.1262876193193974e-08,1.7471769976744663e-24,0.0,5.386167715318502e-39,1.3794921687283286e-12,1.6074459415018576e-29,2.6308597861647366e-27,3.981786433446823e-39,1.901025256122652e-16,2.6844009355815754e-18,6.237757982625145e-63,3.0967399449214717e-14,3.2143807853470045e-42,8.97588706956384e-28,1.2535166278980081e-48,1.1262289405697038e-08,4.2817540622525975e-44,4.6901886317226094e-07,6.462774814205915e-07,4.4619163247827884e-07,5.207809892155117e-07,3.5036987690707547e-07,2.1758786710558694e-07,1.8301188888438533e-09,4.6455090737313565e-09,1.598110788222883e-12,2.0179713577043067e-10,4.57870992087763e-09,3.0210718786548313e-09,1.1195049432680498e-12,2.111379051096589e-07,3.6381698745103734e-18,6.554598061491427e-15,1.9282834318548507e-16,7.640826887534863e-13,5.144816799553251e-11
1.0881852774397625e-11,0.07782336798655136,0.0,0.019320651247993547,0.031075110263184432,0.31940880299275193,0.35048425671929406,0.20701165548500058,0.09201772629773726,0.0,1.0012267693761649e-26,1.1335753910705031e-08,1.781317690662916e-24,0.0,5.598627873823516e-39,1.4071228356949527e-12,1.649453397289635e-29,2.6650164787282248e-27,4.059581458944688e-39,1.9257032075094942e-16,2.70177064685258e-18,6.442197251982039e-63,3.1167893085142264e-14,3.2771824531105823e-42,9.2103794008275e-28,1.3029622309031265e-48,1.1335159506532452e-08,4.3936506523896246e-44,4.6922512632451037e-07,6.50316544231822e-07,4.492227101565729e-07,5.240833648556419e-07,3.5213874599621406e-07,2.1901641557487637e-07,1.84578927280015e-09,4.705699571372835e-09,1.6113667807462638e-12,2.0572647600409463e-10,4.63760611464615e-09,3.0688702460522868e-09,1.1267488178243527e-12,2.1250357151026193e-07,3.7314944095840434e-18,6.742548547076697e-15,1.940760715556627e-16,7.775459629970338e-13,5.2112362139778784e-11
1.0951812408021254e-11,0.07782336798655136,0.0,0.019320635929112647,0.031075110263184432,0.31940879740286654,0.35048425334488814,0.2070116523552126,0.09201772609693128,0.0,1.0212806432962219e-26,1.140863162751435e-08,1.8159003268343427e-24,0.0,5.8180263216181215e-39,1.4351290161268015e-12,1.6922788280138995e-29,2.699393472873597e-27,4.1383832329992e-39,1.950540264035332e-16,2.719140357860524e-18,6.651962037777622e-63,3.13683882600097e-14,3.340796839743302e-42,9.449436336899763e-28,1.354022573590615e-48,1.1408029557561307e-08,4.507726143378679e-44,4.694259778166909e-07,6.543538165432239e-07,4.5225566938538264e-07,5.273848857578915e-07,3.53902191919614e-07,2.2044519433358077e-07,1.8614720275348288e-09,4.766275541782343e-09,1.6246602559709239e-12,2.0970631404604917e-10,4.6968713118847624e-09,3.1170767104158847e-09,1.1339926921945489e-12,2.1386923135092356e-07,3.826624689215871e-18,6.9345508769557744e-15,1.9532380654424188e-16,7.911771699259677e-13,5.278075404094142e-11
1.1021772041644883e-11,0.07782336798655136,0.0,0.019320620620217593,0.031075110263184432,0.319408791813736,0.3504842499713368,0.20701164923083334,0.09201772590139866,0.0,1.0416154557556264e-26,1.14815093436221e-08,1.850927749950628e-24,0.0,6.044543148652247e-39,1.4635134799270263e-12,1.7359327828349813e-29,2.73399076859464e-27,4.2181982279917533e-39,1.9755364249359937e-16,2.7365100686058607e-18,6.86715571373446e-63,3.1568884974878633e-14,3.405229170209892e-42,9.693116726887815e-28,1.4067395680691444e-48,1.1480899558783886e-08,4.624008636561871e-44,4.696215594142362e-07,6.583892992003144e-07,4.5529051020886847e-07,5.306855521445725e-07,3.5566023129863956e-07,2.218742027324185e-07,1.8771669703804998e-09,4.827236940571345e-09,1.637991213869982e-12,2.1373696752502466e-10,4.756505367757112e-09,3.165691597983136e-09,1.1412365663786736e-12,2.1523488463311706e-07,3.923584277677464e-18,7.130663527144214e-15,1.9657154832153397e-16,8.0497746535135e-13,5.345334245793573e-11
1.1091731675268512e-11,0.07782336798655136,0.0,0.019320605321153036,0.031075110263184432,0.3194087862253601,0.3504842465986398,0.20701164611184625,0.0920177257110014,0.0,1.0622336942765727e-26,1.1554387059028465e-08,1.8864028038071644e-24,0.0,6.278361927986613e-39,1.4922790017254184e-12,1.780425878477217e-29,2.7688083658851403e-27,4.299032916303476e-39,2.0006916894474754e-16,2.753879779089043e-18,7.087882982727474e-63,3.1769383230810765e-14,3.4704846694748525e-42,9.941479796676525e-28,1.4611559370671918e-48,1.1553769510200478e-08,4.742526413274121e-44,4.6981200916916585e-07,6.624229930482495e-07,4.5832723266630695e-07,5.339853642379123e-07,3.5741288070369373e-07,2.2330344012260977e-07,1.8928739231335446e-09,4.888583723181181e-09,1.6513596544165553e-12,2.178187539741899e-10,4.8165081373267664e-09,3.2147152303010047e-09,1.1484804403767617e-12,2.1660053135829342e-07,4.02239689806867e-18,7.330945398748757e-15,1.9781929705912571e-16,8.189480059691837e-13,5.413012614838264e-11
1.116169130889214e-11,0.07782336798655136,0.0,0.019320590031767306,0.031075110263184432,0.3194087806377384,0.3504842432267968,0.2070116429982348,0.09201772552560507,0.0,1.0831378621024737e-26,1.1627264773733618e-08,1.922328332232889e-24,0.0,6.519669760411675e-39,1.52142836088086e-12,1.8257687992284614e-29,2.803846264738884e-27,4.3808937703152264e-39,2.0260060568059425e-16,2.771249489310524e-18,7.314249885274454e-63,3.196988302886779e-14,3.5365685625024596e-42,1.019458514892555e-27,1.5173152243171395e-48,1.1626639411811356e-08,4.863307934842005e-44,4.699974615173564e-07,6.664548989318235e-07,4.6136583679220757e-07,5.372843222600531e-07,3.591601566543755e-07,2.247329058558772e-07,1.908592711939927e-09,4.950315844883249e-09,1.6647655775837633e-12,2.219519908310469e-10,4.876879475557409e-09,3.264147924340276e-09,1.155724314188848e-12,2.1796617152788162e-07,4.123086432503008e-18,7.535455818028051e-15,1.9906705292988222e-16,8.330899493589986e-13,5.4811103868609966e-11
1.123165094251577e-11,0.07782336798655136,0.0,0.019320574751912272,0.031075110263184432,0.3194087750508706,0.3504842398558077,0.20701163988998253,0.09201772534507881,0.0,1.1043304783398327e-26,1.1700142487737737e-08,1.9587071790903116e-24,0.0,6.768657319350355e-39,1.550964341483778e-12,1.8719722969396033e-29,2.8391044651496562e-27,4.463787262407599e-39,2.0514795262477254e-16,2.7886191992707528e-18,7.54636380802655e-63,3.2170384370111395e-14,3.603486074256765e-42,1.045249276306641e-27,1.5752618050054293e-48,1.1699509263616814e-08,4.986381842582609e-44,4.701780473732607e-07,6.704850176954707e-07,4.644063226164238e-07,5.405824264330536e-07,3.609020756196353e-07,2.261625992844456e-07,1.9243231671839303e-09,5.0124332607792044e-09,1.6782089833447244e-12,2.261369954373251e-10,4.937619237313041e-09,3.313989992607009e-09,1.1629681878149672e-12,2.1933180514328952e-07,4.225676922182405e-18,7.74425453645549e-15,2.0031481610795062e-16,8.47404453982453e-13,5.5496274373653855e-11
1.1301610576139398e-11,0.07782336798655136,0.0,0.01932055948144334,0.031075110263184432,0.3194087694647564,0.3504842364856721,0.20701163678707302,0.09201772516929516,0.0,1.1258140781002543e-26,1.1773020201041004e-08,1.995542188275544e-24,0.0,7.025518896044629e-39,1.580889732358587e-12,1.919047191024077e-29,2.8745829671112414e-27,4.547719864960923e-39,2.0771120970093167e-16,2.805988908970179e-18,7.784333492258755e-63,3.237088725560332e-14,3.671242429701596e-42,1.0715262995299587e-27,1.6350408962887703e-48,1.1772379065617122e-08,5.111776957802395e-44,4.7035389422214987e-07,6.745133501832671e-07,4.674486901642641e-07,5.438796769788885e-07,3.626386540179317e-07,2.2759251976104253e-07,1.940065123379727e-09,5.074935925801141e-09,1.6916898716725587e-12,2.3037408503887666e-10,4.998727277358177e-09,3.3642417432511315e-09,1.1702120612551545e-12,2.206974322059041e-07,4.330192567410491e-18,7.957401730784127e-15,2.0156258676876232e-16,8.618926791819105e-13,5.618563641726001e-11
1.1371570209763027e-11,0.07782336798655136,0.0,0.01932054422021927,0.031075110263184432,0.3194087638793954,0.35048423311639004,0.20701163368948983,0.09201772499812995,0.0,1.1475912126425969e-26,1.1845897913643588e-08,2.0328362037183293e-24,0.0,7.290452445025924e-39,1.611207327066133e-12,1.9670043684573743e-29,2.9102817706174248e-27,4.632698050355264e-39,2.1029037683273704e-16,2.82335861840925e-18,8.028269042360421e-63,3.25713916864053e-14,3.7398428538005607e-42,1.0982956578591617e-27,1.6966985678763998e-48,1.1845248817812565e-08,5.239522281796035e-44,4.705251262099364e-07,6.78539897238929e-07,4.7049293945659834e-07,5.471760741194509e-07,3.643699082173853e-07,2.2902266663889816e-07,1.955818419065733e-09,5.137823794711784e-09,1.7052082425403856e-12,2.346635767855711e-10,5.060203450358052e-09,3.414903480172266e-09,1.1774559345094446e-12,2.2206305271709174e-07,4.436657727650574e-18,8.17495800311351e-15,2.028103650890375e-16,8.765557851790166e-13,5.687918875188512e-11
1.1441529843386656e-11,0.07782336798655136,0.0,0.019320528968102157,0.031075110263184432,0.31940875829478726,0.3504842297479612,0.20701163059721678,0.09201772483146241,0.0,1.1696644495152603e-26,1.1918775625545675e-08,2.070592069382074e-24,0.0,7.56365962986935e-39,1.6419199239061246e-12,2.015854783776561e-29,2.9462008756619903e-27,4.7187282909704205e-39,2.128854539438698e-16,2.8407283275884115e-18,8.278281934325739e-63,3.2771897663579085e-14,3.809292571517037e-42,1.1255634622672168e-27,1.7602817526784053e-48,1.191811852020342e-08,5.369646995845275e-44,4.706918642306463e-07,6.825646597058163e-07,4.735390705099615e-07,5.504716180765506e-07,3.6609585453593487e-07,2.3045303927174555e-07,1.971582896701651e-09,5.201096822104682e-09,1.7187640959213255e-12,2.3900578773119056e-10,5.122047610878811e-09,3.46597550312284e-09,1.184699807577872e-12,2.2342866667819926e-07,4.545096921633927e-18,8.396984380958322e-15,2.0405815124678714e-16,8.913949330732825e-13,5.757693012869817e-11
1.1511489477010285e-11,0.07782336798655136,0.0,0.0193205137249573,0.031075110263184432,0.3194087527109319,0.3504842263803852,0.2070116275102375,0.09201772466917478,0.0,1.1920363726986133e-26,1.1991653336747437e-08,2.1088126292638757e-24,0.0,7.84534586923176e-39,1.673030325919566e-12,2.0656094590797865e-29,2.9823402822387204e-27,4.805817059185932e-39,2.1549644095802665e-16,2.8580980365081087e-18,8.534485024244242e-63,3.297240518818643e-14,3.879596807814185e-42,1.1533358614031148e-27,1.8258382575200904e-48,1.1990988172789969e-08,5.502180461217786e-44,4.708542260115982e-07,6.865876384269317e-07,4.765870833366557e-07,5.537663090719167e-07,3.678165092414908e-07,2.3188363701382058e-07,1.9873584025681575e-09,5.264754962404392e-09,1.7323574317884989e-12,2.4340103483332514e-10,5.184259613387712e-09,3.5174581078085686e-09,1.1919436804604718e-12,2.2479427409055387e-07,4.6555348274580705e-18,8.623542317318911e-15,2.0530594542131665e-16,9.064112848406736e-13,5.827885929758171e-11
1.1581449110633914e-11,0.07782336798655136,0.0,0.019320498490653145,0.031075110263184432,0.31940874712782874,0.350484223013662,0.2070116244285358,0.09201772451115244,0.0,1.2147095827475582e-26,1.2064531047249056e-08,2.1475007273945536e-24,0.0,8.135720383173635e-39,1.7045413408911807e-12,2.1162794840258012e-29,3.0186999903413993e-27,4.89397082738107e-39,2.1812333779891966e-16,2.8754677451687856e-18,8.796992556791289e-63,3.3172914261289076e-14,3.950760787654944e-42,1.1816190415915782e-27,1.8934167739224052e-48,1.2063857775572485e-08,5.637152219166028e-44,4.710123261963528e-07,6.906088342449226e-07,4.796369779448493e-07,5.570601473271971e-07,3.6953188855208905e-07,2.3331445921986248e-07,2.0031447866691453e-09,5.328798169866667e-09,1.7459882501150269e-12,2.478496349532681e-10,5.246839312253325e-09,3.5693515859863614e-09,1.1991875531572788e-12,2.2615987495546389e-07,4.76799628265214e-18,8.854693690753626e-15,2.0655374779322878e-16,9.216060033321859e-13,5.898497500713332e-11
1.1651408744257543e-11,0.07782336798655136,0.0,0.019320483265061184,0.031075110263184432,0.31940874154547755,0.35048421964779125,0.20701162135209547,0.0920177243572838,0.0,1.2376866969342316e-26,1.2137408757050706e-08,2.1866592078386786e-24,0.0,8.434996239764754e-39,1.7364557813518343e-12,2.167876015833465e-29,3.0552799999638095e-27,4.9831960679348444e-39,2.2076614439027608e-16,2.8928374535708834e-18,9.065920173718565e-63,3.3373424883948807e-14,4.0227897360020303e-42,1.2104192268327718e-27,1.9630668889484182e-48,1.2136727328551251e-08,5.774591990926081e-44,4.7116627642548873e-07,6.946282480020818e-07,4.826887543386725e-07,5.603531330639595e-07,3.712420086360446e-07,2.3474550524511342e-07,2.0189419026364743e-09,5.39322639857865e-09,1.7596565508740306e-12,2.5235190485591203e-10,5.3097865617457305e-09,3.621656225559726e-09,1.2064314256683278e-12,2.2752546927421908e-07,4.8825062842372956e-18,9.090500805452927e-15,2.0780155854442715e-16,9.369802522724282e-13,5.969527600466686e-11
