Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34)
1.6460873324419489e-12,0.06210963536780779,0.0,0.015421263495002103,0.031075110263184432,0.3194095618347141,0.35048471989573404,0.2070121322733737,0.09201797465719949,0.0,1.2655404088325779e-35,6.143565478032792e-12,6.385140477632743e-34,0.0,9.15771286337721e-52,9.906873101843168e-16,7.727811546462993e-39,3.7421826347042393e-35,1.4828861407676978e-51,3.8092740788540346e-21,3.036374625420856e-24,4.1877689041590756e-83,1.1095135795103978e-19,8.83494943126213e-56,1.4671647214722637e-36,7.088072987423522e-64,6.143521893409132e-12,1.7467087824625833e-56,2.2088301244669346e-07,9.091522611202253e-08,5.78777505926736e-08,7.223766191601505e-08,5.917889572563985e-08,2.9087618965463234e-08,1.6458181812925054e-11,1.938938151660281e-11,3.610850219858856e-17,4.948646000742768e-14,1.9357168747035524e-11,3.45906011218309e-12,2.7730323542279715e-18,2.8727929067406668e-08,2.6549083133658934e-23,8.196180240348757e-23,1.6468323768345814e-14
1.6980732711705713e-12,0.06210963536780779,0.0,0.01542124715419615,0.031075110263184432,0.3194095580443189,0.35048471761488487,0.2070121295189365,0.09201796897246146,0.0,1.389444678755065e-35,6.337588588635668e-12,7.009608276608977e-34,0.0,1.1035896850750627e-51,1.0875841514363684e-15,8.751255696465669e-39,3.982282553843385e-35,1.627865283437706e-51,4.053675590892034e-21,3.132267928067398e-24,4.8921578898661575e-83,1.1445999239170637e-19,9.69872673535056e-56,1.661470218663909e-36,8.541788031080249e-64,6.337542207660395e-12,1.978037133392362e-56,2.265677350687653e-07,9.378510717534091e-08,5.970708481720935e-08,7.45183170655422e-08,6.102609395686729e-08,3.000564449615222e-08,1.7402097692287806e-11,2.0632829853399933e-11,3.833128116259187e-17,5.4321701369544313e-14,2.059747024415584e-11,3.7767269450389605e-12,2.8606089045150884e-18,2.96351669742512e-08,2.999018105178316e-23,9.548686478978818e-23,1.7524910294218243e-14
1.7500592098991938e-12,0.06210963536780779,0.0,0.015421230883344687,0.031075110263184432,0.3194095542539665,0.35048471533407966,0.20701212676582287,0.09201796335640161,0.0,1.5212106713264824e-35,6.531611697975914e-12,7.673532393495112e-34,0.0,1.3224670788349393e-51,1.1906043895192662e-15,9.873139641646032e-39,4.229847306364239e-35,1.781998796883708e-51,4.305675400138301e-21,3.2281612294382466e-24,5.688294062774328e-83,1.1796890999229338e-19,1.0617045248263158e-55,1.8744648928221046e-36,1.0235899795801894e-63,6.531562433713714e-12,2.23161581588411e-56,2.3218377955199308e-07,9.665490518027208e-08,6.15365142272479e-08,7.67989282699423e-08,6.287197053258339e-08,3.092363304401442e-08,1.8366822060325498e-11,2.191488348500361e-11,4.0620335468613425e-17,5.946187950117717e-14,2.187617865708383e-11,4.112303805053836e-12,2.948185453314247e-18,3.0542402917623375e-08,3.3754272114816465e-23,1.107363296951446e-22,1.8614344054387267e-14
1.8020451486278162e-12,0.06210963536780779,0.0,0.015421214681616672,0.031075110263184432,0.3194095504636567,0.3504847130533184,0.2070121240140319,0.0920179578081903,0.0,1.6610858517923466e-35,6.72563480605355e-12,8.378123134588126e-34,0.0,1.5763832111918054e-51,1.2999359747101312e-15,1.1099581957439133e-38,4.4848768916910125e-35,1.945566938881505e-51,4.565273490182706e-21,3.324054529534014e-24,6.584861699616078e-83,1.2147811076751684e-19,1.1591574729524348e-55,2.1073103747995008e-36,1.2201211508503302e-63,6.7255825715693645e-12,2.5088278167333943e-56,2.3773197554034377e-07,9.952462014381666e-08,6.336603922702826e-08,7.90794955403056e-08,6.471652640550687e-08,3.1841584617175034e-08,1.9351966433093484e-11,2.32355391527483e-11,4.297566508495308e-17,6.491629574048974e-14,2.319328468324806e-11,4.466177692211248e-12,3.035762000625483e-18,3.144963690571291e-08,3.786087062172358e-23,1.2786951576292443e-22,1.9736624884408412e-14
1.8540310873564387e-12,0.06210963536780779,0.0,0.0154211985481911,0.031075110263184432,0.31940954667338967,0.35048471077260096,0.20701212126356258,0.09201795232700788,0.0,1.8093186352878774e-35,6.9196579128686055e-12,9.124590946792326e-34,0.0,1.8696885594762207e-51,1.4157668880762646e-15,1.2436885701640342e-38,4.7473713092557235e-35,2.1188499671957782e-51,4.832469844683312e-21,3.419947828355313e-24,7.591076567024625e-83,1.2498759473215527e-19,1.2623984938591796e-55,2.361203319802698e-36,1.4471395876285307e-63,6.919602621227616e-12,2.811097821956707e-56,2.432131426556829e-07,1.0239425208282058e-07,6.519566021334782e-08,8.136001888759994e-08,6.655976252757458e-08,3.2759499223659837e-08,2.0357149506903307e-11,2.459479359890526e-11,4.53972699799109e-17,7.069424940302921e-14,2.4548779022753346e-11,4.838728393944242e-12,3.1233385464488295e-18,3.235686894661223e-08,4.233005867754617e-23,1.4705522196147518e-22,2.0891752619093457e-14
1.906017026085061e-12,0.06210963536780779,0.0,0.015421182482256867,0.031075110263184432,0.3194095428831652,0.3504847084919275,0.20701211851441395,0.09201794691204462,0.0,1.9661584583267042e-35,7.1136810184211004e-12,9.914146417629485e-34,0.0,2.2071268029932385e-51,1.5382851416129909e-15,1.3891538413780743e-38,5.017330558498065e-35,2.3021281395800913e-51,5.1072644473655485e-21,3.515841125902756e-24,8.716701708651414e-83,1.2849736190104831e-19,1.3715945634856384e-55,2.6373754072672025e-36,1.7083168990479548e-63,7.113622582688734e-12,3.139892216679442e-56,2.486280906185553e-07,1.052638010139767e-07,6.702537757569814e-08,8.364049832267215e-08,6.840167984994333e-08,3.3677376871396465e-08,2.1381997025946543e-11,2.5992643566670893e-11,4.7885150121786995e-17,7.680503778246846e-14,2.5942652378368587e-11,5.230328618124044e-12,3.210915090784323e-18,3.32640990483178e-08,4.718248602914372e-23,1.684719993849135e-22,2.2079727092480462e-14
1.958002964813683e-12,0.06210963536780779,0.0,0.015421166483012666,0.031075110263184432,0.3194095390929834,0.3504847062112979,0.2070121157665851,0.09201794156250064,0.0,2.1318558520342537e-35,7.307704122711059e-12,1.0748000275249004e-33,0.0,2.593857712976069e-51,1.6676787783796816e-15,1.5470212114414942e-38,5.294754638865282e-35,2.495681713776907e-51,5.38965728202142e-21,3.611734422176954e-24,9.972063236527511e-83,1.3200741228909586e-19,1.4869126577642364e-55,2.937093340715742e-36,2.0076467494923617e-63,7.307642455952983e-12,3.4967190850040833e-56,2.5397761936810415e-07,1.0813326695382689e-07,6.885519169639969e-08,8.59209338562496e-08,7.024227932299168e-08,3.459521756821556e-08,2.2426141651365056e-11,2.742908580015525e-11,5.0439305478881626e-17,8.325795615134568e-14,2.7374895455514602e-11,5.6413441245972235e-12,3.2984916336319986e-18,3.417132721873113e-08,5.2439369901168347e-23,1.9230842307629492e-22,2.330054813780425e-14
2.0099889035423054e-12,0.06210963536780779,0.0,0.015421150549666852,0.031075110263184432,0.31940953530284427,0.35048470393071224,0.20701211302007505,0.09201793627758562,0.0,2.3066625189263103e-35,7.501727225738509e-12,1.162736338843814e-33,0.0,3.0354809137093307e-51,1.804135872631213e-15,1.717976330452849e-38,5.579643549812034e-35,2.699790947517592e-51,5.679648332508712e-21,3.707627717178518e-24,1.1368066116892386e-82,1.355177459112567e-19,1.6085197526207315e-55,3.261658847639307e-36,2.3494632497087995e-63,7.50166224102062e-12,3.8831282099054107e-56,2.592625191799602e-07,1.1100264991876374e-07,7.068510295073261e-08,8.820132549894165e-08,7.208156189632157e-08,3.5513021321851905e-08,2.348922283374433e-11,2.8904117044370737e-11,5.305973601949518e-17,9.006229776179213e-14,2.884549896225227e-11,6.072133853293484e-12,3.3860681749918905e-18,3.507855346566002e-08,5.812249483305277e-23,2.187633636482193e-22,2.455421558746819e-14
2.0619748422709277e-12,0.06210963536780779,0.0,0.01542113468143735,0.031075110263184432,0.31940953151274776,0.3504847016501705,0.2070121102748828,0.09201793105651886,0.0,2.4908314115079534e-35,7.695750327503472e-12,1.2553446766632235e-33,0.0,3.5380600914598367e-51,1.94784452994758e-15,1.902723296487035e-38,5.871997290800287e-35,2.914736098522426e-51,5.977237582750223e-21,3.803521010908061e-24,1.2916209959667195e-82,1.3902836278254746e-19,1.7365828239742253e-55,3.612408679363948e-36,2.7384596945232273e-63,7.695681937891902e-12,4.300711073108789e-56,2.644835707832308e-07,1.1387194992503243e-07,7.251511170706634e-08,9.048167326124094e-08,7.39195285187602e-08,3.643078813994566e-08,2.4570886687089957e-11,3.041773404522091e-11,5.574644171192816e-17,9.722735384625742e-14,3.035445360927076e-11,6.523050050844643e-12,3.473644714864034e-18,3.598577779681965e-08,6.425421251567812e-23,2.4804625891306253e-22,2.5840729273016333e-14
2.11396078099955e-12,0.06210963536780779,0.0,0.015421118877551512,0.031075110263184432,0.3194095277226937,0.35048469936967247,0.20701210753100746,0.09201792589852904,0.0,2.684616814308042e-35,7.889773428005973e-12,1.352746155992505e-33,0.0,4.108148054128629e-51,2.0989928873592807e-15,2.101984655536881e-38,6.171815861299182e-35,3.1407974245005973e-51,6.2824250167329705e-21,3.899414303366189e-24,1.4628604804110007e-82,1.425392629180417e-19,1.8712688477371576e-55,3.990714610933427e-36,3.179707959014286e-63,7.889701546567084e-12,4.751100854987289e-56,2.696415454755762e-07,1.1674116698873241e-07,7.434521832698581e-08,9.276197715352496e-08,7.575618013836163e-08,3.7348518030043456e-08,2.5670785865992574e-11,3.1969933549489535e-11,5.849942252448113e-17,1.0476241361822398e-13,3.190175010987597e-11,6.994438394008479e-12,3.561221253248464e-18,3.689300021983375e-08,7.085744162831218e-23,2.8037738534388933e-22,2.7160089025106853e-14
2.165946719728172e-12,0.06210963536780779,0.0,0.015421103137246019,0.031075110263184432,0.3194095239326823,0.3504846970892185,0.20701210478844806,0.09201792080285418,0.0,2.8882744277847154e-35,8.083796527246037e-12,1.4550619059079061e-33,0.0,4.7528122604603295e-51,2.257769113470883e-15,2.3165014014460284e-38,6.479099260784918e-35,3.378255183150223e-51,6.595210618507454e-21,3.995307594553515e-24,1.6517986908687674e-82,1.4605044633286883e-19,2.0127447998153204e-55,4.3979834409753115e-36,3.678678258124311e-63,8.08372106704642e-12,5.23597243443915e-56,2.747372052373714e-07,1.1961030112581928e-07,7.61754231654162e-08,9.504223718605736e-08,7.759151770240858e-08,3.8266210999599484e-08,2.6788579444274347e-11,3.3560712304829674e-11,6.131867842545488e-17,1.1267676427291936e-13,3.348737917997905e-11,7.486638111604802e-12,3.648797790145215e-18,3.7800220742235574e-08,7.795566767553576e-23,3.1598812955217017e-22,2.851229467348579e-14
2.2179326584567944e-12,0.06210963536780779,0.0,0.015421087459766766,0.031075110263184432,0.31940952014271345,0.3504846948088083,0.20701210204720358,0.09201791576874152,0.0,3.102061455540319e-35,8.277819625223688e-12,1.562413069553589e-33,0.0,5.47966117909382e-51,2.4243614085806357e-15,2.547032975849145e-38,6.793847488740627e-35,3.627389632158344e-51,6.915594372186883e-21,4.091200884470647e-24,1.8597734537600814e-82,1.495619130422128e-19,2.1611776561078544e-55,4.835656991581021e-36,4.241259548567408e-63,8.277740499330152e-12,5.757042388781792e-56,2.797713028440491e-07,1.2247935235210651e-07,7.800572657074459e-08,9.732245336898931e-08,7.9425542157414e-08,3.918386705597673e-08,2.7923932796632604e-11,3.519006705975303e-11,6.420420938315017e-17,1.2097969098801824e-13,3.5111331538085255e-11,7.999982103447523e-12,3.736374325554322e-18,3.8707439371469186e-08,8.557294282472402e-23,3.551212596068799e-22,2.989734604696194e-14
2.2699185971854167e-12,0.06210963536780779,0.0,0.015421071844368745,0.031075110263184432,0.319409516352787,0.35048469252844194,0.2070120993072731,0.09201791079544738,0.0,3.3262366934311775e-35,8.47184272193895e-12,1.6749208041426657e-33,0.0,6.29687113525015e-51,2.5989580047982483e-15,2.794357268105317e-38,7.116060544656271e-35,3.888481029200945e-51,7.243576261946447e-21,4.187094173118194e-24,2.0881883750631263e-82,1.5307366306131164e-19,2.316734392507259e-55,5.305212108172893e-36,4.873780308168608e-63,8.47175984341853e-12,6.316068993630438e-56,2.847445819775016e-07,1.2534832068326698e-07,7.983612888494015e-08,9.960262571236087e-08,8.125825444912283e-08,4.010148620644796e-08,2.9076517481786036e-11,3.6857994563619454e-11,6.7156015365868e-17,1.2968047692434195e-13,3.677359790528269e-11,8.534797057767674e-12,3.82395085947582e-18,3.9614656114890355e-08,9.373388574375765e-23,3.9803119635268445e-22,3.1315242973382164e-14
2.321904535914039e-12,0.06210963536780779,0.0,0.015421056290315946,0.031075110263184432,0.3194095125629032,0.35048469024811946,0.2070120965686557,0.09201790588223706,0.0,3.56106062186412e-35,8.66586581739185e-12,1.7927062809582486e-33,0.0,7.213213968784615e-51,2.781747166158957e-15,3.0592706152388544e-38,7.445738428028517e-35,4.1618096319429516e-51,7.579156272022578e-21,4.282987460496766e-24,2.3385144189599323e-82,1.5658569640545582e-19,2.4795819848993933e-55,5.808160659385342e-36,5.583029943198743e-63,8.665779099311791e-12,6.914852222793457e-56,2.896577773357411e-07,1.2821720613483496e-07,8.166663044367144e-08,1.0188275422610238e-07,8.308965552251368e-08,4.101906845819691e-08,3.0246011128451814e-11,3.8564491566626444e-11,7.017409634190936e-17,1.3878840322654843e-13,3.847416900523149e-11,9.091403565798465e-12,3.911527391909744e-18,4.052187097976773e-08,1.0246368143908719e-22,4.449842845714856e-22,3.276598527960772e-14
2.373890474642661e-12,0.06210963536780779,0.0,0.015421040796881237,0.031075110263184432,0.31940950877306173,0.3504846879678407,0.20701209383135044,0.09201790102838472,0.0,3.806795500005942e-35,8.859888911582407e-12,1.9158906853544966e-33,0.0,8.238085197122189e-51,2.972917188735767e-15,3.342587801874066e-38,7.782881138360627e-35,4.447655698038243e-51,7.922334386712213e-21,4.378880746606969e-24,2.612291486776521e-82,1.6009801308998778e-19,2.6498874091634818e-55,6.346049536934562e-36,6.376280586488895e-63,8.859798267010177e-12,7.555233748154118e-56,2.9451161474160544e-07,1.3108600872220754e-07,8.349723157642213e-08,1.0416283892003574e-07,8.491974632180036e-08,4.193661381831925e-08,3.1432097322827646e-11,4.030955481979901e-11,7.325845227957548e-17,1.483127490238191e-13,4.021303556415292e-11,9.670116234848583e-12,3.9991039228561305e-18,4.1429083973283866e-08,1.1178808109387745e-22,4.96259064134771e-22,3.424957279149097e-14
2.4258764133712834e-12,0.06210963536780779,0.0,0.015421025363346262,0.031075110263184432,0.3194095049832628,0.3504846856876057,0.20701209109535634,0.09201789623317337,0.0,4.0637054630644453e-35,9.053912004510648e-12,2.044595216757669e-33,0.0,9.381532973662368e-51,3.1726564007482228e-15,3.645142060176315e-38,8.12748867516235e-35,4.746299485129655e-51,8.273110590372101e-21,4.4747740314494125e-24,2.911129995637374e-82,1.6361061313030083e-19,2.8278176411721162e-55,6.92046065550015e-36,7.261309511237991e-63,9.053817346513922e-12,8.239096939566508e-56,2.9930681124980095e-07,1.3395472846064646e-07,8.5327932606604e-08,1.0644287980387569e-07,8.674852779043366e-08,4.285412229382375e-08,3.2634465498740124e-11,4.209318107497957e-11,7.640908314716759e-17,1.5826279143053684e-13,4.19901883108188e-11,1.0271243798702098e-11,4.086680452315012e-18,4.233629510253624e-08,1.2173340190642195e-22,5.521465410108416e-22,3.5766005333853055e-14
2.4778623520999057e-12,0.06210963536780779,0.0,0.015421009989001333,0.031075110263184432,0.31940950119350636,0.3504846834074147,0.20701208836067242,0.09201789149589452,0.0,4.3320566214887734e-35,9.247935096176597e-12,2.1789410886671795e-33,0.0,1.0654287566530197e-50,3.381153162669374e-15,3.9677850697873503e-38,8.479561037949804e-35,5.0580212508489896e-51,8.63148486741807e-21,4.5706673150247004e-24,3.2367124573998837e-82,1.67123496541838e-19,3.0135396567912646e-55,7.533010952595883e-36,8.246421947568174e-63,9.24783633782326e-12,8.968366864738533e-56,3.0404407525298203e-07,1.3682336536527968e-07,8.715873385166842e-08,1.0872287688723115e-07,8.85760008711028e-08,4.377159389163329e-08,3.385281082928971e-11,4.391536708481792e-11,7.96259889129871e-17,1.6864780554696094e-13,4.3805617976541015e-11,1.089508922651454e-11,4.174256980286423e-18,4.324350437453829e-08,1.3232652692873387e-22,6.129504582585751e-22,3.731528273046205e-14
2.529848290828528e-12,0.06210963536780779,0.0,0.015420994673145332,0.031075110263184432,0.31940949740379226,0.3504846811272674,0.20701208562729778,0.09201788681584844,0.0,4.612117163125697e-35,9.441958186580279e-12,2.3190495286566598e-33,0.0,1.2067791618178722e-50,3.598595867329492e-15,4.311386957766252e-38,8.839098226245388e-35,5.383101252817024e-51,8.99745720232435e-21,4.6665605973334425e-24,3.5907950573341235e-82,1.7063666334009153e-19,3.2072204318802696e-55,8.185352388451106e-36,9.340474503458998e-63,9.441855240938427e-12,9.745010289127585e-56,3.0872410658624076e-07,1.39691919451103e-07,8.898963562321535e-08,1.110028301796065e-07,9.040216650573711e-08,4.468902861858586e-08,3.508683412101458e-11,4.577610960276155e-11,8.290916954533548e-17,1.7947706445989405e-13,4.565931529516102e-11,1.1541949829183109e-11,4.2618335067704e-18,4.4150711796220447e-08,1.4359490490545817e-22,6.789875668834103e-22,3.889740480401189e-14
2.58183422955715e-12,0.06210963536780779,0.0,0.015420979415085596,0.031075110263184432,0.3194094936141205,0.3504846788471639,0.20701208289523146,0.09201788219234368,0.0,4.904157457289426e-35,9.635981275721716e-12,2.4650417783750173e-33,0.0,1.363423093896227e-50,3.8251729400179995e-15,4.6768362985254023e-38,9.206100239577648e-35,5.72181974864351e-51,9.371027579622854e-21,4.762453878376245e-24,3.975209233046372e-82,1.7415011354060158e-19,3.409026942291856e-55,8.87917194588275e-36,1.0552898998974851e-62,9.635874055859645e-12,1.0571035675825004e-55,3.1334759663062513e-07,1.4256039073298143e-07,9.082063822710077e-08,1.1328273969040282e-07,9.222702563550772e-08,4.5606426481435655e-08,3.6336241709542174e-11,4.7675405383045855e-11,8.625862501251431e-17,1.9075983924334536e-13,4.755127100303983e-11,1.2212117364221556e-11,4.349410031766977e-18,4.505791737443111e-08,1.5556655011296792e-22,7.505878966721304e-22,4.0512371376101684e-14
2.6338201682857724e-12,0.06210963536780779,0.0,0.015420964214137823,0.031075110263184432,0.31940948982449124,0.3504846765671041,0.2070120801644725,0.09201787762469724,0.0,5.208450161674185e-35,9.830004363600934e-12,2.617039093547506e-33,0.0,1.5366566068462532e-50,4.061072838582341e-15,5.065040113771667e-38,9.580567077481192e-35,6.074456995927188e-51,9.75219598390253e-21,4.858347158153711e-24,4.391863253167663e-82,1.7766384715895554e-19,3.619126163872137e-55,9.616191630177152e-36,1.1893726894732808e-62,9.829892782587142e-12,1.1448493185452273e-55,3.1791522841513247e-07,1.454287792256513e-07,9.265174196354159e-08,1.1556260542891914e-07,9.405057920082885e-08,4.6523787486854066e-08,3.760074535762496e-11,4.961325118068471e-11,8.967435528282529e-17,2.0250539895918617e-13,4.948147583904778e-11,1.2905878138243937e-11,4.436986555276189e-18,4.596512111593769e-08,1.6827004219871843e-22,8.280950268951727e-22,4.216018226721598e-14
2.6858061070143947e-12,0.06210963536780779,0.0,0.01542094906962597,0.031075110263184432,0.3194094860349044,0.3504846742870881,0.20701207743501998,0.09201787311223435,0.0,5.525270331166952e-35,1.002402745021796e-11,2.775162743976792e-33,0.0,1.7278564383159954e-50,4.306484053525111e-15,5.476923872443132e-38,9.962498739496592e-35,6.441293252255797e-51,1.0140962399808654e-20,4.95424043666645e-24,4.842743796260253e-82,1.8117786421078714e-19,3.8376850724606114e-55,1.0398168468963528e-35,1.3373614143241666e-62,1.0023911421121146e-11,1.2379474676047204e-55,3.224276767177276e-07,1.482970849437214e-07,9.44829471272191e-08,1.1784242740435367e-07,9.587282814135971e-08,4.7441111641430615e-08,3.8880062154648585e-11,5.1589643751461036e-11,9.315636032457026e-17,2.147230106578027e-13,5.1449920544554736e-11,1.3623513107968377e-11,4.524563077298072e-18,4.687232302742749e-08,1.8173452602075625e-22,9.118663569819878e-22,4.384083729670531e-14
2.737792045743017e-12,0.06210963536780779,0.0,0.01542093398088215,0.031075110263184432,0.31940948224535975,0.3504846720071158,0.20701207470687294,0.09201786865428835,0.0,5.854895529392985e-35,1.0218050535572814e-11,2.9395340135440284e-33,0.0,1.9384832960210324e-50,4.561595108098301e-15,5.913431490650465e-38,1.035189522517026e-34,6.822608775206068e-51,1.0537326812042189e-20,5.050133713915063e-24,5.329917529516258e-82,1.8469216471177555e-19,4.0648706438901754e-55,1.1226894512096142e-35,1.5003866625465948e-62,1.0217929971461872e-11,1.3366113702960565e-55,3.2688560816489957e-07,1.5116530790167445e-07,9.631425400738032e-08,1.20122205625805e-07,9.769377339600581e-08,4.835839895167406e-08,4.017391441839719e-11,5.360457985191753e-11,9.670464010605108e-17,2.2742193937874034e-13,5.345659586342019e-11,1.43652979789563e-11,4.6121395978326585e-18,4.7779523115508757e-08,1.9598971148747746e-22,1.0022733770702775e-21,4.55543362827675e-14
2.789777984471639e-12,0.06210963536780779,0.0,0.015420918947246537,0.031075110263184432,0.31940947845585754,0.3504846697271873,0.20701207198003038,0.09201786425020068,0.0,6.197605942140614e-35,1.041207361966552e-11,3.110274200209932e-33,0.0,2.170085199866376e-50,4.826594558395827e-15,6.375525331614257e-38,1.0748756534054379e-34,7.21868382234375e-51,1.0941289205359105e-20,5.146026989900156e-24,5.855532687654432e-82,1.8820674867764462e-19,4.300849853987123e-55,1.2104196831528914e-35,1.6796466018850369e-62,1.0411948433609539e-11,1.4410585518743605e-55,3.31289681330243e-07,1.5403344811386897e-07,9.814566288793751e-08,1.224019401022734e-07,9.951341590292052e-08,4.9275649424013266e-08,4.1482029598271196e-11,5.565805623934755e-11,1.0031919459556978e-16,2.406114481513455e-13,5.5501492541983656e-11,1.5131503302891848e-11,4.699716116879986e-18,4.868672138671159e-08,2.1106587339756122e-22,1.0997019385236782e-21,4.730067904242943e-14
2.8417639232002614e-12,0.06210963536780779,0.0,0.015420903968067263,0.031075110263184432,0.3194094746663976,0.3504846674473025,0.20701206925449145,0.09201785989932076,0.0,6.553684493410899e-35,1.0606096702496105e-11,3.2875046160158534e-33,0.0,2.4243008986277458e-50,5.101670993443371e-15,6.864186205606509e-38,1.1153082665706779e-34,7.629798651223593e-51,1.135284956456975e-20,5.241920264622335e-24,6.421820651630816e-82,1.9172161612416193e-19,4.545789678571148e-55,1.3031937521197856e-35,1.8764096242433376e-62,1.0605966807564367e-11,1.5515107073044981e-55,3.3564054683163397e-07,1.569015055945406e-07,9.997717404756575e-08,1.2468163084266177e-07,1.0133175659950673e-07,5.019286306479824e-08,4.2804140180645533e-11,5.775006967178614e-11,1.0400002376142843e-16,2.5430079799540043e-13,5.7584601329055145e-11,1.592239457271349e-11,4.787292634440087e-18,4.959391784748894e-08,2.2699385128015067e-22,1.2045525243285775e-21,4.907986539152939e-14
2.8937498619288837e-12,0.06210963536780779,0.0,0.015420889042700333,0.031075110263184432,0.31940947087697996,0.35048466516746146,0.20701206653025517,0.09201785560100581,0.0,6.923416963318776e-35,1.080011978406459e-11,3.471346587084872e-33,0.0,2.7028633433683433e-50,5.3870130352865255e-15,7.380413369888574e-38,1.1564873619690842e-34,8.056233519389385e-51,1.1772007874538187e-20,5.3378135380822e-24,7.031097527525924e-82,1.952367670671381e-19,4.799857093455355e-55,1.4012013696896778e-35,2.0920170341093434e-62,1.0799985093326566e-11,1.668193701249965e-55,3.399388474274349e-07,1.5976948035780355e-07,1.0180878775979897e-07,1.2696127785577715e-07,1.031487964224182e-07,5.111003988030103e-08,4.4139983595657275e-11,5.988061690800115e-11,1.0774712757192934e-16,2.684992479217541e-13,5.970591297590581e-11,1.6738232316308495e-11,4.874869150513e-18,5.05011125042175e-08,2.4380504923519943e-22,1.3172405194546284e-21,5.089189514469994e-14
2.945735800657506e-12,0.06210963536780779,0.0,0.015420874170509516,0.031075110263184432,0.31940946708760465,0.35048466288766417,0.2070120638073206,0.09201785135462083,0.0,7.307092108513715e-35,1.0994142864371002e-11,3.661921453622869e-33,0.0,3.0076032344720104e-50,5.682809339076411e-15,7.925224528652832e-38,1.1984129395575436e-34,8.498268684373928e-51,1.2198764120181575e-20,5.433706810280358e-24,7.685765725263842e-82,1.987522015224259e-19,5.063219074446257e-55,1.504635749616011e-35,2.3278857939585657e-62,1.0994003290896352e-11,1.79133756806262e-55,3.4418521811134574e-07,1.6263737241765202e-07,1.0364050429312397e-07,1.292408811503316e-07,1.0496453630756112e-07,5.202717987671672e-08,4.5489302126025885e-11,6.204969470748449e-11,1.115605059953747e-16,2.8321605493294684e-13,6.186541823625861e-11,1.757927218816778e-11,4.962445665098753e-18,5.140830536319856e-08,2.6153143577404436e-22,1.4381964810988946e-21,5.273676811535133e-14
2.997721739386128e-12,0.06210963536780779,0.0,0.015420859350866265,0.031075110263184432,0.3194094632982715,0.3504846606079106,0.20701206108568673,0.09201784715953853,0.0,7.70500178441882e-35,1.1188165943415365e-11,3.85935056991962e-33,0.0,3.3404526263036134e-50,5.9892485931536335e-15,8.499655832961209e-38,1.2410849992934789e-34,8.956184403699072e-51,1.2633118286469539e-20,5.5296000812174075e-24,8.38831553748957e-82,2.0226791950591965e-19,5.3360425973437836e-55,1.613693607813971e-35,2.5855113142613062e-62,1.1188021400273928e-11,1.9211765117717056e-55,3.4838028620628966e-07,1.6550518178796184e-07,1.0547232391107291e-07,1.3152044073494345e-07,1.0677897719009553e-07,5.294428306016432e-08,4.68518428172769e-11,6.425729983044355e-11,1.1544015900006694e-16,2.984604740238313e-13,6.406310786627924e-11,1.844576505962945e-11,5.050022178197387e-18,5.231549643065904e-08,2.8020554366013703e-22,1.5678664088896273e-21,5.4614484115655315e-14
3.0497076781147504e-12,0.06210963536780779,0.0,0.015420844583149608,0.031075110263184432,0.3194094595089807,0.35048465832820064,0.20701205836535272,0.09201784301513914,0.0,8.11744106988676e-35,1.1382189021197704e-11,4.0637553043498805e-33,0.0,3.7034486046414907e-50,6.306519519129875e-15,9.104761880687058e-38,1.2845035411348407e-34,9.430260934875699e-51,1.3075070358423533e-20,5.6254933508939545e-24,9.141326718296037e-82,2.0578392103355432e-19,5.6184946379412785e-55,1.7285751623488044e-35,2.866470299815319e-62,1.1382039421459505e-11,2.0579489060736296e-55,3.5252467145699485e-07,1.6837290848249184e-07,1.0730424687231393e-07,1.3379995661813843e-07,1.0859212000443694e-07,5.386134943668771e-08,4.822735738989726e-11,6.650342903779268e-11,1.193860865543086e-16,3.1424175818218833e-13,6.629897262456714e-11,1.9337957107183625e-11,5.1375986898089335e-18,5.3222685712752346e-08,2.998604697499958e-22,1.7067120149779776e-21,5.652504295652953e-14
