Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33),SX(708),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),NO3(95),HNO(87),H3NO3(626),H2NOX(203),H2N2X(602),N2O2(378),OCX(32),S(567),HNO(549),NO(1160),SX(540),SX(1251),S(1268),ONONO(331),SX(1279),NOX(214),CH2OH(45),S(1443),S(1482),S(1458),CNOX(1420),NH2(85),NH(86),N2OX(1412),S(1414),S(1422),CH3NX(699),CH2NX(707),CH3O(46),H3NO(550),CHNO2(385),S(1654),S(2008),NO2X(206),SX(544)
6.133066336805537e-12,0.11156171647114635,0.0,0.027698165976746764,0.031075033591998154,0.3194085951693879,0.3504810000117299,0.20701187887597886,0.09201783920300653,1.589078976897476e-30,2.7754445531655736e-20,3.049990353977738e-06,9.997832768409732e-17,8.465752451281355e-20,1.4260163563124803e-30,5.149754192908513e-12,1.7074318172267758e-20,2.414576629858023e-18,7.405363196769896e-29,2.47438910466137e-13,1.131165978655851e-12,2.692320818681606e-43,5.8263383217584565e-09,1.2085214048496436e-27,1.6878129705040128e-21,1.2578094445249172e-37,3.051688822460147e-06,5.382272222026619e-27,3.567868240288776e-07,3.21969766674383e-07,6.284987812073887e-07,3.064576740475951e-07,1.9776091044854048e-07,1.9024165974672699e-07,5.7800147503838205e-08,1.3983642515684305e-08,3.8286069609019076e-07,2.2443338312994914e-09,3.622012884905124e-08,9.132969908046074e-08,3.777619444846052e-07,1.4054575935107561e-07,7.428511324380486e-16,5.462701790387394e-14,1.1860184507181387e-13,1.2216977489301796e-11,1.1202716187766362e-11,2.872725081619796e-09,6.871217952199139e-09,9.279664702655854e-08,3.38854664400567e-08,1.6047380695950333e-10,6.081257914551538e-12,7.014287785195745e-18,1.3578518659205306e-11,1.3937446821608508e-12,1.1395853490396296e-11,7.707884156046175e-08,1.2654395767250406e-17,1.0392485148983398e-39,8.111100079116148e-18,8.215561677303472e-22,1.7927503213514202e-15,3.304218752628087e-24,5.136939048711429e-20,5.036693628625923e-16,7.688570978525335e-25,3.3472709964063063e-28,5.0388765424336365e-31,4.436777291479188e-16,8.491575038363254e-11,8.254081649492044e-20,2.6100704960529724e-18,1.3169719960511777e-32,8.764141503438967e-22,2.011532820350505e-09,2.0165508918057587e-16,6.549090646713728e-26,8.888681178996831e-30,1.1691204124158276e-26,5.621919211064702e-16,1.2905707543903766e-13,1.48231386710365e-11,2.559521699810112e-21,5.589272017797319e-41,6.727212961427466e-50,2.526556114049634e-41,5.738633906160654e-08,3.399686871644267e-10
6.159713706890161e-12,0.11156171647114635,0.0,0.027698155976663516,0.03107503330352741,0.3194085905969965,0.35048098374752706,0.2070118777206399,0.09201783905531277,1.624524133627031e-30,2.813533805864564e-20,3.0632413676889507e-06,1.0131848381149411e-16,8.577313993111202e-20,1.458181105587554e-30,5.2261412704436805e-12,1.734381525599641e-20,2.4356043395166443e-18,7.502309946449398e-29,2.4958025660743374e-13,1.1360807324482282e-12,2.7626944749323936e-43,5.8516512108475354e-09,1.22944539434719e-27,1.7106666412426975e-21,1.285982009112302e-37,3.06494605457082e-06,5.47551734166417e-27,3.569396643859871e-07,3.2291761398039665e-07,6.319837553200799e-07,3.0757715815466543e-07,1.982922073144662e-07,1.9115917945354838e-07,5.7914510837352474e-08,1.4106651444939669e-08,3.8452541264685195e-07,2.273731209471354e-09,3.6528428543199435e-08,9.195491105392748e-08,3.79403206032477e-07,1.4114388660583115e-07,7.508010124380865e-16,5.508422242843943e-14,1.1910660963223764e-13,1.2269098710765221e-11,1.1199195048501644e-11,2.897724994376707e-09,6.929498558662849e-09,9.313576617374179e-08,3.3961803515448814e-08,1.6187112852012932e-10,6.134444577392713e-12,7.146025276944731e-18,1.3682585494088498e-11,1.406600523790882e-12,1.1495095156730247e-11,7.743525740300255e-08,1.2924000935145293e-17,1.06730091831776e-39,8.20154882418618e-18,8.288097049178343e-22,1.815808570166585e-15,3.3701487407764656e-24,2.3191870057981327e-21,5.1290814191041495e-16,7.728373104228428e-25,3.4080808040745255e-28,5.0617330056271065e-31,4.495715782318253e-16,8.564450449671268e-11,8.333141044029658e-20,2.6462296135618402e-18,1.3340498301296853e-32,8.916039978670622e-22,2.020494363806748e-09,2.0418361930029294e-16,6.752031579629878e-26,9.115412642756743e-30,1.1943917359072568e-26,5.667141723931065e-16,1.3011620778211034e-13,1.495158377353736e-11,2.5818567830599314e-21,5.7486537912416e-41,6.995564494177395e-50,2.610093831522082e-41,5.763118408481863e-08,3.459132834617502e-10
6.183696339966322e-12,0.11156171647114635,0.0,0.027698146978302713,0.03107503304415403,0.31940858648269277,0.3504809691111415,0.20701187668258914,0.0920178389244528,1.6569664008461933e-30,2.8481226432164485e-20,3.0751672741528482e-06,1.0253496209532463e-16,8.678558650584909e-20,1.4876285352816937e-30,5.2955956935753715e-12,1.7588926006707333e-20,2.4546072249447145e-18,7.590282215004847e-29,2.5151525673878626e-13,1.1405040107600786e-12,2.8273348830588945e-43,5.87443279882955e-09,1.2485082017900236e-27,1.731415916736928e-21,1.3117711657712383e-37,3.0768775488979794e-06,5.5604689904057136e-27,3.570751806692524e-07,3.2376811582169675e-07,6.351244690788341e-07,3.08583297258288e-07,1.987686175252257e-07,1.9198502585992605e-07,5.801711081141961e-08,1.4217789720097228e-08,3.860236667585529e-07,2.300404749622587e-09,3.6806918392836755e-08,9.251865866478206e-08,3.808803409483945e-07,1.4168210976954273e-07,7.580044786870431e-16,5.5497757867866906e-14,1.1956082075699355e-13,1.2315999969811971e-11,1.1196062869478886e-11,2.9203158245783737e-09,6.982171837767506e-09,9.344040154353265e-08,3.40302402982764e-08,1.6313389557051364e-10,6.182512253685983e-12,7.266247143985326e-18,1.3776579053988436e-11,1.4182236953520417e-12,1.158478052156343e-11,7.775619907329718e-08,1.3170471909870487e-17,1.0930879684659471e-39,8.28345539053239e-18,8.3536575183863955e-22,1.8367290282933077e-15,3.430375753515603e-24,3.896309003375e-20,5.212498358288824e-16,7.747620227119472e-25,3.463520049691409e-28,5.081965649569653e-31,4.549202423374109e-16,8.630304492636292e-11,8.404659502921761e-20,2.679068270831811e-18,1.3495455711204258e-32,9.054428392172942e-22,2.0285612359786338e-09,2.0647759810082557e-16,6.939254327651449e-26,9.323540363437706e-30,1.2175020415306688e-26,5.707958128351397e-16,1.3107273046706578e-13,1.5067657496521267e-11,2.602041646061424e-21,5.895356367394317e-41,7.245155733748969e-50,2.687308322927482e-41,5.7851478962390146e-08,3.513288971268518e-10
6.2076789730424834e-12,0.11156171647114635,0.0,0.027698137981537245,0.031075032785017307,0.31940858236919073,0.3504809544760778,0.20701187564619428,0.0920178387955204,1.689928249109859e-30,2.883005209611732e-20,3.0870931750498754e-06,1.0376127656021447e-16,8.780601729590937e-20,1.517554948231512e-30,5.365723274464697e-12,1.7836479925574562e-20,2.4736839546562485e-18,7.678939527947052e-29,2.5345763442786106e-13,1.1449272889760086e-12,2.893230681228174e-43,5.897214375265099e-09,1.2677918110683722e-27,1.752337459063118e-21,1.3379765959979468e-37,3.0888090294191996e-06,5.6464052424845796e-27,3.572087924900593e-07,3.246161990044565e-07,6.382691868159109e-07,3.0958811507527836e-07,1.992433692470232e-07,1.9281094176662984e-07,5.8119404386661695e-08,1.4329334891200811e-08,3.875219295968924e-07,2.3272835781478873e-09,3.708637322621971e-08,9.308340437535652e-08,3.823574754122685e-07,1.4222024639084242e-07,7.652541271212926e-16,5.59132463822788e-14,1.2001495896600518e-13,1.2362893802655072e-11,1.1192965273715415e-11,2.9429927646246165e-09,7.035054250844843e-09,9.374449467319198e-08,3.409842648850528e-08,1.644015677449835e-10,6.230769119595873e-12,7.388055595509227e-18,1.3870888474570488e-11,1.4298970008041026e-12,1.1674814390170003e-11,7.807729935827934e-08,1.3420607643552494e-17,1.1193951174353321e-39,8.365839076504758e-18,8.4194820185995715e-22,1.857809300400384e-15,3.491455154058144e-24,3.853066828661287e-20,5.297313656172434e-16,8.05070094137361e-25,3.5196380963802526e-28,5.109785590235914e-31,4.603109392841488e-16,8.696410699330917e-11,8.476524221929228e-20,2.7121882375569122e-18,1.3651608640194646e-32,9.194420989295108e-22,2.036629511138038e-09,2.0878898677299343e-16,7.130900235088037e-26,9.535582653470301e-30,1.2409631304135477e-26,5.748884109272132e-16,1.3203237973374886e-13,1.5184179441601293e-11,2.6223054173305708e-21,6.045202230464103e-41,7.502614915387265e-50,2.7664893312913723e-41,5.807171118152062e-08,3.5680701168552624e-10
6.231661606118645e-12,0.11156171647114635,0.0,0.027698128986339915,0.03107503252611679,0.31940857825648805,0.350480939842334,0.20701187461144951,0.09201783866848881,1.7234159618644813e-30,2.9181829113755847e-20,3.0990190703800788e-06,1.0499746819704915e-16,8.883446435961914e-20,1.54796627789181e-30,5.436528136664629e-12,1.808649122068697e-20,2.4928345286588715e-18,7.768284542350677e-29,2.554073885949258e-13,1.149350567096055e-12,2.9604012977162572e-43,5.919995940163495e-09,1.2872979204673585e-27,1.7734320597411654e-21,1.3646034157237688e-37,3.100740496134039e-06,5.733333675786977e-27,3.5734052665293524e-07,3.2546187054741607e-07,6.414178988632941e-07,3.1059161334018967e-07,1.9971646825216064e-07,1.9363692234641248e-07,5.8221394819933044e-08,1.4441286280532133e-08,3.8902020116255194e-07,2.35436841878583e-09,3.736679164133661e-08,9.364914521739657e-08,3.838346094241082e-07,1.4275829648365325e-07,7.725501162319452e-16,5.633069735032045e-14,1.2046902427114496e-13,1.2409780210477212e-11,1.1189902177419665e-11,2.9657558007372886e-09,7.0881458142532845e-09,9.404804511163878e-08,3.416636396631566e-08,1.656741450299862e-10,6.279215193711642e-12,7.511465894523601e-18,1.396551375582794e-11,1.4416204444251734e-12,1.1765196762514811e-11,7.839855827032868e-08,1.3674446767499545e-17,1.1462307889423771e-39,8.448700732111953e-18,8.485570608947046e-22,1.8790499877709596e-15,3.553395884325955e-24,3.8300627387297444e-20,5.383162755751199e-16,8.521038597657108e-25,3.5764405349290807e-28,5.142928445890722e-31,4.657438223449247e-16,8.762769069789767e-11,8.54873565048993e-20,2.7455908732875874e-18,1.380896168669665e-32,9.336030171478076e-22,2.0446991873374567e-09,2.1111785419632624e-16,7.32705558932586e-26,9.751597371568631e-30,1.2647788245864709e-26,5.789919229445529e-16,1.3299515257306335e-13,1.530114960200872e-11,2.642648100506573e-21,6.198245959350281e-41,7.768157358858739e-50,2.847678907476047e-41,5.829188028783358e-08,3.6234808153363744e-10
6.255644239194806e-12,0.11156171647114635,0.0,0.027698119992683862,0.03107503226745207,0.3194085741445823,0.35048092520990837,0.2070118735783492,0.09201783854333156,1.7574358740509698e-30,2.9536571566394766e-20,3.1109449601435045e-06,1.0624357800036724e-16,8.987095976247088e-20,1.578868508606032e-30,5.5080144141903325e-12,1.833897412548386e-20,2.512058946960213e-18,7.858319915293052e-29,2.573645181604393e-13,1.1537738451202536e-12,3.028866385417751e-43,5.9427774935340285e-09,1.3070282347775963e-27,1.7947005112287976e-21,1.391656784481074e-37,3.112671949042061e-06,5.821261897246287e-27,3.574704095851566e-07,3.2630513744929577e-07,6.445705955994e-07,3.1159379378529673e-07,2.001879202928491e-07,1.944629627937383e-07,5.8323085332900124e-08,1.455364320656576e-08,3.90518481456213e-07,2.3816599941627864e-09,3.7648172232861384e-08,9.421587825414366e-08,3.8531174298392276e-07,1.4329626006189463e-07,7.798926043988534e-16,5.675012020030387e-14,1.209230166842845e-13,1.245665919469131e-11,1.1186873431811517e-11,2.988604919169607e-09,7.141446543172194e-09,9.435105241498375e-08,3.423405460085533e-08,1.6695162741197476e-10,6.327850494551226e-12,7.636493396762046e-18,1.4060454897754e-11,1.453394030201495e-12,1.1855927638562706e-11,7.871997582089112e-08,1.3932028139360178e-17,1.1736035096903428e-39,8.53204120767955e-18,8.551923348426539e-22,1.9004516915568356e-15,3.616206947780069e-24,3.9965373276337894e-20,5.4700370824253045e-16,8.63086686631907e-25,3.633932979615535e-28,5.167850701010184e-31,4.712190445345175e-16,8.829379604047481e-11,8.621294237149115e-20,2.7792775393359117e-18,1.3967519449194037e-32,9.479268390464652e-22,2.0527702626277816e-09,2.134642692544515e-16,7.527808001322517e-26,9.971642996481398e-30,1.2889529701340956e-26,5.831063051717102e-16,1.3396104598158162e-13,1.5418567970974895e-11,2.6630696992286732e-21,6.354542860609139e-41,8.042003376749979e-50,2.9309198310273095e-41,5.851198582586213e-08,3.679525621570583e-10
6.279626872270967e-12,0.11156171647114635,0.0,0.02769811100054259,0.031075032009022705,0.31940857003347134,0.35048091057879927,0.20701187254688747,0.09201783842002262,1.79199437232539e-30,2.989429355340215e-20,3.1228708443402018e-06,1.074996469682031e-16,9.091553557710735e-20,1.610267675854612e-30,5.580186251504623e-12,1.859394289873967e-20,2.5313572095679026e-18,7.949048303854178e-29,2.593290220450524e-13,1.1581971230486408e-12,3.0986458235718165e-43,5.965559035385971e-09,1.3269844652951892e-27,1.8161436069213988e-21,1.41914190561685e-37,3.1246033881428353e-06,5.910197542843062e-27,3.575984673420411e-07,3.2714600668885275e-07,6.477272674487036e-07,3.1259465814059924e-07,2.0065773110127814e-07,1.9528905832471225e-07,5.84244791123915e-08,1.4666404983993447e-08,3.9201677047855686e-07,2.409159025788866e-09,3.7930513592182555e-08,9.478360057999602e-08,3.8678887609172126e-07,1.4383413713948288e-07,7.872817498898025e-16,5.717152441114003e-14,1.2137693621729175e-13,1.2503530756812559e-11,1.1183878857259677e-11,3.0115401062022293e-09,7.194956451607221e-09,9.465351614649267e-08,3.4301500250294746e-08,1.6823401487740785e-10,6.37667504073712e-12,7.763153550916979e-18,1.4155711900341806e-11,1.4652177618287648e-12,1.194700701827855e-11,7.904155202048317e-08,1.419339084305623e-17,1.2015219102139885e-39,8.615861353626295e-18,8.618540295904301e-22,1.9220150127778204e-15,3.6798974096242815e-24,3.9670816777486594e-20,5.557983556376353e-16,8.51312437760382e-25,3.692121068204149e-28,5.1871256657120565e-31,4.767367586081718e-16,8.896242302138732e-11,8.694200429558304e-20,2.813249598772093e-18,1.4127286526225675e-32,9.624148147178486e-22,2.0608427350583265e-09,2.1582830083471128e-16,7.733246420228404e-26,1.0195778631045626e-29,1.3134894372054224e-26,5.872315139076451e-16,1.3493005696271792e-13,1.5536434541731186e-11,2.6835702171361386e-21,6.514148975252248e-41,8.324378369378909e-50,3.0162556198888167e-41,5.8732027339057844e-08,3.736209101227047e-10
6.303609505347129e-12,0.11156171647114635,0.0,0.027698102009889994,0.031075031750828267,0.31940856592315287,0.35048089594900506,0.20701187151705872,0.09201783829853635,1.8270978952796956e-30,3.025500919219012e-20,3.134796722970216e-06,1.0876571610193045e-16,9.196822388330555e-20,1.642169866503628e-30,5.653047803503475e-12,1.8851411824561188e-20,2.5507293164895738e-18,8.04047236511674e-29,2.6130089916960747e-13,1.1626204008812525e-12,3.1697597194939405e-43,5.988340565728568e-09,1.347168329821733e-27,1.8377621411518257e-21,1.4470640265065862e-37,3.136534813435935e-06,6.00014827760503e-27,3.5772472561217537e-07,3.2798448522493745e-07,6.508879048813675e-07,3.1359420813382433e-07,2.0112590638968593e-07,1.961152041770329e-07,5.8525579310747026e-08,1.4779570923750693e-08,3.9351506823026527e-07,2.4368662340539014e-09,3.821381430743207e-08,9.535230932017213e-08,3.882660087475127e-07,1.4437192773033056e-07,7.947177108594275e-16,5.759491951190753e-14,1.218307828820309e-13,1.2550394898236617e-11,1.1180918283735788e-11,3.034561348115425e-09,7.24867555239559e-09,9.495543587654972e-08,3.4368702761881876e-08,1.695213074127493e-10,6.425688850915138e-12,7.891461898871751e-18,1.4251284763584421e-11,1.4770916427134497e-12,1.2038434901627219e-11,7.936328687869594e-08,1.4458574188709612e-17,1.229994725727904e-39,8.700162020387684e-18,8.685421510115093e-22,1.94374055232108e-15,3.744476397008685e-24,4.039743884858413e-20,5.64698072719719e-16,8.446318150609254e-25,3.751010461943538e-28,5.2072320177467736e-31,4.822971170601771e-16,8.9633571640982e-11,8.767454674474222e-20,2.8475084164209565e-18,1.4288267516385537e-32,9.770681991668005e-22,2.068916602676847e-09,2.1821001782778154e-16,7.943461148089629e-26,1.0424064006247148e-29,1.338392120023403e-26,5.913675054689361e-16,1.3590218252562275e-13,1.565474930750905e-11,2.7041496578682662e-21,6.67712108557686e-41,8.615512920945206e-50,3.103730540196779e-41,5.8952004369799846e-08,3.793535830695472e-10
6.3515747714994505e-12,0.11156171647114635,0.0,0.027698084032948104,0.031075031235142523,0.3194085577048844,0.3504808666933539,0.20701186946227731,0.09201783806093078,1.8989660305997816e-30,3.0985477984923685e-20,3.158648463530383e-06,1.1132801888831627e-16,9.409806632507101e-20,1.7075079238905582e-30,5.80085672321779e-12,1.9373907397066795e-20,2.589695063305399e-18,8.225418134090414e-29,2.6526676882286954e-13,1.1714669562592932e-12,3.3160724647320287e-43,6.0339035919226065e-09,1.3882258646355129e-27,1.8815287072438816e-21,1.5042404784786303e-37,3.160397622597434e-06,6.1831258199713856e-27,3.579719446436531e-07,3.2965429792289207e-07,6.572210386036682e-07,3.155893719336075e-07,2.0205737315604872e-07,1.9776762790409306e-07,5.872691140302937e-08,1.5007112515368918e-08,3.9651168992450145e-07,2.49290805643489e-09,3.878328814213174e-08,9.649267469648017e-08,3.91220272703111e-07,1.4544724950743822e-07,8.097307112670283e-16,5.84477207453888e-14,1.2273825765414653e-13,1.2644100924518633e-11,1.1175098519995686e-11,3.0808619416399203e-09,7.356741376570653e-09,9.555764164922072e-08,3.450238570620624e-08,1.7211060763904048e-10,6.524284337767242e-12,8.153085811059038e-18,1.4443378072005983e-11,1.5009898644426217e-12,1.2222336179082556e-11,8.000723260474728e-08,1.5000561176877307e-17,1.2886390711046805e-39,8.870208318700507e-18,8.819976973017234e-22,1.987680689256053e-15,3.876336767950361e-24,4.129759631654437e-20,5.828196954517354e-16,9.214225359342243e-25,3.8709159272717727e-28,5.270261633504904e-31,4.935463757631909e-16,9.098343379760643e-11,8.915009104372903e-20,2.9168917944080407e-18,1.461388963074141e-32,1.006876239186962e-21,2.0850685156612294e-09,2.230267836294513e-16,8.378587592336232e-26,1.0893326067677008e-29,1.38931183021234e-26,5.996716624090698e-16,1.378557654556896e-13,1.5892723397055523e-11,2.7455453223638236e-21,7.0133941701731e-41,9.22500954592165e-50,3.2852786401990584e-41,5.939176314813087e-08,3.910137397688345e-10
6.39474351103654e-12,0.11156171647114635,0.0,0.027698067858536825,0.03107503077182465,0.3194085503111304,0.3504808403677472,0.20701186761850177,0.09201783785306891,1.965576999909976e-30,3.165328018248252e-20,3.1801150109969496e-06,1.1366870335205817e-16,9.604299121363008e-20,1.7680946399110878e-30,5.9362854701998375e-12,1.9852847751224786e-20,2.62501678307007e-18,8.394275182714506e-29,2.6886125716921657e-13,1.1794288557723374e-12,3.452524228911465e-43,6.074910276227598e-09,1.42597352046018e-27,1.92152660446121e-21,1.5572473751212741e-37,3.1818741036163653e-06,6.351354703327959e-27,3.5818853790767865e-07,3.3114902255075585e-07,6.62934326567998e-07,3.17380541521248e-07,2.028901566664306e-07,1.9925493402169756e-07,5.890713716888422e-08,1.5213275194300984e-08,3.992086793105777e-07,2.544064864556121e-09,3.929908136110723e-08,9.752234885164319e-08,3.9387910871737637e-07,1.4641474346168526e-07,8.234041047566763e-16,5.922214730200686e-14,1.2355473585852992e-13,1.2728410982952492e-11,1.1169975499015777e-11,3.1228266456912458e-09,7.454716161222805e-09,9.609776219422084e-08,3.462188713453191e-08,1.7445775304610617e-10,6.6136677454156386e-12,8.394341987216489e-18,1.461734229295376e-11,1.5226698027573095e-12,1.238903921086439e-11,8.058732644809836e-08,1.5501815049212067e-17,1.3434048863555477e-39,9.024901902662932e-18,8.941981268390423e-22,2.0277876245214156e-15,3.99814269822065e-24,4.2014876611535146e-20,5.995005100447969e-16,1.0249269709765737e-24,3.98128658404632e-28,5.340446455329701e-31,5.038180768000029e-16,9.220693374634552e-11,9.049002894361045e-20,2.98033127540691e-18,1.491114725078358e-32,1.0342818648552946e-21,2.099609989274236e-09,2.274230481288879e-16,8.787470503415142e-26,1.133046626214869e-29,1.4364315872811286e-26,6.071818430093962e-16,1.3962461205387371e-13,1.6108432836720092e-11,2.7830713729801053e-21,7.328136712362676e-41,9.805937032104009e-50,3.4564475075925653e-41,5.978732090614507e-08,4.0173248489856405e-10
6.43791225057363e-12,0.11156171647114635,0.0,0.027698051688558514,0.03107503030926157,0.319408542919909,0.3504808140463735,0.20701186577992906,0.09201783765072925,2.034056379270131e-30,3.233100218960345e-20,3.201581540428191e-06,1.1604242614284312e-16,9.801469980393059e-20,1.8304081896678094e-30,6.074013985028971e-12,2.034011190477687e-20,2.6605777585308385e-18,8.565427533965063e-29,2.724796180386646e-13,1.1873907549756243e-12,3.593622954021468e-43,6.115916923385126e-09,1.4644857230616965e-27,1.962105318834586e-21,1.611753793183453e-37,3.2033505398920396e-06,6.522993009710192e-27,3.5839968412033506e-07,3.326361086194549e-07,6.686603168640381e-07,3.1916747934182944e-07,2.037177290240926e-07,2.007423300964236e-07,5.908645921690093e-08,1.542073647388412e-08,4.019056969903945e-07,2.595907316867939e-09,3.981796079008476e-08,9.855517565436496e-08,3.9653794326727964e-07,1.4738195741510887e-07,8.372316345485325e-16,6.00031747831066e-14,1.243709781540885e-13,1.281269701979846e-11,1.1164960251787426e-11,3.1650699539873965e-09,7.553368875896195e-09,9.663611381466531e-08,3.4740629031151904e-08,1.7682079066940712e-10,6.703664657582356e-12,8.641184302482856e-18,1.4792329902311927e-11,1.5445122645619797e-12,1.2556871393870668e-11,8.11679344526934e-08,1.6016069481956444e-17,1.4001077311829546e-39,9.181165607448971e-18,9.064842695410046e-22,2.068429486018229e-15,4.12297224947594e-24,4.5871592070242483e-20,6.165350280385404e-16,1.082891183858587e-24,4.094018586282774e-28,5.4062291311184735e-31,5.142303051386038e-16,9.343860380981894e-11,9.184131281425811e-20,3.0447211585945938e-18,1.5212409469214314e-32,1.0622431593773672e-21,2.1141559528666598e-09,2.318776848660138e-16,9.213296440914566e-26,1.1782009693371537e-29,1.4847995475075543e-26,6.147262813322713e-16,1.4140350360163166e-13,1.6325594322992487e-11,2.820853190147737e-21,7.654702769229352e-41,1.0419078916200601e-49,3.6352708383285716e-41,6.018266257602631e-08,4.126668082121816e-10
6.481080990110719e-12,0.11156171647114635,0.0,0.027698035522873136,0.031075029847450968,0.3194085355312071,0.35048078772922303,0.20701186394652657,0.09201783745377465,2.104443625568979e-30,3.3018726990371873e-20,3.22304805182438e-06,1.1844942648100942e-16,1.0001337944109248e-19,1.8944859626892792e-30,6.214066874405036e-12,2.0835784079552184e-20,2.6963779897322956e-18,8.738890684046823e-29,2.76121845144486e-13,1.1953526538693607e-12,3.739494383359613e-43,6.1569235334483366e-09,1.503772725887194e-27,2.0032695167872216e-21,1.667791955669824e-37,3.2248269314221472e-06,6.698086491859901e-27,3.586055205010469e-07,3.341155960005461e-07,6.743989555180845e-07,3.2095019538968724e-07,2.0454012283049042e-07,2.0222978912553328e-07,5.9264894729225005e-08,1.5629492203047967e-08,4.0460274296792673e-07,2.648439573656789e-09,4.033991808103907e-08,9.95911394101514e-08,3.9919677635287327e-07,1.4834889144872624e-07,8.512142185643492e-16,6.079086053060184e-14,1.2518698460989745e-13,1.2896959043475396e-11,1.1160051845002554e-11,3.2075917865115316e-09,7.652699553900021e-09,9.717269425767834e-08,3.4858621781421904e-08,1.791997204301911e-10,6.794275182716105e-12,8.893706797238566e-18,1.496834090003737e-11,1.5665172594366785e-12,1.2725832727896843e-11,8.174905664155991e-08,1.6543561898644315e-17,1.4588024475691906e-39,9.339004400226337e-18,9.188561591860877e-22,2.109609773240495e-15,4.2508809179317964e-24,4.475583015914066e-20,6.339363314794241e-16,1.074067704717842e-24,4.209145799120576e-28,5.458038033970155e-31,5.247839405062614e-16,9.467844399005713e-11,9.320396838565705e-20,3.110069466609722e-18,1.5517703107027356e-32,1.0907676213167538e-21,2.128706395000158e-09,2.363910956821371e-16,9.65664293513433e-26,1.2248327963183528e-29,1.534439293483726e-26,6.223047232249445e-16,1.4319242283124283e-13,1.6544207816400517e-11,2.8588907950919e-21,7.993451211865288e-41,1.106598057557501e-49,3.822035168981129e-41,6.057778545134417e-08,4.238194162306002e-10
6.524249729647809e-12,0.11156171647114635,0.0,0.02769801936134408,0.031075029386390576,0.3194085281450118,0.35048076141628565,0.2070118621182618,0.09201783726207136,2.1767787585162625e-30,3.371653775766553e-20,3.244514545185789e-06,1.208899436096791e-16,1.0203921754385475e-19,1.9603659078934894e-30,6.356468853405273e-12,2.133994876390347e-20,2.732417476719051e-18,8.91468012919358e-29,2.7978793220196077e-13,1.2033145524537508e-12,3.890266794879296e-43,6.197930106470148e-09,1.5438448506758925e-27,2.0450238745692855e-21,1.7253945649588967e-37,3.2463032782044365e-06,6.87668120744491e-27,3.5880618081240797e-07,3.3558752436103733e-07,6.801501890076086e-07,3.2272869963554144e-07,2.0535737048311315e-07,2.0371728432711255e-07,5.944246055262295e-08,1.5839538193324123e-08,4.0729981724714936e-07,2.701665783138238e-09,4.086494485400862e-08,1.0063022472232491e-07,4.0185560797420946e-07,1.4931554564352e-07,8.653527733502177e-16,6.158526239107997e-14,1.2600275529499564e-13,1.2981197061904373e-11,1.1155249416562063e-11,3.2503920632119217e-09,7.752708216693841e-09,9.770750134225578e-08,3.497587566032945e-08,1.8159454224975857e-10,6.885499429368986e-12,9.152004508554422e-18,1.514537528608623e-11,1.5886847940285626e-12,1.2895923212738476e-11,8.233069302834229e-08,1.7084532089125898e-17,1.5195450452818736e-39,9.498423251178666e-18,9.313138294146457e-22,2.1513319842394267e-15,4.381924866301703e-24,4.29731978340027e-20,6.517051206109895e-16,1.0447191978538043e-24,4.326702333963851e-28,5.50293962072922e-31,5.354798597808641e-16,9.592645428909287e-11,9.457802129309542e-20,3.1763842402288752e-18,1.5827054985795556e-32,1.1198628013796906e-21,2.143261304222069e-09,2.4096368242372514e-16,1.0118102922938781e-25,1.272979959402714e-29,1.5853746610366895e-26,6.299169147441492e-16,1.4499135252088165e-13,1.6764273277472557e-11,2.8971842090379394e-21,8.344749250428547e-41,1.1748249962107512e-49,4.0170357030085466e-41,6.097268681513543e-08,4.351930260033084e-10
