Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35)
9.59598988229073e-10,0.045450764422602166,0.0,0.01112937225336403,0.031075110263184432,0.3193504236236979,0.3504490903890722,0.20698176843862395,0.092016717284543,0.0,6.0030914803561705e-33,7.0355924665362e-14,8.286387285439993e-37,0.0,4.620351861009685e-50,1.0181472761123934e-08,4.458325065485462e-39,4.239020326822647e-41,4.0721653343338215e-62,3.1714552445754277e-21,4.85150912732537e-31,2.4406526654819898e-99,2.3932260704441886e-23,3.4112940736381853e-68,8.101992358637234e-36,6.614679589822344e-67,7.009317156657679e-14,3.1331159542029555e-62,1.5963039043892985e-06,4.492488569641029e-05,2.886236619965074e-05,3.5701750397074606e-05,1.6330270994655465e-05,1.3744035908278391e-05,9.821729195044623e-10,2.891475909613759e-07,2.0428214039518766e-16,7.562618416586701e-08,2.2455727692721278e-07,1.8115584599656675e-07,3.7117040712673874e-24,1.4121464591417223e-05,2.00633619997762e-15,3.703837378626286e-12,9.379354817363029e-20,2.299121491319912e-12
9.62432849183615e-10,0.045450764422602166,0.0,0.011128945292873898,0.031075110263184432,0.3193502503602429,0.3504489858891555,0.2069817048138552,0.09201671829003218,0.0,6.078203736472672e-33,7.056368723672896e-14,8.384884127430288e-37,0.0,4.7027009888042665e-50,1.0271824295305124e-08,4.511086347910724e-39,4.264094280653748e-41,4.108348111866904e-62,3.1901281738060657e-21,4.865835539340568e-31,2.4769033855069826e-99,2.4076168007570592e-23,3.4416047489469752e-68,8.197870285711801e-36,6.732573583028169e-67,7.029938351986068e-14,3.1702206559063706e-62,1.5962461816251666e-06,4.505640356503655e-05,2.8947188126142915e-05,3.58062503134927e-05,1.6352755941803287e-05,1.3782366020962594e-05,9.843333917160706e-10,2.9080716570451826e-07,2.0548887618320564e-16,7.622549431234717e-08,2.2571386584034291e-07,1.8196183158989023e-07,3.722684689311868e-24,1.4162604347664133e-05,2.0281950845447943e-15,3.755796169460771e-12,9.290352416868905e-20,2.3125391555260214e-12
9.652667101381569e-10,0.045450764422602166,0.0,0.011128518447808248,0.031075110263184432,0.31935007710678603,0.3504488813945624,0.2069816412840815,0.09201671930026195,0.0,6.1539844542319986e-33,7.077144974614505e-14,8.48426381557949e-37,0.0,4.786268864618948e-50,1.0362706846278954e-08,4.5643137511609604e-39,4.2892421786507965e-41,4.144744582823231e-62,3.208855421257464e-21,4.880161946955208e-31,2.513583568215323e-99,2.4220543556051473e-23,3.4720944373391495e-68,8.294595193839917e-36,6.852212375136925e-67,7.050559086995596e-14,3.207653549765542e-62,1.596188481368521e-06,4.518791523003721e-05,2.9032004683691903e-05,3.591074490648041e-05,1.6375149062628548e-05,1.3820682883818928e-05,9.864920756994557e-10,2.92471193726915e-07,2.0669915623994125e-16,7.682752908302943e-08,2.2687273198614408e-07,1.82768057768761e-07,3.733665485922457e-24,1.4203740934535934e-05,2.0502281027026127e-15,3.808318034930457e-12,9.34535775286053e-20,2.325994693909092e-12
9.681005710926988e-10,0.045450764422602166,0.0,0.011128091717838684,0.031075110263184432,0.3193499038633263,0.3504487769052914,0.20698157784893967,0.09201672031524198,0.0,6.230436791302436e-33,7.097921219361347e-14,8.584531761938852e-37,0.0,4.871069860637932e-50,1.0454121935956017e-08,4.6180100009483594e-39,4.314464020943428e-41,4.18135537631141e-62,3.2276369827454804e-21,4.894488350175851e-31,2.5506970181520197e-99,2.4365387897875196e-23,3.502763665824837e-68,8.392172035225885e-36,6.97361654176952e-67,7.071179361704515e-14,3.245416559526623e-62,1.596130803556471e-06,4.531942069592592e-05,2.9116815845761767e-05,3.601523417719299e-05,1.639745071938404e-05,1.3858986497175323e-05,9.88648973163014e-10,2.941396725290369e-07,2.0791298048245487e-16,7.743229001772228e-08,2.280338727631619e-07,1.8357451385118318e-07,3.744646461710374e-24,1.4244874353022203e-05,2.0723932098364987e-15,3.86140726849091e-12,9.611732053607836e-20,2.339488095055235e-12
9.709344320472408e-10,0.045450764422602166,0.0,0.01112766510263823,0.031075110263184432,0.3193497306298623,0.3504486724213417,0.2069815145080679,0.09201672133498197,0.0,6.307563898994896e-33,7.118697457913732e-14,8.68569339778911e-37,0.0,4.957118475523547e-50,1.054607108578227e-08,4.6721778307986086e-39,4.3397598076623687e-41,4.218181121439558e-62,3.24647285408728e-21,4.908814749009035e-31,2.5882475622640883e-99,2.4510701584290002e-23,3.533612961413758e-68,8.490605776264268e-36,7.096806839616075e-67,7.091799176131084e-14,3.2835116144908316e-62,1.5960731481263014e-06,4.545091996721022e-05,2.920162158582167e-05,3.6119718126782626e-05,1.6419661272894478e-05,1.3897276861359785e-05,9.908040851555176e-10,2.958125996120558e-07,2.0913034882781035e-16,7.803977862765802e-08,2.2919728559820255e-07,1.8438118917199945e-07,3.75562761728756e-24,1.4286004604109891e-05,2.0947476160362303e-15,3.915068081434296e-12,9.49878700998528e-20,2.353019354060265e-12
9.737682930017827e-10,0.045450764422602166,0.0,0.011127238601881296,0.031075110263184432,0.31934955740639276,0.3504485679427119,0.20698145126110568,0.09201672235949152,0.0,6.385368922122706e-33,7.13947369027198e-14,8.787754173680536e-37,0.0,5.044429335152264e-50,1.0638555816737203e-08,4.726819982049765e-39,4.365129538939444e-41,4.255222447315317e-62,3.265363031101326e-21,4.9231411434612745e-31,2.6262390499662945e-99,2.4656485169811028e-23,3.564642851115229e-68,8.589901397537779e-36,7.221804207489595e-67,7.112418530293545e-14,3.3219406495138907e-62,1.5960155150155368e-06,4.5582413048391515e-05,2.9286421877344284e-05,3.622419675639841e-05,1.6441781082562084e-05,1.3935553976700409e-05,9.929574124000407e-10,2.974899724778447e-07,2.1035126119307523e-16,7.864999639558545e-08,2.303629679462394e-07,1.8518807308196108e-07,3.7666089532666694e-24,1.4327131688783352e-05,2.117286949490494e-15,3.969304763608635e-12,9.542394574216186e-20,2.366588454790533e-12
9.766021539563246e-10,0.045450764422602166,0.0,0.011126812215243717,0.031075110263184432,0.3193493841929165,0.3504484634694009,0.20698138810769418,0.0920167233887803,0.0,6.463854998859263e-33,7.160249916436403e-14,8.890719559473153e-37,0.0,5.1330171933526635e-50,1.0731577649331779e-08,4.7819392038511284e-39,4.3905732149075736e-41,4.2924799830458485e-62,3.2843075096073822e-21,4.937467533539056e-31,2.664675353206901e-99,2.480273921222977e-23,3.595853861938166e-68,8.690063893815225e-36,7.348629767382477e-67,7.133037424210149e-14,3.360705605005463e-62,1.595957904161657e-06,4.571389994396513e-05,2.9371216693806257e-05,3.632867006718635e-05,1.646381050637228e-05,1.3973817843525382e-05,9.951089562143294e-10,2.991717886289767e-07,2.1157571749532059e-16,7.926294477586304e-08,2.3153091729031948e-07,1.8599515494802185e-07,3.777590470261085e-24,1.4368255608024344e-05,2.1399591522719288e-15,4.024121669518358e-12,9.885489301238468e-20,2.380195385066816e-12
9.794360149108665e-10,0.045450764422602166,0.0,0.011126385942402724,0.031075110263184432,0.31934921098943214,0.35044835900140753,0.2069813250474758,0.09201672442285791,0.0,6.543025260593757e-33,7.181026136407318e-14,8.99459504437727e-37,0.0,5.222896932645758e-50,1.0825138103606653e-08,4.8375382531621146e-39,4.4160908357007814e-41,4.329954357737842e-62,3.303306285426506e-21,4.951793919248841e-31,2.703560366533421e-99,2.4949464272623362e-23,3.6272465208910782e-68,8.791098274049406e-36,7.477304825526362e-67,7.153655857899136e-14,3.399808426928589e-62,1.5959003155021781e-06,4.5845380658420325e-05,2.945600600868983e-05,3.643313806028938e-05,1.648574990089922e-05,1.4012068462163016e-05,9.972587178033214e-10,3.0085804556872456e-07,2.128037176516211e-16,7.987862519455161e-08,2.327011311414701e-07,1.8680242415423817e-07,3.788572168884919e-24,1.4409376362812039e-05,2.1628190992441932e-15,4.079523063801725e-12,9.797098576023471e-20,2.393840141372153e-12
9.822698758654085e-10,0.045450764422602166,0.0,0.01112595978303696,0.031075110263184432,0.3193490377959386,0.3504482545387308,0.2069812620800944,0.09201672546173394,0.0,6.622882831789963e-33,7.201802350185039e-14,9.099386136994183e-37,0.0,5.3140835649871015e-50,1.091923869913034e-08,4.893619894751135e-39,4.441682401454195e-41,4.367646200497499e-62,3.3223593543810454e-21,4.966120300597068e-31,2.742898007158365e-99,2.5096660915363894e-23,3.6588213549820755e-68,8.893009561375048e-36,7.607850873454586e-67,7.174273831378749e-14,3.4392510667991297e-62,1.595842748974793e-06,4.597685519624028e-05,2.95407897954825e-05,3.653760073684741e-05,1.6507599621311354e-05,1.4050305832941752e-05,9.994066977999566e-10,3.0254874080105976e-07,2.140352615790551e-16,8.04970390495071e-08,2.3387360703860567e-07,1.8760987010177228e-07,3.799554049753014e-24,1.4450493954123051e-05,2.1858672648754013e-15,4.135513282443036e-12,9.765928581992172e-20,2.407522708023014e-12
9.851037368199504e-10,0.045450764422602166,0.0,0.011125533736826457,0.031075110263184432,0.31934886461243445,0.35044815008136937,0.20698119920519517,0.09201672650541799,0.0,6.703430829847106e-33,7.222578557769883e-14,9.205098365357173e-37,0.0,5.406592232511396e-50,1.1013880954997089e-08,4.950186901194465e-39,4.467347912304048e-41,4.405556140430546e-62,3.3414667122946378e-21,4.9804466775901524e-31,2.7826922150249833e-99,2.5244329708127887e-23,3.690578891218866e-68,8.995802793106736e-36,7.740289589068148e-67,7.194891344667227e-14,3.479035481685196e-62,1.59578520451736e-06,4.610832356190215e-05,2.962556802767613e-05,3.664205809799728e-05,1.6529360021377e-05,1.4088529956190181e-05,1.001552896674044e-09,3.0424387183065206e-07,2.1527034919470434e-16,8.111818771047382e-08,2.3504834254843416e-07,1.8841748220818353e-07,3.810536113480951e-24,1.4491608382931426e-05,2.209049957708131e-15,4.192096732525915e-12,1.0145469182620436e-19,2.421243070717778e-12
9.879375977744923e-10,0.045450764422602166,0.0,0.011125107803452567,0.031075110263184432,0.31934869143891864,0.35044804562932236,0.20698113642242486,0.0920167275539196,0.0,6.784672364957729e-33,7.243354759162161e-14,9.311737276972794e-37,0.0,5.500438208279736e-50,1.1109066389825262e-08,5.0072420528751215e-39,4.4930873683876837e-41,4.443684806642239e-62,3.3606283549922028e-21,4.99477305023448e-31,2.8229469528730224e-99,2.5392471221905485e-23,3.722519656608753e-68,9.099483020736806e-36,7.874642837705502e-67,7.215508397782802e-14,3.5191636342065927e-62,1.5957276820677083e-06,4.623978575987702e-05,2.9710340678768628e-05,3.674651014487283e-05,1.655103145346984e-05,1.4126740832237048e-05,1.003697315351742e-09,3.0594343616286863e-07,2.1650898041565434e-16,8.174207251917697e-08,2.3622533526536376e-07,1.8922524990794044e-07,3.821518360685054e-24,1.4532719650208663e-05,2.2323916271660887e-15,4.2492777600329235e-12,1.0005097631699399e-19,2.435001227942491e-12
9.907714587290343e-10,0.045450764422602166,0.0,0.011124681982598078,0.031075110263184432,0.3193485182753898,0.35044794118258843,0.20698107373143138,0.09201672860724834,0.0,6.866610539968496e-33,7.264130954362193e-14,9.419308438862179e-37,0.0,5.595636897026639e-50,1.1204796521755232e-08,5.064788137981735e-39,4.5189007698435586e-41,4.482032828237354e-62,3.3798442782999436e-21,5.009099418536416e-31,2.863666206304467e-99,2.5541086031009927e-23,3.754644178158645e-68,9.204055309933301e-36,8.010932673212031e-67,7.236124990743706e-14,3.5596374925342596e-62,1.5956701815638556e-06,4.6371241794629986e-05,2.9795107722265368e-05,3.685095687860485e-05,1.6572614268574425e-05,1.416493846141127e-05,1.0058399543755577e-09,3.0764743130377326e-07,2.1775115515899418e-16,8.23686947894159e-08,2.374045828114095e-07,1.9003316265218291e-07,3.8325007919823874e-24,1.4573827756923729e-05,2.2559688898403283e-15,4.307060675719351e-12,1.0105527731044474e-19,2.4487971612245786e-12
9.936053196835762e-10,0.045450764422602166,0.0,0.011124256273947215,0.031075110263184432,0.3193483451218466,0.35044783674116653,0.20698101113186432,0.0920167296654137,0.0,6.949248450237792e-33,7.284907143370292e-14,9.527817437602737e-37,0.0,5.692203835911168e-50,1.1301072868447508e-08,5.122827952507429e-39,4.544788116811245e-41,4.520600834320192e-62,3.39911447804534e-21,5.023425782502304e-31,2.9048539838492883e-99,2.569017471308687e-23,3.7869529828750475e-68,9.309524740537881e-36,8.149181339015362e-67,7.25674112356817e-14,3.600459030389703e-62,1.5956127029439442e-06,4.650269167062009e-05,2.987986913167587e-05,3.695539830032118e-05,1.659410881629166e-05,1.4203122844041942e-05,1.0079808140141325e-09,3.093558547601263e-07,2.1899687334181648e-16,8.299805580715675e-08,2.3858608283609987e-07,1.9084120990916707e-07,3.8434834079907745e-24,1.4614932704043048e-05,2.279701011788006e-15,4.365449964516758e-12,1.0497194305733979e-19,2.4626308592896693e-12
9.964391806381181e-10,0.045450764422602166,0.0,0.01112383067718551,0.031075110263184432,0.3193481719782881,0.35044773230505555,0.20698094862337438,0.09201673072842524,0.0,7.032589183494228e-33,7.305683326186772e-14,9.63726987937025e-37,0.0,5.79015469527077e-50,1.139789694708117e-08,5.181364300248693e-39,4.570749409431432e-41,4.559389453994582e-62,3.418438950057145e-21,5.037752142138457e-31,2.946514317031196e-99,2.5839737849123526e-23,3.819446597764064e-68,9.415896406563735e-36,8.289411269204593e-67,7.277356796274421e-14,3.641630227044439e-62,1.5955552461460946e-06,4.6634135392300474e-05,2.9964624880516285e-05,3.705983441114663e-05,1.6615515444844263e-05,1.4241293980458385e-05,1.010119894782856e-09,3.110687040393833e-07,2.2024613488121743e-16,8.363015683062524e-08,2.397698330163836e-07,1.9164938116475583e-07,3.85446620932879e-24,1.4656034492530548e-05,2.303563256884701e-15,4.42445007235671e-12,1.0217537668826407e-19,2.4765023209548395e-12
9.9927304159266e-10,0.045450764422602166,0.0,0.01112340519199979,0.031075110263184432,0.3193479988447127,0.35044762787425426,0.20698088620561378,0.09201673179629243,0.0,7.116635819698689e-33,7.326459502811949e-14,9.747671389981005e-37,0.0,5.88950527937602e-50,1.1495270274351812e-08,5.240399992804259e-39,4.596784647845931e-41,4.5983993163638784e-62,3.437817690165385e-21,5.052078497451167e-31,2.9886512604333783e-99,2.5989776023458097e-23,3.852125549831407e-68,9.523175416193532e-36,8.431645089610786e-67,7.297972008880681e-14,3.68315306731943e-62,1.5954978111084613e-06,4.676557296411824e-05,3.0049374942311522e-05,3.716426521220306e-05,1.663683450108215e-05,1.4279451870990114e-05,1.012257197185741e-09,3.1278597664969454e-07,2.2149893969429692e-16,8.426499909039974e-08,2.40955831056536e-07,1.9245766592246196e-07,3.865449196615761e-24,1.4697133123347647e-05,2.3276487150384945e-15,4.484065344355261e-12,1.0247756861486603e-19,2.4904115255196174e-12
9.999999999999999e-10,0.045450764422602166,0.0,0.01112329606202269,0.031075110263184432,0.3193479544330952,0.35044760108591655,0.20698087020842912,0.09201673207101162,0.0,7.13831008895332e-33,7.331789126842461e-14,9.776145865420348e-37,0.0,5.915218782677417e-50,1.1520337747432864e-08,5.2556249890371974e-39,4.60347527536867e-41,4.608442084931751e-62,3.442797582340185e-21,5.055753576304973e-31,2.999537779922637e-99,2.602834131499843e-23,3.860538477549159e-68,9.550842101647753e-36,8.468457452173852e-67,7.303260268337495e-14,3.6938616605603316e-62,1.595483081039839e-06,4.679928909986401e-05,3.0071114598719105e-05,3.719105354985709e-05,1.664228931699387e-05,1.4289238219090082e-05,1.0128051837655462e-09,3.1322721394189874e-07,2.2182088747693332e-16,8.44282944392898e-08,2.412604321375253e-07,1.926650288267321e-07,3.8682666461003395e-24,1.4707675473109014e-05,2.3338640370830066e-15,4.499457881026289e-12,1.0386160683411051e-19,2.4939856758836384e-12
1.002106902547202e-09,0.045450764422602166,0.0,0.01112297981807826,0.031075110263184432,0.31934782572111964,0.3504475234487616,0.20698082387823605,0.09201673286902474,0.0,7.201391430907284e-33,7.347235673246137e-14,9.859027614934126e-37,0.0,5.990271527186763e-50,1.1593194366469336e-08,5.29993784957398e-39,4.622893832197676e-41,4.637631050530961e-62,3.457250694201352e-21,5.066404848446705e-31,3.0312688917642596e-99,2.6140289823789293e-23,3.8849903660823856e-68,9.63136689177733e-36,8.575905618889523e-67,7.318586761405171e-14,3.725029541584529e-62,1.5954403977694258e-06,4.6897004390514545e-05,3.0134119290593384e-05,3.7268690704609396e-05,1.665806633048793e-05,1.4317596515966883e-05,1.0143927211625508e-09,3.1450767009990494e-07,2.2275528769815827e-16,8.490258378950439e-08,2.42144074688066e-07,1.9326605370285752e-07,3.876432370471789e-24,1.4738228597453262e-05,2.351905182905232e-15,4.544300287706923e-12,1.0774456361425815e-19,2.5043584603179153e-12
1.004940763501744e-09,0.045450764422602166,0.0,0.011122554555110516,0.031075110263184432,0.3193476526075074,0.35044741902857657,0.20698076164089613,0.09201673394663165,0.0,7.286859081131848e-33,7.36801183748965e-14,9.971344219454209e-37,0.0,6.092469513111017e-50,1.169167073915641e-08,5.3599806977577014e-39,4.649076962630729e-41,4.677085285598242e-62,3.4767379579976046e-21,5.080731195131311e-31,3.0743713119232376e-99,2.6291279841185476e-23,3.918041573521911e-68,9.7404759698305e-36,8.72221586960732e-67,7.339201053866109e-14,3.7672616457579123e-62,1.5953830060675578e-06,4.702842967592459e-05,3.0218857898900324e-05,3.7373110889481546e-05,1.6679211277182226e-05,1.4355727915718682e-05,1.0165264665535013e-09,3.1623378189955246e-07,2.240151788099086e-16,8.554291210350171e-08,2.4333456166962245e-07,1.9407453404331988e-07,3.887415731517735e-24,1.4779320915803829e-05,2.3762887255761474e-15,4.605159418213726e-12,1.048360754692748e-19,2.5183431276759763e-12
1.0077746244562859e-09,0.045450764422602166,0.0,0.011122129402787487,0.031075110263184432,0.31934747950387476,0.35044731461369794,0.2069806994932503,0.09201673502912257,0.0,7.373041826198411e-33,7.388787995542806e-14,1.008462688853429e-36,0.0,6.196115447766567e-50,1.1790700907646765e-08,5.4205313723541435e-39,4.67533403929028e-41,4.7167626506676595e-62,3.49627947738796e-21,5.095057537511207e-31,3.117962645066436e-99,2.6442746670093858e-23,3.9512796991545034e-68,9.850507801031664e-36,8.870599049331983e-67,7.359814886281712e-14,3.809851381305524e-62,1.5953256359413335e-06,4.715984882477767e-05,3.030359074077913e-05,3.7477525767932515e-05,1.6700269683929095e-05,1.4393846070575761e-05,1.0186584337603007e-09,3.1796430955886814e-07,2.252786129466584e-16,8.618598518058525e-08,2.445272897869008e-07,1.9488309649902085e-07,3.898399280375235e-24,1.4820410079353315e-05,2.40089394328775e-15,4.666647130121471e-12,1.0446585939336821e-19,2.532365505968915e-12
1.0106084854108278e-09,0.045450764422602166,0.0,0.011121704360801486,0.031075110263184432,0.31934730641022074,0.3504472102041246,0.20698063743495618,0.09201673611650692,0.0,7.459942713608722e-33,7.409564147405916e-14,1.019888132697901e-36,0.0,6.301225678744535e-50,1.1890286386683014e-08,5.4815927161597755e-39,4.701665062322649e-41,4.756663774840681e-62,3.515875248207496e-21,5.10938387559259e-31,3.1620470386724524e-99,2.659469090834998e-23,3.9847052699842765e-68,9.961467550220614e-36,9.021078561725751e-67,7.380428258670189e-14,3.852800755240513e-62,1.5952682873292773e-06,4.729126184149718e-05,3.0388317789783395e-05,3.758193534107243e-05,1.6721241892141325e-05,1.4431950980868644e-05,1.0207886228672208e-09,3.1969925058877527e-07,2.2654559002552183e-16,8.683180414167303e-08,2.457222568525503e-07,1.9569173064342105e-07,3.9093830176667025e-24,1.4861496089053221e-05,2.4256750954917346e-15,4.728767974796429e-12,1.0834316912694379e-19,2.5464255826628315e-12
1.0134423463653697e-09,0.045450764422602166,0.0,0.011121279428846047,0.031075110263184432,0.31934713332654396,0.3504471057998555,0.20698057546567278,0.09201673720879414,0.0,7.54756478240419e-33,7.430340293079295e-14,1.0314113259447969e-36,0.0,6.40781669137422e-50,1.1990428690514804e-08,5.5431675797676944e-39,4.728070031875298e-41,4.796789287218304e-62,3.5355252662925446e-21,5.123710209381631e-31,3.206628663608104e-99,2.674711315718703e-23,4.01831881301496e-68,1.0073360396396247e-35,9.173678007640244e-67,7.401041171049752e-14,3.896111780122675e-62,1.5952109601700937e-06,4.7422668730500514e-05,3.047303901947808e-05,3.7686339610008414e-05,1.6742128241885827e-05,1.447004264692813e-05,1.0229170334668651e-09,3.2143860250088876e-07,2.2781610996361673e-16,8.74803700805001e-08,2.4691946070607993e-07,1.9650042606786412e-07,3.92036694401533e-24,1.49025789458526e-05,2.4505987912972915e-15,4.791526508119263e-12,1.0699937831996676e-19,2.5605233563920903e-12
1.0162762073199117e-09,0.045450764422602166,0.0,0.011120854606616023,0.031075110263184432,0.3193469602528433,0.35044700140088947,0.20698051358506034,0.09201673830599359,0.0,7.635911063030034e-33,7.451116432563258e-14,1.0430328430499329e-36,0.0,6.515905109490353e-50,1.2091129332897083e-08,5.605258821566503e-39,4.754548948096821e-41,4.83713981690106e-62,3.555229527480688e-21,5.138036538884479e-31,3.251711714194174e-99,2.690001402124507e-23,4.052120855249883e-68,1.0186191532714483e-35,9.328421186214911e-67,7.421653623438608e-14,3.939786474057889e-62,1.595153654402594e-06,4.755406949619932e-05,3.0557754403437674e-05,3.779073857584479e-05,1.6762929071888883e-05,1.4508121069085318e-05,1.0250436652614833e-09,3.2318236280751447e-07,2.290901726780644e-16,8.813168406371135e-08,2.481188992137654e-07,1.9730917238111112e-07,3.931351060045097e-24,1.4943658650698056e-05,2.4757408181204763e-15,4.85492719369943e-12,1.0791845983623596e-19,2.57465880876102e-12
1.0191100682744536e-09,0.045450764422602166,0.0,0.011120429893807657,0.031075110263184432,0.31934678718911763,0.3504468970072254,0.2069804517927806,0.09201673940811465,0.0,7.724984577196847e-33,7.471892565858121e-14,1.0547532604633736e-36,0.0,6.625507696202865e-50,1.2192389827088207e-08,5.6678693077391854e-39,4.781101811136954e-41,4.877715992989012e-62,3.574988027610758e-21,5.152362864107261e-31,3.297300408271159e-99,2.70533941085804e-23,4.086111923691979e-68,1.0299966166486205e-35,9.485332095979044e-67,7.442265615854961e-14,3.9838268606975626e-62,1.5950963699655742e-06,4.768546414299925e-05,3.06424639152436e-05,3.7895132239682945e-05,1.678364471954145e-05,1.4546186247671614e-05,1.0271685182381536e-09,3.249305290216487e-07,2.303677780859898e-16,8.878574713095461e-08,2.4932057026855636e-07,1.9811795920987487e-07,3.942335366380771e-24,1.4984735204533766e-05,2.5010641718963783e-15,4.9189746246802376e-12,1.1281066544664437e-19,2.5888319272128736e-12
1.0219439292289955e-09,0.045450764422602166,0.0,0.011120005290118539,0.031075110263184432,0.3193466141353656,0.35044679261886225,0.20698039008849653,0.09201674051516665,0.0,7.81478833774215e-33,7.492668692964195e-14,1.0665731566338453e-36,0.0,6.736641354668571e-50,1.2294211685848197e-08,5.7310019122619915e-39,4.80772862114658e-41,4.918518444581749e-62,3.594800762522827e-21,5.166689185056081e-31,3.3433989872650167e-99,2.720725403067466e-23,4.1202925453437935e-68,1.0414689519175177e-35,9.644434935956523e-67,7.462877148317009e-14,4.028234969238069e-62,1.5950391067979668e-06,4.781685267530018e-05,3.072716752848612e-05,3.799952060262138e-05,1.6804275520904462e-05,1.4584238183018755e-05,1.0292915919837552e-09,3.2668309865697726e-07,2.316489261045214e-16,8.944256029497304e-08,2.5052447178998217e-07,1.9892677619926416e-07,3.9533198636479165e-24,1.5025808608301486e-05,2.526521730254505e-15,4.983673421126503e-12,1.1045791556875142e-19,2.6030427121189845e-12
1.0247777901835375e-09,0.045450764422602166,0.0,0.011119580795247518,0.031075110263184432,0.31934644109158616,0.350446688235799,0.20698032847187245,0.09201674162715894,0.0,7.905325348495081e-33,7.513444813881797e-14,1.078493112013171e-36,0.0,6.849323128864668e-50,1.2396596421436879e-08,5.794659516903307e-39,4.834429378277718e-41,4.959547800778401e-62,3.614667728058219e-21,5.181015501737016e-31,3.390011716252913e-99,2.73615944024443e-23,4.154663247207473e-68,1.0530366826396001e-35,9.805754106773226e-67,7.483488220842956e-14,4.073012834420187e-62,1.5949818648389332e-06,4.79482350974961e-05,3.0811865216765584e-05,3.8103903665755775e-05,1.6824821810714e-05,1.4622276875458817e-05,1.0314128856069824e-09,3.284400692278751e-07,2.329336166507913e-16,9.010212454169825e-08,2.5173060172405965e-07,1.9973561301227502e-07,3.964304552472896e-24,1.5066878862940568e-05,2.5521935984382032e-15,5.049028092764645e-12,1.101438914271817e-19,2.61729114326109e-12
1.0276116511380794e-09,0.045450764422602166,0.0,0.011119156408894774,0.031075110263184432,0.31934626805777827,0.3504465838580343,0.20698026694257401,0.09201674274410082,0.0,7.996598604141317e-33,7.534220928611241e-14,1.0905137090607338e-36,0.0,6.9635702043644715e-50,1.249954554561174e-08,5.8588450112225425e-39,4.861204082683549e-41,5.000804690677628e-62,3.634588920059489e-21,5.195341814156121e-31,3.4371428840289677e-99,2.751641584224983e-23,4.1892245562847715e-68,1.0647003337912e-35,9.969314211767545e-67,7.504098833450992e-14,4.1181624965285465e-62,1.5949246440275553e-06,4.8079611413975186e-05,3.0896556953691917e-05,3.820828143017895e-05,1.6845283922386607e-05,1.4660302325324221e-05,1.033532398787762e-09,3.302014382494058e-07,2.3422184964193515e-16,9.076444083034326e-08,2.529389580431993e-07,2.0054445933004138e-07,3.975289433482874e-24,1.510794596938796e-05,2.5780518089500658e-15,5.115043274103791e-12,1.136885513641562e-19,2.6315772079497243e-12
1.0304455120926213e-09,0.045450764422602166,0.0,0.011118732130761696,0.031075110263184432,0.31934609503394057,0.35044647948556723,0.20698020550026816,0.09201674386600157,0.0,8.088611090087421e-33,7.554997037152838e-14,1.1026355322479599e-36,0.0,7.079399909115092e-50,1.2603060569626232e-08,5.923561292569004e-39,4.888052734518398e-41,5.042289743377621e-62,3.654564334370427e-21,5.209668122319431e-31,3.484796803170001e-99,2.767171897190518e-23,4.223976999577055e-68,1.0764604317633199e-35,1.0135140058103752e-66,7.524708986159316e-14,4.163686001391062e-62,1.5948674443029833e-06,4.8210981629119753e-05,3.098124271288838e-05,3.831265389698087e-05,1.6865662188024383e-05,1.4698314532947751e-05,1.0356501310689076e-09,3.31967203237321e-07,2.3551362499509234e-16,9.142951009349518e-08,2.5414953874611183e-07,2.0135330485210922e-07,3.986274507305823e-24,1.5149009928578218e-05,2.604072213143025e-15,5.181723612610937e-12,1.1371597042995706e-19,2.6459009026872662e-12
1.0332793730471632e-09,0.045450764422602166,0.0,0.011118307960550985,0.031075110263184432,0.31934592202007195,0.35044637511839677,0.20698014414462315,0.0920167449928705,0.0,8.181365782324734e-33,7.575773139506905e-14,1.1148591680628325e-36,0.0,7.196829714217302e-50,1.2707143004228116e-08,5.988811266080779e-39,4.914975333937745e-41,5.084003587976118e-62,3.6745939668360595e-21,5.223994426232953e-31,3.532977810101279e-99,2.7827504416686796e-23,4.258921104085298e-68,1.0883175043614231e-35,1.0303256657888482e-66,7.545318678986115e-14,4.2095854003783834e-62,1.5948102656044874e-06,4.83423457473064e-05,3.106592246798863e-05,3.841702106724867e-05,1.6885956938420284e-05,1.4736313498662564e-05,1.0377660816566926e-09,3.337373617080593e-07,2.3680894262740556e-16,9.209733323720788e-08,2.553623418577157e-07,2.0216213929675268e-07,3.997259774570528e-24,1.5190070741443516e-05,2.630286753777549e-15,5.2490737164499135e-12,1.1383742258214522e-19,2.660262212944458e-12
