Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33),SX(708),HNOH(93)
2.1825441239312474e-08,0.0521079599565058,0.0,0.010854348235968297,0.031075110263184432,0.31841849242955034,0.349938091084503,0.20671928150222404,0.09220967531435727,0.0,1.3162226663208343e-26,3.0126389565453606e-10,1.462206433914464e-24,0.0,6.184563745388405e-35,0.00012124002761255354,2.0465987607116207e-28,9.380769218041145e-29,5.5249859782587865e-49,6.726930765399661e-16,4.230121871064562e-25,3.908065344649586e-78,6.62553266509077e-16,3.400510473318547e-54,1.1925972223371828e-25,1.6626932053704608e-49,2.0245594996835175e-10,8.047760998722566e-49,8.925174990187661e-07,0.0007273241138874713,0.00025211171712401155,0.0005467007537730597,6.5958269095590525e-06,3.6670854108300713e-05,5.5447277587345014e-09,3.453400726279205e-05,1.5863546937945036e-11,8.475801524188027e-05,0.0001078394785560439,2.8254106239680616e-07,3.051096328037436e-18,0.0002777521170346089,1.5203983155612732e-10,8.527797671214534e-06,3.2078271304322253e-18,1.1667368320086004e-13,3.872502255713998e-17,6.278421785229409e-08,1.7766583397642298e-10
2.191373904732394e-08,0.0521079599565058,0.0,0.010849258403453195,0.031075110263184432,0.3184157652594227,0.3499368301064193,0.20671829361742863,0.0922106300394623,0.0,1.317206803919625e-26,3.024819066833492e-10,1.495380810487093e-24,0.0,6.325882255605393e-35,0.00012202044200426156,2.076550355593704e-28,9.456738206919259e-29,5.592283398759084e-49,6.777640140164308e-16,4.24722043865567e-25,3.9877286291904754e-78,6.717441660297852e-16,3.441928961314385e-54,1.2097286275180516e-25,1.70068502807678e-49,2.0297427723681476e-10,8.175007770574813e-49,8.921120824162626e-07,0.0007290336531948958,0.0002522267490878464,0.0005479617306388183,6.592682443612756e-06,3.669326981379198e-05,5.5446371071106045e-09,3.4575150344272195e-05,1.5976802265124397e-11,8.513234940627309e-05,0.0001084186386786872,2.822930782833258e-07,3.0922924010001422e-18,0.0002786400001279091,1.5328306997890978e-10,8.630365969150518e-06,3.2187117675250023e-18,1.1735695210963855e-13,3.891192053883899e-17,6.336084408780125e-08,1.7867257139982492e-10
2.2002036855335404e-08,0.0521079599565058,0.0,0.01084418304262031,0.031075110263184432,0.3184130451074913,0.34993557446764106,0.20671730665891447,0.09221158518086975,0.0,1.3181893786765574e-26,3.036999133324354e-10,1.5291499098720692e-24,0.0,6.469804531298433e-35,0.00012280155468573635,2.106805480413388e-28,9.533013008487225e-29,5.660124860067467e-49,6.82851120087744e-16,4.264318893955249e-25,4.0686855085322e-78,6.810153217232586e-16,3.483682255426164e-54,1.2270275276147995e-25,1.7393768078267196e-49,2.0349083307457938e-10,8.303728849310265e-49,8.9170784022447e-07,0.0007307360274609918,0.00025234059270765047,0.0005492173681989579,6.5895469403571275e-06,3.671560175959386e-05,5.544553451514947e-09,3.461610417108333e-05,1.6090353538713743e-11,8.550671771450712e-05,0.00010899818140510436,2.820474695224589e-07,3.1339980895862606e-18,0.00027952616455157803,1.5453085873778596e-10,8.733714578384228e-06,3.229580860952895e-18,1.18041705545853e-13,3.909904510349491e-17,6.394058015380845e-08,1.796809121452921e-10
2.209033466334687e-08,0.0521079599565058,0.0,0.010839122081202007,0.031075110263184432,0.3184103319469026,0.3499343241474889,0.2067163206236386,0.09221254073540772,0.0,1.3191704087201191e-26,3.0491791562034315e-10,1.5635214645496968e-24,0.0,6.616366827754289e-35,0.00012358335867115254,2.1373657648408976e-28,9.609593617276771e-29,5.728512548796786e-49,6.879543634334553e-16,4.281417237040375e-25,4.1509516675842597e-78,6.903669678876241e-16,3.525771700997145e-54,1.244494730988612e-25,1.77877828996944e-49,2.0400562364722456e-10,8.43393502216832e-49,8.913047662356067e-07,0.0007324312661528727,0.00025245326974523036,0.000550467687133247,6.586420354710785e-06,3.6737848897769134e-05,5.544476388009664e-09,3.465687041530623e-05,1.6204199812867338e-11,8.588111811832388e-05,0.00010957810554090792,2.818041772359315e-07,3.1762178295640027e-18,0.00028041061110748935,1.5578318609652732e-10,8.837845779874077e-06,3.240434418983299e-18,1.1872793999570772e-13,3.928639666306233e-17,6.452343125898088e-08,1.806908501240047e-10
2.2178632471358335e-08,0.0521079599565058,0.0,0.010834075447497041,0.031075110263184432,0.3184076257509281,0.34993307912536714,0.20671533550857463,0.09221349669991424,0.0,1.3201499117367538e-26,3.0613591356554887e-10,1.5985032671112529e-24,0.0,6.765605735460919e-35,0.00012436584709910604,2.16823283783065e-28,9.686480027834822e-29,5.79744865151923e-49,6.930737127476701e-16,4.298515467987864e-25,4.2345429174200785e-78,6.997993372580801e-16,3.5681986433431084e-54,1.262131044595761e-25,1.8188993099329228e-49,2.0451865509837035e-10,8.565637107179911e-49,8.909028542939125e-07,0.0007341193986141339,0.00025256480162159825,0.0005517127080368948,6.5833026419490385e-06,3.676001020626023e-05,5.544405519548622e-09,3.46974507097817e-05,1.6318340145049203e-11,8.62555485652324e-05,0.0001101584099071494,2.815631436755019e-07,3.21895606956913e-18,0.0002812933405908267,1.5704004023304633e-10,8.942761844370496e-06,3.2512724497973278e-18,1.1941565191182515e-13,3.947397561595911e-17,6.510940258792514e-08,1.817023792518191e-10
2.22669302793698e-08,0.0521079599565058,0.0,0.010829043070364025,0.031075110263184432,0.318404926492965,0.3499318393807651,0.20671435131071267,0.09221445307123713,0.0,1.3211279049802914e-26,3.073539071864575e-10,1.6341031703673545e-24,0.0,6.91755818147042e-35,0.00012514901323084816,2.1994083275945814e-28,9.763672234723443e-29,5.866935354766354e-49,6.98209136738928e-16,4.315613586874282e-25,4.319475195780454e-78,7.093126610158282e-16,3.61096442775237e-54,1.2799372739729241e-25,1.8597497935898254e-49,2.0502993354975904e-10,8.698845953074689e-49,8.905020982950098e-07,0.0007358004540653597,0.00025267520942222495,0.0005529524514209717,6.580193757699748e-06,3.678208468841848e-05,5.544340455866154e-09,3.4737846649035415e-05,1.643277359602088e-11,8.663000699883138e-05,0.00011073909333979948,2.813243121996399e-07,3.262217271019022e-18,0.0002821743537902574,1.583014092401177e-10,9.048465032380815e-06,3.2620949614912286e-18,1.2010483771345602e-13,3.9661782347143445e-17,6.56984993010531e-08,1.8271549344953024e-10
2.2355228087381266e-08,0.0521079599565058,0.0,0.010824024879214968,0.031075110263184432,0.3184022341465341,0.3499306048932552,0.20671336802705903,0.09221540984623393,0.0,1.3221044052811592e-26,3.085718965014026e-10,1.6703290874552832e-24,0.0,7.072261430757664e-35,0.0001259328504485402,2.2308938615756806e-28,9.841170232519737e-29,5.936974845029117e-49,7.03360604130087e-16,4.332711593775948e-25,4.405764567577258e-78,7.189071687970196e-16,3.654070399485807e-54,1.2979142232226539e-25,1.901339757622158e-49,2.0553946510133678e-10,8.83357243918817e-49,8.9010249218528e-07,0.0007374744616046303,0.0002527845139022172,0.0005541869377128257,6.5770936579392175e-06,3.680407137254203e-05,5.544280813367854e-09,3.477805979018293e-05,1.6547499229829287e-11,8.700449135912516e-05,0.00011132015468924084,2.8108762725077475e-07,3.3060059080271894e-18,0.0002830536514881031,1.595672811261025e-10,9.154957594134671e-06,3.272901962077466e-18,1.2079549378666812e-13,3.9849817228195805e-17,6.629072653444783e-08,1.8373018664312909e-10
2.244352589539273e-08,0.0521079599565058,0.0,0.010819020804008905,0.031075110263184432,0.31839954868527987,0.3499293756424936,0.2067123856546362,0.09221636702177166,0.0,1.323079429055381e-26,3.09789881528647e-10,1.707188991945229e-24,0.0,7.229753087573936e-35,0.00012671735225352936,2.262691066421744e-28,9.918974015815787e-29,6.0075693087578995e-49,7.085280836582078e-16,4.349809488768932e-25,4.49342722539717e-78,7.285830887017072e-16,3.697517903776869e-54,1.3160626949989915e-25,1.943679309884617e-49,2.060472558313345e-10,8.969827475368936e-49,8.897040299612442e-07,0.0007391414502080227,0.0002528927354914131,0.0005554161872564959,6.574002298988177e-06,3.682596931142283e-05,5.544226215023647e-09,3.4818091653814933e-05,1.666251611379465e-11,8.737899958283243e-05,0.00011190159281977417,2.808530343331168e-07,3.350326467318274e-18,0.00028393123446051043,1.608376438156743e-10,9.262241769549817e-06,3.2836934594854365e-18,1.2148761648453018e-13,4.003808061739936e-17,6.68860893997308e-08,1.8474645276405386e-10
2.2531823703404197e-08,0.0521079599565058,0.0,0.01081403077524562,0.031075110263184432,0.3183968700829692,0.349928151608219,0.20671140419048284,0.09221732459472666,0.0,1.3240529923133638e-26,3.1100786228638266e-10,1.7446909179454142e-24,0.0,7.390071096795089e-35,0.00012750251226464703,2.294801567959356e-28,9.997083579218575e-29,6.078720932362559e-49,7.137115440744446e-16,4.366907271929051e-25,4.582479490005257e-78,7.383406473028041e-16,3.741308285831606e-54,1.334383490493244e-25,1.986778649766439e-49,2.0655331179634855e-10,9.107622001885853e-49,8.893067056689563e-07,0.0007408014487301145,0.0002529998942993975,0.0005566402203131239,6.570919637507797e-06,3.684777758190256e-05,5.544176290263001e-09,3.485794372486253e-05,1.6777823318498433e-11,8.775352960368819e-05,0.0001124834066091372,2.8062047999105393e-07,3.3951834481435676e-18,0.0002848071034776173,1.6211248515054514e-10,9.370319788198467e-06,3.294469461562617e-18,1.2218120212731563e-13,4.0226572859822955e-17,6.74845929839313e-08,1.8576428574943646e-10
2.2620121511415662e-08,0.0521079599565058,0.0,0.010809054723959462,0.031075110263184432,0.31839419831349147,0.3499269327702528,0.20671042363165332,0.0922182825619844,0.0,1.3250251106684755e-26,3.1222583879273134e-10,1.7828429602061273e-24,0.0,7.553253745264314e-35,0.00012828832421652822,2.327226991168091e-28,1.0075498917349899e-28,6.150431902212431e-49,7.1891095414393535e-16,4.384004943331884e-25,4.672937810848479e-78,7.481800696550437e-16,3.7854428908286804e-54,1.3528774094199135e-25,2.030648068551804e-49,2.0705763903142128e-10,9.246966989335385e-49,8.889105134034053e-07,0.0007424544859044826,0.0002531060101204375,0.0005578590570613604,6.567845630495762e-06,3.6869495284437367e-05,5.5441306748722715e-09,3.48976174534431e-05,1.6893419917771374e-11,8.812807935273857e-05,0.00011306559494803672,2.803899117880911e-07,3.440581362197037e-18,0.0002856812593037187,1.633917928901933e-10,9.479193869274121e-06,3.305229976075498e-18,1.2287624700269846e-13,4.041529428740367e-17,6.808624234935739e-08,1.8678367954234256e-10
2.2708419319427128e-08,0.0521079599565058,0.0,0.01080409258171324,0.031075110263184432,0.3183915333508568,0.3499257191084984,0.20670944397521784,0.09221924092043945,0.0,1.325995799345431e-26,3.134438110657446e-10,1.8216532742226953e-24,0.0,7.719339663129779e-35,0.00012907478195795213,2.3599689601549397e-28,1.0154220024846305e-28,6.222704404636387e-49,7.2412628264569785e-16,4.401102503052761e-25,4.764818766559196e-78,7.581015793039419e-16,3.8299230639193934e-54,1.3715452500027763e-25,2.075297949778855e-49,2.0756024355012073e-10,9.387873438548884e-49,8.885154473079268e-07,0.0007441005903442019,0.00025321110243834094,0.0005590727175977701,6.564780235282423e-06,3.6891121542671045e-05,5.544089010894077e-09,3.493711425568763e-05,1.700930498868151e-11,8.850264675863012e-05,0.0001136481567396917,2.8016127828631076e-07,3.486524733531842e-18,0.0002865537026974299,1.646755547125928e-10,9.588866221558855e-06,3.3159750107105234e-18,1.2357274736595557e-13,4.060424521903121e-17,6.869104253346855e-08,1.8780462809200727e-10
2.2796717127438593e-08,0.0521079599565058,0.0,0.010799144280592216,0.031075110263184432,0.3183888751691958,0.349924510602941,0.20670846521826247,0.09222019966699525,0.0,1.3269650731884836e-26,3.146617791234042e-10,1.8611300763374074e-24,0.0,7.888367825177195e-35,0.000129861879450204,2.3930290981289384e-28,1.0233246896359024e-28,6.295540625922846e-49,7.293574983725273e-16,4.418199951166769e-25,4.858139065458704e-78,7.681053982947618e-16,3.8747501502277e-54,1.3903878089611123e-25,2.120738769597347e-49,2.080611313446203e-10,9.530352380499962e-49,8.881215015736238e-07,0.0007457397905423416,0.0002533151904312409,0.0005602812219372345,6.561723409526968e-06,3.6912655503016445e-05,5.5440509465285715e-09,3.497643551454969e-05,1.7125477611522306e-11,8.887722974789268e-05,0.00011423109089938865,2.799345290263365e-07,3.533018098477344e-18,0.0002874244344118481,1.6596375821494438e-10,9.699339043391072e-06,3.326704573075126e-18,1.242706994401746e-13,4.079342596063273e-17,6.92989985487503e-08,1.8882712535406527e-10
2.288501493545006e-08,0.0521079599565058,0.0,0.01079420975319817,0.031075110263184432,0.31838622374275904,0.34992330723364684,0.20670748735788846,0.09222115879856405,0.0,1.32793294666943e-26,3.158797429836224e-10,1.901281643840413e-24,0.0,8.060377552157154e-35,0.00013064961076545675,2.426409027376021e-28,1.0312579526553864e-28,6.368942752319815e-49,7.34604570130897e-16,4.435297287748753e-25,4.952915546060758e-78,7.781917471814778e-16,3.9199254948502236e-54,1.4094058814960818e-25,2.166981097124884e-49,2.0856030838577855e-10,9.674414876211836e-49,8.877286704387958e-07,0.0007473721148724595,0.0002534182929763043,0.0005614845900133487,6.558675111213679e-06,3.693409633424509e-05,5.544016136036743e-09,3.501558258059664e-05,1.7241936869800793e-11,8.925182624521606e-05,0.00011481439635404824,2.797096145077925e-07,3.580066005556605e-18,0.000288293455194711,1.6725639091440665e-10,9.810614522633776e-06,3.3374186706986637e-18,1.2497009941646043e-13,4.098283680525809e-17,6.991011538259041e-08,1.8985116529077566e-10
2.2973312743461524e-08,0.0521079599565058,0.0,0.010789288932643545,0.031075110263184432,0.3183835790459162,0.34992210898076337,0.20670651039121285,0.09222211831206657,0.0,1.328899433895438e-26,3.1709770266424206e-10,1.9421163150695635e-24,0.0,8.235408512107156e-35,0.0001314379700851739,2.4601103692340846e-28,1.0392217910111167e-28,6.4429129700349205e-49,7.398674667408626e-16,4.452394512873322e-25,5.049165177575051e-78,7.883608450357346e-16,3.9654504428562884e-54,1.4286002612772498e-25,2.2140355948017303e-49,2.090577806232178e-10,9.820072016664767e-49,8.873369481883769e-07,0.0007489975915890944,0.0002535204286543665,0.0005626828416788193,6.555635298648222e-06,3.6955443227084674e-05,5.5439842396455365e-09,3.505455677278309e-05,1.7358681850225767e-11,8.962643417372076e-05,0.00011539807204180343,2.7948648617024566e-07,3.627673015404386e-18,0.0002891607657885552,1.6855344024882968e-10,9.922694836643273e-06,3.348117311033413e-18,1.2567094345414818e-13,4.117247803316646e-17,7.052439799715663e-08,1.9087674187124247e-10
2.306161055147299e-08,0.0521079599565058,0.0,0.010784381752545709,0.031075110263184432,0.31838094105315506,0.3499209158245184,0.20670553431536762,0.09222307820443222,0.0,1.3298645486166911e-26,3.183156581830375e-10,1.9836424895092395e-24,0.0,8.413500721668311e-35,0.0001322269516985332,2.494134744068262e-28,1.047216204172573e-28,6.517453465235434e-49,7.451461570359681e-16,4.469491626614838e-25,5.146905060410673e-78,7.986129094558052e-16,4.011326339287922e-54,1.4479717404292625e-25,2.2619130187441764e-49,2.095535539854031e-10,9.967334922703494e-49,8.869463291533821e-07,0.0007506162488282582,0.00025362161575449366,0.0005638759967058562,6.552603930453996e-06,3.6976695393824466e-05,5.543954923454858e-09,3.5093359379207455e-05,1.7475711642696078e-11,9.00010514552229e-05,0.00011598211691158847,2.792650963746141e-07,3.675843700685652e-18,0.0002900263669308718,1.6985489357748871e-10,1.003558215223839e-05,3.358800501455557e-18,1.263732276810177e-13,4.136234991191279e-17,7.114185132927669e-08,1.9190384907162986e-10
