Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655)
3.838430916971255e-09,0.06210963536780779,0.0,1.4943487606838102,0.031075110263184432,0.3003205898724573,0.34158024049720553,0.20041301517458807,0.09747478835795016,0.0,2.93940604009426e-20,1.4101363587882004e-08,1.9344568882317443e-21,0.0,1.0773142398787184e-29,0.0013970643033303478,1.6234244027530528e-23,3.2359641382215313e-28,1.8317860464383981e-41,1.992740680982344e-12,6.961487453299087e-21,2.7836393335682465e-66,9.503531017027525e-14,1.0913687454012906e-45,3.0732582314252713e-21,8.334376133334264e-42,9.725878199159717e-09,4.933467209737723e-41,7.183132822476415e-05,0.010526988428866887,0.012787447932061062,0.008904537540968639,0.00024835774688816036,0.0014203799765702939,3.2151722362945153e-06,0.0012861951074578338,1.3332805657528973e-10,0.004695487554043448,0.001151624190537648,0.0003238934761761131,6.267978807641772e-05,0.006342430582931166,1.7916244781044182e-14,6.059511709903369e-11,1.0894205157861778e-13,8.41661309313667e-06
3.848819876463496e-09,0.06210963536780779,0.0,1.4942693247479224,0.031075110263184432,0.3002847905634201,0.3415695881157646,0.20039658114201367,0.09749788419620707,0.0,2.9441271212262374e-20,1.413915180159895e-08,1.957403669710628e-21,0.0,1.0940929825399201e-29,0.0014053149982749982,1.6396982572752927e-23,3.261316702067158e-28,1.8465838903000132e-41,2.0033698492944938e-12,6.9800392803575e-21,2.8212675963873363e-66,9.569187856795534e-14,1.1001852443110165e-45,3.104040458281142e-21,8.46409624032455e-42,9.74296515796474e-09,4.986566412905654e-41,7.18427728010299e-05,0.010539359112128999,0.012804468410870103,0.008915189884621375,0.00024832400021665825,0.0014204590038980822,3.212001164868042e-06,0.0012873556583194517,1.339528174137453e-10,0.004712847879224475,0.0011564083855785247,0.00032297843223805077,6.316085769837397e-05,0.0063588538352659105,1.7962870725522933e-14,6.075625633540078e-11,1.0922570151010446e-13,8.461139832201816e-06
3.8592088359557375e-09,0.06210963536780779,0.0,1.494190031112019,0.031075110263184432,0.3002490433261919,0.3415589780380323,0.20038015022940614,0.09752098334408839,0.0,2.9488207405136355e-20,1.4176938839191308e-08,1.9805706390793907e-21,0.0,1.111084890182039e-29,0.0014135856346048242,1.65608765877214e-23,3.286823102951031e-28,1.8614606009593596e-41,2.0140265027261244e-12,6.998589586216416e-21,2.859300365871141e-66,9.635160459644818e-14,1.1090487320318865e-45,3.1350409118867773e-21,8.595462427505974e-42,9.760015764526336e-09,5.040090520031681e-41,7.185423174779068e-05,0.010551679354366933,0.012821436520528782,0.008925799924566668,0.0002482902837901178,0.0014205358901188717,3.2088407970702476e-06,0.0012885076215091897,1.3457859918417134e-10,0.004730210199853363,0.0011611995703968156,0.00032206915162947983,6.364381633478506e-05,0.006375273824621196,1.800948801800603e-14,6.091737892908626e-11,1.0950947711029438e-13,8.5057793388537e-06
3.869597795447979e-09,0.06210963536780779,0.0,1.4941108793473479,0.031075110263184432,0.3002133479799604,0.34154841010084536,0.2003637224331087,0.09754408574798751,0.0,2.953487147300932e-20,1.4214724705330079e-08,2.003959406393489e-21,0.0,1.1282920538144092e-29,0.001421876165380403,1.6725930770407524e-23,3.312484001349554e-28,1.8764163815308846e-41,2.0247106358190936e-12,7.017138371164419e-21,2.8977408736295933e-66,9.701449357443156e-14,1.1179593295823849e-45,3.166260476068555e-21,8.728490804276156e-42,9.777030102700672e-09,5.094041759075838e-41,7.18657050007263e-05,0.010563949350055585,0.012838352376760334,0.00893636782396772,0.00024825659752361883,0.00142061065467844,3.205691145223736e-06,0.0012896510504715236,1.352053994042638e-10,0.00474757447015832,0.0011659977042426037,0.0003211656014563968,6.412866229715976e-05,0.00639169055476962,1.8056096664984436e-14,6.107848485456218e-11,1.0979337823341218e-13,8.550531582255337e-06
3.87998675494022e-09,0.06210963536780779,0.0,1.4940318690269252,0.031075110263184432,0.300177704344575,0.3415378841416672,0.20034729774947485,0.09756719135506947,0.0,2.958126588495516e-20,1.4252509404668248e-08,2.0275715890638587e-21,0.0,1.1457165787878325e-29,0.0014301865435665782,1.6892149821944433e-23,3.338300058837182e-28,1.891451435078715e-41,2.0354222431215654e-12,7.035685635489753e-21,2.936592368160751e-66,9.768055076465588e-14,1.1269171579510373e-45,3.197700035220251e-21,8.863197589927595e-42,9.794008256130652e-09,5.148422363499183e-41,7.18771924951734e-05,0.01057616929281946,0.012855216095006903,0.008946893745361187,0.00024822294133263606,0.0014206833168953544,3.202552219698565e-06,0.0012907859983622542,1.3583321559811376e-10,0.004764940644902131,0.001170802746435488,0.0003202677486595339,6.461539387671212e-05,0.006408104029472931,1.8102696672930406e-14,6.123957408616708e-11,1.1007740472879564e-13,8.595396531619768e-06
3.8903757144324615e-09,0.06210963536780779,0.0,1.4939529997254934,0.031075110263184432,0.30014211224054493,0.3415273999985852,0.2003308761748686,0.09759030011325358,0.0,2.9627393085832145e-20,1.4290292941840853e-08,2.0514088118567437e-21,0.0,1.163360584848697e-29,0.0014385167220337793,1.705953844660077e-23,3.364271938080009e-28,1.906565964616674e-41,2.0461613191879905e-12,7.05423137948033e-21,2.975858114891904e-66,9.834978137394252e-14,1.1359223380964204e-45,3.2293604742980746e-21,8.99959911405502e-42,9.810950308246532e-09,5.203234572261512e-41,7.188869416614523e-05,0.010588339375437733,0.012872027790451334,0.00895737785065963,0.0002481893151330303,0.001420753895960576,3.1994240289698635e-06,0.0012919125180499346,1.3646204529618737e-10,0.004782308679376524,0.0011756146563666782,0.00031937556002824085,6.510400934446686e-05,0.006424514252482048,1.8149288048297778e-14,6.140064659811427e-11,1.1036155644103496e-13,8.64037415620989e-06
3.900764673924703e-09,0.06210963536780779,0.0,1.4938742710194837,0.031075110263184432,0.30010657148903624,0.34151695751030864,0.20031445770566422,0.09761341197119623,0.0,2.9673255496441e-20,1.4328075321465057e-08,2.0754727068933423e-21,0.0,1.1812262061931114e-29,0.0014468666535593585,1.7228101351754754e-23,3.390400302829356e-28,1.9217601731082945e-41,2.0569278585790873e-12,7.07277560342372e-21,3.015541396220677e-66,9.902219055318494e-14,1.1449749909471697e-45,3.2612426788157274e-21,9.137711816962752e-42,9.827856342266545e-09,5.258480629819077e-41,7.190020994835041e-05,0.010600459789849229,0.01288878757803821,0.008967820301153876,0.0002481557188410396,0.0014208224109370823,3.196306579672403e-06,0.0012930306621172733,1.3709188603530612e-10,0.004799678529396566,0.0011804333935010517,0.00031848900221396505,6.559450695136485e-05,0.006440921227537135,1.819587079752243e-14,6.156170236449992e-11,1.1064583321011089e-13,8.685464425338306e-06
3.911153633416944e-09,0.06210963536780779,0.0,1.493795682486975,0.031075110263184432,0.3000710819118697,0.3415065565161658,0.20029804233824633,0.09763652687827419,0.0,2.971885551368601e-20,1.4365856548140206e-08,2.099764913649276e-21,0.0,1.1993155915210492e-29,0.001455236290828953,1.7397843247868404e-23,3.4166858179153636e-28,1.9370342634668376e-41,2.0677218558618274e-12,7.091318307607164e-21,3.0556455115560936e-66,9.969778339735298e-14,1.154075237401991e-45,3.293347534839486e-21,9.277552250072101e-42,9.844726441197509e-09,5.314162786122294e-41,7.191173977621229e-05,0.010612530727157414,0.01290549557249405,0.008978221257515434,0.0002481221523732716,0.0014208888807595093,3.193199876656257e-06,0.001294140482862529,1.3772273535862723e-10,0.004817050151295115,0.0011852589173791852,0.0003176080417433427,6.608688492836876e-05,0.006457324958367618,1.8242444927022593e-14,6.172274135931152e-11,1.1093023487153248e-13,8.73066730836711e-06
3.921542592909185e-09,0.06210963536780779,0.0,1.4937172337076603,0.031075110263184432,0.30003564333151866,0.3414961968561023,0.20028163006900973,0.09765964478456847,0.0,2.976419551073844e-20,1.4403636626447918e-08,2.1242870789538817e-21,0.0,1.2176309040905067e-29,0.001463625586437865,1.756876884846188e-23,3.4431291492405803e-28,1.9523884385553068e-41,2.078543305609415e-12,7.109859492317563e-21,3.096173777359632e-66,1.0037656494550001e-13,1.163223198329668e-45,3.325675928983308e-21,9.419137076328772e-42,9.86156068783546e-09,5.370283296613481e-41,7.192328358388643e-05,0.010624552377635346,0.012922151888346762,0.008988580879798879,0.000248088615646695,0.0014209533242338084,3.1901039230384037e-06,0.0012952420323008873,1.3835459081562386e-10,0.0048344235019173055,0.0011900911876193464,0.0003167326450309033,6.658114148656865e-05,0.006473725448692242,1.8289010443199224e-14,6.188376355643543e-11,1.1121476125647361e-13,8.775982774707748e-06
3.931931552401427e-09,0.06210963536780779,0.0,1.4936389242628076,0.031075110263184432,0.30000025557110543,0.341485878370678,0.20026522089435964,0.09768276564084814,0.0,2.980927783720258e-20,1.444141556095213e-08,2.1490408569893235e-21,0.0,1.2361743217716708e-29,0.0014720344928924574,1.7740882870087954e-23,3.469730963773565e-28,1.9678229011864646e-41,2.089392202401268e-12,7.128399157841489e-21,3.1371295271862523e-66,1.0105854018077262e-13,1.172418994569073e-45,3.3582287484039632e-21,9.562483070610314e-42,9.878359164766258e-09,5.426844422224573e-41,7.193484130527903e-05,0.01063652493073056,0.012938756639944309,0.00899889932744421,0.0002480551085786325,0.00142101576003693,3.1870187202567885e-06,0.001296335362165821,1.389874499620658e-10,0.004851798538615069,0.001194930163919463,0.0003158627783914022,6.707727481728764e-05,0.006490122702219111,1.8335567352436364e-14,6.204476892966515e-11,1.1149941219190823e-13,8.821410793820824e-06
3.942320511893668e-09,0.06210963536780779,0.0,1.493560753735225,0.031075110263184432,0.2999649184544004,0.34147560090106516,0.20024881481071133,0.09770588939855507,0.0,2.985410481928379e-20,1.4479193356199171e-08,2.1740279092895346e-21,0.0,1.2549480371011024e-29,0.0014804629626115715,1.791419003230654e-23,3.4964919295424825e-28,1.9833378541228476e-41,2.100268540823002e-12,7.146937304465177e-21,3.178516111725402e-66,1.0174371403042377e-13,1.1816627469291762e-45,3.391006880796185e-21,9.707607120133573e-42,9.895121954366197e-09,5.483848429374846e-41,7.194641287406335e-05,0.010648448575069983,0.012955309941472632,0.009009176759279218,0.0002480216310867524,0.001421076206716519,3.1839442681186687e-06,0.0012974205239104405,1.396213103599997e-10,0.0048691752192417045,0.001199775806059052,0.0003149984080517794,6.757528309218765e-05,0.006506516722645721,1.8382115661101465e-14,6.220575745270897e-11,1.1178418750074521e-13,8.866951335215941e-06
3.952709471385909e-09,0.06210963536780779,0.0,1.4934827217092292,0.031075110263184432,0.29992963180581805,0.34146536428904595,0.20023241181449025,0.09772901600978859,0.0,2.9898678759958886e-20,1.4516970016717844e-08,2.199249904738972e-21,0.0,1.2739542573359253e-29,0.0014889109479279585,1.808869505765946e-23,3.5234127156287074e-28,1.9989335000767831e-41,2.111172315466414e-12,7.165473932474538e-21,3.2203368988420003e-66,1.0243209136582824e-13,1.1909545761890543e-45,3.4240112143878494e-21,9.854526224862162e-42,9.911849138802615e-09,5.541297589968652e-41,7.195799822369771e-05,0.010660323498464772,0.0129718119069729,0.009019413333521846,0.0002479881830890621,0.0014211346826906344,3.1808805648536183e-06,0.0012984975687088235,1.4025616957772984e-10,0.004886553502146495,0.0012046280739011202,0.0003141395001627637,6.807516446337547e-05,0.006522907513659012,1.8428655375545747e-14,6.236672909919759e-11,1.1206908700196162e-13,8.912604368451503e-06
3.9630984308781506e-09,0.06210963536780779,0.0,1.4934048277706113,0.031075110263184432,0.29989439545041596,0.3414551683770098,0.20021601190213215,0.09775214542729081,0.0,2.994300193914823e-20,1.4554745547019464e-08,2.2247085195712068e-21,0.0,1.293195204508031e-29,0.0014973784010897274,1.826440267164524e-23,3.5504939921604325e-28,2.0146100417104034e-41,2.1221035209294616e-12,7.184009042155142e-21,3.262595273617408e-66,1.0312367700250107e-13,1.2002946030979004e-45,3.457242637935178e-21,1.0003257497913933e-41,9.928540800034512e-09,5.599194181393143e-41,7.196959728744035e-05,0.010672149887915141,0.012988262650357957,0.009029609207782521,0.00024795476450390055,0.0014211912062474929,3.177827607158066e-06,0.001299566547457339,1.4089202518979875e-10,0.004903933346169346,0.0012094869273940368,0.000313286020810117,6.857691706350868e-05,0.006539295078935392,1.8475186502104456e-14,6.252768384269169e-11,1.1235411051073454e-13,8.958369863134572e-06
3.973487390370392e-09,0.06210963536780779,0.0,1.4933270715066052,0.031075110263184432,0.29985920921389164,0.3414450130079514,0.2001996150700827,0.09777527760443208,0.0,2.998707661388969e-20,1.4592519951597963e-08,2.2504054373673367e-21,0.0,1.3126731154782946e-29,0.0015058652742618096,1.8441317602694035e-23,3.5777364303062798e-28,2.0303676816356624e-41,2.1330621518162473e-12,7.202542633792238e-21,3.305294638390356e-66,1.0381847570011895e-13,1.2096829483750325e-45,3.490702040717952e-21,1.0153818165968494e-41,9.945197019813147e-09,5.657540486516005e-41,7.198120999836755e-05,0.010683927929615152,0.013004662285428192,0.009039764539066493,0.0002479213752499315,0.001421245795545226,3.1747853902481335e-06,0.0013006275107759475,1.4152887477696807e-10,0.004921314710635497,0.0012143523265733657,0.0003124379360255398,6.908053900590178e-05,0.006555679422140786,1.8521709047097266e-14,6.268862165668946e-11,1.1263925783857274e-13,9.004247788920667e-06
3.983876349862633e-09,0.06210963536780779,0.0,1.4932494525058564,0.031075110263184432,0.2998240729225798,0.34143489802546845,0.2001832213147978,0.09779841249519704,0.0,3.003090501851422e-20,1.4630293234929927e-08,2.2763423490542236e-21,0.0,1.3323902419907944e-29,0.0015143715195274365,1.861944458214277e-23,3.6051407022689193e-28,2.046206622414351e-41,2.144048202737e-12,7.22107470767074e-21,3.3484384127978807e-66,1.0451649216254399e-13,1.2191197327099052e-45,3.524390312534773e-21,1.0306225569674688e-41,9.961817879682659e-09,5.716338793683202e-41,7.19928362893862e-05,0.010695657808957476,0.013021010925886643,0.009049879483776162,0.0002478880152461367,0.0014212984686116645,3.1717539078993563e-06,0.0013016805090094981,1.4216671592619913e-10,0.004938697555350242,0.001219224231563675,0.0003115952117972286,6.958602838463245e-05,0.006572060546930675,1.8568223016828566e-14,6.28495425146339e-11,1.129245287934455e-13,9.050238115513606e-06
3.9942653093548745e-09,0.06210963536780779,0.0,1.4931719703583946,0.031075110263184432,0.2997889864034511,0.34142482327375906,0.20016683063274326,0.09782155005417079,0.0,3.0074489364822895e-20,1.4668065401474672e-08,2.3025209529025585e-21,0.0,1.3523488507270504e-29,0.0015228970888896303,1.8798788344210278e-23,3.6327074812786905e-28,2.062127066558113e-41,2.1550616683080604e-12,7.239605264075245e-21,3.3920300338162097e-66,1.0521773103785055e-13,1.228605076762116e-45,3.558308343698329e-21,1.0460497164058127e-41,9.978403460980651e-09,5.775591396716697e-41,7.200447609325282e-05,0.010707339710538109,0.013037308685353508,0.009059954197713372,0.0002478546844118098,0.0014213492433441427,3.168733152500853e-06,0.0013027255922290044,1.428055462306341e-10,0.004956081840593708,0.0012241026025803072,0.000310757814080115,7.009338327464798e-05,0.006588438456950123,1.8614728417587688e-14,6.301044638991984e-11,1.1320992317991191e-13,9.096340812665318e-06
4.004654268847116e-09,0.06210963536780779,0.0,1.4930946246556034,0.031075110263184432,0.29975394948410883,0.34141478859761953,0.20015044302039503,0.0978446902365254,0.0,3.011783184226526e-20,1.4705836455674311e-08,2.328942954524758e-21,0.0,1.3725512233602686e-29,0.00153144193427271,1.8979353625972594e-23,3.660437441587231e-28,2.0781292165284608e-41,2.166102543151857e-12,7.258134303290006e-21,3.4360729558016424e-66,1.0592219691835453e-13,1.2381391011614171e-45,3.592457025030673e-21,1.0616650518928694e-41,9.994953844838804e-09,5.835300594912207e-41,7.201612934258334e-05,0.01071897381816108,0.013053555677379964,0.009069988836081741,0.0002478213826665498,0.001421398137509323,3.165723115088415e-06,0.0013037628102329129,1.4344536328957688e-10,0.00497346752711568,0.001228987399931127,0.00030992570880576203,7.060260173187193e-05,0.006604813155833827,1.8661225255649306e-14,6.317133325590148e-11,1.1349544079924713e-13,9.142555850175681e-06
4.015043228339357e-09,0.06210963536780779,0.0,1.4930174149901914,0.031075110263184432,0.29971896199278725,0.3414047938424425,0.20013405847423907,0.09786783299800704,0.0,3.0160934618118996e-20,1.4743606401953829e-08,2.3556100668726844e-21,0.0,1.3929996566095927e-29,0.0015400060075238065,1.916114516733843e-23,3.6883312584611114e-28,2.09421327473679e-41,2.177170821896897e-12,7.276661825598969e-21,3.4805706505314083e-66,1.0662989434064557e-13,1.247721926507723e-45,3.62683724785856e-21,1.0774703319288063e-41,1.0011469112183487e-08,5.895468693036933e-41,7.202779596987381e-05,0.010730560314843105,0.013069752015461442,0.00907998355348894,0.0002477881099302548,0.0014214451687430464,3.162723785402566e-06,0.0013047922125483551,1.44086164708474e-10,0.004990854576130449,0.0012338785840182265,0.0003090988618919674,7.111368179331074e-05,0.006621184647206133,1.8707713537273657e-14,6.333220308589882e-11,1.1378108144956852e-13,9.188883197892343e-06
4.025432187831598e-09,0.06210963536780779,0.0,1.4929403409561686,0.031075110263184432,0.29968402375834874,0.3413948388542136,0.20011767699077115,0.09789097829492313,0.0,3.0203799837670616e-20,1.4781375244721122e-08,2.3825240102351994e-21,0.0,1.4136964622943697e-29,0.0015485892604143903,1.934416771102471e-23,3.7163896081754764e-28,2.1103794435443955e-41,2.188266499177745e-12,7.29518783128574e-21,3.5255266072444944e-66,1.0734082778562154e-13,1.2573536733711212e-45,3.661449904008778e-21,1.0934673365737208e-41,1.0027949343736334e-08,5.956098001327314e-41,7.203947590750598e-05,0.010742099382818213,0.013085897813050196,0.009089938503948975,0.0002477548661231166,0.0014214903545501994,3.159735151911779e-06,0.001305813848432393,1.4472794809889604e-10,0.005008242949311725,0.0012387761153396099,0.0003082772392520243,7.162662147716069e-05,0.006637552934681089,1.8754193268706807e-14,6.349305585320493e-11,1.1406684492595933e-13,9.235322825710542e-06
4.03582114732384e-09,0.06210963536780779,0.0,1.4928634021488187,0.031075110263184432,0.2996491346102816,0.3413849234795104,0.2001012985664971,0.09791412608412976,0.0,3.024642962439705e-20,1.4819142988367097e-08,2.409686512235548e-21,0.0,1.4346439673884234e-29,0.0015571916446418103,1.9528426002532233e-23,3.744613168007692e-28,2.1266279252624884e-41,2.1993895696350024e-12,7.313712320633612e-21,3.570944332682458e-66,1.0805500167852609e-13,1.26703446229188e-45,3.696295885803504e-21,1.1096578574883944e-41,1.0044394620014861e-08,6.017190835486765e-41,7.205116908777189e-05,0.010753591203542337,0.013101993183567367,0.009099853840884473,0.00024772165116561466,0.0014215337123046085,3.1567572018789234e-06,0.0013068277668732433,1.4537071107851845e-10,0.005025632608787575,0.0012436799544908392,0.00030746080680372036,7.214141878291493e-05,0.006653918021862471,1.8800664456181007e-14,6.365389153109255e-11,1.1435273102059226e-13,9.281874703572946e-06
4.046210106816081e-09,0.06210963536780779,0.0,1.4927865981646746,0.031075110263184432,0.2996142943786982,0.34137504756549925,0.20008492319793264,0.09793727632301985,0.0,3.0288826080148283e-20,1.4856909637265714e-08,2.4370993078285728e-21,0.0,1.455844514074333e-29,0.0015658131118308413,1.9713924790121465e-23,3.773002616231004e-28,2.1429589221522105e-41,2.2105400279152967e-12,7.332235293925544e-21,3.616827351130219e-66,1.0877242038898843e-13,1.2767644137804598e-45,3.731376086055694e-21,1.1260436979750403e-41,1.0060805021333047e-08,6.078749516683432e-41,7.20628754428725e-05,0.010765035957697892,0.013118038240414394,0.00910972971712894,0.0002476884649785107,0.001421575259248953,3.1537899213687418e-06,0.0013078340165915,1.4601445127110331e-10,0.005043023517135398,0.0012485900621666526,0.00030664953047798417,7.265807169147075e-05,0.00667027991234382,1.8847127105914857e-14,6.381471009282073e-11,1.1463873952284972e-13,9.328538801469457e-06
