Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34)
5.809853782345153e-13,0.06662394546715897,0.0,1.6542512115748138,0.031075110263184432,0.31940529355364855,0.35048215128262683,0.20700899512646595,0.09200921109218359,0.0,8.582987348194338e-35,1.4858755791646697e-11,6.521447506059884e-33,0.0,8.351931181164698e-50,7.344179149518973e-15,1.3385834837452648e-36,5.824364111972207e-34,1.6238237649727899e-49,5.092779699339715e-19,5.838357438881413e-23,6.4538623541408596e-80,1.4260295822204889e-18,2.2365671642553744e-53,1.6813209249610977e-34,4.570154106206943e-61,1.4857810596935245e-11,3.224529004907839e-53,8.98441271079309e-06,3.323712452986972e-06,2.1152778920029262e-06,2.6408420538521873e-06,2.1748833749971536e-06,1.0637525800609394e-06,4.3341000016637865e-10,4.287214179788384e-10,3.064359003735456e-17,5.250532725058183e-13,4.284269834995784e-10,3.2220976289190305e-11,7.734504431558326e-20,1.050169507703484e-06,8.664171091734658e-13
6.191586017013584e-13,0.06662394546715897,0.0,1.654249858535526,0.031075110263184432,0.3194050052643872,0.35048197781066853,0.20700878413575804,0.09200866992178287,0.0,1.0390540595618823e-34,1.583503565926316e-11,7.900100107975434e-33,0.0,1.2234968590893967e-49,8.88945055114446e-15,1.7265924467207707e-36,6.6148610511059306e-34,1.9653897394862338e-49,5.783994847660481e-19,6.221959306040246e-23,8.871616841723768e-80,1.5215324625482475e-18,2.7070216921015136e-53,2.1686805427487167e-34,6.694940140640638e-61,1.5833962187704246e-11,4.159226907385876e-53,9.525580760007167e-06,3.542008309705483e-06,2.254337485910475e-06,2.814313035896774e-06,2.316874908014378e-06,1.133629586148409e-06,4.877221863340977e-10,4.868964165358027e-10,3.470454558908507e-17,6.354666068963552e-13,4.865400728804857e-10,3.860153585344247e-11,9.976852323248677e-20,1.119168565022579e-06,9.840106017725086e-13
6.573318251682015e-13,0.06662394546715897,0.0,1.6542485113034366,0.031075110263184432,0.31940471698033357,0.3504818043440858,0.20700857325664093,0.09200813444984046,0.0,1.2436326970198075e-34,1.6811315043675e-11,9.461478031792607e-33,0.0,1.751843503745613e-49,1.0637626863420356e-14,2.1934030557410003e-36,7.455641604660635e-34,2.3517794833878565e-49,6.519180207632575e-19,6.605560782321531e-23,1.1965092412715395e-79,1.6172581602613126e-18,3.23921405924375e-53,2.7550197122251925e-34,9.586035843738833e-61,1.681010513692037e-11,5.283760243178841e-53,1.0061050351225902e-05,3.7602935380043473e-06,2.3934068028023987e-06,2.9877786423617536e-06,2.4587550331503254e-06,1.2035046102143836e-06,5.449728316281064e-10,5.487696166280606e-10,3.9017961319370555e-17,7.603616796441594e-13,5.483432457649857e-10,4.575534172086515e-11,1.2674732353711418e-19,1.1881674319247188e-06,1.1090844513730195e-12
6.955050486350447e-13,0.06662394546715897,0.0,1.6542471698184114,0.031075110263184432,0.3194044287014862,0.3504816308828778,0.20700836248902635,0.09200760461635535,0.0,1.4735425819349158e-34,1.7787593944897177e-11,1.1217180036004796e-32,0.0,2.458019803902503e-49,1.2601239868490637e-14,2.7490245983393553e-36,8.346705397370678e-34,2.7857564610327258e-49,7.298335658076846e-19,6.989161867931967e-23,1.5866960168888437e-79,1.7132066837824837e-18,3.8369505122358854e-53,3.4529107556403522e-34,1.3450208639371942e-60,1.7786239444814963e-11,6.62224290930101e-53,1.0590881485540505e-05,3.97856813929959e-06,2.532485884199182e-06,3.161238874015539e-06,2.600523838189244e-06,1.2733776525097033e-06,6.051215304716173e-10,6.143407115736742e-10,4.358383453760159e-17,9.006298713330937e-13,6.13835696146914e-10,5.372284530927023e-11,1.5886038309525444e-19,1.2571661089293363e-06,1.2416386242239434e-12
7.336782721018878e-13,0.06662394546715897,0.0,1.6542458340209492,0.031075110263184432,0.3194041404278436,0.3504814574270439,0.207008151832826,0.09200708036195827,0.0,1.730303228832819e-34,1.8763872362944672e-11,1.317884360471282e-32,0.0,3.386992383911393e-49,1.4792823998581267e-14,3.4040648977134564e-36,9.288052058574187e-34,3.27008412835783e-49,8.121461078143554e-19,7.372762563078097e-23,2.0726220907096756e-79,1.8093780416013053e-18,4.50403728603585e-53,4.275677798036796e-34,1.8533513797927222e-60,1.8762365111617468e-11,8.200230971545529e-53,1.1115133532271335e-05,4.196832114999216e-06,2.6715747710531272e-06,3.3346937316202406e-06,2.7421814108414106e-06,1.3432487132801328e-06,6.681284311506741e-10,6.836093947570731e-10,4.840216255324669e-17,1.0571623923532079e-12,6.830166182233276e-10,6.254394208639514e-11,1.967213185016183e-19,1.32616459655084e-06,1.381673086559866e-12
7.718514955687309e-13,0.06662394546715897,0.0,1.6542445038521756,0.031075110263184432,0.3194038521594043,0.35048128397658335,0.20700794128795183,0.09200656162790505,0.0,2.0154476306742986e-34,1.9740150297832448e-11,1.5358144949675146e-32,0.0,4.591765182951116e-49,1.7224916350026734e-14,4.169730300856587e-36,1.0279681222147895e-33,3.807525932888456e-49,8.988556347309182e-19,7.756362867966299e-23,2.670915337854031e-79,1.9057722422731463e-18,5.244280604014473e-53,5.237396752210472e-34,2.512598628797488e-60,1.973848213755549e-11,1.0044722658247906e-52,1.1633865235618548e-05,4.415085466503305e-06,2.8106735037561215e-06,3.5081432159317355e-06,2.8837278387432418e-06,1.4131177927664098e-06,7.339542281985643e-10,7.565753596282703e-10,5.3472942675851865e-17,1.230850282958151e-12,7.55885206393676e-10,7.225797920593038e-11,2.40978431345866e-19,1.3951628952986714e-06,1.5291878045935611e-12
8.10024719035574e-13,0.06662394546715897,0.0,1.6542431792538346,0.031075110263184432,0.3194035638961671,0.3504811105314953,0.20700773085431573,0.09200604835607007,0.0,2.3305243367341573e-34,2.0716427749575477e-11,1.7766799012344634e-32,0.0,6.134285015181792e-49,1.9910056697057858e-14,5.057825666224913e-36,1.1321592526442772e-33,4.40084531374429e-49,9.8996213453733e-19,8.139962782802784e-23,3.400026254213387e-79,2.002389294418297e-18,6.06148667796389e-53,6.352895303088127e-34,3.356659592095028e-60,2.0714590522854786e-11,1.2184158352932666e-52,1.2147134721243698e-05,4.633328195204083e-06,2.949782122147285e-06,3.681587327699733e-06,3.025163209457408e-06,1.4829848912043047e-06,8.025601548847833e-10,8.332382997020878e-10,5.87961722150401e-17,1.422584413322145e-12,8.324406552589837e-10,8.290376303915041e-11,2.923147144904316e-19,1.4641610056773513e-06,1.684182744508694e-12
8.481979425024171e-13,0.06662394546715897,0.0,1.6542418601682836,0.031075110263184432,0.31940327563813037,0.35048093709177897,0.20700752053182972,0.09200554048893973,0.0,2.6770997146684396e-34,2.169270471818871e-11,2.0416559465884056e-32,0.0,8.08639527479388e-49,2.2860787505353816e-14,6.080754350830926e-36,1.2413785614220562e-33,5.052805701645207e-49,1.0854655952455421e-18,8.523562307793603e-23,4.2803227811940747e-79,2.099229206721069e-18,6.9594617081055195e-53,7.6377528913841085e-34,4.424846593638523e-60,2.1690690267739306e-11,1.4648420585579314e-52,1.2654999502783098e-05,4.851560302486017e-06,3.0889006655205318e-06,3.855026067667841e-06,3.16648761047294e-06,1.5528500088246665e-06,8.739079758070445e-10,9.135979085573916e-10,6.437184848051095e-17,1.6332554835965364e-12,9.126821596210436e-10,9.451956660363346e-11,3.514478583531733e-19,1.5331589281865369e-06,1.846657872452682e-12
8.863711659692603e-13,0.06662394546715897,0.0,1.654240546538485,0.031075110263184432,0.3194029873852928,0.35048076365743386,0.2070073103204059,0.09200503796960603,0.0,3.056760401971414e-34,2.2668981203687116e-11,2.3319218717198666e-32,0.0,1.0530838031624826e-48,2.6089653945364628e-14,7.251518197337091e-36,1.3556260132591108e-33,5.7661705189170406e-49,1.185366004899194e-18,8.907161443144647e-23,5.334185129860247e-79,2.1962919879289164e-18,7.942011883098009e-53,9.108300697257363e-34,5.76243563715841e-60,2.2666781372431215e-11,1.7468834023890222e-52,1.3157516488292577e-05,5.069781789725889e-06,3.228029172632009e-06,4.028459436573628e-06,3.3077011292053456e-06,1.6227131458534804e-06,9.479599795861862e-10,9.976538798363354e-10,7.019996878203991e-17,1.863754023965874e-12,9.966089144816183e-10,1.0714313688920342e-10,4.1913025722755224e-19,1.6021566633210705e-06,2.0166131545297134e-12
9.245443894361034e-13,0.06662394546715897,0.0,1.6542392383080022,0.031075110263184432,0.3194026991376532,0.350480590228459,0.20700710021995644,0.0920045407417602,0.0,3.4711159513726443e-34,2.3645257206085667e-11,2.64866079090054e-32,0.0,1.3562304603648929e-48,2.960920390540921e-14,8.583717521445634e-36,1.4749015732950566e-33,6.54370317949751e-49,1.2896633515733072e-18,9.290760189061635e-23,6.586100604476046e-79,2.2935776468515663e-18,9.012943380045404e-53,1.0781621624340471e-33,7.421241268759722e-60,2.364286383715092e-11,2.06781654652734e-52,1.3654741986623766e-05,5.287992658292878e-06,3.367167681707449e-06,4.201887435148688e-06,3.4488038529967192e-06,1.6925743025119159e-06,1.0246789716630747e-09,1.0854059072436144e-09,7.628053042947821e-17,2.1149703947034842e-12,1.0842201150416506e-09,1.2081170208198e-10,4.9614901565686815e-19,1.6711542115710264e-06,2.194048556793906e-12
9.627176129029464e-13,0.06662394546715897,0.0,1.6542379354209917,0.031075110263184432,0.31940241089520993,0.35048041680485376,0.20700689023039354,0.09200404874968629,0.0,3.921801673979954e-34,2.462153272539931e-11,2.99305969219273e-32,0.0,1.728853451702985e-48,3.34319880045523e-14,1.0091551099420554e-35,1.5992052070920402e-33,7.388167088942215e-49,1.3983576233739835e-18,9.67435854575013e-23,8.062758425450865e-79,2.3910861923601586e-18,1.0176062364505385e-52,1.2675550283934707e-33,9.460217916238994e-60,2.4618937662117085e-11,2.431062382914509e-52,1.4146731713733064e-05,5.506192909548644e-06,3.506316230449411e-06,4.375310064118696e-06,3.5897958691158424e-06,1.7624334790163791e-06,1.1040282671956285e-09,1.1768536845457284e-09,8.261353073275203e-17,2.387794786226568e-12,1.1755149567004865e-09,1.355619786883961e-10,5.833259548523674e-19,1.7401515734217674e-06,2.3789640452426295e-12
1e-12,0.06662394546715897,0.0,1.6542366680439946,0.031075110263184432,0.31940212938440365,0.3504802474335624,0.2070066852482415,0.09200357324019044,0.0,4.398631859498083e-34,2.5575024747266012e-11,3.357261278235584e-32,0.0,2.1715138778969e-48,3.7470286074522013e-14,1.1747899667430908e-35,1.7254614090235746e-33,8.28017722457689e-49,1.50875952812358e-18,1.0049004614132127e-22,9.749640681037087e-79,2.4865343656503734e-18,1.1404668953098807e-52,1.4756023349196544e-33,1.1882435706621917e-59,2.557222482334127e-11,2.8300880265184323e-52,1.4622238918305617e-05,5.719290843723476e-06,3.6422272403649015e-06,4.544680401962815e-06,3.727390820436067e-06,1.8306604629720415e-06,1.1840301027997404e-09,1.2697344673667466e-09,8.904240802075186e-17,2.675962302949959e-12,1.2682342074787045e-09,1.510468584150959e-10,6.790940016656214e-19,1.8075385863284741e-06,2.5667844695765966e-12
1.0008908363697894e-12,0.06662394546715897,0.0,1.6542366378221973,0.031075110263184432,0.3194021226579619,0.3504802433866174,0.20700668035162956,0.09200356193825508,0.0,4.410481683650339e-34,2.5597807761642997e-11,3.3663094376598394e-32,0.0,2.1831462771297216e-48,3.7570559605262906e-14,1.1789816155524149e-35,1.728536880628722e-33,8.302325644430554e-49,1.5114488084381054e-18,1.0057956513415536e-22,9.793144551690159e-79,2.488817633386402e-18,1.1435174990497458e-52,1.4808672979097785e-33,1.1946087659970912e-59,2.5595002847546657e-11,2.84018601490281e-52,1.4633540798924372e-05,5.7243825448474005e-06,3.6454748560444247e-06,4.548727324203486e-06,3.730677264758306e-06,1.8322906755785622e-06,1.1859716840540854e-09,1.2719969055702555e-09,8.919896700186242e-17,2.6831172191508532e-12,1.2704926350551058e-09,1.5143017856104564e-10,6.815176191419652e-19,1.8091487493539893e-06,2.5713595858099547e-12
1.0390640598366325e-12,0.06662394546715897,0.0,1.6542353454569434,0.031075110263184432,0.31940183442590764,0.35048006997374914,0.2070064705835769,0.0920030802529178,0.0,4.9388521459837e-34,2.657408231483169e-11,3.7696047635778124e-32,0.0,2.7328415418524692e-48,4.20374748258577e-14,1.3693908349359005e-35,1.8628965602943396e-33,9.288942234771613e-49,1.628936894933041e-18,1.0441554092263085e-22,1.1808636502351439e-78,2.586771978921737e-18,1.2794087400511018e-52,1.720032768861283e-33,1.4953994440182583e-59,2.6571059393654913e-11,3.2988967564423775e-52,1.5115223791026265e-05,5.942561565535998e-06,3.784643595170042e-06,4.722139216117097e-06,3.871448127046608e-06,1.9021458924054944e-06,1.2704735359131493e-09,1.3708352642051298e-09,9.60368365468845e-17,3.001827544344811e-12,1.3691523458993597e-09,1.6845201582771394e-10,7.916152824484435e-19,1.8781457398437707e-06,2.7712351443602614e-12
1.0772372833034755e-12,0.06662394546715897,0.0,1.6542340582711303,0.031075110263184432,0.3194015461990458,0.35047989656624845,0.20700626092614807,0.09200260363970007,0.0,5.508644735147927e-34,2.755035638498034e-11,4.2041442806482103e-32,0.0,3.39333535002784e-48,4.6845292552733574e-14,1.5819821763220845e-35,2.002284212882847e-33,1.0350780240410019e-48,1.7508218710563513e-18,1.0825151282497854e-22,1.4143098178004762e-78,2.6849492380165108e-18,1.425660572551345e-52,1.9870604050970963e-33,1.8568184724525404e-59,2.7547107300655446e-11,3.8110481312711606e-52,1.559183466450412e-05,6.160729972954001e-06,3.923822484001785e-06,4.8955457405678436e-06,4.012108543030264e-06,1.97199912969959e-06,1.357498625439888e-09,1.4733684543979348e-09,1.0312713667796724e-16,3.3448154429834264e-12,1.4714932852232216e-09,1.866627137247043e-10,9.145449548026497e-19,1.947142545362622e-06,2.978590686681971e-12
1.1154105067703185e-12,0.06662394546715897,0.0,1.654232776211226,0.031075110263184432,0.3194012579773751,0.35047972316411447,0.20700605137925554,0.09200213204519574,0.0,6.12163030140956e-34,2.8526629972103893e-11,4.6711304742132307e-32,0.0,4.181816535483226e-48,5.200657445239271e-14,1.818414888951094e-35,2.14669980558714e-33,1.1490603033431836e-48,1.8771037250355e-18,1.1208748084324755e-22,1.6832974681198127e-78,2.78334941977917e-18,1.582653608495822e-52,2.2840343348428794e-33,2.2882714642742856e-59,2.8523146568760215e-11,4.380637872119388e-52,1.606342682550777e-05,6.378887768433764e-06,4.063011558220002e-06,5.068946898258369e-06,4.152658599685917e-06,2.041850387658698e-06,1.4470122375761178e-09,1.5795961701551992e-09,1.1046986470533305e-16,3.7129704266015226e-12,1.5775146492120454e-09,2.060970113357106e-10,1.0512673888939316e-18,2.016139166377533e-06,3.1934261784814258e-12
1.1535837302371615e-12,0.06662394546715897,0.0,1.654231499224263,0.031075110263184432,0.31940096976089427,0.3504795497673465,0.20700584194281205,0.0920016654165611,0.0,6.779622751909725e-34,2.9502903076217304e-11,5.171769704472403e-32,0.0,5.117400727648404e-48,5.75338849832639e-14,2.0804080618175616e-35,2.2961433059933432e-33,1.2711173977570452e-48,2.007782445127568e-18,1.1592344497948537e-22,1.9917387136428902e-78,2.8819725333754566e-18,1.7507684586793023e-52,2.613113849109985e-33,2.8002183578454065e-59,2.949917719817955e-11,5.011807919920717e-52,1.6530053117855477e-05,6.597034953300498e-06,4.202210853016627e-06,5.242342689885708e-06,4.293098383917438e-06,2.1116996664761523e-06,1.5389801329138622e-09,1.6895181055417077e-09,1.1806501793927712e-16,4.1071818371466595e-12,1.687215634245831e-09,2.2678917023764273e-10,1.202778086655323e-18,2.0851356033510196e-06,3.4157415853768926e-12
1.1917569537040045e-12,0.06662394546715897,0.0,1.6542302272578295,0.031075110263184432,0.319400681549602,0.350479376375944,0.2070056326167302,0.09200120370150877,0.0,7.484483146976494e-34,3.0479175697335516e-11,5.707272206700712e-32,0.0,6.221269251166817e-48,6.343979140732305e-14,2.3697406224134612e-35,2.450614682075194e-33,1.4015256428212474e-48,2.1428580196189692e-18,1.197594052357379e-22,2.3438227509522215e-78,2.9808185880276154e-18,1.9303857327467857e-52,2.9765334001032066e-33,3.404249420963938e-59,3.047519918912218e-11,5.708844423020828e-52,1.6991765828954882e-05,6.815171528872369e-06,4.3414204031018515e-06,5.4157331161413486e-06,4.433427982556042e-06,2.1815469663408136e-06,1.6333685411624845e-09,1.8031339546798154e-09,1.259125936901673e-16,4.528338847031611e-12,1.8005954368985013e-09,2.487729810547867e-10,1.3701073058807004e-18,2.1541318567411714e-06,3.645536872892706e-12
1.2299301771708476e-12,0.06662394546715897,0.0,1.6542289602600646,0.031075110263184432,0.319400393343497,0.35047920298990626,0.20700542340092284,0.09200074684830199,0.0,8.238124014063811e-34,3.1455447835473475e-11,6.278852091468079e-32,0.0,7.516812859317849e-48,6.973686380151625e-14,2.68825133546984e-35,2.6101139021884833e-33,1.540561373240357e-48,2.282330436825169e-18,1.2359536161404943e-22,2.744025342641654e-78,3.0798875930136187e-18,2.12188603919431e-52,3.3766025996271384e-33,4.113163899850716e-59,3.1451212541795295e-11,6.4761777363835254e-52,1.7448616695661673e-05,7.033297496460549e-06,4.480640242710698e-06,5.589118177711287e-06,4.573647482360378e-06,2.251392287437125e-06,1.7301441547062123e-09,1.9204434117487704e-09,1.340125892684435e-16,4.977330459186416e-12,1.9176532539371854e-09,2.7208176992257293e-10,1.554320066873343e-18,2.2231279270016976e-06,3.882812006453531e-12
1.2681034006376906e-12,0.06662394546715897,0.0,1.6542276981796549,0.031075110263184432,0.31940010514257805,0.3504790296092324,0.20700521429530286,0.09200029480574876,0.0,9.04251388119402e-34,3.243171949064613e-11,6.887727344860365e-32,0.0,9.029780301934092e-48,7.643767506898876e-14,3.037838801699375e-35,2.774640935065582e-33,1.688500922885436e-48,2.426199685090407e-18,1.2743131411646257e-22,3.1971182991357067e-78,3.179179557666395e-18,2.325649985369761e-52,3.8157062174935755e-33,4.941051313444487e-59,3.2427217256404465e-11,7.318382420798984e-52,1.790065691007656e-05,7.251412857369294e-06,4.619870405609514e-06,5.762497875276084e-06,4.713756970016642e-06,2.3212356299451514e-06,1.8292741222508281e-09,2.0414461709840504e-09,1.423650019846172e-16,5.455045507110032e-12,2.038388282321515e-09,2.967484048621709e-10,1.7565161591264666e-18,2.292123814581971e-06,4.127566951378762e-12
1.3062766241045336e-12,0.06662394546715897,0.0,1.654226440965823,0.031075110263184432,0.31939981694684394,0.3504788562339219,0.2070050052997832,0.091999847523196,0.0,9.899682031549533e-34,3.340799066286839e-11,7.535119828701872e-32,0.0,1.0788431727893562e-47,8.355480095012345e-14,3.420461456540544e-35,2.944195749810034e-33,1.8456206247946237e-48,2.574465752787424e-18,1.3126726274501841e-22,3.708178960449707e-78,3.278694491373074e-18,2.5420581774736767e-52,4.296304179930933e-33,5.9033753930453215e-59,3.340321333315377e-11,8.240177242096022e-52,1.834793712528123e-05,7.4695176128960314e-06,4.759110925102362e-06,5.935872209510925e-06,4.853756532138686e-06,2.391076994040628e-06,1.9307260425582775e-09,2.1661419266767016e-09,1.5096982914927137e-16,5.96237265492157e-12,2.16279971920292e-09,3.2280530206714316e-10,1.977830148035642e-18,2.3611195199270783e-06,4.379801672877029e-12
1.3444498475713766e-12,0.06662394546715897,0.0,1.6542251885683288,0.031075110263184432,0.3193995287562933,0.35047868286397404,0.20700479641427677,0.09199940495052411,0.0,1.0811723480636262e-33,3.438426135215523e-11,8.2222552807793e-32,0.0,1.2823696921735866e-47,9.110082003339108e-14,3.8381375689027585e-35,3.1187783158912255e-33,2.0121968111737254e-48,2.727128628317191e-18,1.3510320750175634e-22,4.2825996778908257e-78,3.3784324035742317e-18,2.771491220560052e-52,4.8209315679948846e-33,7.017060667055575e-59,3.437920077224578e-11,9.246425170356862e-52,1.8790507461013797e-05,7.687611764331416e-06,4.898361834037333e-06,6.109241181085677e-06,4.993646255268112e-06,2.4609163798950096e-06,2.0344679582679453e-09,2.294530373172691e-09,1.5982706807305973e-16,6.500200397411136e-12,2.290886761923945e-09,3.502844321034023e-10,2.2194313816421782e-18,2.4301150434778603e-06,4.6395161360408415e-12
1.3826230710382196e-12,0.06662394546715897,0.0,1.6542239409374582,0.031075110263184432,0.31939924057092506,0.3504785094993882,0.20700458763869678,0.09199896703814107,0.0,1.1780804177241288e-33,3.536053155852158e-11,8.950363315067069e-32,0.0,1.5169338374032612e-47,9.908831376601661e-14,4.2929452399118005e-35,3.298388603139122e-33,2.188505813396794e-48,2.8841883001086303e-18,1.3893914838871422e-22,4.926097295700037e-78,3.478393303763159e-18,3.01432971853715e-52,5.39219861597938e-33,8.300581690612208e-59,3.535517957388155e-11,1.034213337913276e-51,1.9228417509284628e-05,7.905695312959398e-06,5.0376231648127734e-06,6.282604790664941e-06,5.133426225874379e-06,2.5307537876755115e-06,2.140468349803366e-09,2.4266112048722585e-09,1.689367160667066e-16,7.0694170600902786e-12,2.4226486080175636e-09,3.792173260236953e-10,2.482523997406571e-18,2.499110385670956e-06,4.906710305841336e-12
1.4207962945050627e-12,0.06662394546715897,0.0,1.654222698024022,0.031075110263184432,0.31939895239073784,0.35047833614016366,0.20700437897295637,0.09199853373697721,0.0,1.2809166429221974e-33,3.633680128198237e-11,9.720677421954048e-32,0.0,1.7862119185443648e-47,1.0752986646446342e-13,4.7870224016555806e-35,3.4830265817390886e-33,2.3748239620067173e-48,3.045644756618366e-18,1.427750854079282e-22,5.644722632635088e-78,3.578577201485134e-18,3.2709542741682996e-52,6.0127907098280554e-33,9.77405492006914e-59,3.6331149738260684e-11,1.1532453244660591e-51,1.9661716339932928e-05,8.123768260057323e-06,5.176894949383421e-06,6.455963038908108e-06,5.2730965303549046e-06,2.6005892175451566e-06,2.2486961293631688e-09,2.562384116229288e-09,1.7829877044100629e-16,7.670910799242046e-12,2.5580844552065073e-09,4.096350813978069e-10,2.7683469290114944e-18,2.568105546938851e-06,5.181384147123152e-12
1.4589695179719057e-12,0.06662394546715897,0.0,1.6542214597793456,0.031075110263184432,0.3193986642157305,0.3504781627862998,0.2070041704169688,0.09199810499847942,0.0,1.3899134554982422e-33,3.7313070522552533e-11,1.053443496847159e-31,0.0,2.0941975804476024e-47,1.1643806532473962e-13,5.322566815930573e-35,3.6726922222267504e-33,2.5714275867157987e-48,3.2114979863304453e-18,1.4661101856143298e-22,6.4448699634945e-78,3.678984106336699e-18,3.541745489072704e-52,6.685468385546515e-33,1.1459333232334999e-58,3.730711126558131e-11,1.2822680345081184e-51,2.009045250612489e-05,8.34183060689596e-06,5.3161772192664635e-06,6.629315926469419e-06,5.41265725503517e-06,2.6704226696628184e-06,2.3591206349950775e-09,2.701848801750676e-09,1.879132285068229e-16,8.305569601970662e-12,2.6971935014025978e-09,4.4156836825964847e-10,3.0781739131940406e-18,2.637100527709915e-06,5.4635376245994045e-12
1.4971427414387487e-12,0.06662394546715897,0.0,1.6542202261552679,0.031075110263184432,0.31939837604590177,0.350477989437796,0.20700396197064727,0.09199768077460578,0.0,1.5053120761315001e-33,3.828933928024699e-11,1.1392877198522947e-31,0.0,2.4452195598846925e-47,1.2582550043252838e-13,5.901836072989035e-35,3.86738549548296e-33,2.778593016406342e-48,3.3817479777560857e-18,1.5044694785126142e-22,7.333286500582674e-78,3.779614027964961e-18,3.8270839637262406e-52,7.413067327615577e-33,1.3380103089008274e-58,3.8283064156040133e-11,1.4218254459659744e-51,2.051467404979393e-05,8.559882354739604e-06,5.455470005547504e-06,6.80266345399801e-06,5.552108486168811e-06,2.7402541441832665e-06,2.4717116247518045e-09,2.8450049559957193e-09,1.9778008757508988e-16,8.974281286250834e-12,2.8399749447060912e-09,4.750474349723889e-10,3.4133134966067666e-18,2.7060953284084505e-06,5.75317070284679e-12
1.5353159649055917e-12,0.06662394546715897,0.0,1.6542189971041337,0.031075110263184432,0.3193980878812506,0.3504778160946517,0.20700375363390539,0.09199726101782035,0.0,1.6273631248114745e-33,3.9265607555080695e-11,1.2297249233114002e-31,0.0,2.8439599260260414e-47,1.3570476477314603e-13,6.527147590286895e-35,4.067106372728803e-33,2.99659657913123e-48,3.556394719433417e-18,1.54282873279445e-22,8.317081875116152e-78,3.880466976066881e-18,4.1273502974622645e-52,8.198498367405367e-33,1.5561984345202059e-58,3.925900840983248e-11,1.5724759568008002e-51,2.0934428507023636e-05,8.777923504846118e-06,5.594773338886452e-06,6.9760056221379775e-06,5.69145030993773e-06,2.8100836412572094e-06,2.5864392709276883e-09,2.991852273575496e-09,2.0789934495680962e-16,9.67793350097666e-12,2.9864279834050287e-09,5.10102114012775e-10,3.775109042706986e-18,2.775089949454732e-06,6.050283346300777e-12
1.5734891883724348e-12,0.06662394546715897,0.0,1.6542177725787888,0.031075110263184432,0.31939779972177573,0.350477642756866,0.20700354540665644,0.09199684568108764,0.0,1.7563272540313988e-33,4.024187534706855e-11,1.3248800070585265e-31,0.0,3.2954728042427943e-47,1.4608845424133042e-13,7.20087861123217e-35,4.271854825520682e-33,3.225714602114514e-48,3.735438199927218e-18,1.5811879484801346e-22,9.403737618571095e-78,3.981542960388598e-18,4.4429250884724096e-52,9.044747481590107e-33,1.8032632702961363e-58,4.0234944027152246e-11,1.7347923849307855e-51,2.1349762913374024e-05,8.99595405846703e-06,5.734087249523344e-06,7.149342431528419e-06,5.8306828124521935e-06,2.879911161031336e-06,2.7032741543749248e-09,3.142390449152267e-09,2.1827099796305323e-16,1.041741372601022e-11,3.1365518159745948e-09,5.467618276757694e-10,4.164938738673743e-18,2.8440843912650487e-06,6.3548755192509206e-12
1.6116624118392778e-12,0.06662394546715897,0.0,1.6542165525325752,0.031075110263184432,0.319397511567476,0.3504774694244384,0.2070033372888141,0.09199643471786742,0.0,1.89247580472331e-33,4.1218142656225503e-11,1.424878258684516e-31,0.0,3.805203583221691e-47,1.5698916765086197e-13,7.925466203933952e-35,4.481630825745466e-33,3.466223411751986e-48,3.9188784078286796e-18,1.6195471255899502e-22,1.0601116643971992e-77,4.0828419907247436e-18,4.7741889338073874e-52,9.954875790563543e-33,2.082184480920593e-58,4.1210871008191955e-11,1.9093619681536456e-51,2.1760723809151753e-05,9.213974016847567e-06,5.873411767284053e-06,7.322673882803493e-06,5.969806079750921e-06,2.9497367036483586e-06,2.822187258898304e-09,3.2966191774388795e-09,2.2889504390496e-16,1.1193609272229754e-11,3.2903456410764804e-09,5.850555937006124e-10,4.584215602352005e-18,2.9130786542517458e-06,6.666947185836277e-12
1.6498356353061208e-12,0.06662394546715897,0.0,1.6542153369193244,0.031075110263184432,0.3193972234183502,0.35047729609736844,0.20700312928029194,0.09199602808210952,0.0,2.0360914849397267e-33,4.219440948256646e-11,1.5298453535604541e-31,0.0,4.379008605382447e-47,1.6841950674402125e-13,8.703407259951963e-35,4.69643434561571e-33,3.718399333611763e-48,4.106715331755136e-18,1.6579062641441618e-22,1.1917472727121749e-77,4.184364076917771e-18,5.1215224293777916e-52,1.0932019556855183e-32,2.396166599813834e-58,4.218678935314279e-11,2.0967863640692905e-51,2.21673572446248e-05,9.431983381226748e-06,6.012746921585962e-06,7.495999976592466e-06,6.108820197801199e-06,3.0195602692470605e-06,2.9431499657273158e-09,3.454538153198177e-09,2.3977148009373707e-16,1.2007407281577515e-11,3.447808657558264e-09,6.250120308194074e-10,5.034387489223621e-18,2.9820727388232667e-06,6.986498310040913e-12
