Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35)
4.744954267384255e-13,0.10125681075141572,0.0,2.514185560851005,0.031075110263184432,0.3194052797687287,0.350482091280931,0.20700901783526066,0.09200956130406741,0.0,2.809833410549366e-25,5.987250794560718e-08,2.3929714866546474e-22,0.0,2.641160383223656e-38,3.9459554056838666e-14,1.353457531159345e-27,1.8017377855690864e-24,1.2151985284010257e-34,2.1640430753059474e-14,3.988739248020205e-15,1.483981063321228e-55,2.280439302945212e-11,1.764527952829123e-36,2.4540159545842993e-26,6.843035364213731e-46,5.986868396811705e-08,2.3823940118499964e-39,8.633351514113517e-06,3.300326397706142e-06,2.1654178572263292e-06,2.6409861003419258e-06,2.1449785286574287e-06,1.0927599152762085e-06,5.545000461385804e-09,4.4868282877121805e-09,2.2929296684426922e-11,2.370854782062775e-11,4.487847708046294e-09,3.7654825394076094e-10,4.1686760789962675e-19,1.0568453598835834e-06,1.8136056347678448e-13,5.208586757432445e-10
4.783835746109075e-13,0.10125681075141572,0.0,2.5141853975770116,0.031075110263184432,0.319405243834889,0.350482069302014,0.2070089920643361,0.09200949934741469,0.0,2.879475400514318e-25,6.036311807389072e-08,2.4522804722681213e-22,0.0,2.7736902191048703e-38,4.044564945990654e-14,1.3981031974684026e-27,1.831386107381738e-24,1.245316893743303e-34,2.1996478116872335e-14,4.021423836606155e-15,1.54578626712419e-55,2.2991254564706604e-11,1.808261297326708e-36,2.5354333450688916e-26,7.186410334900674e-46,6.035923122042681e-08,2.4614414818623532e-39,8.695300915589556e-06,3.326982465467245e-06,2.183458846866018e-06,2.662474407215337e-06,2.162085236729581e-06,1.101888444434237e-06,5.627162972146414e-09,4.5610479919403275e-09,2.311821303554064e-11,2.4297733080754735e-11,4.5620927292005645e-09,3.8510669969006655e-10,4.3076477382002743e-19,1.0655010033843773e-06,1.828462279752542e-13,5.294297746002499e-10
4.822717224833895e-13,0.10125681075141572,0.0,2.5141852344404407,0.031075110263184432,0.3194052079032749,0.35048204732556687,0.20700896630091345,0.09200943752151765,0.0,2.950258741220877e-25,6.085372817140973e-08,2.5125614126325574e-22,0.0,2.911716010350076e-38,4.144817465107356e-14,1.443844286077229e-27,1.861276371870714e-24,1.2759288408436755e-34,2.2355429630776457e-14,4.054108421123491e-15,1.6096337884872684e-55,2.3178116042930925e-11,1.852711346714064e-36,2.6188599154875405e-26,7.544024946297806e-46,6.084977793057483e-08,2.5424398182612063e-39,8.757119561403276e-06,3.3536322917199995e-06,2.2015046709904325e-06,2.6839602442113816e-06,2.1791844451463457e-06,1.111019749226618e-06,5.709894697435833e-09,4.635882706245793e-09,2.3307146084894214e-11,2.48966251600509e-11,4.636953176975478e-09,3.937914639924937e-10,4.450077183164166e-19,1.0741565747556923e-06,1.8433187848486636e-13,5.380707963941156e-10
4.861598703558715e-13,0.10125681075141572,0.0,2.514185071441012,0.031075110263184432,0.3194051719738861,0.3504820253515894,0.20700894054498928,0.09200937582610033,0.0,3.022192711335981e-25,6.134433823816771e-08,2.573822207203153e-22,0.0,3.0554185899900597e-38,4.246726982876421e-14,1.4906985671632897e-27,1.8914085788517207e-24,1.307038381282692e-34,2.2717285270571086e-14,4.086793001573399e-15,1.6755738296264227e-55,2.336497746432711e-11,1.897883926001549e-36,2.7043284468913163e-26,7.9163477250336e-46,6.134032409859531e-08,2.6254208540850144e-39,8.818807727532077e-06,3.3802758779322916e-06,2.2195553297514672e-06,2.7054436116149737e-06,2.1962761571957466e-06,1.1201538283299548e-06,5.793194994955368e-09,4.7113325772460275e-09,2.3496095832466717e-11,2.5505304182269278e-11,4.712429201413333e-09,4.026034184630704e-10,4.596021777322692e-19,1.0828120739993768e-06,1.8581752050034002e-13,5.467817405280608e-10
4.900480182283536e-13,0.10125681075141572,0.0,2.514184908578447,0.031075110263184432,0.31940513604672194,0.3504820033800813,0.20700891479656044,0.09200931426088735,0.0,3.095286589609438e-25,6.183494827416807e-08,2.6360707554313006e-22,0.0,3.204983216968895e-38,4.3503075300621063e-14,1.5386839537997368e-27,1.921782728140906e-24,1.3386495266394212e-34,2.3082045012056097e-14,4.119477577957061e-15,1.7436574087724663e-55,2.3551838829097216e-11,1.943784860197361e-36,2.7918719854491576e-26,8.303858664999242e-46,6.183086972452248e-08,2.710416679871479e-39,8.88036568937089e-06,3.4069132255716655e-06,2.2376108233001753e-06,2.726924509710991e-06,2.213360376164366e-06,1.1292906804212452e-06,5.877063223307859e-09,4.787397751458724e-09,2.3685062278237218e-11,2.6123850290448893e-11,4.788520952457274e-09,4.115434337336394e-10,4.745539371518154e-19,1.091467501117278e-06,1.8730314870902054e-13,5.555626064161368e-10
4.939361661008356e-13,0.10125681075141572,0.0,2.5141847458524658,0.031075110263184432,0.31940510012178186,0.35048198141104225,0.20700888905562365,0.09200925282560385,0.0,3.1695496548757442e-25,6.232555827941428e-08,2.6993149567645978e-22,0.0,3.360599647766621e-38,4.455573148353787e-14,1.5878185019535168e-27,1.9523988195548545e-24,1.3707662884914535e-34,2.3449708831031982e-14,4.152162150275659e-15,1.813936366749582e-55,2.373870013744329e-11,1.9904199743075267e-36,2.8815238424443537e-26,8.707049412918266e-46,6.232141480839042e-08,2.7974596436546284e-39,8.94179372173338e-06,3.433544336105322e-06,2.25567115178675e-06,2.748402938784276e-06,2.2304371053373386e-06,1.1384303041778818e-06,5.961498741996315e-09,4.864078375301853e-09,2.3874045422184816e-11,2.6752343646901794e-11,4.865228579951334e-09,4.206123794542398e-10,4.8986883043786e-19,1.100122856111241e-06,1.8878876828698304e-13,5.644133934619317e-10
4.978243139733176e-13,0.10125681075141572,0.0,2.514184583262788,0.031075110263184432,0.3194050641990655,0.3504819594444719,0.20700886332217555,0.09200919151997565,0.0,3.2449911860559366e-25,6.281616825390978e-08,2.76356271064687e-22,0.0,3.5224622085964043e-38,4.562537890369236e-14,1.638120410483475e-27,1.9832568529105883e-24,1.4033926784148993e-34,2.3820276703299866e-14,4.184846718530379e-15,1.8864633735538327e-55,2.3925561389567377e-11,2.0377950933359133e-36,2.97331759427101e-26,9.126423455404649e-46,6.281195935023324e-08,2.886582350961895e-39,9.003092098853183e-06,3.4601692110001187e-06,2.273736315360542e-06,2.7698788991196364e-06,2.2475063479983595e-06,1.1475726982776505e-06,6.046500911422552e-09,4.941374595093685e-09,2.406304526428858e-11,2.7390864433200106e-11,4.942552233640458e-09,4.2981112429448875e-10,5.055527402696162e-19,1.1087781389831077e-06,1.902743742308533e-13,5.733341010792392e-10
5.017124618457996e-13,0.10125681075141572,0.0,2.514184420809137,0.031075110263184432,0.31940502827857215,0.3504819374803701,0.20700883759621283,0.09200913034372907,0.0,3.321620462159458e-25,6.330677819765805e-08,2.828821916518187e-22,0.0,3.690769868176205e-38,4.67121581965792e-14,1.6896080211384602e-27,2.0143568280255667e-24,1.4365327079843932e-34,2.4193748604661473e-14,4.2175312827223995e-15,1.9612919349316697e-55,2.411242258567154e-11,2.085916042284222e-36,3.067287082430526e-26,9.562496307509376e-46,6.330250335008502e-08,2.977817664811191e-39,9.064261094385128e-06,3.4867878517225715e-06,2.291806314170044e-06,2.791352391001844e-06,2.264568107429683e-06,1.1567178613987327e-06,6.132069092885834e-09,5.0192865570528435e-09,2.4252061804527604e-11,2.8039492850163155e-11,5.020492063170542e-09,4.3914053594495847e-10,5.216115981805489e-19,1.1174333497347188e-06,1.917599714165512e-13,5.823247286719982e-10
5.056006097182816e-13,0.10125681075141572,0.0,2.514184258491236,0.031075110263184432,0.31940499236030145,0.3504819155187365,0.2070088118777323,0.09200906929659104,0.0,3.399446762286058e-25,6.379738811066256e-08,2.89510047381488e-22,0.0,3.865726311074915e-38,4.781621010704288e-14,1.7422998185554362e-27,2.0456987447176817e-24,1.4701903887730913e-34,2.4570124510919147e-14,4.250215842852906e-15,2.0384763989584314e-55,2.4299283725957848e-11,2.134788646151991e-36,3.1634664135280547e-26,1.0015795702755422e-45,6.37930468079798e-08,3.071198705707988e-39,9.125300981406463e-06,3.5134002597388527e-06,2.309881148362911e-06,2.8128234147156357e-06,2.2816223869121236e-06,1.1658657922197042e-06,6.218202648581513e-09,5.097814407298316e-09,2.4441095042880972e-11,2.8698309117844526e-11,5.099048218088459e-09,4.486014811185533e-10,5.380513845962296e-19,1.1260884883679133e-06,1.932455551320376e-13,5.913852756537612e-10
5.094887575907636e-13,0.10125681075141572,0.0,2.514184096308807,0.031075110263184432,0.3194049564442529,0.35048189355957077,0.20700878616673057,0.09200900837828907,0.0,3.478479365627717e-25,6.428799799292675e-08,2.9624062819695548e-22,0.0,4.047540011632972e-38,4.893767548931046e-14,1.7962144302575817e-27,2.0772826028052613e-24,1.5043697323526723e-34,2.4949404397875857e-14,4.2829003989230764e-15,2.1180719626168407e-55,2.448614481062836e-11,2.1844187299365963e-36,3.261889959268988e-26,1.0486861784661144e-45,6.428358972395156e-08,3.166758851642396e-39,9.186212032418063e-06,3.5400064365147924e-06,2.327960818085945e-06,2.834291970545716e-06,2.2986691897250547e-06,1.1750164894195337e-06,6.304900941599683e-09,5.176958291849506e-09,2.4630144979327758e-11,2.9367393475519094e-11,5.178220847842102e-09,4.5819482555188414e-10,5.548781288722026e-19,1.1347435548845264e-06,1.9473112997049492e-13,6.005157414288007e-10
5.133769054632456e-13,0.10125681075141572,0.0,2.514183934261573,0.031075110263184432,0.31940492053042574,0.3504818716028727,0.20700876046320446,0.0920089475885512,0.0,3.5587275514705846e-25,6.477860784445404e-08,3.030747240411117e-22,0.0,4.236424308457432e-38,5.007669530702443e-14,1.8513706266523987e-27,2.109108402107063e-24,1.5390747502933402e-34,2.533158824133517e-14,4.315584950934092e-15,2.2001346783754958e-55,2.467300583988515e-11,2.234812118633255e-36,3.362592356455424e-26,1.0976247299752046e-45,6.477413209803424e-08,3.264531738086243e-39,9.246994519345666e-06,3.5666063835158776e-06,2.3460453234851075e-06,2.8557580587767495e-06,2.31570851914641e-06,1.184169951677585e-06,6.392163335923817e-09,5.256718356626256e-09,2.4819211613847057e-11,3.004682618167021e-11,5.2580101017804076e-09,4.679214340066398e-10,5.720979093318639e-19,1.1433985492863936e-06,1.9621669149431366e-13,6.097161254104455e-10
5.172650533357276e-13,0.10125681075141572,0.0,2.51418377234926,0.031075110263184432,0.3194048846188197,0.350481849648642,0.20700873476715065,0.09200888692710608,0.0,3.64020059919696e-25,6.526921766524793e-08,3.10013124856478e-22,0.0,4.432597479491498e-38,5.1233410633275546e-14,1.9077873210298215e-27,2.1411761424422785e-24,1.5743094541638216e-34,2.5716676017101298e-14,4.3482694988871335e-15,2.2847214607673586e-55,2.485986681393031e-11,2.285974637235021e-36,3.465608506982637e-26,1.1484517792060911e-45,6.526467393026178e-08,3.364551257990147e-39,9.30764871354106e-06,3.593200102207254e-06,2.3641346647055136e-06,2.877221679693369e-06,2.3327403784526843e-06,1.1933261776736161e-06,6.479989196429423e-09,5.337094747448885e-09,2.5008294946417965e-11,3.073668751397668e-11,5.338416129153393e-09,4.777821702709574e-10,5.897168533043485e-19,1.1520534715753467e-06,1.977022440303474e-13,6.189864270032846e-10
5.211532012082097e-13,0.10125681075141572,0.0,2.5141836105715916,0.031075110263184432,0.3194048487094341,0.35048182769687836,0.20700870907856586,0.09200882639368299,0.0,3.722907788287288e-25,6.575982745531184e-08,3.170566205852089e-22,0.0,4.6362828176584923e-38,5.240796265063545e-14,1.965483569560318e-27,2.173485823630526e-24,1.6100778555313694e-34,2.6104667700979042e-14,4.380954042783381e-15,2.371890092968233e-55,2.504672773296591e-11,2.3379121107327903e-36,3.5709735778355536e-26,1.2012251799116258e-45,6.575521522066812e-08,3.466851561780605e-39,9.368174885783322e-06,3.619787594053724e-06,2.3822288418914405e-06,2.8986828335801724e-06,2.349764770918936e-06,1.2024851660877775e-06,6.568377888882689e-09,5.418087610038218e-09,2.519739497701956e-11,3.143705776929997e-11,5.419439079112188e-09,4.877778971607905e-10,6.077411371624316e-19,1.1607083217532155e-06,1.9918778339948982e-13,6.283266456204388e-10
5.250413490806917e-13,0.10125681075141572,0.0,2.514183448928293,0.031075110263184432,0.3194048128022686,0.3504818057475814,0.20700868339744688,0.09200876598801166,0.0,3.806858398322179e-25,6.625043721464925e-08,3.242060011690936e-22,0.0,4.847708707080263e-38,5.360049265118954e-14,2.024478571292999e-27,2.206037445491855e-24,1.6463839659617617e-34,2.649556326877383e-14,4.413638582624012e-15,2.461699233375242e-55,2.5233588597194042e-11,2.3906303641153e-36,3.6787230010852224e-26,1.2560041049419093e-45,6.624575596928706e-08,3.571467057357064e-39,9.428573306280005e-06,3.6463688605197475e-06,2.4003278551863198e-06,2.92014152072172e-06,2.3667816998187875e-06,1.2116469156006148e-06,6.657328779939145e-09,5.499697090015625e-09,2.5386511705630943e-11,3.214801726367122e-11,5.501079100709069e-09,4.979094765212742e-10,6.261769863604402e-19,1.169363099821829e-06,2.0067331367772342e-13,6.377367806667983e-10
5.289294969531737e-13,0.10125681075141572,0.0,2.5141832874190913,0.031075110263184432,0.3194047768973225,0.350481783800751,0.20700865772379035,0.09200870570982249,0.0,3.8920617089844577e-25,6.674104694326358e-08,3.314620565495574e-22,0.0,5.067108699870006e-38,5.481114203656953e-14,2.0847916681537283e-27,2.2388310078467416e-24,1.6832317970193026e-34,2.6889362696291695e-14,4.446323118410205e-15,2.5542084221853026e-55,2.5420449406816794e-11,2.444135222369129e-36,3.788892473885292e-26,1.3128490661407982e-45,6.673629617615244e-08,3.6784324100890006e-39,9.488844244668362e-06,3.672943903069443e-06,2.4184317047327507e-06,2.9415977414025402e-06,2.3837911684244187e-06,1.2208114248930668e-06,6.7468412371423085e-09,5.581923332903046e-09,2.55756451322312e-11,3.286964633227837e-11,5.583336342897488e-09,5.081777692280903e-10,6.450306754721756e-19,1.1780178057830122e-06,2.021588309294424e-13,6.472168315552901e-10
5.328176448256557e-13,0.10125681075141572,0.0,2.5141831260437106,0.031075110263184432,0.31940474099459537,0.3504817618563868,0.207008632057593,0.0920086455588464,0.0,3.978527000061244e-25,6.723165664115833e-08,3.3882557666766405e-22,0.0,5.294721593499524e-38,5.604005231798625e-14,2.1464423449432212e-27,2.2718665105160875e-24,1.7206253602668224e-34,2.728606595933928e-14,4.479007650143139e-15,2.6494780879735874e-55,2.5607310162036272e-11,2.498432510478699e-36,3.901517958468477e-26,1.371821934391234e-45,6.722683584129808e-08,3.7877825428130044e-39,9.54898797001653e-06,3.699512723166586e-06,2.4365403906724832e-06,2.9630514959071223e-06,2.4007931800065787e-06,1.2299786926464656e-06,6.83691462892235e-09,5.664766484123036e-09,2.5764795256799422e-11,3.360202532945331e-11,5.666210954532106e-09,5.185836351888278e-10,6.643085282288479e-19,1.1866724396385894e-06,2.036443389943197e-13,6.567667976910915e-10
5.367057926981377e-13,0.10125681075141572,0.0,2.5141829648018805,0.031075110263184432,0.3194047050940867,0.3504817399144885,0.20700860639885166,0.09200858553481486,0.0,4.0662635514460477e-25,6.772226630833692e-08,3.4629735146411702e-22,0.0,5.530791508740869e-38,5.728736511626218e-14,2.209450229335157e-27,2.30514395332122e-24,1.758568667265679e-34,2.7685673033723854e-14,4.511692177823991e-15,2.747569554271986e-55,2.5794170863054565e-11,2.553528053426278e-36,4.016635682143037e-26,1.4329859598093964e-45,6.771737496475772e-08,3.899552635829856e-39,9.609004750824758e-06,3.726075322274612e-06,2.4546539131464456e-06,2.9845027845199252e-06,2.417787737834578e-06,1.2391487175425366e-06,6.9275483245947464e-09,5.7482266889987864e-09,2.5953962079314715e-11,3.434523462865893e-11,5.749703084368832e-09,5.291279333443429e-10,6.840169175570208e-19,1.1953270013903833e-06,2.0512983416611674e-13,6.663866784869495e-10
5.405939405706197e-13,0.10125681075141572,0.0,2.514182803693327,0.031075110263184432,0.31940466919579585,0.35048171797505584,0.20700858074756295,0.09200852563746,0.0,4.155280643140897e-25,6.821287594480281e-08,3.5387817087926118e-22,0.0,5.775567968182403e-38,5.85532221618641e-14,2.2738350918742852e-27,2.3386633360838917e-24,1.7970657295757583e-34,2.8088183895253287e-14,4.54437670145394e-15,2.848545046147568e-55,2.598103151007379e-11,2.6094276761919733e-36,4.1342821372892475e-26,1.4964057920876814e-45,6.82079135465651e-08,4.013778126901598e-39,9.66889485502657e-06,3.752631701856613e-06,2.4727722722947176e-06,3.0059516075253692e-06,2.4347748451762948e-06,1.2483214982633991e-06,7.018741694358945e-09,5.832304092754167e-09,2.6143145599756162e-11,3.5099354622476296e-11,5.833812881064849e-09,5.398115216701166e-10,7.041622656165687e-19,1.203981491040213e-06,2.066153200619142e-13,6.760764733483139e-10
5.444820884431017e-13,0.10125681075141572,0.0,2.51418264271778,0.031075110263184432,0.31940463329972246,0.35048169603808854,0.20700855510372365,0.09200846586651437,0.0,4.245587555258494e-25,6.870348555055945e-08,3.6156882485308447e-22,0.0,6.029305975319226e-38,5.983776529493577e-14,2.339616845974531e-27,2.3724246586262745e-24,1.8361205587554744e-34,2.8493598519736056e-14,4.577061221034159e-15,2.952467696781025e-55,2.616789210329606e-11,2.6661372037537434e-36,4.254494081355873e-26,1.5621475009864914e-45,6.869845158675386e-08,4.130494711248631e-39,9.72865854999e-06,3.7791818633753386e-06,2.490895468256553e-06,3.0273979652078413e-06,2.4517545052981713e-06,1.2574970334915654e-06,7.110494109297035e-09,5.916998840513753e-09,2.6332345818102862e-11,3.58644657225917e-11,5.918540493178651e-09,5.506352571776108e-10,7.247510438386437e-19,1.2126359085898965e-06,2.0810079319152664e-13,6.858361816877658e-10
5.483702363155837e-13,0.10125681075141572,0.0,2.514182481874965,0.031075110263184432,0.31940459740586596,0.3504816741035863,0.20700852946733048,0.09200840622171126,0.0,4.337193568024388e-25,6.919409512561028e-08,3.6937010332522035e-22,0.0,6.292266094217993e-38,6.114113646533031e-14,2.4068155479171036e-27,2.4064279207709652e-24,1.8757371663617693e-34,2.890191688298126e-14,4.6097457365658246e-15,3.059401554045125e-55,2.635475264292347e-11,2.7236624610873892e-36,4.377308536856642e-26,1.6302785969748475e-45,6.91889890853577e-08,4.2497383415467767e-39,9.788296102518747e-06,3.8057258082931973e-06,2.5090235011703697e-06,3.048841857851693e-06,2.4687267214652155e-06,1.2666753219099408e-06,7.202804941372399e-09,6.002311077302864e-09,2.652156273433392e-11,3.664064835978387e-11,6.0038860691700675e-09,5.615999959156206e-10,7.457897729636555e-19,1.2212902540412502e-06,2.0958625696236556e-13,6.956658029110143e-10
5.522583841880658e-13,0.10125681075141572,0.0,2.5141823211646153,0.031075110263184432,0.31940456151422575,0.3504816521715489,0.20700850383838015,0.09200834670278438,0.0,4.430107961779185e-25,6.968470466995874e-08,3.772827962349485e-22,0.0,6.564714529756111e-38,6.24634777326429e-14,2.4754513968486012e-27,2.4406731223409778e-24,1.9159195639501168e-34,2.931313896079858e-14,4.642430248050115e-15,3.1694115870831506e-55,2.6541613129158162e-11,2.7820092731665617e-36,4.502762791366721e-26,1.7008680520198112e-45,6.967952604241024e-08,4.371545227924365e-39,9.84780777885341e-06,3.832263538072257e-06,2.5271563711737565e-06,3.0702832857412414e-06,2.4856914969410047e-06,1.275856362201823e-06,7.295673563428386e-09,6.0882409480475894e-09,2.6710796348428428e-11,3.7427982983911007e-11,6.089849757400305e-09,5.727065929716271e-10,7.672850230792618e-19,1.2299445273960871e-06,2.1107170808775617e-13,7.055653364304863e-10
5.561465320605478e-13,0.10125681075141572,0.0,2.514182160586458,0.031075110263184432,0.3194045256248013,0.35048163024197604,0.2070084782168695,0.09200828730946803,0.0,4.524340016980786e-25,7.017531418360832e-08,3.8530769352119724e-22,0.0,6.846923208435274e-38,6.380493126624317e-14,2.5455447347791192e-27,2.4751602631597477e-24,1.956671763074518e-34,2.972726472899834e-14,4.675114755488202e-15,3.2825636928873326e-55,2.6728473562202246e-11,2.841183464962757e-36,4.630894397519186e-26,1.7739863205247226e-45,7.017006245794504e-08,4.4959518379593186e-39,9.90719384467263e-06,3.8587950541742434e-06,2.545294078403468e-06,3.091722249160767e-06,2.5026488349876826e-06,1.2850401530509046e-06,7.389099349186988e-09,6.174788597574833e-09,2.6900046660365496e-11,3.822655006389801e-11,6.1764317061319805e-09,5.839559024731458e-10,7.892434136583683e-19,1.2385987286562192e-06,2.1255714977761332e-13,7.155347816521378e-10
5.600346799330298e-13,0.10125681075141572,0.0,2.514182000140225,0.031075110263184432,0.3194044897375923,0.35048160831486724,0.20700845260279513,0.09200822804149712,0.0,4.6198990142066295e-25,7.066592366656246e-08,3.9344558512254467e-22,0.0,7.139169859769374e-38,6.516563934530775e-14,2.6171160465803603e-27,2.5098893430511284e-24,1.9979977752875076e-34,3.014429416339146e-14,4.70779925888126e-15,3.39892470287729e-55,2.6915333942257853e-11,2.9011908614453218e-36,4.761741173001501e-26,1.8497053604162385e-45,7.066059833199573e-08,4.622994896676219e-39,9.966454565094312e-06,3.88532035806054e-06,2.5634366229954365e-06,3.1131587483945174e-06,2.5195987388659614e-06,1.2942266931412692e-06,7.483081673247503e-09,6.261954170612336e-09,2.7089313670124215e-11,3.903643008772353e-11,6.263632063529145e-09,5.953487775890741e-10,8.116716135971426e-19,1.2472528578234567e-06,2.1404257893695836e-13,7.255741379882541e-10
5.639228278055118e-13,0.10125681075141572,0.0,2.5141818398256466,0.031075110263184432,0.3194044538525981,0.3504815863902224,0.2070084269961539,0.09200816889860709,0.0,4.716794234155998e-25,7.11565331188246e-08,4.016972609772211e-22,0.0,7.441738098246721e-38,6.654574435885276e-14,2.690185959983737e-27,2.544860361839387e-24,2.0399016121401477e-34,3.056422723978945e-14,4.740483758230466e-15,3.518562389478448e-55,2.7102194269527124e-11,2.9620372875814512e-36,4.895341200551987e-26,1.9280986543801898e-45,7.115113366459574e-08,4.752711386543402e-39,1.0025590204676784e-05,3.911839451192189e-06,2.5815840050847603e-06,3.1345927837267032e-06,2.536541211835121e-06,1.3034159811573928e-06,7.577619911085214e-09,6.349737811788715e-09,2.727859737768369e-11,3.9857703562407166e-11,6.351450977657325e-09,6.068860705310373e-10,8.34576341253038e-19,1.2559069148996072e-06,2.1552799858967737e-13,7.35683404845026e-10
5.678109756779938e-13,0.10125681075141572,0.0,2.514181679642454,0.031075110263184432,0.31940441796981806,0.35048156446804135,0.2070084013969425,0.09200810988053397,0.0,4.815034957652316e-25,7.164714254039816e-08,4.100635110231102e-22,0.0,7.754917505866631e-38,6.794538880576607e-14,2.7647752455784794e-27,2.5800733193492096e-24,2.082387285182036e-34,3.0987063934004446e-14,4.77316825353699e-15,3.641545472700463e-55,2.7289054544212184e-11,3.023728568336192e-36,5.031732827956301e-26,2.009241231246229e-45,7.16416684557786e-08,4.885138547470027e-39,1.0084601027419994e-05,3.938352335029891e-06,2.5997362248057185e-06,3.1560243554415014e-06,2.553476257153012e-06,1.3126080157841461e-06,7.672713439050063e-09,6.438139665633496e-09,2.7467897783023037e-11,4.069045101399662e-11,6.439888596483548e-09,6.185686325547304e-10,8.579643644828279e-19,1.2645608998864766e-06,2.170134058213572e-13,7.458625816346077e-10
5.716991235504758e-13,0.10125681075141572,0.0,2.514181519590381,0.031075110263184432,0.31940438208925187,0.3504815425483236,0.20700837580515766,0.09200805098701427,0.0,4.9146304656454945e-25,7.213775193128664e-08,4.185451251977509e-22,0.0,8.07900371525031e-38,6.936471529483985e-14,2.840904816809749e-27,2.6155282154056948e-24,2.1254588059613003e-34,3.1412804221849183e-14,4.805852744802007e-15,3.7679436267156406e-55,2.747591476651518e-11,3.086270528672442e-36,5.170954668043908e-26,2.0932096875212907e-45,7.213220270557778e-08,5.020313876803163e-39,1.0143487296766687e-05,3.96485901103401e-06,2.6178932822917596e-06,3.1774534638230534e-06,2.5704038780760554e-06,1.3218027957067904e-06,7.768361634365331e-09,6.527159876577141e-09,2.765721488612134e-11,4.1534752987554765e-11,6.528945067876384e-09,6.303973139612613e-10,8.818425006806514e-19,1.2732148127858675e-06,2.1849880348065744e-13,7.561116677634148e-10
5.755872714229578e-13,0.10125681075141572,0.0,2.514181359669159,0.031075110263184432,0.3194043462108988,0.3504815206310689,0.20700835022079608,0.09200799221778512,0.0,5.0155900392142985e-25,7.262836129149345e-08,4.271428934383392e-22,0.0,8.414298493326077e-38,7.080386654480289e-14,2.9185957299767373e-27,2.6512250498343558e-24,2.169120186024602e-34,3.1841448079137e-14,4.838537232026689e-15,3.897827486437347e-55,2.766277493663826e-11,3.1496689935509495e-36,5.313045598684557e-26,2.1800822090718445e-45,7.26227364140267e-08,5.158275129324868e-39,1.0202249275603577e-05,3.991359480664561e-06,2.6360551776755126e-06,3.1988801091554663e-06,2.5873240778592444e-06,1.3310003196109806e-06,7.864563875126315e-09,6.616798588951092e-09,2.7846548686957725e-11,4.2390690047146916e-11,6.6186205396059704e-09,6.423729640984878e-10,9.062176168160734e-19,1.2818686535995833e-06,2.1998418882324617e-13,7.664306626434798e-10
5.794754192954398e-13,0.10125681075141572,0.0,2.5141811998785215,0.031075110263184432,0.3194043103347585,0.35048149871627704,0.2070083246438546,0.09200793357258419,0.0,5.117922959568739e-25,7.311897062102208e-08,4.358576056817296e-22,0.0,8.761109825588855e-38,7.226298538435294e-14,2.9978691842307806e-27,2.687163822461116e-24,2.213375436917136e-34,3.2272995481681834e-14,4.871221715212206e-15,4.031268654098414e-55,2.7849635054783567e-11,3.213929787930318e-36,5.458044762784755e-26,2.2699385929549472e-45,7.311326958115869e-08,5.299060317249264e-39,1.026088722626251e-05,4.017853745381223e-06,2.6542219110887812e-06,3.2203042917228117e-06,2.6042368597561382e-06,1.3402005861827625e-06,7.961319540299012e-09,6.707055946987794e-09,2.8035899185511294e-11,4.3258342775827896e-11,6.7089151593440424e-09,6.544964313623568e-10,9.310966294721485e-19,1.2905224223294223e-06,2.2146956453273316e-13,7.768195656814327e-10
5.833635671679219e-13,0.10125681075141572,0.0,2.514181040218202,0.031075110263184432,0.3194042744608305,0.3504814768039477,0.20700829907432994,0.0920078750511497,0.0,5.2216385080525e-25,7.36095799198759e-08,4.446900518644377e-22,0.0,9.119752000934e-38,7.374221475218899e-14,3.0787465215734623e-27,2.723344533112311e-24,2.2582285701826304e-34,3.270744640529824e-14,4.903906194359732e-15,4.168339705829541e-55,2.8036495121153264e-11,3.279058736767003e-36,5.605991568284239e-26,2.3628602693980887e-45,7.360380220700717e-08,5.442707710219626e-39,1.0319401410521664e-05,4.044341806643335e-06,2.672393482662553e-06,3.2417260118091264e-06,2.621142227018875e-06,1.349403594108576e-06,8.0586280097188e-09,6.797932094820736e-09,2.822526638176115e-11,4.4137791775629243e-11,6.79982907466398e-09,6.667685631982382e-10,9.564865048835052e-19,1.2991761189771831e-06,2.2295492802499043e-13,7.872783762891947e-10
