Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655),CH2OX(623),CHOX(653),H2NX(201),H3NX(202),NO2X(213),NO2X(206),SX(544),SX(776),SX(660),CH2NX(654),H2NO3(231),CNO2X(729)
2.572951319530252e-12,0.1547348997255798,0.0,3.8419245894143943,0.031071193731076023,0.31846191959530806,0.34952204331264,0.20699433033645154,0.09198717464472439,0.0,2.5494774814313115e-17,3.7413661826017135e-05,2.0101146249377363e-13,0.0,5.037750383013834e-23,2.84385414410994e-10,1.550413053534766e-18,8.184436953579607e-17,5.993802386032197e-24,7.145140763364362e-10,1.4540220459854343e-09,7.083281942082236e-37,8.211908728068913e-06,8.239215154095215e-24,1.730476257119479e-14,1.0026380139261116e-28,3.7449462767863655e-05,1.9216429040975657e-27,3.097276774611932e-05,9.68654406245337e-06,3.7033491582557236e-05,1.278229207909906e-05,1.0801150051276023e-05,1.2510222232067217e-05,5.81383094290593e-06,1.1257138490185234e-06,0.0009179188347680781,4.9042977351956014e-08,4.082616943629583e-06,3.4505220176847427e-06,2.3786840783727756e-14,5.79787834379546e-06,3.6820946110078915e-10,1.2167514893862068e-08,6.295651603909298e-08,1.2130303060543512e-06,1.8805965552663175e-13,4.617297937429307e-11,3.7625805923385266e-06,9.541693042823486e-07,1.0942291178888948e-08,2.643094266906796e-06,3.455105257543619e-08,1.707161797989732e-07,1.5992419674162386e-12,7.470858611820513e-11,0.000909693569002219,3.072772764034649e-16
2.5825739922041207e-12,0.1547348997255798,0.0,3.841924104326689,0.03107117995703671,0.31845839150115113,0.34951846762919847,0.2069942753696481,0.09198713203650638,0.0,2.582030835488174e-17,3.7553353550407156e-05,2.032725678400474e-13,0.0,5.131032411477051e-23,2.8719416751133116e-10,1.5724071299987184e-18,8.253382649498704e-17,6.061302074281455e-24,7.195202761659112e-10,1.4594597744932129e-09,7.216728791661561e-37,8.242529472410248e-06,8.332001369076898e-24,1.749312904641881e-14,1.0212085903147764e-28,3.758940855058367e-05,1.949835263580559e-27,3.101520795384809e-05,9.697803973466124e-06,3.722794157834161e-05,1.281511568671834e-05,1.0829607641756787e-05,1.2558813664483442e-05,5.834078119153697e-06,1.1331293342059665e-06,0.0009213420028631138,4.8922327161136757e-08,4.110892891136662e-06,3.475699815924726e-06,2.4094824140330896e-14,5.8153482774595905e-06,3.693191588648182e-10,1.2204431503550727e-08,6.295600189915961e-08,1.2220208296465502e-06,1.8944265490041312e-13,4.651220301198049e-11,3.7708241469515573e-06,9.547773377909858e-07,1.1023502194212982e-08,2.650821436781187e-06,3.493657750174555e-08,1.7324112463616948e-07,1.6041519985244662e-12,7.515758299675183e-11,0.0009130860182587611,3.09588758621629e-16
2.5921966648779895e-12,0.1547348997255798,0.0,3.8419236193983344,0.031071166185163167,0.3184548635029709,0.34951489210650594,0.20699422047320648,0.09198708970557973,0.0,2.6148979696647797e-17,3.7693043550952165e-05,2.055505465344455e-13,0.0,5.225679283224059e-23,2.900232383593147e-10,1.5946298411535462e-18,8.322670851940542e-17,6.12930662869814e-24,7.245415253123101e-10,1.464897501554503e-09,7.3521793646692665e-37,8.273149550454237e-06,8.425481576053528e-24,1.7682810944733742e-14,1.0400509934816594e-28,3.772935345417811e-05,1.9783315572125162e-27,3.105737100050781e-05,9.708979854795785e-06,3.742269140297899e-05,1.2847852385053719e-05,1.0857994884447203e-05,1.2607351111585322e-05,5.854314648585616e-06,1.140554463204115e-06,0.0009247650983390696,4.8796149425289195e-08,4.139243234250843e-06,3.5009651442339808e-06,2.44058418079538e-14,5.8327910398899755e-06,3.7042713084947366e-10,1.224129087568371e-08,6.295581412076821e-08,1.2310382263842649e-06,1.908300182087725e-13,4.685257652521116e-11,3.779031032376959e-06,9.55379745571588e-07,1.1105007613924487e-08,2.65852088916865e-06,3.532791344253884e-08,1.7578786443921707e-07,1.6090625898424817e-12,7.560703684832922e-11,0.0009164783952166328,3.1191033163618125e-16
2.6018193375518583e-12,0.1547348997255798,0.0,3.8419231346279243,0.031071152415438372,0.3184513356006014,0.3495113167443305,0.20699416564695278,0.09198704765013448,0.0,2.648081066978135e-17,3.78327318277802e-05,2.0784546101210357e-13,0.0,5.321705663089135e-23,2.9287273161197313e-10,1.617082690312013e-18,8.392302192379052e-17,6.197817930203423e-24,7.295778003632424e-10,1.4703352271711448e-09,7.489656141116398e-37,8.303768962324546e-06,8.519658360486815e-24,1.7873812192668875e-14,1.0591681462191083e-28,3.7869297478185524e-05,2.007133870379572e-27,3.109925869650112e-05,9.720072336671936e-06,3.761774020497034e-05,1.2880502402433451e-05,1.0886311953216165e-05,1.2655834244045836e-05,5.874540494682449e-06,1.1479890771909955e-06,0.0009281881211992633,4.866448622580815e-08,4.167667720925533e-06,3.526317956615273e-06,2.4719915618311592e-14,5.850206673342086e-06,3.7153337973870256e-10,1.227809309962996e-08,6.295595039858312e-08,1.2400824562611092e-06,1.9222173473805613e-13,4.719410086297978e-11,3.7872013757649342e-06,9.559765954502888e-07,1.1186807374137928e-08,2.666192522948005e-06,3.5725169899134296e-08,1.7835639083379266e-07,1.6139737719224868e-12,7.605694417739606e-11,0.0009198706998791431,3.1424201822436367e-16
2.611442010225727e-12,0.1547348997255798,0.0,3.84192265001406,0.03107113864784554,0.3184478077938776,0.34950774154244124,0.2069941108907136,0.09198700586837254,0.0,2.6815823211058017e-17,3.797241838101921e-05,2.1015737370499133e-13,0.0,5.419126316001129e-23,2.9574275224030413e-10,1.6397671847284497e-18,8.462277302268118e-17,6.26683785971715e-24,7.346290779427274e-10,1.4757729513449728e-09,7.629181768518879e-37,8.334387708144517e-06,8.614534307836157e-24,1.8066136710501405e-14,1.0785629912995047e-28,3.80092406221426e-05,2.036244294348143e-27,3.114087284040585e-05,9.73108204462495e-06,3.781308713707906e-05,1.2913065966585935e-05,1.0914559021502834e-05,1.2704262736565393e-05,5.894755620711991e-06,1.15543301821391e-06,0.0009316110714470086,4.852738217753746e-08,4.196166099520708e-06,3.5517582069123835e-06,2.503706751437076e-14,5.86759522000565e-06,3.7263790821227556e-10,1.2314838264619706e-08,6.295640845273866e-08,1.2491534793110146e-06,1.9361779376669616e-13,4.753677697656648e-11,3.795335304225757e-06,9.565679544646805e-07,1.1268901410981067e-08,2.6738362380202476e-06,3.6128458112445236e-08,1.8094669268378578e-07,1.6188855749808194e-12,7.650730151278935e-11,0.0009232629322495959,3.165838412146049e-16
2.621064682899596e-12,0.1547348997255798,0.0,3.8419221655553484,0.03107112488236808,0.318444280082636,0.3495041665006075,0.20699405620431582,0.09198696435850745,0.0,2.7154039364150794e-17,3.811210321079702e-05,2.1248634704191352e-13,0.0,5.517956107261063e-23,2.9863340552876e-10,1.6626848355901207e-18,8.53259681304158e-17,6.33636829815785e-24,7.39695334711138e-10,1.4812106740778176e-09,7.770779062519159e-37,8.365005788037174e-06,8.710112003558657e-24,1.8259788412266215e-14,1.0982384915310142e-28,3.8149182885584074e-05,2.06566492625343e-27,3.118221521905227e-05,9.74200959952092e-06,3.8008731356300986e-05,1.2945543304641318e-05,1.0942736262317692e-05,1.275263626783846e-05,5.914959989734304e-06,1.1628861291996483e-06,0.0009350339490856148,4.838488444212671e-08,4.224738118806206e-06,3.5772858488092e-06,2.5357319550679332e-14,5.884956722004748e-06,3.7374071894579284e-10,1.2351526459744685e-08,6.295718602846995e-08,1.2582512556084947e-06,1.9501818456600258e-13,4.788060581946881e-11,3.8034329448234557e-06,9.571538888728233e-07,1.1351289660594975e-08,2.6814519353159254e-06,3.653789106803258e-08,1.835587560788722e-07,1.623798028902078e-12,7.695810540755147e-11,0.0009266550923312918,3.1893582348617945e-16
2.6306873555734647e-12,0.1547348997255798,0.0,3.8419216812504047,0.0310711111189896,0.3184407524667139,0.3495005916185995,0.206994001587587,0.0919869231187646,0.0,2.7495481279920977e-17,3.8251786317241344e-05,2.1483244344851e-13,0.0,5.618210002819196e-23,3.0154479707473357e-10,1.6858371580086145e-18,8.603261356113223e-17,6.4064111264427315e-24,7.447765473651436e-10,1.486648395371506e-09,7.91447100750788e-37,8.395623202125232e-06,8.80639403310911e-24,1.8454771205765632e-14,1.1181976298132225e-28,3.828912426804278e-05,2.0953978690879407e-27,3.122328760759988e-05,9.7528556175964e-06,3.82046720238347e-05,1.2977934643133023e-05,1.0970843848243602e-05,1.2800954520520465e-05,5.935153564606927e-06,1.1703482539645343e-06,0.0009384567541183877,4.8237042739592096e-08,4.253383527964939e-06,3.6029008358288273e-06,2.5680693893696505e-14,5.902291221397923e-06,3.748418146106911e-10,1.2388157773958341e-08,6.295828089575047e-08,1.267375745268906e-06,1.9642289640094512e-13,4.822558834733441e-11,3.811494424569588e-06,9.577344641621537e-07,1.1433972059134028e-08,2.6890395168023805e-06,3.6953583499482283e-08,1.8619256432389215e-07,1.6287111632431807e-12,7.740935243875823e-11,0.0009300471801275273,3.212979879688695e-16
2.6403100282473335e-12,0.1547348997255798,0.0,3.841921197097848,0.031071097357693932,0.31843722494595,0.3494970168961877,0.20699394704035484,0.0919868821473808,0.0,2.7840171216707986e-17,3.839146770047982e-05,2.1719572534725675e-13,0.0,5.719903069551503e-23,3.0447703278804614e-10,1.709225671011251e-18,8.674271562876788e-17,6.476968225487684e-24,7.498726926376543e-10,1.4920861152278594e-09,8.060280757245502e-37,8.426239950531079e-06,8.90338298194002e-24,1.8651088992579227e-14,1.1384434091926658e-28,3.8429064769049615e-05,2.1254452316900284e-27,3.126409176961352e-05,9.76362071049283e-06,3.840090830505214e-05,1.301024020799937e-05,1.0998881951436846e-05,1.2849217181194957e-05,5.9553363079900435e-06,1.177819237224294e-06,0.0009418794865486282,4.8083909357950846e-08,4.2821020765960685e-06,3.6286031213327193e-06,2.600721282212184e-14,5.919598760178274e-06,3.7594119787424924e-10,1.242473229607605e-08,6.295969084893568e-08,1.2765269084487036e-06,1.9783191853092325e-13,4.857172551789476e-11,3.81951987041712e-06,9.583097450582965e-07,1.1516948542765891e-08,2.6965988854908596e-06,3.73756518899831e-08,1.8884809793016545e-07,1.6336250072373607e-12,7.786103920734902e-11,0.0009334391956415945,3.2367035764263264e-16
2.6499327009212023e-12,0.1547348997255798,0.0,3.8419207130963065,0.031071083598465096,0.3184336975201843,0.3494934423331437,0.20699389256244766,0.0919868414426045,0.0,2.818813154061804e-17,3.8531147360639934e-05,2.195762551574661e-13,0.0,5.82305047553557e-23,3.074302188904352e-10,1.7328518975325002e-18,8.745628064705963e-17,6.548041476207287e-24,7.549837472977638e-10,1.4975238336486944e-09,8.208231635483985e-37,8.456856033376801e-06,9.001081435501585e-24,1.884874566807349e-14,1.1589788529182389e-28,3.856900438813351e-05,2.1558091287324687e-27,3.130462945713923e-05,9.774305485290752e-06,3.859743936946927e-05,1.3042460224585095e-05,1.1026850743628221e-05,1.2897423940341013e-05,5.975508182351588e-06,1.1852989246037456e-06,0.0009453021463796339,4.792553916079048e-08,4.310893514718096e-06,3.6543926585198368e-06,2.633689872722386e-14,5.936879380273565e-06,3.770388713995957e-10,1.2461250114775339e-08,6.296141370641402e-08,1.2857047053456875e-06,1.992452402105236e-13,4.8919018290899724e-11,3.827509409254407e-06,9.58879795533774e-07,1.1600219047671537e-08,2.7041299454434766e-06,3.7804214471971206e-08,1.9152533460888223e-07,1.6385395897980883e-12,7.831316233795802e-11,0.0009368311388767818,3.260529555372723e-16
2.659555373595071e-12,0.1547348997255798,0.0,3.8419202292444115,0.0310710698412873,0.3184301701892578,0.3494898679292393,0.20699383815369415,0.09198680100269552,0.0,2.853938472581198e-17,3.867082529784913e-05,2.2197409529528751e-13,0.0,5.927667490325897e-23,3.10404461915045e-10,1.7567173644054276e-18,8.817331492954374e-17,6.619632759514801e-24,7.601096881506936e-10,1.5029615506358238e-09,8.358347136588409e-37,8.487471450784164e-06,9.099491979241721e-24,1.904774512141163e-14,1.1798070044964913e-28,3.870894312482146e-05,2.186491680711042e-27,3.134490241077938e-05,9.784910544543708e-06,3.8794264390717146e-05,1.3074594917642937e-05,1.1054750396124054e-05,1.2945574492300901e-05,5.995669149972327e-06,1.1927871626463044e-06,0.000948724733614698,4.776198959266549e-08,4.339757592771913e-06,3.680269400425827e-06,2.6669774113168096e-14,5.954133123546323e-06,3.781348378457139e-10,1.2497711318596072e-08,6.296344731026404e-08,1.2949090961992425e-06,2.0066285069026347e-13,4.9267467628053003e-11,3.835463167899285e-06,9.59444678816614e-07,1.1683783510045218e-08,2.711632601780035e-06,3.823939122473542e-08,1.9422424926667536e-07,1.6434549395229357e-12,7.876571847874703e-11,0.0009402230098363734,3.28445804732115e-16
2.66917804626894e-12,0.1547348997255798,0.0,3.8419197455408036,0.03107105608614497,0.31842664295301293,0.3494862936842469,0.20699378381392344,0.09198676082592507,0.0,2.8893953354791684e-17,3.881050151223468e-05,2.2438930817370804e-13,0.0,6.033769485228628e-23,3.1339986870591637e-10,1.780823602353147e-18,8.889382478955597e-17,6.691743956322186e-24,7.652504920377365e-10,1.508399266191056e-09,8.510650926158645e-37,8.518086202874632e-06,9.198617198606046e-24,1.9248091235563238e-14,1.200930927746811e-28,3.884888097863849e-05,2.2174950139331527e-27,3.1384912359767484e-05,9.795436486311964e-06,3.899138254651307e-05,1.3106644511335182e-05,1.1082581079807262e-05,1.2993668535248008e-05,6.015819172950886e-06,1.200283798823308e-06,0.00095214724825711,4.75933206822285e-08,4.368694061623774e-06,3.706233299922218e-06,2.7005861597344726e-14,5.971360031793945e-06,3.792290998674502e-10,1.253411599594068e-08,6.2965789525918e-08,1.3041400412905764e-06,2.0208473921731966e-13,4.9617074492948395e-11,3.843381273093246e-06,9.600044573988599e-07,1.176764186609448e-08,2.7191067606847083e-06,3.8681303869890695e-08,1.969448140034686e-07,1.6483710846973808e-12,7.921870430123968e-11,0.0009436148085236496,3.308489283556917e-16
2.6778384516754218e-12,0.1547348997255798,0.0,3.841919310333222,0.031071043708244466,0.31842346852121584,0.349483076999436,0.20699373496696913,0.09198672489039537,0.0,2.9215918577278996e-17,3.89362086322726e-05,2.2657790503928482e-13,0.0,6.130543725233576e-23,3.1611391839458475e-10,1.80272634404571e-18,8.954526050016388e-17,6.757090114063896e-24,7.698899043185942e-10,1.5132932089679829e-09,8.649615021506752e-37,8.545638911010246e-06,9.28844308056158e-24,1.942955733758617e-14,1.2201978921107863e-28,3.8974824291825026e-05,2.2456740438635913e-27,3.142069786498791e-05,9.80484267915632e-06,3.916903884042171e-05,1.3135416570496163e-05,1.110756986768172e-05,1.3036904612296873e-05,6.033944804494208e-06,1.207037826477611e-06,0.0009552274493712785,4.74371933219415e-08,4.394798572158828e-06,3.7296752901242174e-06,2.73111054618643e-14,5.9868413397634496e-06,3.802124805950672e-10,1.2566831948367782e-08,6.296815963743648e-08,1.3124705629523783e-06,2.0336808773278864e-13,4.99327111554575e-11,3.850477188753073e-06,9.605039446671167e-07,1.1843365612917687e-08,2.7258090617187464e-06,3.908488644026125e-08,1.994118077630045e-07,1.6527963185932007e-12,7.962675618704997e-11,0.0009466673655520765,3.330205434086116e-16
2.6864988570819036e-12,0.1547348997255798,0.0,3.8419188752436724,0.031071031331969125,0.31842029416587064,0.34947986044299495,0.20699368617562877,0.09198668916537231,0.0,2.9540604304899463e-17,3.906191435701907e-05,2.2878066987131925e-13,0.0,6.228544682113475e-23,3.188452758552435e-10,1.8248264746982736e-18,9.01995211443482e-17,6.822860296461091e-24,7.745413200957048e-10,1.5181871505878459e-09,8.790388433573542e-37,8.573191080425414e-06,9.37885182876845e-24,1.961212019704407e-14,1.2397091919734238e-28,3.910076688915075e-05,2.2741161918502525e-27,3.145627297271841e-05,9.81418569737901e-06,3.934693131680589e-05,1.3164120042851152e-05,1.1132503052870338e-05,1.3080094460943398e-05,6.052061512157299e-06,1.2137984239640832e-06,0.0009583075916904522,4.7277017412512446e-08,4.420961336775583e-06,3.753187805077384e-06,2.761898618626613e-14,6.002300975544556e-06,3.811944848155798e-10,1.2599502250096265e-08,6.297077649028878e-08,1.3208225325130016e-06,2.0465488491260675e-13,5.024928690242274e-11,3.85754441998711e-06,9.609993916942454e-07,1.1919327315471005e-08,2.73248813783056e-06,3.949411625795088e-08,2.0189628892320205e-07,1.6572222396527936e-12,8.00351510438788e-11,0.0009497198640449678,3.3520051645189017e-16
2.6951592624883855e-12,0.1547348997255798,0.0,3.8419184402711744,0.031071018957307992,0.31841711988686466,0.34947664401475925,0.20699363743977872,0.09198665364961894,0.0,2.986802722652634e-17,3.918761868656669e-05,2.3099764816231097e-13,0.0,6.327783774045203e-23,3.2159401962111193e-10,1.84712511825624e-18,9.085661132411393e-17,6.889055874695878e-24,7.792047225610922e-10,1.5230810910519529e-09,8.932988772822764e-37,8.60074271120805e-06,9.469845328011764e-24,1.9795782631792183e-14,1.259467103281057e-28,3.9226708770265305e-05,2.3028230200005554e-27,3.1491638920244084e-05,9.823465967762978e-06,3.952505938459819e-05,1.3192755090593877e-05,1.1157380759071233e-05,1.3123237868989511e-05,6.0701692679514e-06,1.220565482053191e-06,0.000961387675217021,4.711284208057126e-08,4.447182174750815e-06,3.776770810081042e-06,2.7929520495169863e-14,6.017738969472644e-06,3.821751144557996e-10,1.2632126965286809e-08,6.297363857559412e-08,1.3291959211052348e-06,2.059451229138201e-13,5.056680243998274e-11,3.864583059008746e-06,9.614908425411122e-07,1.1995526927277331e-08,2.739143922865455e-06,3.9909085645236e-08,2.043982313206133e-07,1.6616488678626418e-12,8.044388649315361e-11,0.0009527723040047062,3.373888644472177e-16
2.7038196678948674e-12,0.1547348997255798,0.0,3.841918005414754,0.03107100658425022,0.31841394568408615,0.34947342771456463,0.2069935887592955,0.09198661834190552,0.0,3.019820410282367e-17,3.931332162100795e-05,2.332288854026861e-13,0.0,6.428272486646455e-23,3.2436022842812476e-10,1.8696234011960773e-18,9.151653564133441e-17,6.955678219949499e-24,7.83880094930306e-10,1.5279750303616106e-09,9.077433763615177e-37,8.628293803445856e-06,9.561425463075133e-24,1.9980547455646286e-14,1.2794739154441897e-28,3.9352649934816996e-05,2.3317960942066746e-27,3.152679693757444e-05,9.832683914225642e-06,3.9703422455341694e-05,1.3221321875534514e-05,1.118220310970732e-05,1.3166334626672226e-05,6.088268043780549e-06,1.22733889214637e-06,0.0009644676999533717,4.694471814125675e-08,4.473460905647487e-06,3.8004242703249716e-06,2.8242725188295418e-14,6.033155351840606e-06,3.831543714398393e-10,1.2664706158010454e-08,6.297674439899044e-08,1.337590699889858e-06,2.0723879389299806e-13,5.088525847536226e-11,3.871593197967352e-06,9.619783408063602e-07,1.2071964401868276e-08,2.745776351382845e-06,4.0329888042343477e-08,2.0691760695972152e-07,1.666076223013618e-12,8.085296017122444e-11,0.0009558246854336729,3.395856043878013e-16
2.7124800733013493e-12,0.1547348997255798,0.0,3.8419175706734374,0.03107099421278509,0.318410771557424,0.3494702115422472,0.20699354013405594,0.09198658324100965,0.0,3.0531151766412534e-17,3.9439023160435334e-05,2.3547442708079776e-13,0.0,6.530022373136382e-23,3.2714398121463523e-10,1.8923224525203185e-18,9.217929869775137e-17,7.022728703402342e-24,7.885674204423897e-10,1.5328689685181215e-09,9.223741244575643e-37,8.65584435722634e-06,9.653594118740684e-24,2.0166417478388325e-14,1.2997319313697636e-28,3.947859038245285e-05,2.361036984138878e-27,3.156174824748601e-05,9.841839957838045e-06,3.988201994317369e-05,1.3249820559100617e-05,1.1206970227926938e-05,1.3209384526645368e-05,6.10635781144443e-06,1.2341185462810046e-06,0.0009675476659018892,4.6772698092767784e-08,4.499797349316332e-06,3.8241481508889966e-06,2.855861714065496e-14,6.048550152898918e-06,3.841322576891154e-10,1.2697239892248732e-08,6.298009248045214e-08,1.3460068400557633e-06,2.085358900066118e-13,5.120465571683708e-11,3.878574928945109e-06,9.624619296311689e-07,1.2148639692784152e-08,2.752385358659775e-06,4.075661799787581e-08,2.0945438601899333e-07,1.6705043247030804e-12,8.12623697292702e-11,0.0009588770083342454,3.417907532981897e-16
2.721140478707831e-12,0.1547348997255798,0.0,3.8419171360462583,0.031070981842902003,0.3184075975067678,0.34946699549764354,0.20699349156393718,0.09198654834571605,0.0,3.086688712203652e-17,3.956472330494122e-05,2.377343186829263e-13,0.0,6.633045054495882e-23,3.299453571211171e-10,1.9152234037525783e-18,9.284490509497481e-17,7.090208696233955e-24,7.932666823598486e-10,1.5377629055227853e-09,9.37192916896017e-37,8.683394372636818e-06,9.746353179789039e-24,2.035339550577213e-14,1.32024346749337e-28,3.9604530112818546e-05,2.3905472632388833e-27,3.1596494065565004e-05,9.850934516843947e-06,4.006085126480926e-05,1.3278251302337987e-05,1.1231682236604441e-05,1.3252387363961448e-05,6.124438542641203e-06,1.2409043371353084e-06,0.0009706275730649552,4.65968361093137e-08,4.526191325897452e-06,3.847942416742587e-06,2.887721330274461e-14,6.063923402855692e-06,3.8510877512235433e-10,1.2729728231893772e-08,6.298368135411088e-08,1.354444312820077e-06,2.0983640341140155e-13,5.152499487369896e-11,3.885528343953899e-06,9.629416517039673e-07,1.222555275357399e-08,2.7589708806943603e-06,4.11893711577168e-08,2.1200853685853638e-07,1.6749331923369383e-12,8.167211283320532e-11,0.0009619292727087994,3.4400432823410087e-16
2.729800884114313e-12,0.1547348997255798,0.0,3.8419167015322526,0.031070969474590482,0.31840442353200793,0.3494637795805906,0.20699344304881662,0.09198651365481664,0.0,3.120542714672693e-17,3.969042205461793e-05,2.4000860569327964e-13,0.0,6.73735221962762e-23,3.327644354898686e-10,1.93832738893257e-18,9.351335943448313e-17,7.15811956962302e-24,7.979778639686153e-10,1.5426568413768997e-09,9.522015605023027e-37,8.710943849764402e-06,9.839704530999335e-24,2.0541484339529064e-14,1.3410108538113964e-28,3.9730469125558455e-05,2.420328508713221e-27,3.16310356002495e-05,9.85996800667874e-06,4.0239915839525276e-05,1.3306614265911622e-05,1.1256339258340825e-05,1.3295342936053672e-05,6.1425102089703176e-06,1.2476961580331029e-06,0.0009737074214449493,4.641718803251858e-08,4.552642655821843e-06,3.871807032744461e-06,2.919853070073581e-14,6.0792751318767325e-06,3.8608392565559537e-10,1.276217124074844e-08,6.298750956807935e-08,1.3629030894282755e-06,2.1114032626473157e-13,5.184627665622131e-11,3.8924535349322265e-06,9.634175492650948e-07,1.2302703537795516e-08,2.765532854209138e-06,4.162824425246747e-08,2.1458002602930744e-07,1.679362845131693e-12,8.20821871635872e-11,0.0009649814785597081,3.462263462822517e-16
2.738461289520795e-12,0.1547348997255798,0.0,3.841916267130459,0.031070957107840164,0.3184012496330357,0.34946056379092555,0.20699339458857194,0.09198647916711036,0.0,3.154678888996709e-17,3.9816119409557694e-05,2.4229733359399354e-13,0.0,6.842955625515762e-23,3.3560129586471625e-10,1.96163554461114e-18,9.418466631762304e-17,7.22646269474738e-24,8.02700948578018e-10,1.547550776081759e-09,9.674018736383778e-37,8.738492788696012e-06,9.933650057149221e-24,2.0730686777373734e-14,1.362036433913125e-28,3.985640742031564e-05,2.4503823015266148e-27,3.1665374052871524e-05,9.868940839988287e-06,4.0419213089144244e-05,1.3334909610106583e-05,1.1280941415464326e-05,1.3338251042718059e-05,6.160572781935297e-06,1.2544939029484924e-06,0.0009767872110442485,4.623381136119551e-08,4.579151159812913e-06,3.895741963642213e-06,2.952258643666651e-14,6.094605370085599e-06,3.8705771120219203e-10,1.2794568982526461e-08,6.299157568427711e-08,1.3713831411542998e-06,2.1244765072493258e-13,5.216850177562506e-11,3.899350593742197e-06,9.638896641114217e-07,1.2380091999015159e-08,2.7720712166543443e-06,4.207333508333151e-08,2.1716881828395457e-07,1.6837933021164554e-12,8.249259041552433e-11,0.0009680336258893414,3.4845682456019005e-16
2.747121694927277e-12,0.1547348997255798,0.0,3.8419158328399208,0.031070944742640803,0.31839807580974266,0.3494573481284861,0.206993346183081,0.0919864448814033,0.0,3.1890989473856344e-17,3.994181536985272e-05,2.446005478651322e-13,0.0,6.949867097385378e-23,3.384560179907188e-10,1.9851490098453018e-18,9.485883034560953e-17,7.295239442784024e-24,8.07435919520748e-10,1.552444709638654e-09,9.827956862394375e-37,8.766041189518368e-06,1.0028191643014858e-23,2.092100561300959e-14,1.3833225650127634e-28,3.9982344996731776e-05,2.4807102263953656e-27,3.1699510617698835e-05,9.877853426647592e-06,4.059874243801837e-05,1.33631374948289e-05,1.1305488830031028e-05,1.3381111486095676e-05,6.178626232946506e-06,1.2612974665104396e-06,0.0009798669418652273,4.60467652393999e-08,4.605716658887985e-06,3.919747174071943e-06,2.984939768863212e-14,6.1099141475636745e-06,3.8803013367281987e-10,1.2826921520852531e-08,6.299587827826001e-08,1.3798844393006684e-06,2.137583689516307e-13,5.249167094404502e-11,3.906219612166538e-06,9.643580376009188e-07,1.2457718090808052e-08,2.7785859062110974e-06,4.252474250636193e-08,2.197748765893842e-07,1.6882245821349393e-12,8.290332029858519e-11,0.0009710857147000678,3.5069578021612903e-16
2.7557821003337587e-12,0.1547348997255798,0.0,3.8419153986596872,0.03107093237898227,0.3183949020620215,0.34945413259311037,0.20699329783222206,0.09198641079650852,0.0,3.2238046093273363e-17,4.0067509935595114e-05,2.469182939846882e-13,0.0,7.05809852886158e-23,3.413286818138727e-10,2.0088689261932865e-18,9.553585611952598e-17,7.364451184909089e-24,8.121827601528252e-10,1.5573386420488733e-09,9.983848398506237e-37,8.793589052318001e-06,1.0123331173370913e-23,2.1112443636134654e-14,1.404871617981422e-28,4.0108281854447276e-05,2.5113138717807566e-27,3.1733446481976413e-05,9.886706173779371e-06,4.077850331301382e-05,1.3391298079606473e-05,1.1329981623825474e-05,1.3423924070655015e-05,6.196670533323895e-06,1.2681067440072287e-06,0.0009829466139102572,4.585611044268167e-08,4.6323389743597415e-06,3.94382262855789e-06,3.0178981710976016e-14,6.1252014943502066e-06,3.890011949754779e-10,1.2859228919262465e-08,6.300041593905161e-08,1.3884069551985854e-06,2.150724731060622e-13,5.2815784874496605e-11,3.913060681905676e-06,9.648227106571805e-07,1.2535581766758034e-08,2.7850768617944937e-06,4.29825664149916e-08,2.2239816214113444e-07,1.6926567038474263e-12,8.331437453670771e-11,0.0009741377449942522,3.52943230428784e-16
2.7644425057402406e-12,0.1547348997255798,0.0,3.841914964588807,0.031070920016854554,0.31839172838976554,0.3494509171846368,0.20699324953587367,0.09198637691124611,0.0,3.258797601603875e-17,4.019320310687694e-05,2.492506174285831e-13,0.0,7.167661882128321e-23,3.442193674808178e-10,2.0327964377096007e-18,9.621574824032395e-17,7.434099292297882e-24,8.169414538535679e-10,1.5622325733137029e-09,1.014171187663729e-36,8.821136377181247e-06,1.021907053299058e-23,2.130500363244708e-14,1.426685977379029e-28,4.023421799310115e-05,2.542194829882465e-27,3.176718282596784e-05,9.895499485772493e-06,4.095849514349485e-05,1.3419391523589973e-05,1.1354419918361268e-05,1.34666886031745e-05,6.214705654299732e-06,1.2749216313908234e-06,0.0009860262271817084,4.566190936249514e-08,4.6590179278376615e-06,3.9679682915121e-06,3.051135583447995e-14,6.140467440442378e-06,3.8997089701549153e-10,1.2891491241203288e-08,6.300518726897779e-08,1.3969506602080485e-06,2.163899553513731e-13,5.314084428084304e-11,3.919873894574849e-06,9.652837237739025e-07,1.2613682980457628e-08,2.7915440230566187e-06,4.344690772080737e-08,2.250386343795935e-07,1.6970896857327088e-12,8.37257508681096e-11,0.000977189716774258,3.551991924072111e-16
