Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549),NO(1009),S(567),H2NOX(203),H2N2X(602),CX(33),SX(1186),CHX(35),ONONO(331),SX(540),SX(1325),S(1330),NO2NO(328),SX(1341),S(1436),CH2OH(45),S(1677)
2.1976176074719173e-09,0.11229247039749245,0.0,0.0027565818733163968,0.031077208018975382,0.3191590593635534,0.3491296302183012,0.20699618215037754,0.09207779287864437,3.738537652480449e-29,1.6299823113504898e-12,0.0011650028810416529,5.052815435526382e-09,2.94520419268845e-20,8.029210474900264e-17,9.486131290593093e-06,8.078534406872788e-14,3.7687874499261944e-13,1.2713091960497438e-20,1.2990022552267584e-08,5.041003809988605e-10,8.666469988187519e-28,2.461350598091821e-06,2.5003353362371737e-17,1.0564672572956438e-12,1.7565277473835933e-23,0.0011348409384749423,1.091991442270103e-16,3.6957811301659947e-08,8.826593691726557e-08,8.474787649540812e-06,1.0207281386686584e-07,3.273407868797962e-08,6.477376963453049e-08,5.1728203292133266e-08,6.501994029037034e-08,0.00020244389091794303,8.847200510372263e-06,2.1613592420028161e-07,5.563593520427567e-06,0.00016317585140632345,4.287776898240717e-06,4.550693665965303e-11,1.8073856017950712e-07,3.296608040583795e-05,2.4111455164100004e-09,1.3557871933553584e-08,2.004180747151415e-05,3.4471353906955642e-06,5.448098999697397e-10,1.9009363023659606e-07,2.6657154213265944e-24,1.5949794859826914e-06,1.7892443569218693e-06,1.2843483789884196e-08,2.343328714833918e-12,3.207926878226922e-20,3.2009378390649266e-06,5.974487127615396e-13,2.956222719757258e-11,4.108251340340335e-07,8.929790533185992e-12,6.973418525312831e-18,2.652345460037716e-18,1.963858494377579e-11,8.442215053841619e-15,1.865787636484007e-17,2.3302067312734218e-21,2.3695386130239485e-20,1.1106762128541728e-05,5.593762506341281e-09
2.200266405932243e-09,0.11229247039749245,0.0,0.002756560485639591,0.031077210772046126,0.31915868104170914,0.3491279984275984,0.2069961501310293,0.09207793130449646,3.778575292526217e-29,1.6359016180857768e-12,0.0011663764295547913,5.074215013839071e-09,2.969568678395861e-20,8.096290759165684e-17,9.499611240037971e-06,8.128178632916784e-14,3.7780904070785315e-13,1.2778346312030203e-20,1.3041204331103688e-08,5.047496524710295e-10,8.729824919116775e-28,2.464237627920304e-06,2.5124388418034417e-17,1.0629021232092352e-12,1.7702487195671117e-23,0.001136143134294309,1.0972819109396549e-16,3.6958287438088214e-08,8.825875981001596e-08,8.474246450422386e-06,1.020715435262265e-07,3.2733819497841926e-08,6.476206524144986e-08,5.175220915834824e-08,6.500849924007541e-08,0.00020272911002457093,8.856963662635032e-06,2.1627839919519267e-07,5.566965488521567e-06,0.00016336964003792648,4.291448346615604e-06,4.5594747758531887e-11,1.8120994785109596e-07,3.3041328339871226e-05,2.4113039597234107e-09,1.3557911680532736e-08,2.008697426685223e-05,3.4582564337938137e-06,5.461022382522897e-10,1.9075862050015773e-07,2.688342810345498e-24,1.5987934985060776e-06,1.7935635475066029e-06,1.2877794071132489e-08,2.3551705544313942e-12,3.2260518006792476e-20,3.2039721910593425e-06,5.983475744763359e-13,2.9671309912692676e-11,4.123048615792717e-07,8.955971173107734e-12,7.01121090175564e-18,2.6469504626279717e-18,1.9659171277769253e-11,8.44221524470575e-15,1.8759154937831132e-17,2.3301886714810144e-21,2.3907370433648158e-20,1.1133081887036445e-05,5.618965294200173e-09
2.202915204392569e-09,0.11229247039749245,0.0,0.0027565391034816743,0.03107721352517313,0.31915830253892014,0.349126366640664,0.20699611808189425,0.0920780698823036,3.818991260474291e-29,1.6418354849768716e-12,0.001167749905147257,5.095680424313819e-09,2.9941039015198704e-20,8.163858937152485e-17,9.513089636184089e-06,8.17807674311078e-14,3.7874057223438714e-13,1.2843875150749383e-20,1.3092539332477826e-08,5.05399122646046e-10,8.79356830865716e-28,2.467124464774081e-06,2.524586573366713e-17,1.0693695527991534e-12,1.7840620457809925e-23,0.001137445176159734,1.1025917401734148e-16,3.695876353109307e-08,8.825158264406782e-08,8.473706570694197e-06,1.0207027339880853e-07,3.273356036864707e-08,6.475034942600195e-08,5.177619793864015e-08,6.499704630963177e-08,0.00020301442654702367,8.866724928559436e-06,2.164208684559159e-07,5.570334656971213e-06,0.00016356342154480395,4.295115540885363e-06,4.5682586477594864e-11,1.8168180143406396e-07,3.3116658403642776e-05,2.4114620919892356e-09,1.3557951594135131e-08,2.0132184692394326e-05,3.4694003219710182e-06,5.473953973114575e-10,1.914250933572159e-07,2.7111358790231667e-24,1.6026119887289402e-06,1.7978879599409749e-06,1.2912154611620898e-08,2.367057658189108e-12,3.244258476076296e-20,3.2070048816076693e-06,5.992466635199169e-13,2.978066394200633e-11,4.137879313722231e-07,8.98220087552353e-12,7.049163566825139e-18,2.639413307116156e-18,1.967975081037719e-11,8.442215417179516e-15,1.8860863752846363e-17,2.330170615067578e-21,2.4120991987920034e-20,1.1159431643311557e-05,5.644249174778423e-09
2.205564002852895e-09,0.11229247039749245,0.0,0.0027565177268414026,0.03107721627835648,0.31915792385520186,0.34912473485749873,0.20699608600297562,0.09207820861204916,3.859788652700826e-29,1.6477839311884541e-12,0.0011691233078220328,5.117211793344759e-09,3.0188108410124524e-20,8.231918037372177e-17,9.526566483286396e-06,8.228229778704886e-14,3.796733400712521e-13,1.2909679383896038e-20,1.3144027869215156e-08,5.060487919851157e-10,8.857702093393759e-28,2.470011108651961e-06,2.5367786418097305e-17,1.0758696777607375e-12,1.7979682527142846e-23,0.0011387470640853476,1.1079209786708672e-16,3.695923958078655e-08,8.82444054267329e-08,8.473168009004758e-06,1.0206900348455566e-07,3.27333013003798e-08,6.47386222176781e-08,5.180016966126083e-08,6.498558152764033e-08,0.0002032998404795108,8.876484306487815e-06,2.1656333189183783e-07,5.573701028954125e-06,0.00016375719592634513,4.29877848021773e-06,4.5770452630856e-11,1.8215411994034526e-07,3.3192070584618394e-05,2.4116199133813115e-09,1.3557991674066682e-08,2.0177438725386044e-05,3.4805670748158943e-06,5.486893751423248e-10,1.9209305016890586e-07,2.7340956476945933e-24,1.6064349563705428e-06,1.802217594302076e-06,1.294656542726622e-08,2.3789901436958815e-12,3.262547181299786e-20,3.2100359113383754e-06,6.001459791529247e-13,2.9890289607690504e-11,4.1527434570737264e-07,9.008479682745013e-12,7.087277011455847e-18,2.6334901574764516e-18,1.9700323534171532e-11,8.442215586138201e-15,1.8963004129760212e-17,2.330152562792965e-21,2.4336261431707022e-20,1.118581139323083e-05,5.6696143004274885e-09
2.208212801313221e-09,0.11229247039749245,0.0,0.002756496355717528,0.031077219031596267,0.3191575449905697,0.34912310307810346,0.20699605389427658,0.09207834749371643,3.900970586983939e-29,1.6537469758896937e-12,0.001170496637582102,5.138809247420774e-09,3.043690480177204e-20,8.300471103938905e-17,9.540041785594767e-06,8.278638784169228e-14,3.806073447185015e-13,1.2975759920897644e-20,1.3195670254456672e-08,5.066986609499274e-10,8.922228217474246e-28,2.472897559552749e-06,2.5490151581800317e-17,1.0824026301875649e-12,1.8119678695582536e-23,0.001140048798085278,1.1132696752045243e-16,3.69597155872778e-08,8.823722816527203e-08,8.472630763983337e-06,1.0206773378341219e-07,3.273304229302502e-08,6.472688364604637e-08,5.182412435429021e-08,6.497410492275412e-08,0.00020358535181624483,8.886241794767037e-06,2.1670578941228033e-07,5.577064607638226e-06,0.00016395096318193948,4.302437163788499e-06,4.585834603244371e-11,1.82626902380829e-07,3.3267564870265646e-05,2.411777424078698e-09,1.3558031920030802e-08,2.0222736343083408e-05,3.491756711906864e-06,5.499841697448986e-10,1.927624922955776e-07,2.757223141795639e-24,1.6102624011501287e-06,1.8065524506671042e-06,1.2981026533979298e-08,2.39096812870309e-12,3.2809181938639443e-20,3.213065280880263e-06,6.010455206376188e-13,3.000018724440445e-11,4.1676410687207145e-07,9.034807639162754e-12,7.125551727502692e-18,2.625669729791926e-18,1.9720889446469262e-11,8.442215751217957e-15,1.9065577390925354e-17,2.330134513984831e-21,2.4553189459716087e-20,1.1212221132657975e-05,5.695060823556676e-09
2.213510398233873e-09,0.11229247039749245,0.0,0.002756453630014126,0.03107722453824548,0.31915678671862613,0.3491198395306259,0.20699598958755014,0.09207862571274948,3.9845006607621837e-29,1.6657169374602646e-12,0.001173243078370051,5.182202917136934e-09,3.093971812599749e-20,8.439071391071303e-17,9.566987772803321e-06,8.380228898739878e-14,3.824790664494871e-13,1.3108753555133561e-20,1.3299417824594819e-08,5.079989996059393e-10,9.052465298242283e-28,2.4786698824182787e-06,2.573621979717879e-17,1.0955675478084112e-12,1.8402494623290367e-23,0.001142651804364591,1.1240256378362265e-16,3.6960667471076446e-08,8.822287353876765e-08,8.47156021836768e-06,1.0206519502023719e-07,3.273252446099488e-08,6.470337253140095e-08,5.187198276303658e-08,6.495111635922725e-08,0.00020415666667931905,8.905751095788348e-06,2.1699068634370208e-07,5.583783397733824e-06,0.0001643384763128451,4.309741760388664e-06,4.6034213837665266e-11,1.835738551027825e-07,3.341879970545417e-05,2.412091514131424e-09,1.355811290885873e-08,2.031346224167119e-05,3.514204717089352e-06,5.525762012897347e-10,1.94105837931346e-07,2.8039854335965788e-24,1.6179307210001164e-06,1.815237829718272e-06,1.3050099684222372e-08,2.4150610690372797e-12,3.31790825423603e-20,3.219119041914502e-06,6.028452782191458e-13,3.0220799781243915e-11,4.1975367880392e-07,9.08761117908978e-12,7.202586945868821e-18,2.602416415861007e-18,1.9762000815483958e-11,8.442216091358578e-15,1.9272027867823298e-17,2.3300984291540514e-21,2.4992064328550257e-20,1.1265130563490425e-05,5.7461986721804844e-09
2.2188079951545248e-09,0.11229247039749245,0.0,0.0027564109263619584,0.031077230045121463,0.31915602772321355,0.3491165759982381,0.20699592516174042,0.0920789045392696,4.069606856547652e-29,1.6777455231317024e-12,0.0011759892275349647,5.225862447266445e-09,3.1449558527541074e-20,8.579684465887991e-17,9.59392763170493e-06,8.48285550723003e-14,3.8435574144826095e-13,1.3242863372730882e-20,1.3403784554333939e-08,5.093001423172257e-10,9.184295256228958e-28,2.4844414333611136e-06,2.5984079296626195e-17,1.1088653704040297e-12,1.8689111080307708e-23,0.0011452541951106488,1.1348600197120026e-16,3.6961619183306736e-08,8.820851882166773e-08,8.470494922507413e-06,1.0206265710886045e-07,3.273200687244317e-08,6.467981631952198e-08,5.1919773386102514e-08,6.492808084951349e-08,0.00020472837109000708,8.925252818489671e-06,2.1727555852351592e-07,5.590491052410358e-06,0.00016472596093263653,4.317029324253196e-06,4.6210188408543806e-11,1.8452265166636878e-07,3.357036280898463e-05,2.412404363682982e-09,1.3558194558198446e-08,2.0404362206413998e-05,3.536744493940195e-06,5.551714760441233e-10,1.954551411316455e-07,2.8514310606507342e-24,1.6256169460324238e-06,1.8239440977142133e-06,1.3119374189517931e-08,2.439337424454763e-12,3.3552308899845785e-20,3.2251661697476002e-06,6.046459303947023e-13,3.0442504166460145e-11,4.227566653243142e-07,9.140611840484119e-12,7.280273175192957e-18,2.601839052177939e-18,1.9803084834411314e-11,8.442216451676356e-15,1.948022581198411e-17,2.3300623644393794e-21,2.5437703281560102e-20,1.131815990271743e-05,5.797663941074465e-09
2.2241055920751766e-09,0.11229247039749245,0.0,0.0027563682447518346,0.03107723555222489,0.3191552680044561,0.34911331248094646,0.20699586061687306,0.09207918397314376,4.156314899376578e-29,1.6898328864189011e-12,0.0011787350851007008,5.26978885312606e-09,3.1966506251188956e-20,8.722335249534666e-17,9.620861396109784e-06,8.586527081998014e-14,3.8623737375217096e-13,1.337809672816615e-20,1.350877296016375e-08,5.106020927946337e-10,9.317733919167335e-28,2.4902122123716862e-06,2.623373902344157e-17,1.1222971691392831e-12,1.8979571312737342e-23,0.0011478559704363874,1.1457732136486928e-16,3.696257072474269e-08,8.819416407035177e-08,8.469434864773255e-06,1.0206012004887215e-07,3.2731489527259664e-08,6.465621524880135e-08,5.196749644203253e-08,6.490499862504352e-08,0.0002053004650021181,8.944746949810595e-06,2.1756040522410616e-07,5.597187596669887e-06,0.00016511341703642987,4.3242998490781015e-06,4.638626826217453e-11,1.854732841217211e-07,3.372225408066198e-05,2.4127159743488073e-09,1.3558276865591246e-08,2.049543605573453e-05,3.5593761987167305e-06,5.577699781843247e-10,1.9681041275109163e-07,2.8995684116176995e-24,1.6333210740002332e-06,1.832671255276385e-06,1.3188850176938744e-08,2.4637981428213003e-12,3.392888344053258e-20,3.2312066694222332e-06,6.064474713199889e-13,3.066530311049117e-11,4.2577308447565516e-07,9.193809984063015e-12,7.358614383497988e-18,2.608475221224863e-18,1.984414146360648e-11,8.44221680076267e-15,1.969018189161137e-17,2.3300263167036392e-21,2.5890193914162878e-20,1.137130911724662e-05,5.849457851576934e-09
2.2294031889958285e-09,0.11229247039749245,0.0,0.0027563255851749307,0.03107724105955645,0.31915450756247776,0.3491100489787576,0.20699579595297357,0.09207946401423901,4.2446508678339224e-29,1.7019791809085066e-12,0.0011814806510911141,5.31398315154376e-09,3.249064225048757e-20,8.867048918680662e-17,9.647789099741707e-06,8.691252147529739e-14,3.8812396741502474e-13,1.3514461011209009e-20,1.3614385563619881e-08,5.119048547567098e-10,9.452797237858163e-28,2.4959822194404176e-06,2.648520794744384e-17,1.1358640216223476e-12,1.9273918976038037e-23,0.0011504571304547006,1.1567656136385106e-16,3.696352209611642e-08,8.817980934047868e-08,8.468380033253785e-06,1.020575838398768e-07,3.273097242533853e-08,6.463256955826134e-08,5.201515214673331e-08,6.48818699182216e-08,0.00020587294836950943,8.964233476764271e-06,2.1784522571693363e-07,5.603873055366119e-06,0.00016550084461934182,4.3315533286879655e-06,4.656245191755988e-11,1.864257445028298e-07,3.38744734203199e-05,2.4130263478229086e-09,1.3558359828541229e-08,2.0586683608221705e-05,3.582099987512048e-06,5.60371691964421e-10,1.9817166363181453e-07,2.9484059594814066e-24,1.6410431026563875e-06,1.8414193030279636e-06,1.3258527773462565e-08,2.4884441746060745e-12,3.430882869612443e-20,3.2372405459865585e-06,6.082498951760441e-13,3.088919918644571e-11,4.2880295418643227e-07,9.2472059490385e-12,7.437614553610125e-18,2.583025527041953e-18,1.9885170689568357e-11,8.442217112016751e-15,1.9901906814703058e-17,2.3299902813327165e-21,2.634962474612713e-20,1.1424578173984727e-05,5.901581625935077e-09
2.2347007859164804e-09,0.11229247039749245,0.0,0.002756282947622818,0.03107724656711682,0.31915374639740257,0.349106785491678,0.20699573117006753,0.09207974466242268,4.3346411986942345e-29,1.71418456025888e-12,0.0011842259255300568,5.358446360856782e-09,3.302204819291688e-20,9.01385090796337e-17,9.674710776236171e-06,8.797039280689345e-14,3.900155265071304e-13,1.3651963647050402e-20,1.3720624891280777e-08,5.132084319296929e-10,9.589501287026767e-28,2.5017514545577163e-06,2.6738495065035198e-17,1.1495670119342024e-12,1.957219813876826e-23,0.0011530576752784413,1.167837614851903e-16,3.6964473298120003e-08,8.816545468700348e-08,8.467330415765495e-06,1.0205504848149429e-07,3.273045556657898e-08,6.460887948788571e-08,5.206274071352847e-08,6.485869496239669e-08,0.00020644582114608646,8.983712386437694e-06,2.181300192725712e-07,5.61054745320707e-06,0.00016588824367648952,4.338789757035813e-06,4.67387378954542e-11,1.8738002482777992e-07,3.402702072782087e-05,2.4133354858749523e-09,1.3558443444517316e-08,2.0678104682630532e-05,3.6049160162551726e-06,5.629766017159122e-10,1.99538904603492e-07,2.9979522590392245e-24,1.6487830297533909e-06,1.8501882415938435e-06,1.3328407105972227e-08,2.5132764728827447e-12,3.4692167299580234e-20,3.2432678044942556e-06,6.100531961690321e-13,3.111419524639429e-11,4.318462922708025e-07,9.300800118508599e-12,7.51727768310612e-18,2.6006289540335222e-18,1.992617238894213e-11,8.442217399002253e-15,2.0115411329132312e-17,2.3299542585890567e-21,2.6816085209336685e-20,1.1477967039837602e-05,5.954036487298106e-09
2.2399983828371322e-09,0.11229247039749245,0.0,0.0027562403320874175,0.03107725207490668,0.31915298450935464,0.3491035220197143,0.2069956662681805,0.09208002591756213,4.426312692872994e-29,1.7264491782000568e-12,0.0011869709084413775,5.4031795009091424e-09,3.356080646648303e-20,9.162766913113e-17,9.701626459137943e-06,8.903897111038028e-14,3.9191205511534844e-13,1.3790612096465752e-20,1.3827493474763814e-08,5.145128280475067e-10,9.727862266416762e-28,2.5075199177139817e-06,2.69936093992819e-17,1.1634072306661286e-12,1.9874453287373383e-23,0.0011556576050204231,1.178989613641202e-16,3.696542433140595e-08,8.815110016421492e-08,8.466285999865287e-06,1.0205251397335906e-07,3.272993895088479e-08,6.458514527788136e-08,5.2110262353217714e-08,6.483547399180793e-08,0.0002070190832858027,9.003183665992114e-06,2.1841478516075354e-07,5.617210814758405e-06,0.0001662756142029906,4.346009128202946e-06,4.691512471870557e-11,1.8833611709905193e-07,3.4179895903056195e-05,2.413643390347572e-09,1.3558527710954079e-08,2.0769699097881863e-05,3.627824440711278e-06,5.655846918472077e-10,2.0091214648339132e-07,3.048215953567769e-24,1.656540853043407e-06,1.8589780716006388e-06,1.339848830125573e-08,2.5382959933307863e-12,3.507892198775097e-20,3.2492884500045674e-06,6.11857368529961e-13,3.134029361056467e-11,4.349031164291981e-07,9.3545927928489e-12,7.597607784455533e-18,2.6093803518484997e-18,1.9967146568427635e-11,8.442217693380348e-15,2.033070622266796e-17,2.3299182532545263e-21,2.728966568773472e-20,1.1531475681710215e-05,6.006823659708616e-09
2.245295979757784e-09,0.11229247039749245,0.0,0.00275619773856095,0.0310772575829267,0.31915222189845793,0.3491002585628728,0.20699560124733796,0.09208030777952488,4.519692516691792e-29,1.7387731885337353e-12,0.0011897155998489232,5.448183593051153e-09,3.410700018107115e-20,9.313822891605165e-17,9.728536181900715e-06,9.011834320898719e-14,3.938135573431024e-13,1.3930413855848178e-20,1.3934993850724504e-08,5.158180468517564e-10,9.867896501016485e-28,2.5132876088995978e-06,2.725055999993103e-17,1.1773857749273017e-12,2.0180729327188148e-23,0.0011582569197934182,1.1902220075413821e-16,3.6966375196586036e-08,8.813674582574749e-08,8.465246772852347e-06,1.0204998031511829e-07,3.272942257816314e-08,6.456136716967704e-08,5.215771727408085e-08,6.481220724156733e-08,0.00020759273474265974,9.02264730266304e-06,2.186995226503874e-07,5.623863164443985e-06,0.0001666629561939633,4.353211436398891e-06,4.7091610911928395e-11,1.892940133035809e-07,3.4333098845946014e-05,2.413950063155426e-09,1.3558612625251693e-08,2.0861466673062345e-05,3.6508254164817374e-06,5.681959468435264e-10,2.0229140007637772e-07,3.0992057692772238e-24,1.6643165702782612e-06,1.8677887936766792e-06,1.3468771486006278e-08,2.56350369423575e-12,3.5469115599177076e-20,3.255302487582307e-06,6.136624065146346e-13,3.1567497014333085e-11,4.3797344424730265e-07,9.408584337009624e-12,7.678608884921466e-18,2.5087430284697822e-18,2.0008093282568556e-11,8.442218001399515e-15,2.0547802323030122e-17,2.329882267533876e-21,2.7770457494930524e-20,1.1585104066506684e-05,6.05994436810091e-09
2.250593576678436e-09,0.11229247039749245,0.0,0.002756155167035906,0.03107726309117755,0.31915145856483623,0.34909699512116027,0.20699553610756546,0.09208059024817866,4.6148082055052444e-29,1.7511567451332541e-12,0.0011924599997765366,5.493459660137939e-09,3.4660713172415217e-20,9.467045064553648e-17,9.755439977885812e-06,9.120859645547271e-14,3.957200373104094e-13,1.407137645730633e-20,1.4043128560854185e-08,5.17124092091726e-10,1.0009620441719809e-27,2.5190545281049406e-06,2.750935594345935e-17,1.1915037483672522e-12,2.0491071585340294e-23,0.001160855619710157,1.201535195272265e-16,3.696732589423223e-08,8.812239172458834e-08,8.464212721775222e-06,1.020474475064315e-07,3.2728906448324703e-08,6.453754540515241e-08,5.2205105681921854e-08,6.478889494762667e-08,0.00020816677547070702,9.042103283760485e-06,2.189842310095754e-07,5.630504526547773e-06,0.00016705026964452627,4.360396675961292e-06,4.7268195001607755e-11,1.9025370541293499e-07,3.448662945643934e-05,2.414255506283574e-09,1.3558698184776716e-08,2.0953407227424315e-05,3.673919099004248e-06,5.708103512665917e-10,2.0367667617493885e-07,3.150930516995437e-24,1.6721101792094384e-06,1.8766204084520141e-06,1.353925678682234e-08,2.5889005364900592e-12,3.5862771074754e-20,3.261309922297876e-06,6.154683044035064e-13,3.179580829842604e-11,4.4105729319677436e-07,9.462775132778944e-12,7.760285026601924e-18,2.55916718090818e-18,2.0049012219395566e-11,8.442218310763011e-15,2.0766710497948713e-17,2.329846300265288e-21,2.825855288690531e-20,1.1638852161130251e-05,6.113399838295864e-09
2.255891173599088e-09,0.11229247039749245,0.0,0.0027561126175050885,0.0310772685996599,0.31915069450861366,0.3490937316945832,0.2069954708488886,0.09208087332339125,4.7116876687746177e-29,1.7636000019435524e-12,0.0011952041082480592,5.539008726527376e-09,3.522203000766352e-20,9.622459919361084e-17,9.782337880360278e-06,9.230981873480694e-14,3.976314991539241e-13,1.4213507468801715e-20,1.4151900151876747e-08,5.184309675243705e-10,1.0153050666251923e-27,2.524820675320372e-06,2.777000633314176e-17,1.2057622612073996e-12,2.0805525814815658e-23,0.001163453704883331,1.212929576741614e-16,3.696827642487788e-08,8.810803791310832e-08,8.463183833441845e-06,1.0204491554697055e-07,3.2728390561284026e-08,6.451368022685199e-08,5.225242778011438e-08,6.476553734676798e-08,0.00020874120542404198,9.061551596669248e-06,2.1926890950565883e-07,5.637134925216514e-06,0.00016743755454979865,4.367564841355761e-06,4.744487551632354e-11,1.9121518538356745e-07,3.464048763451412e-05,2.414559721785107e-09,1.3558784386863417e-08,2.1045520580385588e-05,3.697105643553024e-06,5.734278897542082e-10,2.0506798555921993e-07,3.2033990971602762e-24,1.6799216775880835e-06,1.8854729165584075e-06,1.3609944330207709e-08,2.6144874835941124e-12,3.6259911459676084e-20,3.267310759227304e-06,6.17275056501461e-13,3.202522990989105e-11,4.4415468063491933e-07,9.517165501249093e-12,7.842640266513222e-18,2.556512653398968e-18,2.0089903532754854e-11,8.442218613756681e-15,2.0987441655208824e-17,2.3298103502341048e-21,2.875404508428958e-20,1.1692719932483306e-05,6.167191296993745e-09
2.2611887705197397e-09,0.11229247039749245,0.0,0.0027560700899616174,0.03107727410837441,0.3191499297299139,0.34909046828314805,0.2069954054713329,0.09208115700503061,4.8103591946987546e-29,1.7761031129811413e-12,0.0011979479252873279,5.5848318180782194e-09,3.579103599041937e-20,9.780094212128908e-17,9.809229922495311e-06,9.342209846659539e-14,3.995479470269776e-13,1.435681449427282e-20,1.4261311175545687e-08,5.197386769143089e-10,1.0298203880009489e-27,2.530586050536243e-06,2.803252029911338e-17,1.2201624302695197e-12,2.112413819815628e-23,0.0011660511754255892,1.2244055530479362e-16,3.696922678901857e-08,8.80936844430879e-08,8.462160094428094e-06,1.0204238443641971e-07,3.272787491695934e-08,6.448977187804217e-08,5.229968376964513e-08,6.474213467658507e-08,0.0002093160245568099,9.080992228849166e-06,2.1955355740525547e-07,5.643754384462086e-06,0.0001678248109049001,4.37471592717573e-06,4.7621650986547176e-11,1.9217844515704167e-07,3.479467328017721e-05,2.4148627117789553e-09,1.3558871228814786e-08,2.1137806551529328e-05,3.720385205238968e-06,5.760485470198783e-10,2.0646533899705519e-07,3.25662049600873e-24,1.687751063165002e-06,1.894346318629338e-06,1.3680834242571616e-08,2.640265501657294e-12,3.6660559901939556e-20,3.273305003452275e-06,6.190826571376204e-13,3.225576451289106e-11,4.4726562380453986e-07,9.571755796601895e-12,7.925678676548978e-18,2.4496318840296483e-18,2.0130767228610442e-11,8.442218909532429e-15,2.1210006742710694e-17,2.3297744171134607e-21,2.925702826781578e-20,1.1746707347467402e-05,6.221319971767746e-09
2.2664863674403916e-09,0.11229247039749245,0.0,0.0027560275843988838,0.031077279617321745,0.319149164228861,0.3490872048868614,0.2069953399749239,0.09208144129296483,4.910851454131925e-29,1.7886662323340722e-12,0.001200691450918178,5.6309299621485735e-09,3.6367817164967094e-20,9.939974969686949e-17,9.83611613736501e-06,9.454552460710542e-14,4.014693850996102e-13,1.450130517373902e-20,1.437136418864165e-08,5.210472240338202e-10,1.0445096916766734e-27,2.5363506537428907e-06,2.829690699842179e-17,1.234705378999536e-12,2.1446955350577244e-23,0.0011686480314495409,1.2359635264828415e-16,3.697017698711285e-08,8.807933136572541e-08,8.461141491084681e-06,1.0203985417447503e-07,3.272735951527255e-08,6.446582060234012e-08,5.234687384915635e-08,6.471868717544128e-08,0.00020989123282320378,9.100425167835316e-06,2.19838173974285e-07,5.6503629281633845e-06,0.00016821203870495086,4.381849928142332e-06,4.7798519944727343e-11,1.931434766602189e-07,3.494918629346449e-05,2.415164478448151e-09,1.3558958707903344e-08,2.1230264960603837e-05,3.743757939009804e-06,5.786723078524845e-10,2.0786874724399335e-07,3.310603787700163e-24,1.695598333690658e-06,1.9032406153e-06,1.3751926650228769e-08,2.666235559398792e-12,3.7064739653153924e-20,3.2792926600601467e-06,6.208911006651867e-13,3.2487414759028564e-11,4.5039013983426316e-07,9.62654637195378e-12,8.00940434351042e-18,2.4424362412985736e-18,2.017160305639176e-11,8.442219200074842e-15,2.1434416748512327e-17,2.3297385011151174e-21,2.9767597587104515e-20,1.1800814372983251e-05,6.275787091058645e-09
2.2717839643610435e-09,0.11229247039749245,0.0,0.0027559851008105325,0.03107728512650256,0.31914839800557865,0.3490839415057297,0.2069952743596871,0.09208172618706209,5.0131935052621967e-29,1.8012895141619109e-12,0.0012034346851644423,5.6773041875940696e-09,3.6952460321288285e-20,1.0102129492009718e-16,9.86299655794495e-06,9.568018665166723e-14,4.033958175586105e-13,1.4646987183423677e-20,1.448206175296955e-08,5.223566126628366e-10,1.059374673951488e-27,2.542114484930643e-06,2.856317561508897e-17,1.2493922374956893e-12,2.177402432367888e-23,0.0011712442730677545,1.2476039005338417e-16,3.697112701958247e-08,8.806497873165825e-08,8.460128009545023e-06,1.0203732476084392e-07,3.272684435614883e-08,6.44418266441085e-08,5.239399821498374e-08,6.469519508243837e-08,0.0002104668301774644,9.119850401238247e-06,2.201227584780035e-07,5.656960580068498e-06,0.00016859923794507157,4.388966839104254e-06,4.797548092534337e-11,1.941102718054783e-07,3.51040265744408e-05,2.4154650240378113e-09,1.3559046821371937e-08,2.13228956275225e-05,3.767223999650245e-06,5.812991571159163e-10,2.0927822104332887e-07,3.3653581356613855e-24,1.703463486915177e-06,1.912155807207302e-06,1.382322167939944e-08,2.6923986281485775e-12,3.7472474069056654e-20,3.2852737341439773e-06,6.227003814612556e-13,3.2720183228409344e-11,4.5352824573807407e-07,9.681537569531826e-12,8.093821369138182e-18,2.5063616697679107e-18,2.0212410994069073e-11,8.442219487168609e-15,2.1660682700875816e-17,2.32970260247686e-21,3.0285849171773464e-20,1.185504097593074e-05,6.3305938841685185e-09
