Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539)
1.7478832922371638e-20,0.04692242069448014,0.0,0.0011650837058434366,0.031075110263184432,0.3194096818763551,0.3504847921395395,0.20701222018021492,0.09201819554070574,0.0,4.320911497557857e-70,4.687228790598577e-24,5.036747147791892e-69,0.0,3.326567277810067e-148,3.7993298337683705e-42,1.3339163040325453e-116,4.208340014612893e-61,7.25306635254627e-92,2.562739109621686e-78,1.1901649378306225e-40,-1.823414768523145e-146,4.440010082014758e-35,9.876323948865217e-98,1.6423991656238523e-113,6.01388228667011e-159,4.687228790598234e-24,4.457463102260778e-119,2.4559933732378465e-16,8.394730695166062e-17,2.6863156006986307e-17,6.669100081392591e-17,5.523951312208499e-17,2.6863138224511918e-17,1.7782435594627857e-23,1.9398160626552614e-29,4.4732752704641464e-35,1.2009137901407224e-41
3.497285162486697e-20,0.04692242069448014,0.0,0.001165083705842931,0.031075110263184432,0.319409681876355,0.3504847921395394,0.20701222018021487,0.09201819554070549,0.0,3.4602336114700696e-69,9.378529891180296e-24,4.033482700115409e-68,0.0,4.266270212639472e-146,3.0425452095593213e-41,4.026264881663802e-115,1.6844327309045973e-60,5.804820145349803e-91,2.0522697605709287e-77,2.3813639025403333e-40,-1.582537899170349e-146,8.883877688562547e-35,7.904282366546037e-97,5.26351200252016e-112,7.463139860834877e-157,9.378529891178926e-24,7.135636521209661e-118,4.914120531871571e-16,1.6796754814039597e-16,5.3749650985324753e-17,1.3343994341825716e-16,1.105270188682916e-16,5.3749615404848717e-17,3.558032074231469e-23,7.764319557161929e-29,9.017025133943122e-35,9.614612391069103e-41
6.996088902985764e-20,0.04692242069448014,0.0,0.0011650837058419196,0.031075110263184432,0.31940968187635477,0.3504847921395393,0.20701222018021476,0.092018195540705,0.0,2.7695893396122666e-68,1.8761132092343733e-23,3.228420951645388e-67,0.0,5.466121151501122e-144,2.4352693070196712e-40,1.2495780827554355e-113,6.739924998855355e-60,4.644452443035482e-90,1.642647603920095e-76,4.7637618319597535e-40,6.1281854288665945e-146,1.7771612903367387e-34,6.324237900365177e-96,1.6855784565011226e-110,4.814318736324319e-155,1.8761132092338246e-23,1.1418762494878073e-116,9.830374832496042e-16,3.360080305176616e-16,1.0752264094205199e-16,2.6693782862677e-16,2.211020303535129e-16,1.075225697653396e-16,7.117609103762642e-23,3.106739172309276e-28,1.8304376117468683e-34,7.69461198980575e-40
1.3993696383983896e-19,0.04692242069448014,0.0,0.001165083705839897,0.031075110263184432,0.3194096818763543,0.35048479213953904,0.20701222018021453,0.09201819554070402,0.0,2.216232588883443e-67,3.752633649467059e-23,2.583390838040577e-66,0.0,7.000026056353588e-142,1.948708821843583e-39,3.9364760134049776e-112,2.6964088771013317e-59,3.716890572928876e-89,1.3144508825874092e-75,9.528557690798588e-40,2.529863516112571e-144,3.554708333981412e-34,5.061199468130733e-95,5.395859300727108e-109,3.082936338714272e-153,3.752633649464865e-23,1.8276319179306814e-115,1.9662883367173085e-15,6.720889952713726e-16,2.1506862085570798e-16,5.339335990431976e-16,4.4225205329518783e-16,2.1506847848559058e-16,1.4236763162800225e-22,1.2428979676198425e-27,3.76784831107899e-34,6.156858672381333e-39
2.7988911345980164e-19,0.04692242069448014,0.0,0.001165083705835852,0.031075110263184432,0.31940968187635344,0.3504847921395385,0.2070122201802141,0.09201819554070205,0.0,1.773210545388614e-66,7.505674529932423e-23,2.066974333681396e-65,0.0,8.962204222273988e-140,1.559164432067077e-38,1.2497204135426248e-110,1.0786513326035404e-58,2.9739279329942375e-88,1.0516938421036249e-74,1.9058149408476237e-39,8.153980103005696e-143,7.109802424005581e-34,4.049525316264247e-94,1.726996363017939e-107,1.973521774270983e-151,7.505674529923647e-23,2.9246571187688806e-114,3.9327900170239565e-15,1.3442509247755136e-15,4.3016058068382597e-16,1.0679251398736597e-15,8.845520990634669e-16,4.3016029592316913e-16,2.8475071280776315e-22,4.9719964966276456e-27,7.962431720250988e-34,4.925954620013036e-38
5.597934126997269e-19,0.04692242069448014,0.0,0.0011650837058277616,0.031075110263184432,0.31940968187635166,0.3504847921395374,0.2070122201802132,0.09201819554069812,0.0,1.418658231504571e-65,1.501175629086313e-22,1.653684139617308e-64,0.0,1.1473010966664523e-137,1.2474105003184427e-37,3.9831789899727285e-109,4.314780900191271e-58,2.3793869453934822e-87,8.414083313464413e-74,3.811733284383146e-39,2.6101863329747677e-141,1.4219990614993205e-33,3.2399533175199565e-93,5.526902635230223e-106,1.2632533839820447e-149,1.5011756290828027e-22,4.6799470244732074e-113,7.865793271122212e-15,2.6885747837706713e-15,8.603445003432856e-16,2.135908221525011e-15,1.769152190139742e-15,8.603439307866328e-16,5.695168751633221e-22,1.9888795267153395e-26,1.7630646580623746e-33,3.940950778739709e-37
1.1196020111795777e-18,0.04692242069448014,0.0,0.001165083705811581,0.031075110263184432,0.3194096818763481,0.3504847921395353,0.20701222018021143,0.09201819554069025,0.0,1.134962504377316e-64,3.0023919812724457e-22,1.3229891836143823e-63,0.0,1.468634342276146e-135,9.97959983098461e-37,1.2720688013347049e-107,1.7259474746569786e-57,1.903579237023546e-86,6.731479687916175e-73,7.623569971454156e-39,8.35309349999389e-140,2.8440367040725606e-33,2.592057536542231e-92,1.768691131418332e-104,8.085654284735675e-148,3.002391981258403e-22,7.4882217787251245e-112,1.5731799353258597e-14,5.377222501708488e-15,1.7207123396751e-15,4.271874384789421e-15,3.5383523704511598e-15,1.7207112004667866e-15,1.1390491998585893e-21,7.95567996549675e-26,4.208326846946625e-33,3.152835457912622e-36
2.239219208139279e-18,0.04692242069448014,0.0,0.00116508370577922,0.031075110263184432,0.319409681876341,0.35048479213953104,0.2070122201802079,0.09201819554067452,0.0,9.079843713905458e-64,6.004824685644674e-22,1.0584080984334592e-62,0.0,1.8799088808724274e-133,7.983806198313471e-36,4.066542393817768e-106,6.90386012841341e-57,1.5228596456183003e-85,5.385268966473403e-72,1.5247243345596048e-38,2.6730060871975097e-138,5.6881120067219e-33,2.0736409311193718e-91,5.659943285039672e-103,5.17534795474553e-146,6.004824685588505e-22,1.198115788487277e-110,3.146380981329106e-14,1.0754517937374132e-14,3.4414480183903095e-15,8.543806711165078e-15,7.076752723709468e-15,3.4414457396399993e-15,2.278113849185726e-21,3.182304357914244e-25,1.1145328091939469e-32,2.522298300427402e-35
4.478453602058681e-18,0.04692242069448014,0.0,0.0011650837057144976,0.031075110263184432,0.3194096818763268,0.3504847921395225,0.20701222018020082,0.09201819554064306,0.0,7.263932443117453e-63,1.2009690094388985e-21,8.467331834437456e-62,0.0,2.4063197987164847e-131,6.387095492803866e-35,1.3006411059528165e-104,2.761558097384527e-56,1.2191931556236171e-84,4.308249259866645e-71,3.049459009387931e-38,8.55980766017371e-137,1.1376262682032021e-32,1.6601456593297897e-90,1.8112029177838153e-101,3.315131284484546e-144,1.200969009416431e-21,1.9183209628354707e-109,6.292782391639613e-14,2.150910880786546e-14,6.882919376027054e-15,1.708767136330374e-14,1.4153553400767973e-14,6.882914817238048e-15,4.556243147586516e-21,1.2729282172978474e-24,3.3205238050706935e-32,2.0178506136275524e-34
8.956922389897486e-18,0.04692242069448014,0.0,0.0011650837055850532,0.031075110263184432,0.3194096818762984,0.3504847921395054,0.20701222018018667,0.09201819554058013,0.0,5.811168943378628e-62,2.401942091187702e-21,6.773892350905468e-61,0.0,3.080112658461111e-129,5.109696608553012e-34,4.161007589417247e-103,1.1046260481635354e-55,9.754479625949636e-84,3.4466130425751725e-70,6.098928359044375e-38,2.7394590452224732e-135,2.2752564312698024e-32,1.3282437598460715e-89,5.795883043496956e-100,2.1227897262307525e-142,2.4019420910978312e-21,3.0697227836446537e-108,1.258558248547788e-13,4.301829054548829e-14,1.376586209212584e-14,3.4175400665130446e-14,2.8307154637052537e-14,1.376585296944064e-14,9.1125017433746e-21,5.091725815566419e-24,1.1006868784244416e-31,1.614285279539167e-33
1.7913859965575096e-17,0.04692242069448014,0.0,0.0011650837053261646,0.031075110263184432,0.31940968187624164,0.3504847921394712,0.20701222018015836,0.09201819554045428,0.0,4.648944350273884e-61,4.803888254685075e-21,5.419124737231601e-60,0.0,3.942559124995349e-127,4.087765373496323e-33,1.331355395531832e-101,4.418509811076968e-55,7.80368871560225e-83,2.7572958878707644e-69,1.2197867058356429e-37,8.766422487092723e-134,4.550516869421308e-32,1.0626093074924769e-88,1.8546879668919008e-98,1.3596428359049576e-140,4.803888254325591e-21,4.911659343845734e-107,2.5171171766032876e-13,8.603665400729463e-14,2.75317475276246e-14,6.835085925898135e-14,5.661435663829193e-14,2.7531729261871804e-14,1.8225018930900884e-20,2.0366929139699824e-23,3.9477010691532915e-31,1.2914301379803964e-32
3.5827735116930315e-17,0.04692242069448014,0.0,0.0011650837048083876,0.031075110263184432,0.31940968187612806,0.35048479213940287,0.20701222018010174,0.09201819554020256,0.0,3.719159158450332e-60,9.607780581678884e-21,4.335304297423592e-59,0.0,5.046485229662936e-125,3.2702155349249504e-32,4.2600700114837836e-100,1.7674050481136792e-54,6.242966104666094e-82,2.2058388917069145e-68,2.43957444569772e-37,2.8052644702895246e-132,9.101038193797538e-32,8.500895065066904e-88,5.9350101221894e-97,8.714874649829628e-139,9.60778058024095e-21,7.858683097348147e-106,5.034230669873231e-13,1.7207338087715006e-13,5.506351841182691e-14,1.3670177640747329e-13,1.1322875875545173e-13,5.5063481798838076e-14,3.645005328978664e-20,8.146776819093858e-23,1.4880710229595544e-30,1.033144874350205e-31
5.3741610268285535e-17,0.04692242069448014,0.0,0.001165083704290611,0.031075110263184432,0.3194096818760145,0.35048479213933453,0.20701222018004511,0.09201819553995084,0.0,1.1041256855157497e-59,1.4411672908671757e-20,1.2870438621957829e-58,0.0,3.392999191553077e-124,9.708455101438643e-32,2.0380672773155383e-99,3.755736429540337e-54,1.8529249497245969e-81,6.548586050190047e-68,3.6593621855594637e-37,1.3418908611813798e-131,1.365155996624699e-31,2.5230828258510153e-87,2.8394163330433334e-96,4.9502086269776865e-138,1.4411672905616142e-20,2.9725622850315266e-105,7.551339800309704e-13,2.581101076932482e-13,8.2595289309234e-14,2.050526935167553e-13,1.6984315898729268e-13,8.259523428790829e-14,5.467508763258359e-20,1.7311903953095585e-22,3.1052700168429538e-30,2.954149183793784e-31
7.165548541964076e-17,0.04692242069448014,0.0,0.0011650837037728348,0.031075110263184432,0.3194096818759009,0.3504847921392662,0.2070122201799885,0.09201819553969913,0.0,2.4058321266196104e-59,1.921556523566369e-20,2.804401353432121e-58,0.0,1.561140563099014e-123,2.1154215953526077e-31,6.745228033510446e-99,6.406845125385049e-54,4.0375083836132146e-81,1.4269026533385028e-67,4.879149925420872e-37,4.4408612822573833e-131,1.8202082186769662e-31,5.497776940959225e-87,9.397490669780298e-96,1.9049568606150482e-137,1.9215565230451173e-20,7.737350658797903e-105,1.0068444567920242e-12,3.441468344555891e-13,1.1012706021984591e-13,2.734036105868274e-13,2.2645755733381484e-13,1.1012698672908247e-13,7.290012195927836e-20,2.9532074304554196e-22,5.246367088506245e-30,6.231156850607551e-31
1.074832357223512e-16,0.04692242069448014,0.0,0.0011650837027372839,0.031075110263184432,0.31940968187567376,0.3504847921391295,0.20701222017987528,0.09201819553919571,0.0,6.983389601539416e-59,2.882334988964536e-20,8.14031381228835e-58,0.0,1.901890761464697e-122,6.140417288208546e-31,3.935567967578675e-98,1.32645602958006e-53,1.1721138277438298e-80,4.1418588772713825e-67,7.3187254051429104e-37,2.5913479440222133e-130,2.730312767941542e-31,1.5960388839075472e-86,5.48313724846353e-95,1.4535729219233813e-136,2.8823349878853503e-20,2.839694236749148e-104,1.5102643863879382e-12,5.162202878541063e-13,1.6519060207206072e-13,4.1010544463494856e-13,3.396863496021317e-13,1.6519049149902187e-13,1.0935019057490874e-19,6.114241435773687e-22,1.075811794480552e-29,1.7019223689239328e-30
1.4331098602506164e-16,0.04692242069448014,0.0,0.0011650837017017344,0.031075110263184432,0.3194096818754466,0.35048479213899275,0.20701222017976206,0.0920181955386923,0.0,1.5271886766982105e-58,3.843113454362359e-20,1.7801950705352733e-57,0.0,8.794481854857729e-122,1.3428401240246563e-30,1.3094039494185495e-97,2.2559544035440084e-53,2.5633954126312e-80,9.057779013203347e-67,9.758300884863718e-37,8.622251829215608e-130,3.640417481978622e-31,3.490513170776916e-86,1.8243062760858933e-94,5.497272530122377e-136,3.843113452526948e-20,7.363897712543871e-104,2.0136827116234344e-12,6.882937410549393e-13,2.2025414397283454e-13,5.468072785388812e-13,4.529151349374595e-13,2.2025399609283066e-13,1.4580025913158977e-19,1.0398723782460906e-21,1.8196428884498144e-29,3.560991097462564e-30
1.791387363277721e-16,0.04692242069448014,0.0,0.0011650837006661867,0.031075110263184432,0.31940968187521945,0.350484792138856,0.20701222017964885,0.09201819553818888,0.0,2.8652139594700472e-58,4.803891919759812e-20,3.339888596755465e-57,0.0,3.2231998144915178e-121,2.519350968138561e-30,3.530618472557537e-97,3.4465886956372983e-53,4.8093784374701116e-80,1.6993627090383236e-66,1.2197876364583215e-36,2.3249228757150022e-129,4.55052237255767e-31,6.548813615145118e-86,4.918996370376748e-94,1.684330690392184e-135,4.803891916955718e-20,1.6101453312955913e-103,2.5170993179063938e-12,8.60367194043968e-13,2.75317685925636e-13,6.835091122883267e-13,5.661439128445857e-13,2.753175004979282e-13,1.8225032762532703e-19,1.5886900772934493e-21,2.76989113417159e-29,6.482648479806336e-30
2.1496648663048252e-16,0.04692242069448014,0.0,0.0011650836996306407,0.031075110263184432,0.3194096818749923,0.3504847921387193,0.20701222017953563,0.09201819553768546,0.0,4.850291165013764e-58,5.764670385156889e-20,5.653830151993673e-57,0.0,1.0294605759682685e-120,4.2648074187003016e-30,8.269826979732035e-97,4.903117347535238e-53,8.141509674021892e-80,2.8767149852502727e-66,1.4637451844301373e-36,5.4457884176737685e-129,5.460627442895651e-31,1.1086095655453598e-85,1.1521878529461284e-93,4.498807309993051e-135,5.764670381167784e-20,3.1389633042751095e-103,3.020514173919846e-12,1.0324406468173333e-12,3.3038122793141334e-13,8.202109458804694e-13,6.793726831881531e-13,3.3038100471087606e-13,2.187003960552191e-19,2.260070622792662e-21,3.930317883101123e-29,1.0752378439549628e-29
2.866219872359034e-16,0.04692242069448014,0.0,0.0011650836975595539,0.031075110263184432,0.31940968187453805,0.3504847921384459,0.20701222017930918,0.09201819553667863,0.0,1.1511941242035659e-57,7.686227315949918e-20,1.3419105612351867e-56,0.0,1.0831844640439923e-119,1.0122322726860825e-29,3.783997666818588e-96,8.613354720507772e-53,1.9323721931548945e-79,6.827749664377257e-66,1.9516602803733675e-36,2.4918675600466346e-128,7.280838122508348e-31,2.6312642044273916e-85,5.272049302410351e-93,2.9575265249559814e-134,7.686227308942218e-20,1.002102680886754e-102,4.027338638484224e-12,1.3765875517174827e-12,4.4050831210179634e-13,1.093614612593147e-12,9.058302011989252e-13,4.4050801256068683e-13,2.916005327250929e-19,3.970288387504415e-21,6.881309281514049e-29,2.489778754734048e-29
4.2993298844674517e-16,0.04692242069448014,0.0,0.0011650836934174015,0.031075110263184432,0.3194096818736295,0.3504847921378991,0.20701222017885626,0.09201819553466502,0.0,3.9749593494275846e-57,1.1529341177531478e-19,4.633485670406132e-56,0.0,2.625619262957705e-118,3.495137844460369e-29,3.3089777200753574e-95,1.921609337413922e-52,6.672333177142967e-79,2.3575543674622044e-65,2.9274904722582267e-36,2.179085609453295e-127,1.092126163311584e-30,9.08555376196153e-85,4.6102443109337894e-92,4.330289585848107e-133,1.1529341161897542e-19,5.490519831079633e-102,6.040966620455927e-12,2.064881358936703e-12,6.607624810765946e-13,1.6404219441358948e-12,1.3587451466986936e-12,6.6076202596064e-13,4.374008053150683e-19,8.857574547418486e-21,1.5298740186193225e-28,8.425653076001324e-29
7.165549908684286e-16,0.04692242069448014,0.0,0.0011650836851331808,0.031075110263184432,0.3194096818718124,0.3504847921368055,0.20701222017795043,0.09201819553063785,0.0,1.9079483407994136e-56,1.9215568900676604e-19,2.2240369703163e-55,0.0,1.2711064587758742e-116,1.6776379106229366e-28,4.938605251459618e-94,5.3148744442728815e-52,3.2026732560609184e-78,1.1316070290661363e-64,4.879150856021539e-36,3.252276727968366e-126,1.8202117258587e-30,4.361002257742892e-84,6.880745076446339e-91,1.2197789610254711e-131,1.9215568857435555e-19,4.741513714861696e-101,1.0068138809781316e-11,3.4414689630524234e-12,1.1012708215619887e-12,2.734036599692131e-12,2.264574675664838e-12,1.1012700435632775e-12,7.290013475657457e-19,2.4498681704871923e-20,4.219390687468018e-28,3.9999230698145497e-28
1.2897989957117957e-15,0.04692242069448014,0.0,0.001165083668565076,0.031075110263184432,0.3194096818681782,0.35048479213461825,0.20701222017613877,0.09201819552258383,0.0,1.1492004306862448e-55,3.45880243468949e-19,1.339589355251831e-54,0.0,9.559105054701528e-115,1.0104792646607055e-27,1.0415258490827619e-92,1.719165844330322e-51,1.9290435495851448e-77,6.815925018667337e-64,8.782471623522541e-36,6.858896638641924e-125,3.276386292239179e-30,2.6267316714566648e-83,1.4511151127727082e-89,5.207561231595938e-130,3.4588024207026063e-19,5.46379853107409e-100,1.8122148143409948e-11,6.1946441299985344e-12,1.982287512675091e-12,4.921265880691648e-12,4.076232285640126e-12,1.982286041984279e-12,1.3122024209037002e-18,7.924419528992404e-20,1.362205926644327e-27,2.3988190851271363e-27
1.8630430005551627e-15,0.04692242069448014,0.0,0.0011650836519974202,0.031075110263184432,0.319409681864544,0.350484792132431,0.2070122201743271,0.09201819551453026,0.0,3.3459039768554455e-55,4.996047979301728e-19,3.9002261592238015e-54,0.0,7.400062105268442e-114,2.942016498960706e-27,5.3531120945205675e-92,3.58554056695239e-51,5.616422316488224e-77,1.984460672595317e-63,1.2685792390989384e-35,3.5252569611120686e-124,4.7325654469730974e-30,7.647745631333707e-83,7.458274135074116e-89,3.380597545952716e-129,4.996047950130289e-19,2.1266989725489e-99,2.6175710769971246e-11,8.947819241898603e-12,2.8633042173116544e-12,7.10849512154138e-12,5.887887965019834e-12,2.8633019913603486e-12,1.895403480078509e-18,1.6527391258837871e-19,2.8389541764121173e-27,6.977524074021755e-27
3.0095310102418967e-15,0.04692242069448014,0.0,0.001165083618863454,0.031075110263184432,0.3194096818572756,0.35048479212805655,0.20701222017070378,0.0920181954984245,0.0,1.4194774436168586e-54,8.070539068497419e-19,1.6546487254527997e-53,0.0,2.776628015419916e-112,1.2481309088719484e-26,6.356957470529612e-91,9.354346038725884e-51,2.3827297813852193e-76,8.418942005168186e-63,2.0492433925820586e-35,4.1863354243296124e-123,7.644937521278893e-30,3.2445051759606455e-82,8.856896271807621e-88,7.62277768268671e-128,8.070538992391817e-19,1.4817374551509044e-98,4.2281496050901004e-11,1.4454169300568748e-11,4.6253376671579575e-12,1.1482953482797764e-11,9.511193532100234e-12,4.625333742983551e-12,3.0618055613817475e-18,4.311844206818564e-19,7.401868802927182e-27,2.9584370213703336e-26
