Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549)
3.5942202603493382e-12,0.12990822726252158,0.0,0.0032254643235375634,0.031075105324350122,0.31939184613999805,0.35045644953235083,0.20701219756925512,0.09201816359333502,1.4272529452011063e-45,6.626806079155924e-19,1.073835864117699e-05,2.999188650122656e-15,3.1124060753736356e-33,6.235543826646763e-29,6.762203449874676e-12,2.658305343435919e-23,7.431816915840383e-17,2.4127528636072957e-26,1.231246640813294e-13,4.245949463314906e-11,2.347431351883977e-41,2.114585987032289e-07,5.099155285719212e-27,4.5657485268015484e-20,3.1676541001784605e-35,1.0738269584306399e-05,3.736112166934216e-32,3.260880513803658e-08,1.734768599623354e-08,3.5460104290745893e-08,1.834746796615691e-08,1.3496802138431574e-08,1.3010651518528174e-08,3.156219329795417e-09,1.0675202412229132e-09,1.7726138013611898e-05,1.6496695794602764e-10,3.1642575913342152e-09,2.6635904778199125e-09,1.7584044661595622e-05,9.071574291970126e-09,7.71927524286978e-17,6.202937613177454e-16,7.238048338597667e-08,5.626697223676353e-09,1.7730469831086115e-09,5.345038027838997e-10,2.508434497278523e-11,8.552064098911394e-19,1.3913102797326787e-12,1.0096748224031704e-36,9.09417051437431e-10,3.874102520356765e-10,4.760347527299941e-13
3.6301005989575537e-12,0.12990822726252158,0.0,0.003225463001111712,0.0310751052797318,0.3193916681122121,0.35045616664624724,0.2070121973863957,0.09201816352583674,1.5404252379130737e-45,6.827340153085213e-19,1.0845547550261322e-05,3.091849033399082e-15,3.294121465693373e-33,6.553290935330554e-29,6.899812481683495e-12,2.764825352488759e-23,7.580971433654113e-17,2.485734538647236e-26,1.255951365867795e-13,4.288335799196149e-11,2.466963482447547e-41,2.1356940180091327e-07,5.2533956738805755e-27,4.7040567301712793e-20,3.329071747736677e-35,1.0845456267428726e-05,3.887667524092455e-32,3.2689890178433606e-08,1.744173214411084e-08,3.5931252287524547e-08,1.8491914865400668e-08,1.3588681026745652e-08,1.3149261824978725e-08,3.1802172968443618e-09,1.0895492296729515e-09,1.7903089511513315e-05,1.6997343001553576e-10,3.2254140099761497e-09,2.71174295994286e-09,1.7759566262072494e-05,9.162128431343525e-09,7.958828036807847e-17,6.462034436877099e-16,7.313018182267886e-08,5.67060927768349e-09,1.7794490061915037e-09,5.452237315875077e-10,2.5593010764880837e-11,8.813865045754784e-19,1.424520654495104e-12,1.07309116473508e-36,9.215591177407573e-10,3.95186718483535e-10,4.883810973688168e-13
3.6659809375657696e-12,0.12990822726252158,0.0,0.0032254616805857863,0.031075105235164074,0.3193914900847145,0.35045588376106107,0.2070121972041908,0.09201816346033706,1.6613617145038813e-45,7.03188150749506e-19,1.0952736264673713e-05,3.186430435223282e-15,3.484573679606983e-33,6.883865995239722e-29,7.03885965336379e-12,2.874514525246052e-23,7.731608529141525e-17,2.5601732844590841e-26,1.2809014730714878e-13,4.330722133557165e-11,2.591316062136469e-41,2.156802020706945e-07,5.410715437865417e-27,4.8451343105499516e-20,3.497006214734232e-35,1.095264272932185e-05,4.0437900886049854e-32,3.276911498107129e-08,1.7534745842411168e-08,3.640415905019574e-08,1.863570960299913e-08,1.3679905521421781e-08,1.3287660451599746e-08,3.204145475124163e-09,1.1117918076954954e-09,1.8080040914812906e-05,1.7507871271258987e-10,3.287077827335033e-09,2.7602597781597787e-09,1.7935087542467968e-05,9.252682468499298e-09,8.203194386149301e-17,6.729129086880839e-16,7.388042148395042e-08,5.714259875066668e-09,1.7857504713589314e-09,5.560499943243491e-10,2.6106888373471014e-11,9.081015957992333e-19,1.4581986800640113e-12,1.1398154351207322e-36,9.337617373407431e-10,4.030405192748854e-10,5.009328694140781e-13
3.701861276173985e-12,0.12990822726252158,0.0,0.0032254603619170912,0.031075105190646286,0.31939131205750204,0.35045560087678945,0.2070121970226357,0.09201816339679328,1.790513803122788e-45,7.240469869982148e-19,1.105992478441423e-05,3.2829536827094062e-15,3.6840946570287395e-33,7.227653839572253e-29,7.179346884432631e-12,2.987435095453183e-23,7.883728221873824e-17,2.636083502827472e-26,1.3060969621446996e-13,4.373108466398067e-11,2.7206334406058075e-41,2.1779099951265686e-07,5.571145013959143e-27,4.9890088799716354e-20,3.6716530097745027e-35,1.1059828969983195e-05,4.2045708284235207e-32,3.284652222611599e-08,1.7626738536670462e-08,3.687881229256323e-08,1.8778855122273976e-08,1.3770480282841072e-08,1.3425840795223955e-08,3.228004907625171e-09,1.1342471891760326e-09,1.825699222350654e-05,1.8028367672048271e-10,3.3492463108790234e-09,2.809139880730543e-09,1.811060850277992e-05,9.34323640349247e-09,8.452416823284974e-17,7.004381392514481e-16,7.463120170985213e-08,5.757649476710215e-09,1.7919534295097493e-09,5.669825880592864e-10,2.662598092621415e-11,9.353573310709413e-19,1.4923464672672767e-12,1.2099857653981035e-36,9.460249100126964e-10,4.109716561620123e-10,5.136916774585499e-13
3.7377416147822005e-12,0.12990822726252158,0.0,0.003225459045063885,0.031075105146177798,0.3193911340305713,0.35045531799342944,0.20701219684172578,0.0920181633351637,1.9283545536136152e-45,7.453144970849548e-19,1.1167113109482943e-05,3.3814396310061196e-15,3.8930256694155194e-33,7.585046936099807e-29,7.321276107961261e-12,3.103649901821863e-23,8.037330531422202e-17,2.713479595535605e-26,1.3315378328079063e-13,4.415494797718963e-11,2.8550628208812255e-41,2.199017941268838e-07,5.7347148384348875e-27,5.135708055153593e-20,3.8532115203553786e-35,1.1167014989410205e-05,4.370101613226878e-32,3.2922153614538074e-08,1.77177215462228e-08,3.735519984604709e-08,1.892135435326078e-08,1.3860409938193228e-08,1.3563796385212776e-08,3.251796608260929e-09,1.1569145774553865e-09,1.843394343759007e-05,1.8558918867717254e-10,3.411916722025513e-09,2.8583822315202397e-09,1.8286129143006223e-05,9.433790236375437e-09,8.706537674028451e-17,7.287952586307971e-16,7.538252182040781e-08,5.800778564938876e-09,1.7980598925677647e-09,5.780215098572589e-10,2.715029155069012e-11,9.631593648349271e-19,1.5269661169184926e-12,1.28374465275314e-36,9.583486355319217e-10,4.1898013089719426e-10,5.266591294823498e-13
3.773621953390416e-12,0.12990822726252158,0.0,0.0032254577299853575,0.031075105101757986,0.319390956003919,0.3504550351109781,0.20701219666145643,0.09201816327540764,2.0753794560426288e-45,7.669946543115496e-19,1.1274301239879911e-05,3.4819091631645108e-15,4.1117174918192614e-33,7.956445462696726e-29,7.464649270510321e-12,3.22322238802764e-23,8.192415477357852e-17,2.7923759643652584e-26,1.3572240847817183e-13,4.457881127519966e-11,2.994754287285141e-41,2.2201258591345782e-07,5.9014553475535226e-27,5.2852594574962746e-20,4.0418850512511084e-35,1.1274200787600355e-05,4.5404752145575513e-32,3.299604989057712e-08,1.780770606558579e-08,3.7833309658228894e-08,1.9063210212769003e-08,1.3949699081712952e-08,1.370152088160095e-08,3.2755215625279473e-09,1.1797931655903934e-09,1.8610894557059355e-05,1.9099611115062904e-10,3.475086316538617e-09,2.9079858095625316e-09,1.846164946314473e-05,9.524343967198004e-09,8.965599057131112e-17,7.580005297174434e-16,7.613438111600815e-08,5.843647642931137e-09,1.8040718341955432e-09,5.891667567832811e-10,2.7679823374400266e-11,9.915133584770606e-19,1.5620597200276689e-12,1.3612390544825825e-36,9.707329136737227e-10,4.270659452327033e-10,5.398368328522897e-13
3.8095022919986314e-12,0.12990822726252158,0.0,0.0032254564166416108,0.03107510505738623,0.3193907779775417,0.3504547522294325,0.20701219648182315,0.09201816321748525,2.2321072821622e-45,7.890914322522145e-19,1.13814891756052e-05,3.584383190008805e-15,4.340530576504878e-33,8.342257382884759e-29,7.60946833206519e-12,3.3462166027073946e-23,8.348983079251964e-17,2.872787011096782e-26,1.3831557177868791e-13,4.500267455801182e-11,3.1398608333628763e-41,2.2412337487246073e-07,6.071396977563655e-27,5.43769071308332e-20,4.2378808629022416e-35,1.1381386364551128e-05,4.715785305958278e-32,3.30682508636917e-08,1.7896703165830915e-08,3.831312979141815e-08,1.920442560444181e-08,1.4038352274914717e-08,1.3839008073264196e-08,3.2991807281526537e-09,1.2028821366107208e-09,1.8787845581910235e-05,1.965053026150268e-10,3.538752344918782e-09,2.957949608632949e-09,1.8637169463193306e-05,9.614897596007461e-09,9.22964288383807e-17,7.880703543573921e-16,7.688677887780816e-08,5.88625723414444e-09,1.8099911904953147e-09,6.004183259024445e-10,2.8214579524767402e-11,1.0204249803309001e-18,1.5976293580089684e-12,1.4426204840012136e-36,9.831777442133995e-10,4.352291009208048e-10,5.532263943212429e-13
3.845382630606847e-12,0.12990822726252158,0.0,0.0032254551049936317,0.031075105013061943,0.3193905999514363,0.3504544693487898,0.20701219630282133,0.09201816316135765,2.3990809502328304e-45,8.116088047544257e-19,1.1488676916658874e-05,3.688882650009805e-15,4.5798352281361325e-33,8.742898521393343e-29,7.755735265971384e-12,3.472697199456848e-23,8.50703335667572e-17,2.9547271375090955e-26,1.4093327315442567e-13,4.54265378256272e-11,3.290538389808776e-41,2.2623416100397323e-07,6.244570164701625e-27,5.593029452681543e-20,4.4414102098136616e-35,1.1488571720260034e-05,4.896126463108618e-32,3.3138795430005686e-08,1.7984723795938672e-08,3.87946484212394e-08,1.9345003418815497e-08,1.4126374046825806e-08,1.3976251876109647e-08,3.322775035725735e-09,1.2261806637718779e-09,1.896479651213856e-05,2.021176174277723e-10,3.6029120527846346e-09,3.00827263683189e-09,1.881268914314982e-05,9.705451122848629e-09,9.498710857484084e-17,8.190212726663225e-16,7.763971436811948e-08,5.9286078817520644e-09,1.8158198606972126e-09,6.117762142799159e-10,2.8754563129135823e-11,1.0498999056842432e-18,1.6336771028855258e-12,1.5280451079659367e-36,9.956831269262518e-10,4.434695997137579e-10,5.668294200275266e-13
3.881262969215062e-12,0.12990822726252158,0.0,0.003225453795003279,0.031075104968784538,0.3193904219255996,0.35045418646904714,0.20701219612444652,0.09201816310698684,2.5768684136300202e-45,8.345507459397865e-19,1.1595864463040991e-05,3.79542850916107e-15,4.830011780532154e-33,9.158792639735562e-29,7.903452058870093e-12,3.602729436828064e-23,8.6665663292003e-17,3.038210745379695e-26,1.4357551257748342e-13,4.585040107804685e-11,3.44694585239232e-41,2.283449443080753e-07,6.421005345191507e-27,5.751303311740929e-20,4.6526883789607234e-35,1.1595756854724607e-05,5.081594163961521e-32,3.320772159326246e-08,1.807177878413901e-08,3.9277853835240064e-08,1.9484946533378723e-08,1.4213768894217748e-08,1.4113246331288743e-08,3.3463053893241042e-09,1.2496879108044593e-09,1.914174734774018e-05,2.0783390580734986e-10,3.66756268124721e-09,3.0589539161771746e-09,1.8988208503012102e-05,9.796004547763904e-09,9.77284447312846e-17,8.508699623433036e-16,7.839318683079709e-08,5.970700148091469e-09,1.8215597078350727e-09,6.232404189809384e-10,2.9299777314771277e-11,1.0799438167860627e-18,1.6702050174913677e-12,1.6176738445007544e-36,1.0082490615875753e-09,4.5178744336381534e-10,5.806475154943044e-13
3.917143307823278e-12,0.12990822726252158,0.0,0.003225452486633261,0.031075104924553426,0.3193902439000283,0.3504539035902017,0.20701219594669423,0.09201816305433572,2.766063573666479e-45,8.579212302048861e-19,1.1703051814751616e-05,3.904041760857731e-15,5.09145077499736e-33,9.590371511799731e-29,8.052620710633818e-12,3.7363791783269507e-23,8.827582016396881e-17,3.1232522364846454e-26,1.4624229001997082e-13,4.627426431527183e-11,3.609245109884219e-41,2.3045572478484616e-07,6.600732955245102e-27,5.912539930394634e-20,4.871934728203487e-35,1.1702941767942396e-05,5.272284788879892e-32,3.327506648529831e-08,1.815787883923697e-08,3.976273443151822e-08,1.9624257812631482e-08,1.4300541281836048e-08,1.4249985603432378e-08,3.3697726671207027e-09,1.2734030321596772e-09,1.9318698088710922e-05,2.1365501381197287e-10,3.7327014672766855e-09,3.109992482205931e-09,1.9163727542778023e-05,9.886557870793304e-09,1.0052085017227997e-16,8.836332379833768e-16,7.914719549162048e-08,6.012534614123872e-09,1.82721255941002e-09,6.348109370708306e-10,2.9850225208861036e-11,1.1105624028538346e-18,1.7072151556704934e-12,1.711672462665556e-36,1.020875547972665e-09,4.601826336232233e-10,5.946822856290029e-13
3.953023646431493e-12,0.12990822726252158,0.0,0.0032254511798471153,0.03107510488036807,0.31939006587471946,0.35045362071225056,0.20701219576956004,0.092018163003368,2.967287217064084e-45,8.817242322221573e-19,1.181023897179081e-05,4.014743425777972e-15,5.364553140227724e-33,1.0038074999456619e-28,8.203243234302078e-12,3.8737128924107704e-23,8.990080437836632e-17,3.209866012598585e-26,1.489336054540079e-13,4.6698127537303195e-11,3.777601071982485e-41,2.3256650243436396e-07,6.783783431061944e-27,6.07676695345896e-20,5.099372724709044e-35,1.1810126459910957e-05,5.468295620773176e-32,3.334086638604619e-08,1.824303455192385e-08,4.024927871737036e-08,1.976294010814372e-08,1.4386695642628348e-08,1.438646397890801e-08,3.393177721982366e-09,1.2973251732512265e-09,1.9495648735046628e-05,2.1958178331902615e-10,3.798325644061747e-09,3.161387383585654e-09,1.9339246262445415e-05,9.97711109197454e-09,1.0336473567347076e-16,9.173280503891193e-16,7.990173955866946e-08,6.054111878904835e-09,1.8327802080420633e-09,6.464877656149876e-10,3.04059099385138e-11,1.14176136008126e-18,1.7447095624731299e-12,1.8102116831001822e-36,1.0335625858568128e-09,4.686551722442212e-10,6.089353347227496e-13
3.988903985039709e-12,0.12990822726252158,0.0,0.0032254498746091893,0.031075104836227916,0.31938988784966976,0.35045333783519084,0.2070121955930396,0.09201816295404822,3.18118797851403e-45,9.059637269407258e-19,1.1917425934158623e-05,4.127554551767089e-15,5.649730373796379e-33,1.0502351128182293e-28,8.355321656017306e-12,4.01479765248563e-23,9.15406161309072e-17,3.2980664754947246e-26,1.5164945885172474e-13,4.712199074414198e-11,3.952181697238499e-41,2.3467727725670618e-07,6.970187208829302e-27,6.244012030433358e-20,5.335229983381945e-35,1.191731093062789e-05,5.669724845233915e-32,3.340515674308054e-08,1.8327256396074014e-08,4.073747530795875e-08,1.9900996258613796e-08,1.4472236377970885e-08,1.4522675864098462e-08,3.4165213820559587e-09,1.3214534706935301e-09,1.967259928674312e-05,2.2561505200528584e-10,3.864432441361709e-09,3.2131376817342577e-09,1.9514764662012135e-05,1.0067664211343038e-08,1.0626050991903975e-16,9.519714858813228e-16,8.065681822269474e-08,6.0954325590656934e-09,1.8382644121099124e-09,6.582709016788804e-10,3.09668346307598e-11,1.1735463916463659e-18,1.7826902743492101e-12,1.9134672797613713e-36,1.0463101750153086e-09,4.772050609790427e-10,6.234082664498205e-13
4.024784323647924e-12,0.12990822726252158,0.0,0.0032254485708846253,0.03107510479213242,0.3193897098248763,0.35045305495901974,0.20701219541712845,0.09201816290634178,3.408443328767569e-45,9.306436895872588e-19,1.2024612701855128e-05,4.242496213724117e-15,5.947404725221773e-33,1.0983656162696607e-28,8.50885801496081e-12,4.159701136903999e-23,9.31952556173031e-17,3.38786802694485e-26,1.5438985018526029e-13,4.754585393578922e-11,4.1331580209830445e-41,2.3678804925194956e-07,7.159974724722165e-27,6.414302815500424e-20,5.579738305302717e-35,1.202449518009079e-05,5.87667155067432e-32,3.3467972190713614e-08,1.841055473002741e-08,4.122731292499788e-08,2.003842908992661e-08,1.4557167857893396e-08,1.4658615783702198e-08,3.439804451342985e-09,1.3457870525364073e-09,1.9849549743796234e-05,2.3175565332790406e-10,3.93101908585152e-09,3.265242450448921e-09,1.969028274147602e-05,1.0158217228932004e-08,1.0920857949952553e-16,9.875807656088943e-16,8.141243065748333e-08,6.1364972883055695e-09,1.8436668963792344e-09,6.701603423280557e-10,3.15330024125507e-11,1.2059232077199943e-18,1.8211593193391054e-12,2.0216201828823847e-36,1.0591183152234403e-09,4.858323015799142e-10,6.381026838671123e-13
4.06066466225614e-12,0.12990822726252158,0.0,0.0032254472686393354,0.03107510474808106,0.319389531800336,0.35045277208373443,0.2070121952418223,0.09201816286021486,3.649760588703775e-45,9.557680956668038e-19,1.213179927488037e-05,4.359589513490964e-15,6.258009380621625e-33,1.1482454682617324e-28,8.663854363288926e-12,4.3084916289621994e-23,9.486472303326554e-17,3.479285068719317e-26,1.5715477942676256e-13,4.796971711224592e-11,4.3207041832523424e-41,2.388988184201697e-07,7.35317641490326e-27,6.587666967525873e-20,5.833133716174492e-35,1.2131679208297274e-05,6.089235728462848e-32,3.352934656865378e-08,1.8492939797858118e-08,4.171878039545996e-08,2.0175241415211485e-08,1.4641494421302391e-08,1.4794278379054772e-08,3.463027710262886e-09,1.3703250384962212e-09,2.0026500106201783e-05,2.380044165061439e-10,3.99808280145977e-09,3.317700775543593e-09,1.986580050083491e-05,1.0248770144772457e-08,1.1220934890998397e-16,1.024173244858099e-15,8.216857602021842e-08,6.177306716893812e-09,1.8489893526195524e-09,6.821560846281361e-10,3.210441641075968e-11,1.2388975254746687e-18,1.8601187172616398e-12,2.134856583159222e-36,1.0719870062564929e-09,4.945368957990559e-10,6.530201894136241e-13
4.096545000864355e-12,0.12990822726252158,0.0,0.0032254459678399926,0.03107510470407334,0.31938935377604577,0.35045248920933225,0.20701219506711682,0.09201816281563438,3.9058779698247816e-45,9.81340920963628e-19,1.2238985653234411e-05,4.478855579744064e-15,6.581988648956099e-33,1.199921965812986e-28,8.820312766069235e-12,4.46123801689792e-23,9.654901857450607e-17,3.572332002587056e-26,1.5994424654838725e-13,4.839358027351311e-11,4.5149974567140553e-41,2.4100958476144184e-07,7.54982271552303e-27,6.764132150058533e-20,6.095656504777708e-35,1.2238863015244983e-05,6.307518273060769e-32,3.3589312940235705e-08,1.8574421730628938e-08,4.221186665029909e-08,2.0311436034899795e-08,1.4725220376202856e-08,1.492965840647124e-08,3.4861919162052256e-09,1.3950665401835329e-09,2.0203450373955604e-05,2.4436216650385287e-10,4.065620809699804e-09,3.370511754494943e-09,2.004131794008664e-05,1.0339322958893277e-08,1.1526322054848622e-16,1.06176641236126e-15,8.292525345183465e-08,6.217861511182642e-09,1.8542334402100006e-09,6.942581256448205e-10,3.268107975218141e-11,1.272475069093842e-18,1.899570479899437e-12,2.2533680370461255e-36,1.0849162478897492e-09,5.033188453886815e-10,6.681623849099574e-13
4.132425339472571e-12,0.12990822726252158,0.0,0.0032254446684540066,0.03107510466010874,0.31938917575200276,0.35045220633581026,0.20701219489300776,0.09201816277256805,4.1775656416329696e-45,1.0073661415420472e-18,1.2346171836917308e-05,4.600315567888448e-15,6.919798149863752e-33,1.2534432525672696e-28,8.978235301217009e-12,4.618009793887706e-23,9.824814243673615e-17,3.6670232303155707e-26,1.6275825152229786e-13,4.881744341959179e-11,4.716218274593285e-41,2.4312034827584005e-07,7.749944062719649e-27,6.943726031330347e-20,6.367551261432943e-35,1.2346046600931567e-05,6.531620982158727e-32,3.364790361023222e-08,1.8655010547632265e-08,4.270656072319365e-08,2.0447015736782298e-08,1.4808349999918336e-08,1.5064750735609273e-08,3.509297804070958e-09,1.4200106613273258e-09,2.03804005470535e-05,2.508297240126618e-10,4.133630329994086e-09,3.423674496096628e-09,2.0216835059229038e-05,1.0429875671321263e-08,1.1837059471494475e-16,1.1003778896050183e-15,8.368246207736783e-08,6.258162353129825e-09,1.8594007867341245e-09,7.064664624438833e-10,3.3262995563532044e-11,1.3066615697815158e-18,1.9395166111816105e-12,2.3773515732435034e-36,1.09790603989849e-09,5.121781521009985e-10,6.835308715578336e-13
