Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549)
1.0538724608702432e-10,0.12990822726252158,0.0,0.0032218225018453353,0.03107505650055093,0.3188867947421402,0.34965534635462914,0.2070119270653811,0.09201876568493417,1.667742608948045e-33,1.7342846692069336e-14,0.00031405131169135716,1.7257793386141806e-10,4.963899995267913e-24,1.4851681043216961e-21,2.1393298485404546e-08,1.8746989810707848e-17,6.469211316796599e-14,6.081798345432657e-22,1.0568309045625934e-10,1.244904492154315e-09,5.086085477109983e-34,6.188382664083685e-06,1.2850452913656352e-22,1.2903855946204732e-15,7.559190815515392e-28,0.0003139323412085255,3.0014194636854677e-26,3.612243702331425e-08,2.9182560639914568e-08,2.23065593014191e-06,5.019587545998686e-08,2.6369997823525916e-08,4.0859301943820837e-08,1.3725215458062978e-08,4.1026193530239414e-08,0.0005193416546402171,4.274248345556667e-07,1.2894102468648942e-07,4.968553970677992e-07,0.0005142440432864476,2.6525808243379655e-07,4.32298305966184e-13,1.3566783693975744e-10,2.902687941752611e-06,6.566887792131019e-09,5.461184591835661e-09,4.477609557735298e-07,3.411646932698853e-08,5.978868246502213e-14,1.1348443642506445e-08,3.362875869288587e-27,2.7809657132467703e-07,3.4019849201421673e-07,5.632825873459411e-09
1.060652294836568e-10,0.12990822726252158,0.0,0.00322179912922624,0.031075056504861552,0.3188834305356399,0.3496500180977787,0.20701192535410562,0.09201877355862494,1.7667869897240608e-33,1.7682441899208667e-14,0.0003160662425250743,1.766527797092622e-10,5.192615318299275e-24,1.5344707473815798e-21,2.178262653421811e-08,1.923349222808179e-17,6.553253190965673e-14,6.1999294260759105e-22,1.0704562349978677e-10,1.2529128536041844e-09,5.251793988674299e-34,6.228113591131563e-06,1.310003525831321e-22,1.3163896397598166e-15,7.810232322045878e-28,0.00031594569468246366,3.081039092425012e-26,3.6122211435986534e-08,2.9203423830266012e-08,2.2449938012647727e-06,5.019474926904985e-08,2.6369804908126907e-08,4.084351322488472e-08,1.3735882116058982e-08,4.102025090253874e-08,0.0005226798301998628,4.311397797949191e-07,1.2893053967348373e-07,5.004841720153449e-07,0.0005175432364267592,2.669574240693149e-07,4.37996411916534e-13,1.3841711523506247e-10,2.9246947095428794e-06,6.546488527267457e-09,5.472744777766605e-09,4.5346263103990907e-07,3.4640009306038176e-08,6.124656031967074e-14,1.1570648524104945e-08,3.523631336245708e-27,2.8156499473518166e-07,3.4463766021029915e-07,5.7328512065948915e-09
1.0674321288028928e-10,0.12990822726252158,0.0,0.003221775780415167,0.031075056511895006,0.3188800663244219,0.34964468993661424,0.20701192364290347,0.09201878148357295,1.871043232144222e-33,1.802646442461428e-14,0.0003180811037368678,1.8079916285286675e-10,5.43035186172055e-24,1.5850855292969177e-21,2.2176481730392726e-08,1.9729396881040915e-17,6.637844338585856e-14,6.319580343362349e-22,1.0841685706230818e-10,1.2609212094666667e-09,5.421793611193871e-34,6.267843472980234e-06,1.3352828089727174e-22,1.3427523282485008e-15,8.067959051561989e-28,0.00031795896776527007,3.1622529917389926e-26,3.612198628396041e-08,2.9224243893864716e-08,2.2593130541779653e-06,5.019362288430882e-08,2.6369612183100008e-08,4.082775590105987e-08,1.3746595064204617e-08,4.10139737732046e-08,0.0005260179673434313,4.348540781657685e-07,1.2891711139454667e-07,5.041116618188376e-07,0.0005208423126940567,2.6865664718567114e-07,4.4372861563169194e-13,1.412026999371329e-10,2.946741694692188e-06,6.5262428544532034e-09,5.484218500220961e-09,4.5919938797007426e-07,3.516848665553903e-08,6.273063316940178e-14,1.1795778479263458e-08,3.6909696259140284e-27,2.8505480640423233e-07,3.4910621481642526e-07,5.8339580008892235e-09
1.0742119627692176e-10,0.12990822726252158,0.0,0.003221752455462496,0.03107505652163107,0.31887670210848934,0.34963936187114214,0.2070119219317748,0.09201878945978754,1.9807506783059753e-33,1.837494344638859e-14,0.000320095895325904,1.8501791741511667e-10,5.677406091215186e-24,1.6370389029673152e-21,2.257488463587625e-08,2.023482393856523e-17,6.72298489137507e-14,6.440760810769305e-22,1.0979679053289722e-10,1.2689295597402667e-09,5.596167145135037e-34,6.307572309323007e-06,1.3608851915284198e-22,1.369476410675906e-15,8.332505911104692e-28,0.0003199721604489014,3.245082958642821e-26,3.612176157251681e-08,2.924502080615731e-08,2.2736136272085083e-06,5.0192496354082585e-08,2.636941964903969e-08,4.081202998012691e-08,1.3757355640729018e-08,4.10073746066644e-08,0.0005293560660430572,4.3856766492979165e-07,1.2890081528365091e-07,5.077378542061111e-07,0.0005241412720714899,2.7035575131251327e-07,4.4949486161412326e-13,1.440248108124056e-10,2.9688288957777623e-06,6.506149166044351e-09,5.495606648047329e-09,4.6497120817030704e-07,3.570192101132643e-08,6.424119951052153e-14,1.2023853152131354e-08,3.865171028557715e-27,2.8856600477724723e-07,3.536041674963672e-07,5.936150014565289e-09
1.0809917967355424e-10,0.12990822726252158,0.0,0.0032217291544167893,0.031075056534049746,0.3188733378878451,0.3496340339013684,0.20701192022071999,0.09201879748727806,2.0961580727419905e-33,1.8727908151437392e-14,0.0003221106172913494,1.893098824240561e-10,5.9340822756517785e-24,1.6903576881496676e-21,2.2977855694505282e-08,2.0749894327259092e-17,6.808674981049675e-14,6.563480541754018e-22,1.1118542329821559e-10,1.2769379044234892e-09,5.77499844912863e-34,6.347300099853143e-06,1.3868127242171401e-22,1.3965646433618139e-15,8.60400968212697e-28,0.00032198527272531596,3.329550954790105e-26,3.612153730674831e-08,2.9265754545344954e-08,2.287895460299543e-06,5.0191369722793494e-08,2.6369227306516487e-08,4.07963354681207e-08,1.3768165126866546e-08,4.100046544287489e-08,0.0005326941262709185,4.422804771148009e-07,1.2888172521689034e-07,5.113627373712573e-07,0.000527440114542215,2.720547359806218e-07,4.552950947711182e-13,1.4688366729860457e-10,2.990956311377035e-06,6.486205875219509e-09,5.506910098948881e-09,4.7077807325584115e-07,3.6240331999908526e-08,6.577855910051297e-14,1.2254892185627755e-08,4.046668606636137e-27,2.9209858829940835e-07,3.5813152991282235e-07,6.039430979628443e-09
1.0877716307018672e-10,0.12990822726252158,0.0,0.0032217058773248426,0.03107505654913123,0.318869973662492,0.3496287060272993,0.20701191850973916,0.09201880556605388,2.2175238698481484e-33,1.9085387735472388e-14,0.0003241252696323709,1.936759018122989e-10,6.20069264147076e-24,1.7450690743281404e-21,2.3385415232160164e-08,2.1274729731235457e-17,6.894914739324488e-14,6.687749249753614e-22,1.1258275474251874e-10,1.2849462435148389e-09,5.958372446683826e-34,6.387026844263842e-06,1.4130674577376777e-22,1.4240197883546626e-15,8.882609035226562e-28,0.0003239983045864734,3.4156791067972324e-26,3.6121313491565354e-08,2.9286445092307514e-08,2.302158494971291e-06,5.019024303128444e-08,2.636903515607811e-08,4.078067236938368e-08,1.377902474883593e-08,4.099325791172991e-08,0.0005360321479992374,4.459924534727564e-07,1.2885991354277027e-07,5.149862999583558e-07,0.0005307388400893956,2.7375360072190697e-07,4.611292604114106e-13,1.497794885069362e-10,3.0131239400675462e-06,6.466411415691656e-09,5.518129719631493e-09,4.766199648508583e-07,3.678373923847069e-08,6.734301294933712e-14,1.2488915221266798e-08,4.23547498247007e-27,2.9565255541566213e-07,3.6268831372741405e-07,6.143804602043416e-09
1.094551464668192e-10,0.12990822726252158,0.0,0.003221682624231735,0.031075056566855913,0.318866609432433,0.3496233782489409,0.20701191679883266,0.09201881369612437,2.3451165493477785e-33,1.944741140301369e-14,0.00032613985234813595,1.9811682441639637e-10,6.477557529106052e-24,1.8012006235907893e-21,2.3797583456924527e-08,2.1809452591999942e-17,6.981704297912785e-14,6.813576648185089e-22,1.1398878424766192e-10,1.2929545770128212e-09,6.146375132901901e-34,6.426752542248254e-06,1.439651442768892e-22,1.4518446134297999e-15,9.16844454491371e-28,0.00032601125602433516,3.503489706567915e-26,3.612109013170237e-08,2.9307092430529763e-08,2.3164026742830294e-06,5.018911631710971e-08,2.636884319825057e-08,4.0765040686617375e-08,1.3789935679751379e-08,4.0985763246978755e-08,0.0005393701312002797,4.497035344387047e-07,1.2883545111192696e-07,5.186085310457616e-07,0.0005340374486962012,2.7545234506940337e-07,4.669973042417789e-13,1.5271249322426561e-10,3.035331780426851e-06,6.446764241423042e-09,5.529266365950358e-09,4.824968645884836e-07,3.733216233487975e-08,6.893486331074893e-14,1.272594189898431e-08,4.4318461196225864e-27,2.9922790457071903e-07,3.6727453060069126e-07,6.249274561909992e-09
1.1013312986345168e-10,0.12990822726252158,0.0,0.0032216593951808746,0.031075056587204386,0.31886324519767084,0.3496180505662996,0.20701191508800065,0.09201882187749894,2.4792149399494833e-33,1.981400836739236e-14,0.0003281543654378122,2.026335039761605e-10,6.76500555145446e-24,1.8587802735128264e-21,2.4214380459249197e-08,2.2354186108334522e-17,7.069043788526321e-14,6.9409724504453085e-22,1.1540351119310563e-10,1.3009629049159403e-09,6.339093581189878e-34,6.46647719349948e-06,1.466566729969673e-22,1.4800418920877347e-15,9.461658704413914e-28,0.00032802412703086397,3.5930052116177015e-26,3.612086723172366e-08,2.9327696546029488e-08,2.330627942796071e-06,5.018798961480235e-08,2.6368651433539137e-08,4.0749440420931817e-08,1.3800899041467952e-08,4.097799229967165e-08,0.000542708075846355,4.534136620907193e-07,1.2880840730628626e-07,5.222294201309343e-07,0.0005373359403458086,2.771509685572667e-07,4.728991723636418e-13,1.5568289991527514e-10,3.057579831032421e-06,6.427262826343163e-09,5.540320883055069e-09,4.884087541107821e-07,3.788562088768852e-08,7.055441367362911e-14,1.2965991856965903e-08,4.636333872023744e-27,3.0282463420905364e-07,3.71890192192128e-07,6.355844513637517e-09
1.1081111326008416e-10,0.12990822726252158,0.0,0.0032216361902140498,0.031075056610157456,0.3188598809582085,0.3496127229793813,0.20701191337724348,0.09201883011018698,2.6201085513579534e-33,2.0185207850752933e-14,0.00033016880890056804,2.0722679913394519e-10,7.063373754405507e-24,1.917836340046516e-21,2.4635826212120347e-08,2.2909054236180948e-17,7.156933342875321e-14,7.069946369910976e-22,1.1682693495592143e-10,1.308971227222701e-09,6.5366159499740906e-34,6.506200797710573e-06,1.4938153699789147e-22,1.5086144035523892e-15,9.762395940505636e-28,0.00033003691759802433,3.684248245398477e-26,3.612064479602915e-08,2.9348257427287535e-08,2.3448342465377015e-06,5.018686295611945e-08,2.6368459862429292e-08,4.073387157189326e-08,1.3811915906363495e-08,4.096995555114883e-08,0.0005460459819098166,4.57122780110816e-07,1.2877885006767248e-07,5.258489571157862e-07,0.000540634315021401,2.788494707207696e-07,4.788348112696324e-13,1.5869092672460355e-10,3.0798680904615593e-06,6.407905664069874e-09,5.551294105533171e-09,4.943556150687529e-07,3.844413448614e-08,7.220196875333121e-14,1.3209084731476489e-08,4.848934455510379e-27,3.0644274277490505e-07,3.765353101601233e-07,6.463518086118224e-09
1.1148909665671664e-10,0.12990822726252158,0.0,0.0032216130093714692,0.031075056635696107,0.31885651671404874,0.3496073954881924,0.2070119116665613,0.0920188383941979,2.768097914799185e-33,2.0561039084055955e-14,0.00033218318273557174,2.1189757343388412e-10,7.373007779444409e-24,1.9783975204177105e-21,2.5061940571231698e-08,2.347418168852394e-17,7.245373092668507e-14,7.2005081199386345e-22,1.1825905491079792e-10,1.3169795439316086e-09,6.7390314894136455e-34,6.545923354574535e-06,1.5213994134154855e-22,1.5375649327693477e-15,1.0070802628393039e-27,0.000332049627717782,3.7772415976229155e-26,3.612042282885986e-08,2.9368775065179742e-08,2.359021532966059e-06,5.0185736370267614e-08,2.636826848538754e-08,4.071833413757023e-08,1.382298729905931e-08,4.096166312558825e-08,0.0005493838493630613,4.608308337468159e-07,1.28746845925877e-07,5.294671322925358e-07,0.0005439325727061684,2.8054785109629716e-07,4.848041678401549e-13,1.6173679147896634e-10,3.102196557291307e-06,6.388691267633661e-09,5.5621868575521396e-09,5.003374291223263e-07,3.9007722710171877e-08,7.387783448304466e-14,1.3455240156691185e-08,5.0698465834047954e-27,3.100822287122769e-07,3.81209896162001e-07,6.572298882899391e-09
1.1216708005334912e-10,0.12990822726252158,0.0,0.003221589852691806,0.03107505666380151,0.31885315246519425,0.34960206809273897,0.2070119099559544,0.09201884672954116,2.9234949322235716e-33,2.094153130708051e-14,0.0003341974869419925,2.1664669532108743e-10,7.694262028340827e-24,2.0404928960290114e-21,2.5492743275160568e-08,2.4049693935274036e-17,7.334363169613095e-14,7.332667413864644e-22,1.196998704300459e-10,1.3249878550411676e-09,6.946430548113768e-34,6.58564486378433e-06,1.5493209108782042e-22,1.5668962704041018e-15,1.0387027106613606e-27,0.0003340622573821041,3.87200822458892e-26,3.612020133430328e-08,2.9389249452910574e-08,2.3731897509359285e-06,5.01846098841098e-08,2.6368077302862215e-08,4.0702828114577844e-08,1.383411419808165e-08,4.095312480212719e-08,0.00055272167817853,4.6453776977513675e-07,1.2871246002619642e-07,5.330839363300468e-07,0.0005472307133833071,2.822461092213439e-07,4.908071893399428e-13,1.648207116892579e-10,3.124565230098362e-06,6.36961816920507e-09,5.572999952999803e-09,5.06354177940359e-07,3.9576405130420756e-08,7.558231800517397e-14,1.3704477764527592e-08,5.299769080763574e-27,3.137430904649371e-07,3.8591396185400934e-07,6.682190482354329e-09
1.128450634499816e-10,0.12990822726252158,0.0,0.003221566720212244,0.031075056694455046,0.3188497882116478,0.34959674079302716,0.207011908245423,0.0920188551162262,3.086623234352369e-33,2.132671376842673e-14,0.0003362117215189995,2.2147503814079486e-10,8.027499829936022e-24,2.1041519353695607e-21,2.592825394554778e-08,2.4635717203150183e-17,7.423903705414813e-14,7.466433965005171e-22,1.2114938088360453e-10,1.3329961605498837e-09,7.158904579839075e-34,6.625365325032874e-06,1.577581912945804e-22,1.5966112128403023e-15,1.0711219691980775e-27,0.00033607480658295966,3.96857124950402e-26,3.611998031629851e-08,2.940968058594864e-08,2.3873388506654216e-06,5.0183483522355423e-08,2.6367886315284236e-08,4.0687353498120875e-08,1.3845297537466112e-08,4.09443500265722e-08,0.0005560594683287073,4.682435364644817e-07,1.2867575615645037e-07,5.366993602606352e-07,0.0005505287370360209,2.8394424463450897e-07,4.968438234146141e-13,1.679429045526338e-10,3.146974107458992e-06,6.350684919825387e-09,5.583734195623163e-09,5.124058432006289e-07,4.015020130822662e-08,7.731572766273455e-14,1.3956817184479481e-08,5.5386991779274054e-27,3.174253264764181e-07,3.9064751889132125e-07,6.79319643785222e-09
1.1352304684661408e-10,0.12990822726252158,0.0,0.0032215436119685144,0.03107505672763827,0.31884642395341234,0.34959141358906315,0.2070119065349674,0.09201886355426249,3.2578185477351664e-33,2.1716615725518314e-14,0.0003382258864657627,2.2638348013748894e-10,8.373093609040963e-24,2.169404496931451e-21,2.6368492087281064e-08,2.5232378475562063e-17,7.513994831777896e-14,7.601817486656178e-22,1.2260758563904673e-10,1.341004460456262e-09,7.376546150226738e-34,6.665084738013046e-06,1.6061844701769132e-22,1.6267125621779971e-15,1.1043532694561437e-27,0.00033808727531231845,4.066953962809753e-26,3.611975977864123e-08,2.943006846196387e-08,2.4014687837035254e-06,5.0182357307734875e-08,2.6367695523067733e-08,4.067191028203513e-08,1.3856538208306901e-08,4.093534792271127e-08,0.0005593972197861214,4.7194808354040895e-07,1.286367967734878e-07,5.403133954673321e-07,0.0005538266436475192,2.8564225687549303e-07,5.029140180872146e-13,1.711035869545743e-10,3.1694231879489577e-06,6.3318900891404865e-09,5.5943903791656355e-09,5.184924065898327e-07,4.072913079563711e-08,7.907837299076491e-14,1.4212278043451832e-08,5.786732444891716e-27,3.2112893519001746e-07,3.9541057892803306e-07,6.905320277926803e-09
1.1420103024324656e-10,0.12990822726252158,0.0,0.0032215205279949397,0.031075056763332908,0.3188430596904903,0.3495860864808531,0.20701190482458776,0.09201887204365945,3.437429070988042e-33,2.2111266444605025e-14,0.0003402399817814523,2.3137290445396605e-10,8.731425057457993e-24,2.2362808321327627e-21,2.681347708868202e-08,2.58398054924921e-17,7.604636680405113e-14,7.738827692093402e-22,1.2407448406158504e-10,1.3490127547588064e-09,7.599448943499549e-34,6.704803102417682e-06,1.6351306331100205e-22,1.65720312623188e-15,1.1384120432688404e-27,0.00034009966356215223,4.1671798225060076e-26,3.611953972498855e-08,2.9450413080766327e-08,2.415579502898483e-06,5.018123126115984e-08,2.6367504926610725e-08,4.065649845882755e-08,1.3867837060252792e-08,4.0926127303241874e-08,0.0005627349325233441,4.7565136215075415e-07,1.2859564302919211e-07,5.43926033671583e-07,0.000557124433201019,2.87340145485094e-07,5.090177217547669e-13,1.7430297547092943e-10,3.1919124701434336e-06,6.313232265137975e-09,5.6049692875027e-09,5.246138498035791e-07,4.1313213135411914e-08,8.087056470775597e-14,1.4470879965597213e-08,6.0447429048650255e-27,3.2485391504879663e-07,4.0020315361716525e-07,7.018565506443937e-09
1.1487901363987904e-10,0.12990822726252158,0.0,0.0032214974683244684,0.031075056801520895,0.31883969542288465,0.34958075946840317,0.20701190311428433,0.09201888058442662,3.625815860384226e-33,2.251069520076514e-14,0.0003422540074652389,2.364441991303667e-10,9.102885307138498e-24,2.3048115882472106e-21,2.7263228221696362e-08,2.6458126750377228e-17,7.69582938299776e-14,7.877474294572349e-22,1.2555007551407677e-10,1.357021043456023e-09,7.82770776917888e-34,6.744520417939584e-06,1.6644224522634522e-22,1.688085718529531e-15,1.173313924800775e-27,0.00034211197132443384,4.2692724544753423e-26,3.6119320158863666e-08,2.9470714444246743e-08,2.429670962366997e-06,5.018010540187049e-08,2.636731452629572e-08,4.064111801971515e-08,1.3879194902951732e-08,4.0916696680327795e-08,0.0005660726065129911,4.793533248318873e-07,1.2855235479599353e-07,5.475372669213699e-07,0.0005604221056797436,2.8903791000520363e-07,5.151548831848262e-13,1.7754128636994406e-10,3.2144419526169307e-06,6.294710053887519e-09,5.615471694775927e-09,5.30770154546387e-07,4.190246786102706e-08,8.269261470709749e-14,1.4732642572153553e-08,6.312762087882327e-27,3.286002644955826e-07,4.05025254610662e-07,7.132935602768002e-09
1.1555699703651152e-10,0.12990822726252158,0.0,0.003221474432988718,0.031075056842184336,0.31883633115059784,0.3495754325517195,0.20701190140405742,0.09201888917657346,3.823353224971191e-33,2.291493127790794e-14,0.00034426796351629343,2.4159825710316575e-10,9.487875105489127e-24,2.3750278113404078e-21,2.7717764642087375e-08,2.7087471501990346e-17,7.787573071255678e-14,8.017767007328274e-22,1.270343593570301e-10,1.3650293265464164e-09,8.061418568797567e-34,6.784236684271517e-06,1.6940619781353385e-22,1.7193631583096553e-15,1.209074752056106e-27,0.00034412419859113747,4.37325565280728e-26,3.611910108366034e-08,2.9490972556318538e-08,2.443743117464226e-06,5.017897974757063e-08,2.636712432249027e-08,4.06257689546625e-08,1.3890612507445756e-08,4.090706427579745e-08,0.000569410241727722,4.830539254757813e-07,1.2850699069189777e-07,5.511470875797427e-07,0.0005637196610669228,2.907355499788039e-07,5.213254515120353e-13,1.8081873561426433e-10,3.2370116339432252e-06,6.2763220792844795e-09,5.6258983655254175e-09,5.369613025316791e-07,4.249691449667934e-08,8.454483604854175e-14,1.4997585481283214e-08,6.59072142856456e-27,3.3236798197296704e-07,4.098768935593904e-07,7.248434021927208e-09
1.16234980433144e-10,0.12990822726252158,0.0,0.003221451422018006,0.03107505688530551,0.3188329668736327,0.3495701057308083,0.20701189969390726,0.09201889782010951,4.0304291313902026e-33,2.332400396877611e-14,0.00034628184993378735,2.468359762041216e-10,9.886804992838996e-24,2.4469609492127417e-21,2.817710538963249e-08,2.7727969756321527e-17,7.879867876877258e-14,8.159715543576174e-22,1.2852733494860932e-10,1.3730376040284921e-09,8.300678422612647e-34,6.823951901106212e-06,1.7240512612035904e-22,1.7510382705203244e-15,1.2457105683902517e-27,0.00034613634535423873,4.479153380122564e-26,3.611888250264728e-08,2.951118742286144e-08,2.457795924754557e-06,5.017785431455195e-08,2.6366934315547473e-08,4.061045125241823e-08,1.3902090607517992e-08,4.0897238030995935e-08,0.0005727478381402396,4.86753119297871e-07,1.2845960810504067e-07,5.547554883137448e-07,0.0005670170993457935,2.9243306494996283e-07,5.275293762346876e-13,1.841355388629251e-10,3.259621512695286e-06,6.258066982796756e-09,5.636250054820639e-09,5.431872754817789e-07,4.309657255729064e-08,8.642754294968495e-14,1.5265728307913415e-08,6.879694037924092e-27,3.3615706592330637e-07,4.1475808211314107e-07,7.365064194777765e-09
1.1691296382977648e-10,0.12990822726252158,0.0,0.0032214284354413897,0.03107505693086687,0.3188296025919918,0.34956477900567573,0.20701189798383401,0.09201890651504425,4.2474456185765044e-33,2.373794257494815e-14,0.0003482956667168926,2.521582591591866e-10,1.0300095482080254e-23,2.5206428543488515e-21,2.8641269388322772e-08,2.837975227845895e-17,7.972713931559453e-14,8.303329616510766e-22,1.300290016446407e-10,1.381045875900755e-09,8.545585556318069e-34,6.863666068136368e-06,1.75439235192587e-22,1.7831138858172133e-15,1.2832376240250938e-27,0.0003481484116057148,4.586989767897396e-26,3.6118664418972327e-08,2.95313590516666e-08,2.4718293419831247e-06,5.017672911780809e-08,2.6366744505806533e-08,4.059516490055026e-08,1.391362990099335e-08,4.0887225616302294e-08,0.0005760853957232906,4.904508628056838e-07,1.284102632177766e-07,5.583624620837178e-07,0.0005703144204995988,2.941304544638315e-07,5.337666072113014e-13,1.874919114733181e-10,3.282271587445205e-06,6.239943423214903e-09,5.6465275083896405e-09,5.494480551279063e-07,4.370146154851217e-08,8.834105077746621e-14,1.553709066357797e-08,7.179801702196386e-27,3.3996751478872217e-07,4.196688319206273e-07,7.48282952816695e-09
1.1759094722640896e-10,0.12990822726252158,0.0,0.003221405473286701,0.03107505697885106,0.3188262383056778,0.34955945237632774,0.207011896273838,0.09201891526138724,4.474819222520486e-33,2.4156776406840766e-14,0.0003503094138647812,2.5756601358737683e-10,1.0728177240494432e-23,2.5961057868737126e-21,2.9110275446565285e-08,2.904295058946949e-17,8.066111366997783e-14,8.448618939306482e-22,1.315393587986176e-10,1.3890541421617111e-09,8.796239347757233e-34,6.9033791850546514e-06,1.7850873007395595e-22,1.8155928405618357e-15,1.3216723775676527e-27,0.00035016039733754375,4.696789116787635e-26,3.611844683566656e-08,2.9551487452383145e-08,2.4858433280480653e-06,5.017560417113926e-08,2.6366554893593174e-08,4.057990988548012e-08,1.3925231050994536e-08,4.0877034440323844e-08,0.0005794229144496654,4.94147113768221e-07,1.2835901103030994e-07,5.619680021329789e-07,0.0005736116245115892,2.958277180666401e-07,5.400370946572054e-13,1.9088806850314124e-10,3.30496185676413e-06,6.221950076405484e-09,5.6567314627466665e-09,5.557436232101719e-07,4.4311600966728984e-08,9.028567603968482e-14,1.581169215626033e-08,7.490734368503039e-27,3.4379932701110126e-07,4.246091546294848e-07,7.601733405095084e-09
1.1826893062304144e-10,0.12990822726252158,0.0,0.0032213825355805756,0.03107505702924087,0.31882287401469317,0.3495541258427707,0.20701189456391947,0.09201892405914801,4.7129814112723034e-33,2.4580534783711208e-14,0.00035232309137662603,2.630601519996035e-10,1.1171491273776917e-23,2.6733824175153208e-21,2.9584142257388157e-08,2.971769696627915e-17,8.160060314886348e-14,8.59559322511745e-22,1.3305840576170635e-10,1.397062402809865e-09,9.052740333635469e-34,6.943091251553703e-06,1.816138158061739e-22,1.848477976819781e-15,1.3610314975322608e-27,0.00035217230254170506,4.808575896952979e-26,3.6118229755648213e-08,2.957157263646619e-08,2.4998378429734806e-06,5.017447948724855e-08,2.6366365479220136e-08,4.0564686192516e-08,1.3936894687154908e-08,4.0866671658777984e-08,0.0005827603942921983,4.978418311860705e-07,1.2830590538387754e-07,5.655721019778472e-07,0.0005769087113650208,2.975248553056944e-07,5.463407891411353e-13,1.9432422471232877e-10,3.3276923192222e-06,6.2040856350676716e-09,5.6668626453181855e-09,5.620739614775748e-07,4.492701029906417e-08,9.226173637653524e-14,1.608955239023796e-08,7.813776794177987e-27,3.4765250103209534e-07,4.2957906188627185e-07,7.721779184876399e-09
1.1894691401967392e-10,0.12990822726252158,0.0,0.0032213596223484905,0.031075057082019273,0.31881950971904066,0.3495487994050106,0.20701189285407856,0.09201893290833613,4.962379030374627e-33,2.5009247033659583e-14,0.00035433669925159995,2.686415917974649e-10,1.1630489112271838e-23,2.7525058305739727e-21,3.006288839864832e-08,3.0404124441553133e-17,8.25456090691783e-14,8.744262187077483e-22,1.3458614188275165e-10,1.4050706578437222e-09,9.31519021623242e-34,6.982802267326131e-06,1.8475469742891525e-22,1.881772142358944e-15,1.4013318638662063e-27,0.0003541841272101799,4.922374748381109e-26,3.611801318172644e-08,2.959161461712616e-08,2.513812847883097e-06,5.017335507783032e-08,2.6366176262987563e-08,4.054949380588511e-08,1.3948621406789642e-08,4.085614418307264e-08,0.0005860978352237666,5.015349752622353e-07,1.2825099898349066e-07,5.691747553980179e-07,0.0005802056810431575,2.9922186572937286e-07,5.526776415818433e-13,1.978005945649627e-10,3.3504629733884817e-06,6.186348808493072e-09,5.6769217745673056e-09,5.684390516879969e-07,4.554770902338323e-08,9.426955055216071e-14,1.6370690965927966e-08,8.149227924003073e-27,3.5152703529312154e-07,4.3457856533646875e-07,7.842970203298824e-09
1.196248974163064e-10,0.12990822726252158,0.0,0.003221336733614794,0.031075057137169418,0.3188161454187228,0.3495434730630536,0.20701189114431562,0.09201894180896111,5.223474758910334e-33,2.5442942493631113e-14,0.0003563502374888764,2.743112552720008e-10,1.2105632999429666e-23,2.833509526898138e-21,3.0546532333241726e-08,3.1102366803575605e-17,8.349613274783515e-14,8.894635538300066e-22,1.3612256650828205e-10,1.4130789072617875e-09,9.583691870114297e-34,7.0225122320645215e-06,1.879315799798185e-22,1.91547819064776e-15,1.4425905694788666e-27,0.0003561958713349502,5.03821048121181e-26,3.611779711660502e-08,2.9611613409279593e-08,2.527768304974596e-06,5.017223095365131e-08,2.636598724518342e-08,4.0534332708764795e-08,1.3960411776026668e-08,4.084545868859516e-08,0.0005894352372172922,5.052265073736543e-07,1.2819434342024517e-07,5.727759564272678e-07,0.0005835025335292692,3.009187488871223e-07,5.590476032447282e-13,2.013173922311653e-10,3.373273817830906e-06,6.168738322328764e-09,5.686909560116598e-09,5.748388756081989e-07,4.6173716608298494e-08,9.630943844622531e-14,1.665512747973403e-08,8.496442979417628e-27,3.5542292823536247e-07,4.3960767662447794e-07,7.965309772782702e-09
