Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93)
8.53173064270077e-09,0.06210963536780779,0.0,0.0014649846321618239,0.031075110263184432,0.31937578107959336,0.350473340810701,0.20699800338162938,0.09203469765417314,0.0,4.1877629746797893e-23,3.1841559345568164e-08,3.983069319178209e-22,0.0,1.5084335107023327e-30,7.815272984750231e-06,4.7507410334178345e-25,3.619486955901515e-24,2.0638935771387433e-40,9.519679509727543e-15,1.5733464746041285e-20,1.565404783843876e-64,4.488507955882924e-15,1.2295368437746188e-44,8.746213378029904e-23,1.1672920930679218e-42,2.7734210545713076e-08,1.1916528983875565e-42,6.626130849604262e-08,1.4179890338921954e-05,1.742654756217701e-05,1.1419487265117842e-05,2.512981721205054e-07,1.4785331166596199e-06,2.5452625405297113e-09,1.5013466915816418e-06,8.170251824912197e-10,1.282232164198676e-05,3.9141866522920485e-06,1.6969560476798651e-07,1.438372815998744e-14,1.324263632064159e-05,3.0627408988799605e-11,7.228334561357854e-07,3.7012973746397562e-09
8.557971555343666e-09,0.06210963536780779,0.0,0.0014648591904087775,0.031075110263184432,0.3193757136502911,0.35047333624917,0.20699796217092767,0.092034758403509,0.0,4.192753187055062e-23,3.193949306892512e-08,4.045314319536499e-22,0.0,1.5356969961910699e-30,7.858266583412543e-06,4.807002124276813e-25,3.641783450517895e-24,2.082993333729657e-40,9.575735903859688e-15,1.5781843145278165e-20,1.5896237852717827e-64,4.534244522535005e-15,1.2409150036731566e-44,8.848923525718322e-23,1.1883889991673182e-42,2.7807984788065516e-08,1.2061405437118711e-42,6.625489839037534e-08,1.4187045474667489e-05,1.743922338498378e-05,1.1423950862322054e-05,2.512765127370482e-07,1.4783225759392398e-06,2.5431802231902942e-09,1.5013929540082382e-06,8.218398422589571e-10,1.2866614207102911e-05,3.930307062325607e-06,1.6939189596223782e-07,1.44280381579417e-14,1.3276936436272405e-05,3.081868885321811e-11,7.297655102711284e-07,3.721952388503291e-09
8.584212467986561e-09,0.06210963536780779,0.0,0.001464733946131314,0.031075110263184432,0.3193756462977025,0.35047333173778766,0.20699792096756503,0.09203481914256786,0.0,4.19774142647312e-23,3.203742679101296e-08,4.1083835371756184e-22,0.0,1.5633648293247514e-30,7.901322543611787e-06,4.863745603456381e-25,3.6641483942535544e-24,2.1022105484921443e-40,9.631937199276601e-15,1.5830221466413283e-20,1.6141416069006785e-64,4.580328908953107e-15,1.2523631334195113e-44,8.95250122307444e-23,1.2097987791483894e-42,2.7881694894100324e-08,1.2207580993952291e-42,6.624850118190929e-08,1.4194136929802334e-05,1.7451834028231565e-05,1.1428364310840125e-05,2.5125488808051014e-07,1.4781107327868634e-06,2.541106579723633e-09,1.5014357948024828e-06,8.26667363425348e-10,1.291089417922879e-05,3.946431692999164e-06,1.6909013436021886e-07,1.4472349141466745e-14,1.3311187301061313e-05,3.1010440224834954e-11,7.367394409629799e-07,3.742658025965712e-09
8.610453380629456e-09,0.06210963536780779,0.0,0.001464608897610392,0.031075110263184432,0.31937557902128944,0.35047332727608077,0.20699787977152975,0.09203487987128824,0.0,4.202727821525793e-23,3.213536051184559e-08,4.172285661701575e-22,0.0,1.5914416851209128e-30,7.9444405903246e-06,4.9209739774618975e-25,3.686581786976404e-24,2.121545581297189e-40,9.688283187601526e-15,1.587859970944843e-20,1.638961005103569e-64,4.626762576499682e-15,1.26388144737263e-44,9.056950820083547e-23,1.231525050119456e-42,2.7955340919667403e-08,1.2355063093955573e-42,6.624211674257448e-08,1.4201165280112864e-05,1.7464380214009305e-05,1.1432728084011028e-05,2.512332978481127e-07,1.477897594777933e-06,2.5390415022719546e-09,1.5014752558193789e-06,8.315077352976276e-10,1.2955161497169706e-05,3.962560518119749e-06,1.6879029425490014e-07,1.451666111819644e-14,1.3345388836316125e-05,3.120266160989259e-11,7.437553389345508e-07,3.763414240790486e-09
8.636694293272351e-09,0.06210963536780779,0.0,0.0014644840431431915,0.031075110263184432,0.31937551182051943,0.3504733228635803,0.2069978385828102,0.09203494058960919,0.0,4.207712499390305e-23,3.2233294231436846e-08,4.237029447032994e-22,0.0,1.6199322770401116e-30,7.987620451387853e-06,4.978689756357893e-25,3.709083628554372e-24,2.1409987920140353e-40,9.744773660125647e-15,1.5926977874385417e-20,1.6640847531468813e-64,4.673546986126659e-15,1.2754701598904123e-44,9.162276671432861e-23,1.2535714589280771e-42,2.802892292056784e-08,1.250385919373823e-42,6.623574494576873e-08,1.4208131096288371e-05,1.7476862657248197e-05,1.143704265071677e-05,2.5121174173992674e-07,1.4776831694364541e-06,2.536984884288946e-09,1.5015113782110846e-06,8.363609471923309e-10,1.2999416099866548e-05,3.978693512312857e-06,1.6849235032440626e-07,1.4560974095796417e-14,1.3379540963639456e-05,3.1395351511822794e-11,7.508132945150106e-07,3.784220986787789e-09
8.662935205915247e-09,0.06210963536780779,0.0,0.0014643593810429725,0.031075110263184432,0.31937544469486423,0.3504733184998218,0.20699779740139485,0.09203500129747035,0.0,4.2126955858540334e-23,3.23312279498004e-08,4.302623711641738e-22,0.0,1.6488413571662824e-30,8.030861857477082e-06,5.036895453744263e-25,3.731653918855405e-24,2.1605705405101883e-40,9.801408407809343e-15,1.5975355961226045e-20,1.6895156412420175e-64,4.720683598371916e-15,1.2871294853297122e-44,9.268483136464079e-23,1.2759416823005187e-42,2.810244095255396e-08,1.2653976766896336e-42,6.622938566631096e-08,1.4215034943965409e-05,1.748928206578109e-05,1.1441308475424405e-05,2.5119021945884957e-07,1.4774674642362546e-06,2.5349366205249096e-09,1.501544202440265e-06,8.412269884352853e-10,1.3043657926396911e-05,3.994830651006409e-06,1.6819627762563273e-07,1.460528808196415e-14,1.341364360493018e-05,3.1588508431861714e-11,7.579133976389635e-07,3.8050782178144314e-09
8.689176118558142e-09,0.06210963536780779,0.0,0.0014642349096389371,0.031075110263184432,0.31937537764380064,0.3504733141843453,0.20699775622727226,0.09203506199481187,0.0,4.217677205338764e-23,3.24291616669498e-08,4.36907733879339e-22,0.0,1.6781737163871656e-30,8.074164542084955e-06,5.095593586732465e-25,3.754292657747459e-24,2.180261186651416e-40,9.858187221283453e-15,1.6023733969972094e-20,1.7152564765969014e-64,4.768173873355906e-15,1.2988596380463388e-44,9.375574579125953e-23,1.2986394269812783e-42,2.817589507132939e-08,1.2805423303968263e-42,6.622303878036997e-08,1.422187738377165e-05,1.7501639140401483e-05,1.1445526018227583e-05,2.51168730710579e-07,1.477250486602195e-06,2.5328966070123934e-09,1.5015737682931946e-06,8.461058483616016e-10,1.3087886915976298e-05,4.010971910414943e-06,1.6790205158798726e-07,1.464960308442884e-14,1.3447696682384888e-05,3.178213086795972e-11,7.650557378459352e-07,3.825985887773756e-09
8.715417031201037e-09,0.06210963536780779,0.0,0.0014641106272760916,0.031075110263184432,0.3193753106668104,0.3504733099166948,0.2069977150604311,0.0920351226815745,0.0,4.222657480924469e-23,3.2527095382898495e-08,4.436399276787592e-22,0.0,1.7079341845748082e-30,8.117528241499776e-06,5.154786675921766e-25,3.776999845098512e-24,2.200071090301743e-40,9.91510989085052e-15,1.607211190062537e-20,1.7413100834675354e-64,4.81601927077839e-15,1.3106608323950575e-44,9.483555367926977e-23,1.3216684298726621e-42,2.8249285332549055e-08,1.295820631239058e-42,6.621670416550268e-08,1.4228658971369444e-05,1.751393457492229e-05,1.1449695734887748e-05,2.511472752035906e-07,1.4770322439113475e-06,2.5308647410517685e-09,1.5016001148926105e-06,8.50997516315666e-10,1.3132103007959327e-05,4.027117267524048e-06,1.676096480072514e-07,1.46939191109515e-14,1.3481700118499328e-05,3.1976217315057375e-11,7.722404042798624e-07,3.846943950615576e-09
8.741657943843932e-09,0.06210963536780779,0.0,0.0014639865323151082,0.031075110263184432,0.3193752437633795,0.3504733056964191,0.20699767390086005,0.09203518335769945,0.0,4.227636534372613e-23,3.262502909765977e-08,4.504598539198275e-22,0.0,1.738127630766134e-30,8.160952694784032e-06,5.214477245375492e-25,3.79977548077655e-24,2.2200006113234577e-40,9.97217620648608e-15,1.612048975318766e-20,1.76767930320955e-64,4.864221249915307e-15,1.3225332827295903e-44,9.592429875888088e-23,1.3450324581744178e-42,2.8322611791819283e-08,1.3112333316453845e-42,6.621038170065959e-08,1.4235380257498922e-05,1.7526169056234233e-05,1.1453818076874916e-05,2.511258526491132e-07,1.4768127434941308e-06,2.528840921196805e-09,1.5016232807103296e-06,8.559019816511324e-10,1.3176306141841048e-05,4.043266700075035e-06,1.6731904303956503e-07,1.473823616932488e-14,1.3515653836069806e-05,3.2170766266402615e-11,7.794674856885895e-07,3.86795236033608e-09
8.767898856486828e-09,0.06210963536780779,0.0,0.0014638626231321921,0.031075110263184432,0.3193751769329991,0.35047330152307077,0.20699763274854804,0.09203524402312847,0.0,4.2326144861490034e-23,3.272296281124677e-08,4.573684205113731e-22,0.0,1.7687589633435758e-30,8.204437643752987e-06,5.274667822597302e-25,3.822619564649581e-24,2.2400501095771092e-40,1.002938595783992e-14,1.6168867527660754e-20,1.7943669943297522e-64,4.912781269615771e-15,1.334477203402615e-44,9.70220248049547e-23,1.368735309523414e-42,2.839587450469779e-08,1.3267811857258363e-42,6.620407126611421e-08,1.4242041788020779e-05,1.7538343264363965e-05,1.1457893491408118e-05,2.5110446276110495e-07,1.4765919926354097e-06,2.526825047240893e-09,1.501643303579629e-06,8.608192337309144e-10,1.3220496257258257e-05,4.059420186549819e-06,1.6703021319552682e-07,1.4782554267373516e-14,1.3549557758194597e-05,3.2365776212024135e-11,7.867370704233765e-07,3.8890110709777564e-09
8.794139769129723e-09,0.06210963536780779,0.0,0.0014637388981189425,0.031075110263184432,0.31937511017516473,0.35047329739620703,0.20699759160348394,0.09203530467780392,0.0,4.237591455446183e-23,3.2820896523672574e-08,4.643665419376572e-22,0.0,1.7998331302157734e-30,8.247982832953347e-06,5.335360938507489e-25,3.845532096585625e-24,2.2602199449215058e-40,1.0086738934237358e-14,1.6217245224046434e-20,1.8213760325376792e-64,4.96170078829918e-15,1.3464928087657674e-44,9.812877563653407e-23,1.3927808121333709e-42,2.8469073526693764e-08,1.34246494926699e-42,6.619777274345805e-08,1.4248644103958642e-05,1.7550457872531844e-05,1.1461922421495414e-05,2.510831052562301e-07,1.4763699985755612e-06,2.5248170202032382e-09,1.5016602207073901e-06,8.657492619271771e-10,1.3264673293990894e-05,4.0755777061560555e-06,1.6674313533440446e-07,1.4826873412953667e-14,1.3583411808275326e-05,3.256124563845772e-11,7.94049246438408e-07,3.910120036629311e-09
8.820380681772618e-09,0.06210963536780779,0.0,0.0014636153556822223,0.031075110263184432,0.31937504348937673,0.3504732933153887,0.20699755046565677,0.09203536532166855,0.0,4.2425675602053865e-23,3.2918830234950095e-08,4.714551392823545e-22,0.0,1.8313551189983334e-30,8.29158800964193e-06,5.3965591274193e-25,3.868513076452717e-24,2.280510477213718e-40,1.0144234924680537e-14,1.626562284234649e-20,1.8487093107971458e-64,5.010981263952466e-15,1.358580313169643e-44,9.924459511637197e-23,1.4171728249346353e-42,2.8542208913267905e-08,1.3582853797275304e-42,6.619148601562824e-08,1.4255187741541075e-05,1.7562513547209365e-05,1.1465905305973556e-05,2.5106177985383544e-07,1.4761467685115003e-06,2.5228167423147662e-09,1.5016740686860208e-06,8.706920556213283e-10,1.3308837191963461e-05,4.091739238812472e-06,1.6645778665846185e-07,1.4871193613953353e-14,1.3617215910018351e-05,3.2757173031182145e-11,8.014041012903109e-07,3.9312792114255996e-09
8.846621594415513e-09,0.06210963536780779,0.0,0.0014634919942440234,0.031075110263184432,0.31937497687513955,0.3504732892801814,0.20699750933505562,0.09203542595466568,0.0,4.247542917138073e-23,3.3016763945092136e-08,4.786351402525222e-22,0.0,1.8633299571946453e-30,8.33525292376445e-06,5.458264927015278e-25,3.891562504118907e-24,2.3009220663090774e-40,1.020187371784971e-14,1.6314000382562697e-20,1.8763697393777925e-64,5.0606241541274305e-15,1.3707399309637952e-44,1.0036952715046135e-22,1.441915237714003e-42,2.861528071983244e-08,1.3742432362338116e-42,6.6185210966864e-08,1.4261673232243241e-05,1.757451094817635e-05,1.1469842579547276e-05,2.5104048627592667e-07,1.4759223095976782e-06,2.5208241170048813e-09,1.5016848835051487e-06,8.756476042040115e-10,1.3352987891246492e-05,4.1079047651344355e-06,1.661741447073947e-07,1.4915514878292316e-14,1.3650969987436123e-05,3.295355687279439e-11,8.088017221376809e-07,3.952488549547541e-09
8.872862507058409e-09,0.06210963536780779,0.0,0.001463368812241334,0.031075110263184432,0.31937491033196264,0.3504732852901543,0.20699746821166978,0.09203548657673913,0.0,4.2525176417470335e-23,3.311469765411138e-08,4.859074792025582e-22,0.0,1.8957627123767537e-30,8.378977327934312e-06,5.520480878323635e-25,3.9146803794522606e-24,2.3214550720611753e-40,1.0259655102104533e-14,1.6362377844696834e-20,1.9043602459066392e-64,5.1106309159382276e-15,1.3829718764967378e-44,1.015036156875657e-22,1.4670119712545804e-42,2.8688289001751206e-08,1.390339279575408e-42,6.617894748267042e-08,1.4268101102828147e-05,1.758645072857768e-05,1.1473734672828205e-05,2.510192242471458e-07,1.4756966289470425e-06,2.5188390488883756e-09,1.5016927005630983e-06,8.806158970750976e-10,1.3397125332058056e-05,4.124074266419741e-06,1.658921873528662e-07,1.4959837213922014e-14,1.3684673964848512e-05,3.315039564148115e-11,8.16242195740616e-07,3.9737480052220405e-09
8.899103419701304e-09,0.06210963536780779,0.0,0.001463245808126007,0.031075110263184432,0.3193748438593598,0.3504732813448811,0.2069974270954884,0.09203554718783313,0.0,4.257491848347089e-23,3.321263136202039e-08,4.932730971581425e-22,0.0,1.928658492366288e-30,8.422760977411507e-06,5.58320952569464e-25,3.937866702320857e-24,2.342109854321866e-40,1.0317578865485388e-14,1.6410755228750678e-20,1.9326837754196253e-64,5.161003006058938e-15,1.3952763641159446e-44,1.0264690471875017e-22,1.492466977475692e-42,2.8761233814339666e-08,1.4065742722006644e-42,6.617269544984007e-08,1.4274471875387595e-05,1.7598333534979807e-05,1.1477582012373412e-05,2.50997993494748e-07,1.475469733631972e-06,2.5168614437515537e-09,1.5016975546781479e-06,8.855969236436764e-10,1.3441249454765303e-05,4.140247724634607e-06,1.656118927931522e-07,1.5004160628825644e-14,1.3718327766884153e-05,3.334768781504852e-11,8.237256084602516e-07,3.995057532721925e-09
8.925344332344199e-09,0.06210963536780779,0.0,0.0014631229803646344,0.031075110263184432,0.3193747774568492,0.350473277443939,0.20699738598650097,0.0920356077878925,0.0,4.2624656500853854e-23,3.331056506883161e-08,5.007329418401697e-22,0.0,1.9620224454154334e-30,8.46660363008151e-06,5.646453416777024e-25,3.961121472592792e-24,2.3628867729412635e-40,1.0375644795714657e-14,1.6459132534726e-20,1.9613432904131654e-64,5.211741880721277e-15,1.407653608167851e-44,1.0379943827691324e-22,1.5182842395728198e-42,2.8834115212864977e-08,1.4229489782122375e-42,6.616645475643996e-08,1.4280786067382712e-05,1.7610160007426866e-05,1.1481385020723609e-05,2.509767937485787e-07,1.475241630685173e-06,2.5148912085394302e-09,1.5016994800995761e-06,8.905906733280484e-10,1.3485360199886047e-05,4.156425122399876e-06,1.6533323954789258e-07,1.5048485131018088e-14,1.3751931318481767e-05,3.3545431869324e-11,8.312520462583083e-07,4.016417086365858e-09
8.951585244987094e-09,0.06210963536780779,0.0,0.001463000327438412,0.031075110263184432,0.31937471112395327,0.35047327358690944,0.20699734488469684,0.09203566837686249,0.0,4.2674391589613084e-23,3.340849877455735e-08,5.0828796768866725e-22,0.0,1.9958597603879643e-30,8.51050504643432e-06,5.710215102494426e-25,3.9844446901361725e-24,2.383786187767744e-40,1.043385268019807e-14,1.6507509762624572e-20,1.9903417708956883e-64,5.26284899571238e-15,1.4201038229978533e-44,1.049612604363194e-22,1.5444677721575844e-42,2.8906933252545987e-08,1.4394641633626333e-42,6.616022529176672e-08,1.4287044191684158e-05,1.762193077949647e-05,1.148514411644096e-05,2.509556247410511e-07,1.4750123271005538e-06,2.5129282513435086e-09,1.5016985105185022e-06,8.955971355557185e-10,1.3529457508090349e-05,4.172606442977437e-06,1.6505620645292887e-07,1.5092810728545933e-14,1.3785484544891433e-05,3.3743626274221085e-11,8.388215946966492e-07,4.0378266205182784e-09
8.97782615762999e-09,0.06210963536780779,0.0,0.0014628778478430141,0.031075110263184432,0.31937464486019906,0.35047326977337806,0.20699730379006565,0.09203572895468876,0.0,4.2724124858459977e-23,3.350643247920985e-08,5.159391358867008e-22,0.0,2.0301756669403105e-30,8.55446498954352e-06,5.774497137021849e-25,4.007836354819123e-24,2.4048084586479437e-40,1.0492202306026e-14,1.6555886912448167e-20,2.0196822144391928e-64,5.314325806372731e-15,1.4326272229503113e-44,1.061324153121321e-22,1.571021621397763e-42,2.8979687988553344e-08,1.4561205950497404e-42,6.615400694634746e-08,1.4293246756611988e-05,1.7633646478355137e-05,1.1488859714146584e-05,2.509344862071237e-07,1.4747818298340648e-06,2.5109724813880516e-09,1.5016946790785172e-06,9.006162997633851e-10,1.3573541320202185e-05,4.188791670256856e-06,1.6478077265524557e-07,1.513713742948747e-14,1.3818987371675906e-05,3.3942269499724144e-11,8.464343389368333e-07,4.059286089589311e-09
9.004067070272885e-09,0.06210963536780779,0.0,0.0014627555400884666,0.031075110263184432,0.3193745786651177,0.35047326600293394,0.20699726270259697,0.09203578952131751,0.0,4.2773857405015056e-23,3.3604366182801163e-08,5.236874143842695e-22,0.0,2.064975435702675e-30,8.598483225045395e-06,5.839302077762144e-25,4.031296466509781e-24,2.425953945426762e-40,1.0550693459974797e-14,1.6604263984198543e-20,2.0493676362307847e-64,5.366173767594176e-15,1.445224022368548e-44,1.0731294705994756e-22,1.5979498651573347e-42,2.9052379476009494e-08,1.4729190423123532e-42,6.614779961194581e-08,1.4299394265975131e-05,1.764530772481343e-05,1.1492532224557636e-05,2.509133778842778e-07,1.4745501458045146e-06,2.5090238090174926e-09,1.501688018386117e-06,9.056481553969353e-10,1.361761157720111e-05,4.204980788742188e-06,1.6450691760801787e-07,1.5181465241952648e-14,1.3852439724711862e-05,3.4141360015769786e-11,8.54090363739684e-07,4.080795448034716e-09
9.03030798291578e-09,0.06210963536780779,0.0,0.0014626334026990205,0.031075110263184432,0.3193745125382448,0.3504732622751701,0.20699722162228051,0.09203585007669537,0.0,4.282359031599568e-23,3.3702299885343313e-08,5.315337779221858e-22,0.0,2.1002643784601875e-30,8.642559521118151e-06,5.904632485322513e-25,4.054825025076295e-24,2.447223007947357e-40,1.0609325928508122e-14,1.6652640977877468e-20,2.079401069124228e-64,5.41839433381804e-15,1.4578944355948486e-44,1.085028998753295e-22,1.6252566131365606e-42,2.9125007769988736e-08,1.4898602758256987e-42,6.614160318152616e-08,1.4305487219110573e-05,1.7656915133380714e-05,1.1496162054524127e-05,2.5089229951249593e-07,1.4743172818943572e-06,2.507082145685323e-09,1.5016785605209353e-06,9.10692691911434e-10,1.3661668220223929e-05,4.221173783539013e-06,1.642346210657325e-07,1.5225794174083103e-14,1.3885841530191175e-05,3.434089628422284e-11,8.617897534648709e-07,4.102354650355804e-09
9.056548895558675e-09,0.06210963536780779,0.0,0.0014625114342130244,0.031075110263184432,0.31937444647912006,0.3504732585896839,0.20699718054910615,0.09203591062076943,0.0,4.2873324667400386e-23,3.3800233586848126e-08,5.394792080559459e-22,0.0,2.1360478483341057e-30,8.686693648461213e-06,5.970490923491046e-25,4.078422030386834e-24,2.46861600605115e-40,1.0668099497778268e-14,1.6701017893486706e-20,2.1097855636914895e-64,5.470988959033352e-15,1.4706386769704643e-44,1.0970231799334372e-22,1.6529460070120934e-42,2.919757292551726e-08,1.5069450678969487e-42,6.613541754923483e-08,1.4311526110922145e-05,1.766846931231952e-05,1.1499749607065308e-05,2.508712508342392e-07,1.4740832449504546e-06,2.5051474039405397e-09,1.5016663370457878e-06,9.157498987711178e-10,1.3705711190566443e-05,4.237370640341662e-06,1.6396386307940164e-07,1.5270124234052128e-14,1.3919192714622142e-05,3.4540876766667193e-11,8.695325920704841e-07,4.1239636510993696e-09
9.08278980820157e-09,0.06210963536780779,0.0,0.0014623896331828028,0.031075110263184432,0.31937438048728745,0.35047325494607573,0.20699713948306367,0.09203597115348718,0.0,4.292306152468959e-23,3.389816728732738e-08,5.475246931795871e-22,0.0,2.1723312399630423e-30,8.73088538027455e-06,6.036879959213269e-25,4.1020874823095795e-24,2.4901332995778238e-40,1.0727013953627519e-14,1.6749394731028007e-20,2.1405241882742798e-64,5.52395909677517e-15,1.48345696083561e-44,1.1091124568809455e-22,1.6810222205771146e-42,2.9270074997573205e-08,1.5241741924607327e-42,6.612924261040975e-08,1.4317511431919017e-05,1.7679970863699684e-05,1.1503295281405777e-05,2.508502315944261e-07,1.4738480417848108e-06,2.503219497414815e-09,1.5016513790165172e-06,9.20819765449386e-10,1.3749740429685166e-05,4.253571345420626e-06,1.63694623991891e-07,1.5314455430064684e-14,1.3952493204830722e-05,3.474129992823769e-11,8.773189631126187e-07,4.145622404857628e-09
9.109030720844466e-09,0.06210963536780779,0.0,0.001462267998174532,0.031075110263184432,0.3193743145622951,0.3504732513439504,0.20699709842414304,0.0920360316747966,0.0,4.297280194296292e-23,3.399610098679271e-08,5.556712285495329e-22,0.0,2.2091199896842295e-30,8.775134492238135e-06,6.103802162568729e-25,4.125821380712721e-24,2.511775248365322e-40,1.078606908158948e-14,1.6797771490503137e-20,2.1716200290356015e-64,5.577306200123e-15,1.4963495015294683e-44,1.1212972727226065e-22,1.7094894598814976e-42,2.934251404108669e-08,1.5415484250746442e-42,6.612307826156038e-08,1.4323443668253833e-05,1.7691420383452025e-05,1.1506799473011225e-05,2.5082924154041033e-07,1.4736116791752883e-06,2.50129834081284e-09,1.5016337169916603e-06,9.259022814287938e-10,1.379375587919911e-05,4.269775885610174e-06,1.6342688443330693e-07,1.535878777035736e-14,1.3985742927961745e-05,3.4942164223385255e-11,8.851489497449852e-07,4.16733086626814e-09
9.135271633487361e-09,0.06210963536780779,0.0,0.001462146527768115,0.031075110263184432,0.31937424870369524,0.35047324778291605,0.20699705737233431,0.09203609218464608,0.0,4.302254696713322e-23,3.409403468525566e-08,5.639198163084267e-22,0.0,2.24641957571482e-30,8.819440762491448e-06,6.171260106747597e-25,4.149623725464469e-24,2.5335422122498495e-40,1.0845264666890432e-14,1.684614817191385e-20,2.2030761900112897e-64,5.631031721699307e-15,1.5093165133901867e-44,1.133578070966329e-22,1.7383519633719874e-42,2.9414890110939863e-08,1.559068542914742e-42,6.611692440033888e-08,1.4329323301760514e-05,1.770281846142168e-05,1.1510262573623834e-05,2.508082804219596e-07,1.473374163866292e-06,2.499383849899152e-09,1.5016133810419253e-06,9.309974362010427e-10,1.383775748089154e-05,4.285984248296155e-06,1.631606253164598e-07,1.540312126319839e-14,1.4018941811480111e-05,3.514346810404401e-11,8.930226347185052e-07,4.189088990013747e-09
9.161512546130256e-09,0.06210963536780779,0.0,0.0014620252205570633,0.031075110263184432,0.3193741829110441,0.35047324426258464,0.2069970163276276,0.09203615268298443,0.0,4.307229763209715e-23,3.419196838272764e-08,5.7227146550895435e-22,0.0,2.284235518333208e-30,8.863803971613059e-06,6.239256368027284e-25,4.173494516433044e-24,2.5554345510658735e-40,1.0904600494450693e-14,1.6894524775261887e-20,2.2348957931615582e-64,5.685137113668136e-15,1.5223582107548796e-44,1.1459552954965167e-22,1.7676140020324175e-42,2.948720326196695e-08,1.576735324771047e-42,6.611078092554292e-08,1.4335150809991733e-05,1.7714165681421162e-05,1.1513684971297355e-05,2.5078734799123464e-07,1.4731355025694403e-06,2.4974759414843624e-09,1.5015904007594898e-06,9.361052192669738e-10,1.3881745176711794e-05,4.302196421403983e-06,1.628958278324565e-07,1.544745591688764e-14,1.4052089783171973e-05,3.534521003170759e-11,9.009401003809094e-07,4.210896730822506e-09
9.187753458773151e-09,0.06210963536780779,0.0,0.0014619040751483754,0.031075110263184432,0.31937411718390213,0.3504732407825717,0.2069969752900131,0.09203621316976086,0.0,4.31220549629028e-23,3.428990207921998e-08,5.807271921376529e-22,0.0,2.3225733800603864e-30,8.9082239026003e-06,6.307793525749116e-25,4.19743375348668e-24,2.5774526246461234e-40,1.0964076348885973e-14,1.6942901300549006e-20,2.267081978422539e-64,5.7396238277338054e-15,1.5354748079596294e-44,1.1584293905694547e-22,1.797279879523931e-42,2.955945354895427e-08,1.594549551043031e-42,6.610464773710864e-08,1.4340926666256094e-05,1.7725462621283042e-05,1.1517067050431867e-05,2.5076644400276745e-07,1.4728957019642033e-06,2.495574533417243e-09,1.501564805267125e-06,9.41225620136559e-10,1.392571890877708e-05,4.318412393386803e-06,1.626324734463431e-07,1.5491791739756594e-14,1.4085186771145914e-05,3.554738845492536e-11,9.089014286763773e-07,4.232754043467623e-09
9.213994371416047e-09,0.06210963536780779,0.0,0.0014617830901624148,0.031075110263184432,0.3193740515218337,0.3504732373424966,0.20699693425948104,0.09203627364492503,0.0,4.317181997491392e-23,3.438783577474388e-08,5.892880191387108e-22,0.0,2.3614387658413183e-30,8.952700340849044e-06,6.376874162294994e-25,4.221441436493629e-24,2.5995967928215883e-40,1.1023692014508747e-14,1.699127774777695e-20,2.299637903757823e-64,5.794493315139708e-15,1.5486665193394884e-44,1.1710008008087037e-22,1.8273539323252306e-42,2.963164102664032e-08,1.6125120037351083e-42,6.609852473608143e-08,1.43466513396549e-05,1.7736709852912136e-05,1.1520409191808184e-05,2.507455682134404e-07,1.472654768698528e-06,2.4936795445725945e-09,1.5015366232271403e-06,9.463586283288945e-10,1.3969678619374334e-05,4.334632153213859e-06,1.6237054389279163e-07,1.553612874016834e-14,1.4118232703834095e-05,3.5750001813813826e-11,9.169067011451602e-07,4.254660882767385e-09
9.240235284058942e-09,0.06210963536780779,0.0,0.0014616622642327941,0.031075110263184432,0.31937398592440736,0.35047323394198204,0.20699689323602186,0.09203633410842703,0.0,4.322159367397132e-23,3.448576946931045e-08,5.9795497643775515e-22,0.0,2.4008373232263413e-30,8.997233074133519e-06,6.446500863064095e-25,4.245517565322149e-24,2.62186741542152e-40,1.1083447275329607e-14,1.7039654116947476e-20,2.3325667452100084e-64,5.849747026667179e-15,1.5619335592284754e-44,1.1836699712004972e-22,1.857840529872837e-42,2.970376574971579e-08,1.6306234664521115e-42,6.609241182460959e-08,1.4352325295118723e-05,1.7747907942337553e-05,1.1523711772621946e-05,2.507247203824659e-07,1.4724127093894417e-06,2.4917908948354338e-09,1.5015058828501624e-06,9.515042333721905e-10,1.4013624250962011e-05,4.350855690359011e-06,1.6211002117194121e-07,1.558046692651757e-14,1.4151227509993389e-05,3.59530485670361e-11,9.249559989231843e-07,4.276617203585101e-09
