Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210)
1.253195471425778e-20,0.08478463093452131,0.0,0.002105202386103626,0.031075110263184432,0.3194096818763551,0.3504847921395394,0.2070122201802149,0.09201819554070574,0.0,2.6082775447077328e-51,7.509164784222579e-17,7.885725205045578e-49,0.0,2.6208419871202255e-83,2.296987347997345e-35,4.0458364743522845e-59,4.5838629714724615e-43,1.3974220721302935e-62,3.312868728007721e-34,1.326050090970314e-25,7.305522364028314e-102,1.1352519069948004e-21,2.907713664370301e-65,1.987549860122473e-55,3.491165517272975e-92,7.509164797482607e-17,1.849897161885766e-77,2.3670200567704063e-16,8.090614653460388e-17,5.145084377938746e-17,6.427498487573196e-17,5.3238350385951706e-17,2.5889966896952625e-17,6.468680892613742e-21,1.4668494211214457e-27,4.830702625786507e-20,1.7973744777931653e-37,1.4668494210842132e-27,2.0420862888993254e-29,4.717177434632329e-20,2.5554408198567823e-17
2.507479731271561e-20,0.08478463093452131,0.0,0.0021052023861030875,0.031075110263184432,0.319409681876355,0.35048479213953926,0.2070122201802148,0.0920181955407055,0.0,2.0887374419358788e-50,1.5024853603878882e-16,6.31497576859364e-48,0.0,8.397049586457582e-82,9.194154484661915e-35,3.239184550078602e-58,1.8347397777553585e-42,1.1190710168741775e-61,1.3260108497098636e-33,2.653252267163017e-25,2.3412665639360994e-100,2.271490131893167e-21,2.3285291910448795e-64,1.5912486117904555e-54,1.1185523624200332e-90,1.5024853630409458e-16,2.963279841745417e-76,4.736096586327872e-16,1.618825850974394e-16,1.0294638856697515e-16,1.2860581247536316e-16,1.0652295471321644e-16,5.180242725471343e-17,1.2942984733799987e-20,5.871220404662953e-27,9.665602213993758e-20,1.4389924629029622e-36,5.8712204043648685e-27,8.173668553470655e-29,9.438453198921156e-20,5.1131018315622605e-17
5.016048250963127e-20,0.08478463093452131,0.0,0.0021052023861020106,0.031075110263184432,0.31940968187635477,0.350484792139539,0.20701222018021465,0.09201819554070503,0.0,1.6718365295506401e-49,3.005623124319147e-16,5.054540106954314e-47,0.0,2.6887144429832293e-80,3.6790346216891967e-34,2.5924206541075263e-57,7.341348970253478e-42,8.957103787241179e-61,5.305770607953073e-33,5.30765661954842e-25,7.497656845199043e-99,4.543966581689925e-21,1.8637671176640566e-63,1.2734828357592036e-53,3.581576910953575e-89,3.0056231296260137e-16,4.744005059113841e-75,9.474249593607454e-16,3.238354621656397e-16,2.0593747818559012e-16,2.5726746764941647e-16,2.1309216320103234e-16,1.0362734798716664e-16,2.589160110695017e-20,2.3492529239473694e-26,1.933540139333001e-19,1.1516313095706777e-35,2.3492529237088118e-26,3.270533345361866e-28,1.8881004727498803e-19,1.0228423854967976e-16
1.0033185290346259e-19,0.08478463093452131,0.0,0.0021052023860998565,0.031075110263184432,0.3194096818763543,0.3504847921395384,0.20701222018021434,0.09201819554070409,0.0,1.337807936751604e-48,6.011898652181662e-16,4.044656132457152e-46,0.0,8.606544241346012e-79,1.4719936228379243e-33,2.0744721251060626e-56,2.937017628037736e-41,7.167497733824418e-60,2.1226537342123295e-32,1.061646532431922e-24,2.400147188209084e-97,9.088919481283542e-21,1.4913912922681507e-62,1.0189802886990489e-52,1.1464586808318683e-87,6.011898662794939e-16,7.592614667139185e-74,1.895055540082522e-15,6.477412160721574e-16,4.1191965759657847e-16,5.145907778966866e-16,4.2623057950980994e-16,2.0727718951979941e-16,5.178886861636078e-20,9.398541439099671e-26,3.8674999763689526e-19,9.21480020817158e-35,9.398541437190859e-26,1.3084273061227714e-27,3.776610778465405e-19,2.045906790175846e-16
2.0067459369112524e-19,0.08478463093452131,0.0,0.002105202386095549,0.031075110263184432,0.3194096818763535,0.3504847921395373,0.2070122201802137,0.09201819554070219,0.0,1.0703818511881304e-47,1.2024449707906672e-15,3.236134574736706e-45,0.0,2.7545216488947583e-77,5.889575469623381e-33,1.659962056919876e-55,1.1749026660113621e-40,5.734724157300464e-59,8.491305968106852e-32,2.1234082733860782e-24,7.6819065053222e-96,1.8178825280471186e-20,1.1932640915107956e-61,8.152624876141523e-52,3.6692372299880286e-86,1.2024449729127953e-15,1.2149949014580397e-72,3.790316618589518e-15,1.2955527229656615e-15,8.238840171135887e-16,1.0292373979878809e-15,8.525074094599485e-16,4.145768728559704e-16,1.0358354268761698e-19,3.7597225470957102e-25,7.735419655115657e-19,7.372540135148386e-34,3.759722545568557e-25,5.234143213577463e-27,7.553631389896438e-19,4.0920355995255615e-16
4.013600752664505e-19,0.08478463093452131,0.0,0.002105202386086933,0.031075110263184432,0.31940968187635177,0.3504847921395351,0.20701222018021245,0.0920181955406984,0.0,8.563596849737558e-47,2.4049551819356615e-15,2.589071537300652e-44,0.0,8.815166956322204e-76,2.3568235035829127e-32,1.3283955504779257e-54,4.6998019004470236e-40,4.5880697316625785e-58,3.3966605984033465e-31,4.246931755294379e-24,2.4584397867268753e-94,3.635863687884811e-20,9.546716999754785e-61,6.522423189666616e-51,1.1742488494436636e-84,2.404955186177462e-15,1.9441330976651866e-71,7.580838443857315e-15,2.5911757330745436e-15,1.647812738927743e-15,2.0585306365568862e-15,1.7050610586905587e-15,8.291762406119341e-16,2.0717344703982795e-19,1.5039502161121803e-24,1.547125903130827e-18,5.898312112430448e-33,1.5039502148903724e-24,2.093748904518623e-26,1.5107672612758448e-18,8.184293218191472e-16
8.027310384171011e-19,0.08478463093452131,0.0,0.002105202386069701,0.031075110263184432,0.31940968187634833,0.35048479213953065,0.20701222018020993,0.09201819554069082,0.0,6.851094302500035e-46,4.809975604225619e-15,2.071322782845766e-43,0.0,2.8209737834764644e-74,9.43466558262822e-32,1.0633222571793368e-53,1.8799590081400602e-39,3.6705719512040904e-57,1.3586918820760216e-30,8.493978719110924e-24,7.86737486519303e-93,7.27182600756085e-20,7.637615314247727e-60,5.218084263497073e-50,3.75775664025923e-83,4.809975612699056e-15,3.110725965135747e-70,1.5161880767408354e-14,5.1824217385798034e-15,3.295670193676587e-15,4.117117107241363e-15,3.4101683144731126e-15,1.658374980458348e-15,4.1435548058280607e-19,6.015923267607218e-24,3.094293785849032e-18,4.718761697721698e-32,6.015923257832495e-24,8.375217405175015e-26,3.021575505848221e-18,1.6368808455389197e-15
1.6054729647184022e-18,0.08478463093452131,0.0,0.0021052023860352377,0.031075110263184432,0.3194096818763415,0.3504847921395217,0.20701222018020488,0.09201819554067565,0.0,5.480962172407309e-45,9.620016448805413e-15,1.657084447879082e-42,0.0,9.027364514598796e-73,3.7796484939124387e-31,8.515968592320187e-53,7.519912529163942e-39,2.9365040280218567e-56,5.434822814149235e-30,1.698807264674381e-23,2.5176187660587267e-91,1.454375064691554e-19,6.11018893865079e-59,4.1745519248927344e-49,1.2025152124799482e-81,9.620016465711277e-15,4.977251953097459e-69,3.0323960106574083e-14,1.0364913690740313e-14,6.591385147656421e-15,8.234290022796181e-15,6.820382655323564e-15,3.3167724774891224e-15,8.287284470200164e-19,2.4063937930372824e-23,6.188629581204172e-18,3.775054166786504e-31,2.406393785217408e-23,3.350162156497452e-25,6.0431919949928745e-18,3.2737838929248294e-15
3.2109568173210045e-18,0.08478463093452131,0.0,0.002105202385966311,0.031075110263184432,0.3194096818763278,0.35048479213950384,0.20701222018019477,0.09201819554064533,0.0,4.3848044303532195e-44,1.9240098137964505e-14,1.3256780470246861e-41,0.0,2.888832122380381e-71,1.51646220746244e-30,6.827678714240545e-52,3.0079803110546445e-38,2.3492218093826202e-55,2.1739401828168768e-29,3.3976260502008743e-23,8.056474147358324e-90,2.908759992563537e-19,4.888189826116264e-58,3.3397173116494545e-48,3.8481492079617814e-80,1.924009817161186e-14,7.963675452583978e-68,6.0648097553175e-14,2.0729897359661288e-14,1.3182815233544712e-14,1.646863575064928e-14,1.364081065416591e-14,6.633567540902457e-15,1.6575099772796656e-18,9.625624185514654e-23,1.2377301291589367e-17,3.0200612648276126e-30,9.625624122954588e-23,1.3401045708651472e-24,1.2086424973281786e-17,6.5475899874821054e-15
6.421924522526209e-18,0.08478463093452131,0.0,0.0021052023858284573,0.031075110263184432,0.3194096818763004,0.35048479213946815,0.2070122201801746,0.09201819554058469,0.0,3.5078574213061108e-43,3.8480261516280736e-14,1.0605466331249782e-40,0.0,9.244612242243458e-70,6.102625314449333e-30,5.485940709455217e-51,1.2031951843066711e-37,1.8793848823203376e-54,8.695782845142625e-29,6.795263621253524e-23,2.578086782609813e-88,5.817529848311687e-19,3.910567331029504e-57,2.6718713035840294e-47,1.2314542870307058e-78,3.8480261582917565e-14,1.274193858584037e-66,1.212962875195736e-13,4.1459863755903105e-14,2.6365676117035904e-14,3.2937326793329334e-14,2.7281663920416908e-14,1.3267157945136215e-14,3.315215427176111e-18,3.8502595098281255e-22,2.475464519105943e-17,2.4160561969849466e-29,3.8502594597798567e-22,5.360695054614296e-24,2.4172890929858027e-17,1.3095202175738482e-14
1.2843859932936618e-17,0.08478463093452131,0.0,0.002105202385552751,0.031075110263184432,0.3194096818762457,0.3504847921393967,0.2070122201801342,0.09201819554046338,0.0,2.806291487864328e-42,7.696058827290536e-14,8.484389847063249e-40,0.0,2.9584781887018037e-68,2.4704621197060467e-29,4.426809585760903e-50,4.812786857004643e-37,1.5035108797873619e-53,3.47831756044623e-28,1.359053876335748e-22,8.249901793156035e-87,1.1635069559824716e-18,3.1284600528887658e-56,2.137643457448506e-46,3.940923101472268e-77,7.696058840354719e-14,2.038714802461163e-65,2.425923277461092e-13,8.291979278198661e-14,5.273140073087804e-14,6.587470722658498e-14,5.4563359527188565e-14,2.6534339863231818e-14,6.631195883169428e-18,1.5401057973997437e-21,4.950933490479823e-17,1.9328478517047095e-28,1.5401057573610625e-21,2.1444912594138443e-23,4.834582284300418e-17,2.619042654881854e-14
1.9265795343347027e-17,0.08478463093452131,0.0,0.002105202385277045,0.031075110263184432,0.31940968187619095,0.35048479213932526,0.20701222018009383,0.09201819554034207,0.0,8.331182538104242e-42,1.1544091502952213e-13,2.518804651835818e-39,0.0,1.3840827544999955e-67,5.299361492569371e-29,1.2730447270876813e-49,1.022717589600007e-36,4.463550433624785e-53,7.391427579503096e-28,2.038581390546009e-22,3.946903620103255e-86,1.7452609271354474e-18,9.287621003196342e-56,6.1125996482476714e-46,1.8437058914652947e-76,1.15440915222195e-13,7.772567399780427e-65,3.638880282673345e-13,1.243797180416703e-13,7.909712819157972e-14,9.881208600773623e-14,8.184504420823427e-14,3.9801522890955185e-14,9.947745894305997e-18,3.2727260949611984e-21,7.426402653333573e-17,5.5267389754097985e-28,3.2727259803921756e-21,4.5573548181411624e-23,7.251875475614401e-17,3.92856509184659e-14
2.5687730753757436e-17,0.08478463093452131,0.0,0.0021052023850013394,0.031075110263184432,0.3194096818761362,0.3504847921392538,0.20701222018005344,0.09201819554022077,0.0,1.815321384727596e-41,1.5392124178613105e-13,5.488344454729287e-39,0.0,4.4653056375375374e-67,9.122693478887463e-29,2.7020856941610767e-49,1.744636230129485e-36,9.725844460746969e-53,1.2608908341342943e-27,2.7181089047561363e-22,1.306289533756489e-85,2.327014898290096e-18,2.0237243564443402e-55,1.2893880590727934e-45,5.948134402736543e-76,1.5392124203886104e-13,2.0912256036834242e-64,4.851833890842009e-13,1.6583963953495452e-13,1.0546285849914364e-13,1.3174946313678318e-13,1.0912671796355838e-13,5.3068707028305996e-14,1.326486545902658e-17,5.5828868667068184e-21,9.901872007667188e-17,1.1657495680985709e-27,5.582886625057655e-21,7.774798328833754e-23,9.669168666927748e-17,5.238087528468058e-14
3.853160157457825e-17,0.08478463093452131,0.0,0.0021052023844499285,0.031075110263184432,0.3194096818760267,0.35048479213911093,0.2070122201799727,0.09201819553997818,0.0,5.269319648657177e-41,2.3088189529933055e-13,1.5930975923754882e-38,0.0,2.458164342246328e-66,1.920406063426186e-28,7.482760606537152e-49,3.612048403279877e-36,2.8231135130096493e-52,2.6105148137840423e-27,4.077163933176075e-22,7.621786753227233e-85,3.49052284060332e-18,5.874249377873242e-55,3.5221054031549364e-45,3.2744660157145294e-75,2.308818956675419e-13,8.457858334434427e-64,7.277733134555529e-13,2.487594736820152e-13,1.5819432579568888e-13,1.976242135174897e-13,1.6369003983222042e-13,7.96030779072344e-14,1.9900441291431697e-17,1.1558660614787485e-20,1.4852811165725947e-16,3.184024341658821e-27,1.1558659955019694e-20,1.6098413774189783e-22,1.450375504955296e-16,7.857132400905363e-14
5.137547239539907e-17,0.08478463093452131,0.0,0.002105202383898519,0.031075110263184432,0.3194096818759172,0.35048479213896805,0.20701222017989196,0.09201819553973559,0.0,1.1523409787594721e-40,3.0784254881250114e-13,3.483925366586675e-38,0.0,7.889431987944154e-66,3.319798910668901e-28,1.585105888614812e-48,6.143148937372615e-36,6.173831928301648e-52,4.4398024365599406e-27,5.436218961595519e-22,2.535861223149337e-84,4.654030782922693e-18,1.2846323109852463e-54,7.370156217384338e-45,1.0509336621526813e-74,3.0784254928893505e-13,2.2909491257344542e-63,9.703619886207221e-13,3.3167929397868475e-13,2.109258035611725e-13,2.6349895782282016e-13,2.1825332152314386e-13,1.0613745286665617e-13,2.6538111564624076e-17,1.9658256861177723e-20,1.9803751027924472e-16,6.662044875197361e-27,1.9658255480921296e-20,2.738190425860717e-22,1.933834143217584e-16,1.0476177272080354e-13
6.421934321621989e-17,0.08478463093452131,0.0,0.0021052023833471106,0.031075110263184432,0.31940968187580765,0.35048479213882516,0.20701222017981122,0.09201819553949299,0.0,2.1619487475644767e-40,3.848032023256409e-13,6.536318868937758e-38,0.0,2.061634693852885e-65,5.156040147663533e-28,2.92205927335134e-48,9.385344143904889e-36,1.1582950230091227e-51,6.783015391028172e-27,6.795273990014434e-22,6.83760913104456e-84,5.8175387252486594e-18,2.4101453189703692e-54,1.3418460520128103e-44,2.746257609814668e-74,3.848032029025198e-13,5.146476230149455e-63,1.2129493253570549e-12,4.145990994356519e-13,2.6365729254338417e-13,3.2937369561881977e-13,2.728165601665194e-13,1.3267183219803307e-13,3.317802587277589e-17,3.0033377366683865e-20,2.475469164455846e-16,1.2127999303066076e-26,3.003337485415918e-20,4.1837612818459245e-22,2.417292781479623e-16,1.3095222141902866e-13
8.990708485786152e-17,0.08478463093452131,0.0,0.0021052023822442987,0.031075110263184432,0.31940968187558866,0.3504847921385394,0.2070122201796497,0.09201819553900781,0.0,5.915486512243798e-40,5.387245093518257e-13,1.7884561857762186e-37,0.0,1.1535972158495932e-64,1.0283375613962563e-27,7.952874108276323e-48,1.8047685409018373e-35,3.1693066699795065e-51,1.304349909609899e-26,9.513384046850643e-22,4.031019372729466e-83,8.144554609920777e-18,6.594597648519701e-54,3.5437648560673485e-44,1.5366810369697825e-73,5.387245101057738e-13,1.9957292968579047e-62,1.6981198995139845e-12,5.804386648983513e-13,3.691203048626194e-13,4.61123151273952e-13,3.8194290560682825e-13,1.8574060425125923e-13,4.646472749179795e-17,5.775312740692897e-20,3.4656575188522073e-16,3.2021499695944884e-26,5.775312077361093e-20,8.047120226101263e-22,3.384210058002935e-16,1.8333311877405505e-13
1.1559482649950316e-16,0.08478463093452131,0.0,0.0021052023811414925,0.031075110263184432,0.31940968187536967,0.3504847921382536,0.2070122201794882,0.09201819553852263,0.0,1.2470566171096751e-39,6.926458163778848e-13,3.7702835029326925e-37,0.0,3.81405729877771e-64,1.7445111431790733e-27,1.6926134912886049e-47,2.9598159039706137e-35,6.68128453385453e-51,2.1391305965037477e-26,1.2231494103684706e-21,1.3596129132290037e-82,1.0471570494619667e-17,1.3902215173235016e-53,7.348760617256892e-44,5.080620174080716e-73,6.926458172773141e-13,5.310442564945071e-62,2.183285037697998e-12,7.462781700891895e-13,4.745833627390593e-13,5.928725804912504e-13,4.910690762086704e-13,2.388093940612816e-13,5.976054319417061e-17,9.471498987901142e-20,4.4558461796648e-16,6.638859291248058e-26,9.471497612693347e-20,1.320027901002038e-21,4.3511273345252345e-16,2.3571401607415055e-13
1.6697030978278643e-16,0.08478463093452131,0.0,0.0021052023789358966,0.031075110263184432,0.31940968187493163,0.3504847921376821,0.20701222017916518,0.09201819553755228,0.0,3.80390984042117e-39,1.0004884304296269e-12,1.1500535197331072e-36,0.0,2.5552978321283066e-63,3.872081324598296e-27,5.378736175914978e-47,6.136228585263418e-35,2.0379992083992564e-50,4.434800923381906e-26,1.766771421734637e-21,9.301070657297025e-82,1.5125602264097742e-17,4.240607232703337e-53,2.2091929779046345e-43,3.403854543210813e-72,1.0004884315252664e-12,2.3802798574430473e-61,3.1535990087530245e-12,1.077956999680809e-12,6.855096151447672e-13,8.563713596235198e-13,7.093208929721072e-13,3.449470269441283e-13,8.63795125749382e-17,1.963611635350308e-19,6.436224420409492e-16,1.9947855400473322e-25,1.963611222146052e-19,2.7380013654298582e-21,6.284961887566793e-16,3.4047581050957326e-13
2.69721276349353e-16,0.08478463093452131,0.0,0.002105202374524772,0.031075110263184432,0.3194096818740556,0.350484792136539,0.20701222017851914,0.09201819553561168,0.0,1.6505490871672553e-38,1.616173658531605e-12,4.990180805707381e-36,0.0,3.1829754889404393e-62,1.145399373258159e-26,2.5754259797955987e-46,1.5954298711949534e-34,8.843053264110264e-50,1.1530557827815572e-25,2.854015444464392e-21,1.1721030026861185e-80,2.4433665803375107e-17,1.8400358290773735e-52,9.507931199523636e-43,4.239968793677247e-71,1.6161736596406619e-12,1.7276949288919582e-60,5.094161732138396e-12,1.7413139357102189e-12,1.1073626665658986e-12,1.3833686006814136e-12,1.1458224287636575e-12,5.572225057587168e-13,1.3972679961177316e-16,5.105424886904146e-19,1.0396984578348216e-15,8.57622736356506e-25,5.105423110417352e-19,7.126233502822554e-21,1.0152630993637749e-15,5.4999939872136e-13
4.75223209482486e-16,0.08478463093452131,0.0,0.002105202365702792,0.031075110263184432,0.31940968187230356,0.3504847921342529,0.2070122201772271,0.09201819553173071,0.0,9.331480495912368e-38,2.847544114729538e-12,2.821229324451479e-35,0.0,6.080712603912226e-61,4.433780941644235e-26,1.74868493205806e-45,4.945130378323718e-34,4.999474399154086e-49,3.5739654017606187e-25,5.028503489913584e-21,2.245928588668903e-79,4.304979288321465e-17,1.040275541286022e-51,5.365265544390253e-42,8.099974352702976e-70,2.8475441143494286e-12,1.77232659087857e-59,8.975026322473233e-12,3.0680249151836555e-12,1.9510709558506487e-12,2.437361813982589e-12,2.0188171095497093e-12,9.817743155712053e-13,2.4685874075008135e-16,1.5824577893051678e-18,1.8318519599901795e-15,4.829378618525065e-24,1.5824567889457424e-18,2.213547570026966e-20,1.788796920573102e-15,9.690465725087956e-13
