Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626)
6.229798526462999e-10,0.1547348997255798,0.0,0.0038286175851576375,0.03107476112163168,0.18702980810874328,0.2116338620330038,0.20701019233429244,0.09223833982043395,1.5741224866743826e-18,2.5750054790991064e-10,0.006794175662472569,0.001159760636459369,1.1311153276311342e-12,2.5802254160718863e-14,3.9080818973049016e-05,4.166653450553602e-12,3.978027413407642e-10,8.499654981763384e-17,4.539709666493946e-08,3.5167227400606604e-07,5.7873823965268535e-25,0.001469229710575726,1.1434180935956625e-16,1.8456493146504496e-10,6.534410467515226e-20,0.006775227825770865,2.3747252768946123e-18,3.7467521474656403e-08,7.8074414914477e-09,7.625341781821004e-06,1.5288405629559992e-08,2.2241228487495023e-08,6.312937201244843e-09,2.2558403917349035e-08,6.355334629384223e-09,0.12883702226014024,1.887419555644164e-06,5.8287496241560724e-08,2.146836833340101e-06,0.12847370799573302,1.5791461083818406e-06,1.3942464038895635e-11,2.8788711986074614e-08,0.0010019063850822102,2.366926763541733e-09,2.988174047267053e-09,5.912279877805885e-05,0.00013853058000115563,7.542249964146541e-10,0.0013814603121291463,1.687783878895522e-13,0.00037729332835496746,0.003006186227677621
6.271938019253773e-10,0.1547348997255798,0.0,0.003828569193262789,0.03107475975579391,0.1865108153559356,0.21106993583843542,0.20701017933035257,0.0922416127113043,1.6510702991402848e-18,2.6238250471960523e-10,0.006828635346228632,0.001180828881543279,1.1715618403203611e-12,2.6597199439247118e-14,3.9663988162177264e-05,4.273718033233381e-12,4.0436537946791014e-10,8.67320609741338e-17,4.599167327821666e-08,3.540471445426878e-07,5.984639267829677e-25,0.001476285604821847,1.1665056116596206e-16,1.8791125515270634e-10,6.745265978322884e-20,0.006809222375307678,2.4481307084736267e-18,3.7468628833310746e-08,7.788220267778945e-09,7.639035450662892e-06,1.5247379853102073e-08,2.224094438386892e-08,6.2966542923371674e-09,2.2688579667198304e-08,6.338767285508882e-09,0.1293129950139655,1.8972453018357824e-06,5.8245133884339384e-08,2.161677167870804e-06,0.12895336321142475,1.5886435822131104e-06,1.410209292513816e-11,2.9315838551432644e-08,0.001007022368557783,2.3625902188554115e-09,2.9881160179769307e-09,5.961546191653554e-05,0.00014078227583955266,7.704654341115528e-10,0.0013983215135944583,1.7496636281880558e-13,0.00038064200853064645,0.0030498707324557233
6.314077512044547e-10,0.1547348997255798,0.0,0.003828521091578226,0.031074758389889785,0.18599484820952666,0.2105089926707427,0.20701016633373623,0.09224490979567661,1.7311394253572244e-18,2.6731999726337537e-10,0.006862978940075484,0.001202096916723769,1.2131172338844343e-12,2.741059443802095e-14,4.0251384463226945e-05,4.382743817837807e-12,4.1099242995901895e-10,8.849101954660783e-17,4.658979523015624e-08,3.5642195012465206e-07,6.18721917764157e-25,0.0014833119093083623,1.1898973817491425e-16,1.912930763613033e-10,6.961375023499814e-20,0.006843095365051844,2.5232660121682865e-18,3.746974986420575e-08,7.769073767854643e-09,7.652468181158307e-06,1.5206572822519997e-08,2.2240661991658623e-08,6.280483306278254e-09,2.2818649604026733e-08,6.322314939340965e-09,0.12978570647659982,1.907047232476743e-06,5.8204080170857096e-08,2.1765209593302977e-06,0.12942984454623355,1.5981243503195163e-06,1.4262372800210058e-11,2.984876262991025e-08,0.0010121206866007062,2.3583128805592894e-09,2.9880266349613186e-09,6.0107499005053694e-05,0.00014305266351233062,7.869336591792136e-10,0.0014152366393567534,1.813260133115557e-13,0.00038398975347278986,0.0030938447084532792
6.356217004835321e-10,0.1547348997255798,0.0,0.0038284732755757313,0.03107475702384761,0.1854818822286933,0.20995100808774683,0.2070101533444204,0.09224823103787581,1.814429937681781e-18,2.723131917658819e-10,0.006897206992731904,0.0012235644990510653,1.255802236072374e-12,2.8242723570172336e-14,4.084299923288257e-05,4.493751861131133e-12,4.1768409171032487e-10,9.027358231233266e-17,4.7191456105480935e-08,3.587966905515112e-07,6.395228317667493e-25,0.0014903087634080077,1.2135952691132372e-16,1.9471048339988428e-10,7.182829613557666e-20,0.006876847346044938,2.6001590758057853e-18,3.747088450112293e-08,7.750002033510781e-09,7.66564423643475e-06,1.5165982723652602e-08,2.2240381284243794e-08,6.264423084773654e-09,2.294861176780293e-08,6.3059763908060185e-09,0.13025518200580438,1.916825588546589e-06,5.816431203103166e-08,2.1913682306009695e-06,0.129903177056827,1.6075884222554012e-06,1.442330059543778e-11,3.038750405667224e-08,0.0010172014103896323,2.3540936656986005e-09,2.9879067290227407e-09,6.05988981253518e-05,0.00014534172040791334,8.036310166235603e-10,0.0014322049446317303,1.8786046425857713e-13,0.0003873364449772885,0.0031381071446720693
6.398356497626095e-10,0.1547348997255798,0.0,0.003828425740785099,0.03107475565759757,0.18497189323089613,0.20939595791279858,0.20701014036238205,0.0922515764016925,1.901044227259819e-18,2.7736225215785764e-10,0.0069313200489274284,0.0012452313762336047,1.2996377608049959e-12,2.909387325021346e-14,4.143882375125335e-05,4.60676326932557e-12,4.2444056261785686e-10,9.20799060351254e-17,4.779664949359593e-08,3.611713656238271e-07,6.608774253767137e-25,0.0014972763056505145,1.237601136415226e-16,1.9816356348466328e-10,7.409722670613814e-20,0.006910478865638459,2.6788380200116616e-18,3.7472032678355034e-08,7.731005096972426e-09,7.678567825121395e-06,1.5125607762313122e-08,2.2240102235342147e-08,6.248472485183582e-09,2.3078464305429634e-08,6.289750456100967e-09,0.13072144670408997,1.92658060722664e-06,5.812580689435436e-08,2.206219004156654e-06,0.13037338554032654,1.6170358077557492e-06,1.458487326406124e-11,3.093208253900969e-08,0.0010222646106953727,2.349931513876405e-09,2.9877571115889484e-09,6.108964769451504e-05,0.00014764942337036684,8.205588438094399e-10,0.0014492256913402966,1.945728624055689e-13,0.0003906819666224331,0.003182657026558845
6.440495990416869e-10,0.1547348997255798,0.0,0.0038283784827938985,0.03107475429107171,0.18446485728846296,0.20884381823122408,0.2070101273875979,0.0922549458503937,1.9910870350280704e-18,2.824673400901274e-10,0.0069653186494429776,0.001267097286832325,1.34464490721713e-12,2.9964331885604215e-14,4.203884922389366e-05,4.721799197268743e-12,4.312620395839092e-10,9.391014746528861e-17,4.840536898864625e-08,3.635459751431638e-07,6.827965933993292e-25,0.001504214673729752,1.2619168437340636e-16,2.016524027491568e-10,7.642148029749211e-20,0.006943990467529152,2.7593311980271274e-18,3.7473194330707044e-08,7.712082981048971e-09,7.69124310153615e-06,1.5085446164020395e-08,2.223982481900819e-08,6.232630380290623e-09,2.3208205467694735e-08,6.273635967454076e-09,0.13118452542199055,1.9363125219738634e-06,5.80885426779205e-08,2.2210733020524056e-06,0.1308404945376764,1.6264665167280467e-06,1.4747087781060378e-11,3.1482517657322534e-08,0.0010273103578847557,2.3458253867351916e-09,2.9875785751804524e-09,6.157973645843119e-05,0.00014997574871088135,8.377184704460285e-10,0.0014662981480534955,2.0146637603386866e-13,0.0003940262037439553,0.0032274933361698325
6.482635483207643e-10,0.1547348997255798,0.0,0.0038283314972472338,0.031074752924203898,0.18396075072522552,0.20829456538682667,0.20701011442004483,0.09225833934673285,2.084665482728774e-18,2.87628614947611e-10,0.006999203331150942,0.0012891619604516171,1.390844958684174e-12,3.085438986826844e-14,4.26430667837786e-05,4.838880847637513e-12,4.3814871852343227e-10,9.576446333955574e-17,4.901760818957116e-08,3.6592051891208265e-07,7.052913696614717e-25,0.0015111240045107884,1.2865442485657416e-16,2.0517708625419846e-10,7.880200440336297e-20,0.00697738269179387,2.841667195519837e-18,3.747436939349682e-08,7.693235699328034e-09,7.703674165893293e-06,1.5045496173734338e-08,2.2239549009631934e-08,6.216895658070423e-09,2.3337833606279353e-08,6.257631772887986e-09,0.13164444276128687,1.9460215625931168e-06,5.8052497774766914e-08,2.235931145914678e-06,0.1313045283369602,1.6358805592443889e-06,1.490994114298134e-11,3.2038828866085535e-08,0.0010323387219244317,2.3417742674529075e-09,2.9873718938647625e-09,6.206915348536338e-05,0.00015232067221905302,8.551112185731943e-10,0.0014834215899374667,2.0854419464299182e-13,0.0003973690434104615,0.003272615052331505
6.524774975998417e-10,0.1547348997255798,0.0,0.003828284779847471,0.031074751556929747,0.18345955011321072,0.20774817597844453,0.20701010145969953,0.09226175685296036,2.181889103932868e-18,2.92846233863306e-10,0.007032974627054758,0.0013114251179269867,1.4382593818333742e-12,3.176433956606062e-14,4.3251467493236e-05,4.958029470138097e-12,4.451007943703453e-10,9.764301038103667e-17,4.9633360700155794e-08,3.6829499673413403e-07,7.283729278123457e-25,0.001518004434036866,1.3114852058247533e-16,2.0873769799783214e-10,8.123975567337183e-20,0.007010656074924006,2.92587483038822e-18,3.747555780255532e-08,7.674463256368005e-09,7.715865064530708e-06,1.500575605559554e-08,2.2239274781937436e-08,6.20126722146555e-09,2.3467347170822702e-08,6.241736735985789e-09,0.13210122307817895,1.9557079553078125e-06,5.801765104250877e-08,2.2507925569319067e-06,0.13176551097666653,1.6452779455338202e-06,1.5073430367758654e-11,3.260103549479803e-08,0.001037349772384625,2.337777160250888e-09,2.9871378236994436e-09,6.255788815963762e-05,0.00015468416917396735,8.72738402548802e-10,0.001500595298698462,2.1580952863525217e-13,0.00040071037439925095,0.0033180211507977467
6.566914468789191e-10,0.1547348997255798,0.0,0.0038282383263539576,0.031074750189186612,0.18296123226938257,0.2072046268565624,0.20701008850653885,0.09226519833083353,2.2828698750672553e-18,2.9812035173224944e-10,0.007066633066327969,0.0013338864715094878,1.4869098255402326e-12,3.2694475314184504e-14,4.386404234583564e-05,5.0792663607124525e-12,4.5211846108377044e-10,9.954594529916378e-17,5.025262012908008e-08,3.7066940841385267e-07,7.520525821226712e-25,0.0015248560975363004,1.33674156784563e-16,2.1233432092508531e-10,8.37356999257248e-20,0.007043811149859514,3.0119831525594838e-18,3.7476759494226564e-08,7.655765647889113e-09,7.727819790155774e-06,1.4966224092668884e-08,2.223900211098126e-08,6.185743988162324e-09,2.3596744706043745e-08,6.225949735660144e-09,0.13255489048641092,1.965371922829029e-06,5.798398179226728e-08,2.2656575558454973e-06,0.13222346624890272,1.6546586859749158e-06,1.5237552494547968e-11,3.3169156748917575e-08,0.0010423435784428293,2.333833089914211e-09,2.986877103163573e-09,6.304593017544316e-05,0.00015706621435508918,8.906013290369309e-10,0.001517818562527955,2.2326560899181056e-13,0.0004040500871725115,0.0033637106044034494
6.609053961579965e-10,0.1547348997255798,0.0,0.0038281921325827167,0.031074748820913524,0.18246577425243654,0.20666389511997704,0.2070100755605394,0.09226866374162643,2.3877222464417365e-18,3.0345112122545603e-10,0.007100179174352793,0.0013565457250469756,1.5368181199104329e-12,3.3645093406565374e-14,4.448078226823695e-05,5.202612860750876e-12,4.592019116541917e-10,1.0147342478963791e-16,5.087538008996486e-08,3.7304375375675074e-07,7.763417882823204e-25,0.0015316791294292906,1.3623151843845464e-16,2.1596703693762525e-10,8.629081215961074e-20,0.007076848446022473,3.1000214437814297e-18,3.747797440536738e-08,7.63714286096299e-09,7.73954228210908e-06,1.492689858669116e-08,2.2238730972150776e-08,6.17032489037057e-09,2.372602484891908e-08,6.210269665925412e-09,0.13300546886034678,1.9750136844231178e-06,5.795146977787972e-08,2.2805261629412068e-06,0.1326784177025601,1.6640227910885868e-06,1.5402304583559523e-11,3.374321171077809e-08,0.0010473202088874568,2.3299411013250766e-09,2.9865904535772016e-09,6.35332695307434e-05,0.0001594667820529616,9.08701296996988e-10,0.0015350906760478588,2.309156869505188e-13,0.0004073880738538854,0.0034096823832146365
6.651193454370739e-10,0.1547348997255798,0.0,0.003828146194406131,0.031074747452051174,0.18197315335964362,0.20612595811251516,0.20701006262167784,0.09227215304613957,2.496563173271176e-18,3.0883869280383296e-10,0.007133613472758194,0.0013794025741622274,1.5880062752476698e-12,3.46164920871774e-14,4.510167812199606e-05,5.328090356310762e-12,4.663513381095384e-10,1.0342560553437508e-16,5.150163420141571e-08,3.7541803256931145e-07,8.012521441964127e-25,0.001538473663334659,1.388207902620989e-16,2.196359269032984e-10,8.890607656731137e-20,0.007109768489350264,3.190019217408173e-18,3.747920247334664e-08,7.61859487420058e-09,7.751036426645004e-06,1.4887777857822614e-08,2.2238461341162423e-08,6.155008874606381e-09,2.385518632591688e-08,6.194695435672821e-09,0.13345298183799964,1.984633455977837e-06,5.7920095185384144e-08,2.2953983980409265e-06,0.13313038864642912,1.673370271531115e-06,1.5567683715885792e-11,3.432321934049263e-08,0.0010522797321214305,2.3261002590076128e-09,2.986278579510173e-09,6.401989652129587e-05,0.00016188584607971818,9.27039597673694e-10,0.001552410940255878,2.387630336887562e-13,0.0004107242282054002,0.003455935454675201
6.693332947161513e-10,0.1547348997255798,0.0,0.003828100507752606,0.031074746082541866,0.1814833471237435,0.20559079341980235,0.20701004968993097,0.09227566620470946,2.6095121466885753e-18,3.142832147320679e-10,0.007166936479457459,0.001402456706427992,1.6404964810077606e-12,3.5608971541327493e-14,4.572672070533328e-05,5.455720277341476e-12,4.735669315211962e-10,1.0540264420145298e-16,5.213137608706405e-08,3.777922446589835e-07,8.267953907798657e-25,0.0015452398320765068,1.4144215671594895e-16,2.2334107066555574e-10,9.158248654602704e-20,0.00714257180232832,3.2820062181799025e-18,3.748044363604441e-08,7.600121657938386e-09,7.762306057228385e-06,1.48488602444023e-08,2.223819319405987e-08,6.1397949014778565e-09,2.3984227950286476e-08,6.179225968448585e-09,0.1338974528240136,1.9942314500670586e-06,5.788983862277147e-08,2.3102742804948447e-06,0.13357940215226788,1.6827011380874035e-06,1.5733686993339014e-11,3.4909198476841276e-08,0.0010572222161657312,2.3223096466838473e-09,2.985942169180531e-09,6.450580173477901e-05,0.0001643233797794109,9.456175145879225e-10,0.0015697786624710248,2.468109399959311e-13,0.00041405844560475543,0.003502468783750305
6.735472439952287e-10,0.1547348997255798,0.0,0.003828055068606227,0.03107474471232945,0.18099633330988715,0.20505837886608372,0.20701003676527538,0.09227920317721816,2.7266912247447375e-18,3.1978483309249125e-10,0.0072001487086853135,0.0014257078015390081,1.6943111047394217e-12,3.662283388689743e-14,4.635590075486194e-05,5.58552409691531e-12,4.808488820099442e-10,1.07404697445058e-16,5.276459937560595e-08,3.8016638983417507e-07,8.529834127504082e-25,0.0015519777676907967,1.440958020031425e-16,2.2708254705276524e-10,9.432104470942095e-20,0.007175258904022483,3.3760124219967778e-18,3.7481697831850785e-08,7.581723174422967e-09,7.773354954846386e-06,1.4810144102707272e-08,2.223792650721205e-08,6.124681945473757e-09,2.411314861940306e-08,6.163860202235034e-09,0.13433890499260137,2.0038078760140645e-06,5.7860681109997113e-08,2.3251538291740012e-06,0.13402548105782217,1.6920154016644448e-06,1.5900311538290944e-11,3.550116783814435e-08,0.001062147728662894,2.3185683668413452e-09,2.9855818948421626e-09,6.499097604502391e-05,0.00016677935603815795,9.644363235283689e-10,0.001587193156279307,2.55062715946957e-13,0.00041739062302296223,0.0035492813330665353
6.777611932743061e-10,0.1547348997255798,0.0,0.003828009873006387,0.03107474334135934,0.18051208991262588,0.20452869251109282,0.20701002384768777,0.09228276392310243,2.8482250633902517e-18,3.253436917989086e-10,0.007233250671034547,0.001449155531481048,1.749472691012069e-12,3.7658383165545416e-14,4.698920894727951e-05,5.717523330464442e-12,4.881973787518228e-10,1.0943192190543256e-16,5.340129770083861e-08,3.825404679042473e-07,8.798282394200535e-25,0.0015586876014318568,1.467819100696878e-16,2.3086043388741268e-10,9.712276289888492e-20,0.007207830310110954,3.4720680356870855e-18,3.7482964999664473e-08,7.563399377993653e-09,7.784186848334784e-06,1.4771627806715443e-08,2.2237661257311134e-08,6.109668994755047e-09,2.424194731216729e-08,6.1485970892346785e-09,0.1347773612904358,2.013362939953483e-06,5.783260406924543e-08,2.3400370624632195e-06,0.1344686479698002,1.7013130732849974e-06,1.606755449350523e-11,3.609914602312125e-08,0.001067056336880453,2.3148755403116024e-09,2.9851984131624874e-09,6.547541060634927e-05,0.0001692537472941134,9.83497292544033e-10,0.0016046537414796205,2.635216905846309e-13,0.00042072065900232685,0.003596372063048883
6.819751425533835e-10,0.1547348997255798,0.0,0.003827964917047418,0.031074741969578445,0.18003059515294811,0.2040017126469703,0.20701001093714483,0.0922863484013628,2.9742409474355778e-18,3.3095993261040387e-10,0.007266242873492192,0.0014727995606970356,1.8060039603310192e-12,3.871592533386864e-14,4.7626635901021904e-05,5.851739535023905e-12,4.956126099839302e-10,1.1148447420882253e-16,5.4041464701694544e-08,3.8491447867950933e-07,9.073420454850403e-25,0.0015653694637788114,1.4950066460465582e-16,2.3467480799519337e-10,9.998866219452926e-20,0.007240286532915856,3.570203496769754e-18,3.748424507889103e-08,7.54515021526335e-09,7.794805414717921e-06,1.4733309747872083e-08,2.2237397421370403e-08,6.0947550509493476e-09,2.4370623086459097e-08,6.133435595657213e-09,0.13521284443949833,2.02289684489189e-06,5.7805589315439774e-08,2.3549239982544124e-06,0.13490892526680143,1.7105941640814689e-06,1.6235413021978743e-11,3.6703151511735325e-08,0.0010719481077143438,2.3112303058586963e-09,2.9847923655906054e-09,6.595909684799772e-05,0.0001717465255472633,1.0028016819374974e-09,0.0016221597440298486,2.7219121158983447e-13,0.00042404845363477195,0.003643739932054596
6.861890918324609e-10,0.1547348997255798,0.0,0.0038279201968782015,0.031074740596935116,0.17955182747536153,0.20347741779523032,0.20700999803362316,0.09228995657057262,3.1048688214850555e-18,3.3663369514511237e-10,0.0072991258194752325,0.0014966395462502817,1.8639278080404404e-12,3.9795768254528044e-14,4.8268172177882065e-05,5.988194308480445e-12,5.030947630101511e-10,1.1356251096742478e-16,5.468509402227372e-08,3.8728842197121175e-07,9.355371518142376e-25,0.001572023484441939,1.5225224904037827e-16,2.3852574521399526e-10,1.0291977292590039e-19,0.00727262808143441,3.6704494732113435e-18,3.748553800944107e-08,7.526975625297488e-09,7.80521427956149e-06,1.4695188334859961e-08,2.22371349767221e-08,6.079939128948271e-09,2.449917507664538e-08,6.118374701509449e-09,0.13564537693988388,2.0324097907671094e-06,5.7779619046991826e-08,2.3698146539402594e-06,0.1353463351022008,1.7198586852900008e-06,1.640388430678657e-11,3.7313202666024954e-08,0.0010768231076922553,2.3076318197784054e-09,2.9843643787158024e-09,6.644202646867159e-05,0.00017425766236905032,1.0223507442589744e-09,0.0016397104959932065,2.8107464495069167e-13,0.00042737390854049245,0.0036913838965040077
6.904030411115383e-10,0.1547348997255798,0.0,0.0038278757087017654,0.031074739223379177,0.17907576554502022,0.20295578670377365,0.20700998513709953,0.09229358838888689,3.240241320840688e-18,3.4236511689396033e-10,0.007331900008865871,0.0015206751379848958,1.9232673032144156e-12,4.089822168733704e-14,4.8913808284593286e-05,6.126909288827309e-12,5.106440242068175e-10,1.1566618877933565e-16,5.5332179311873444e-08,3.8966229759154116e-07,9.644260262360254e-25,0.001578649792368956,1.5503684655265226e-16,2.424133204027753e-10,1.0591713468242788e-19,0.0073048554613697305,3.7728368631776135e-18,3.748684373172807e-08,7.508875539790977e-09,7.815417017337485e-06,1.4657261993372956e-08,2.2236873901015123e-08,6.065220256707593e-09,2.4627602491140927e-08,6.103413400388131e-09,0.13607498107256308,2.0419019745062437e-06,5.775467583678324e-08,2.3847090464082455e-06,0.13578089940698893,1.729106648244748e-06,1.65729655509187e-11,3.792931773092127e-08,0.0010816814029769362,2.3040792555073147e-09,2.9839150646168227e-09,6.692419143116683e-05,0.00017678712891183013,1.0421457243011135e-09,0.0016573053354848224,2.9017537464572637e-13,0.00043069692684693644,0.0037393029110083715
6.946169903906157e-10,0.1547348997255798,0.0,0.003827831448774875,0.031074737848861812,0.17860238824489652,0.2024367983439474,0.20700997224755074,0.09229724381405083,3.3804938023716214e-18,3.4815433323437224e-10,0.00736456593804635,0.0015449059786834052,1.984045687536465e-12,4.2023597280315e-14,4.956353467437858e-05,6.2679061534248455e-12,5.182605790283042e-10,1.177956642284989e-16,5.598271422501635e-08,3.9203610535361504e-07,9.940212843236391e-25,0.0015852485157512313,1.5785464006094966e-16,2.463376074503314e-10,1.089817963236049e-19,0.007336969175161244,3.877396794779762e-18,3.748816218666611e-08,7.490849883243176e-09,7.825417151800596e-06,1.4619529165893168e-08,2.2236614172212755e-08,6.050597475050218e-09,2.475590461002217e-08,6.088550699275636e-09,0.13650167890210335,2.051373590082462e-06,5.7730742623373745e-08,2.399607192035061e-06,0.1362126398925697,1.7383380643723503e-06,1.6742653977124345e-11,3.8551514835052696e-08,0.0010865230593694577,2.300571803241412e-09,2.983445021202362e-09,6.740558395710252e-05,0.00017933489591816245,1.0621878590945454e-09,0.0016749436066185884,2.9949680231323694e-13,0.00043401741316810767,0.003787495928494787
6.988309396696931e-10,0.1547348997255798,0.0,0.003827787413407612,0.0310747364733356,0.1781316746729962,0.2019204319076498,0.20700995936495337,0.09230092280340858,3.5257643753452634e-18,3.540014774439432e-10,0.007397124099933334,0.001569331704221648,2.0462863741678685e-12,4.3172208560707224e-14,5.0217341748466776e-05,6.411206618266913e-12,5.25944612012557e-10,1.1995109388465432e-16,5.663669242147634e-08,3.9440984507147514e-07,1.024335690178997e-24,0.0015918197820299275,1.6070581222863305e-16,2.502986792839697e-10,1.121148159889039e-19,0.0073689697220147435,3.984160625815462e-18,3.748949331566737e-08,7.472898573130812e-09,7.835218156375265e-06,1.4581988311471432e-08,2.2236355768590214e-08,6.036069837472003e-09,2.4884080782693028e-08,6.073785618338527e-09,0.13692549227934828,2.0608248285705827e-06,5.770780270242937e-08,2.4145091066813462e-06,0.13664157805351515,1.7475529451865943e-06,1.6912946827761333e-11,3.9179811991536576e-08,0.0010913481423124307,2.2971086695641666e-09,2.9829548325428286e-09,6.788619652174519e-05,0.00018190093372994027,1.0824783779041468e-09,0.0016926246594542852,3.0904234691587365e-13,0.0004373352735841838,0.00383596190032828
7.030448889487705e-10,0.1547348997255798,0.0,0.003827743598962941,0.031074735096754437,0.1776636041396161,0.20140666680447963,0.20700994648928428,0.09230462531391147,3.676193932216046e-18,3.5990668071407597e-10,0.007429574984011865,0.0015939519437209663,2.1100129466051343e-12,4.434437092597254e-14,5.087521985757585e-05,6.556832437253035e-12,5.336963067865572e-10,1.221326343032864e-16,5.729410756630274e-08,3.9678351656008283e-07,1.0553821572150009e-24,0.0015983637179020763,1.6359054546317705e-16,2.542966078780711e-10,1.1531726110743082e-19,0.007400857597932083,4.093159943504766e-18,3.749083706063934e-08,7.45502152007885e-09,7.844823454552878e-06,1.4544637905511143e-08,2.223609866873222e-08,6.021636409950312e-09,2.5012130425602452e-08,6.059117190728933e-09,0.13734644284405736,2.0702558782014695e-06,5.7685839718364907e-08,2.429414805686791e-06,0.13706773517027843,1.7567513022832527e-06,1.7083841364636702e-11,3.981422709875822e-08,0.0010961567168931764,2.293689077083789e-09,2.982445069193633e-09,6.83660218489259e-05,0.00018448521229735897,1.1030185022260093e-09,0.0017103478499449953,3.1881544442564873e-13,0.00044065041562144346,0.003884699776431087
7.072588382278479e-10,0.1547348997255798,0.0,0.0038277000018562732,0.031074733719073527,0.1771981561646441,0.20089548265892965,0.2070099336205203,0.09230835130212639,3.831926179367869e-18,3.6587007216358157e-10,0.007461919076368898,0.0016187663196977615,2.1752491575269417e-12,4.554040163473957e-14,5.153715930336481e-05,6.704805401466268e-12,5.415158460717267e-10,1.2434044202557366e-16,5.7954953329842485e-08,3.9915711963531316e-07,1.0871737489363168e-24,0.0016048804493265826,1.665090219163947e-16,2.5833146426255503e-10,1.1859020840732014e-19,0.00743263329574049,4.204426564221001e-18,3.749219336398203e-08,7.437218628029218e-09,7.854236420298313e-06,1.450747643955542e-08,2.223584285153053e-08,6.007296270755346e-09,2.5140053020012853e-08,6.044544462388749e-09,0.13776455202750598,2.079666924415277e-06,5.766483765619484e-08,2.444324303865569e-06,0.137491132311867,1.7659331473351078e-06,1.7255334868853544e-11,4.0454777941137724e-08,0.001100948847846862,2.290312264079303e-09,2.9819162885103716e-09,6.88450529060481e-05,0.00018708770118772939,1.1238094457850947e-09,0.0017281125398848172,3.2881954749430145e-13,0.0004439627482324981,0.003933708505399212
7.114727875069253e-10,0.1547348997255798,0.0,0.0038276566185550124,0.03107473234024935,0.17673531047489976,0.2003868593076227,0.20700992075863828,0.09231210072424394,3.993107667806309e-18,3.7189177885224204e-10,0.007494156859726415,0.0016437744482104457,2.2420189276308968e-12,4.6760619797733385e-14,5.2203150339854526e-05,6.855147338456728e-12,5.494034116892643e-10,1.265746735783377e-16,5.861922338776079e-08,4.0153065411394987e-07,1.119723679718639e-24,0.0016113701015301625,1.694614234846699e-16,2.6240331853124606e-10,1.2193474392487363e-19,0.007464297305121562,4.3179925332167436e-18,3.749356216858491e-08,7.419489794407406e-09,7.863460378465284e-06,1.4470502421077471e-08,2.223558829618132e-08,5.993048510264179e-09,2.526784810981905e-08,6.030066491856609e-09,0.13817984105504605,2.0890581499135667e-06,5.7644780833587325e-08,2.459237615502104e-06,0.13791179033847428,1.7750984920871453e-06,1.7427424640663922e-11,4.1101482189884524e-08,0.0011057245995595823,2.2869774841552407e-09,2.98136903495605e-09,6.932328289918532e-05,0.00018970836959413638,1.1448524145335617e-09,0.0017459180968568894,3.390581251127139e-13,0.0004472721817768234,0.003982987034616318
7.156867367860027e-10,0.1547348997255798,0.0,0.0038276134455781036,0.03107473096023963,0.17627504700151642,0.1998807767965901,0.207009907903615,0.09231587353608622,4.159887823796744e-18,3.7797192579433553e-10,0.007526288813474121,0.001668975939003835,2.3103463444604107e-12,4.800534636867315e-14,5.287318317481849e-05,7.0078801115307445e-12,5.573591845654269e-10,1.2883548547399288e-16,5.9286911421059835e-08,4.039041198136799e-07,1.153045315586441e-24,0.0016178327990132165,1.7244793180919465e-16,2.6651223985014113e-10,1.2535196301344538e-19,0.0074958501126398845,4.433890124344965e-18,3.749494341782377e-08,7.401834910286918e-09,7.872498605219863e-06,1.4433714373274154e-08,2.22353349821826e-08,5.978892230777511e-09,2.5395515299416835e-08,6.015682350077627e-09,0.1385923309486294,2.098429734710326e-06,5.7625653893115604e-08,2.474154754347165e-06,0.13832972990407316,1.7842473483519204e-06,1.760010799931317e-11,4.175435740374038e-08,0.0011104840360714116,2.2836840059047988e-09,2.9808038404005577e-09,6.980070526826684e-05,0.00019234718634394678,1.1661486066497477e-09,0.0017637638941817354,3.495346622985541e-13,0.0004505786280015834,0.004032534310364991
